playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,goalAssists,goals,oboxBlocked,unsuccessfulLayoffs,goalsConcededOutsideBox,rightFootGoals,leftFootGoals,headedGoals,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,shotsOnTargetOutsideBox,oboxTarget,penaltiesConceded,throwInsToOppositionPlayer,throughBalls,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,penaltyGoalsConceded,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,redCards2ndYellow,successfulCornersIntoBox,expectedGoalsFreekick,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals
49384,Jack Rodwell,Midfielder,Sheffield Utd,49,England,2019-20,1.0,,,0.0,,,,,,,1.0,,,,,2.0,,1.0,,1.0,,,,15.0,,1.0,,,,2.0,,0.0289,,,1.0,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,,,,0.0,2.0,,,,,,,1.0,,,,,1.0,3.0,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213280,Jake Eastwood,Goalkeeper,Sheffield Utd,49,England,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108416,John Egan,Defender,Sheffield Utd,49,Ireland,2019-20,129.0,,0.501,1.0,14.0,5.0,0.5602,44.0,13.0,136.0,36.0,,36.0,255.0,2.0,1290.0,1.0,,,213.0,12.0,,3.0,3189.0,3.0,79.0,198.0,15.0,64.0,924.0,50.0,39.9608,1.0,17.0,165.0,30.0,14.0,50.0,251.0,20.0,1.0,327.0,12.0,465.0,177.0,36.0,17.0,1.0,289.0,29.0,2.0,1.0,14.0,114.0,134.0,0.0,1268.0,8.0,8.0,277.0,27.0,1.0,27.0,468.0,34.0,58.0,,111.0,106.0,1720.0,5.0,1.0,60.0,746.0,13.0,2.7564,3.0,119.0,81.0,,,2.0,,,1.0,1.0,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
47247,John Fleck,Midfielder,Sheffield Utd,49,Scotland,2019-20,122.0,10.0,3.3513,0.0,12.0,11.0,4.3061,36.0,19.0,154.0,30.0,19.0,28.0,197.0,54.0,999.0,1.0,2.0,80.0,39.0,8.0,33.0,2.0,2517.0,2.0,25.0,115.0,55.0,101.0,764.0,40.0,36.4875,37.0,2.0,21.0,30.0,7.0,97.0,235.0,22.0,1.0,237.0,22.0,375.0,169.0,30.0,11.0,16.0,591.0,28.0,116.0,33.0,7.0,198.0,14.0,0.0,955.0,8.0,20.0,409.0,25.0,44.0,3.0,220.0,25.0,24.0,49.0,38.0,169.0,1504.0,7.0,2.0,11.0,244.0,15.0,3.133,8.0,43.0,45.0,,2.0,5.0,5.0,1.0,2.0,1.0,4.0,,,5.0,1.0,4.0,4.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,19.0,,,,,
153723,John Lundstram,Midfielder,Sheffield Utd,49,England,2019-20,136.0,9.0,2.2205,0.0,10.0,10.0,5.7985,46.0,33.0,153.0,34.0,15.0,26.0,204.0,43.0,1176.0,7.0,8.0,3.0,57.0,9.0,10.0,4.0,2455.0,4.0,33.0,99.0,31.0,75.0,886.0,51.0,33.2017,18.0,6.0,43.0,29.0,7.0,103.0,184.0,12.0,3.0,235.0,14.0,300.0,157.0,34.0,16.0,19.0,613.0,27.0,45.0,33.0,7.0,178.0,24.0,0.0,1157.0,23.0,11.0,337.0,30.0,18.0,4.0,394.0,27.0,33.0,2.0,86.0,298.0,1585.0,5.0,5.0,18.0,369.0,16.0,5.2771,5.0,51.0,41.0,,3.0,5.0,3.0,3.0,2.0,4.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
87121,Kieron Freeman,Defender,Sheffield Utd,49,Wales,2019-20,3.0,,0.0028,0.0,,,,,,,2.0,,,,,1.0,,2.0,,2.0,,,,6.0,,2.0,,,,1.0,,,,,,,,1.0,,,0.0,3.0,,,,2.0,,,1.0,,,,,1.0,,0.0,1.0,,,,,,,1.0,1.0,,,,,2.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18440,Leon Clarke,Forward,Sheffield Utd,49,England,2019-20,3.0,,0.001,0.0,,,,,1.0,2.0,2.0,1.0,,2.0,,6.0,,2.0,,5.0,,,,33.0,,3.0,2.0,,,4.0,2.0,2.1179,,,2.0,2.0,,,1.0,,0.0,5.0,,1.0,,2.0,,,2.0,2.0,,,,,2.0,0.0,6.0,1.0,,3.0,,,,3.0,,,,,1.0,10.0,,,,2.0,,0.4631,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
49083,Luke Freeman,Midfielder,Sheffield Utd,49,England,2019-20,35.0,3.0,0.6158,0.0,2.0,,,6.0,1.0,20.0,11.0,2.0,3.0,27.0,7.0,133.0,,8.0,7.0,10.0,,6.0,,362.0,,6.0,23.0,7.0,19.0,104.0,4.0,4.5673,3.0,,5.0,5.0,,29.0,32.0,5.0,0.0,58.0,1.0,45.0,20.0,11.0,2.0,4.0,92.0,5.0,9.0,17.0,,48.0,4.0,0.0,131.0,1.0,3.0,64.0,4.0,8.0,,21.0,6.0,10.0,2.0,2.0,35.0,227.0,,2.0,3.0,20.0,3.0,0.0792,2.0,7.0,2.0,,,,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,
178304,Lys Mousset,Forward,Sheffield Utd,49,France,2019-20,145.0,1.0,1.2246,0.0,14.0,9.0,4.9856,9.0,23.0,71.0,30.0,11.0,11.0,72.0,3.0,240.0,16.0,19.0,,93.0,,1.0,2.0,1232.0,2.0,70.0,73.0,13.0,50.0,166.0,79.0,15.7577,8.0,,2.0,15.0,11.0,75.0,52.0,14.0,2.0,218.0,3.0,34.0,47.0,30.0,4.0,13.0,117.0,14.0,3.0,51.0,11.0,125.0,23.0,0.0,227.0,14.0,8.0,183.0,5.0,28.0,,62.0,24.0,4.0,,2.0,92.0,502.0,1.0,11.0,,52.0,9.0,5.5316,1.0,1.0,10.0,,4.0,6.0,3.0,2.0,1.0,4.0,2.0,,1.0,3.0,4.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
194126,Michael Verrips,Goalkeeper,Sheffield Utd,49,Netherlands,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169432,Oliver McBurnie,Forward,Sheffield Utd,49,Scotland,2019-20,306.0,1.0,1.8485,0.0,7.0,25.0,6.2543,37.0,43.0,236.0,36.0,27.0,24.0,244.0,8.0,617.0,5.0,12.0,,398.0,,1.0,18.0,2116.0,18.0,198.0,284.0,35.0,84.0,364.0,111.0,30.8722,10.0,1.0,40.0,25.0,7.0,108.0,130.0,28.0,2.0,590.0,22.0,214.0,91.0,36.0,15.0,22.0,276.0,23.0,8.0,56.0,7.0,192.0,200.0,0.0,617.0,18.0,14.0,358.0,22.0,22.0,3.0,149.0,28.0,15.0,,9.0,124.0,1023.0,2.0,17.0,4.0,98.0,10.0,7.7151,4.0,8.0,35.0,,,6.0,,8.0,2.0,4.0,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
79934,Oliver Norwood,Midfielder,Sheffield Utd,49,Northern Ireland,2019-20,134.0,15.0,4.6622,0.0,5.0,6.0,1.9125,66.0,12.0,190.0,38.0,7.0,37.0,357.0,45.0,2007.0,1.0,1.0,119.0,74.0,9.0,53.0,,3100.0,,30.0,135.0,45.0,91.0,1419.0,2.0,42.9337,48.0,13.0,39.0,36.0,,104.0,558.0,16.0,0.0,269.0,22.0,698.0,275.0,38.0,29.0,,969.0,34.0,145.0,4.0,,195.0,44.0,0.0,1925.0,6.0,22.0,536.0,37.0,9.0,12.0,536.0,32.0,47.0,78.0,231.0,215.0,2518.0,7.0,12.0,44.0,734.0,27.0,1.4936,8.0,167.0,76.0,1.0,1.0,1.0,5.0,,2.0,1.0,,,,5.0,,5.0,5.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,31.0,0.3796,1.0,4.0,4.0,1.0
7645,Phil Jagielka,Defender,Sheffield Utd,49,England,2019-20,7.0,1.0,0.0106,0.0,,,,5.0,,9.0,6.0,,2.0,15.0,,75.0,,4.0,,19.0,,1.0,,240.0,,4.0,24.0,,9.0,56.0,1.0,4.7867,,1.0,19.0,6.0,,3.0,14.0,4.0,0.0,31.0,,28.0,16.0,6.0,1.0,,13.0,6.0,,,,12.0,15.0,0.0,75.0,,,19.0,4.0,,5.0,24.0,1.0,4.0,,4.0,9.0,123.0,,,4.0,48.0,1.0,,0.0,6.0,7.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
90518,Ravel Morrison,Midfielder,Sheffield Utd,49,Jamaica,2019-20,2.0,,0.0101,0.0,,,,,1.0,1.0,1.0,,,1.0,,6.0,,1.0,,,,,,12.0,,,,1.0,,5.0,1.0,,,,,,,2.0,2.0,,0.0,2.0,,3.0,,1.0,,,5.0,,,1.0,,2.0,,0.0,6.0,1.0,,2.0,,,,,1.0,,,,1.0,8.0,,,,,1.0,0.0489,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147612,Richairo Zivkovic,Forward,Sheffield Utd,49,Curacao,2019-20,20.0,1.0,0.164,0.0,1.0,,,2.0,,2.0,5.0,2.0,,2.0,,18.0,,5.0,,12.0,,1.0,,107.0,,12.0,3.0,1.0,3.0,16.0,3.0,2.368,2.0,,,4.0,1.0,8.0,3.0,1.0,0.0,23.0,1.0,2.0,4.0,5.0,,3.0,12.0,4.0,,6.0,1.0,11.0,,0.0,15.0,,,9.0,2.0,,,6.0,1.0,,,,7.0,33.0,,,,5.0,1.0,0.0698,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
207189,Sander Berge,Midfielder,Sheffield Utd,49,Norway,2019-20,50.0,2.0,0.9409,0.0,1.0,2.0,0.7601,22.0,4.0,62.0,14.0,3.0,12.0,74.0,20.0,368.0,1.0,2.0,,51.0,1.0,2.0,,949.0,,16.0,77.0,21.0,42.0,281.0,20.0,11.4302,1.0,2.0,13.0,11.0,1.0,34.0,91.0,5.0,0.0,127.0,14.0,114.0,56.0,14.0,7.0,5.0,209.0,11.0,20.0,12.0,1.0,76.0,35.0,0.0,362.0,2.0,5.0,122.0,15.0,15.0,1.0,103.0,18.0,10.0,,13.0,60.0,534.0,2.0,7.0,8.0,87.0,8.0,0.6062,0.0,12.0,14.0,,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
74854,Simon Moore,Goalkeeper,Sheffield Utd,49,England,2019-20,,,0.0014,0.0,,,,1.0,,,2.0,,2.0,29.0,,44.0,,,,,,,,180.0,,,1.0,,1.0,5.0,,4.5218,,4.0,,6.0,,,4.0,,0.0,1.0,,38.0,14.0,2.0,1.0,,10.0,6.0,,,,1.0,,0.0,14.0,,,29.0,,,,2.0,,,,10.0,,56.0,,,14.0,5.0,,,0.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,5.0,2.0,,8.0,7.0,1.0,2.0,,,,,,,,
