playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,headedGoals,clearancesOffTheLine,foulWonPenalty,lastPlayerTackle,goalKicks,ownGoalScored,gkSuccessfulDistribution,secondGoalAssists,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesSaved,savesFromPenalty,crossesNotClaimed
98464,Josh Vela,Midfielder,Bolton,30,England,2011-12,1.0,,0.0,,,,3.0,,1.0,3.0,3.0,,,,5.0,1.0,30.0,,,,3.0,,,,,38.0,,,3.0,,3.0,23.0,,1.0,,,,,1.0,1.0,1.0,7.0,,0.0,4.0,,6.0,4.0,3.0,,,,,13.0,1.0,1.0,,4.0,,0.0,30.0,,1.0,7.0,3.0,,,,10.0,1.0,,,2.0,7.0,36.0,,,,,12.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Jussi Jääskeläinen,Goalkeeper,Bolton,30,Finland,2011-12,1.0,,0.0,,,,,,,6.0,18.0,,3.0,18.0,347.0,,666.0,,,,,,2.0,2.0,,1620.0,,,6.0,6.0,4.0,40.0,,,,1.0,1.0,134.0,21.0,37.0,1.0,14.0,2.0,0.0,7.0,,632.0,227.0,18.0,,,,,263.0,31.0,,1.0,5.0,2.0,0.0,330.0,,2.0,352.0,,1.0,,,20.0,,1.0,,279.0,,841.0,,,,205.0,56.0,,1.0,341.0,24.0,,,,,,200.0,,178.0,,,,12.0,21.0,7.0,1.0,9.0,63.0,1.0,2.0,89.0,20.0,41.0,,,,
3630,Kevin Davies,Forward,Bolton,30,England,2011-12,163.0,1.0,0.0,9.0,16.0,,35.0,32.0,12.0,373.0,31.0,2.0,88.0,21.0,385.0,10.0,901.0,6.0,14.0,4.0,10.0,1.0,140.0,2.0,1.0,1868.0,20.0,61.0,159.0,9.0,80.0,506.0,,111.0,,1.0,30.0,1.0,33.0,49.0,102.0,199.0,41.0,4.0,322.0,2.0,276.0,43.0,31.0,4.0,6.0,,4.0,394.0,40.0,10.0,34.0,182.0,79.0,0.0,900.0,16.0,10.0,492.0,29.0,4.0,4.0,,267.0,58.0,17.0,,10.0,159.0,1225.0,5.0,12.0,1.0,5.0,123.0,,3.0,12.0,41.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
75773,Lee Chung-yong,Midfielder,Bolton,30,South Korea,2011-12,2.0,,0.0,,,,1.0,1.0,,5.0,2.0,,,,5.0,1.0,12.0,,,,2.0,3.0,1.0,,,17.0,,,2.0,,1.0,7.0,,1.0,,,1.0,1.0,,1.0,2.0,1.0,,0.0,4.0,,7.0,5.0,2.0,,1.0,,1.0,5.0,1.0,4.0,1.0,3.0,1.0,0.0,12.0,1.0,1.0,10.0,,,,,4.0,1.0,1.0,3.0,,,23.0,2.0,,,,2.0,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82263,Marcos Alonso,Defender,Bolton,30,Spain,2011-12,28.0,,0.0,1.0,1.0,,9.0,4.0,2.0,34.0,5.0,,,4.0,49.0,8.0,166.0,1.0,,1.0,1.0,3.0,11.0,,,332.0,,5.0,22.0,2.0,16.0,109.0,,3.0,4.0,,3.0,3.0,27.0,7.0,23.0,54.0,2.0,0.0,50.0,0.0,81.0,33.0,5.0,,1.0,1.0,6.0,72.0,5.0,9.0,11.0,39.0,6.0,0.0,156.0,3.0,5.0,77.0,8.0,5.0,,,11.0,4.0,13.0,1.0,8.0,20.0,288.0,28.0,1.0,,11.0,45.0,,0.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19930,Mark Davies,Midfielder,Bolton,30,England,2011-12,120.0,1.0,0.0,4.0,14.0,2.0,78.0,19.0,3.0,120.0,35.0,,51.0,29.0,135.0,6.0,1057.0,4.0,1.0,2.0,6.0,4.0,27.0,2.0,3.0,2748.0,2.0,19.0,168.0,10.0,160.0,843.0,2.0,39.0,,2.0,36.0,1.0,19.0,59.0,101.0,304.0,36.0,0.0,288.0,2.0,269.0,153.0,35.0,1.0,23.0,3.0,14.0,576.0,49.0,7.0,52.0,261.0,8.0,0.0,1049.0,5.0,5.0,237.0,55.0,46.0,11.0,,317.0,37.0,47.0,1.0,79.0,167.0,1481.0,2.0,1.0,,6.0,349.0,1.0,4.0,15.0,35.0,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
10089,Martin Petrov,Midfielder,Bolton,30,Bulgaria,2011-12,77.0,35.0,0.0,21.0,22.0,9.0,11.0,49.0,13.0,155.0,31.0,6.0,88.0,30.0,188.0,148.0,843.0,4.0,4.0,2.0,1.0,109.0,11.0,1.0,75.0,2572.0,3.0,7.0,47.0,13.0,43.0,623.0,37.0,68.0,,1.0,56.0,8.0,10.0,55.0,70.0,306.0,17.0,0.0,124.0,2.0,234.0,119.0,31.0,,5.0,4.0,16.0,487.0,42.0,237.0,49.0,113.0,4.0,0.0,826.0,27.0,50.0,525.0,6.0,15.0,,12.0,108.0,4.0,26.0,68.0,32.0,195.0,1483.0,41.0,8.0,1.0,12.0,243.0,,1.0,33.0,44.0,,,,,,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,
66978,Marvin Sordell,Forward,Bolton,30,England,2011-12,3.0,1.0,0.0,3.0,,,,1.0,,3.0,3.0,,1.0,,3.0,2.0,11.0,,,,3.0,,2.0,,1.0,39.0,,1.0,1.0,,,8.0,,5.0,,,1.0,,,2.0,2.0,3.0,,0.0,4.0,,5.0,2.0,3.0,,,,,8.0,2.0,2.0,2.0,2.0,1.0,0.0,11.0,1.0,2.0,8.0,,,,,2.0,,,,,1.0,21.0,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92805,Michael O'Halloran,Forward,Bolton,30,Scotland,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14668,Nigel Reo-Coker,Midfielder,Bolton,30,England,2011-12,163.0,2.0,0.0,6.0,6.0,2.0,86.0,17.0,12.0,212.0,37.0,,52.0,37.0,266.0,14.0,1668.0,3.0,,1.0,,,28.0,,2.0,3265.0,5.0,16.0,159.0,13.0,147.0,1296.0,,17.0,1.0,2.0,23.0,2.0,29.0,73.0,147.0,522.0,31.0,4.0,322.0,2.0,500.0,273.0,37.0,3.0,23.0,,12.0,795.0,60.0,14.0,71.0,294.0,12.0,0.0,1641.0,11.0,6.0,400.0,63.0,30.0,8.0,,442.0,50.0,81.0,,106.0,204.0,2184.0,6.0,6.0,1.0,15.0,609.0,2.0,7.0,54.0,70.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2004,Paul Robinson,Defender,Bolton,30,England,2011-12,54.0,2.0,0.0,,,,46.0,,3.0,127.0,17.0,1.0,36.0,15.0,162.0,7.0,699.0,,,,2.0,,37.0,2.0,2.0,1420.0,,16.0,83.0,7.0,62.0,497.0,,2.0,13.0,1.0,4.0,14.0,63.0,38.0,38.0,209.0,15.0,0.0,137.0,,370.0,72.0,17.0,,10.0,,2.0,291.0,31.0,7.0,9.0,100.0,21.0,0.0,665.0,,3.0,197.0,36.0,1.0,12.0,,47.0,15.0,40.0,,40.0,73.0,1039.0,97.0,,,23.0,248.0,1.0,4.0,35.0,55.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
1307,Ricardo Gardner,Midfielder,Bolton,30,Jamaica,2011-12,9.0,,1.0,,,,8.0,1.0,,14.0,4.0,,11.0,2.0,16.0,1.0,67.0,,,,2.0,,,,,161.0,,,13.0,1.0,13.0,49.0,,1.0,1.0,,2.0,,3.0,7.0,9.0,14.0,3.0,0.0,22.0,,26.0,17.0,4.0,,2.0,,2.0,19.0,6.0,1.0,5.0,22.0,,0.0,66.0,1.0,,26.0,6.0,2.0,2.0,,9.0,6.0,8.0,,2.0,18.0,111.0,5.0,1.0,,3.0,32.0,2.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1615,Robbie Blake,Midfielder,Bolton,30,England,2011-12,2.0,,0.0,,,,1.0,,,2.0,1.0,,3.0,,2.0,,9.0,,,,1.0,,,,,4.0,,,1.0,,1.0,7.0,,,,,,,,,2.0,4.0,,0.0,3.0,,2.0,,1.0,,,,2.0,5.0,,,2.0,3.0,,0.0,9.0,,,4.0,1.0,,,,1.0,,,,,2.0,12.0,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92372,Ryo Miyaichi,Forward,Bolton,30,Japan,2011-12,45.0,6.0,0.0,1.0,4.0,6.0,8.0,8.0,,41.0,12.0,2.0,7.0,8.0,47.0,29.0,158.0,,4.0,,4.0,25.0,18.0,,19.0,681.0,,13.0,32.0,3.0,27.0,110.0,12.0,21.0,1.0,,19.0,,5.0,13.0,32.0,28.0,9.0,0.0,77.0,,46.0,26.0,12.0,,6.0,,14.0,100.0,10.0,43.0,25.0,59.0,5.0,0.0,155.0,4.0,13.0,135.0,2.0,10.0,1.0,,50.0,1.0,5.0,11.0,1.0,34.0,330.0,4.0,4.0,,5.0,30.0,,0.0,6.0,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
7712,Sam Ricketts,Defender,Bolton,30,Wales,2011-12,79.0,5.0,0.0,5.0,4.0,5.0,39.0,8.0,1.0,184.0,20.0,1.0,1.0,20.0,259.0,18.0,647.0,1.0,,0.0,,,49.0,1.0,5.0,1800.0,1.0,15.0,107.0,7.0,73.0,369.0,,14.0,68.0,1.0,10.0,14.0,67.0,36.0,64.0,131.0,18.0,0.0,186.0,1.0,387.0,82.0,20.0,1.0,12.0,,12.0,228.0,29.0,21.0,25.0,137.0,34.0,0.0,623.0,4.0,8.0,397.0,27.0,16.0,9.0,,60.0,23.0,36.0,,19.0,69.0,1162.0,147.0,,,50.0,165.0,1.0,3.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82514,Tim Ream,Defender,Bolton,30,United States,2011-12,40.0,1.0,0.0,,1.0,,18.0,1.0,,51.0,13.0,1.0,,13.0,81.0,1.0,397.0,,,,,,42.0,,1.0,1170.0,2.0,24.0,40.0,5.0,22.0,284.0,,3.0,,1.0,3.0,12.0,118.0,26.0,16.0,98.0,3.0,0.0,80.0,,215.0,60.0,13.0,,9.0,,,114.0,21.0,1.0,4.0,38.0,18.0,0.0,388.0,,3.0,92.0,9.0,1.0,13.0,,52.0,4.0,41.0,,32.0,32.0,623.0,,,,27.0,203.0,,1.0,30.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15395,Tuncay Sanli,Forward,Bolton,30,Turkey,2011-12,24.0,2.0,0.0,2.0,3.0,,9.0,7.0,2.0,35.0,16.0,,4.0,3.0,38.0,11.0,133.0,,3.0,,13.0,6.0,21.0,,3.0,383.0,,11.0,30.0,1.0,20.0,93.0,1.0,12.0,,,5.0,,4.0,9.0,13.0,29.0,7.0,0.0,54.0,,41.0,24.0,16.0,,3.0,,2.0,70.0,8.0,15.0,8.0,33.0,10.0,0.0,132.0,4.0,1.0,74.0,6.0,4.0,1.0,,42.0,5.0,4.0,4.0,2.0,21.0,223.0,2.0,3.0,1.0,,28.0,1.0,0.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12780,Tyrone Mears,Defender,Bolton,30,Jamaica,2011-12,,1.0,0.0,1.0,,,1.0,,,6.0,1.0,,,1.0,8.0,3.0,40.0,,,,,,2.0,,1.0,90.0,,,4.0,,2.0,30.0,,1.0,2.0,,,1.0,6.0,2.0,,1.0,1.0,0.0,4.0,,25.0,3.0,1.0,,1.0,,,26.0,2.0,3.0,,2.0,2.0,0.0,39.0,,1.0,15.0,,,,,12.0,,3.0,,2.0,2.0,68.0,5.0,,,3.0,7.0,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Zat Knight,Defender,Bolton,30,England,2011-12,36.0,,0.0,4.0,,,46.0,2.0,2.0,99.0,25.0,,6.0,21.0,168.0,1.0,551.0,,,,4.0,,39.0,2.0,,1982.0,1.0,13.0,82.0,7.0,56.0,318.0,,13.0,,1.0,2.0,14.0,217.0,45.0,23.0,164.0,8.0,0.0,118.0,,243.0,79.0,25.0,,11.0,,,104.0,38.0,1.0,1.0,79.0,26.0,0.0,537.0,2.0,3.0,178.0,35.0,2.0,16.0,,79.0,8.0,49.0,,65.0,65.0,932.0,,,,54.0,279.0,,1.0,69.0,49.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
45175,Ádám Bogdán,Goalkeeper,Bolton,30,Hungary,2011-12,4.0,,0.0,,,,,,,5.0,20.0,,,20.0,389.0,,659.0,,,,,,1.0,1.0,,1800.0,3.0,1.0,2.0,8.0,2.0,31.0,,,,1.0,2.0,97.0,16.0,40.0,3.0,7.0,1.0,0.0,6.0,,635.0,213.0,20.0,,,,,226.0,32.0,,,5.0,,0.0,280.0,,,394.0,,,,,17.0,1.0,,,239.0,,860.0,,,,195.0,44.0,,0.0,384.0,25.0,1.0,,,,,229.0,,158.0,,,,38.0,29.0,20.0,2.0,7.0,77.0,1.0,6.0,126.0,17.0,48.0,,1.0,1.0,1.0
