playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,successfulLaunches,totalClearances,setPiecesGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,penaltiesConceded
168196,Joel Pereira,Goalkeeper,Man Utd,1,Portugal,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2017-18,67.0,17.0,4.5008,0.0,0.4166,6.0,10.0,2.9821,18.0,22.0,4.0,139.0,28.0,5.0,71.0,,23.0,161.0,36.0,1215.0,3.0,18.0,4.0,5.0,54.0,11.0,3.0,2.0,30.0,5.0,1930.0,5.0,3.0,8.0,58.0,1.0,34.0,55.0,1000.0,11.0,94.0,16.3001,46.0,10.0,2.0,59.0,231.0,20.0,125.0,10.0,243.0,109.0,28.0,,2.0,,5.0,3.0,7.0,789.0,9.0,,81.0,4.0,2.0,114.0,3.0,0.0,1175.0,12.0,21.0,300.0,13.0,17.0,,4.0,467.0,12.0,15.0,37.0,,54.0,274.0,1538.0,14.0,16.0,2.0,4.0,8.0,295.0,9.0,1.0,3.7401,1.0,22.0,23.0,1.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2017-18,38.0,,0.285,0.0,,5.0,5.0,0.5922,18.0,7.0,,56.0,11.0,,,,8.0,72.0,24.0,477.0,,,3.0,3.0,7.0,36.0,6.0,3.0,,2.0,788.0,2.0,,19.0,49.0,1.0,37.0,32.0,397.0,,17.0,4.9267,9.0,2.0,2.0,19.0,211.0,8.0,87.0,14.0,168.0,42.0,11.0,,3.0,,3.0,,4.0,228.0,1.0,,30.0,,2.0,51.0,17.0,0.0,471.0,2.0,11.0,138.0,15.0,6.0,2.0,,31.0,4.0,4.0,6.0,,8.0,67.0,699.0,60.0,1.0,1.0,3.0,8.0,177.0,3.0,,0.4063,2.0,16.0,23.0,17.0,3.0,19.0,,,,,,,,,,,,,,,,,
58893,Marcos Rojo,Defender,Man Utd,1,Argentina,2017-18,22.0,,0.0506,0.0,,2.0,1.0,0.3325,7.0,3.0,,25.0,9.0,,,,8.0,66.0,1.0,358.0,,,2.0,1.0,,23.0,3.0,,,1.0,640.0,1.0,,7.0,31.0,1.0,8.0,15.0,273.0,,4.0,13.4314,2.0,8.0,,15.0,128.0,4.0,53.0,5.0,155.0,37.0,9.0,,,,2.0,,,95.0,7.0,,1.0,,,30.0,16.0,0.0,351.0,2.0,2.0,69.0,5.0,4.0,6.0,,64.0,8.0,7.0,,,19.0,11.0,463.0,3.0,3.0,,2.0,36.0,197.0,5.0,,0.1516,6.0,41.0,16.0,,8.0,54.0,,,,,,,,,,,,,,,,,1.0
176297,Marcus Rashford,Forward,Man Utd,1,England,2017-18,135.0,5.0,3.2852,0.0,0.3187,23.0,21.0,4.5378,14.0,38.0,8.0,112.0,35.0,5.0,56.0,,17.0,125.0,35.0,576.0,7.0,9.0,12.0,18.0,41.0,43.0,2.0,5.0,9.0,9.0,1807.0,9.0,6.0,25.0,94.0,2.0,46.0,76.0,435.0,4.0,112.0,20.6253,17.0,16.0,11.0,110.0,186.0,17.0,229.0,18.0,97.0,52.0,35.0,,5.0,5.0,3.0,,47.0,339.0,14.0,2.0,72.0,6.0,11.0,186.0,18.0,0.0,559.0,17.0,33.0,345.0,11.0,45.0,,6.0,89.0,21.0,8.0,31.0,,16.0,204.0,1030.0,10.0,10.0,2.0,12.0,2.0,121.0,9.0,,5.2358,3.0,13.0,11.0,,3.0,14.0,,,,,,,,,,,,,,,,,
41184,Marouane Fellaini,Midfielder,Man Utd,1,Belgium,2017-18,62.0,,0.162,0.0,,1.0,7.0,4.4509,15.0,9.0,,51.0,16.0,,15.0,,5.0,58.0,3.0,393.0,4.0,3.0,,11.0,,64.0,4.0,,,3.0,612.0,3.0,1.0,26.0,69.0,,10.0,31.0,324.0,,22.0,4.3557,5.0,1.0,1.0,36.0,73.0,12.0,131.0,9.0,106.0,46.0,16.0,,,2.0,7.0,,2.0,167.0,1.0,2.0,3.0,,1.0,67.0,38.0,0.0,390.0,2.0,2.0,90.0,8.0,5.0,3.0,,140.0,13.0,14.0,,,11.0,74.0,522.0,1.0,2.0,1.0,,1.0,168.0,6.0,,3.5086,1.0,7.0,12.0,,1.0,18.0,,1.0,,,,,,,,,,,,,,,
40002,Matteo Darmian,Defender,Man Utd,1,Italy,2017-18,27.0,,0.0433,0.0,,,,,16.0,2.0,,18.0,8.0,,,,5.0,32.0,6.0,195.0,,,,3.0,,12.0,3.0,,,,444.0,,,6.0,24.0,,10.0,18.0,154.0,,2.0,5.8649,1.0,3.0,,21.0,32.0,1.0,51.0,2.0,67.0,17.0,8.0,,,,2.0,,1.0,92.0,3.0,,6.0,,,39.0,6.0,0.0,194.0,2.0,3.0,54.0,14.0,1.0,3.0,,64.0,5.0,7.0,,,9.0,32.0,321.0,45.0,1.0,,,11.0,71.0,3.0,,0.029,0.0,14.0,12.0,8.0,2.0,22.0,,,,,,,,,,,,,,,,,
2404,Michael Carrick,Midfielder,Man Utd,1,England,2017-18,6.0,,0.2108,0.0,,1.0,1.0,0.4978,1.0,1.0,1.0,4.0,2.0,,,,1.0,15.0,,99.0,,,1.0,1.0,,2.0,,,,1.0,109.0,1.0,,2.0,4.0,,4.0,4.0,72.0,,1.0,0.9354,1.0,,,4.0,12.0,1.0,10.0,2.0,45.0,17.0,2.0,,,,,,,47.0,,,,,,8.0,,0.0,98.0,,,17.0,1.0,2.0,,,35.0,1.0,1.0,,,12.0,7.0,113.0,,1.0,,1.0,2.0,37.0,1.0,,0.5185,0.0,11.0,5.0,,,3.0,,,,,,,,,,,,,,,,,
62398,Nemanja Matic,Midfielder,Man Utd,1,Serbia,2017-18,148.0,4.0,2.2096,0.0,,5.0,3.0,0.4609,70.0,13.0,4.0,231.0,36.0,1.0,19.0,,35.0,320.0,13.0,2601.0,1.0,2.0,3.0,1.0,1.0,85.0,16.0,1.0,4.0,1.0,3119.0,1.0,,28.0,202.0,3.0,78.0,145.0,2106.0,,28.0,37.8366,23.0,26.0,2.0,120.0,819.0,22.0,350.0,37.0,745.0,317.0,36.0,,1.0,,28.0,1.0,11.0,1119.0,23.0,,14.0,,2.0,265.0,57.0,0.0,2509.0,10.0,9.0,430.0,42.0,54.0,13.0,,787.0,33.0,64.0,,,175.0,250.0,3117.0,14.0,2.0,,3.0,28.0,1166.0,20.0,2.0,0.6616,6.0,89.0,77.0,,7.0,56.0,,1.0,,,,,,,,,,,,,,,
74208,Paul Pogba,Midfielder,Man Utd,1,France,2017-18,165.0,4.0,4.5546,1.0,0.378,29.0,18.0,5.7852,33.0,47.0,15.0,190.0,27.0,10.0,63.0,,25.0,253.0,24.0,1721.0,6.0,3.0,20.0,2.0,,81.0,10.0,8.0,4.0,4.0,2151.0,4.0,5.0,30.0,208.0,3.0,35.0,157.0,1358.0,,76.0,26.4595,29.0,20.0,9.0,135.0,504.0,51.0,373.0,16.0,553.0,161.0,27.0,,8.0,5.0,10.0,,26.0,983.0,17.0,1.0,24.0,5.0,9.0,292.0,51.0,1.0,1699.0,29.0,16.0,420.0,23.0,75.0,,5.0,475.0,44.0,21.0,,,110.0,189.0,2224.0,4.0,5.0,2.0,20.0,11.0,489.0,24.0,2.0,7.6548,5.0,63.0,38.0,1.0,1.0,25.0,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2017-18,46.0,,0.1104,0.0,,,,,25.0,2.0,,56.0,23.0,,,,23.0,95.0,2.0,1083.0,,,,,,79.0,15.0,,,,1975.0,,,22.0,109.0,1.0,14.0,52.0,935.0,,3.0,19.7821,2.0,11.0,,24.0,399.0,24.0,155.0,8.0,304.0,134.0,23.0,,,,7.0,,2.0,264.0,10.0,,2.0,,,76.0,57.0,0.0,1072.0,2.0,1.0,111.0,18.0,7.0,17.0,,292.0,10.0,41.0,,,53.0,88.0,1379.0,3.0,2.0,1.0,,26.0,724.0,7.0,,0.4134,2.0,39.0,33.0,,4.0,129.0,,1.0,,,,,,,,,,,,,,1.0,
66749,Romelu Lukaku,Forward,Man Utd,1,Belgium,2017-18,208.0,9.0,3.8417,0.0,0.3228,18.0,43.0,15.1857,7.0,68.0,11.0,222.0,34.0,7.0,101.0,,33.0,228.0,27.0,721.0,16.0,18.0,4.0,1.0,,209.0,13.0,4.0,9.0,23.0,2869.0,23.0,13.0,100.0,166.0,2.0,33.0,57.0,474.0,,158.0,37.5666,26.0,26.0,14.0,108.0,146.0,16.0,374.0,7.0,166.0,55.0,34.0,1.0,4.0,2.0,3.0,11.0,22.0,394.0,24.0,3.0,27.0,3.0,14.0,165.0,109.0,0.0,696.0,25.0,17.0,413.0,4.0,35.0,2.0,3.0,215.0,31.0,3.0,,,19.0,194.0,1128.0,,3.0,1.0,4.0,1.0,108.0,10.0,1.0,13.5278,4.0,6.0,17.0,1.0,,21.0,,,,,,,,,,,,,,,,,
195851,Scott McTominay,Midfielder,Man Utd,1,Scotland,2017-18,38.0,,0.2065,0.0,,,,,11.0,1.0,1.0,30.0,13.0,,7.0,,7.0,41.0,4.0,343.0,,,,6.0,,22.0,4.0,,,,629.0,,,10.0,43.0,1.0,9.0,31.0,290.0,,5.0,5.0696,2.0,3.0,,28.0,66.0,16.0,81.0,3.0,104.0,44.0,13.0,,,,2.0,,3.0,178.0,2.0,,4.0,,,59.0,12.0,0.0,341.0,1.0,1.0,65.0,9.0,5.0,,,133.0,7.0,13.0,,,12.0,40.0,436.0,,1.0,,,1.0,124.0,3.0,,0.034,2.0,11.0,11.0,,,9.0,,,,,,,,,,,,,,,,,
42899,Sergio Romero,Goalkeeper,Man Utd,1,Argentina,2017-18,,,0.0005,0.0,,,,,,,,,1.0,,,,1.0,8.0,,20.0,,,,,,,1.0,,,,90.0,,,,,,,,6.0,,,0.9354,,,,,2.0,,,,15.0,6.0,1.0,,,,,,,4.0,,,,,,,,0.0,10.0,,,8.0,,,,,3.0,,,,,6.0,,30.0,,,,,5.0,8.0,,,,0.0,8.0,2.0,,1.0,,,,,,1.0,,,3.0,,1.0,,10.0,2.0,1.0,3.0,,
184667,Victor Lindelöf,Defender,Man Utd,1,Sweden,2017-18,41.0,,0.2784,0.0,,1.0,,,17.0,,,47.0,17.0,,,,13.0,69.0,1.0,751.0,,,1.0,4.0,,47.0,5.0,,,,1284.0,,,25.0,51.0,2.0,8.0,29.0,652.0,,,18.4028,2.0,14.0,,16.0,227.0,9.0,92.0,4.0,245.0,94.0,17.0,,,,6.0,,1.0,238.0,12.0,,1.0,,,45.0,22.0,0.0,737.0,,,81.0,11.0,4.0,11.0,,229.0,10.0,13.0,,,30.0,50.0,928.0,25.0,,,1.0,19.0,444.0,6.0,1.0,0.0125,1.0,22.0,26.0,2.0,4.0,64.0,,,,,,,,,,,,,,,,,
