season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385527,2,39,Wolverhampton_Wanderers,Home,958916,432830.0,Nathan Collins,nathan-collins,D,False,,,6.0,26.0,51.0,77.0,1.0,1.0,6.0,,,,,,,,1.0,4.0,,,0.00737624,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,,8.0,,7.3,,,,1.0,,,,8.0,,31.0,52.0,83.0,0,1.0,92.0,2.0,2.0,,1.0
2022-23,10385527,2,39,Wolverhampton_Wanderers,Home,973418,510362.0,Toti Gomes,toti-gomes,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,39,Wolverhampton_Wanderers,Home,988966,245923.0,Luke Cundle,luke-cundle,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,39,Wolverhampton_Wanderers,Home,989122,,Connor Ronan,connor-ronan,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385527,2,39,Wolverhampton_Wanderers,Home,1177311,461026.0,Chem Campbell,chem-campbell,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,6562,19624.0,João Moutinho,joao-moutinho,M,False,2.0,,3.0,25.0,14.0,37.0,,,1.0,,,,,,,,1.0,1.0,,,0.0869744,0.0,0.0,1.0,,,,,,,4.0,,58.0,,,,,,,,9.0,,7.3,,,,,,2.0,,3.0,,32.0,16.0,46.0,0,1.0,50.0,,,,1.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,190405,151589.0,Leander Dendoncker,leander-dendoncker,M,True,,,1.0,4.0,3.0,7.0,,,3.0,,,,,,,,,1.0,,,0.0020155,0.0,0.0,,,,,,,,1.0,,32.0,,,,,,,,4.0,,6.7,,,,,,,,1.0,,6.0,5.0,11.0,0,1.0,12.0,,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,192442,102057.0,Raúl Jiménez,raul-jimenez,F,True,,,,,1.0,1.0,1.0,2.0,,,,,1.0,,,,2.0,3.0,,,9.98e-06,0.0,0.0,,,,,,,,,,31.0,,,,,,,,5.0,,6.6,,,,,1.0,,,,,4.0,1.0,5.0,0,,8.0,1.0,,1.0,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,235648,114128.0,Jonny Otto,jonny-otto,D,False,1.0,,3.0,35.0,23.0,57.0,,1.0,5.0,,,2.0,1.0,,,1.0,3.0,5.0,,,0.0267889,0.0344,0.0,,,,,,,,,,90.0,,,,,,,,12.0,,6.7,,,,4.0,2.0,1.0,,5.0,,40.0,28.0,67.0,2,2.0,92.0,,1.0,1.0,1.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,252669,149065.0,José Sá,jose-sa,G,False,,,4.0,4.0,12.0,16.0,,,8.0,,,,,,1.0,,,,,,0.00187503,0.0,0.0,,,,0.2015,1.0,,,,,90.0,,,,,,,,9.0,1.0,6.6,2.0,3.0,,1.0,,,,13.0,,12.0,13.0,25.0,0,,34.0,,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,252821,200402.0,Nélson Semedo,nelson-semedo,D,True,,,1.0,5.0,2.0,7.0,,,2.0,,,1.0,1.0,,,1.0,2.0,3.0,,,0.0116494,0.0495,0.0,,,,,,,,1.0,,19.0,,,,,,,,4.0,,6.7,,,,,,,,2.0,,8.0,2.0,10.0,1,3.0,15.0,,,,3.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,280955,171317.0,Rúben Neves,ruben-neves,M,False,1.0,,9.0,41.0,20.0,60.0,1.0,,11.0,,,,1.0,,,,3.0,3.0,,,0.146495,0.0766,0.0653,1.0,,,,,,3.0,3.0,,90.0,1.0,,,,,,,7.0,,7.6,,,2.0,1.0,,3.0,,14.0,,47.0,21.0,65.0,3,2.0,78.0,,1.0,,2.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,280979,181284.0,Gonçalo Guedes,goncalo-guedes,M,False,1.0,,2.0,15.0,4.0,18.0,1.0,,3.0,,,2.0,,,,,3.0,4.0,,,0.0575602,0.1567,0.0256,,,,,,,,3.0,,81.0,1.0,,,,,,,7.0,,7.1,,,2.0,,2.0,1.0,,2.0,,18.0,4.0,21.0,5,,36.0,1.0,4.0,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,286165,159533.0,Adama Traoré,adama-traore,F,True,1.0,,1.0,5.0,1.0,5.0,,,2.0,,,,,,,,2.0,2.0,,,0.00575636,0.0,0.0,,,,,,,,,,19.0,,,,,,,,5.0,,6.6,,,,,4.0,2.0,,1.0,,7.0,1.0,6.0,0,,15.0,1.0,,2.0,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,308764,200600.0,Daniel Podence,daniel-podence,M,False,,,,10.0,5.0,15.0,,1.0,1.0,,,,,,,,1.0,4.0,,,0.0313629,0.0728,0.0,,,,,,,2.0,2.0,,59.0,,,,,,,,7.0,,7.0,,,1.0,,1.0,,,1.0,,15.0,6.0,21.0,1,1.0,29.0,,2.0,,1.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,786186,184754.0,Hwang Hee-chan,hwang-hee-chan,F,True,,,,3.0,,3.0,,,1.0,,,1.0,,,,,,,,,0.0173481,0.0222,0.0,,,,,,,,,,9.0,,,,,,,,3.0,,6.5,,,,,,1.0,,1.0,,4.0,1.0,4.0,1,,7.0,1.0,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,862812,216208.0,Matija Šarkić,matija-sarkic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,879349,247632.0,Pedro Neto,pedro-neto,M,False,1.0,,2.0,14.0,5.0,18.0,1.0,,4.0,,,1.0,,,,1.0,4.0,1.0,,,0.0560363,0.0218,0.0,,,,,,,,3.0,,71.0,,,,,,,,10.0,,6.5,,,,1.0,2.0,6.0,,2.0,,20.0,6.0,20.0,1,,37.0,,1.0,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,894474,214048.0,Max Kilman,max-kilman,D,False,,,,16.0,30.0,46.0,1.0,2.0,4.0,,,,,,,,1.0,3.0,,,0.00738221,0.0241,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,8.0,,7.0,,,1.0,6.0,,,,7.0,,20.0,34.0,54.0,1,1.0,67.0,,,,1.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,931278,448514.0,Rayan Aït-Nouri,rayan-ait-nouri,D,False,,,,22.0,8.0,30.0,,,1.0,,,,1.0,,,1.0,7.0,5.0,,,0.0245565,0.1172,0.402,2.0,,,,,,,,,71.0,1.0,,,,,,,11.0,,6.5,,,,2.0,5.0,2.0,,1.0,,25.0,11.0,34.0,1,3.0,59.0,1.0,,2.0,1.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,945122,465351.0,Matheus Nunes,matheus-nunes,D,False,,,5.0,24.0,5.0,29.0,,1.0,5.0,,,2.0,,,,1.0,3.0,6.0,,,0.0190805,0.1387,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,4.0,,7.1,,,2.0,,2.0,1.0,,6.0,,26.0,5.0,30.0,4,3.0,44.0,,1.0,1.0,2.0
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,958916,432830.0,Nathan Collins,nathan-collins,D,False,,,1.0,13.0,37.0,50.0,,2.0,7.0,,,,2.0,,,1.0,6.0,5.0,,,0.00764372,0.0,0.0,3.0,,,,,,,,1.0,90.0,,1.0,,,,,,10.0,,6.6,,,,2.0,2.0,,,4.0,,18.0,40.0,58.0,0,1.0,69.0,,,2.0,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,973418,510362.0,Toti Gomes,toti-gomes,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385739,3,39,Wolverhampton_Wanderers,Away,988966,245923.0,Luke Cundle,luke-cundle,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,6562,19624.0,João Moutinho,joao-moutinho,M,False,,,1.0,13.0,8.0,21.0,,,6.0,,,1.0,1.0,,,1.0,5.0,7.0,,,0.0202099,0.0273,0.0,3.0,,,,,,1.0,1.0,,89.0,,1.0,,,,,,11.0,,7.1,,,,,,,,4.0,,19.0,12.0,31.0,1,5.0,44.0,,2.0,,3.0
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,190405,151589.0,Leander Dendoncker,leander-dendoncker,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,192442,102057.0,Raúl Jiménez,raul-jimenez,F,False,,,1.0,8.0,1.0,9.0,3.0,,1.0,,,1.0,,,,2.0,6.0,3.0,,,0.00541875,0.1572,0.0514,,,,,,,,,,90.0,1.0,,,,,,,7.0,,6.7,,,,2.0,1.0,1.0,,1.0,2.0,10.0,1.0,10.0,2,,29.0,2.0,3.0,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,235648,114128.0,Jonny Otto,jonny-otto,D,False,1.0,,4.0,10.0,8.0,17.0,2.0,1.0,5.0,,,,,,,1.0,3.0,6.0,,,0.0199546,0.0,0.0,,,,,,,,,,90.0,,,,,,,,10.0,,6.9,,,,2.0,,3.0,,4.0,,17.0,10.0,24.0,0,3.0,43.0,,2.0,,1.0
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,252669,149065.0,José Sá,jose-sa,G,False,,,1.0,,8.0,8.0,,1.0,12.0,,,,,,,,,1.0,,,3.005e-05,0.0,0.0,,,,0.2097,2.0,,,,,90.0,,,,,,,,14.0,1.0,7.5,3.0,5.0,,1.0,,,,12.0,,7.0,12.0,19.0,0,,35.0,,,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,252821,200402.0,Nélson Semedo,nelson-semedo,D,False,1.0,,,12.0,10.0,21.0,,2.0,5.0,,,,,,,,3.0,7.0,,,0.0584462,0.0,0.0,1.0,,,,,,,1.0,,90.0,,2.0,,,,,,11.0,,7.2,,,,8.0,2.0,1.0,,3.0,,16.0,12.0,27.0,0,3.0,58.0,2.0,2.0,,3.0
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,280955,171317.0,Rúben Neves,ruben-neves,M,False,,,11.0,14.0,14.0,28.0,4.0,,11.0,,,2.0,3.0,,,1.0,8.0,8.0,,,0.010941,0.0954,0.1943,,,1.0,,,,,1.0,,90.0,1.0,3.0,,,,,,10.0,,8.1,,,,6.0,1.0,,,14.0,,17.0,18.0,35.0,3,6.0,59.0,2.0,1.0,1.0,1.0
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,280979,181284.0,Gonçalo Guedes,goncalo-guedes,M,False,1.0,,,8.0,2.0,9.0,1.0,,4.0,1.0,,,1.0,,,1.0,5.0,2.0,,,0.0517964,0.0,0.0,2.0,1.0,,,,,,2.0,,83.0,,,,,,,,13.0,,7.1,,,,,,3.0,,2.0,1.0,18.0,3.0,18.0,0,2.0,30.0,1.0,,,2.0
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,286165,159533.0,Adama Traoré,adama-traore,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,308764,200600.0,Daniel Podence,daniel-podence,M,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,0.00556383,0.0,0.0,,,,,,,,,,17.0,,,,,,,,3.0,,6.4,,,,,,,,1.0,,2.0,2.0,4.0,0,,4.0,,,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,786186,184754.0,Hwang Hee-chan,hwang-hee-chan,F,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,9.97e-06,0.0,0.0,,,,,,,,,,16.0,,,,,,,,4.0,,6.4,,,,,,,,1.0,,,3.0,3.0,0,,6.0,3.0,,,
2022-23,10385568,4,39,Wolverhampton_Wanderers,Home,862812,216208.0,Matija Šarkić,matija-sarkic,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
