season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,2.0,21.0,8.0,29.0,3.0,,2.0,,1.0,1.0,,,,5.0,9.0,2.0,,,,,1.0,,,1.0,1.0,,90.0,2.0,,,,,,20.0,,7.0,,,,1.0,2.0,1.0,,4.0,2.0,30.0,9.0,38.0,3,,59.0,3.0,1.0,1.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,235648,114128,Jonny Otto,jonny-otto,D,False,,,1.0,18.0,6.0,24.0,2.0,1.0,3.0,,,,2.0,,,,4.0,2.0,,,1.0,,,,,2.0,,,76.0,,,,,,,11.0,,6.4,,,1.0,1.0,,2.0,,3.0,,23.0,8.0,29.0,1,,52.0,1.0,1.0,,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,255189,123354,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,280955,171317,Rúben Neves,ruben-neves,M,False,1.0,,10.0,37.0,40.0,76.0,1.0,,5.0,1.0,,1.0,,,,,4.0,4.0,,,1.0,1.0,1.0,,,1.0,1.0,,90.0,1.0,,,,,,20.0,,8.6,,,1.0,,3.0,3.0,,15.0,,50.0,44.0,91.0,3,1.0,108.0,,2.0,1.0,1.0
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,606164,194634,Diogo Jota,diogo-jota,F,False,1.0,,3.0,19.0,7.0,25.0,5.0,,3.0,,,,,,,3.0,12.0,3.0,,,2.0,,,,,1.0,,,90.0,,,,,,,17.0,,6.5,,,1.0,1.0,4.0,3.0,,6.0,,27.0,8.0,32.0,1,,51.0,2.0,1.0,2.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,804322,198847,Bright Enobakhare,bright-enobakhare,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,,,,6.0,3.0,9.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,14.0,,,,,,,6.0,,6.6,,,,,2.0,3.0,,,,9.0,4.0,10.0,0,,19.0,,,1.0,
2018-19,7827870,1,39,Wolverhampton_Wanderers,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,,3.0,3.0,6.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,5.0,,,,,,,3.0,,6.3,,,,,,,,,,3.0,3.0,6.0,0,,10.0,1.0,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,,,1.0,38.0,21.0,59.0,2.0,1.0,7.0,,,,8.0,,,2.0,15.0,9.0,,,1.0,,,,1.0,1.0,2.0,,90.0,,,,,,,27.0,,6.4,,,1.0,,3.0,9.0,,5.0,,58.0,22.0,71.0,1,7.0,100.0,2.0,,1.0,4.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,17737,38533,Rui Patrício,rui-patricio,G,False,,,5.0,3.0,9.0,12.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,4.0,,6.0,1.0,1.0,,1.0,,,,9.0,,4.0,12.0,16.0,0,,24.0,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,,9.0,26.0,35.0,,7.0,4.0,,,,3.0,,,,5.0,9.0,,,2.0,,,,,,,,90.0,,1.0,,,,,12.0,,6.2,,,,4.0,,1.0,,5.0,,17.0,30.0,46.0,0,2.0,61.0,,1.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,8.0,19.0,41.0,60.0,,,8.0,,,,,,,,,1.0,,,,,,,,2.0,,,90.0,,,,,,,7.0,,6.8,,,,3.0,,,,11.0,,24.0,41.0,65.0,0,1.0,74.0,1.0,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,138891,165808,Hélder Costa,helder-costa,F,False,,,,6.0,4.0,10.0,3.0,,6.0,,,,,,,1.0,5.0,3.0,,,,,,,,1.0,,,45.0,,,,,,,9.0,,6.6,,,1.0,,1.0,1.0,,,,10.0,5.0,14.0,1,1.0,24.0,,2.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,2.0,19.0,33.0,52.0,1.0,3.0,9.0,,,,2.0,,,,3.0,5.0,,,,,,,,2.0,,,90.0,,1.0,,,,,7.0,,6.5,,,,5.0,,,,5.0,,25.0,34.0,59.0,0,2.0,69.0,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,1.0,,1.0,15.0,3.0,17.0,3.0,3.0,2.0,,1.0,,,,,,4.0,4.0,,,,,,,,1.0,,,69.0,1.0,,1.0,,,,15.0,,6.1,,,,,1.0,3.0,,1.0,,26.0,5.0,28.0,1,,51.0,,1.0,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,156027,141569,Léo Bonatini,leo-bonatini,F,True,,,,11.0,1.0,12.0,,1.0,2.0,,,,3.0,,,2.0,6.0,1.0,,,,,,,,,,,45.0,,,,,,,10.0,,6.3,,,2.0,,1.0,2.0,,,,17.0,2.0,17.0,2,,24.0,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,1.0,,,13.0,8.0,20.0,5.0,3.0,2.0,,,1.0,,,,3.0,9.0,5.0,,,1.0,,,,1.0,1.0,1.0,,90.0,1.0,,,,,,15.0,,7.1,,,1.0,,,2.0,,,1.0,22.0,9.0,29.0,3,1.0,45.0,2.0,1.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,235648,114128,Jonny Otto,jonny-otto,D,False,,,1.0,14.0,7.0,21.0,2.0,1.0,7.0,,,,3.0,,,1.0,7.0,6.0,,,1.0,,,,1.0,1.0,2.0,,90.0,,,,,,,17.0,,6.9,,,1.0,2.0,2.0,1.0,,5.0,,24.0,9.0,32.0,1,2.0,58.0,3.0,1.0,2.0,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,255189,123354,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,280955,171317,Rúben Neves,ruben-neves,M,False,,,7.0,39.0,30.0,69.0,1.0,,5.0,,,,2.0,,,,6.0,3.0,,,2.0,,,,,2.0,,,90.0,1.0,,,,,,14.0,,6.8,,,1.0,,1.0,5.0,,10.0,,50.0,31.0,76.0,2,2.0,92.0,1.0,1.0,,1.0
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,True,2.0,,,13.0,3.0,14.0,,,2.0,,,,,,,2.0,3.0,8.0,,,,,,,,,2.0,,45.0,,,,,,,9.0,,7.5,,,,,7.0,4.0,,1.0,,19.0,3.0,18.0,0,,33.0,,2.0,6.0,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,,8.0,4.0,12.0,1.0,,2.0,,,,,,,2.0,5.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,9.0,,6.4,,,,,3.0,1.0,,,,12.0,5.0,16.0,0,,27.0,,1.0,1.0,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827899,2,39,Wolverhampton_Wanderers,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,2.0,9.0,2.0,11.0,,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,21.0,,,,,,,5.0,,6.2,,,,,1.0,,,2.0,,11.0,2.0,13.0,0,,16.0,1.0,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,6562,19624,João Moutinho,joao-moutinho,M,False,1.0,,5.0,17.0,11.0,27.0,1.0,,5.0,1.0,,,5.0,,,,9.0,4.0,,,3.0,1.0,,,,1.0,2.0,,90.0,,,,,,,10.0,,6.8,,,,1.0,,5.0,,5.0,,24.0,14.0,33.0,0,3.0,46.0,,1.0,,1.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,17737,38533,Rui Patrício,rui-patricio,G,False,,,10.0,7.0,5.0,12.0,,,10.0,,,,,,,,,,,1.0,,,,1.0,,,,,90.0,,,,,,,18.0,,6.9,3.0,5.0,,1.0,,,,28.0,,18.0,12.0,30.0,0,,38.0,,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,,1.0,8.0,9.0,2.0,,2.0,,,,2.0,,,,6.0,2.0,,,2.0,,,,,2.0,,,90.0,,,,,,,6.0,,6.4,,,,7.0,,,,2.0,,2.0,13.0,15.0,0,2.0,28.0,,,,1.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,98449,94147,Conor Coady,conor-coady,D,False,,,1.0,1.0,4.0,5.0,,,3.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,90.0,,,,,,,7.0,,6.3,,,,6.0,,,,3.0,,3.0,8.0,11.0,0,,21.0,1.0,1.0,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,138891,165808,Hélder Costa,helder-costa,F,False,,,,7.0,7.0,14.0,2.0,1.0,4.0,,1.0,,1.0,,,1.0,6.0,6.0,,,,,,,,,1.0,,72.0,1.0,,,,,,10.0,,6.5,,,,,5.0,2.0,,1.0,2.0,10.0,9.0,17.0,1,,32.0,2.0,2.0,3.0,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,139310,90585,Willy Boly,willy-boly,D,False,,,3.0,9.0,14.0,23.0,2.0,1.0,4.0,,,,1.0,,,,3.0,4.0,,,,,1.0,,,1.0,,1.0,90.0,1.0,2.0,,,,,4.0,,7.8,,,,5.0,1.0,,,5.0,,11.0,15.0,26.0,1,1.0,41.0,,1.0,1.0,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,9.0,5.0,14.0,3.0,8.0,4.0,,,1.0,,,,,3.0,9.0,,,,,,,,,,,90.0,,,,,,,18.0,,6.6,,,1.0,6.0,,,,4.0,,20.0,7.0,27.0,2,1.0,47.0,2.0,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,156027,141569,Léo Bonatini,leo-bonatini,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,187729,107613,Romain Saïss,romain-saiss,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,1.0,9.0,8.0,17.0,2.0,4.0,3.0,,,,2.0,,,,6.0,5.0,,,2.0,,,,,1.0,,,90.0,,,,,,,8.0,,6.5,,,1.0,1.0,,,,2.0,2.0,13.0,11.0,24.0,1,1.0,30.0,1.0,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,235648,114128,Jonny Otto,jonny-otto,D,False,1.0,,,10.0,9.0,18.0,,,4.0,,,,1.0,,,,2.0,5.0,,,,,,,,1.0,1.0,,85.0,,,,,,,6.0,,6.9,,,,3.0,1.0,1.0,,1.0,,12.0,9.0,20.0,0,4.0,40.0,,1.0,,3.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,255189,123354,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,280955,171317,Rúben Neves,ruben-neves,M,False,,,3.0,8.0,16.0,24.0,,1.0,7.0,,,1.0,2.0,,,,4.0,6.0,,,2.0,,,,,1.0,1.0,,90.0,,4.0,,,,,13.0,,7.4,,,3.0,2.0,,1.0,,6.0,,12.0,23.0,34.0,4,4.0,56.0,2.0,1.0,,2.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,286165,159533,Adama Traoré,adama-traore,F,True,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,18.0,,,,,,,4.0,,7.0,,,,,2.0,2.0,,,,2.0,1.0,1.0,0,1.0,10.0,,,2.0,1.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,606164,194634,Diogo Jota,diogo-jota,F,False,1.0,,,12.0,3.0,14.0,,,5.0,,,1.0,1.0,,,1.0,8.0,3.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,16.0,,6.6,,,1.0,3.0,3.0,2.0,,,,17.0,7.0,22.0,2,2.0,42.0,2.0,1.0,,2.0
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,5.0,,,,,,,,,6.7,,,,,,1.0,,,,1.0,,,0,,2.0,,,,
2018-19,7827920,3,39,Wolverhampton_Wanderers,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,2.0,,5.0,41.0,22.0,61.0,1.0,2.0,9.0,1.0,,,1.0,,,,3.0,6.0,,,1.0,,,,,2.0,3.0,,90.0,,1.0,,,,,9.0,,8.1,,,2.0,3.0,2.0,7.0,,7.0,,49.0,23.0,65.0,2,2.0,86.0,,,2.0,2.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,17737,38533,Rui Patrício,rui-patricio,G,False,,,13.0,4.0,10.0,14.0,,1.0,8.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,10.0,,7.4,2.0,3.0,,1.0,,,,23.0,,11.0,13.0,24.0,0,,32.0,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,2.0,11.0,26.0,37.0,2.0,4.0,6.0,,,,,,,1.0,5.0,9.0,,,2.0,,,,,1.0,,,90.0,,,,,,,6.0,,7.4,,,,3.0,,,,5.0,,14.0,28.0,42.0,0,4.0,57.0,,1.0,,3.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,7.0,13.0,25.0,38.0,,1.0,5.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,90.0,,2.0,,,,,3.0,,7.3,,,,3.0,,,,10.0,,16.0,25.0,41.0,0,,47.0,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,138891,165808,Hélder Costa,helder-costa,F,False,,,,13.0,7.0,20.0,2.0,,6.0,,,,3.0,,,6.0,15.0,2.0,,,1.0,,,,,1.0,1.0,,72.0,,,,,,,17.0,,6.1,,,,,4.0,2.0,,1.0,,18.0,7.0,23.0,0,1.0,42.0,3.0,,1.0,1.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,139310,90585,Willy Boly,willy-boly,D,False,,,,22.0,30.0,52.0,2.0,3.0,7.0,,,,,,,,3.0,6.0,,1.0,1.0,,,,,2.0,,,90.0,,1.0,,,,,11.0,,7.5,,,,7.0,,,,1.0,,27.0,35.0,62.0,0,3.0,78.0,1.0,,,2.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,1.0,22.0,11.0,33.0,,6.0,3.0,1.0,,,,,,,2.0,10.0,,,1.0,,,,,1.0,3.0,,90.0,2.0,,,,,,20.0,,7.8,,,,1.0,2.0,3.0,,1.0,,33.0,13.0,43.0,2,2.0,75.0,1.0,1.0,1.0,1.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,156027,141569,Léo Bonatini,leo-bonatini,F,True,,,,3.0,5.0,8.0,,,3.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,18.0,1.0,,,,,,2.0,,6.7,,,,,,,,,,5.0,5.0,10.0,1,,12.0,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,17.0,9.0,26.0,2.0,4.0,7.0,,2.0,,1.0,,,1.0,6.0,10.0,,,1.0,,,,,,,,87.0,1.0,,,,,,22.0,,6.7,,,3.0,,5.0,1.0,,1.0,,33.0,9.0,41.0,4,2.0,60.0,3.0,1.0,3.0,1.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,235648,114128,Jonny Otto,jonny-otto,D,False,,,,21.0,12.0,33.0,2.0,,5.0,,,1.0,1.0,,,1.0,5.0,11.0,,,1.0,,,,,4.0,2.0,,90.0,,1.0,,,,,7.0,,7.5,,,,1.0,,2.0,,,,25.0,12.0,35.0,1,7.0,68.0,2.0,4.0,,5.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,255189,123354,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,280955,171317,Rúben Neves,ruben-neves,M,False,,,10.0,34.0,33.0,67.0,1.0,,8.0,,,1.0,1.0,,,1.0,4.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,9.0,,6.7,,,1.0,,1.0,,,12.0,,39.0,35.0,74.0,2,3.0,82.0,1.0,,1.0,1.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,286165,159533,Adama Traoré,adama-traore,F,True,,,,5.0,,5.0,1.0,1.0,1.0,,,,,,,2.0,4.0,7.0,,,,,1.0,,,,2.0,,28.0,2.0,,,,,,7.0,,7.8,,,,,5.0,1.0,,,,8.0,,7.0,2,,20.0,,2.0,4.0,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,606164,194634,Diogo Jota,diogo-jota,F,False,,,1.0,13.0,5.0,18.0,2.0,2.0,6.0,,,,1.0,,,3.0,6.0,4.0,,,,,,,,,,,62.0,,,,,,,11.0,,6.6,,,1.0,,,,,2.0,,21.0,5.0,26.0,1,1.0,33.0,,1.0,,1.0
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,846441,216054,Rúben Vinagre,ruben-vinagre,D,True,,,,2.0,,2.0,,,1.0,,,,,,,,2.0,1.0,,,2.0,,,,,,,,3.0,,,,,,,3.0,,6.5,,,,,1.0,,,,,2.0,,2.0,0,,6.0,1.0,,1.0,
2018-19,7827926,4,39,Wolverhampton_Wanderers,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827946,5,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827946,5,39,Wolverhampton_Wanderers,Home,6562,19624,João Moutinho,joao-moutinho,M,False,1.0,,8.0,45.0,23.0,67.0,4.0,,6.0,,,,3.0,,,,7.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,18.0,,6.9,,,1.0,,,7.0,,12.0,,58.0,27.0,78.0,1,2.0,89.0,1.0,,,1.0
2018-19,7827946,5,39,Wolverhampton_Wanderers,Home,17737,38533,Rui Patrício,rui-patricio,G,False,,,4.0,3.0,4.0,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,7.0,,7.2,1.0,2.0,,,,,,11.0,,9.0,5.0,14.0,0,,16.0,,,,
2018-19,7827946,5,39,Wolverhampton_Wanderers,Home,22100,41727,Ryan Bennett,ryan-bennett,D,False,,,2.0,18.0,25.0,43.0,8.0,3.0,1.0,,,,,,,,9.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,4.0,,7.0,,,,5.0,,,,3.0,,20.0,27.0,47.0,0,1.0,54.0,,,,1.0
2018-19,7827946,5,39,Wolverhampton_Wanderers,Home,98449,94147,Conor Coady,conor-coady,D,False,,,9.0,12.0,37.0,49.0,1.0,,8.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,90.0,,,,,,,11.0,,6.9,,,,2.0,,,,18.0,,19.0,40.0,59.0,0,1.0,63.0,,,,1.0
2018-19,7827946,5,39,Wolverhampton_Wanderers,Home,138891,165808,Hélder Costa,helder-costa,F,False,,,1.0,24.0,6.0,30.0,3.0,1.0,4.0,,,2.0,,,,2.0,6.0,5.0,,,1.0,,,,,2.0,1.0,,66.0,,,,,,,14.0,,7.3,,,1.0,,1.0,3.0,,1.0,1.0,34.0,6.0,37.0,3,3.0,54.0,2.0,,1.0,3.0
