matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755512,21,2015-01-10 15:00:00,35,West Brom,Home,188.0,12.0,,4.0,4.0,1.0,2.0,198.0,4.0,,2.0,18.0,8.0,41.0,382.0,,,20.0,28.0,17.0,7.0,1.0,,,,,,,,1.0,7.0,,,,,,2.0,1.0,5.0,7.0,,,86.0,59.0,1.0,1.0,,2.0,21.0,1.0,5.0,,,5.0,7.0,4.0,,9.0,1.0,53.0,50.0,2.0,20.0,14.0,,1.0,73.0,5.0,12.0,1.0,,2.0,2.0,,193.0,1.0,1.0,1.0,,1.0,,9.0,,4.0,,14.0,,13.0,13.0,,2.0,104.0,98.0,46.0,2.0,,5.0,4.0,3.0,467.0,3.0,1.0,60.0,82.0,20.0,,,,,,158.0,158.0,5.0,31.0,17.0,51.5,,1.0,21.0,0.0,111.0,2.0,,2.0,,,5.0,,2.0,103.0,366.0,8.0,9.0,207.0,18.0,20.0,12.0,3.0,16.0,13.0,,162.0,5.0,303.0,4.0,,55.0,8.0,87.0,2.0,494.0,,0.0,9.0,16.0,4.0,25.0,1.0,665.0,,11.0,6.0,5.0,12.0,0.0
755515,22,2015-01-19 20:00:00,35,West Brom,Away,119.0,9.0,,2.0,2.0,4.0,,101.0,3.0,,3.0,18.0,11.0,30.0,218.0,,,7.0,12.0,17.0,4.0,,,,,,,,,,4.0,,,,,,1.0,5.0,6.0,11.0,,,46.0,64.0,,,,3.0,17.0,3.0,13.0,,,1.0,4.0,2.0,,10.0,,48.0,59.0,3.0,53.0,28.0,,,66.0,12.0,11.0,,,2.0,2.0,,141.0,,,,,,,8.0,,3.0,1.0,28.0,,12.0,12.0,3.0,3.0,46.0,77.0,39.0,8.0,,2.0,2.0,,275.0,9.0,1.0,31.0,24.0,13.0,,1.0,1.0,,,125.0,125.0,,42.0,10.0,31.2,,,17.0,0.0,68.0,,4.0,4.0,,,2.0,,3.0,51.0,204.0,9.0,4.0,138.0,11.0,53.0,9.0,1.0,9.0,8.0,,101.0,12.0,172.0,3.0,,49.0,14.0,73.0,3.0,301.0,,0.0,5.0,25.0,,10.0,2.0,500.0,,16.0,7.0,1.0,16.0,0.0
755532,23,2015-01-31 15:00:00,35,West Brom,Home,136.0,6.0,2.0,5.0,3.0,2.0,1.0,135.0,6.0,,3.0,15.0,8.0,35.0,266.0,,1.0,17.0,8.0,15.0,9.0,3.0,,1.0,,,,,,,7.0,,,1.0,,,4.0,4.0,6.0,8.0,,,48.0,55.0,,,,2.0,19.0,4.0,16.0,,,6.0,13.0,2.0,,14.0,,48.0,58.0,2.0,12.0,7.0,,,63.0,8.0,12.0,,,4.0,2.0,,142.0,,,,,,,10.0,,,1.0,7.0,1.0,14.0,14.0,,4.0,77.0,70.0,30.0,3.0,,5.0,7.0,4.0,320.0,3.0,4.0,58.0,40.0,15.0,1.0,1.0,1.0,,,130.0,130.0,1.0,28.0,22.0,37.2,1.0,,19.0,0.0,79.0,,1.0,1.0,,1.0,5.0,1.0,3.0,65.0,247.0,14.0,12.0,153.0,12.0,12.0,8.0,6.0,23.0,17.0,1.0,108.0,7.0,216.0,,,45.0,9.0,73.0,2.0,346.0,,0.0,13.0,27.0,1.0,21.0,2.0,531.0,,4.0,5.0,6.0,13.0,0.0
755534,24,2015-02-08 12:00:00,35,West Brom,Away,117.0,18.0,4.0,6.0,2.0,2.0,1.0,129.0,2.0,,6.0,8.0,11.0,24.0,240.0,,,23.0,21.0,32.0,4.0,3.0,,1.0,,,,,,,6.0,,,,,,1.0,8.0,7.0,5.0,,,60.0,64.0,2.0,1.0,2.0,2.0,20.0,4.0,8.0,1.0,,6.0,10.0,6.0,,9.0,1.0,57.0,59.0,2.0,41.0,25.0,,1.0,78.0,15.0,10.0,,,2.0,1.0,,172.0,2.0,2.0,2.0,,2.0,,9.0,,3.0,2.0,25.0,,3.0,3.0,,6.0,61.0,105.0,44.0,5.0,1.0,3.0,6.0,5.0,329.0,6.0,,50.0,55.0,17.0,,,,,,179.0,179.0,4.0,17.0,28.0,44.0,,,20.0,0.0,67.0,2.0,1.0,2.0,,1.0,3.0,1.0,3.0,58.0,225.0,10.0,9.0,139.0,42.0,41.0,14.0,6.0,23.0,17.0,1.0,112.0,8.0,244.0,4.0,,43.0,11.0,90.0,2.0,360.0,,0.0,12.0,12.0,,35.0,4.0,567.0,,12.0,7.0,6.0,6.0,0.0
755549,25,2015-02-11 20:00:00,35,West Brom,Home,92.0,8.0,3.0,3.0,,2.0,,134.0,5.0,,2.0,10.0,5.0,26.0,223.0,,,13.0,13.0,21.0,6.0,2.0,,,,,1.0,,,,9.0,,,,,,,6.0,5.0,5.0,,,37.0,69.0,,,,3.0,7.0,4.0,11.0,,,5.0,11.0,1.0,,7.0,,46.0,62.0,3.0,28.0,13.0,,,62.0,11.0,12.0,1.0,,3.0,2.0,1.0,127.0,1.0,,1.0,1.0,,,7.0,2.0,3.0,,13.0,,13.0,13.0,2.0,2.0,73.0,70.0,34.0,4.0,1.0,4.0,5.0,4.0,277.0,1.0,4.0,50.0,51.0,11.0,,,,,,123.0,123.0,3.0,32.0,23.0,35.6,,1.0,7.0,0.0,62.0,1.0,2.0,3.0,,,4.0,,2.0,78.0,210.0,6.0,9.0,105.0,30.0,28.0,15.0,5.0,19.0,14.0,,124.0,12.0,213.0,3.0,,23.0,5.0,60.0,,299.0,,0.0,12.0,21.0,1.0,17.0,2.0,484.0,,11.0,10.0,5.0,12.0,0.0
755560,26,2015-02-21 15:00:00,35,West Brom,Away,59.0,3.0,,6.0,6.0,3.0,,125.0,4.0,,1.0,13.0,4.0,23.0,178.0,,,12.0,9.0,14.0,2.0,,,,,,,,,,5.0,,,,,,,3.0,5.0,8.0,,,33.0,62.0,,,,8.0,15.0,1.0,10.0,,,2.0,12.0,10.0,,11.0,1.0,46.0,49.0,8.0,40.0,26.0,,,76.0,12.0,10.0,,,2.0,1.0,,140.0,,,,,,,10.0,,2.0,,26.0,,10.0,10.0,3.0,2.0,56.0,71.0,25.0,11.0,,,2.0,1.0,254.0,5.0,2.0,44.0,64.0,18.0,,,,,,164.0,164.0,5.0,25.0,25.0,38.1,,,15.0,0.0,49.0,1.0,1.0,2.0,,,3.0,,2.0,69.0,165.0,10.0,2.0,75.0,6.0,40.0,10.0,2.0,25.0,23.0,,124.0,12.0,228.0,2.0,,48.0,4.0,72.0,2.0,278.0,,0.0,5.0,21.0,,23.0,2.0,491.0,,14.0,6.0,2.0,15.0,0.0
755571,27,2015-02-28 15:00:00,35,West Brom,Home,82.0,9.0,1.0,6.0,5.0,2.0,2.0,126.0,3.0,1.0,1.0,10.0,2.0,27.0,202.0,,,7.0,18.0,18.0,3.0,2.0,,,,,,,,,3.0,,,,,,4.0,3.0,7.0,5.0,,,48.0,56.0,1.0,1.0,,1.0,16.0,2.0,7.0,,,2.0,7.0,5.0,,16.0,1.0,50.0,50.0,1.0,28.0,16.0,,,74.0,10.0,17.0,1.0,,2.0,2.0,,148.0,,,,,,,12.0,,2.0,3.0,16.0,,20.0,20.0,2.0,1.0,59.0,86.0,28.0,3.0,,1.0,4.0,3.0,269.0,,,41.0,52.0,17.0,,,,,,156.0,156.0,2.0,22.0,23.0,35.7,,,16.0,0.0,47.0,1.0,1.0,2.0,1.0,,2.0,,3.0,55.0,190.0,11.0,5.0,97.0,30.0,28.0,9.0,2.0,16.0,14.0,,112.0,6.0,221.0,2.0,1.0,36.0,2.0,80.0,2.0,302.0,,0.0,7.0,13.0,,17.0,2.0,487.0,,14.0,5.0,2.0,11.0,0.0
755573,28,2015-03-03 19:45:00,35,West Brom,Away,108.0,5.0,2.0,4.0,2.0,1.0,2.0,128.0,2.0,,9.0,11.0,5.0,30.0,232.0,,1.0,15.0,32.0,29.0,,1.0,2.0,,,,,,,,,,,,,,1.0,7.0,6.0,10.0,2.0,1.0,49.0,56.0,2.0,1.0,1.0,,21.0,1.0,9.0,1.0,1.0,3.0,11.0,3.0,,10.0,1.0,66.0,59.0,,28.0,17.0,1.0,,69.0,13.0,15.0,,,3.0,2.0,,161.0,1.0,,1.0,,1.0,,6.0,,2.0,,17.0,,13.0,13.0,1.0,9.0,73.0,99.0,38.0,,1.0,1.0,1.0,1.0,320.0,3.0,2.0,36.0,77.0,25.0,1.0,1.0,1.0,,,166.0,166.0,1.0,26.0,14.0,41.8,,,21.0,0.0,65.0,4.0,2.0,5.0,,,1.0,,1.0,55.0,221.0,12.0,2.0,129.0,13.0,28.0,6.0,3.0,19.0,16.0,,110.0,4.0,238.0,3.0,,57.0,6.0,93.0,2.0,348.0,,0.0,3.0,15.0,2.0,22.0,4.0,534.0,14.0,10.0,2.0,3.0,10.0,0.0
755592,29,2015-03-14 15:00:00,35,West Brom,Home,93.0,8.0,,6.0,6.0,3.0,1.0,129.0,5.0,,1.0,10.0,8.0,23.0,216.0,,1.0,14.0,20.0,18.0,11.0,,,,,,,,,,13.0,,,,,,,2.0,3.0,6.0,,,47.0,57.0,,,,1.0,11.0,4.0,3.0,,1.0,7.0,7.0,2.0,,23.0,,57.0,58.0,1.0,33.0,19.0,,,59.0,7.0,16.0,1.0,,6.0,4.0,,124.0,1.0,,1.0,1.0,,,9.0,1.0,,1.0,19.0,,18.0,18.0,1.0,1.0,56.0,61.0,28.0,5.0,,4.0,8.0,5.0,261.0,4.0,,37.0,55.0,12.0,,,,,,142.0,142.0,5.0,23.0,21.0,43.2,,1.0,11.0,0.0,60.0,2.0,,2.0,,,5.0,,3.0,78.0,203.0,6.0,12.0,107.0,13.0,33.0,13.0,6.0,19.0,13.0,,123.0,6.0,199.0,,1.0,33.0,10.0,55.0,1.0,287.0,,0.0,14.0,17.0,2.0,28.0,1.0,507.0,,15.0,8.0,7.0,12.0,0.0
755596,30,2015-03-21 12:45:00,35,West Brom,Away,70.0,8.0,1.0,1.0,,4.0,,78.0,7.0,1.0,1.0,7.0,1.0,19.0,147.0,,,9.0,11.0,7.0,2.0,1.0,,,,,,,,,,,,1.0,,,,2.0,23.0,20.0,,,40.0,45.0,1.0,1.0,,2.0,12.0,,14.0,,1.0,2.0,3.0,,,12.0,9.0,43.0,34.0,2.0,32.0,12.0,1.0,,38.0,5.0,6.0,,,,1.0,,110.0,,,,,,,17.0,,,,12.0,1.0,18.0,18.0,8.0,1.0,39.0,60.0,27.0,9.0,,3.0,,,190.0,10.0,,8.0,70.0,4.0,,,,,,113.0,113.0,2.0,27.0,7.0,22.4,1.0,,12.0,0.0,32.0,8.0,5.0,13.0,1.0,,3.0,,2.0,31.0,132.0,6.0,3.0,89.0,10.0,32.0,3.0,2.0,6.0,4.0,,58.0,10.0,138.0,,1.0,29.0,1.0,55.0,3.0,221.0,,1.0,3.0,19.0,1.0,14.0,0.0,386.0,,13.0,2.0,2.0,12.0,0.0
755612,31,2015-04-04 15:00:00,35,West Brom,Home,147.0,18.0,1.0,12.0,11.0,3.0,,200.0,2.0,,4.0,23.0,8.0,46.0,335.0,,,27.0,17.0,28.0,14.0,1.0,,,1.0,,1.0,,,,17.0,,,,,,2.0,2.0,6.0,6.0,,,62.0,67.0,2.0,2.0,,2.0,17.0,4.0,8.0,,,2.0,19.0,9.0,,12.0,,46.0,62.0,2.0,12.0,9.0,,,94.0,6.0,15.0,,,6.0,,1.0,196.0,1.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,9.0,,15.0,15.0,2.0,4.0,89.0,110.0,56.0,4.0,,7.0,9.0,6.0,427.0,3.0,2.0,59.0,61.0,29.0,,,,,,176.0,176.0,4.0,30.0,23.0,55.0,,,17.0,0.0,108.0,2.0,1.0,3.0,,,11.0,,3.0,120.0,314.0,11.0,16.0,164.0,24.0,12.0,12.0,2.0,30.0,28.0,,195.0,10.0,321.0,1.0,,67.0,10.0,98.0,3.0,455.0,1.0,1.0,21.0,13.0,,31.0,2.0,665.0,,13.0,8.0,2.0,6.0,0.0
755621,32,2015-04-11 15:00:00,35,West Brom,Home,88.0,6.0,2.0,6.0,4.0,4.0,2.0,112.0,3.0,3.0,1.0,13.0,1.0,27.0,194.0,,,13.0,31.0,26.0,2.0,3.0,,,,1.0,1.0,,,,3.0,,,,,,2.0,6.0,9.0,3.0,,,46.0,58.0,1.0,1.0,,8.0,16.0,1.0,12.0,,1.0,4.0,5.0,8.0,,20.0,,79.0,56.0,8.0,33.0,19.0,1.0,,75.0,15.0,14.0,,1.0,5.0,3.0,1.0,168.0,2.0,1.0,1.0,1.0,1.0,,9.0,1.0,3.0,,19.0,,13.0,13.0,2.0,1.0,37.0,99.0,35.0,6.0,2.0,2.0,5.0,5.0,288.0,2.0,2.0,47.0,56.0,16.0,,,,,,177.0,177.0,2.0,26.0,18.0,45.9,,1.0,16.0,0.0,65.0,1.0,,1.0,1.0,,2.0,1.0,3.0,56.0,180.0,10.0,7.0,113.0,10.0,33.0,6.0,4.0,20.0,16.0,1.0,122.0,15.0,223.0,3.0,3.0,67.0,1.0,94.0,,316.0,,0.0,8.0,16.0,,20.0,2.0,511.0,,8.0,3.0,4.0,12.0,0.0
755626,33,2015-04-18 15:00:00,35,West Brom,Away,56.0,1.0,2.0,2.0,,4.0,,79.0,4.0,,,14.0,4.0,21.0,133.0,,,12.0,16.0,22.0,4.0,1.0,,,,,,,,,5.0,,,,,,,10.0,13.0,6.0,,,31.0,49.0,1.0,,1.0,11.0,6.0,1.0,13.0,,1.0,6.0,10.0,,,18.0,3.0,67.0,66.0,11.0,49.0,27.0,,1.0,55.0,17.0,16.0,,,,,,123.0,2.0,2.0,1.0,,2.0,,17.0,,5.0,,27.0,,23.0,23.0,6.0,,41.0,75.0,30.0,7.0,2.0,3.0,4.0,4.0,178.0,5.0,1.0,46.0,32.0,8.0,,,,,,143.0,143.0,3.0,25.0,12.0,31.9,,1.0,6.0,0.0,26.0,3.0,1.0,4.0,,,3.0,,3.0,37.0,116.0,5.0,7.0,76.0,3.0,49.0,9.0,4.0,14.0,10.0,,77.0,10.0,159.0,5.0,,46.0,5.0,71.0,2.0,221.0,1.0,0.0,8.0,24.0,,21.0,3.0,453.0,,10.0,6.0,6.0,20.0,0.0
755642,34,2015-04-25 15:00:00,35,West Brom,Home,62.0,6.0,,4.0,4.0,2.0,1.0,70.0,8.0,1.0,3.0,10.0,4.0,24.0,128.0,,,11.0,19.0,17.0,6.0,1.0,,,1.0,,1.0,1.0,,,6.0,,,,,,3.0,9.0,7.0,15.0,,,23.0,65.0,,,,1.0,20.0,,10.0,,,2.0,7.0,6.0,,9.0,1.0,51.0,63.0,1.0,38.0,13.0,,,58.0,12.0,10.0,,,1.0,1.0,1.0,140.0,,,,,,,14.0,,3.0,,13.0,,22.0,22.0,6.0,4.0,36.0,72.0,26.0,4.0,,4.0,3.0,4.0,206.0,9.0,,19.0,54.0,16.0,,,,,,143.0,143.0,1.0,29.0,22.0,26.8,,,20.0,0.0,37.0,2.0,2.0,4.0,,,6.0,,3.0,34.0,112.0,12.0,7.0,85.0,11.0,38.0,4.0,2.0,16.0,14.0,,93.0,16.0,167.0,3.0,1.0,41.0,4.0,71.0,1.0,236.0,,0.0,10.0,33.0,,13.0,1.0,441.0,,9.0,3.0,2.0,22.0,0.0
755648,35,2015-05-02 17:30:00,35,West Brom,Away,49.0,4.0,2.0,2.0,,,,53.0,9.0,,2.0,10.0,,19.0,100.0,,,9.0,18.0,12.0,1.0,1.0,,,,,1.0,,,,2.0,,,,,,2.0,4.0,13.0,13.0,,,18.0,48.0,,,,6.0,9.0,1.0,6.0,,,3.0,5.0,1.0,1.0,12.0,5.0,47.0,39.0,6.0,39.0,25.0,,,45.0,11.0,10.0,,,1.0,,1.0,121.0,1.0,,,,1.0,,15.0,,1.0,2.0,25.0,,10.0,10.0,2.0,2.0,23.0,75.0,29.0,9.0,,,3.0,3.0,154.0,10.0,,21.0,51.0,9.0,,1.0,1.0,1.0,,124.0,124.0,,23.0,14.0,20.3,,,9.0,0.0,23.0,3.0,6.0,9.0,,,2.0,,3.0,20.0,84.0,5.0,3.0,65.0,18.0,39.0,7.0,3.0,9.0,6.0,,64.0,2.0,129.0,1.0,,36.0,,67.0,,185.0,,0.0,6.0,13.0,1.0,16.0,0.0,360.0,,10.0,4.0,3.0,9.0,0.0
755661,36,2015-05-09 15:00:00,35,West Brom,Away,119.0,15.0,1.0,4.0,3.0,4.0,1.0,98.0,4.0,,4.0,17.0,4.0,33.0,213.0,,2.0,12.0,13.0,26.0,4.0,1.0,,1.0,,,,,,,3.0,,,1.0,,1.0,3.0,10.0,8.0,7.0,,,29.0,63.0,,1.0,,6.0,15.0,2.0,19.0,1.0,,2.0,8.0,5.0,,19.0,1.0,73.0,71.0,6.0,42.0,26.0,,,45.0,17.0,11.0,1.0,,2.0,1.0,,138.0,1.0,1.0,1.0,,1.0,,11.0,,4.0,,26.0,2.0,17.0,17.0,2.0,4.0,60.0,79.0,43.0,7.0,,2.0,4.0,3.0,265.0,4.0,2.0,37.0,38.0,15.0,,,,,,141.0,141.0,1.0,40.0,13.0,39.3,2.0,1.0,15.0,0.0,65.0,3.0,1.0,3.0,,1.0,3.0,1.0,3.0,41.0,198.0,9.0,6.0,147.0,21.0,42.0,12.0,1.0,15.0,14.0,1.0,67.0,8.0,160.0,4.0,,37.0,5.0,67.0,2.0,292.0,,0.0,8.0,28.0,2.0,22.0,3.0,523.0,,13.0,7.0,2.0,27.0,0.0
755671,37,2015-05-18 20:00:00,35,West Brom,Home,149.0,9.0,,2.0,2.0,1.0,,222.0,2.0,,6.0,4.0,8.0,20.0,369.0,,1.0,8.0,5.0,3.0,6.0,,,,,,,,,,7.0,1.0,,,,,,7.0,5.0,7.0,,,64.0,56.0,,,1.0,3.0,16.0,1.0,12.0,,,3.0,5.0,2.0,,12.0,1.0,44.0,39.0,3.0,23.0,8.0,,,55.0,12.0,11.0,3.0,,4.0,1.0,,127.0,2.0,,,1.0,1.0,,4.0,1.0,3.0,1.0,8.0,,12.0,12.0,2.0,6.0,120.0,52.0,36.0,4.0,,3.0,5.0,5.0,405.0,5.0,2.0,57.0,51.0,10.0,,,,,1.0,87.0,87.0,2.0,31.0,13.0,40.5,,,16.0,0.0,111.0,2.0,1.0,3.0,,,3.0,,3.0,98.0,358.0,12.0,8.0,161.0,15.0,23.0,10.0,2.0,10.0,8.0,,125.0,2.0,271.0,3.0,,22.0,9.0,44.0,1.0,422.0,,0.0,9.0,19.0,3.0,9.0,3.0,580.0,,6.0,6.0,3.0,13.0,0.0
755673,38,2015-05-24 15:00:00,35,West Brom,Away,137.0,11.0,1.0,4.0,3.0,2.0,1.0,152.0,6.0,1.0,5.0,7.0,9.0,28.0,285.0,,,10.0,9.0,14.0,11.0,,,,,,,,,,10.0,,,,,,1.0,2.0,18.0,6.0,,,52.0,60.0,,,,2.0,23.0,3.0,7.0,,,3.0,4.0,4.0,1.0,13.0,7.0,36.0,49.0,2.0,14.0,11.0,,,47.0,7.0,6.0,,,4.0,2.0,,131.0,1.0,1.0,1.0,,1.0,,14.0,,,2.0,11.0,1.0,14.0,14.0,4.0,5.0,87.0,58.0,37.0,7.0,,5.0,7.0,5.0,331.0,7.0,,36.0,60.0,18.0,,,,,,110.0,110.0,,34.0,16.0,36.3,,,23.0,0.0,89.0,7.0,2.0,9.0,,,6.0,,3.0,62.0,267.0,11.0,12.0,150.0,16.0,14.0,12.0,1.0,11.0,10.0,,104.0,6.0,220.0,,1.0,20.0,9.0,55.0,3.0,359.0,,0.0,14.0,20.0,,13.0,0.0,526.0,,8.0,10.0,3.0,17.0,0.0
