matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695002,11.0,2013-11-09 15:00:00,35,West Brom,Away,89.0,6.0,2.0,4.0,2.0,1.0,1.0,128.0,3.0,,8.0,11.0,10.0,18.0,213.0,,,15.0,19.0,22.0,4.0,3.0,,1.0,,,,,,1.0,,,,,,6.0,,,1.0,,1.0,3.0,9.0,8.0,,,,33.0,40.0,,,1.0,7.0,11.0,1.0,5.0,1.0,4.0,6.0,3.0,,17.0,2.0,58.0,60.0,7.0,48.0,30.0,1.0,,,,,,50.0,15.0,11.0,1.0,,,1.0,,129.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,2.0,30.0,1.0,14.0,14.0,2.0,8.0,61.0,70.0,37.0,9.0,1.0,6.0,2.0,3.0,280.0,,,6.0,,,34.0,54.0,13.0,1.0,1.0,1.0,,,130.0,130.0,,21.0,12.0,32.2,1.0,,1.0,11.0,0.0,,,,71.0,3.0,2.0,5.0,,1.0,7.0,,,3.0,55.0,201.0,7.0,8.0,119.0,13.0,48.0,12.0,4.0,14.0,10.0,1.0,92.0,9.0,189.0,1.0,,32.0,11.0,40.0,,294.0,,0.0,11.0,22.0,1.0,23.0,7.0,518.0,,4.0,7.0,4.0,15.0,0.0
695018,12.0,2013-11-25 20:00:00,35,West Brom,Home,153.0,16.0,,6.0,6.0,8.0,,175.0,5.0,2.0,3.0,5.0,10.0,27.0,322.0,1.0,,21.0,23.0,32.0,8.0,,,,,,,,,,,,,,,10.0,,,,,1.0,1.0,3.0,12.0,,,,68.0,61.0,2.0,2.0,,,21.0,2.0,1.0,,4.0,10.0,5.0,,10.0,2.0,52.0,65.0,,56.0,39.0,,,,,,,91.0,9.0,13.0,2.0,,4.0,2.0,,195.0,1.0,,1.0,1.0,,,8.0,,,2.0,,,,,1.0,39.0,,9.0,9.0,,3.0,89.0,85.0,35.0,2.0,,4.0,5.0,4.0,415.0,,,1.0,1.0,,74.0,84.0,18.0,,,,,,182.0,182.0,3.0,27.0,24.0,51.4,,,,21.0,0.0,,,,87.0,1.0,4.0,5.0,2.0,,5.0,,,2.0,81.0,308.0,13.0,9.0,175.0,35.0,56.0,21.0,4.0,21.0,17.0,,146.0,20.0,285.0,,2.0,33.0,10.0,65.0,6.0,439.0,1.0,0.0,11.0,10.0,,29.0,1.0,675.0,,12.0,11.0,4.0,5.0,0.0
695027,13.0,2013-11-30 17:30:00,35,West Brom,Away,160.0,10.0,2.0,6.0,4.0,4.0,1.0,165.0,4.0,1.0,7.0,8.0,10.0,30.0,319.0,,,14.0,31.0,33.0,5.0,2.0,,,2.0,,,3.0,,,,,,,,7.0,,,,,2.0,3.0,4.0,10.0,,,,53.0,56.0,,1.0,,4.0,14.0,5.0,5.0,,3.0,5.0,3.0,,13.0,,71.0,72.0,4.0,43.0,30.0,1.0,1.0,,,,,73.0,15.0,15.0,,,4.0,1.0,3.0,156.0,1.0,,,1.0,,,8.0,,,1.0,2.0,,,,,30.0,,12.0,12.0,,7.0,92.0,85.0,50.0,3.0,1.0,5.0,3.0,1.0,372.0,,,3.0,1.0,,45.0,67.0,18.0,,,,,,135.0,135.0,2.0,15.0,26.0,46.9,,,1.0,14.0,0.0,,,,96.0,,4.0,4.0,1.0,,8.0,1.0,,3.0,69.0,301.0,9.0,8.0,173.0,18.0,43.0,16.0,3.0,12.0,9.0,1.0,112.0,8.0,236.0,2.0,1.0,25.0,12.0,55.0,,397.0,,0.0,14.0,18.0,,24.0,2.0,628.0,,13.0,6.0,3.0,11.0,0.0
695039,14.0,2013-12-04 20:00:00,35,West Brom,Home,122.0,7.0,2.0,4.0,2.0,2.0,,202.0,6.0,,3.0,14.0,7.0,27.0,320.0,2.0,,14.0,13.0,12.0,10.0,1.0,,,,,,,,,,,,,,11.0,,,,,,1.0,10.0,5.0,,,,50.0,57.0,,,,1.0,14.0,3.0,9.0,1.0,3.0,10.0,5.0,,18.0,1.0,52.0,56.0,1.0,19.0,13.0,,,,,,,92.0,8.0,9.0,1.0,,1.0,,,166.0,1.0,,,1.0,,,6.0,,,1.0,4.0,,,,,13.0,,20.0,20.0,3.0,3.0,83.0,86.0,45.0,3.0,,8.0,4.0,1.0,391.0,,,2.0,4.0,,53.0,76.0,18.0,1.0,1.0,1.0,,,146.0,146.0,1.0,25.0,23.0,41.9,,,,14.0,0.0,,,,109.0,2.0,,2.0,,,8.0,,,3.0,113.0,307.0,5.0,12.0,134.0,14.0,19.0,13.0,3.0,18.0,15.0,,164.0,8.0,292.0,4.0,,38.0,7.0,54.0,2.0,408.0,3.0,0.0,12.0,26.0,,15.0,1.0,604.0,,15.0,9.0,3.0,24.0,0.0
695050,15.0,2013-12-07 15:00:00,35,West Brom,Home,183.0,14.0,3.0,7.0,4.0,3.0,,261.0,7.0,1.0,6.0,12.0,26.0,40.0,437.0,,,20.0,8.0,20.0,15.0,2.0,,,,,,,,,,,,,1.0,21.0,,,,,,1.0,2.0,6.0,,,,74.0,73.0,,2.0,,1.0,21.0,6.0,4.0,,10.0,26.0,13.0,,6.0,1.0,32.0,53.0,1.0,23.0,17.0,,,,,,,63.0,10.0,6.0,,,1.0,1.0,,172.0,,,,,,,9.0,,,,,,,,1.0,17.0,,13.0,13.0,2.0,6.0,143.0,85.0,57.0,3.0,,5.0,12.0,12.0,514.0,,,2.0,1.0,,48.0,103.0,29.0,,,,,,162.0,162.0,4.0,31.0,30.0,63.8,,,,21.0,0.0,,,,135.0,,1.0,1.0,,,8.0,,,3.0,141.0,428.0,11.0,17.0,203.0,19.0,23.0,17.0,9.0,49.0,40.0,,186.0,11.0,370.0,,1.0,32.0,29.0,58.0,1.0,524.0,2.0,0.0,26.0,15.0,1.0,25.0,1.0,756.0,,13.0,12.0,10.0,8.0,0.0
695052,16.0,2013-12-14 15:00:00,35,West Brom,Away,104.0,5.0,,4.0,4.0,3.0,1.0,141.0,1.0,,5.0,12.0,11.0,27.0,241.0,,,13.0,21.0,21.0,10.0,,,,1.0,,,1.0,,,,,,,,9.0,,,,,,,4.0,7.0,,,,33.0,63.0,1.0,1.0,,2.0,10.0,4.0,11.0,1.0,6.0,8.0,7.0,,12.0,1.0,54.0,66.0,2.0,32.0,18.0,,,,,,,54.0,12.0,15.0,,,5.0,4.0,1.0,138.0,,,,,,,10.0,,,,4.0,,,,1.0,18.0,,9.0,9.0,1.0,5.0,75.0,77.0,34.0,8.0,,5.0,5.0,2.0,314.0,,,3.0,2.0,,41.0,56.0,21.0,,,,,,157.0,157.0,2.0,24.0,31.0,51.8,,,,10.0,0.0,,,,87.0,,2.0,2.0,,,6.0,,,3.0,76.0,227.0,6.0,10.0,129.0,13.0,32.0,7.0,6.0,25.0,19.0,,120.0,11.0,229.0,4.0,,40.0,12.0,53.0,9.0,333.0,,0.0,12.0,24.0,,17.0,1.0,549.0,,7.0,6.0,6.0,19.0,0.0
695070,17.0,2013-12-21 15:00:00,35,West Brom,Home,181.0,8.0,4.0,8.0,4.0,1.0,,228.0,2.0,1.0,4.0,6.0,21.0,44.0,401.0,,1.0,29.0,14.0,17.0,6.0,3.0,,1.0,,,,1.0,,,,,,1.0,1.0,7.0,,,,,1.0,,5.0,1.0,,,,70.0,48.0,1.0,,1.0,2.0,17.0,6.0,6.0,1.0,9.0,14.0,6.0,,12.0,1.0,44.0,59.0,2.0,21.0,8.0,,,,,,,88.0,8.0,15.0,1.0,,3.0,1.0,1.0,157.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,8.0,,4.0,4.0,1.0,4.0,122.0,73.0,42.0,2.0,,5.0,5.0,3.0,482.0,,,1.0,,,55.0,88.0,20.0,,,,,,161.0,161.0,3.0,16.0,25.0,60.4,,,,17.0,0.0,,,,150.0,2.0,,2.0,,1.0,5.0,2.0,,3.0,109.0,387.0,10.0,10.0,198.0,19.0,21.0,18.0,9.0,30.0,21.0,1.0,173.0,5.0,331.0,,1.0,27.0,23.0,66.0,1.0,499.0,,0.0,14.0,16.0,2.0,34.0,2.0,710.0,,15.0,13.0,9.0,14.0,0.0
695079,18.0,2013-12-26 15:00:00,35,West Brom,Away,86.0,10.0,,1.0,1.0,3.0,1.0,112.0,4.0,,4.0,3.0,10.0,21.0,197.0,,2.0,15.0,16.0,8.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,3.0,,,,,2.0,2.0,9.0,11.0,,,,27.0,57.0,1.0,1.0,1.0,7.0,15.0,,12.0,,2.0,5.0,1.0,1.0,12.0,1.0,59.0,46.0,7.0,41.0,16.0,,,,,,,65.0,12.0,8.0,,,2.0,3.0,1.0,126.0,1.0,,,1.0,,,12.0,,,,1.0,,,,,16.0,,6.0,6.0,,4.0,66.0,76.0,33.0,12.0,,1.0,2.0,4.0,275.0,,,9.0,1.0,,38.0,40.0,15.0,,,,,,150.0,150.0,5.0,29.0,15.0,35.9,,,1.0,15.0,0.0,,,,67.0,,2.0,2.0,1.0,1.0,3.0,,,3.0,47.0,194.0,10.0,3.0,106.0,27.0,41.0,13.0,2.0,11.0,9.0,1.0,93.0,9.0,191.0,1.0,,28.0,10.0,52.0,4.0,286.0,1.0,0.0,7.0,25.0,2.0,19.0,2.0,498.0,,15.0,6.0,2.0,18.0,0.0
695090,19.0,2013-12-28 12:45:00,35,West Brom,Away,131.0,21.0,3.0,6.0,3.0,3.0,,201.0,5.0,1.0,4.0,9.0,24.0,32.0,326.0,,2.0,14.0,33.0,36.0,12.0,1.0,,,,1.0,,2.0,,,,1.0,,1.0,1.0,17.0,,,,1.0,,1.0,6.0,10.0,,,,62.0,49.0,1.0,,2.0,5.0,11.0,10.0,6.0,,5.0,14.0,1.0,,8.0,1.0,67.0,68.0,5.0,36.0,31.0,1.0,1.0,,,,,72.0,13.0,10.0,3.0,,2.0,,2.0,154.0,2.0,,1.0,2.0,,,10.0,,,2.0,4.0,,,,,31.0,1.0,7.0,7.0,1.0,4.0,90.0,82.0,47.0,6.0,,3.0,12.0,7.0,390.0,,,1.0,1.0,,31.0,62.0,20.0,,,,,,134.0,134.0,2.0,18.0,19.0,53.5,1.0,,,12.0,0.0,,,,103.0,1.0,2.0,3.0,,,5.0,,,3.0,78.0,312.0,5.0,15.0,147.0,31.0,36.0,18.0,5.0,20.0,15.0,,125.0,9.0,282.0,4.0,1.0,31.0,25.0,57.0,3.0,409.0,1.0,0.0,22.0,14.0,3.0,21.0,2.0,617.0,,4.0,9.0,5.0,11.0,0.0
695100,20.0,2014-01-01 15:00:00,35,West Brom,Home,145.0,9.0,1.0,4.0,3.0,,,197.0,5.0,,4.0,4.0,21.0,19.0,338.0,2.0,2.0,13.0,23.0,7.0,7.0,2.0,,,,,,,,,,,,,,10.0,1.0,,,,1.0,2.0,3.0,6.0,,,,52.0,66.0,2.0,2.0,1.0,2.0,17.0,1.0,10.0,,3.0,11.0,4.0,,16.0,1.0,59.0,39.0,2.0,28.0,16.0,,,,,,,61.0,7.0,14.0,1.0,,1.0,,,158.0,,,,,,,9.0,,,,,,,,,16.0,,16.0,16.0,1.0,4.0,95.0,72.0,35.0,4.0,,7.0,2.0,4.0,397.0,,,3.0,4.0,,48.0,68.0,16.0,,,,,1.0,138.0,138.0,4.0,22.0,31.0,46.2,,,1.0,17.0,0.0,,,,110.0,,3.0,3.0,,,8.0,1.0,,3.0,97.0,328.0,9.0,9.0,160.0,17.0,28.0,6.0,3.0,18.0,15.0,,138.0,1.0,273.0,,,29.0,22.0,44.0,4.0,415.0,3.0,0.0,13.0,15.0,4.0,20.0,0.0,612.0,,9.0,3.0,3.0,13.0,0.0
695108,21.0,2014-01-11 15:00:00,35,West Brom,Away,145.0,14.0,,2.0,2.0,3.0,,114.0,6.0,,5.0,4.0,9.0,22.0,257.0,,,12.0,19.0,21.0,3.0,,,,1.0,,,1.0,,,,,,,,3.0,,,,,,2.0,4.0,14.0,,,,49.0,78.0,1.0,1.0,,6.0,12.0,,5.0,,4.0,9.0,3.0,,16.0,,55.0,59.0,6.0,32.0,16.0,,,,,,,51.0,17.0,11.0,,,4.0,3.0,1.0,152.0,,,,,,,10.0,,,,3.0,,,,2.0,16.0,,24.0,24.0,2.0,5.0,73.0,85.0,44.0,4.0,,1.0,2.0,2.0,332.0,,,4.0,,,62.0,47.0,16.0,,,,,,154.0,154.0,1.0,46.0,23.0,38.4,,,,12.0,0.0,,,,74.0,,4.0,4.0,,,2.0,,,3.0,52.0,245.0,5.0,3.0,170.0,27.0,32.0,5.0,3.0,18.0,15.0,,92.0,6.0,196.0,4.0,,29.0,9.0,53.0,8.0,348.0,1.0,0.0,4.0,22.0,1.0,15.0,2.0,564.0,,16.0,5.0,4.0,18.0,0.0
695119,22.0,2014-01-20 20:00:00,35,West Brom,Home,137.0,16.0,1.0,8.0,7.0,5.0,,224.0,2.0,,5.0,4.0,20.0,31.0,353.0,,,16.0,18.0,26.0,11.0,1.0,,,,,1.0,1.0,,,,,,,,11.0,,,,,,7.0,9.0,4.0,,,,66.0,71.0,1.0,1.0,,1.0,17.0,3.0,10.0,,4.0,17.0,10.0,1.0,12.0,2.0,58.0,64.0,1.0,54.0,35.0,,,,,,,80.0,16.0,11.0,,,2.0,1.0,1.0,168.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,1.0,35.0,,24.0,24.0,1.0,5.0,102.0,72.0,39.0,2.0,,5.0,8.0,6.0,415.0,,,3.0,1.0,,64.0,58.0,28.0,,,,,,148.0,148.0,2.0,24.0,37.0,50.1,,,,17.0,0.0,,,,93.0,2.0,1.0,3.0,1.0,,5.0,1.0,,3.0,104.0,343.0,10.0,13.0,149.0,32.0,54.0,9.0,4.0,32.0,28.0,,154.0,11.0,312.0,,,19.0,20.0,51.0,2.0,429.0,,0.0,14.0,23.0,1.0,21.0,3.0,698.0,,16.0,5.0,4.0,18.0,0.0
695121,23.0,2014-01-29 19:45:00,35,West Brom,Away,151.0,12.0,,6.0,6.0,2.0,2.0,234.0,2.0,,2.0,9.0,15.0,35.0,379.0,,1.0,21.0,14.0,12.0,5.0,2.0,,,,,1.0,1.0,,,,,,,1.0,6.0,,,,,4.0,,8.0,2.0,,,,58.0,68.0,2.0,1.0,1.0,2.0,19.0,2.0,6.0,1.0,3.0,11.0,3.0,,21.0,2.0,53.0,53.0,2.0,26.0,14.0,,,,,,,83.0,9.0,13.0,,,2.0,4.0,1.0,178.0,2.0,,1.0,2.0,,,3.0,,,2.0,,,,,,14.0,,19.0,19.0,,2.0,125.0,95.0,56.0,3.0,2.0,5.0,4.0,4.0,453.0,,,1.0,1.0,,94.0,91.0,19.0,1.0,1.0,1.0,,,163.0,163.0,1.0,30.0,32.0,56.3,,,,20.0,0.0,,,,115.0,2.0,,2.0,,,6.0,,,3.0,95.0,361.0,9.0,9.0,171.0,18.0,26.0,9.0,2.0,20.0,18.0,,143.0,6.0,325.0,,,35.0,15.0,61.0,7.0,476.0,1.0,0.0,12.0,22.0,1.0,27.0,3.0,691.0,,13.0,6.0,3.0,17.0,0.0
695139,24.0,2014-02-02 13:30:00,35,West Brom,Home,143.0,17.0,2.0,6.0,4.0,3.0,1.0,182.0,3.0,5.0,3.0,4.0,19.0,18.0,319.0,,,20.0,16.0,17.0,6.0,1.0,,,1.0,,1.0,2.0,,,,,,2.0,,8.0,,,,,,6.0,8.0,4.0,,,,50.0,74.0,,,1.0,1.0,22.0,3.0,22.0,,3.0,16.0,2.0,,15.0,1.0,70.0,55.0,1.0,26.0,11.0,,1.0,,,,,80.0,13.0,15.0,1.0,,4.0,3.0,2.0,183.0,,,,,,,5.0,,,1.0,1.0,,,,1.0,11.0,,29.0,29.0,3.0,3.0,98.0,92.0,39.0,4.0,,2.0,5.0,4.0,414.0,,,6.0,,,62.0,74.0,14.0,,,,,,168.0,168.0,3.0,27.0,38.0,49.7,,,1.0,22.0,0.0,,,,98.0,2.0,,2.0,1.0,,5.0,2.0,,3.0,91.0,308.0,16.0,7.0,161.0,38.0,26.0,9.0,3.0,24.0,21.0,,141.0,10.0,292.0,1.0,5.0,29.0,25.0,44.0,,429.0,1.0,0.0,12.0,22.0,,23.0,4.0,667.0,,15.0,4.0,3.0,18.0,0.0
695143,25.0,2014-02-08 15:00:00,35,West Brom,Away,178.0,17.0,5.0,8.0,3.0,2.0,1.0,220.0,4.0,2.0,7.0,6.0,17.0,31.0,390.0,1.0,1.0,17.0,18.0,20.0,9.0,,,,1.0,,,2.0,,,,,,,,12.0,,,,,1.0,5.0,8.0,2.0,,,,55.0,71.0,1.0,1.0,,2.0,24.0,6.0,7.0,1.0,7.0,10.0,5.0,,17.0,1.0,55.0,71.0,2.0,24.0,11.0,1.0,1.0,,,,,88.0,13.0,13.0,1.0,,4.0,2.0,2.0,181.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,11.0,,18.0,18.0,1.0,7.0,127.0,86.0,45.0,4.0,,3.0,7.0,7.0,483.0,,,1.0,2.0,,59.0,72.0,22.0,1.0,1.0,1.0,,,177.0,177.0,4.0,27.0,32.0,66.0,,,,25.0,0.0,,,,134.0,2.0,1.0,3.0,2.0,,4.0,,,3.0,108.0,377.0,12.0,10.0,199.0,27.0,24.0,11.0,7.0,24.0,17.0,,163.0,4.0,322.0,,2.0,29.0,18.0,56.0,1.0,497.0,4.0,0.0,17.0,29.0,1.0,20.0,3.0,740.0,,26.0,10.0,7.0,24.0,0.0
695155,26.0,2014-02-11 20:00:00,35,West Brom,Home,103.0,14.0,3.0,8.0,5.0,3.0,,140.0,3.0,1.0,3.0,13.0,20.0,26.0,235.0,,1.0,14.0,10.0,11.0,10.0,2.0,,,,,,,,,,,,,,8.0,,,,,,5.0,5.0,10.0,,,,67.0,64.0,1.0,1.0,,3.0,14.0,3.0,14.0,,5.0,9.0,4.0,,12.0,2.0,50.0,53.0,3.0,25.0,10.0,,1.0,,,,,67.0,9.0,13.0,1.0,,2.0,2.0,,129.0,1.0,,1.0,1.0,,,9.0,,,1.0,2.0,,,,,10.0,,27.0,27.0,2.0,4.0,71.0,74.0,36.0,8.0,,9.0,4.0,1.0,301.0,,,4.0,1.0,,51.0,54.0,19.0,,,,,,138.0,138.0,4.0,27.0,24.0,40.1,,,,14.0,0.0,,,,49.0,2.0,1.0,3.0,,,9.0,2.0,,3.0,72.0,228.0,7.0,13.0,119.0,20.0,25.0,12.0,5.0,20.0,15.0,,119.0,6.0,217.0,2.0,1.0,37.0,21.0,58.0,1.0,316.0,2.0,0.0,13.0,24.0,1.0,21.0,3.0,538.0,,12.0,7.0,5.0,19.0,0.0
695168,27.0,2014-02-22 15:00:00,35,West Brom,Home,169.0,14.0,3.0,10.0,7.0,3.0,1.0,225.0,3.0,,6.0,17.0,16.0,45.0,384.0,,,26.0,21.0,33.0,10.0,2.0,,2.0,,,,,,,,,,,,12.0,,,,,1.0,4.0,4.0,3.0,,,,61.0,72.0,,,,,17.0,7.0,6.0,,8.0,19.0,8.0,,22.0,1.0,69.0,67.0,,16.0,12.0,,,,,,,84.0,13.0,14.0,1.0,,3.0,3.0,,210.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,,12.0,,14.0,14.0,1.0,7.0,115.0,93.0,51.0,2.0,,2.0,11.0,5.0,476.0,,,,1.0,,79.0,83.0,28.0,,,,,,193.0,193.0,3.0,29.0,33.0,63.4,,,,17.0,0.0,,,,109.0,,2.0,2.0,,2.0,4.0,,,3.0,128.0,368.0,8.0,13.0,194.0,21.0,16.0,13.0,6.0,36.0,30.0,2.0,189.0,6.0,337.0,2.0,,53.0,16.0,75.0,1.0,495.0,1.0,0.0,16.0,18.0,1.0,31.0,3.0,722.0,,17.0,6.0,8.0,13.0,0.0
695178,28.0,2014-05-07 19:45:00,35,West Brom,Away,143.0,13.0,,3.0,3.0,4.0,,229.0,5.0,,3.0,11.0,19.0,24.0,369.0,,,14.0,20.0,16.0,9.0,,,,1.0,,,2.0,,,,,1.0,,,10.0,,,,,1.0,5.0,6.0,4.0,,,,60.0,62.0,,,,1.0,15.0,5.0,5.0,,,13.0,2.0,,8.0,1.0,52.0,45.0,1.0,16.0,10.0,,,,,,,73.0,12.0,13.0,,,2.0,,2.0,167.0,,,,,,,6.0,,,,3.0,,,,,10.0,,22.0,22.0,2.0,3.0,121.0,80.0,42.0,5.0,,3.0,6.0,3.0,451.0,,,3.0,5.0,,69.0,61.0,9.0,,,,,,145.0,145.0,4.0,23.0,27.0,51.7,,,,15.0,0.0,,,,119.0,,2.0,2.0,1.0,,5.0,,,3.0,124.0,358.0,8.0,9.0,158.0,21.0,16.0,13.0,,15.0,15.0,,182.0,10.0,324.0,4.0,,36.0,19.0,50.0,1.0,467.0,,0.0,13.0,11.0,,19.0,0.0,647.0,,8.0,6.0,,7.0,0.0
695188,29.0,2014-03-08 12:45:00,35,West Brom,Home,125.0,11.0,1.0,9.0,8.0,1.0,2.0,170.0,3.0,2.0,6.0,4.0,5.0,16.0,286.0,,,19.0,12.0,10.0,10.0,1.0,,,,,,,,,,,,,,12.0,,,,,1.0,8.0,10.0,4.0,,,,57.0,60.0,1.0,1.0,,2.0,20.0,4.0,4.0,1.0,3.0,17.0,8.0,,17.0,,53.0,50.0,2.0,31.0,22.0,,,,,,,64.0,11.0,9.0,,,3.0,3.0,,136.0,,,,,,,7.0,,,,1.0,,,,,22.0,,10.0,10.0,,6.0,78.0,62.0,27.0,5.0,,6.0,5.0,3.0,354.0,,,4.0,2.0,,69.0,58.0,22.0,,,,,,151.0,151.0,7.0,19.0,26.0,45.0,,,,20.0,0.0,,,,95.0,1.0,1.0,2.0,,,7.0,,,3.0,109.0,281.0,14.0,11.0,137.0,20.0,31.0,21.0,3.0,31.0,28.0,1.0,157.0,3.0,260.0,1.0,2.0,23.0,6.0,36.0,2.0,366.0,,0.0,14.0,19.0,,25.0,1.0,602.0,,9.0,12.0,3.0,17.0,0.0
695199,30.0,2014-03-15 15:00:00,35,West Brom,Away,116.0,11.0,1.0,2.0,1.0,4.0,,189.0,6.0,1.0,1.0,10.0,4.0,19.0,303.0,,1.0,13.0,18.0,25.0,7.0,1.0,,,,,,,,,,,,,,9.0,,,,,2.0,10.0,10.0,4.0,,,,58.0,69.0,,,,2.0,18.0,4.0,12.0,,1.0,9.0,5.0,,14.0,1.0,60.0,54.0,2.0,30.0,21.0,,2.0,,,,,77.0,13.0,7.0,,,1.0,1.0,,162.0,1.0,,,1.0,,,11.0,,,2.0,3.0,,,,,21.0,,22.0,22.0,1.0,1.0,86.0,80.0,44.0,4.0,2.0,4.0,5.0,4.0,387.0,,,4.0,2.0,,58.0,45.0,24.0,,,,,,150.0,150.0,6.0,31.0,27.0,38.0,,,,18.0,0.0,,,,94.0,2.0,1.0,3.0,,,5.0,,,3.0,96.0,295.0,10.0,9.0,131.0,15.0,30.0,6.0,1.0,16.0,15.0,,150.0,20.0,285.0,4.0,1.0,36.0,4.0,44.0,,400.0,,0.0,13.0,20.0,1.0,17.0,3.0,600.0,,11.0,3.0,1.0,17.0,0.0
695205,31.0,2014-03-22 15:00:00,35,West Brom,Away,105.0,12.0,2.0,4.0,2.0,2.0,,187.0,1.0,1.0,7.0,13.0,18.0,27.0,288.0,,,22.0,24.0,16.0,9.0,4.0,,,,,,,,,,,,,,10.0,,,,,2.0,3.0,8.0,4.0,,,,46.0,62.0,,,,1.0,16.0,8.0,1.0,2.0,5.0,9.0,12.0,,19.0,2.0,56.0,48.0,1.0,14.0,12.0,,,,,,,101.0,13.0,17.0,,1.0,4.0,6.0,,170.0,,,,,,,6.0,,,,1.0,,,,,12.0,,15.0,15.0,2.0,7.0,92.0,87.0,42.0,4.0,,2.0,11.0,4.0,375.0,,,3.0,4.0,,58.0,77.0,36.0,,1.0,1.0,1.0,,188.0,188.0,1.0,32.0,19.0,56.8,,,,16.0,0.0,,,,84.0,2.0,1.0,3.0,2.0,,4.0,1.0,,3.0,105.0,276.0,8.0,13.0,125.0,23.0,14.0,8.0,5.0,32.0,27.0,,168.0,9.0,299.0,1.0,1.0,47.0,19.0,53.0,1.0,392.0,1.0,0.0,16.0,14.0,1.0,33.0,0.0,615.0,,11.0,4.0,5.0,13.0,0.0
