matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442206,21.0,2013-01-01 12:45:00,35,West Brom,Home,152.0,9.0,3.0,13.0,10.0,2.0,1.0,163.0,2.0,,4.0,9.0,13.0,29.0,302.0,,,20.0,13.0,15.0,10.0,3.0,,1.0,,,,,,,,1.0,,14.0,,,,1.0,1.0,2.0,2.0,8.0,,,,48.0,65.0,1.0,1.0,1.0,2.0,6.0,8.0,,,10.0,17.0,12.0,,13.0,,61.0,50.0,2.0,15.0,8.0,1.0,1.0,63.0,14.0,8.0,1.0,3.0,4.0,,162.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,14.0,2.0,11.0,9.0,,4.0,76.0,73.0,45.0,5.0,,7.0,7.0,4.0,,,,2.0,2.0,,51.0,49.0,29.0,,,,,,170.0,162.0,,33.0,29.0,44.7,2.0,,1.0,0.0,,,,94.0,1.0,,,,1.0,8.0,2.0,3.0,76.0,,14.0,171.0,28.0,23.0,23.0,10.0,43.0,33.0,1.0,112.0,3.0,252.0,1.0,1.0,24.0,13.0,50.0,2.0,380.0,1.0,0.0,18.0,17.0,,25.0,0.0,592.0,,15.0,10.0,10.0,14.0,0.0
442216,22.0,2013-01-12 15:00:00,35,West Brom,Away,110.0,10.0,2.0,5.0,3.0,1.0,,129.0,1.0,1.0,4.0,10.0,9.0,25.0,234.0,,,17.0,18.0,21.0,10.0,,,2.0,,,,,,,,,,10.0,,,1.0,,1.0,1.0,7.0,1.0,,,,52.0,57.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,,4.0,11.0,5.0,,7.0,,42.0,53.0,5.0,25.0,11.0,,,69.0,14.0,7.0,2.0,1.0,,,154.0,2.0,,1.0,2.0,,1.0,6.0,,,2.0,6.0,,,,1.0,34.0,2.0,10.0,9.0,1.0,6.0,60.0,91.0,30.0,8.0,,7.0,5.0,3.0,,,,2.0,,,59.0,35.0,20.0,1.0,1.0,1.0,,,179.0,150.0,1.0,21.0,23.0,42.5,2.0,,2.0,0.0,,,,73.0,3.0,1.0,,,2.0,7.0,,1.0,64.0,,12.0,128.0,39.0,54.0,5.0,4.0,20.0,16.0,3.0,123.0,5.0,231.0,7.0,1.0,33.0,9.0,60.0,2.0,339.0,,0.0,12.0,22.0,,19.0,1.0,543.0,,10.0,3.0,4.0,14.0,0.0
442226,23.0,2013-01-19 17:30:00,35,West Brom,Home,113.0,8.0,3.0,10.0,7.0,,,199.0,3.0,,5.0,5.0,7.0,30.0,302.0,,1.0,19.0,23.0,14.0,22.0,1.0,,2.0,,,,,,,,,1.0,23.0,,,,,,1.0,10.0,5.0,,,,49.0,51.0,2.0,1.0,1.0,4.0,8.0,11.0,,,8.0,18.0,7.0,,13.0,2.0,58.0,51.0,4.0,15.0,7.0,,,76.0,8.0,10.0,1.0,1.0,2.0,,148.0,2.0,,2.0,1.0,1.0,,5.0,,,1.0,1.0,,,,,16.0,,8.0,8.0,,5.0,91.0,68.0,35.0,8.0,1.0,12.0,13.0,6.0,,,,4.0,3.0,,82.0,58.0,17.0,,,,,,144.0,132.0,1.0,27.0,17.0,57.4,,,2.0,0.0,,,,86.0,3.0,1.0,,,2.0,15.0,2.0,3.0,129.0,,25.0,124.0,17.0,27.0,13.0,7.0,34.0,27.0,2.0,170.0,3.0,284.0,1.0,,26.0,8.0,48.0,2.0,374.0,,0.0,29.0,17.0,2.0,22.0,3.0,580.0,,10.0,10.0,8.0,14.0,0.0
442237,24.0,2013-01-30 19:45:00,35,West Brom,Away,147.0,10.0,,1.0,1.0,1.0,,138.0,7.0,1.0,5.0,9.0,7.0,26.0,284.0,1.0,,24.0,17.0,19.0,5.0,,,,,1.0,,1.0,,,,,,6.0,,,1.0,,,,9.0,7.0,,,,52.0,54.0,,,1.0,1.0,2.0,5.0,,,2.0,9.0,4.0,,11.0,2.0,53.0,56.0,1.0,17.0,7.0,,,47.0,15.0,10.0,1.0,1.0,,1.0,148.0,,,,,,,14.0,,,1.0,1.0,,,,,15.0,1.0,12.0,11.0,2.0,5.0,102.0,85.0,44.0,5.0,,2.0,3.0,2.0,,,,2.0,5.0,,67.0,24.0,13.0,1.0,1.0,1.0,,,166.0,153.0,,24.0,24.0,44.1,1.0,,,0.0,,,,75.0,2.0,2.0,,,,3.0,,3.0,61.0,,5.0,171.0,23.0,30.0,7.0,2.0,15.0,13.0,,92.0,7.0,221.0,1.0,1.0,28.0,7.0,45.0,6.0,377.0,2.0,0.0,7.0,25.0,,30.0,2.0,563.0,,6.0,2.0,2.0,18.0,0.0
442246,25.0,2013-02-03 13:30:00,35,West Brom,Home,118.0,6.0,,,,4.0,,70.0,5.0,1.0,2.0,5.0,3.0,9.0,188.0,,3.0,21.0,16.0,23.0,4.0,,,,,,,,,,,,1.0,5.0,,,,,,,10.0,11.0,,,,31.0,37.0,1.0,2.0,,6.0,,15.0,,,2.0,2.0,2.0,,9.0,4.0,51.0,54.0,6.0,15.0,7.0,,,45.0,10.0,8.0,,2.0,2.0,,102.0,,,,,,,13.0,,,,,,,,1.0,19.0,,12.0,9.0,1.0,2.0,69.0,75.0,31.0,17.0,,1.0,3.0,3.0,,,,7.0,,,39.0,17.0,12.0,,,,,,139.0,124.0,2.0,17.0,15.0,30.3,,,,0.0,,,,61.0,4.0,2.0,,1.0,,2.0,,3.0,34.0,,4.0,136.0,21.0,30.0,5.0,2.0,8.0,6.0,,70.0,8.0,135.0,,1.0,22.0,4.0,35.0,6.0,263.0,,1.0,5.0,20.0,4.0,28.0,1.0,438.0,,9.0,3.0,2.0,18.0,0.0
442251,26.0,2013-02-11 20:00:00,35,West Brom,Away,141.0,13.0,1.0,2.0,1.0,,,145.0,4.0,,6.0,9.0,19.0,25.0,284.0,,1.0,14.0,13.0,12.0,2.0,,,2.0,,,,,,,,,,4.0,,,,,,,12.0,13.0,,,,72.0,55.0,1.0,,1.0,5.0,1.0,8.0,,1.0,5.0,5.0,1.0,1.0,14.0,4.0,49.0,55.0,5.0,24.0,11.0,,,59.0,11.0,9.0,1.0,,,,140.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,,,1.0,4.0,,,,2.0,16.0,,21.0,13.0,2.0,6.0,83.0,82.0,38.0,13.0,,1.0,3.0,3.0,,,,9.0,2.0,,44.0,43.0,15.0,,1.0,1.0,1.0,,163.0,155.0,3.0,18.0,23.0,41.5,,,1.0,0.0,,,,82.0,6.0,1.0,,,2.0,1.0,,2.0,64.0,,4.0,167.0,28.0,32.0,15.0,5.0,11.0,6.0,3.0,107.0,2.0,221.0,4.0,,39.0,20.0,56.0,1.0,377.0,1.0,0.0,5.0,24.0,1.0,18.0,4.0,589.0,,20.0,10.0,5.0,19.0,0.0
442267,27.0,2013-02-23 15:00:00,35,West Brom,Home,151.0,23.0,,9.0,9.0,3.0,3.0,264.0,5.0,,4.0,13.0,21.0,26.0,406.0,,,12.0,13.0,21.0,11.0,2.0,,2.0,,,,1.0,,,,,,14.0,1.0,,,,,2.0,9.0,4.0,,,,77.0,51.0,1.0,1.0,1.0,8.0,4.0,7.0,1.0,2.0,5.0,13.0,2.0,,5.0,2.0,46.0,56.0,8.0,15.0,7.0,,1.0,73.0,14.0,9.0,2.0,6.0,4.0,1.0,187.0,,,,,,1.0,12.0,,,1.0,3.0,,,,,15.0,,10.0,7.0,,4.0,120.0,83.0,56.0,5.0,,9.0,4.0,6.0,,,,4.0,4.0,,74.0,64.0,21.0,,,,,1.0,149.0,136.0,6.0,14.0,23.0,58.9,,,,0.0,,,,103.0,3.0,1.0,,1.0,2.0,9.0,1.0,3.0,135.0,,13.0,170.0,38.0,28.0,11.0,5.0,24.0,19.0,2.0,177.0,9.0,341.0,4.0,,28.0,23.0,41.0,,487.0,,0.0,19.0,22.0,,16.0,2.0,677.0,,13.0,4.0,5.0,16.0,0.0
442270,28.0,2013-03-02 15:00:00,35,West Brom,Away,171.0,17.0,4.0,5.0,1.0,1.0,,169.0,2.0,,7.0,14.0,19.0,32.0,335.0,,,9.0,7.0,12.0,2.0,1.0,,,,,2.0,2.0,,,,,,2.0,,,,,,,15.0,9.0,,,,60.0,59.0,,,,3.0,,7.0,,,7.0,9.0,1.0,,11.0,4.0,47.0,48.0,3.0,12.0,10.0,,,50.0,17.0,12.0,,3.0,1.0,2.0,157.0,,,,,,,6.0,,,,2.0,,,,2.0,16.0,,11.0,8.0,,8.0,104.0,97.0,56.0,9.0,,2.0,1.0,3.0,,,,9.0,1.0,,62.0,51.0,8.0,,,,,,148.0,140.0,1.0,26.0,20.0,47.1,,,,0.0,,,,98.0,6.0,2.0,,,,4.0,,3.0,79.0,,3.0,196.0,33.0,20.0,13.0,7.0,18.0,11.0,,106.0,7.0,241.0,2.0,,29.0,20.0,55.0,1.0,419.0,1.0,0.0,7.0,18.0,,15.0,2.0,585.0,,12.0,6.0,7.0,14.0,0.0
442287,29.0,2013-03-09 15:00:00,35,West Brom,Home,177.0,11.0,1.0,2.0,1.0,2.0,,182.0,1.0,,6.0,10.0,17.0,16.0,357.0,,,8.0,23.0,13.0,8.0,1.0,,,,,,,,,,,,11.0,,1.0,,,,,7.0,4.0,,,,78.0,60.0,,1.0,,4.0,3.0,5.0,,,3.0,3.0,5.0,,9.0,,53.0,50.0,4.0,8.0,4.0,,,67.0,11.0,10.0,1.0,3.0,1.0,,175.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,1.0,6.0,,23.0,18.0,2.0,6.0,94.0,84.0,40.0,3.0,,3.0,7.0,5.0,,,,3.0,5.0,,48.0,48.0,11.0,,,,,1.0,150.0,147.0,6.0,21.0,24.0,44.2,,,,0.0,,,,104.0,,1.0,,,,6.0,,3.0,75.0,,10.0,196.0,27.0,11.0,14.0,3.0,12.0,9.0,,128.0,5.0,267.0,,,31.0,18.0,48.0,1.0,451.0,1.0,0.0,14.0,19.0,,12.0,1.0,613.0,,13.0,8.0,3.0,15.0,0.0
442294,30.0,2013-03-16 15:00:00,35,West Brom,Away,126.0,14.0,,2.0,2.0,,,172.0,7.0,1.0,5.0,7.0,9.0,26.0,296.0,,,17.0,28.0,22.0,6.0,,,,,,,1.0,,1.0,,,,8.0,,,,,,,11.0,6.0,,,,53.0,48.0,,,,6.0,1.0,5.0,,,1.0,13.0,2.0,,11.0,,62.0,48.0,6.0,21.0,11.0,,1.0,80.0,11.0,15.0,,3.0,1.0,1.0,146.0,,,,,,,14.0,,,,5.0,,,,,26.0,,7.0,4.0,,6.0,79.0,78.0,37.0,7.0,,2.0,4.0,4.0,,,,7.0,3.0,,78.0,43.0,12.0,,,,,,165.0,145.0,2.0,17.0,19.0,51.5,,,,0.0,,,,98.0,1.0,,,1.0,,4.0,,3.0,80.0,,6.0,147.0,28.0,41.0,9.0,1.0,17.0,16.0,,123.0,5.0,246.0,6.0,1.0,33.0,11.0,55.0,2.0,376.0,,0.0,9.0,9.0,,24.0,2.0,565.0,,12.0,2.0,1.0,7.0,0.0
442307,31.0,2013-03-30 15:00:00,35,West Brom,Away,157.0,14.0,,1.0,1.0,2.0,,222.0,6.0,,6.0,11.0,10.0,32.0,378.0,,,22.0,13.0,10.0,13.0,,,,1.0,,1.0,2.0,,1.0,1.0,,,16.0,1.0,,,,,,8.0,6.0,,,,67.0,40.0,,,1.0,2.0,5.0,4.0,,,3.0,6.0,6.0,,9.0,,43.0,45.0,2.0,8.0,4.0,,1.0,91.0,14.0,10.0,,4.0,2.0,2.0,185.0,,,,,,,11.0,,,,3.0,,,,1.0,10.0,1.0,2.0,2.0,,8.0,113.0,70.0,44.0,5.0,1.0,5.0,8.0,7.0,,,,3.0,1.0,,61.0,45.0,19.0,,,,,1.0,163.0,154.0,,15.0,17.0,60.5,,,,0.0,,,,106.0,2.0,,,,,7.0,,3.0,101.0,,13.0,182.0,35.0,17.0,12.0,3.0,17.0,14.0,,150.0,8.0,306.0,3.0,,25.0,12.0,52.0,2.0,471.0,2.0,1.0,19.0,17.0,,25.0,1.0,643.0,,19.0,8.0,3.0,14.0,0.0
442318,32.0,2013-04-06 15:00:00,35,West Brom,Home,159.0,27.0,3.0,5.0,2.0,2.0,,206.0,3.0,,4.0,5.0,8.0,33.0,360.0,,,12.0,13.0,11.0,7.0,3.0,3.0,,,,2.0,3.0,,,,,,12.0,1.0,,,,,,9.0,2.0,12.0,7.0,,78.0,57.0,1.0,2.0,1.0,2.0,1.0,6.0,,,6.0,14.0,9.0,,9.0,2.0,40.0,45.0,2.0,9.0,4.0,,,89.0,7.0,15.0,,4.0,1.0,3.0,195.0,,,,,,,7.0,,,,,,,,1.0,9.0,,10.0,8.0,,4.0,87.0,72.0,44.0,4.0,1.0,8.0,2.0,5.0,430.0,,,,,,70.0,57.0,51.0,,,,,1.0,152.0,152.0,3.0,26.0,23.0,51.9,,,,0.0,,,,89.0,3.0,1.0,4.0,,,13.0,,2.0,104.0,348.0,10.0,175.0,55.0,14.0,10.0,6.0,30.0,24.0,,156.0,7.0,304.0,,,20.0,9.0,64.0,6.0,449.0,1.0,0.0,19.0,15.0,,15.0,2.0,621.0,25.0,14.0,4.0,6.0,13.0,0.0
442323,36.0,2013-05-07 19:45:00,35,West Brom,Away,131.0,17.0,1.0,4.0,3.0,2.0,1.0,171.0,5.0,,7.0,6.0,19.0,30.0,298.0,1.0,,23.0,20.0,17.0,13.0,1.0,,,,1.0,,2.0,,,1.0,,,14.0,,,1.0,,,3.0,15.0,9.0,,,,52.0,51.0,,,,4.0,5.0,5.0,,1.0,8.0,11.0,4.0,,9.0,,49.0,46.0,4.0,11.0,5.0,,1.0,72.0,10.0,10.0,,4.0,2.0,2.0,141.0,,,,,,,12.0,,,,1.0,,,,1.0,14.0,1.0,9.0,9.0,2.0,7.0,84.0,74.0,37.0,6.0,,5.0,9.0,7.0,,,,9.0,2.0,,56.0,38.0,29.0,,,,,,160.0,145.0,2.0,18.0,24.0,46.4,1.0,,,0.0,,,,101.0,3.0,3.0,,,,8.0,1.0,3.0,75.0,,14.0,146.0,39.0,26.0,13.0,8.0,25.0,17.0,,120.0,5.0,257.0,2.0,,16.0,19.0,56.0,1.0,378.0,1.0,0.0,20.0,12.0,,28.0,1.0,585.0,,14.0,7.0,8.0,10.0,0.0
442337,34.0,2013-04-20 15:00:00,35,West Brom,Home,148.0,20.0,4.0,8.0,4.0,3.0,,136.0,2.0,,9.0,7.0,8.0,36.0,276.0,,,27.0,25.0,20.0,4.0,4.0,,,,,,,,,,,1.0,5.0,,,1.0,,,1.0,6.0,4.0,,,,63.0,55.0,3.0,3.0,1.0,2.0,1.0,2.0,,1.0,15.0,12.0,6.0,1.0,20.0,1.0,64.0,52.0,2.0,10.0,6.0,,2.0,72.0,9.0,10.0,,3.0,3.0,,137.0,1.0,,1.0,1.0,,,7.0,,,1.0,3.0,,,,,16.0,1.0,3.0,2.0,,9.0,77.0,88.0,39.0,2.0,,5.0,4.0,4.0,,,,,2.0,,41.0,45.0,17.0,,,,,,191.0,179.0,3.0,21.0,23.0,57.2,1.0,,,0.0,,,,86.0,2.0,3.0,,,,6.0,,3.0,68.0,,9.0,166.0,39.0,22.0,16.0,15.0,36.0,21.0,,112.0,5.0,233.0,3.0,,34.0,8.0,66.0,6.0,363.0,,0.0,11.0,14.0,,37.0,0.0,573.0,,13.0,8.0,15.0,12.0,0.0
442346,35.0,2013-04-27 15:00:00,35,West Brom,Away,88.0,10.0,3.0,5.0,2.0,3.0,1.0,94.0,8.0,,5.0,11.0,2.0,20.0,177.0,,,26.0,16.0,14.0,5.0,,,1.0,,,,,,,,,2.0,7.0,,,,,,,6.0,11.0,,,,40.0,42.0,5.0,5.0,3.0,7.0,1.0,10.0,,,6.0,7.0,4.0,,11.0,,51.0,46.0,7.0,14.0,11.0,,,54.0,11.0,9.0,3.0,1.0,1.0,,129.0,2.0,,2.0,2.0,,,16.0,,,2.0,4.0,,,,,25.0,,3.0,3.0,1.0,5.0,42.0,78.0,32.0,7.0,,1.0,6.0,8.0,,,,2.0,,,64.0,18.0,16.0,,,,,,170.0,153.0,2.0,18.0,11.0,38.3,,,,0.0,,,,61.0,2.0,1.0,,1.0,1.0,1.0,,3.0,61.0,,7.0,110.0,24.0,31.0,10.0,6.0,18.0,12.0,1.0,108.0,8.0,180.0,4.0,,33.0,2.0,48.0,4.0,272.0,,1.0,10.0,16.0,,34.0,2.0,468.0,,11.0,7.0,6.0,11.0,0.0
442357,36.0,2013-05-04 15:00:00,35,West Brom,Home,141.0,17.0,2.0,5.0,3.0,5.0,2.0,169.0,2.0,,3.0,7.0,13.0,33.0,305.0,1.0,,25.0,6.0,9.0,9.0,3.0,,,,,1.0,1.0,,,,,,13.0,,,,,,2.0,8.0,6.0,,,,66.0,53.0,2.0,1.0,1.0,4.0,5.0,12.0,,1.0,7.0,11.0,2.0,1.0,12.0,2.0,43.0,40.0,4.0,11.0,7.0,,,60.0,9.0,7.0,1.0,3.0,2.0,1.0,144.0,2.0,1.0,2.0,1.0,1.0,,10.0,,,1.0,4.0,,,,,13.0,,8.0,7.0,,4.0,96.0,84.0,47.0,5.0,,4.0,10.0,8.0,,,,3.0,2.0,,60.0,28.0,27.0,,,,,,152.0,142.0,6.0,19.0,23.0,47.9,,,,0.0,,,,87.0,1.0,1.0,,,,5.0,,3.0,80.0,,14.0,153.0,34.0,21.0,8.0,5.0,20.0,15.0,,134.0,6.0,260.0,4.0,,20.0,13.0,53.0,,393.0,3.0,0.0,18.0,20.0,,28.0,4.0,567.0,,9.0,4.0,7.0,16.0,0.0
442364,37.0,2013-05-12 15:00:00,35,West Brom,Away,149.0,14.0,,1.0,1.0,,,220.0,6.0,,5.0,9.0,22.0,25.0,368.0,,,18.0,14.0,15.0,6.0,,,,,,,,1.0,,,,,8.0,,,,,,,7.0,6.0,,,,60.0,51.0,,,,3.0,2.0,3.0,,,2.0,14.0,4.0,,11.0,2.0,40.0,54.0,3.0,16.0,10.0,1.0,,62.0,7.0,11.0,,2.0,1.0,,160.0,,,,,,,9.0,,,,1.0,,,,,27.0,,5.0,4.0,1.0,5.0,114.0,88.0,52.0,8.0,,1.0,5.0,4.0,,,,1.0,1.0,1.0,53.0,63.0,18.0,,,,,,156.0,136.0,2.0,16.0,27.0,51.9,,,,0.0,,,,117.0,2.0,2.0,,1.0,,2.0,,3.0,89.0,,6.0,166.0,33.0,36.0,16.0,2.0,21.0,19.0,,128.0,9.0,306.0,2.0,,25.0,22.0,49.0,2.0,451.0,,0.0,8.0,17.0,,21.0,1.0,628.0,,8.0,11.0,2.0,12.0,0.0
442376,38.0,2013-05-19 16:00:00,35,West Brom,Home,93.0,14.0,1.0,6.0,5.0,3.0,1.0,167.0,2.0,,5.0,1.0,7.0,25.0,254.0,3.0,2.0,10.0,7.0,12.0,11.0,,,,,,,1.0,1.0,,,,1.0,15.0,,,,,,1.0,14.0,2.0,12.0,7.0,,34.0,46.0,7.0,4.0,3.0,3.0,6.0,6.0,,1.0,3.0,15.0,3.0,,9.0,1.0,40.0,43.0,3.0,7.0,4.0,,,49.0,12.0,7.0,,2.0,2.0,1.0,128.0,5.0,,4.0,5.0,,,8.0,,,5.0,2.0,,,,,10.0,,5.0,4.0,,6.0,82.0,51.0,33.0,5.0,2.0,6.0,10.0,6.0,303.0,,,5.0,,1.0,35.0,39.0,37.0,,,,,,118.0,110.0,5.0,17.0,14.0,35.4,,1.0,1.0,0.0,,,,77.0,1.0,1.0,2.0,,,7.0,1.0,3.0,97.0,247.0,16.0,105.0,19.0,15.0,11.0,1.0,21.0,20.0,,140.0,6.0,237.0,2.0,,6.0,7.0,40.0,4.0,321.0,4.0,0.0,19.0,19.0,2.0,14.0,0.0,477.0,38.0,4.0,5.0,3.0,16.0,0.0
