matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360569,11.0,2011-11-05 15:00:00,35,West Brom,Away,112.0,18.0,1.0,2.0,1.0,2.0,,126.0,1.0,,6.0,7.0,20.0,20.0,236.0,,1.0,18.0,10.0,14.0,7.0,1.0,,,1.0,,1.0,,,,6.0,,,,,,,2.0,9.0,3.0,,63.0,63.0,,,,5.0,,3.0,2.0,,1.0,6.0,1.0,,10.0,1.0,43.0,53.0,5.0,19.0,10.0,,,53.0,13.0,12.0,,,4.0,2.0,1.0,137.0,,,,,,,8.0,,,,1.0,,,,1.0,16.0,,15.0,10.0,,6.0,74.0,71.0,34.0,4.0,,4.0,4.0,2.0,,,2.0,,,43.0,42.0,12.0,,,,,,150.0,142.0,3.0,30.0,22.0,33.3,,,,0.0,,,,52.0,2.0,,,,,,5.0,,3.0,62.0,8.0,139.0,41.0,27.0,17.0,1.0,10.0,9.0,,102.0,8.0,197.0,1.0,,22.0,21.0,41.0,6.0,326.0,,0.0,10.0,19.0,4.0,22.0,0.0,506.0,8.0,8.0,1.0,15.0,0.0
360587,12.0,2011-11-19 15:00:00,35,West Brom,Home,162.0,35.0,6.0,12.0,6.0,2.0,,234.0,1.0,,3.0,5.0,17.0,30.0,384.0,1.0,3.0,12.0,17.0,20.0,10.0,2.0,,,,,,,,,13.0,,,,,,,,7.0,3.0,,79.0,67.0,1.0,,1.0,3.0,,3.0,11.0,1.0,7.0,15.0,6.0,,14.0,2.0,59.0,59.0,3.0,17.0,11.0,,1.0,73.0,13.0,13.0,1.0,,2.0,1.0,,199.0,2.0,,2.0,2.0,,,6.0,,,2.0,2.0,,,,1.0,18.0,,14.0,11.0,,3.0,99.0,92.0,57.0,5.0,1.0,5.0,9.0,6.0,,,4.0,1.0,,101.0,34.0,36.0,1.0,1.0,1.0,,,185.0,174.0,1.0,33.0,26.0,53.8,,1.0,,0.0,,,,115.0,2.0,1.0,,,,,7.0,,2.0,126.0,14.0,191.0,47.0,28.0,11.0,6.0,28.0,22.0,,183.0,6.0,329.0,2.0,,24.0,21.0,44.0,2.0,492.0,1.0,0.0,16.0,20.0,5.0,15.0,1.0,693.0,20.0,6.0,7.0,18.0,0.0
360598,13.0,2011-11-26 15:00:00,35,West Brom,Home,99.0,15.0,,7.0,7.0,2.0,,197.0,7.0,,4.0,7.0,14.0,20.0,289.0,1.0,1.0,11.0,7.0,9.0,10.0,,,,,,,,,,11.0,,,,,,,,16.0,10.0,,49.0,51.0,,,,2.0,,2.0,9.0,,1.0,14.0,9.0,,13.0,2.0,47.0,51.0,2.0,14.0,5.0,,,72.0,11.0,13.0,,,,,,139.0,1.0,,1.0,1.0,,,11.0,,,1.0,2.0,,,,1.0,10.0,,11.0,10.0,1.0,5.0,96.0,76.0,44.0,10.0,1.0,4.0,7.0,5.0,,,6.0,2.0,,72.0,43.0,25.0,,1.0,1.0,1.0,,143.0,135.0,2.0,16.0,24.0,43.8,,,,0.0,,,,84.0,5.0,3.0,,,,,4.0,,3.0,102.0,11.0,116.0,26.0,22.0,13.0,,23.0,23.0,,145.0,6.0,275.0,2.0,,23.0,15.0,44.0,1.0,368.0,1.0,0.0,11.0,24.0,3.0,11.0,2.0,555.0,11.0,5.0,1.0,18.0,0.0
360605,14.0,2011-12-03 15:00:00,35,West Brom,Away,127.0,23.0,1.0,2.0,1.0,6.0,1.0,174.0,10.0,,4.0,14.0,17.0,20.0,299.0,,1.0,26.0,12.0,20.0,9.0,,,,,,2.0,,,1.0,11.0,,,,,,,2.0,3.0,8.0,,51.0,55.0,,,1.0,2.0,,5.0,8.0,,5.0,9.0,2.0,,11.0,,51.0,52.0,2.0,16.0,12.0,,,81.0,10.0,6.0,1.0,,5.0,2.0,2.0,164.0,,,,,,,16.0,,,1.0,,,,,1.0,16.0,,8.0,8.0,,4.0,100.0,93.0,52.0,3.0,,4.0,5.0,5.0,,,1.0,4.0,,57.0,59.0,22.0,,,,,,184.0,174.0,1.0,24.0,23.0,51.6,,,,0.0,,,,93.0,,1.0,,,1.0,,6.0,1.0,3.0,95.0,9.0,149.0,40.0,26.0,19.0,3.0,16.0,13.0,,158.0,17.0,275.0,,1.0,37.0,20.0,44.0,1.0,408.0,,0.0,16.0,18.0,2.0,30.0,3.0,609.0,14.0,8.0,5.0,15.0,0.0
360618,15.0,2011-12-10 15:00:00,35,West Brom,Home,116.0,20.0,6.0,15.0,9.0,5.0,,266.0,2.0,1.0,7.0,9.0,18.0,25.0,367.0,,,19.0,4.0,10.0,15.0,4.0,,1.0,,,2.0,,,,14.0,,,,,,,1.0,2.0,8.0,,57.0,64.0,1.0,1.0,,,,11.0,5.0,,13.0,16.0,11.0,1.0,12.0,,45.0,42.0,,3.0,1.0,,,81.0,12.0,8.0,,,3.0,1.0,2.0,165.0,,,,,,,4.0,,,,2.0,,,,1.0,2.0,1.0,26.0,18.0,,7.0,111.0,76.0,50.0,2.0,,9.0,10.0,3.0,,,3.0,2.0,,86.0,53.0,30.0,1.0,1.0,1.0,,,161.0,157.0,7.0,17.0,28.0,50.9,,,,0.0,,,,109.0,,2.0,,,,,9.0,,3.0,139.0,19.0,128.0,37.0,7.0,17.0,13.0,41.0,28.0,,186.0,9.0,355.0,2.0,1.0,20.0,19.0,42.0,3.0,442.0,,0.0,23.0,21.0,1.0,24.0,2.0,663.0,18.0,3.0,13.0,15.0,0.0
360620,16.0,2011-12-17 15:00:00,35,West Brom,Away,119.0,20.0,,4.0,4.0,2.0,1.0,232.0,1.0,1.0,10.0,7.0,21.0,26.0,347.0,,1.0,13.0,14.0,10.0,11.0,1.0,,,,,,,,,11.0,,,,,,,2.0,8.0,8.0,,71.0,65.0,1.0,1.0,,2.0,,4.0,6.0,,7.0,13.0,9.0,,9.0,1.0,43.0,35.0,2.0,15.0,13.0,,,67.0,13.0,7.0,1.0,,2.0,2.0,,163.0,1.0,,,1.0,,,4.0,,,1.0,3.0,,,,3.0,24.0,,14.0,11.0,,10.0,101.0,85.0,46.0,3.0,1.0,6.0,7.0,4.0,,,6.0,1.0,,82.0,77.0,21.0,,,,,,166.0,154.0,2.0,30.0,18.0,55.7,,,,0.0,,,,105.0,3.0,2.0,,,,,6.0,,3.0,120.0,13.0,138.0,33.0,27.0,10.0,7.0,31.0,24.0,,173.0,3.0,333.0,3.0,1.0,32.0,23.0,60.0,4.0,440.0,,0.0,14.0,12.0,3.0,17.0,1.0,627.0,9.0,6.0,7.0,10.0,0.0
360638,17.0,2011-12-21 19:45:00,35,West Brom,Away,132.0,18.0,,1.0,1.0,8.0,,150.0,5.0,2.0,1.0,5.0,24.0,20.0,281.0,1.0,2.0,15.0,12.0,10.0,11.0,,2.0,,,,,,,,12.0,,,,1.0,,,2.0,11.0,15.0,,51.0,59.0,3.0,1.0,2.0,6.0,,3.0,10.0,,1.0,6.0,4.0,1.0,5.0,2.0,41.0,48.0,6.0,13.0,7.0,,,65.0,11.0,9.0,1.0,,1.0,1.0,,149.0,3.0,,3.0,2.0,1.0,1.0,15.0,,,2.0,2.0,,,,,13.0,1.0,11.0,10.0,,1.0,93.0,95.0,46.0,10.0,1.0,7.0,7.0,5.0,,,10.0,1.0,,51.0,54.0,15.0,,,,,,159.0,146.0,,25.0,27.0,45.1,1.0,,,0.0,,,,82.0,1.0,2.0,,,,2.0,7.0,,3.0,61.0,14.0,156.0,34.0,26.0,8.0,1.0,12.0,11.0,3.0,101.0,9.0,231.0,3.0,2.0,26.0,24.0,48.0,4.0,375.0,1.0,0.0,15.0,24.0,4.0,21.0,0.0,574.0,12.0,5.0,1.0,15.0,0.0
360648,18.0,2011-12-26 15:00:00,35,West Brom,Home,74.0,12.0,,2.0,2.0,1.0,,101.0,5.0,,3.0,9.0,13.0,20.0,173.0,,,12.0,6.0,10.0,5.0,1.0,,,1.0,,1.0,,,,3.0,,,,,1.0,,1.0,7.0,10.0,,41.0,49.0,1.0,1.0,,4.0,,2.0,4.0,,5.0,9.0,3.0,,3.0,3.0,29.0,44.0,4.0,24.0,9.0,,,57.0,8.0,9.0,,,1.0,,1.0,94.0,,,,,,,12.0,,,,1.0,,,,,16.0,1.0,13.0,10.0,1.0,4.0,59.0,67.0,34.0,9.0,,4.0,2.0,1.0,,,4.0,1.0,,42.0,41.0,6.0,,,,,,137.0,123.0,1.0,26.0,11.0,27.4,1.0,1.0,,0.0,,,,44.0,,4.0,,,,,5.0,,2.0,47.0,6.0,89.0,27.0,38.0,12.0,4.0,16.0,12.0,,81.0,3.0,165.0,1.0,,25.0,13.0,38.0,2.0,238.0,,0.0,8.0,21.0,,17.0,0.0,426.0,17.0,4.0,5.0,18.0,0.0
360658,19.0,2012-01-01 12:30:00,35,West Brom,Home,159.0,12.0,1.0,4.0,3.0,2.0,,203.0,7.0,,6.0,7.0,12.0,32.0,358.0,,1.0,18.0,11.0,13.0,11.0,,,,,,,,,,12.0,,,,,,,1.0,11.0,4.0,,61.0,54.0,1.0,2.0,,5.0,,3.0,2.0,,2.0,8.0,8.0,,7.0,2.0,38.0,37.0,5.0,20.0,13.0,1.0,,83.0,11.0,8.0,,1.0,1.0,1.0,,174.0,,,,,,,8.0,,,,1.0,,,,1.0,21.0,,14.0,7.0,1.0,6.0,114.0,83.0,52.0,7.0,,8.0,3.0,,,,6.0,,,45.0,71.0,29.0,,,,,,164.0,152.0,1.0,22.0,23.0,51.0,,2.0,,0.0,,,,105.0,3.0,,,,,,10.0,,1.0,113.0,11.0,180.0,32.0,32.0,12.0,2.0,19.0,17.0,,165.0,7.0,293.0,1.0,,22.0,12.0,62.0,3.0,454.0,,0.0,13.0,12.0,2.0,21.0,0.0,640.0,18.0,4.0,2.0,9.0,0.0
360666,20.0,2012-01-03 19:45:00,35,West Brom,Away,103.0,7.0,3.0,3.0,,2.0,,112.0,3.0,1.0,3.0,6.0,8.0,19.0,212.0,,,9.0,9.0,7.0,3.0,1.0,,,,,,,,,,,,,,,,,8.0,12.0,,37.0,58.0,,,,4.0,,3.0,10.0,,7.0,2.0,,,4.0,1.0,47.0,35.0,4.0,20.0,11.0,,,64.0,15.0,3.0,,,,,,134.0,,,,,,,9.0,,,,1.0,,,,1.0,19.0,,21.0,16.0,1.0,3.0,65.0,71.0,31.0,14.0,,3.0,1.0,1.0,,,10.0,2.0,,39.0,38.0,15.0,,,,,,149.0,129.0,3.0,28.0,19.0,31.8,,1.0,,0.0,,,,60.0,1.0,3.0,,,,,4.0,,3.0,63.0,4.0,121.0,16.0,40.0,15.0,7.0,9.0,2.0,,111.0,9.0,184.0,1.0,1.0,27.0,9.0,44.0,3.0,296.0,1.0,0.0,8.0,20.0,1.0,11.0,5.0,482.0,12.0,5.0,7.0,15.0,0.0
360677,21.0,2012-01-14 15:00:00,35,West Brom,Home,152.0,31.0,3.0,9.0,6.0,2.0,,239.0,3.0,2.0,9.0,5.0,17.0,33.0,382.0,,1.0,23.0,7.0,9.0,12.0,2.0,,,,,1.0,,,,13.0,1.0,,,,,,,7.0,1.0,,59.0,64.0,2.0,2.0,1.0,2.0,,2.0,2.0,,10.0,18.0,6.0,,12.0,,38.0,44.0,2.0,10.0,6.0,,,81.0,6.0,15.0,1.0,,4.0,1.0,1.0,178.0,,,,,,,8.0,,,,2.0,,,,1.0,11.0,1.0,25.0,22.0,,9.0,133.0,88.0,44.0,5.0,,9.0,5.0,7.0,,,2.0,3.0,,94.0,57.0,23.0,,,,,1.0,183.0,173.0,2.0,23.0,28.0,54.7,,,,0.0,,,,111.0,1.0,,,,1.0,,10.0,,3.0,129.0,14.0,173.0,51.0,20.0,16.0,10.0,35.0,25.0,,182.0,4.0,343.0,3.0,2.0,30.0,19.0,58.0,1.0,481.0,1.0,0.0,19.0,16.0,7.0,24.0,0.0,708.0,14.0,4.0,10.0,12.0,0.0
