matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855277,11,2016-11-06 16:30:00,35,West Brom,Away,114.0,19.0,1.0,4.0,3.0,2.0,,136.0,6.0,,,11.0,11.0,34.0,246.0,,,15.0,23.0,36.0,5.0,2.0,2.0,,,,,,,,,,,9.0,,,,,,4.0,3.0,2.0,7.0,4.0,55.0,57.0,,,1.0,2.0,26.0,3.0,14.0,,1.0,6.0,10.0,6.0,,13.0,1.0,58.0,68.0,2.0,35.0,20.0,,,62.0,8.0,6.0,,2.0,1.0,,158.0,1.0,,1.0,1.0,,,12.0,2.0,1.0,1.0,20.0,,18.0,18.0,2.0,,66.0,94.0,38.0,5.0,2.0,3.0,5.0,5.0,327.0,,1.0,,53.0,49.0,30.0,,,,,163.0,163.0,6.0,26.0,16.0,40.9,,,,,26.0,0.0,79.0,1.0,,2.0,2.0,,3.0,,2.0,58.0,229.0,18.0,8.0,129.0,39.0,35.0,11.0,4.0,21.0,17.0,,113.0,18.0,250.0,1.0,,39.0,11.0,80.0,,358.0,,0.0,11.0,17.0,1.0,19.0,2.0,559.0,13.0,15.0,10.0,6.0,10.0,0.0
855291,12,2016-11-21 20:00:00,35,West Brom,Home,134.0,17.0,1.0,3.0,2.0,,1.0,182.0,1.0,1.0,,15.0,9.0,38.0,313.0,1.0,,16.0,28.0,26.0,7.0,1.0,3.0,1.0,,,,,,,,,,13.0,,,,,,7.0,2.0,3.0,7.0,9.0,80.0,58.0,1.0,,1.0,,14.0,2.0,2.0,,,4.0,15.0,7.0,,8.0,,52.0,56.0,,28.0,17.0,,,66.0,12.0,12.0,1.0,2.0,1.0,,152.0,3.0,,2.0,3.0,,1.0,4.0,4.0,1.0,,17.0,,7.0,7.0,2.0,,74.0,85.0,46.0,3.0,3.0,5.0,6.0,6.0,379.0,1.0,1.0,,56.0,65.0,35.0,,,,,139.0,139.0,3.0,27.0,20.0,45.5,,,,,14.0,0.0,95.0,,2.0,2.0,,1.0,8.0,,3.0,97.0,302.0,6.0,11.0,158.0,28.0,28.0,10.0,3.0,26.0,23.0,2.0,139.0,10.0,269.0,1.0,1.0,43.0,9.0,75.0,2.0,401.0,1.0,0.0,16.0,10.0,2.0,23.0,0.0,574.0,14.0,8.0,8.0,4.0,7.0,0.0
855295,13,2016-11-26 15:00:00,35,West Brom,Away,124.0,19.0,3.0,9.0,6.0,4.0,1.0,199.0,3.0,2.0,4.0,12.0,20.0,34.0,314.0,,,17.0,17.0,23.0,7.0,1.0,3.0,,,,,1.0,1.0,,,,,7.0,,,,,,5.0,4.0,6.0,7.0,4.0,62.0,68.0,3.0,2.0,1.0,2.0,14.0,2.0,2.0,,,6.0,17.0,10.0,1.0,8.0,3.0,38.0,53.0,2.0,24.0,19.0,,1.0,64.0,10.0,7.0,,2.0,1.0,1.0,154.0,1.0,1.0,1.0,,1.0,,5.0,,,,19.0,,12.0,12.0,2.0,4.0,93.0,73.0,35.0,2.0,,6.0,3.0,2.0,390.0,2.0,1.0,,50.0,70.0,40.0,,,,,141.0,141.0,4.0,34.0,20.0,46.7,,2.0,,,14.0,0.0,96.0,1.0,2.0,3.0,1.0,,7.0,,3.0,91.0,307.0,6.0,9.0,139.0,34.0,24.0,13.0,6.0,34.0,28.0,,134.0,12.0,300.0,,2.0,32.0,22.0,65.0,,405.0,,0.0,11.0,12.0,1.0,20.0,2.0,584.0,16.0,11.0,11.0,6.0,9.0,0.0
855310,14,2016-12-03 15:00:00,35,West Brom,Home,103.0,6.0,2.0,7.0,5.0,2.0,,89.0,2.0,,1.0,7.0,7.0,20.0,185.0,,,13.0,19.0,31.0,5.0,1.0,2.0,,1.0,,,,1.0,,,,,8.0,,,,,,9.0,10.0,7.0,6.0,5.0,44.0,71.0,1.0,,1.0,4.0,20.0,,4.0,,,3.0,11.0,4.0,1.0,10.0,2.0,46.0,56.0,4.0,41.0,23.0,,,65.0,12.0,6.0,,2.0,1.0,1.0,138.0,3.0,1.0,2.0,2.0,1.0,,6.0,1.0,,,23.0,,16.0,16.0,5.0,1.0,55.0,83.0,25.0,4.0,2.0,6.0,3.0,3.0,279.0,6.0,1.0,,60.0,40.0,25.0,,,,,155.0,155.0,4.0,35.0,24.0,40.3,,,,1.0,20.0,0.0,61.0,2.0,2.0,5.0,1.0,,8.0,,3.0,46.0,176.0,9.0,9.0,127.0,19.0,41.0,9.0,3.0,19.0,16.0,,95.0,7.0,190.0,,,44.0,7.0,76.0,1.0,298.0,,0.0,11.0,11.0,,21.0,2.0,487.0,13.0,9.0,8.0,3.0,8.0,0.0
855314,15,2016-12-11 12:00:00,35,West Brom,Away,85.0,9.0,,3.0,3.0,5.0,,101.0,6.0,,,9.0,5.0,21.0,183.0,,,24.0,18.0,19.0,4.0,,,,,,,,,,,,,6.0,,,,,,5.0,3.0,9.0,4.0,2.0,35.0,57.0,,,,5.0,14.0,,16.0,,,1.0,4.0,9.0,,9.0,1.0,58.0,56.0,5.0,18.0,11.0,1.0,,52.0,10.0,6.0,,,,,126.0,,,,,,,14.0,,,,11.0,,17.0,17.0,1.0,,69.0,71.0,33.0,3.0,,3.0,1.0,1.0,255.0,1.0,4.0,,37.0,48.0,17.0,,,,,149.0,149.0,4.0,26.0,17.0,33.1,,,,,14.0,0.0,53.0,,1.0,1.0,1.0,,5.0,,3.0,49.0,168.0,8.0,4.0,109.0,21.0,18.0,10.0,1.0,14.0,13.0,,99.0,14.0,188.0,,,36.0,6.0,61.0,2.0,283.0,1.0,0.0,6.0,26.0,,30.0,4.0,465.0,6.0,12.0,5.0,1.0,15.0,0.0
855326,16,2016-12-14 20:00:00,35,West Brom,Home,124.0,7.0,,5.0,5.0,2.0,1.0,136.0,,,2.0,16.0,12.0,33.0,255.0,,1.0,17.0,16.0,17.0,8.0,,,,,,,,,,1.0,,,12.0,,,,,1.0,3.0,8.0,1.0,8.0,5.0,59.0,63.0,3.0,1.0,2.0,5.0,19.0,4.0,8.0,,,,7.0,6.0,,18.0,2.0,57.0,49.0,5.0,50.0,31.0,,,68.0,8.0,8.0,3.0,2.0,1.0,,151.0,3.0,1.0,3.0,2.0,1.0,,3.0,2.0,2.0,,31.0,,20.0,20.0,2.0,2.0,70.0,81.0,32.0,11.0,,3.0,8.0,4.0,336.0,3.0,1.0,,32.0,57.0,24.0,,,,,144.0,144.0,5.0,34.0,16.0,39.5,,,,1.0,19.0,0.0,70.0,2.0,1.0,4.0,1.0,,5.0,,3.0,79.0,249.0,11.0,11.0,136.0,13.0,50.0,15.0,,14.0,14.0,,134.0,9.0,228.0,2.0,,62.0,14.0,85.0,3.0,350.0,,0.0,13.0,18.0,1.0,22.0,0.0,575.0,15.0,6.0,8.0,,14.0,0.0
855340,17,2016-12-17 17:30:00,35,West Brom,Home,115.0,22.0,2.0,4.0,2.0,4.0,1.0,194.0,2.0,1.0,1.0,17.0,6.0,42.0,305.0,,,16.0,17.0,22.0,5.0,2.0,1.0,,,,,,,,,,,7.0,,,,,2.0,4.0,5.0,5.0,5.0,5.0,62.0,60.0,1.0,1.0,,,13.0,3.0,4.0,,1.0,2.0,14.0,5.0,,9.0,1.0,45.0,56.0,,23.0,16.0,,,75.0,9.0,12.0,,3.0,2.0,,158.0,,,,,,,3.0,,,,16.0,,14.0,14.0,1.0,1.0,78.0,85.0,51.0,3.0,,5.0,2.0,1.0,382.0,1.0,1.0,,44.0,82.0,30.0,,,,,150.0,150.0,7.0,27.0,20.0,42.1,,,,,13.0,0.0,103.0,,3.0,3.0,2.0,,6.0,,3.0,102.0,291.0,3.0,7.0,131.0,34.0,23.0,16.0,2.0,23.0,21.0,,154.0,15.0,293.0,,1.0,39.0,8.0,71.0,3.0,401.0,1.0,0.0,10.0,13.0,,23.0,3.0,582.0,16.0,9.0,10.0,2.0,10.0,0.0
855342,18,2016-12-26 15:00:00,35,West Brom,Away,97.0,2.0,,5.0,5.0,1.0,1.0,79.0,4.0,1.0,2.0,16.0,8.0,26.0,171.0,,,8.0,18.0,15.0,2.0,,1.0,,,,,,,,,,,2.0,,,,,,1.0,17.0,9.0,3.0,,45.0,62.0,,1.0,,2.0,8.0,1.0,13.0,,,5.0,10.0,6.0,,12.0,7.0,51.0,52.0,2.0,30.0,15.0,,,50.0,7.0,12.0,,,1.0,,108.0,,,,,,,11.0,,,1.0,15.0,,21.0,21.0,8.0,2.0,44.0,70.0,28.0,6.0,,,2.0,1.0,221.0,7.0,1.0,,34.0,57.0,26.0,,,,,123.0,123.0,,34.0,15.0,24.4,,,,,8.0,0.0,49.0,7.0,3.0,10.0,1.0,,1.0,1.0,2.0,32.0,160.0,7.0,2.0,109.0,7.0,30.0,12.0,5.0,22.0,17.0,,71.0,5.0,159.0,,1.0,49.0,8.0,69.0,4.0,246.0,,0.0,3.0,16.0,,12.0,1.0,440.0,11.0,7.0,9.0,5.0,9.0,0.0
855359,19,2016-12-31 15:00:00,35,West Brom,Away,67.0,9.0,1.0,2.0,1.0,7.0,,110.0,3.0,1.0,2.0,9.0,4.0,25.0,175.0,,1.0,16.0,24.0,16.0,2.0,,1.0,,,,,,,,,,,5.0,,,,,1.0,7.0,5.0,5.0,3.0,4.0,53.0,62.0,1.0,1.0,,9.0,24.0,1.0,11.0,,,3.0,5.0,,,20.0,,73.0,57.0,9.0,28.0,16.0,,,64.0,17.0,12.0,1.0,2.0,3.0,,145.0,2.0,,2.0,2.0,,,15.0,2.0,6.0,,16.0,,16.0,16.0,2.0,3.0,42.0,85.0,41.0,8.0,1.0,1.0,3.0,3.0,245.0,2.0,2.0,,50.0,53.0,23.0,,,,,155.0,155.0,5.0,26.0,20.0,32.2,,,3.0,,24.0,0.0,38.0,,,,,,3.0,,3.0,55.0,162.0,13.0,4.0,91.0,15.0,28.0,11.0,3.0,11.0,8.0,,102.0,15.0,198.0,6.0,1.0,38.0,4.0,75.0,1.0,278.0,,0.0,7.0,22.0,1.0,24.0,3.0,484.0,9.0,9.0,9.0,3.0,18.0,0.0
855370,20,2017-01-02 15:00:00,35,West Brom,Home,124.0,14.0,3.0,8.0,5.0,2.0,,153.0,4.0,,2.0,12.0,14.0,36.0,269.0,,,7.0,23.0,13.0,5.0,,2.0,,,,,,,,,,,6.0,,,,,,3.0,9.0,8.0,6.0,2.0,55.0,56.0,1.0,,1.0,7.0,7.0,3.0,9.0,,,7.0,12.0,13.0,2.0,9.0,3.0,50.0,45.0,7.0,35.0,18.0,,,60.0,5.0,4.0,,,,,118.0,2.0,2.0,2.0,,2.0,,11.0,1.0,,,18.0,,16.0,16.0,4.0,2.0,84.0,81.0,45.0,9.0,1.0,,7.0,5.0,329.0,2.0,4.0,,35.0,70.0,28.0,,,,,136.0,136.0,2.0,29.0,20.0,41.0,,,3.0,,7.0,0.0,89.0,2.0,3.0,5.0,,,,,3.0,65.0,260.0,4.0,7.0,138.0,18.0,35.0,16.0,7.0,32.0,25.0,,108.0,9.0,240.0,,,39.0,15.0,73.0,,346.0,,0.0,8.0,18.0,,14.0,0.0,543.0,17.0,10.0,11.0,7.0,13.0,0.0
