matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803265,11,2015-10-31 15:00:00,35,West Brom,Home,122.0,5.0,2.0,8.0,6.0,2.0,,122.0,1.0,,6.0,11.0,5.0,24.0,236.0,,1.0,26.0,23.0,28.0,9.0,,,,,2.0,3.0,,,2.0,,,9.0,1.0,,,,,,2.0,10.0,3.0,,,41.0,61.0,,,1.0,6.0,20.0,3.0,2.0,,2.0,6.0,11.0,9.0,,23.0,2.0,53.0,67.0,6.0,21.0,13.0,,,63.0,3.0,11.0,1.0,,6.0,1.0,3.0,148.0,1.0,1.0,1.0,,1.0,5.0,,3.0,,14.0,,12.0,12.0,5.0,6.0,66.0,66.0,25.0,4.0,,5.0,5.0,6.0,314.0,5.0,1.0,,55.0,35.0,28.0,,,,1.0,164.0,158.0,5.0,30.0,14.0,47.7,,,20.0,0.0,75.0,2.0,,2.0,2.0,,5.0,,3.0,62.0,227.0,12.0,10.0,150.0,8.0,27.0,18.0,6.0,27.0,21.0,,110.0,11.0,207.0,3.0,,44.0,7.0,65.0,2.0,330.0,,0.0,14.0,12.0,1.0,38.0,0.0,565.0,,5.0,16.0,6.0,8.0,0.0
803281,12,2015-11-07 15:00:00,35,West Brom,Away,103.0,5.0,1.0,4.0,3.0,3.0,1.0,90.0,4.0,,4.0,17.0,4.0,26.0,189.0,,,8.0,21.0,22.0,2.0,1.0,,,,,1.0,,,,,,2.0,,,,,,1.0,6.0,7.0,6.0,,,43.0,69.0,1.0,1.0,,5.0,18.0,1.0,7.0,,,1.0,6.0,4.0,,15.0,1.0,53.0,64.0,5.0,21.0,9.0,1.0,1.0,62.0,10.0,11.0,,,3.0,2.0,1.0,153.0,,,,,,10.0,,1.0,,10.0,,26.0,26.0,3.0,4.0,50.0,87.0,35.0,5.0,,3.0,,,281.0,5.0,3.0,,16.0,75.0,20.0,1.0,1.0,1.0,,163.0,157.0,3.0,32.0,23.0,32.3,,,18.0,0.0,58.0,1.0,,1.0,,,3.0,,3.0,30.0,178.0,8.0,3.0,129.0,9.0,27.0,10.0,1.0,13.0,12.0,,81.0,8.0,188.0,1.0,,63.0,4.0,84.0,,304.0,1.0,1.0,4.0,21.0,,14.0,3.0,495.0,,9.0,10.0,2.0,16.0,0.0
803282,13,2015-11-21 15:00:00,35,West Brom,Home,78.0,8.0,1.0,2.0,1.0,2.0,1.0,84.0,3.0,2.0,1.0,10.0,4.0,19.0,160.0,,,6.0,14.0,13.0,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,6.0,7.0,4.0,,,38.0,65.0,,,,4.0,19.0,1.0,17.0,,,3.0,7.0,6.0,,8.0,1.0,58.0,44.0,4.0,22.0,14.0,,1.0,52.0,14.0,7.0,1.0,1.0,2.0,1.0,1.0,111.0,1.0,1.0,1.0,,1.0,10.0,,2.0,1.0,17.0,1.0,25.0,25.0,3.0,1.0,57.0,63.0,26.0,5.0,,1.0,1.0,1.0,218.0,1.0,1.0,,34.0,38.0,22.0,,1.0,1.0,,147.0,141.0,3.0,31.0,20.0,27.0,1.0,,19.0,0.0,40.0,1.0,1.0,2.0,1.0,,2.0,,3.0,42.0,148.0,11.0,2.0,98.0,22.0,28.0,11.0,3.0,17.0,14.0,,85.0,8.0,165.0,2.0,2.0,34.0,6.0,65.0,5.0,246.0,,0.0,4.0,20.0,,15.0,3.0,429.0,,10.0,5.0,3.0,13.0,0.0
803301,14,2015-11-29 14:05:00,35,West Brom,Away,92.0,8.0,,6.0,6.0,3.0,,105.0,4.0,1.0,3.0,17.0,4.0,35.0,191.0,,,22.0,19.0,16.0,5.0,,,,,1.0,1.0,,,,,,6.0,,,,,,,7.0,12.0,5.0,,,43.0,45.0,1.0,1.0,,2.0,16.0,,13.0,,,2.0,10.0,8.0,,17.0,3.0,67.0,56.0,2.0,20.0,10.0,,2.0,68.0,16.0,15.0,,,1.0,1.0,1.0,137.0,,,,,,12.0,,2.0,,12.0,,14.0,14.0,1.0,3.0,46.0,76.0,29.0,5.0,,3.0,2.0,3.0,245.0,3.0,1.0,,41.0,49.0,34.0,,,,,142.0,137.0,,15.0,23.0,39.1,,,16.0,0.0,48.0,2.0,3.0,5.0,,,4.0,,1.0,56.0,181.0,11.0,5.0,105.0,10.0,25.0,7.0,2.0,21.0,19.0,,105.0,8.0,190.0,2.0,1.0,51.0,6.0,83.0,2.0,274.0,,0.0,7.0,23.0,,27.0,2.0,479.0,,11.0,4.0,2.0,16.0,0.0
803310,15,2015-12-05 15:00:00,35,West Brom,Home,73.0,6.0,2.0,6.0,4.0,2.0,1.0,125.0,3.0,2.0,5.0,15.0,2.0,27.0,192.0,,,19.0,10.0,15.0,6.0,,1.0,,1.0,,2.0,,1.0,,1.0,,8.0,,,,,,1.0,8.0,4.0,5.0,,,45.0,68.0,2.0,1.0,1.0,3.0,23.0,4.0,14.0,1.0,,3.0,11.0,7.0,,12.0,1.0,51.0,47.0,3.0,13.0,6.0,,,68.0,13.0,10.0,,,7.0,4.0,2.0,136.0,1.0,,1.0,1.0,,8.0,1.0,,,7.0,,25.0,25.0,4.0,5.0,59.0,77.0,35.0,6.0,1.0,2.0,5.0,4.0,269.0,4.0,3.0,,61.0,52.0,27.0,,,,,153.0,151.0,6.0,22.0,27.0,35.4,,,23.0,0.0,46.0,2.0,1.0,2.0,,1.0,3.0,,1.0,69.0,185.0,12.0,7.0,87.0,14.0,15.0,10.0,3.0,25.0,22.0,1.0,120.0,12.0,224.0,,2.0,49.0,2.0,75.0,2.0,286.0,,0.0,11.0,15.0,,24.0,3.0,485.0,,13.0,7.0,3.0,13.0,0.0
803321,16,2015-12-13 16:00:00,35,West Brom,Away,74.0,2.0,2.0,2.0,,4.0,,99.0,8.0,,,13.0,1.0,31.0,171.0,,,7.0,13.0,20.0,1.0,,,,,,,,,,,,2.0,,,,,,,3.0,13.0,15.0,,,31.0,55.0,1.0,,1.0,5.0,11.0,,13.0,,,4.0,5.0,3.0,2.0,15.0,2.0,52.0,40.0,5.0,37.0,20.0,,1.0,74.0,10.0,7.0,,,,1.0,,142.0,2.0,1.0,2.0,,2.0,16.0,,,1.0,21.0,,23.0,23.0,6.0,,51.0,90.0,43.0,4.0,,1.0,2.0,2.0,242.0,9.0,2.0,,35.0,60.0,17.0,,,,,158.0,154.0,4.0,29.0,11.0,29.6,,1.0,11.0,0.0,46.0,2.0,4.0,6.0,,,2.0,,1.0,44.0,156.0,8.0,3.0,91.0,9.0,41.0,7.0,4.0,13.0,9.0,,95.0,15.0,192.0,,,40.0,2.0,77.0,1.0,270.0,,0.0,4.0,9.0,1.0,16.0,0.0,457.0,,15.0,5.0,4.0,6.0,0.0
803323,17,2015-12-19 15:00:00,35,West Brom,Home,72.0,10.0,2.0,6.0,4.0,2.0,,117.0,1.0,,2.0,16.0,8.0,31.0,183.0,,,18.0,11.0,13.0,3.0,2.0,,,,,,,,,,,4.0,,,,,,1.0,9.0,7.0,9.0,,,38.0,49.0,1.0,1.0,,2.0,14.0,3.0,14.0,,,4.0,12.0,3.0,1.0,9.0,2.0,49.0,37.0,2.0,11.0,9.0,,2.0,62.0,12.0,9.0,,,2.0,1.0,,124.0,1.0,1.0,1.0,,1.0,5.0,,2.0,,11.0,,18.0,18.0,3.0,2.0,48.0,54.0,30.0,8.0,,1.0,5.0,2.0,234.0,4.0,2.0,,30.0,62.0,28.0,1.0,1.0,1.0,,127.0,120.0,2.0,23.0,15.0,32.6,,,14.0,0.0,47.0,1.0,3.0,4.0,,,2.0,1.0,3.0,63.0,171.0,6.0,6.0,89.0,12.0,18.0,8.0,4.0,20.0,16.0,,105.0,9.0,188.0,2.0,,40.0,8.0,66.0,,257.0,,2.0,7.0,10.0,,25.0,2.0,417.0,,11.0,5.0,4.0,8.0,0.0
803340,18,2015-12-26 15:00:00,35,West Brom,Away,129.0,20.0,2.0,5.0,3.0,6.0,,158.0,3.0,,3.0,12.0,16.0,39.0,282.0,1.0,,28.0,7.0,11.0,6.0,1.0,,,1.0,,1.0,,,,,,7.0,,,,,,,6.0,5.0,2.0,,,62.0,64.0,,,,2.0,18.0,3.0,8.0,,1.0,7.0,10.0,15.0,,10.0,,43.0,40.0,2.0,9.0,2.0,1.0,,81.0,13.0,10.0,,,3.0,1.0,1.0,162.0,,,,,,4.0,,,,2.0,,24.0,24.0,3.0,3.0,87.0,92.0,47.0,,,2.0,5.0,3.0,367.0,2.0,1.0,,51.0,69.0,36.0,,,,,174.0,173.0,5.0,20.0,31.0,44.5,,1.0,18.0,0.0,75.0,1.0,,1.0,3.0,,3.0,,3.0,81.0,269.0,12.0,7.0,148.0,41.0,10.0,10.0,6.0,32.0,26.0,,134.0,18.0,270.0,,,45.0,16.0,92.0,2.0,386.0,1.0,0.0,9.0,14.0,,36.0,3.0,586.0,,16.0,5.0,7.0,9.0,0.0
803347,19,2015-12-28 15:00:00,35,West Brom,Home,82.0,18.0,4.0,10.0,6.0,2.0,1.0,188.0,2.0,,,14.0,16.0,31.0,260.0,,2.0,21.0,10.0,18.0,13.0,2.0,,,,,1.0,,,,,,14.0,,,1.0,,,2.0,4.0,7.0,,,,45.0,55.0,2.0,1.0,1.0,5.0,17.0,12.0,5.0,,,18.0,19.0,6.0,,7.0,1.0,37.0,58.0,5.0,12.0,8.0,,,55.0,7.0,12.0,,,3.0,1.0,1.0,122.0,1.0,,1.0,1.0,,5.0,1.0,2.0,,10.0,1.0,16.0,16.0,2.0,,79.0,58.0,38.0,6.0,1.0,4.0,12.0,5.0,321.0,2.0,1.0,,22.0,84.0,52.0,,,,,159.0,155.0,2.0,16.0,32.0,51.7,1.0,,17.0,0.0,97.0,2.0,,2.0,1.0,,5.0,3.0,3.0,118.0,244.0,8.0,16.0,99.0,32.0,16.0,18.0,17.0,43.0,26.0,,165.0,10.0,287.0,2.0,,27.0,20.0,50.0,2.0,343.0,1.0,0.0,22.0,20.0,3.0,25.0,0.0,576.0,,17.0,10.0,18.0,16.0,0.0
803359,20,2016-01-02 15:00:00,35,West Brom,Home,92.0,18.0,1.0,7.0,6.0,5.0,3.0,180.0,2.0,,3.0,6.0,4.0,28.0,265.0,,,17.0,18.0,11.0,9.0,2.0,,,,,,,,,,,11.0,,,,,,2.0,5.0,6.0,4.0,,,55.0,48.0,,,1.0,2.0,10.0,6.0,7.0,,,4.0,12.0,2.0,1.0,6.0,2.0,44.0,47.0,2.0,13.0,4.0,,,67.0,7.0,13.0,,,5.0,5.0,,143.0,1.0,,1.0,1.0,,5.0,1.0,2.0,,5.0,,9.0,9.0,1.0,3.0,66.0,74.0,33.0,6.0,1.0,5.0,7.0,5.0,337.0,5.0,2.0,,52.0,66.0,38.0,,,,,145.0,142.0,4.0,18.0,18.0,45.7,,1.0,10.0,0.0,96.0,1.0,1.0,2.0,,,6.0,1.0,2.0,95.0,252.0,3.0,12.0,110.0,39.0,16.0,14.0,3.0,22.0,19.0,,148.0,8.0,272.0,2.0,,22.0,4.0,72.0,1.0,360.0,1.0,0.0,17.0,16.0,,24.0,1.0,537.0,,9.0,7.0,4.0,11.0,0.0
