matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321864,21.0,2011-01-01 12:45:00,35,West Brom,Home,128.0,16.0,2.0,6.0,4.0,1.0,,185.0,2.0,2.0,1.0,8.0,14.0,32.0,307.0,,,23.0,9.0,5.0,11.0,2.0,,,,,1.0,,,,,14.0,,1.0,,,,,1.0,5.0,1.0,,72.0,64.0,1.0,2.0,,4.0,7.0,8.0,,4.0,9.0,7.0,,10.0,2.0,44.0,42.0,4.0,13.0,8.0,,,94.0,9.0,14.0,,,4.0,3.0,1.0,172.0,,,,,,,7.0,,,1.0,,,,,,9.0,,25.0,20.0,2.0,1.0,74.0,84.0,40.0,5.0,1.0,6.0,7.0,3.0,,,,1.0,,66.0,61.0,14.0,,,,1.0,165.0,159.0,5.0,26.0,27.0,47.7,,,0.0,,,,84.0,2.0,,,,,11.0,1.0,3.0,100.0,13.0,145.0,35.0,19.0,15.0,4.0,23.0,19.0,,157.0,4.0,280.0,,2.0,35.0,14.0,67.0,1.0,402.0,,0.0,21.0,16.0,,28.0,1.0,604.0,17.0,7.0,4.0,12.0,0.0
321875,22.0,2011-01-04 20:00:00,35,West Brom,Away,181.0,16.0,,3.0,3.0,2.0,,179.0,5.0,1.0,3.0,10.0,42.0,44.0,357.0,,1.0,16.0,18.0,10.0,11.0,,1.0,,,,,,,,,16.0,,,,,,,,7.0,6.0,,86.0,68.0,1.0,1.0,,3.0,3.0,6.0,,4.0,7.0,6.0,,19.0,,72.0,51.0,3.0,24.0,13.0,1.0,2.0,76.0,11.0,7.0,,,2.0,1.0,,179.0,,,,,,,10.0,,,,1.0,,,,,21.0,,21.0,14.0,1.0,3.0,89.0,86.0,42.0,7.0,,6.0,5.0,3.0,,,2.0,1.0,,54.0,61.0,15.0,,,,,185.0,171.0,4.0,41.0,15.0,49.2,,2.0,0.0,,,,90.0,1.0,1.0,,,1.0,10.0,,3.0,90.0,11.0,203.0,32.0,38.0,22.0,3.0,17.0,14.0,1.0,131.0,4.0,258.0,1.0,1.0,34.0,42.0,81.0,2.0,444.0,,0.0,16.0,30.0,5.0,21.0,1.0,681.0,20.0,4.0,4.0,22.0,0.0
321884,23.0,2011-01-15 15:00:00,35,West Brom,Home,111.0,12.0,1.0,7.0,6.0,1.0,,158.0,4.0,5.0,4.0,13.0,5.0,32.0,262.0,,6.0,19.0,13.0,8.0,18.0,,1.0,,,,,,,,,20.0,,,,,,,,9.0,4.0,,44.0,61.0,4.0,2.0,3.0,5.0,6.0,8.0,,4.0,19.0,5.0,,13.0,,48.0,51.0,5.0,19.0,8.0,,1.0,74.0,12.0,9.0,2.0,,3.0,3.0,,165.0,2.0,,1.0,2.0,,,13.0,,,3.0,,,,,2.0,10.0,,15.0,11.0,1.0,4.0,75.0,81.0,41.0,4.0,1.0,8.0,12.0,7.0,,,2.0,2.0,,63.0,48.0,15.0,,,,,163.0,156.0,4.0,31.0,20.0,49.5,,,0.0,,,,62.0,,,,,1.0,8.0,1.0,3.0,96.0,20.0,131.0,21.0,26.0,16.0,4.0,31.0,27.0,1.0,142.0,7.0,246.0,,5.0,39.0,5.0,54.0,7.0,346.0,1.0,0.0,21.0,22.0,11.0,21.0,1.0,563.0,11.0,12.0,4.0,11.0,0.0
321889,24.0,2011-01-23 16:00:00,35,West Brom,Away,111.0,12.0,4.0,4.0,1.0,5.0,,195.0,1.0,2.0,6.0,6.0,12.0,26.0,302.0,,1.0,31.0,7.0,12.0,11.0,5.0,1.0,,,,3.0,1.0,,,,14.0,,,,,,,1.0,8.0,11.0,,52.0,55.0,,,,2.0,12.0,10.0,,9.0,8.0,5.0,,18.0,4.0,51.0,53.0,2.0,22.0,10.0,,2.0,60.0,7.0,4.0,,1.0,3.0,,3.0,153.0,,,,,,,6.0,,,,1.0,,,,,18.0,,13.0,11.0,1.0,6.0,96.0,76.0,36.0,9.0,,6.0,10.0,6.0,,,4.0,,1.0,70.0,47.0,15.0,,,,,186.0,169.0,2.0,35.0,10.0,55.4,,2.0,0.0,,,,102.0,4.0,1.0,,3.0,1.0,6.0,,2.0,107.0,16.0,148.0,25.0,39.0,21.0,9.0,21.0,13.0,1.0,141.0,11.0,276.0,1.0,2.0,26.0,14.0,48.0,2.0,403.0,,0.0,24.0,26.0,3.0,34.0,1.0,645.0,12.0,11.0,9.0,18.0,0.0
321903,25.0,2011-02-01 20:00:00,35,West Brom,Home,141.0,9.0,2.0,7.0,5.0,2.0,1.0,182.0,1.0,1.0,5.0,9.0,7.0,30.0,316.0,,1.0,17.0,11.0,16.0,12.0,4.0,1.0,,,,1.0,,,,1.0,13.0,,,,,,2.0,4.0,8.0,5.0,,54.0,69.0,1.0,,1.0,2.0,4.0,13.0,,8.0,13.0,5.0,,18.0,3.0,61.0,60.0,2.0,11.0,4.0,,1.0,77.0,14.0,13.0,2.0,,5.0,2.0,1.0,167.0,2.0,,2.0,1.0,1.0,1.0,5.0,,,1.0,1.0,,,,1.0,6.0,2.0,10.0,8.0,,5.0,94.0,92.0,47.0,5.0,,11.0,7.0,6.0,,,3.0,,,58.0,53.0,25.0,,,,,173.0,169.0,2.0,27.0,31.0,55.4,2.0,,0.0,,,,99.0,3.0,,,1.0,1.0,11.0,,3.0,93.0,18.0,154.0,24.0,15.0,19.0,7.0,26.0,20.0,2.0,146.0,5.0,286.0,1.0,1.0,29.0,7.0,62.0,3.0,414.0,,0.0,21.0,18.0,3.0,20.0,4.0,617.0,18.0,13.0,8.0,14.0,0.0
321910,26.0,2011-02-05 15:00:00,35,West Brom,Away,130.0,11.0,2.0,4.0,2.0,1.0,,192.0,8.0,1.0,4.0,1.0,13.0,26.0,318.0,,3.0,16.0,10.0,13.0,7.0,2.0,1.0,,2.0,1.0,4.0,,,,1.0,8.0,,,,,,,,12.0,4.0,,56.0,41.0,1.0,1.0,,2.0,3.0,8.0,,8.0,8.0,8.0,,13.0,3.0,44.0,49.0,1.0,6.0,3.0,,1.0,67.0,11.0,13.0,,,6.0,2.0,4.0,137.0,,,,,,,11.0,,,,,,,,1.0,8.0,,19.0,12.0,2.0,4.0,103.0,68.0,36.0,8.0,,6.0,3.0,4.0,,,4.0,2.0,,68.0,62.0,20.0,2.0,2.0,2.0,,138.0,127.0,1.0,19.0,15.0,47.5,,,0.0,,,,93.0,3.0,2.0,,1.0,1.0,9.0,,3.0,103.0,9.0,148.0,25.0,16.0,8.0,7.0,25.0,18.0,1.0,136.0,5.0,266.0,,1.0,15.0,13.0,49.0,1.0,389.0,,0.0,16.0,18.0,5.0,18.0,2.0,570.0,11.0,5.0,8.0,13.0,0.0
321926,27.0,2011-02-12 15:00:00,35,West Brom,Home,109.0,23.0,2.0,2.0,,1.0,,138.0,5.0,,4.0,19.0,13.0,42.0,245.0,,1.0,23.0,12.0,10.0,10.0,2.0,2.0,,,,,,,,,16.0,,,,,,,,15.0,6.0,,46.0,64.0,2.0,3.0,,6.0,4.0,11.0,1.0,4.0,5.0,2.0,,14.0,3.0,59.0,50.0,6.0,25.0,12.0,1.0,,67.0,12.0,14.0,,,2.0,2.0,,137.0,2.0,,1.0,2.0,,,7.0,,,2.0,1.0,,,,,17.0,,17.0,15.0,1.0,4.0,79.0,76.0,45.0,9.0,2.0,4.0,10.0,10.0,,,5.0,2.0,,54.0,34.0,11.0,,,,,148.0,131.0,3.0,31.0,24.0,40.9,,1.0,0.0,,,,56.0,5.0,1.0,,2.0,2.0,5.0,1.0,3.0,62.0,14.0,130.0,30.0,42.0,20.0,4.0,13.0,9.0,2.0,94.0,11.0,201.0,1.0,,41.0,13.0,68.0,3.0,318.0,,0.0,19.0,16.0,3.0,25.0,2.0,542.0,14.0,10.0,4.0,13.0,0.0
321932,28.0,2011-02-28 20:00:00,35,West Brom,Away,133.0,17.0,,5.0,5.0,3.0,1.0,189.0,1.0,1.0,4.0,4.0,13.0,29.0,317.0,,1.0,23.0,22.0,17.0,13.0,1.0,,,,,1.0,,,,,16.0,,,,1.0,,,1.0,4.0,4.0,,58.0,57.0,2.0,1.0,1.0,2.0,2.0,2.0,,,3.0,4.0,,11.0,1.0,57.0,70.0,1.0,18.0,12.0,,1.0,93.0,17.0,16.0,1.0,,4.0,5.0,1.0,169.0,1.0,,1.0,1.0,,,6.0,,,1.0,2.0,,,,2.0,28.0,1.0,11.0,8.0,,4.0,92.0,87.0,40.0,4.0,,5.0,10.0,11.0,,,2.0,3.0,,62.0,68.0,23.0,,,,,190.0,167.0,1.0,20.0,26.0,59.5,1.0,1.0,0.0,,,,107.0,1.0,1.0,,1.0,,6.0,,3.0,76.0,15.0,153.0,36.0,40.0,18.0,,12.0,12.0,,136.0,11.0,285.0,2.0,1.0,29.0,14.0,62.0,1.0,426.0,,0.0,19.0,25.0,2.0,30.0,2.0,645.0,17.0,11.0,,18.0,0.0
321938,29.0,2011-03-05 12:45:00,35,West Brom,Away,160.0,17.0,,5.0,5.0,2.0,,191.0,3.0,,3.0,5.0,23.0,26.0,346.0,,1.0,21.0,11.0,15.0,5.0,,,,,,,,,1.0,,9.0,,,,,,1.0,,5.0,7.0,,79.0,74.0,1.0,1.0,1.0,8.0,1.0,6.0,,3.0,8.0,7.0,,16.0,,51.0,53.0,7.0,15.0,11.0,,1.0,86.0,10.0,9.0,,,,,,178.0,3.0,,2.0,2.0,1.0,,7.0,,,2.0,2.0,,,,,24.0,1.0,22.0,18.0,,3.0,99.0,81.0,33.0,7.0,3.0,3.0,5.0,5.0,,,1.0,,,83.0,71.0,22.0,,,,,177.0,157.0,5.0,32.0,28.0,49.9,1.0,1.0,0.0,,,,96.0,,3.0,,,,4.0,,3.0,95.0,8.0,173.0,49.0,34.0,14.0,1.0,16.0,15.0,,162.0,7.0,295.0,2.0,,28.0,26.0,64.0,2.0,452.0,,0.0,10.0,23.0,5.0,27.0,1.0,667.0,4.0,6.0,3.0,18.0,0.0
321955,30.0,2011-03-19 15:00:00,35,West Brom,Home,97.0,10.0,1.0,2.0,1.0,2.0,,56.0,4.0,,,7.0,12.0,18.0,151.0,,,11.0,16.0,6.0,2.0,,1.0,,,,,,,,,3.0,,,,,,,,11.0,6.0,,41.0,69.0,1.0,1.0,,4.0,1.0,13.0,,2.0,7.0,,1.0,13.0,2.0,55.0,36.0,4.0,21.0,14.0,1.0,,52.0,10.0,7.0,1.0,,1.0,2.0,,117.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,,,1.0,2.0,,,,1.0,27.0,,28.0,24.0,1.0,,48.0,69.0,24.0,7.0,,1.0,3.0,2.0,,,4.0,3.0,,41.0,23.0,8.0,,,,,158.0,135.0,2.0,30.0,21.0,26.1,,,0.0,,,,26.0,3.0,1.0,,,1.0,1.0,,2.0,20.0,4.0,121.0,14.0,44.0,11.0,2.0,11.0,9.0,2.0,57.0,5.0,122.0,2.0,,36.0,14.0,51.0,5.0,232.0,,0.0,4.0,16.0,1.0,15.0,1.0,445.0,10.0,7.0,2.0,12.0,0.0
321964,31.0,2011-04-02 15:00:00,35,West Brom,Home,112.0,16.0,,2.0,2.0,2.0,,214.0,3.0,,9.0,11.0,16.0,24.0,324.0,,,13.0,10.0,8.0,12.0,2.0,2.0,,1.0,,2.0,,,,,15.0,2.0,,,,,,1.0,11.0,2.0,,59.0,59.0,,,2.0,5.0,6.0,3.0,1.0,,9.0,4.0,,12.0,5.0,49.0,53.0,4.0,8.0,6.0,,,93.0,10.0,14.0,,,6.0,3.0,2.0,150.0,,,,,,,8.0,,,,1.0,,,,,18.0,,17.0,14.0,1.0,9.0,98.0,69.0,38.0,5.0,2.0,2.0,12.0,10.0,,,1.0,1.0,,68.0,54.0,22.0,,,,2.0,153.0,139.0,4.0,23.0,22.0,50.7,,,0.0,,,,93.0,5.0,2.0,,,2.0,4.0,,2.0,125.0,14.0,127.0,32.0,21.0,26.0,,16.0,16.0,2.0,175.0,5.0,289.0,1.0,,31.0,17.0,53.0,1.0,400.0,,0.0,20.0,19.0,1.0,20.0,2.0,605.0,9.0,12.0,,15.0,0.0
321974,32.0,2011-04-09 15:00:00,35,West Brom,Away,103.0,15.0,1.0,3.0,2.0,5.0,1.0,150.0,9.0,,1.0,9.0,10.0,22.0,250.0,1.0,,21.0,17.0,22.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,9.0,,,,,,,2.0,6.0,5.0,,47.0,52.0,2.0,,2.0,3.0,1.0,10.0,,2.0,8.0,5.0,,16.0,,58.0,61.0,3.0,28.0,16.0,,,82.0,11.0,10.0,1.0,,1.0,2.0,1.0,170.0,3.0,,3.0,2.0,1.0,,13.0,,,2.0,,,,,1.0,32.0,,14.0,10.0,1.0,2.0,71.0,93.0,44.0,5.0,2.0,,8.0,8.0,,,5.0,1.0,1.0,49.0,40.0,19.0,,,,,185.0,157.0,,22.0,22.0,49.7,,2.0,0.0,,,,55.0,,,,1.0,1.0,3.0,,3.0,70.0,8.0,125.0,25.0,56.0,10.0,2.0,17.0,15.0,1.0,117.0,9.0,235.0,,,35.0,11.0,51.0,3.0,343.0,1.0,0.0,12.0,24.0,2.0,27.0,1.0,578.0,14.0,5.0,2.0,18.0,0.0
321984,33.0,2011-04-16 15:00:00,35,West Brom,Home,155.0,18.0,2.0,6.0,4.0,,,161.0,9.0,,10.0,3.0,12.0,20.0,310.0,,3.0,20.0,6.0,4.0,10.0,1.0,,,1.0,,1.0,,,,,12.0,,,,,,,,15.0,6.0,,62.0,59.0,1.0,,1.0,3.0,4.0,2.0,,3.0,7.0,5.0,,9.0,4.0,39.0,30.0,3.0,16.0,5.0,1.0,,74.0,8.0,9.0,1.0,,2.0,,1.0,157.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,11.0,,21.0,13.0,3.0,10.0,71.0,69.0,42.0,5.0,,7.0,5.0,2.0,,,2.0,3.0,,52.0,36.0,14.0,,,,,138.0,127.0,2.0,32.0,13.0,40.4,,,0.0,,,,100.0,3.0,2.0,,1.0,,8.0,1.0,3.0,82.0,12.0,175.0,34.0,27.0,18.0,3.0,15.0,12.0,,125.0,5.0,230.0,,,12.0,12.0,40.0,,390.0,,0.0,14.0,13.0,3.0,21.0,1.0,589.0,10.0,4.0,3.0,10.0,0.0
321995,34.0,2011-04-23 15:00:00,35,West Brom,Away,168.0,14.0,1.0,2.0,1.0,2.0,,129.0,8.0,,6.0,5.0,14.0,21.0,295.0,,,11.0,15.0,5.0,8.0,,1.0,,,,,,,,,11.0,,,,,,,,13.0,11.0,,54.0,68.0,2.0,2.0,,8.0,2.0,12.0,,1.0,4.0,1.0,,13.0,1.0,59.0,35.0,8.0,19.0,12.0,,,63.0,13.0,8.0,2.0,,,1.0,,152.0,2.0,,,2.0,,,12.0,,,2.0,,,,,2.0,23.0,,16.0,11.0,,6.0,82.0,75.0,44.0,11.0,,5.0,5.0,3.0,,,10.0,4.0,,42.0,30.0,13.0,,,,,137.0,124.0,,42.0,20.0,39.9,,2.0,0.0,,,,79.0,1.0,,,,1.0,6.0,,3.0,56.0,10.0,188.0,24.0,32.0,13.0,1.0,7.0,6.0,1.0,93.0,5.0,186.0,,,21.0,15.0,46.0,3.0,367.0,1.0,0.0,11.0,17.0,2.0,17.0,1.0,559.0,9.0,5.0,1.0,12.0,0.0
322005,35.0,2011-04-30 15:00:00,35,West Brom,Home,105.0,9.0,1.0,2.0,1.0,,,128.0,10.0,,1.0,6.0,9.0,15.0,231.0,,1.0,20.0,9.0,2.0,7.0,1.0,,,1.0,,1.0,1.0,,,,5.0,,,,,,,4.0,6.0,7.0,,29.0,37.0,1.0,1.0,1.0,2.0,2.0,4.0,,3.0,6.0,3.0,,14.0,3.0,50.0,32.0,2.0,13.0,10.0,,,58.0,13.0,10.0,1.0,,3.0,,1.0,138.0,,,,,,,18.0,,,1.0,1.0,,,,,19.0,,14.0,11.0,1.0,1.0,68.0,74.0,41.0,7.0,1.0,4.0,4.0,4.0,,,4.0,2.0,1.0,31.0,47.0,18.0,,,,,141.0,129.0,,17.0,15.0,41.0,,,0.0,,,,66.0,,3.0,1.0,1.0,,5.0,,3.0,62.0,8.0,127.0,20.0,25.0,14.0,2.0,11.0,9.0,,95.0,3.0,185.0,1.0,,21.0,10.0,34.0,2.0,301.0,,1.0,11.0,16.0,2.0,24.0,2.0,480.0,10.0,4.0,3.0,13.0,0.0
322016,36.0,2011-05-08 12:00:00,35,West Brom,Away,159.0,27.0,,3.0,3.0,3.0,,175.0,5.0,2.0,3.0,5.0,10.0,24.0,331.0,,1.0,28.0,15.0,8.0,11.0,,,,2.0,,2.0,,,,,11.0,1.0,,,1.0,,,,8.0,6.0,,44.0,60.0,1.0,1.0,1.0,1.0,3.0,8.0,,4.0,11.0,4.0,,16.0,3.0,60.0,54.0,1.0,15.0,4.0,1.0,,54.0,8.0,10.0,1.0,,5.0,2.0,2.0,161.0,,,,,,,8.0,,,,,,,,1.0,8.0,1.0,15.0,13.0,2.0,4.0,104.0,70.0,37.0,8.0,,6.0,5.0,4.0,,,3.0,4.0,,58.0,57.0,23.0,,,,1.0,171.0,164.0,1.0,33.0,19.0,54.6,1.0,2.0,0.0,,,,110.0,2.0,2.0,,1.0,,8.0,,3.0,107.0,11.0,185.0,39.0,22.0,35.0,3.0,20.0,17.0,,146.0,9.0,254.0,,2.0,18.0,12.0,38.0,2.0,419.0,,0.0,15.0,15.0,5.0,32.0,1.0,644.0,15.0,21.0,4.0,13.0,0.0
322025,37.0,2011-05-14 12:45:00,35,West Brom,Home,142.0,13.0,,3.0,3.0,5.0,,155.0,8.0,,4.0,7.0,12.0,32.0,294.0,,2.0,12.0,5.0,10.0,8.0,,,,1.0,,1.0,,,,1.0,12.0,,,,,,,,14.0,8.0,,62.0,49.0,3.0,3.0,1.0,3.0,4.0,5.0,,3.0,9.0,3.0,,12.0,2.0,41.0,45.0,3.0,28.0,18.0,,,50.0,15.0,9.0,,,1.0,2.0,1.0,147.0,1.0,,1.0,1.0,,,16.0,,,1.0,4.0,,,,,24.0,,10.0,5.0,,4.0,74.0,82.0,46.0,12.0,1.0,5.0,4.0,4.0,,,8.0,1.0,,49.0,57.0,18.0,,,,,132.0,122.0,,21.0,16.0,47.5,,1.0,0.0,,,,79.0,2.0,,,1.0,,7.0,,3.0,85.0,9.0,155.0,22.0,38.0,12.0,2.0,16.0,14.0,,117.0,6.0,223.0,4.0,,23.0,12.0,49.0,4.0,362.0,,0.0,15.0,18.0,6.0,16.0,2.0,564.0,8.0,8.0,2.0,16.0,0.0
322032,38.0,2011-05-22 16:00:00,35,West Brom,Away,148.0,18.0,3.0,6.0,3.0,1.0,1.0,141.0,9.0,1.0,4.0,5.0,7.0,17.0,283.0,,2.0,21.0,9.0,9.0,8.0,2.0,,,,,,1.0,,,,9.0,,,,,,,2.0,13.0,5.0,,44.0,47.0,5.0,3.0,2.0,5.0,2.0,9.0,1.0,6.0,6.0,1.0,,17.0,4.0,55.0,27.0,5.0,10.0,5.0,2.0,2.0,47.0,9.0,3.0,,,1.0,1.0,,134.0,3.0,,2.0,2.0,1.0,,14.0,,,2.0,1.0,,,,1.0,9.0,,9.0,8.0,3.0,4.0,77.0,62.0,44.0,7.0,3.0,6.0,7.0,6.0,,,3.0,1.0,1.0,41.0,43.0,14.0,,,,,134.0,123.0,3.0,26.0,12.0,45.4,,,0.0,,,,88.0,2.0,4.0,,,,8.0,,3.0,59.0,13.0,162.0,24.0,21.0,16.0,6.0,14.0,8.0,,95.0,3.0,195.0,1.0,1.0,18.0,7.0,35.0,5.0,343.0,,0.0,16.0,11.0,2.0,24.0,0.0,528.0,12.0,4.0,6.0,9.0,0.0
