playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulCrossesOpenPlay,throwInsToOppositionPlayer,unsuccessfulCrossesAndCorners,throwInsToOwnPlayer,offsides,lastPlayerTackle,goalKicks,cornersTakenInclShortCorners,successfulLaunches,gkSuccessfulDistribution,clearancesOffTheLine,handballsConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,penaltiesConceded,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,foulWonPenalty,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals
559962,Jamaldeen Jimoh-Aloba,Midfielder,A Villa,7,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2024-25,114.0,10.0,2.7076,0.0,10.0,5.0,5.0,1.968,33.0,21.0,9.0,83.0,34.0,34.0,27.0,106.0,789.0,1.0,1.0,6.0,7.0,29.0,2.0,,15.0,4.0,2230.0,4.0,12.0,139.0,3.0,37.0,122.0,651.0,63.0,1.0,35.2379,27.0,14.0,34.0,4.0,102.0,166.0,69.0,0.0,253.0,20.0,0.0,158.0,100.0,34.0,,1.0,9.0,,13.0,435.0,31.0,,42.0,4.0,224.0,17.0,0.0,754.0,16.0,23.0,239.0,24.0,20.0,2.0,281.0,43.0,14.0,32.0,184.0,1187.0,16.0,,6.0,2.0,263.0,27.0,3.1282,7.0,23.0,27.0,28.0,3.0,45.0,1.0,3.0,,,22.0,1.0,,,1.0,,,,,,,,,,,,,,4.0,,4.0,12.0,1.0,1.0,,1.0,1.0,0.102,2.0,,
515597,Lamare Bogarde,Midfielder,A Villa,7,Netherlands,2024-25,29.0,,0.1323,0.0,,1.0,,0.1033,14.0,1.0,,24.0,8.0,1.0,5.0,30.0,253.0,,,,3.0,12.0,,1.0,,,475.0,,6.0,33.0,1.0,3.0,27.0,220.0,4.0,,9.2244,2.0,12.0,11.0,,23.0,48.0,11.0,0.0,62.0,2.0,,87.0,13.0,8.0,1.0,,8.0,,1.0,106.0,10.0,,9.0,,50.0,6.0,0.0,239.0,,,47.0,6.0,2.0,3.0,96.0,8.0,1.0,3.0,22.0,348.0,3.0,,,1.0,117.0,5.0,0.041,2.0,6.0,6.0,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215711,Leon Bailey,Forward,A Villa,7,Jamaica,2024-25,78.0,2.0,2.9504,0.0,15.0,6.0,4.0,1.0057,7.0,13.0,5.0,72.0,24.0,6.0,14.0,79.0,352.0,1.0,0.0,7.0,10.0,15.0,,,3.0,5.0,1143.0,5.0,9.0,53.0,3.0,30.0,47.0,259.0,74.0,1.0,17.5281,14.0,8.0,19.0,8.0,69.0,16.0,18.0,1.0,131.0,6.0,1.0,67.0,59.0,24.0,,,2.0,1.0,24.0,189.0,16.0,,49.0,8.0,116.0,6.0,0.0,344.0,7.0,13.0,201.0,5.0,22.0,,144.0,12.0,3.0,14.0,125.0,600.0,12.0,3.0,7.0,1.0,87.0,2.0,1.7303,3.0,7.0,18.0,23.0,,31.0,1.0,3.0,,,17.0,,,,,,,,,,,,,,,,,,2.0,,1.0,8.0,,1.0,,2.0,2.0,0.1407,1.0,,
101188,Lucas Digne,Defender,A Villa,7,France,2024-25,95.0,23.0,4.0128,0.0,5.0,3.0,,0.2981,65.0,8.0,2.0,129.0,32.0,,28.0,169.0,980.0,,,5.0,4.0,67.0,4.0,1.0,35.0,2.0,2358.0,2.0,28.0,127.0,4.0,60.0,88.0,781.0,28.0,1.0,37.7047,32.0,84.0,36.0,,67.0,392.0,16.0,0.0,222.0,19.0,,288.0,104.0,32.0,1.0,,27.0,,9.0,426.0,32.0,,25.0,,155.0,39.0,0.0,935.0,5.0,16.0,363.0,38.0,9.0,4.0,31.0,21.0,25.0,30.0,269.0,1586.0,15.0,,5.0,24.0,420.0,16.0,0.8021,4.0,40.0,85.0,59.0,45.0,105.0,110.0,7.0,,2.0,57.0,4.0,2.0,,1.0,,,,,,,,,,,,,,4.0,,11.0,36.0,,,,5.0,5.0,0.3656,,,
174292,Marco Asensio,Forward,A Villa,7,Spain,2024-25,31.0,3.0,1.1638,0.0,5.0,11.0,1.0,5.1469,7.0,19.0,2.0,32.0,13.0,4.0,9.0,37.0,272.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,7.0,5.0,745.0,5.0,2.0,27.0,,14.0,27.0,230.0,30.0,,9.8568,15.0,3.0,8.0,3.0,29.0,49.0,8.0,1.0,58.0,6.0,2.0,76.0,28.0,13.0,3.0,,2.0,3.0,5.0,182.0,8.0,,13.0,3.0,56.0,,0.0,252.0,8.0,13.0,94.0,5.0,12.0,1.0,80.0,11.0,2.0,5.0,67.0,413.0,6.0,1.0,2.0,1.0,60.0,5.0,4.4274,2.0,5.0,7.0,16.0,,31.0,,2.0,,,23.0,,,,,,,,,,,,,,,,,,1.0,,2.0,10.0,,,,1.0,1.0,0.046,1.0,2.0,
176297,Marcus Rashford,Forward,A Villa,7,England,2024-25,78.0,10.0,2.0997,0.0,10.0,16.0,4.0,2.4884,17.0,25.0,9.0,84.0,25.0,33.0,16.0,96.0,446.0,6.0,4.0,2.0,9.0,21.0,2.0,1.0,15.0,4.0,1426.0,4.0,15.0,51.0,1.0,29.0,45.0,338.0,70.0,,6.5309,25.0,9.0,15.0,3.0,63.0,145.0,10.0,1.0,129.0,10.0,2.0,84.0,38.0,25.0,1.0,5.0,6.0,1.0,39.0,262.0,14.0,,46.0,3.0,108.0,6.0,0.0,434.0,9.0,18.0,209.0,11.0,18.0,,71.0,9.0,5.0,12.0,146.0,706.0,12.0,4.0,2.0,3.0,103.0,6.0,3.0632,2.0,12.0,18.0,24.0,,40.0,5.0,8.0,,,22.0,1.0,,,,,,,,,,,,,,,,,3.0,,6.0,12.0,,,,2.0,2.0,0.0874,1.0,1.0,1.0
199796,Matty Cash,Defender,A Villa,7,Poland,2024-25,84.0,5.0,1.2518,0.0,1.0,6.0,,0.9894,56.0,12.0,,85.0,27.0,1.0,24.0,118.0,764.0,1.0,0.0,1.0,3.0,40.0,5.0,2.0,5.0,3.0,2077.0,3.0,20.0,115.0,1.0,35.0,95.0,621.0,43.0,2.0,28.8922,10.0,58.0,22.0,,64.0,30.0,20.0,0.0,199.0,14.0,1.0,225.0,81.0,27.0,2.0,1.0,24.0,,16.0,299.0,21.0,,26.0,,159.0,20.0,0.0,741.0,6.0,11.0,259.0,32.0,19.0,8.0,314.0,27.0,23.0,25.0,195.0,1251.0,8.0,,1.0,16.0,352.0,16.0,0.4922,7.0,33.0,44.0,35.0,58.0,35.0,81.0,1.0,,,,5.0,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
244850,Morgan Rogers,Forward,A Villa,7,England,2024-25,272.0,4.0,5.243,0.0,21.0,20.0,3.0,7.7768,43.0,34.0,22.0,204.0,37.0,40.0,37.0,213.0,864.0,8.0,4.0,9.0,,65.0,5.0,4.0,4.0,8.0,3129.0,8.0,52.0,173.0,3.0,64.0,160.0,622.0,158.0,1.0,42.2796,42.0,18.0,40.0,12.0,220.0,213.0,51.0,1.0,445.0,19.0,4.0,247.0,119.0,37.0,4.0,5.0,21.0,3.0,74.0,430.0,37.0,,148.0,12.0,380.0,13.0,0.0,826.0,14.0,36.0,508.0,22.0,66.0,7.0,229.0,50.0,6.0,29.0,175.0,1527.0,18.0,1.0,9.0,3.0,225.0,25.0,6.5816,10.0,9.0,46.0,23.0,,23.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,10.0,,,,,1.0,,,,,5.0,,
516159,Oliwier Zych,Goalkeeper,A Villa,7,Poland,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178301,Ollie Watkins,Forward,A Villa,7,England,2024-25,185.0,,2.0685,0.0,17.0,40.0,5.0,15.4813,10.0,67.0,1.0,106.0,38.0,46.0,31.0,107.0,414.0,16.0,7.0,,7.0,126.0,4.0,,,24.0,2610.0,24.0,74.0,105.0,4.0,25.0,53.0,303.0,182.0,2.0,40.7319,17.0,14.0,40.0,17.0,111.0,111.0,33.0,6.0,290.0,8.0,9.0,69.0,43.0,38.0,,8.0,3.0,4.0,27.0,218.0,36.0,4.0,77.0,17.0,164.0,52.0,0.0,408.0,27.0,22.0,259.0,7.0,10.0,3.0,99.0,29.0,8.0,4.0,135.0,784.0,20.0,2.0,,,89.0,12.0,15.3791,2.0,1.0,15.0,7.0,,7.0,,16.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,12.0,2.0,2.0
244954,Pau Torres,Defender,A Villa,7,Spain,2024-25,51.0,1.0,0.4366,0.0,3.0,3.0,,0.6484,21.0,5.0,4.0,69.0,24.0,,23.0,145.0,1359.0,,,1.0,1.0,48.0,5.0,1.0,1.0,2.0,2020.0,2.0,29.0,61.0,5.0,9.0,42.0,1162.0,17.0,2.0,33.3162,3.0,74.0,33.0,2.0,22.0,621.0,7.0,0.0,112.0,5.0,,494.0,62.0,24.0,1.0,,6.0,,2.0,461.0,28.0,,7.0,2.0,64.0,19.0,0.0,1245.0,2.0,5.0,165.0,15.0,15.0,11.0,169.0,8.0,10.0,52.0,75.0,1561.0,1.0,1.0,1.0,25.0,753.0,4.0,0.5174,2.0,76.0,53.0,3.0,,3.0,3.0,,,47.0,,3.0,46.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,A Villa,7,Sweden,2024-25,,,0.0069,0.0,,,,,1.0,,,,4.0,,1.0,36.0,100.0,,,,3.0,,1.0,,,,225.0,,,1.0,1.0,,1.0,43.0,,1.0,6.3586,,3.0,6.0,,,17.0,,0.0,1.0,,,65.0,18.0,4.0,,,1.0,,,17.0,5.0,,,,1.0,,0.0,59.0,,,36.0,,,,18.0,,,21.0,,116.0,,,,18.0,47.0,,,0.0,36.0,5.0,,,,,,1.0,26.0,,5.0,16.0,,,,2.0,4.0,,1.0,,1.0,8.0,,1.0,11.0,2.0,4.0,,,,,,,,,,,,,
88894,Ross Barkley,Midfielder,A Villa,7,England,2024-25,29.0,,0.4328,0.0,4.0,6.0,1.0,2.1013,14.0,12.0,,49.0,20.0,6.0,3.0,56.0,392.0,3.0,0.0,2.0,17.0,10.0,1.0,1.0,,2.0,569.0,2.0,4.0,35.0,2.0,15.0,29.0,327.0,19.0,1.0,8.5578,8.0,5.0,10.0,2.0,25.0,115.0,3.0,0.0,64.0,6.0,3.0,97.0,43.0,20.0,1.0,2.0,11.0,,4.0,208.0,8.0,1.0,12.0,2.0,54.0,6.0,0.0,380.0,6.0,4.0,78.0,3.0,12.0,3.0,132.0,8.0,10.0,9.0,48.0,493.0,1.0,,2.0,1.0,128.0,6.0,1.7632,3.0,7.0,24.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
514287,Sil Swinkels,Defender,A Villa,7,Netherlands,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,A Villa,7,England,2024-25,27.0,,0.2478,0.0,2.0,1.0,,0.2466,7.0,7.0,,45.0,14.0,,12.0,79.0,675.0,,,,2.0,51.0,3.0,,,1.0,1121.0,1.0,23.0,47.0,,9.0,19.0,569.0,18.0,,11.543,3.0,59.0,11.0,2.0,4.0,322.0,11.0,0.0,74.0,2.0,,203.0,38.0,14.0,,,1.0,,1.0,207.0,11.0,,2.0,2.0,23.0,28.0,0.0,629.0,6.0,2.0,85.0,6.0,2.0,11.0,112.0,4.0,7.0,27.0,38.0,809.0,3.0,,,18.0,389.0,1.0,0.8227,1.0,34.0,37.0,1.0,,1.0,,,3.0,26.0,,3.0,26.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166989,Youri Tielemans,Midfielder,A Villa,7,Belgium,2024-25,139.0,4.0,5.6512,0.0,14.0,13.0,,3.6154,84.0,27.0,24.0,222.0,36.0,26.0,35.0,271.0,1933.0,3.0,1.0,7.0,1.0,42.0,4.0,4.0,30.0,6.0,3032.0,6.0,18.0,193.0,4.0,59.0,169.0,1581.0,47.0,2.0,46.2863,54.0,46.0,46.0,7.0,121.0,613.0,56.0,1.0,332.0,22.0,2.0,619.0,145.0,36.0,4.0,,26.0,1.0,19.0,1024.0,42.0,2.0,48.0,7.0,290.0,24.0,0.0,1817.0,14.0,22.0,446.0,58.0,31.0,16.0,455.0,41.0,23.0,81.0,246.0,2517.0,8.0,1.0,7.0,9.0,668.0,21.0,3.3215,4.0,49.0,67.0,24.0,,89.0,2.0,,,,85.0,2.0,,,1.0,,,,,,,,,,,,,,7.0,,23.0,49.0,1.0,,,,,,1.0,1.0,
