matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695018,12.0,2013-11-25 20:00:00,7,Aston Villa,Away,151.0,17.0,,2.0,2.0,6.0,,151.0,3.0,1.0,3.0,18.0,8.0,44.0,300.0,,,15.0,32.0,23.0,9.0,,,,,,,,,,,,12.0,,,1.0,,,2.0,1.0,9.0,2.0,,,,68.0,52.0,1.0,,1.0,,21.0,2.0,11.0,,,2.0,6.0,6.0,,8.0,,65.0,52.0,,33.0,20.0,1.0,,93.0,14.0,8.0,,,1.0,1.0,,170.0,1.0,,1.0,1.0,,,7.0,,,2.0,4.0,,,,1.0,20.0,1.0,12.0,12.0,,3.0,88.0,92.0,42.0,4.0,2.0,4.0,6.0,7.0,394.0,,,2.0,4.0,,45.0,33.0,16.0,,,,,,176.0,176.0,3.0,16.0,19.0,48.6,1.0,,1.0,21.0,0.0,,,,94.0,,2.0,2.0,,,6.0,,3.0,80.0,283.0,8.0,10.0,179.0,33.0,33.0,3.0,2.0,15.0,13.0,,136.0,16.0,256.0,4.0,1.0,42.0,10.0,76.0,5.0,420.0,,0.0,15.0,20.0,,24.0,2.0,609.0,,11.0,1.0,2.0,14.0,0.0
695021,13.0,2013-11-30 15:00:00,7,Aston Villa,Home,114.0,15.0,1.0,3.0,2.0,1.0,,230.0,4.0,,2.0,3.0,8.0,25.0,341.0,,,27.0,21.0,17.0,8.0,3.0,,,,,,,,,,,11.0,,,,,,,1.0,3.0,4.0,,,,74.0,52.0,,,,2.0,13.0,2.0,7.0,,,7.0,15.0,8.0,,8.0,1.0,55.0,43.0,2.0,16.0,8.0,,,85.0,14.0,12.0,,,1.0,1.0,,161.0,,,,,,,6.0,,,,,,,,1.0,8.0,,10.0,10.0,,2.0,99.0,88.0,48.0,6.0,,7.0,4.0,4.0,410.0,,,1.0,,,72.0,75.0,15.0,,,,,,163.0,163.0,2.0,20.0,23.0,50.9,,,,13.0,0.0,,,,98.0,1.0,,1.0,,,7.0,,3.0,95.0,327.0,11.0,11.0,133.0,25.0,16.0,14.0,7.0,31.0,24.0,,139.0,7.0,330.0,,,31.0,12.0,54.0,2.0,432.0,,0.0,13.0,10.0,,33.0,2.0,627.0,,19.0,7.0,7.0,9.0,0.0
695035,14.0,2013-12-04 19:45:00,7,Aston Villa,Away,46.0,6.0,2.0,3.0,1.0,3.0,,60.0,6.0,1.0,1.0,9.0,6.0,18.0,103.0,,,12.0,16.0,25.0,1.0,1.0,,2.0,,,,,,,,1.0,5.0,,,,,,,3.0,12.0,9.0,,,,22.0,52.0,2.0,,2.0,6.0,10.0,1.0,6.0,,,2.0,4.0,2.0,,11.0,6.0,47.0,57.0,6.0,35.0,16.0,,,42.0,13.0,9.0,2.0,,,,,107.0,3.0,,2.0,3.0,,2.0,10.0,,,3.0,3.0,,,,1.0,16.0,,16.0,16.0,1.0,1.0,34.0,82.0,35.0,8.0,1.0,2.0,3.0,3.0,170.0,,,5.0,4.0,,34.0,40.0,7.0,,,,,,145.0,145.0,2.0,22.0,18.0,21.9,,,1.0,10.0,0.0,,,,33.0,5.0,2.0,7.0,3.0,2.0,2.0,,3.0,16.0,87.0,7.0,5.0,67.0,24.0,35.0,8.0,2.0,8.0,6.0,4.0,52.0,9.0,137.0,3.0,2.0,35.0,10.0,50.0,6.0,196.0,1.0,0.0,6.0,24.0,,19.0,2.0,397.0,,10.0,3.0,2.0,17.0,0.0
695043,15.0,2013-12-08 13:30:00,7,Aston Villa,Away,154.0,15.0,,3.0,3.0,3.0,,134.0,6.0,1.0,2.0,10.0,17.0,34.0,285.0,,,18.0,21.0,25.0,7.0,1.0,,1.0,,1.0,,1.0,,,,,8.0,,,,,,1.0,1.0,17.0,5.0,,,,58.0,56.0,,,,,11.0,4.0,12.0,2.0,2.0,7.0,12.0,4.0,,8.0,4.0,63.0,67.0,,53.0,31.0,1.0,,87.0,13.0,11.0,,,4.0,1.0,1.0,165.0,,,,,,,10.0,,,,2.0,,,,1.0,31.0,,13.0,13.0,3.0,2.0,88.0,94.0,47.0,4.0,,3.0,5.0,2.0,353.0,,,6.0,4.0,,33.0,38.0,22.0,1.0,1.0,1.0,,,150.0,150.0,3.0,24.0,18.0,47.1,,,,11.0,0.0,,,,64.0,6.0,2.0,6.0,1.0,1.0,4.0,,3.0,64.0,274.0,9.0,8.0,165.0,29.0,53.0,23.0,7.0,24.0,17.0,1.0,125.0,18.0,234.0,2.0,2.0,36.0,21.0,70.0,1.0,375.0,,0.0,10.0,22.0,,22.0,2.0,618.0,,6.0,11.0,7.0,15.0,0.0
695051,16.0,2013-12-15 13:30:00,7,Aston Villa,Home,117.0,16.0,1.0,7.0,6.0,5.0,1.0,198.0,10.0,,,8.0,5.0,29.0,308.0,,,25.0,13.0,14.0,13.0,,,,,,1.0,1.0,,,,,16.0,,,,,,,4.0,12.0,2.0,,,,59.0,44.0,,,,3.0,9.0,5.0,9.0,,,3.0,11.0,8.0,,9.0,,52.0,48.0,3.0,17.0,6.0,1.0,,85.0,15.0,8.0,,,3.0,2.0,1.0,148.0,,,,,,,11.0,,,,2.0,,,,,6.0,,11.0,11.0,1.0,,81.0,79.0,50.0,4.0,,5.0,8.0,6.0,378.0,,,3.0,1.0,,55.0,66.0,15.0,,,,,,136.0,136.0,1.0,16.0,20.0,44.0,,,,9.0,0.0,,,,106.0,2.0,,2.0,1.0,,6.0,,3.0,86.0,297.0,7.0,13.0,134.0,27.0,17.0,12.0,3.0,24.0,21.0,,134.0,15.0,284.0,2.0,,21.0,5.0,46.0,2.0,394.0,,0.0,17.0,21.0,,26.0,4.0,588.0,,13.0,6.0,3.0,19.0,0.0
695067,17.0,2013-12-21 15:00:00,7,Aston Villa,Away,58.0,8.0,1.0,3.0,2.0,,1.0,103.0,1.0,,3.0,5.0,6.0,16.0,158.0,,,19.0,47.0,16.0,9.0,1.0,,,,,,1.0,,,,1.0,11.0,,,,,,,4.0,8.0,4.0,,,,35.0,49.0,,,1.0,5.0,10.0,6.0,3.0,,,7.0,5.0,8.0,,10.0,,78.0,52.0,5.0,19.0,8.0,1.0,,88.0,17.0,13.0,1.0,,4.0,3.0,1.0,135.0,,,,,,,10.0,,,1.0,3.0,,,,,8.0,,6.0,6.0,,3.0,45.0,89.0,28.0,6.0,,3.0,7.0,4.0,232.0,,,3.0,3.0,,49.0,43.0,22.0,,,,,,168.0,168.0,3.0,14.0,19.0,46.5,,,,10.0,0.0,,,,41.0,,,,,,4.0,,2.0,59.0,145.0,7.0,10.0,77.0,36.0,19.0,12.0,5.0,21.0,16.0,,115.0,7.0,200.0,3.0,,28.0,8.0,51.0,3.0,256.0,,0.0,14.0,22.0,,28.0,5.0,455.0,,12.0,6.0,7.0,20.0,0.0
695071,18.0,2013-12-26 15:00:00,7,Aston Villa,Home,208.0,15.0,3.0,5.0,2.0,6.0,,184.0,4.0,,3.0,11.0,17.0,42.0,387.0,1.0,,28.0,33.0,21.0,6.0,2.0,,,,,,,,,,,7.0,,,,,,1.0,3.0,8.0,4.0,,,,66.0,33.0,1.0,1.0,,1.0,9.0,2.0,10.0,,,7.0,12.0,9.0,,12.0,1.0,65.0,49.0,1.0,20.0,8.0,,,76.0,11.0,8.0,,,,1.0,,164.0,,,,,,,9.0,,,,3.0,,,,1.0,8.0,,6.0,6.0,,3.0,132.0,86.0,44.0,5.0,,3.0,5.0,4.0,481.0,,,3.0,1.0,,52.0,75.0,30.0,,,,,,179.0,179.0,2.0,12.0,12.0,64.7,,,1.0,9.0,0.0,,,,135.0,5.0,1.0,6.0,,,4.0,,3.0,61.0,380.0,6.0,8.0,236.0,36.0,20.0,7.0,7.0,29.0,22.0,,119.0,11.0,290.0,3.0,,30.0,20.0,74.0,2.0,497.0,3.0,0.0,10.0,16.0,,38.0,2.0,697.0,,13.0,5.0,7.0,13.0,0.0
695081,19.0,2013-12-28 15:00:00,7,Aston Villa,Home,70.0,4.0,1.0,1.0,,2.0,,77.0,6.0,,3.0,10.0,6.0,18.0,146.0,,1.0,19.0,17.0,14.0,4.0,,,,,,,,,,,1.0,7.0,,,,,,,4.0,7.0,10.0,,,,37.0,50.0,1.0,,1.0,1.0,12.0,1.0,11.0,,,2.0,9.0,4.0,,5.0,,48.0,48.0,1.0,32.0,12.0,,,70.0,13.0,8.0,1.0,,,,,137.0,1.0,,1.0,1.0,,,12.0,,,1.0,4.0,,,,,12.0,,14.0,14.0,1.0,3.0,42.0,92.0,36.0,8.0,,2.0,3.0,3.0,231.0,,,9.0,1.0,,30.0,34.0,11.0,,,,,,152.0,152.0,4.0,22.0,10.0,27.0,,,,13.0,0.0,,,,38.0,1.0,1.0,2.0,,,3.0,,3.0,35.0,136.0,8.0,5.0,95.0,19.0,32.0,7.0,2.0,15.0,13.0,,85.0,15.0,174.0,4.0,,40.0,7.0,59.0,1.0,254.0,,0.0,7.0,22.0,1.0,26.0,3.0,444.0,,8.0,5.0,2.0,18.0,0.0
695098,20.0,2014-01-01 15:00:00,7,Aston Villa,Away,88.0,9.0,1.0,1.0,,1.0,,127.0,8.0,,4.0,8.0,13.0,21.0,214.0,1.0,1.0,14.0,10.0,10.0,10.0,,,1.0,,,,,,,,2.0,13.0,,,,,,,1.0,6.0,11.0,,,,58.0,46.0,2.0,3.0,1.0,10.0,11.0,3.0,10.0,,,2.0,3.0,4.0,,9.0,1.0,47.0,42.0,10.0,28.0,15.0,,,52.0,11.0,6.0,1.0,1.0,,,,121.0,,,,,,,10.0,,,1.0,2.0,,,,1.0,15.0,,10.0,10.0,,4.0,50.0,68.0,38.0,10.0,,4.0,6.0,5.0,267.0,,,8.0,1.0,,53.0,39.0,13.0,,,,,,120.0,120.0,3.0,18.0,15.0,35.2,,,,11.0,0.0,,,,56.0,,1.0,1.0,,1.0,5.0,1.0,1.0,59.0,205.0,7.0,10.0,107.0,19.0,28.0,15.0,2.0,9.0,7.0,2.0,91.0,4.0,187.0,3.0,,28.0,16.0,44.0,1.0,285.0,1.0,0.0,13.0,19.0,1.0,20.0,3.0,479.0,,13.0,7.0,2.0,13.0,0.0
695101,21.0,2014-01-13 20:00:00,7,Aston Villa,Home,121.0,15.0,,5.0,5.0,5.0,,161.0,2.0,1.0,1.0,22.0,7.0,47.0,277.0,,,17.0,18.0,19.0,7.0,,1.0,,,,,1.0,,,,,9.0,,,,,,,3.0,5.0,3.0,4.0,7.0,,73.0,66.0,2.0,1.0,1.0,1.0,9.0,2.0,9.0,,,3.0,8.0,10.0,,18.0,1.0,63.0,52.0,1.0,21.0,7.0,1.0,,85.0,12.0,9.0,1.0,,2.0,1.0,1.0,149.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,7.0,,11.0,11.0,2.0,1.0,74.0,81.0,48.0,5.0,,3.0,5.0,5.0,346.0,,,2.0,,,30.0,71.0,34.0,,,,,,152.0,152.0,5.0,27.0,26.0,36.0,,,2.0,12.0,0.0,,,,73.0,1.0,1.0,2.0,,,4.0,,2.0,77.0,261.0,9.0,8.0,138.0,28.0,21.0,9.0,3.0,22.0,19.0,,135.0,13.0,253.0,1.0,1.0,44.0,7.0,74.0,4.0,369.0,,0.0,11.0,22.0,1.0,17.0,2.0,552.0,16.0,14.0,2.0,3.0,16.0,0.0
695114,22.0,2014-01-18 17:30:00,7,Aston Villa,Away,86.0,10.0,2.0,4.0,2.0,6.0,,139.0,9.0,,2.0,16.0,7.0,28.0,221.0,,1.0,19.0,13.0,29.0,5.0,2.0,,1.0,,,,,,,,1.0,8.0,,,,,1.0,,6.0,6.0,8.0,,,,48.0,49.0,3.0,1.0,2.0,,16.0,3.0,9.0,,1.0,3.0,16.0,1.0,,9.0,2.0,55.0,63.0,,28.0,10.0,,,88.0,18.0,12.0,2.0,1.0,2.0,1.0,,160.0,2.0,,2.0,2.0,,,17.0,,,2.0,2.0,,,,,10.0,1.0,3.0,3.0,,2.0,54.0,102.0,51.0,2.0,,5.0,4.0,3.0,312.0,,,1.0,3.0,,52.0,33.0,23.0,1.0,1.0,1.0,,,173.0,173.0,5.0,22.0,15.0,44.2,1.0,,,16.0,0.0,,,,73.0,2.0,2.0,4.0,2.0,1.0,6.0,1.0,3.0,79.0,207.0,7.0,9.0,105.0,30.0,28.0,11.0,3.0,21.0,18.0,1.0,146.0,19.0,251.0,2.0,,38.0,8.0,57.0,1.0,335.0,1.0,0.0,12.0,20.0,2.0,23.0,4.0,524.0,,9.0,4.0,3.0,15.0,0.0
695121,23.0,2014-01-29 19:45:00,7,Aston Villa,Home,104.0,15.0,2.0,6.0,4.0,3.0,,153.0,9.0,,1.0,16.0,6.0,42.0,251.0,,,19.0,12.0,14.0,6.0,,,,,,,,1.0,,,1.0,8.0,1.0,,,,,,3.0,6.0,7.0,,,,57.0,55.0,2.0,1.0,2.0,4.0,19.0,2.0,6.0,,,3.0,7.0,6.0,,12.0,,53.0,53.0,4.0,14.0,5.0,,,85.0,14.0,9.0,2.0,,2.0,,,149.0,2.0,,1.0,2.0,,,14.0,,,3.0,1.0,,,,,5.0,,16.0,16.0,,1.0,72.0,100.0,52.0,3.0,2.0,2.0,6.0,6.0,332.0,,,2.0,,1.0,68.0,38.0,13.0,,,,,1.0,162.0,162.0,4.0,22.0,19.0,43.7,,,,19.0,0.0,,,,80.0,,2.0,2.0,1.0,,2.0,,3.0,62.0,235.0,11.0,8.0,130.0,27.0,14.0,16.0,3.0,16.0,13.0,,114.0,15.0,244.0,1.0,,46.0,8.0,77.0,8.0,358.0,,0.0,10.0,23.0,,22.0,1.0,549.0,,7.0,6.0,3.0,19.0,0.0
695133,24.0,2014-02-01 15:00:00,7,Aston Villa,Away,66.0,5.0,1.0,2.0,1.0,3.0,,76.0,2.0,1.0,,14.0,10.0,17.0,140.0,,,25.0,12.0,21.0,1.0,1.0,,,,,,,,,,,3.0,,,,,,,4.0,8.0,5.0,,,,38.0,35.0,,,,5.0,12.0,1.0,9.0,,,1.0,1.0,3.0,,10.0,,52.0,44.0,5.0,31.0,14.0,,,63.0,18.0,4.0,,,,,,124.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,1.0,14.0,,12.0,12.0,,,46.0,82.0,28.0,13.0,1.0,1.0,2.0,1.0,216.0,,,5.0,1.0,,62.0,18.0,13.0,,,,,,133.0,133.0,,14.0,14.0,29.0,,,,12.0,0.0,,,,31.0,3.0,1.0,4.0,1.0,,2.0,,3.0,38.0,132.0,8.0,3.0,85.0,11.0,31.0,5.0,1.0,5.0,4.0,,87.0,13.0,159.0,1.0,1.0,55.0,14.0,52.0,3.0,239.0,,0.0,4.0,18.0,,32.0,0.0,403.0,,2.0,1.0,1.0,14.0,0.0
695141,25.0,2014-02-08 15:00:00,7,Aston Villa,Home,146.0,13.0,4.0,7.0,3.0,7.0,,275.0,7.0,,2.0,20.0,6.0,43.0,414.0,,,31.0,24.0,24.0,11.0,3.0,,,,,,,,,,,11.0,,,1.0,1.0,,1.0,1.0,8.0,2.0,,,,74.0,55.0,1.0,1.0,,7.0,7.0,5.0,4.0,,,8.0,18.0,16.0,,6.0,,46.0,40.0,7.0,22.0,10.0,1.0,,100.0,8.0,8.0,,1.0,1.0,1.0,,206.0,,,,,,,10.0,,,,3.0,,,,1.0,10.0,2.0,8.0,8.0,,2.0,111.0,87.0,56.0,10.0,,9.0,5.0,1.0,507.0,,,5.0,2.0,,65.0,84.0,33.0,,,,,,177.0,177.0,2.0,17.0,29.0,67.8,2.0,,1.0,7.0,0.0,,,,132.0,,,,2.0,,10.0,,3.0,134.0,403.0,2.0,14.0,170.0,28.0,22.0,6.0,8.0,43.0,35.0,,196.0,22.0,396.0,3.0,,42.0,8.0,66.0,2.0,523.0,,0.0,16.0,8.0,,34.0,0.0,721.0,,10.0,1.0,8.0,7.0,0.0
695152,26.0,2014-02-11 19:45:00,7,Aston Villa,Away,97.0,10.0,2.0,14.0,12.0,4.0,1.0,191.0,2.0,1.0,3.0,13.0,6.0,28.0,274.0,,,26.0,28.0,38.0,13.0,2.0,,,,,,,,,,,14.0,,,,,,,5.0,7.0,5.0,,,,58.0,56.0,2.0,2.0,,3.0,10.0,4.0,9.0,,,9.0,21.0,14.0,,9.0,1.0,61.0,75.0,3.0,35.0,14.0,,,75.0,9.0,5.0,,,,1.0,,175.0,,,,,,,6.0,,,,1.0,,,,,14.0,,18.0,18.0,1.0,3.0,81.0,103.0,50.0,7.0,,6.0,9.0,6.0,382.0,,,3.0,1.0,,71.0,56.0,26.0,,,,,,190.0,190.0,,19.0,30.0,54.6,,,1.0,10.0,0.0,,,,79.0,3.0,,3.0,1.0,,8.0,,1.0,94.0,265.0,7.0,15.0,125.0,23.0,35.0,16.0,8.0,44.0,36.0,,145.0,18.0,312.0,2.0,1.0,48.0,8.0,63.0,3.0,393.0,1.0,0.0,18.0,24.0,,34.0,0.0,643.0,,9.0,9.0,9.0,16.0,0.0
695166,27.0,2014-02-23 13:30:00,7,Aston Villa,Away,96.0,13.0,1.0,4.0,3.0,7.0,,147.0,7.0,2.0,3.0,21.0,9.0,33.0,239.0,,,20.0,27.0,27.0,6.0,,,1.0,,1.0,1.0,2.0,,,,,7.0,,,,,,1.0,4.0,7.0,16.0,,,,54.0,60.0,,,,8.0,13.0,3.0,10.0,,,1.0,11.0,5.0,,14.0,2.0,68.0,62.0,8.0,34.0,21.0,,2.0,80.0,10.0,12.0,,,4.0,1.0,2.0,168.0,,,,,,,11.0,,,,2.0,,,,,21.0,,15.0,15.0,,3.0,58.0,96.0,54.0,10.0,,2.0,4.0,2.0,326.0,,,5.0,3.0,,30.0,53.0,25.0,,,,,,166.0,166.0,2.0,25.0,21.0,45.3,,,,13.0,0.0,,,,69.0,1.0,3.0,4.0,,1.0,5.0,,2.0,66.0,225.0,7.0,6.0,122.0,35.0,34.0,11.0,1.0,18.0,17.0,1.0,118.0,21.0,245.0,2.0,2.0,50.0,10.0,68.0,3.0,349.0,,0.0,10.0,20.0,,23.0,2.0,564.0,,7.0,3.0,1.0,18.0,0.0
695171,28.0,2014-03-02 16:30:00,7,Aston Villa,Home,155.0,12.0,5.0,6.0,1.0,7.0,,231.0,6.0,,2.0,15.0,11.0,31.0,380.0,,1.0,35.0,12.0,21.0,5.0,1.0,,1.0,,,,,,,,,8.0,,,,,,,6.0,4.0,3.0,,,,105.0,52.0,,,,,19.0,3.0,2.0,,,6.0,7.0,8.0,,11.0,2.0,45.0,59.0,,21.0,13.0,,1.0,89.0,12.0,9.0,2.0,,1.0,1.0,,177.0,3.0,1.0,2.0,2.0,1.0,1.0,8.0,,,2.0,,,,,,13.0,,14.0,14.0,,2.0,103.0,105.0,59.0,2.0,1.0,3.0,6.0,4.0,470.0,,,1.0,3.0,,70.0,61.0,24.0,,,,,,164.0,164.0,1.0,18.0,25.0,55.1,,,,19.0,0.0,,,,104.0,1.0,2.0,3.0,2.0,1.0,3.0,,2.0,92.0,367.0,14.0,9.0,180.0,29.0,21.0,12.0,6.0,22.0,16.0,2.0,141.0,20.0,331.0,,,49.0,14.0,71.0,1.0,489.0,1.0,0.0,10.0,25.0,1.0,39.0,0.0,700.0,,10.0,4.0,6.0,20.0,0.0
695185,29.0,2014-05-07 19:45:00,7,Aston Villa,Away,91.0,5.0,,3.0,3.0,2.0,1.0,95.0,4.0,1.0,6.0,3.0,2.0,19.0,183.0,,,14.0,17.0,10.0,5.0,,,1.0,,,,,,1.0,,,4.0,,,1.0,,,1.0,8.0,12.0,6.0,,,,42.0,34.0,1.0,1.0,,4.0,8.0,3.0,6.0,,,2.0,6.0,2.0,,9.0,4.0,42.0,35.0,4.0,36.0,18.0,,,49.0,9.0,7.0,,,2.0,1.0,,104.0,,,,,,,9.0,,,,3.0,,,,,18.0,1.0,14.0,14.0,2.0,6.0,57.0,63.0,26.0,7.0,,2.0,3.0,,238.0,,,4.0,1.0,,39.0,46.0,7.0,,,,,,110.0,110.0,,13.0,9.0,26.7,1.0,,,8.0,0.0,,,,54.0,3.0,2.0,5.0,,1.0,2.0,,3.0,39.0,175.0,5.0,5.0,109.0,17.0,36.0,4.0,2.0,11.0,9.0,1.0,76.0,8.0,159.0,3.0,1.0,25.0,2.0,54.0,,257.0,,0.0,5.0,16.0,,19.0,2.0,427.0,,7.0,3.0,2.0,13.0,0.0
695191,30.0,2014-03-15 17:30:00,7,Aston Villa,Home,70.0,12.0,2.0,4.0,2.0,4.0,,147.0,4.0,3.0,1.0,16.0,7.0,30.0,213.0,1.0,,10.0,20.0,24.0,10.0,1.0,,,,,,,,,,,12.0,,,,,,,9.0,7.0,8.0,,,,43.0,65.0,1.0,1.0,,4.0,13.0,3.0,14.0,,,4.0,9.0,8.0,,4.0,1.0,55.0,70.0,4.0,42.0,16.0,,,56.0,14.0,6.0,,,1.0,1.0,,135.0,1.0,,1.0,1.0,,,10.0,,,1.0,2.0,,,,,16.0,1.0,14.0,14.0,1.0,1.0,63.0,87.0,49.0,5.0,1.0,6.0,6.0,4.0,279.0,,,6.0,1.0,,40.0,62.0,20.0,,,,,,140.0,140.0,3.0,19.0,32.0,38.6,,,,13.0,0.0,,,,59.0,1.0,1.0,2.0,1.0,,6.0,,2.0,68.0,197.0,6.0,12.0,85.0,27.0,42.0,18.0,3.0,21.0,18.0,,113.0,19.0,236.0,2.0,3.0,30.0,10.0,53.0,3.0,300.0,1.0,0.0,13.0,26.0,7.0,17.0,4.0,522.0,,11.0,14.0,4.0,21.0,0.0
695201,31.0,2014-03-23 16:00:00,7,Aston Villa,Home,156.0,5.0,2.0,5.0,3.0,2.0,1.0,229.0,3.0,,6.0,4.0,7.0,25.0,380.0,1.0,,33.0,29.0,7.0,7.0,2.0,,,,1.0,,1.0,,,,,8.0,,,,,,2.0,9.0,4.0,6.0,,,,68.0,49.0,,,,1.0,8.0,4.0,9.0,,,5.0,10.0,11.0,,10.0,1.0,67.0,42.0,1.0,15.0,9.0,1.0,,71.0,16.0,10.0,1.0,,6.0,3.0,1.0,164.0,1.0,,1.0,1.0,,,5.0,,,1.0,1.0,,,,,9.0,,8.0,8.0,,6.0,116.0,76.0,41.0,3.0,,4.0,6.0,3.0,447.0,,,1.0,3.0,,85.0,59.0,21.0,,,,,,154.0,154.0,3.0,16.0,21.0,50.4,,,,8.0,0.0,,,,116.0,,1.0,1.0,,,5.0,,3.0,117.0,366.0,3.0,10.0,175.0,17.0,15.0,10.0,4.0,28.0,24.0,,159.0,6.0,317.0,1.0,,17.0,7.0,53.0,2.0,464.0,1.0,0.0,12.0,20.0,,35.0,5.0,668.0,,24.0,6.0,5.0,14.0,0.0
695215,32.0,2014-03-29 12:45:00,7,Aston Villa,Away,122.0,13.0,,5.0,5.0,1.0,1.0,171.0,2.0,1.0,4.0,7.0,15.0,30.0,288.0,,,22.0,14.0,9.0,7.0,1.0,,,1.0,,,1.0,,,,1.0,8.0,,,,,,1.0,9.0,7.0,2.0,,,,61.0,49.0,3.0,3.0,,3.0,17.0,2.0,6.0,,,5.0,9.0,3.0,,12.0,1.0,54.0,45.0,3.0,18.0,7.0,,,74.0,17.0,9.0,,,3.0,2.0,1.0,142.0,,,,,,,6.0,,,,4.0,,,,,7.0,,7.0,7.0,1.0,4.0,89.0,83.0,38.0,,1.0,6.0,2.0,1.0,354.0,,,2.0,,,59.0,57.0,14.0,1.0,1.0,1.0,,,142.0,142.0,2.0,16.0,19.0,44.1,,,,17.0,0.0,,,,80.0,1.0,1.0,2.0,2.0,,7.0,,2.0,73.0,279.0,10.0,9.0,133.0,29.0,18.0,10.0,5.0,19.0,14.0,,116.0,5.0,258.0,4.0,1.0,32.0,16.0,63.0,2.0,372.0,,0.0,10.0,24.0,,28.0,4.0,561.0,,14.0,4.0,5.0,20.0,0.0
695221,33.0,2014-04-05 15:00:00,7,Aston Villa,Home,174.0,11.0,2.0,6.0,4.0,,,141.0,7.0,,3.0,11.0,7.0,42.0,309.0,1.0,,21.0,25.0,10.0,9.0,,,,,,,,,,,,11.0,,,,,,,5.0,5.0,11.0,,,,61.0,50.0,,,,4.0,15.0,3.0,12.0,1.0,,2.0,11.0,8.0,,12.0,3.0,61.0,43.0,4.0,35.0,16.0,,1.0,72.0,10.0,13.0,1.0,,3.0,2.0,,161.0,1.0,1.0,1.0,,1.0,,9.0,,,,,,,,,16.0,1.0,4.0,4.0,,3.0,92.0,81.0,42.0,7.0,,3.0,7.0,6.0,395.0,,,5.0,2.0,,45.0,58.0,22.0,,,,,,152.0,152.0,3.0,30.0,10.0,50.1,,,,15.0,0.0,,,,96.0,3.0,3.0,5.0,2.0,,3.0,,2.0,70.0,300.0,9.0,10.0,202.0,30.0,35.0,11.0,2.0,23.0,21.0,,119.0,4.0,231.0,,,41.0,8.0,81.0,,410.0,2.0,0.0,12.0,12.0,,28.0,3.0,612.0,,8.0,8.0,2.0,10.0,0.0
