matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442100,11.0,2012-11-10 17:30:00,7,Aston Villa,Home,83.0,14.0,2.0,5.0,3.0,6.0,,140.0,6.0,,2.0,10.0,18.0,31.0,218.0,,1.0,11.0,13.0,16.0,4.0,,,1.0,,,,,1.0,,,,7.0,,,,,,9.0,12.0,,,,45.0,51.0,2.0,1.0,1.0,12.0,3.0,5.0,,,5.0,11.0,6.0,,6.0,1.0,46.0,44.0,11.0,21.0,9.0,,,57.0,14.0,8.0,2.0,1.0,2.0,1.0,,105.0,2.0,,2.0,2.0,,1.0,9.0,,,2.0,4.0,,,,,25.0,,28.0,21.0,6.0,2.0,58.0,63.0,38.0,6.0,,1.0,5.0,3.0,,,,6.0,1.0,1.0,36.0,50.0,19.0,,,,,,140.0,113.0,2.0,24.0,15.0,30.5,,,,0.0,,,,75.0,1.0,2.0,,,,1.0,2.0,1.0,3.0,61.0,,6.0,93.0,23.0,47.0,11.0,5.0,23.0,18.0,3.0,98.0,14.0,213.0,4.0,,21.0,19.0,51.0,,283.0,,0.0,8.0,17.0,2.0,14.0,1.0,491.0,,8.0,3.0,5.0,13.0,0.0
442112,12.0,2012-11-17 15:00:00,7,Aston Villa,Away,136.0,8.0,2.0,6.0,4.0,2.0,,106.0,5.0,,5.0,3.0,6.0,23.0,236.0,,,10.0,9.0,12.0,7.0,2.0,,1.0,,,,,,,,,9.0,,,,,,20.0,6.0,,,,50.0,30.0,,,,3.0,6.0,6.0,,1.0,4.0,2.0,6.0,,10.0,1.0,34.0,48.0,3.0,19.0,7.0,1.0,1.0,42.0,7.0,9.0,,,2.0,1.0,,112.0,,,,,,,16.0,,,,1.0,,,,3.0,10.0,,11.0,10.0,5.0,5.0,67.0,75.0,33.0,9.0,,2.0,7.0,2.0,,,,3.0,,,32.0,37.0,11.0,2.0,2.0,2.0,,,123.0,110.0,1.0,17.0,4.0,33.4,,,,0.0,,,,69.0,4.0,1.0,,,,1.0,3.0,,3.0,36.0,,9.0,154.0,14.0,32.0,6.0,4.0,13.0,9.0,1.0,62.0,4.0,157.0,1.0,,18.0,7.0,41.0,4.0,298.0,,0.0,11.0,26.0,1.0,13.0,1.0,479.0,,8.0,1.0,4.0,22.0,0.0
442119,13.0,2012-11-24 17:30:00,7,Aston Villa,Home,105.0,15.0,3.0,5.0,2.0,3.0,2.0,165.0,4.0,,3.0,10.0,2.0,31.0,265.0,,,26.0,19.0,12.0,5.0,3.0,2.0,,,,,,,,,,6.0,,,,,1.0,6.0,6.0,4.0,5.0,,46.0,52.0,,,,2.0,4.0,6.0,,,7.0,8.0,5.0,,11.0,,50.0,38.0,2.0,11.0,6.0,,,62.0,8.0,9.0,,,5.0,3.0,,134.0,,,,,,,8.0,,,,1.0,,,,1.0,9.0,1.0,12.0,9.0,1.0,3.0,89.0,78.0,38.0,6.0,,1.0,7.0,4.0,336.0,,,3.0,4.0,,32.0,72.0,36.0,,,,,,149.0,149.0,7.0,14.0,21.0,37.4,,,1.0,0.0,,,,85.0,1.0,,1.0,,1.0,,1.0,,3.0,82.0,257.0,8.0,115.0,22.0,20.0,10.0,7.0,23.0,16.0,,130.0,8.0,262.0,1.0,,32.0,4.0,62.0,3.0,354.0,,0.0,9.0,15.0,1.0,33.0,1.0,541.0,14.0,9.0,2.0,7.0,8.0,0.0
442129,14.0,2012-11-27 20:00:00,7,Aston Villa,Home,82.0,18.0,5.0,11.0,6.0,6.0,,204.0,7.0,,1.0,5.0,21.0,32.0,275.0,,2.0,34.0,25.0,28.0,8.0,3.0,,,,,,,,,,,12.0,,,,,,9.0,3.0,,,,48.0,52.0,,,,4.0,5.0,6.0,,,8.0,13.0,8.0,,11.0,,53.0,56.0,4.0,38.0,20.0,,1.0,83.0,11.0,4.0,1.0,,1.0,,,147.0,1.0,1.0,1.0,,1.0,,10.0,,,,6.0,,,,,33.0,,21.0,18.0,,1.0,92.0,85.0,49.0,3.0,,5.0,7.0,5.0,,,,3.0,,,46.0,73.0,20.0,,,,,,184.0,151.0,1.0,14.0,22.0,55.2,,,1.0,0.0,,,,85.0,3.0,,,,,,6.0,,3.0,97.0,,12.0,96.0,42.0,71.0,2.0,8.0,29.0,21.0,1.0,155.0,18.0,305.0,6.0,,19.0,24.0,61.0,2.0,372.0,1.0,0.0,16.0,22.0,2.0,42.0,1.0,641.0,,12.0,2.0,8.0,15.0,0.0
442145,15.0,2012-12-01 15:00:00,7,Aston Villa,Away,143.0,5.0,1.0,2.0,1.0,2.0,,164.0,4.0,,1.0,6.0,1.0,40.0,305.0,,,16.0,19.0,15.0,3.0,1.0,,,,,,,,,,,6.0,,,,,,8.0,9.0,,,,60.0,30.0,,,,6.0,1.0,11.0,,,4.0,6.0,3.0,,17.0,2.0,55.0,47.0,6.0,24.0,14.0,,,59.0,6.0,5.0,1.0,,,,,134.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,,29.0,,20.0,13.0,,1.0,101.0,80.0,41.0,11.0,,3.0,2.0,2.0,,,,5.0,1.0,,68.0,47.0,15.0,,,,,,164.0,141.0,2.0,7.0,13.0,45.5,,,,0.0,,,,94.0,3.0,4.0,,,1.0,,4.0,,3.0,70.0,,5.0,162.0,19.0,47.0,8.0,4.0,13.0,9.0,1.0,110.0,7.0,240.0,1.0,,28.0,1.0,78.0,4.0,389.0,3.0,0.0,7.0,21.0,,20.0,2.0,606.0,,14.0,6.0,4.0,14.0,0.0
442150,16.0,2012-12-08 15:00:00,7,Aston Villa,Home,183.0,14.0,1.0,4.0,3.0,1.0,,196.0,3.0,,10.0,3.0,22.0,35.0,375.0,1.0,,18.0,25.0,19.0,7.0,,,,,1.0,,1.0,,,,,9.0,,,,,,1.0,1.0,,,,66.0,47.0,,,,6.0,7.0,2.0,,,3.0,11.0,8.0,,10.0,,48.0,62.0,6.0,29.0,19.0,,,67.0,9.0,15.0,,,2.0,1.0,1.0,140.0,,,,,,,5.0,,,,5.0,,,,,31.0,,15.0,11.0,,10.0,128.0,67.0,46.0,2.0,,1.0,6.0,2.0,,,,,1.0,,52.0,54.0,27.0,,,,,,154.0,130.0,1.0,16.0,16.0,56.3,,,1.0,0.0,,,,126.0,,,,,2.0,,4.0,,3.0,87.0,,7.0,199.0,38.0,53.0,10.0,3.0,23.0,20.0,,137.0,4.0,284.0,5.0,,11.0,24.0,58.0,3.0,460.0,2.0,0.0,13.0,20.0,,20.0,0.0,670.0,,6.0,8.0,3.0,13.0,0.0
442160,17.0,2012-12-15 15:00:00,7,Aston Villa,Away,58.0,7.0,1.0,2.0,1.0,2.0,1.0,90.0,9.0,1.0,2.0,7.0,6.0,17.0,146.0,1.0,2.0,6.0,10.0,16.0,6.0,1.0,,2.0,,,,,,,,,9.0,,,,,1.0,15.0,14.0,,,,39.0,47.0,2.0,,2.0,7.0,,5.0,1.0,,2.0,,1.0,,10.0,2.0,35.0,49.0,7.0,23.0,4.0,,1.0,53.0,10.0,4.0,3.0,,2.0,1.0,,101.0,3.0,,1.0,3.0,,1.0,21.0,,,3.0,4.0,,,,1.0,13.0,,14.0,6.0,1.0,3.0,29.0,74.0,32.0,7.0,,4.0,6.0,6.0,,,,11.0,,,39.0,22.0,10.0,,,,,,130.0,100.0,1.0,18.0,7.0,27.9,,,,0.0,,,,42.0,5.0,2.0,,,,2.0,5.0,,3.0,55.0,,10.0,67.0,22.0,53.0,5.0,2.0,4.0,2.0,2.0,92.0,9.0,148.0,4.0,1.0,15.0,8.0,43.0,,211.0,1.0,0.0,11.0,25.0,2.0,10.0,2.0,422.0,,5.0,4.0,2.0,18.0,0.0
442169,18.0,2012-12-23 16:00:00,7,Aston Villa,Away,183.0,14.0,2.0,4.0,2.0,,,158.0,6.0,,10.0,5.0,7.0,34.0,337.0,,1.0,19.0,11.0,10.0,6.0,1.0,,,,,,,,,,,6.0,,,,,,15.0,11.0,,,,60.0,58.0,1.0,1.0,,2.0,3.0,4.0,,,4.0,3.0,6.0,,10.0,5.0,40.0,39.0,2.0,19.0,10.0,1.0,3.0,62.0,11.0,6.0,,,1.0,1.0,,158.0,,,,,,,10.0,,,,2.0,,,,,13.0,1.0,11.0,9.0,1.0,10.0,101.0,78.0,49.0,8.0,,3.0,4.0,1.0,,,,5.0,2.0,,64.0,33.0,17.0,1.0,2.0,2.0,1.0,,140.0,132.0,4.0,27.0,14.0,43.4,,,,0.0,,,,101.0,5.0,2.0,,,,,3.0,,3.0,63.0,,7.0,202.0,29.0,27.0,8.0,4.0,14.0,10.0,,108.0,3.0,232.0,2.0,,18.0,7.0,50.0,5.0,420.0,,0.0,7.0,19.0,4.0,22.0,0.0,613.0,,11.0,4.0,4.0,15.0,0.0
442180,19.0,2012-12-26 17:30:00,7,Aston Villa,Home,153.0,9.0,,3.0,3.0,5.0,,128.0,6.0,,6.0,11.0,14.0,24.0,278.0,,,21.0,9.0,19.0,3.0,1.0,,,,,,,,,,,3.0,,,,,1.0,13.0,8.0,,,,54.0,52.0,,,,4.0,,22.0,,,2.0,9.0,3.0,,11.0,4.0,56.0,56.0,4.0,22.0,12.0,1.0,,44.0,12.0,7.0,,,,,,124.0,,,,,,,6.0,,,,1.0,,,,1.0,27.0,,28.0,18.0,3.0,6.0,71.0,64.0,51.0,16.0,,3.0,1.0,1.0,,,,8.0,2.0,,26.0,50.0,18.0,,,,,,139.0,113.0,2.0,20.0,21.0,40.9,,,1.0,0.0,,,,94.0,3.0,2.0,,,,,3.0,,2.0,48.0,,4.0,164.0,21.0,48.0,16.0,2.0,14.0,12.0,,82.0,12.0,193.0,1.0,1.0,12.0,17.0,37.0,4.0,343.0,,0.0,4.0,17.0,,23.0,1.0,569.0,,15.0,13.0,2.0,14.0,0.0
442190,20.0,2012-12-29 15:00:00,7,Aston Villa,Home,147.0,29.0,1.0,1.0,,3.0,,195.0,6.0,,9.0,5.0,12.0,30.0,341.0,,2.0,24.0,7.0,15.0,10.0,,,2.0,,,,,,,,,11.0,,1.0,,,1.0,6.0,3.0,,,,73.0,56.0,1.0,1.0,,1.0,4.0,11.0,,,4.0,7.0,10.0,,15.0,,49.0,55.0,1.0,9.0,3.0,,1.0,78.0,16.0,8.0,,1.0,1.0,,,132.0,,,,,,,9.0,,,,,,,,1.0,12.0,1.0,19.0,15.0,1.0,9.0,96.0,70.0,50.0,3.0,,5.0,5.0,2.0,,,,1.0,2.0,,50.0,69.0,33.0,,,,,,156.0,139.0,5.0,14.0,27.0,45.9,1.0,,,0.0,,,,124.0,1.0,1.0,,,,2.0,6.0,1.0,3.0,95.0,,10.0,157.0,51.0,26.0,17.0,3.0,20.0,17.0,2.0,153.0,9.0,288.0,,2.0,10.0,15.0,43.0,2.0,425.0,,0.0,12.0,16.0,2.0,26.0,3.0,621.0,,10.0,16.0,4.0,12.0,0.0
