matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444574,11.0,2024-11-09 20:00:00,7,Aston Villa,Away,196.0,17.0,4.0,7.0,3.0,1.0,,99.0,8.0,,5.0,2.0,9.0,17.0,288.0,1.0,,6.0,6.0,6.0,7.0,2.0,6.0,,,,,,,,,6.0,,,,,,,5.0,9.0,5.0,9.0,3.0,,44.0,54.0,3.0,5.0,,,7.0,2.0,9.0,,,9.0,8.0,6.0,,9.0,,42.0,44.0,,18.0,9.0,1.0,,,,,,,23.0,15.0,11.0,,2.0,2.0,,120.0,,,,,,,11.0,,,,,,,,,9.0,,6.0,6.0,,5.0,94.0,45.0,29.0,2.0,,6.0,3.0,2.0,324.0,,,3.0,2.0,41.0,29.0,26.0,,,,,,108.0,108.0,3.0,27.0,16.0,37.6,,,,,20.0,0.0,,,,93.0,1.0,2.0,3.0,,,,8.0,1.0,,5.0,45.0,266.0,7.0,9.0,220.0,28.0,18.0,14.0,7.0,23.0,16.0,,,67.0,1.0,154.0,,,6.0,10.0,34.0,1.0,351.0,2.0,0.0,12.0,16.0,1.0,9.0,3.0,520.0,28.0,11.0,11.0,9.0,8.0,0.0
2444582,12.0,2024-11-23 15:00:00,7,Aston Villa,Home,245.0,12.0,3.0,6.0,3.0,,,292.0,8.0,,4.0,1.0,14.0,18.0,531.0,,1.0,13.0,11.0,12.0,9.0,1.0,7.0,2.0,,,,,,,1.0,9.0,,1.0,,,1.0,,7.0,10.0,3.0,15.0,2.0,,81.0,57.0,2.0,3.0,1.0,1.0,10.0,6.0,3.0,,1.0,10.0,8.0,4.0,,14.0,1.0,46.0,43.0,1.0,12.0,9.0,,,,,,,,78.0,10.0,10.0,1.0,2.0,,,175.0,2.0,1.0,2.0,1.0,1.0,,8.0,,,1.0,,,,,1.0,9.0,1.0,4.0,4.0,1.0,4.0,175.0,77.0,57.0,1.0,1.0,3.0,9.0,5.0,592.0,,,1.0,1.0,73.0,83.0,30.0,,,,,1.0,147.0,147.0,3.0,23.0,25.0,69.9,1.0,,1.0,,23.0,0.0,,,,186.0,4.0,,4.0,,1.0,2.0,6.0,1.0,,5.0,132.0,506.0,10.0,12.0,266.0,27.0,12.0,21.0,8.0,20.0,12.0,,2.0,177.0,2.0,371.0,,,8.0,16.0,36.0,1.0,617.0,1.0,0.0,17.0,9.0,2.0,16.0,3.0,797.0,48.0,19.0,12.0,10.0,5.0,0.0
2444592,13.0,2024-12-01 13:30:00,7,Aston Villa,Away,232.0,15.0,2.0,3.0,1.0,,,67.0,7.0,,2.0,2.0,5.0,18.0,296.0,,1.0,6.0,5.0,7.0,5.0,3.0,3.0,,,,,,,,1.0,5.0,,,,,,2.0,2.0,12.0,5.0,8.0,2.0,,46.0,34.0,2.0,2.0,,,7.0,3.0,8.0,,,4.0,2.0,1.0,,8.0,4.0,34.0,47.0,,12.0,7.0,1.0,2.0,,,,,,30.0,6.0,20.0,,,,,112.0,,,,,,,8.0,,,,1.0,,,,,7.0,,10.0,10.0,1.0,2.0,99.0,43.0,22.0,3.0,,2.0,6.0,4.0,316.0,,,3.0,2.0,24.0,16.0,21.0,,,,,,93.0,93.0,3.0,15.0,11.0,35.9,,,,,16.0,0.0,,,,95.0,4.0,1.0,5.0,,1.0,,3.0,1.0,,5.0,29.0,264.0,7.0,8.0,248.0,33.0,12.0,14.0,4.0,7.0,3.0,,,51.0,,111.0,1.0,,7.0,5.0,39.0,1.0,352.0,1.0,0.0,10.0,16.0,5.0,8.0,2.0,504.0,19.0,11.0,5.0,4.0,7.0,0.0
2444602,14.0,2024-12-04 20:15:00,7,Aston Villa,Home,180.0,23.0,2.0,6.0,4.0,2.0,1.0,159.0,4.0,1.0,3.0,3.0,8.0,24.0,333.0,,3.0,8.0,17.0,12.0,11.0,3.0,3.0,1.0,,,,,,,1.0,14.0,1.0,,,,,2.0,5.0,7.0,2.0,16.0,4.0,,68.0,53.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,,,10.0,13.0,1.0,1.0,6.0,,46.0,51.0,3.0,22.0,18.0,,1.0,,,,,,38.0,11.0,15.0,1.0,2.0,1.0,,117.0,1.0,,1.0,1.0,,1.0,5.0,,,2.0,2.0,,,,,18.0,,8.0,8.0,,3.0,107.0,40.0,27.0,5.0,1.0,4.0,11.0,10.0,361.0,,,4.0,,31.0,23.0,32.0,,,,,1.0,106.0,106.0,5.0,19.0,21.0,49.2,,,,,11.0,0.0,,,,95.0,,,,,,1.0,6.0,1.0,,5.0,72.0,314.0,3.0,15.0,202.0,38.0,22.0,17.0,9.0,24.0,15.0,,2.0,90.0,3.0,209.0,2.0,1.0,6.0,8.0,42.0,,387.0,1.0,0.0,20.0,16.0,3.0,13.0,2.0,574.0,41.0,15.0,9.0,10.0,12.0,0.0
2444610,15.0,2024-12-07 15:00:00,7,Aston Villa,Home,203.0,13.0,4.0,6.0,2.0,1.0,,166.0,2.0,,6.0,2.0,4.0,18.0,363.0,1.0,2.0,8.0,8.0,9.0,11.0,3.0,4.0,3.0,,,,,,,2.0,14.0,,,,,,,10.0,4.0,,12.0,6.0,,83.0,53.0,4.0,4.0,1.0,2.0,2.0,8.0,4.0,,,14.0,11.0,5.0,,6.0,,45.0,56.0,2.0,9.0,6.0,,1.0,,,,,,48.0,18.0,15.0,1.0,2.0,,,124.0,,,,,,,3.0,,,1.0,,,,,1.0,6.0,,8.0,8.0,,6.0,112.0,43.0,35.0,1.0,,4.0,10.0,5.0,393.0,,,4.0,1.0,29.0,65.0,29.0,,,,,,107.0,107.0,4.0,19.0,22.0,47.2,,,,,11.0,0.0,,,,102.0,,,,,,3.0,5.0,,,4.0,82.0,337.0,2.0,15.0,228.0,20.0,9.0,15.0,9.0,25.0,16.0,,3.0,109.0,3.0,218.0,,,9.0,4.0,31.0,,421.0,1.0,0.0,18.0,27.0,2.0,10.0,1.0,597.0,40.0,11.0,5.0,14.0,15.0,0.0
2444627,16.0,2024-12-14 17:30:00,7,Aston Villa,Away,207.0,23.0,2.0,5.0,3.0,1.0,1.0,212.0,6.0,,4.0,2.0,6.0,24.0,414.0,1.0,,8.0,10.0,8.0,3.0,3.0,2.0,,,,,,,,,5.0,,,,,,1.0,3.0,12.0,5.0,7.0,1.0,,81.0,43.0,,,,1.0,4.0,2.0,10.0,,,3.0,10.0,2.0,,9.0,2.0,45.0,36.0,1.0,21.0,11.0,2.0,,,,,,,53.0,6.0,12.0,1.0,2.0,1.0,,110.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,11.0,,6.0,6.0,,4.0,136.0,46.0,39.0,4.0,,3.0,4.0,2.0,446.0,,,5.0,1.0,59.0,33.0,31.0,,,,,,106.0,106.0,3.0,12.0,21.0,49.7,,3.0,,,11.0,0.0,,,,141.0,4.0,,4.0,,,,4.0,1.0,,4.0,92.0,392.0,4.0,7.0,217.0,28.0,21.0,15.0,3.0,16.0,13.0,,,128.0,2.0,267.0,1.0,,10.0,8.0,33.0,2.0,468.0,3.0,0.0,8.0,11.0,,11.0,1.0,627.0,33.0,16.0,5.0,3.0,5.0,0.0
2444630,17.0,2024-12-21 12:30:00,7,Aston Villa,Home,238.0,21.0,2.0,2.0,,,,133.0,5.0,,1.0,1.0,9.0,16.0,369.0,,3.0,11.0,2.0,2.0,4.0,3.0,2.0,,,,,,,,2.0,8.0,,,,1.0,,,9.0,7.0,5.0,10.0,1.0,,75.0,39.0,2.0,3.0,1.0,,6.0,2.0,8.0,,,5.0,1.0,,,3.0,2.0,30.0,37.0,,17.0,10.0,1.0,,,,,,,33.0,14.0,7.0,1.0,1.0,,,134.0,2.0,,2.0,2.0,,,6.0,,,2.0,1.0,,,,,10.0,2.0,4.0,4.0,1.0,1.0,116.0,46.0,31.0,4.0,1.0,2.0,7.0,6.0,410.0,,,1.0,,35.0,22.0,21.0,,,,,,82.0,82.0,3.0,20.0,9.0,43.9,1.0,,,1.0,15.0,0.0,,,,103.0,2.0,3.0,5.0,,,,3.0,,,2.0,39.0,356.0,6.0,9.0,260.0,30.0,17.0,9.0,5.0,6.0,1.0,,,64.0,2.0,174.0,1.0,,11.0,9.0,36.0,3.0,428.0,1.0,0.0,11.0,22.0,7.0,13.0,3.0,557.0,17.0,8.0,6.0,5.0,12.0,0.0
2444646,18.0,2024-12-26 15:00:00,7,Aston Villa,Away,145.0,10.0,,1.0,1.0,,,110.0,5.0,,3.0,2.0,4.0,14.0,254.0,,,9.0,14.0,8.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,2.0,4.0,16.0,6.0,2.0,2.0,,59.0,42.0,,,,,2.0,1.0,6.0,1.0,,6.0,11.0,4.0,,7.0,3.0,41.0,47.0,,18.0,9.0,1.0,3.0,,,,,,34.0,10.0,14.0,,3.0,1.0,1.0,95.0,,,,,,,10.0,,,,2.0,,,,,9.0,,5.0,5.0,1.0,3.0,82.0,42.0,22.0,9.0,,1.0,,1.0,278.0,,,8.0,,28.0,19.0,23.0,,,,,,107.0,107.0,1.0,22.0,10.0,37.2,,,,,12.0,0.0,,,,80.0,4.0,1.0,4.0,,,,2.0,,,5.0,42.0,226.0,2.0,1.0,167.0,22.0,18.0,14.0,4.0,20.0,16.0,,,68.0,2.0,169.0,2.0,,9.0,4.0,39.0,3.0,316.0,,1.0,4.0,15.0,,11.0,1.0,466.0,9.0,10.0,10.0,6.0,7.0,0.0
2444650,19.0,2024-12-30 19:45:00,7,Aston Villa,Home,234.0,22.0,2.0,3.0,1.0,,,181.0,4.0,1.0,4.0,1.0,6.0,25.0,412.0,1.0,,11.0,11.0,11.0,12.0,2.0,4.0,2.0,,,,,,,,15.0,1.0,,,,,,5.0,7.0,6.0,12.0,8.0,,85.0,52.0,2.0,2.0,1.0,2.0,8.0,9.0,9.0,,1.0,12.0,6.0,2.0,,10.0,3.0,48.0,67.0,2.0,20.0,8.0,,1.0,,,,,,47.0,9.0,14.0,1.0,2.0,,,155.0,1.0,,1.0,,1.0,,6.0,,,,,,,,,8.0,,4.0,4.0,1.0,4.0,124.0,57.0,40.0,3.0,1.0,6.0,9.0,4.0,463.0,,,5.0,,46.0,59.0,34.0,,,,,1.0,130.0,130.0,8.0,15.0,23.0,59.7,,2.0,1.0,,20.0,0.0,,,,122.0,,2.0,3.0,,2.0,2.0,7.0,1.0,,5.0,106.0,393.0,8.0,16.0,260.0,31.0,20.0,29.0,11.0,19.0,8.0,113450.94,2.0,138.0,1.0,245.0,,1.0,12.0,7.0,43.0,2.0,486.0,5.0,0.0,20.0,22.0,1.0,12.0,2.0,693.0,48.0,18.0,20.0,12.0,12.0,0.0
2444661,20.0,2025-01-04 15:00:00,7,Aston Villa,Home,274.0,16.0,,3.0,3.0,2.0,,280.0,4.0,1.0,4.0,2.0,6.0,21.0,551.0,,,16.0,6.0,12.0,6.0,,2.0,1.0,,,,,,,,11.0,,,,,,,4.0,3.0,1.0,8.0,5.0,,99.0,44.0,2.0,2.0,1.0,,7.0,5.0,5.0,,,6.0,9.0,7.0,,13.0,1.0,43.0,48.0,,15.0,8.0,1.0,,,,,,,48.0,10.0,11.0,,1.0,,,137.0,1.0,,1.0,1.0,,,4.0,,,1.0,4.0,,,,,8.0,1.0,10.0,10.0,1.0,4.0,175.0,63.0,48.0,2.0,2.0,1.0,6.0,5.0,593.0,,,,2.0,100.0,64.0,25.0,,,,,,113.0,113.0,4.0,12.0,23.0,60.8,,,,,17.0,0.0,,,,205.0,1.0,,1.0,,,1.0,3.0,1.0,,3.0,113.0,531.0,7.0,7.0,293.0,30.0,15.0,15.0,2.0,18.0,16.0,109781.37,1.0,146.0,3.0,341.0,4.0,1.0,6.0,7.0,37.0,1.0,616.0,2.0,0.0,13.0,19.0,1.0,18.0,0.0,787.0,25.0,6.0,6.0,7.0,11.0,0.0
2444672,21.0,2025-01-15 19:30:00,7,Aston Villa,Away,240.0,13.0,,,,,,120.0,3.0,1.0,2.0,2.0,8.0,15.0,360.0,,,6.0,16.0,19.0,6.0,,,1.0,,,,1.0,,,2.0,9.0,,,,,,,4.0,7.0,3.0,6.0,5.0,,72.0,53.0,2.0,3.0,1.0,,9.0,4.0,1.0,1.0,,5.0,4.0,,,11.0,2.0,46.0,64.0,,34.0,18.0,,1.0,,,,,,48.0,10.0,17.0,1.0,5.0,2.0,1.0,130.0,1.0,,1.0,1.0,,,3.0,,,1.0,2.0,,,,,18.0,,9.0,9.0,1.0,2.0,121.0,51.0,26.0,8.0,,2.0,5.0,3.0,410.0,,,2.0,1.0,37.0,30.0,29.0,,,,,,131.0,131.0,7.0,23.0,15.0,50.3,,,,,15.0,0.0,,,,113.0,3.0,,2.0,,,1.0,4.0,,,1.0,60.0,341.0,9.0,7.0,259.0,29.0,34.0,14.0,4.0,10.0,6.0,104699.83,1.0,102.0,2.0,187.0,2.0,1.0,19.0,8.0,45.0,1.0,436.0,1.0,0.0,11.0,22.0,1.0,16.0,1.0,632.0,20.0,14.0,6.0,5.0,16.0,0.0
2444680,22.0,2025-01-18 17:30:00,7,Aston Villa,Away,133.0,13.0,,1.0,1.0,2.0,,61.0,8.0,,4.0,8.0,1.0,21.0,193.0,1.0,,6.0,16.0,13.0,3.0,,,,,,,,,,,7.0,,,,,1.0,1.0,7.0,11.0,7.0,5.0,3.0,,42.0,38.0,2.0,,2.0,3.0,2.0,1.0,7.0,,,1.0,,3.0,,8.0,3.0,51.0,45.0,3.0,40.0,26.0,,1.0,,,,,,26.0,18.0,9.0,1.0,,2.0,,110.0,2.0,,2.0,1.0,1.0,,11.0,,,1.0,3.0,,,,,26.0,1.0,3.0,3.0,1.0,4.0,59.0,41.0,22.0,10.0,1.0,1.0,4.0,4.0,234.0,,,4.0,2.0,22.0,14.0,9.0,,,,,,108.0,108.0,1.0,24.0,5.0,34.0,1.0,,1.0,,5.0,0.0,,,,51.0,3.0,1.0,4.0,,,,3.0,,,4.0,23.0,173.0,2.0,5.0,164.0,19.0,40.0,10.0,1.0,6.0,5.0,,,45.0,10.0,104.0,3.0,,24.0,1.0,46.0,2.0,262.0,1.0,0.0,8.0,17.0,2.0,10.0,3.0,422.0,14.0,14.0,6.0,1.0,8.0,0.0
2444691,23.0,2025-01-26 16:30:00,7,Aston Villa,Home,176.0,6.0,,4.0,4.0,1.0,1.0,137.0,8.0,,2.0,3.0,8.0,8.0,309.0,,,11.0,18.0,20.0,9.0,1.0,,1.0,1.0,,,1.0,,,,12.0,,,,,,1.0,9.0,9.0,5.0,9.0,5.0,,58.0,48.0,,,,3.0,9.0,4.0,15.0,1.0,,4.0,9.0,4.0,,14.0,2.0,75.0,69.0,3.0,22.0,11.0,,1.0,,,,,,35.0,13.0,14.0,,4.0,2.0,1.0,141.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,2.0,11.0,,9.0,9.0,2.0,2.0,98.0,46.0,19.0,3.0,1.0,4.0,7.0,4.0,346.0,,,5.0,,49.0,30.0,27.0,,,,,,134.0,134.0,4.0,26.0,16.0,45.8,,2.0,,,22.0,0.0,,,,81.0,2.0,1.0,2.0,,1.0,1.0,6.0,,,5.0,75.0,286.0,9.0,11.0,198.0,20.0,22.0,25.0,2.0,17.0,15.0,114295.45,1.0,101.0,2.0,197.0,1.0,,16.0,9.0,33.0,2.0,378.0,,0.0,14.0,27.0,1.0,17.0,2.0,602.0,26.0,13.0,8.0,4.0,15.0,0.0
2444709,24.0,2025-02-01 17:30:00,7,Aston Villa,Away,217.0,9.0,,1.0,1.0,,,277.0,8.0,1.0,4.0,1.0,9.0,12.0,493.0,,1.0,13.0,9.0,11.0,7.0,1.0,4.0,,,,,,,,,5.0,,,,,,1.0,7.0,6.0,2.0,4.0,6.0,,85.0,31.0,1.0,1.0,,2.0,4.0,5.0,7.0,,,8.0,11.0,4.0,,12.0,1.0,52.0,52.0,2.0,13.0,4.0,1.0,2.0,0.5742,0.4466,,0.7148,1.7007,61.0,13.0,20.0,,5.0,3.0,,161.0,,,,,,,8.0,,,,2.0,,,,1.0,4.0,,3.0,3.0,1.0,4.0,149.0,49.0,35.0,5.0,,,8.0,3.0,518.0,,,,1.0,58.0,77.0,27.0,,,,,,127.0,127.0,2.0,9.0,15.0,68.7,,,,,14.0,0.0,,,,159.0,3.0,,3.0,,1.0,,2.0,,,5.0,104.0,459.0,4.0,8.0,230.0,19.0,13.0,21.0,5.0,23.0,18.0,102399.85,,134.0,1.0,347.0,2.0,1.0,3.0,10.0,21.0,3.0,554.0,1.0,0.0,10.0,13.0,4.0,14.0,3.0,735.0,18.0,14.0,8.0,8.0,8.0,0.0
2444710,25.0,2025-02-15 15:00:00,7,Aston Villa,Home,217.0,15.0,2.0,5.0,4.0,,,391.0,2.0,1.0,3.0,,6.0,14.0,603.0,1.0,1.0,11.0,7.0,11.0,17.0,,7.0,,,1.0,,2.0,,,,14.0,,,1.0,,,2.0,3.0,2.0,2.0,15.0,10.0,,97.0,49.0,4.0,5.0,1.0,1.0,4.0,9.0,5.0,,,16.0,13.0,11.0,,10.0,1.0,41.0,51.0,1.0,9.0,3.0,,,1.93362,2.42,0.1573,2.7909,1.1568,71.0,7.0,11.0,1.0,4.0,,2.0,148.0,,,,,,,2.0,,,,1.0,,,,,3.0,1.0,5.0,5.0,,3.0,219.0,49.0,39.0,1.0,,7.0,10.0,6.0,639.0,,,1.0,1.0,106.0,83.0,59.0,,,,,,123.0,123.0,4.0,15.0,26.0,75.6,1.0,,1.0,,15.0,0.0,,,,202.0,,2.0,3.0,,,,10.0,1.0,,4.0,216.0,579.0,4.0,17.0,230.0,29.0,9.0,29.0,9.0,32.0,24.0,104753.72,,260.0,4.0,468.0,1.0,1.0,1.0,6.0,24.0,2.0,666.0,3.0,0.0,25.0,12.0,2.0,12.0,0.0,854.0,47.0,7.0,17.0,16.0,8.0,0.0
2444722,26.0,2025-02-22 17:30:00,7,Aston Villa,Home,226.0,19.0,,3.0,3.0,,,198.0,7.0,2.0,5.0,3.0,7.0,15.0,421.0,,2.0,12.0,8.0,7.0,7.0,,1.0,2.0,,,,,,,1.0,9.0,,,,,,1.0,8.0,9.0,6.0,10.0,2.0,,61.0,50.0,3.0,2.0,1.0,1.0,4.0,3.0,7.0,1.0,1.0,2.0,9.0,2.0,,10.0,3.0,45.0,50.0,1.0,16.0,7.0,,3.0,1.71526,2.3302,,2.1245,1.9703,55.0,15.0,16.0,,3.0,1.0,,134.0,2.0,,2.0,,2.0,,8.0,,,,,,,,,7.0,,5.0,5.0,1.0,6.0,148.0,51.0,36.0,3.0,2.0,1.0,8.0,6.0,457.0,,,4.0,,52.0,46.0,25.0,,,,,,104.0,104.0,2.0,14.0,25.0,52.2,,,3.0,,12.0,0.0,,,,141.0,2.0,4.0,5.0,,,2.0,3.0,,,5.0,93.0,399.0,4.0,9.0,238.0,30.0,16.0,17.0,1.0,13.0,12.0,115677.46,2.0,125.0,1.0,259.0,,3.0,10.0,7.0,30.0,1.0,484.0,2.0,0.0,12.0,17.0,2.0,14.0,1.0,657.0,35.0,11.0,11.0,2.0,9.0,0.0
2444732,27.0,2025-02-25 19:30:00,7,Aston Villa,Away,239.0,13.0,3.0,5.0,2.0,4.0,,170.0,8.0,,1.0,,7.0,19.0,404.0,,,14.0,9.0,14.0,2.0,2.0,3.0,,,,,,,,,3.0,,,1.0,,,,5.0,14.0,5.0,6.0,,,59.0,46.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,,1.0,8.0,3.0,3.0,,19.0,1.0,55.0,51.0,1.0,14.0,5.0,1.0,,0.829028,0.3771,,1.0111,4.1481,46.0,10.0,19.0,1.0,,,,152.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,5.0,1.0,9.0,9.0,,1.0,121.0,46.0,32.0,3.0,,2.0,3.0,2.0,426.0,,,5.0,,50.0,35.0,22.0,,,,,,143.0,143.0,1.0,21.0,21.0,64.1,1.0,,,1.0,16.0,0.0,,,,136.0,2.0,,2.0,,1.0,,3.0,,,5.0,73.0,365.0,5.0,5.0,259.0,22.0,14.0,24.0,7.0,13.0,6.0,103676.27,,106.0,5.0,222.0,,,4.0,7.0,29.0,7.0,468.0,1.0,0.0,6.0,8.0,1.0,20.0,1.0,662.0,20.0,26.0,11.0,8.0,4.0,0.0
2444740,28.0,2025-03-08 17:30:00,7,Aston Villa,Away,122.0,9.0,,3.0,3.0,,1.0,120.0,2.0,1.0,1.0,4.0,7.0,18.0,239.0,,,11.0,23.0,16.0,5.0,1.0,,3.0,,,,1.0,,,1.0,8.0,,,,,,2.0,2.0,7.0,6.0,10.0,2.0,,52.0,47.0,2.0,2.0,,,12.0,6.0,9.0,,1.0,5.0,2.0,5.0,,5.0,2.0,51.0,43.0,,40.0,26.0,,3.0,0.40193,1.325,0.0699,0.6853,0.7022,37.0,5.0,10.0,1.0,3.0,1.0,1.0,115.0,1.0,,,1.0,,1.0,5.0,,,1.0,2.0,,,,1.0,26.0,,5.0,5.0,1.0,1.0,72.0,55.0,28.0,6.0,,1.0,6.0,4.0,296.0,,,6.0,1.0,34.0,20.0,24.0,,,,,,119.0,119.0,4.0,19.0,12.0,40.1,,,,,26.0,0.0,,,,77.0,1.0,2.0,3.0,,1.0,3.0,2.0,,,4.0,61.0,228.0,12.0,7.0,143.0,19.0,40.0,16.0,4.0,12.0,8.0,105697.75,4.0,94.0,5.0,185.0,3.0,1.0,21.0,9.0,46.0,3.0,316.0,,0.0,12.0,11.0,1.0,14.0,2.0,491.0,19.0,11.0,6.0,5.0,5.0,0.0
2444752,29.0,2025-02-19 19:30:00,7,Aston Villa,Home,187.0,12.0,1.0,3.0,3.0,,,195.0,9.0,1.0,3.0,2.0,8.0,11.0,379.0,,,9.0,13.0,12.0,4.0,,2.0,,,,,,,1.0,,5.0,,,,,,2.0,3.0,14.0,3.0,5.0,4.0,,63.0,36.0,1.0,,2.0,6.0,10.0,2.0,7.0,,,6.0,12.0,3.0,,7.0,,44.0,53.0,6.0,20.0,11.0,1.0,1.0,0.664303,0.6665,,1.584,1.398,37.0,8.0,6.0,1.0,2.0,1.0,,124.0,1.0,,1.0,1.0,,,15.0,,,1.0,1.0,,,,,11.0,,3.0,3.0,,3.0,127.0,40.0,26.0,8.0,1.0,2.0,3.0,4.0,419.0,,,4.0,2.0,57.0,62.0,30.0,,,,,,125.0,125.0,1.0,14.0,15.0,52.3,,2.0,1.0,1.0,22.0,0.0,,,,135.0,1.0,,1.0,,1.0,,3.0,,,5.0,91.0,356.0,10.0,5.0,204.0,20.0,20.0,22.0,4.0,19.0,16.0,107852.92,,130.0,3.0,264.0,1.0,3.0,8.0,9.0,26.0,3.0,449.0,2.0,0.0,9.0,22.0,1.0,12.0,1.0,632.0,25.0,15.0,13.0,6.0,13.0,0.0
2444762,30.0,2025-04-02 19:45:00,7,Aston Villa,Away,217.0,11.0,,2.0,2.0,,,106.0,4.0,,3.0,1.0,6.0,22.0,321.0,1.0,1.0,7.0,16.0,7.0,4.0,,,2.0,,,,,,,1.0,5.0,,,,,,2.0,5.0,8.0,3.0,7.0,1.0,,68.0,38.0,2.0,,2.0,3.0,8.0,,6.0,,,,3.0,1.0,,10.0,2.0,49.0,53.0,3.0,33.0,17.0,,,0.69068,1.2476,,1.8866,0.6648,42.0,11.0,15.0,1.0,2.0,1.0,,128.0,3.0,,3.0,3.0,,2.0,8.0,,,3.0,1.0,,,,,17.0,,7.0,7.0,1.0,4.0,88.0,46.0,19.0,4.0,,2.0,5.0,5.0,357.0,,,2.0,1.0,32.0,26.0,9.0,,,,,,109.0,109.0,1.0,16.0,12.0,44.3,,,,,15.0,0.0,,,,99.0,4.0,,4.0,,,2.0,3.0,,2.0,5.0,50.0,306.0,8.0,7.0,241.0,22.0,33.0,11.0,,5.0,5.0,109784.9,4.0,74.0,3.0,147.0,1.0,,15.0,6.0,47.0,,383.0,1.0,0.0,8.0,26.0,1.0,13.0,3.0,572.0,18.0,20.0,5.0,,15.0,0.0
