season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090141,15,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090136,16,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,6.0,12.0,39.0,51.0,,1.0,5.0,,,,1.0,,1.0,4.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,,7.0,,7.0,,,,,4.0,3.0,,,9.0,,17.0,39.0,56.0,0,1.0,67.0,1.0,,3.0,1.0
2016-17,7090136,16,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,34.0,48.0,82.0,2.0,1.0,6.0,,,,1.0,,,4.0,2.0,,,1.0,,,,,5.0,,,90.0,,2.0,,,,,,16.0,,7.2,,,,,4.0,,,,14.0,,47.0,49.0,96.0,0,1.0,110.0,1.0,,,1.0
2016-17,7090136,16,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,3.0,47.0,25.0,71.0,,2.0,6.0,1.0,,,,,,1.0,6.0,,,1.0,1.0,,,,1.0,2.0,,90.0,,,,,,,,7.0,,7.7,,,,,,,3.0,,3.0,,52.0,25.0,74.0,0,3.0,92.0,,1.0,,3.0
2016-17,7090136,16,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090136,16,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,2.0,,2.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,2.0,0,,4.0,1.0,,,
2016-17,7090185,17,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,3.0,14.0,28.0,42.0,9.0,1.0,4.0,,,,,,,10.0,3.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.0,,7.3,,,,,7.0,,,,5.0,,19.0,29.0,48.0,0,2.0,62.0,,,,2.0
2016-17,7090185,17,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,32.0,37.0,69.0,3.0,6.0,4.0,,,,,,,5.0,8.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,13.0,,7.7,,,,,11.0,,1.0,,13.0,,43.0,39.0,81.0,0,1.0,98.0,,1.0,,1.0
2016-17,7090185,17,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,,25.0,12.0,36.0,4.0,,4.0,,,1.0,,,,5.0,1.0,,,,,,,,1.0,4.0,,90.0,,,,,,,,16.0,,7.1,,,,,,1.0,2.0,,4.0,,30.0,14.0,42.0,1,1.0,70.0,2.0,,,1.0
2016-17,7090185,17,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,True,,,,6.0,5.0,11.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,8.0,,,,,,,,3.0,,7.0,,,,,,,,,1.0,,8.0,6.0,14.0,0,1.0,16.0,,,,1.0
2016-17,7090185,17,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090185,17,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090182,18,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,7.0,13.0,44.0,57.0,4.0,1.0,4.0,,,,,,,4.0,2.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,8.0,,7.1,,,,,5.0,,,,13.0,,18.0,46.0,64.0,0,1.0,75.0,1.0,,,1.0
2016-17,7090182,18,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,18.0,33.0,51.0,4.0,2.0,3.0,,,,1.0,,,6.0,5.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.1,,,,,9.0,,1.0,,10.0,,27.0,33.0,59.0,0,3.0,78.0,1.0,,,2.0
2016-17,7090182,18,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,32.0,9.0,41.0,1.0,,2.0,,,,,,1.0,2.0,4.0,,,,,,,,,,,90.0,,,,,,,,13.0,,6.7,,,,,1.0,1.0,2.0,,2.0,,40.0,12.0,50.0,0,3.0,70.0,,,1.0,2.0
2016-17,7090182,18,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,True,,,1.0,3.0,6.0,9.0,,,1.0,,,,1.0,,1.0,3.0,1.0,,,1.0,,,,,,,,21.0,,,,,,,,5.0,,6.1,,,,,,,2.0,,2.0,,7.0,6.0,11.0,0,,17.0,,1.0,,
2016-17,7090182,18,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,1.0,4.0,,4.0,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,11.0,,,,,,,,3.0,,6.5,,,,,,1.0,,,1.0,,7.0,,7.0,1,,11.0,,1.0,1.0,
2016-17,7090140,19,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,3.0,6.0,26.0,32.0,1.0,,7.0,,,,1.0,,,4.0,3.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,12.0,,7.3,,,,,7.0,,,,9.0,,17.0,27.0,44.0,0,3.0,57.0,,,,2.0
2016-17,7090140,19,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,6.0,19.0,25.0,1.0,1.0,7.0,,,,1.0,,,3.0,2.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,15.0,,7.3,,,,,9.0,,,,13.0,,17.0,23.0,40.0,0,,57.0,,1.0,,
2016-17,7090140,19,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,3.0,24.0,10.0,34.0,,1.0,4.0,,,,1.0,,,1.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,18.0,,7.1,,,1.0,,,1.0,1.0,,7.0,,37.0,11.0,47.0,1,2.0,69.0,1.0,1.0,1.0,
2016-17,7090140,19,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,1.0,20.0,14.0,34.0,3.0,3.0,10.0,,,,,,,7.0,6.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,11.0,,7.0,,,1.0,,1.0,1.0,,,3.0,,27.0,14.0,41.0,1,3.0,57.0,3.0,1.0,,2.0
2016-17,7090140,19,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090140,19,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090224,20,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,,9.0,61.0,70.0,,2.0,8.0,,,,,,,1.0,3.0,,,1.0,,,,,,,,90.0,1.0,2.0,1.0,,,,,7.0,,6.6,,,,,8.0,,,,4.0,,14.0,63.0,77.0,1,1.0,90.0,,,,1.0
2016-17,7090224,20,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,5.0,16.0,40.0,56.0,,2.0,7.0,,,1.0,,,,,3.0,,,,1.0,,,,3.0,1.0,,90.0,,2.0,,,,,,5.0,,7.6,,,1.0,,8.0,,,,8.0,,20.0,41.0,61.0,2,,79.0,,1.0,,
2016-17,7090224,20,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,2.0,,1.0,40.0,18.0,56.0,1.0,,6.0,1.0,,,1.0,,,2.0,4.0,,,,,,,,,2.0,,90.0,,,,,,,,10.0,,7.1,,,,,1.0,2.0,3.0,,3.0,,46.0,20.0,63.0,0,2.0,85.0,1.0,,2.0,
2016-17,7090224,20,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,8.0,29.0,53.0,82.0,,,16.0,,,,,,2.0,4.0,4.0,,,2.0,,,,,2.0,,,90.0,1.0,,,,,,,13.0,,7.1,,,,,,1.0,,,11.0,,35.0,55.0,90.0,1,3.0,105.0,1.0,1.0,,3.0
2016-17,7090224,20,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,2.0,,,21.0,9.0,28.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,3.0,,45.0,,,,,,,,5.0,,6.9,,,,,4.0,,5.0,,,,25.0,9.0,29.0,0,,45.0,,,,
2016-17,7090224,20,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090210,21,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,1.0,2.0,16.0,18.0,4.0,3.0,3.0,,,,1.0,,,6.0,5.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,4.0,,6.8,,,,,12.0,,,,4.0,,6.0,16.0,22.0,0,1.0,39.0,,1.0,,
2016-17,7090210,21,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,2.0,8.0,24.0,32.0,1.0,8.0,3.0,,,,,,,3.0,10.0,,,2.0,,,,,4.0,,,90.0,,1.0,,,,,,22.0,,7.2,,,,,13.0,,,,14.0,,23.0,31.0,54.0,0,2.0,74.0,,,,1.0
2016-17,7090210,21,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,1.0,,2.0,11.0,15.0,25.0,3.0,2.0,6.0,,,1.0,2.0,,,9.0,12.0,,,3.0,,,,,3.0,5.0,,90.0,,,,,,,,14.0,,7.5,,,,,2.0,5.0,3.0,,4.0,,21.0,17.0,35.0,1,5.0,57.0,,2.0,3.0,5.0
2016-17,7090210,21,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090210,21,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090210,21,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,,,1.0,4.0,12.0,16.0,1.0,,4.0,,,1.0,2.0,,1.0,4.0,4.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,14.0,,6.7,,,,,10.0,,2.0,,4.0,,11.0,15.0,24.0,1,3.0,57.0,,1.0,,2.0
2016-17,7090218,22,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,4.0,41.0,51.0,92.0,4.0,3.0,6.0,,,,,,,5.0,7.0,1.0,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,4.0,,6.6,,,,,6.0,,,,5.0,,43.0,53.0,96.0,0,4.0,109.0,,,,3.0
2016-17,7090218,22,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,6.0,64.0,46.0,110.0,2.0,2.0,3.0,,,,3.0,,,5.0,4.0,,,,,,,,,2.0,,90.0,1.0,,,,,,,6.0,,7.0,,,2.0,,2.0,,,,8.0,,69.0,46.0,115.0,3,2.0,124.0,,,,1.0
2016-17,7090218,22,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,53.0,19.0,72.0,,,5.0,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,16.0,,6.1,,,,,,1.0,6.0,,1.0,,66.0,20.0,80.0,1,1.0,100.0,1.0,,,1.0
2016-17,7090218,22,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2016-17,7090218,22,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,3.0,25.0,24.0,49.0,3.0,,4.0,,1.0,,,,1.0,6.0,2.0,,,1.0,,,,,1.0,,,70.0,,,,,,,,12.0,,6.2,,,1.0,,,1.0,1.0,,5.0,,33.0,25.0,57.0,1,2.0,68.0,1.0,,,1.0
2016-17,7090218,22,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090243,23,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090243,23,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,16.0,48.0,64.0,5.0,,6.0,,,,1.0,,,7.0,3.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,6.0,,7.1,,,1.0,,5.0,,,,7.0,,20.0,50.0,70.0,1,3.0,81.0,,,,3.0
2016-17,7090243,23,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,1.0,26.0,15.0,40.0,2.0,,8.0,,,,1.0,,,4.0,1.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,13.0,,6.7,,,,,2.0,1.0,1.0,,5.0,,36.0,16.0,51.0,0,,73.0,1.0,1.0,,
2016-17,7090243,23,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,23.0,34.0,57.0,,3.0,9.0,,,,,,,2.0,4.0,,,2.0,,,,,1.0,,,90.0,,,1.0,,,,,13.0,,6.5,,,,,4.0,,,,10.0,,29.0,41.0,70.0,0,1.0,80.0,,,,1.0
2016-17,7090243,23,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,2.0,32.0,22.0,54.0,2.0,4.0,6.0,,,1.0,1.0,,2.0,7.0,6.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,19.0,,6.7,,,,,,,1.0,,6.0,1.0,47.0,23.0,69.0,1,2.0,83.0,,,,1.0
2016-17,7090243,23,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090194,24,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,1.0,,3.0,39.0,10.0,48.0,,,1.0,,,,,,,,3.0,,,,,,,,1.0,,,90.0,,,,,,,,12.0,,6.5,,,,,,1.0,7.0,,3.0,,49.0,10.0,52.0,0,1.0,74.0,,1.0,1.0,1.0
2016-17,7090194,24,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,6.0,31.0,29.0,60.0,3.0,,8.0,,,2.0,,,,3.0,1.0,,,,,,,,,,,90.0,,,,,,,,11.0,,6.5,,,1.0,,,,,,10.0,,38.0,32.0,70.0,3,1.0,78.0,1.0,,,1.0
2016-17,7090194,24,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,2.0,23.0,15.0,38.0,2.0,1.0,1.0,,,,,,,6.0,3.0,,,4.0,,,,,,1.0,,67.0,,,,,,,,7.0,,6.8,,,1.0,,1.0,,,,4.0,,28.0,17.0,45.0,1,2.0,50.0,,,,2.0
2016-17,7090194,24,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,8.0,2.0,10.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,7.0,,,,,,,,5.0,,6.4,,,,,,,,,2.0,,11.0,2.0,13.0,0,1.0,17.0,2.0,,,1.0
2016-17,7090194,24,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090194,24,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090239,25,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,,1.0,,2.0,1.0,3.0,0,,4.0,,,,
2016-17,7090239,25,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,2.0,19.0,5.0,24.0,1.0,1.0,5.0,,,,1.0,,,3.0,3.0,,,,,,,,,2.0,,90.0,1.0,,,,,,,18.0,,7.0,,,,,1.0,1.0,,,7.0,,28.0,7.0,35.0,1,1.0,59.0,,1.0,,1.0
2016-17,7090239,25,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,8.0,13.0,21.0,,1.0,4.0,,,,,,1.0,2.0,3.0,,,1.0,,,,,3.0,1.0,,90.0,1.0,,,,,,,7.0,,7.2,,,,,5.0,,,,4.0,,13.0,14.0,27.0,1,2.0,40.0,,,,2.0
2016-17,7090239,25,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,True,,,1.0,5.0,,5.0,1.0,,1.0,,,,1.0,,,3.0,2.0,,,1.0,,,,,,,,13.0,,,,,,,,3.0,,6.5,,,,,,,,,3.0,,8.0,,8.0,0,1.0,10.0,,1.0,,
2016-17,7090239,25,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090239,25,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2016-17,7090259,26,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090259,26,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,3.0,,1.0,36.0,11.0,44.0,2.0,,3.0,,,1.0,1.0,,2.0,7.0,4.0,,,,,,,,,3.0,,90.0,,,,,,,,15.0,,6.4,,,,,1.0,3.0,8.0,,4.0,,44.0,12.0,48.0,1,3.0,76.0,1.0,,1.0,3.0
2016-17,7090259,26,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,39.0,26.0,65.0,,4.0,6.0,,,,1.0,,,2.0,7.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,11.0,,6.9,,,2.0,,11.0,1.0,1.0,,5.0,,49.0,27.0,75.0,2,1.0,94.0,,1.0,1.0,
2016-17,7090259,26,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,1.0,33.0,28.0,61.0,1.0,7.0,6.0,,,,2.0,,,4.0,14.0,,,1.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,13.0,,7.9,,,,,8.0,1.0,1.0,,4.0,1.0,43.0,29.0,71.0,1,6.0,98.0,,,1.0,5.0
2016-17,7090259,26,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,1.0,15.0,6.0,21.0,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,24.0,,,,,,,,3.0,,6.6,,,,,,,,,1.0,,17.0,7.0,24.0,0,,28.0,,,,
2016-17,7090259,26,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090271,27,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,4.0,8.0,25.0,33.0,2.0,2.0,2.0,,,,,,,3.0,5.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,7.2,,,1.0,,6.0,,,,8.0,,14.0,28.0,42.0,1,2.0,57.0,,1.0,,2.0
2016-17,7090271,27,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090271,27,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,1.0,17.0,8.0,25.0,,,5.0,,,,,,,,2.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,6.8,,,,,2.0,,3.0,,2.0,,24.0,8.0,29.0,0,2.0,51.0,,,,2.0
2016-17,7090271,27,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,3.0,13.0,24.0,37.0,2.0,3.0,5.0,,,,1.0,,,3.0,5.0,,,,,,,,,1.0,,90.0,1.0,1.0,,,,,,6.0,,7.2,,,,,7.0,,,,5.0,,18.0,25.0,43.0,1,2.0,56.0,,,,2.0
2016-17,7090271,27,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,4.0,16.0,18.0,34.0,1.0,3.0,5.0,,,,1.0,,,6.0,4.0,,,4.0,,,,,,,,90.0,,,,,,,,11.0,,6.6,,,,,3.0,,1.0,,5.0,,22.0,23.0,44.0,0,,52.0,,2.0,,
2016-17,7090271,27,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090271,27,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090012,28,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,2.0,6.0,44.0,50.0,1.0,2.0,3.0,,,,,,,1.0,4.0,,,,,,,,,,,90.0,,1.0,,,,,,11.0,,6.7,,,,,2.0,,,,9.0,,13.0,48.0,61.0,0,,66.0,,2.0,,
2016-17,7090012,28,14,Liverpool,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,2.0,23.0,12.0,35.0,,,3.0,,,,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,6.7,,,,,3.0,3.0,2.0,,5.0,,33.0,14.0,45.0,0,,69.0,1.0,,2.0,
2016-17,7090012,28,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,13.0,37.0,50.0,1.0,4.0,3.0,,,1.0,,,1.0,2.0,5.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,17.0,,7.3,,,,,12.0,,,,13.0,,22.0,43.0,65.0,1,1.0,86.0,1.0,,,1.0
2016-17,7090012,28,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,4.0,18.0,23.0,41.0,3.0,7.0,5.0,,,1.0,,,,6.0,10.0,,,4.0,,1.0,,,,2.0,,90.0,1.0,,,,,,,19.0,,7.9,,,,,6.0,,,,7.0,,31.0,28.0,59.0,2,2.0,75.0,1.0,3.0,,1.0
2016-17,7090012,28,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090012,28,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090012,28,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090264,29,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,2.0,4.0,21.0,25.0,,1.0,5.0,,,,,,,,6.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,7.0,,7.3,,,,,9.0,1.0,,,9.0,,11.0,21.0,32.0,0,4.0,47.0,,,1.0,2.0
2016-17,7090264,29,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090264,29,14,Liverpool,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,False,,,2.0,16.0,13.0,29.0,,,6.0,,,,3.0,,,4.0,6.0,,,1.0,,,,,5.0,,,90.0,,,,,,,,14.0,,7.0,,,,,,,,,7.0,,24.0,14.0,38.0,0,4.0,64.0,3.0,2.0,,2.0
2016-17,7090264,29,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,13.0,18.0,31.0,3.0,1.0,5.0,,,2.0,,,,3.0,4.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,4.0,,7.1,,,1.0,,8.0,,,,6.0,,16.0,19.0,35.0,3,3.0,50.0,,,,2.0
2016-17,7090264,29,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,3.0,17.0,17.0,34.0,1.0,3.0,5.0,,,,1.0,,,4.0,8.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,11.0,,7.1,,,,,2.0,1.0,,,5.0,,24.0,17.0,41.0,0,3.0,56.0,1.0,2.0,,2.0
2016-17,7090264,29,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090264,29,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090275,30,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,0,,2.0,,,,
