season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2014-15,5583152,34,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,1.0,17.0,40.0,57.0,2.0,4.0,6.0,,,,1.0,,4.0,6.0,,1.0,1.0,0.0,0.0,,,1.0,1.0,,90.0,,,0.0,,,,,,,6.8,,,,,3.0,1.0,1.0,,2.0,,23.0,42.0,64.0,0.0,,,1.0,1.0,1.0,
2014-15,5583152,34,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,1.0,17.0,41.0,58.0,2.0,6.0,3.0,,,,,1.0,5.0,9.0,,,2.0,0.0,0.0,,,3.0,,,90.0,,,0.0,,,,,,,7.5,,,2.0,,10.0,,,,6.0,,21.0,44.0,65.0,2.0,1.0,,,2.0,,
2014-15,5583152,34,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,1.0,49.0,27.0,76.0,,2.0,8.0,,,,1.0,,1.0,2.0,,,,0.0,0.0,,,,,,90.0,1.0,,0.0,,,,,,,7.1,,,1.0,,2.0,,1.0,,3.0,,58.0,29.0,86.0,2.0,,,1.0,,,
2014-15,5583152,34,14,Liverpool,Away,210082,109528,Javier Manquillo,javier-manquillo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583162,35,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583162,35,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,3.0,12.0,17.0,29.0,,1.0,6.0,,,,,1.0,2.0,7.0,,,,0.0,0.0,,,,1.0,,84.0,,,0.0,,,,,,,6.9,,,,,1.0,2.0,,,3.0,1.0,15.0,20.0,35.0,0.0,3.0,,4.0,2.0,1.0,
2014-15,5583162,35,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,3.0,6.0,34.0,40.0,4.0,2.0,4.0,,,1.0,,,4.0,4.0,,,,0.0,0.0,,,2.0,,,90.0,,,0.0,,,,1.0,,,7.5,,,1.0,,11.0,,,,4.0,,8.0,35.0,43.0,2.0,,,,2.0,,
2014-15,5583162,35,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,9.0,29.0,38.0,1.0,8.0,7.0,,,,1.0,,4.0,11.0,,,2.0,0.0,0.0,,,1.0,,,90.0,1.0,1.0,0.0,,,,,,,7.3,,,2.0,,8.0,,,,9.0,,17.0,33.0,50.0,3.0,2.0,,,1.0,,
2014-15,5583162,35,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,5.0,26.0,24.0,50.0,1.0,,9.0,,,,1.0,1.0,5.0,11.0,,,2.0,0.0,0.0,,,2.0,,,90.0,,,0.0,,,,,,,7.4,,,,,2.0,1.0,4.0,,11.0,,37.0,29.0,62.0,0.0,8.0,,2.0,2.0,1.0,
2014-15,5583162,35,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583178,36,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583178,36,14,Liverpool,Away,1204,9047,Glen Johnson,glen-johnson,D,False,,,1.0,16.0,20.0,36.0,,2.0,9.0,,,,2.0,,2.0,6.0,,,,0.0,0.0,,,,,,90.0,,,0.0,,,,,,,6.7,,,1.0,,3.0,3.0,2.0,,4.0,,20.0,24.0,42.0,1.0,1.0,62.0,2.0,,3.0,
2014-15,5583178,36,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,,7.0,38.0,45.0,1.0,,6.0,,,,1.0,,3.0,1.0,,,1.0,0.0,0.0,,,,1.0,,90.0,,4.0,0.0,,,,,,,6.6,,,1.0,,7.0,,,,2.0,,9.0,40.0,49.0,1.0,1.0,64.0,,,,
2014-15,5583178,36,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,,5.0,26.0,31.0,2.0,3.0,3.0,,,,1.0,,3.0,6.0,,,,0.0,0.0,,,4.0,,,90.0,,,0.0,,,,,,,7.0,,,1.0,,4.0,,,,7.0,,13.0,28.0,41.0,1.0,3.0,54.0,,,,
2014-15,5583178,36,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,3.0,15.0,26.0,41.0,,2.0,10.0,,,,1.0,1.0,6.0,9.0,,,2.0,0.0,0.0,,,1.0,1.0,,90.0,,,0.0,,,,,,,7.0,,,1.0,,2.0,2.0,2.0,,4.0,,19.0,28.0,45.0,1.0,7.0,69.0,1.0,,,
2014-15,5583178,36,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583196,37,14,Liverpool,Home,534,12450,Kolo Touré,kolo-toure,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583196,37,14,Liverpool,Home,1204,9047,Glen Johnson,glen-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583196,37,14,Liverpool,Home,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,2.0,17.0,47.0,64.0,4.0,3.0,2.0,,,,,,4.0,6.0,,,1.0,0.0,0.0,,,1.0,,,90.0,,1.0,0.0,,,,,,,6.7,,,1.0,,8.0,,,,5.0,,21.0,49.0,70.0,1.0,2.0,87.0,,1.0,,
2014-15,5583196,37,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,1.0,7.0,42.0,49.0,1.0,5.0,7.0,,,,4.0,,6.0,8.0,,,1.0,0.0,0.0,,,2.0,,,90.0,,,0.0,,,,,,,6.2,,,,,7.0,,,,3.0,,13.0,44.0,57.0,0.0,2.0,69.0,,1.0,,
2014-15,5583196,37,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,,,3.0,25.0,31.0,56.0,2.0,2.0,7.0,,,,3.0,,7.0,16.0,,,2.0,0.0,0.0,,,1.0,,,90.0,,1.0,0.0,,,,,,,7.2,,,1.0,,4.0,4.0,2.0,,7.0,,36.0,33.0,67.0,1.0,8.0,98.0,,2.0,4.0,
2014-15,5583196,37,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,1.0,,3.0,20.0,22.0,41.0,,1.0,6.0,,,,1.0,,2.0,4.0,,,,0.0,0.0,,,1.0,3.0,,87.0,,1.0,0.0,,,,,,,6.9,,,,,2.0,2.0,2.0,,3.0,,25.0,24.0,47.0,0.0,,66.0,1.0,2.0,1.0,
2014-15,5583232,38,14,Liverpool,Away,534,12450,Kolo Touré,kolo-toure,D,True,,,,5.0,7.0,12.0,1.0,,2.0,,,,1.0,1.0,3.0,,,,,0.0,0.0,,,,,,45.0,,,0.0,,,,,,,6.1,,,,,1.0,,,,4.0,,9.0,8.0,17.0,0.0,,25.0,,,,
2014-15,5583232,38,14,Liverpool,Away,12394,26793,Martin Škrtel,martin-skrtel,D,False,,,1.0,2.0,27.0,29.0,2.0,4.0,3.0,,,,1.0,,4.0,7.0,,,1.0,0.0,0.0,,,1.0,,,90.0,,1.0,0.0,,,,,,,5.8,,,,,5.0,,,,3.0,,5.0,31.0,36.0,0.0,2.0,47.0,,2.0,,
2014-15,5583232,38,14,Liverpool,Away,21134,40784,Mamadou Sakho,mamadou-sakho,D,False,,,,12.0,30.0,42.0,2.0,9.0,6.0,,,,,,2.0,12.0,,,,0.0,0.0,,,2.0,,,90.0,,,0.0,,,,,,,6.5,,,,,9.0,,,,,,15.0,33.0,48.0,0.0,3.0,63.0,1.0,,,
2014-15,5583232,38,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5583232,38,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,4.0,8.0,11.0,19.0,1.0,,4.0,,,,4.0,1.0,6.0,,1.0,,,0.0,0.0,,,,,,45.0,,,0.0,,,,,,,4.5,,,,,,,,,6.0,,12.0,12.0,24.0,0.0,,28.0,,,,
2014-15,5583232,38,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,3.0,10.0,13.0,,,3.0,,,,,,,2.0,,,,0.0,0.0,,,1.0,,,45.0,,1.0,0.0,,,,,,,5.8,,,,,,,1.0,,1.0,,6.0,10.0,15.0,0.0,,23.0,,2.0,,
