playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,successfulCrossesAndCorners,blocks,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,successfulLaunches,clearancesOffTheLine,throwInsToOwnPlayer,unsuccessfulLaunches,hitWoodwork,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,penaltiesSaved,savesFromPenalty,secondGoalAssists,penaltiesTaken,penaltyGoals
53371,David Meyler,Midfielder,Hull,88,Ireland,2016-17,58.0,0.4549,0.0,,2.0,3.0,0.4728,27.0,6.0,1.0,61.0,20.0,,20.0,9.0,97.0,11.0,509.0,1.0,1.0,1.0,1.0,11.0,29.0,2.0,1.0,1.0,954.0,1.0,1.0,19.0,55.0,5.0,20.0,45.0,389.0,8.0,2.0,21.8952,6.0,23.0,23.0,1.0,39.0,120.0,15.0,0.0,113.0,10.0,0.0,160.0,57.0,20.0,1.0,1.0,8.0,,2.0,194.0,18.0,,11.0,16.0,,1.0,84.0,10.0,0.0,502.0,3.0,6.0,156.0,19.0,3.0,,148.0,9.0,20.0,23.0,81.0,723.0,3.0,1.0,222.0,5.0,,0.4748,2.0,36.0,35.0,4.0,4.0,2.0,,16.0,,4.0,,19.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
39472,Dieumerci Mbokani,Forward,Hull,88,DR Congo,2016-17,99.0,0.2422,0.0,,3.0,4.0,0.427,3.0,11.0,1.0,55.0,12.0,1.0,10.0,8.0,56.0,2.0,172.0,,12.0,,2.0,4.0,100.0,,,4.0,763.0,4.0,3.0,61.0,69.0,1.0,7.0,30.0,113.0,26.0,1.0,12.8467,7.0,5.0,16.0,1.0,38.0,36.0,23.0,0.0,168.0,4.0,,53.0,14.0,12.0,,,,,1.0,82.0,15.0,,2.0,24.0,,1.0,68.0,39.0,0.0,156.0,7.0,3.0,110.0,3.0,8.0,,34.0,14.0,1.0,3.0,49.0,303.0,3.0,2.0,35.0,3.0,1.0,1.2956,0.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
11974,Eldin Jakupovic,Goalkeeper,Hull,88,Switzerland,2016-17,2.0,0.0242,0.0,,,,,,,,2.0,22.0,,,22.0,341.0,,636.0,,,,,,6.0,5.0,,,1980.0,,,,7.0,4.0,,1.0,142.0,,4.0,40.0111,,20.0,36.0,,2.0,63.0,2.0,0.0,9.0,,,527.0,198.0,22.0,,,,,,116.0,32.0,,,,,,3.0,6.0,0.0,287.0,,,346.0,,1.0,,46.0,,1.0,153.0,,855.0,,,179.0,,,,0.0,339.0,49.0,,,,,,,61.0,,,173.0,,,,,16.0,28.0,228.0,6.0,6.0,11.0,74.0,3.0,2.0,2.0,193.0,125.0,20.0,43.0,,2.0,2.0,,,
52287,Evandro,Midfielder,Hull,88,Brazil,2016-17,49.0,0.8023,0.0,,,,,17.0,3.0,1.0,43.0,11.0,,12.0,7.0,51.0,3.0,279.0,,,,,4.0,16.0,,,,576.0,,2.0,11.0,46.0,,18.0,41.0,220.0,8.0,2.0,10.2694,11.0,1.0,10.0,,38.0,66.0,20.0,0.0,95.0,9.0,,76.0,51.0,11.0,,,2.0,,5.0,147.0,10.0,,11.0,13.0,,,79.0,5.0,0.0,266.0,3.0,3.0,90.0,15.0,4.0,,72.0,14.0,4.0,8.0,65.0,390.0,5.0,,87.0,7.0,1.0,0.1213,1.0,8.0,14.0,1.0,6.0,,,,,,,1.0,1.0,,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
202174,Greg Luer,Forward,Hull,88,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155509,Greg Olley,Midfielder,Hull,88,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95658,Harry Maguire,Defender,Hull,88,England,2016-17,88.0,0.7581,0.0,0.0627,5.0,10.0,2.1096,54.0,29.0,1.0,162.0,29.0,2.0,1.0,25.0,281.0,12.0,1182.0,2.0,3.0,1.0,2.0,4.0,99.0,4.0,2.0,6.0,2307.0,6.0,,29.0,189.0,4.0,36.0,119.0,799.0,59.0,8.0,48.0206,9.0,141.0,53.0,3.0,59.0,238.0,36.0,0.0,277.0,13.0,1.0,558.0,148.0,29.0,2.0,1.0,15.0,,8.0,365.0,49.0,1.0,12.0,18.0,1.0,3.0,178.0,70.0,0.0,1138.0,19.0,8.0,336.0,39.0,29.0,1.0,316.0,24.0,63.0,102.0,70.0,1687.0,3.0,2.0,539.0,13.0,,2.1414,5.0,119.0,65.0,3.0,3.0,27.0,1.0,2.0,,18.0,,27.0,55.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
156686,James Weir,Midfielder,Hull,88,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178186,Jarrod Bowen,Forward,Hull,88,England,2016-17,10.0,0.0413,0.0,,1.0,,,2.0,2.0,4.0,15.0,7.0,,1.0,1.0,17.0,,74.0,,,,,6.0,4.0,,,,178.0,,,4.0,15.0,1.0,4.0,15.0,55.0,7.0,1.0,7.0985,,,8.0,1.0,6.0,13.0,8.0,0.0,25.0,1.0,,20.0,5.0,7.0,,,1.0,,,39.0,7.0,,,2.0,,1.0,21.0,,0.0,73.0,2.0,1.0,22.0,1.0,5.0,,19.0,3.0,,2.0,22.0,99.0,1.0,,18.0,3.0,,0.3486,0.0,2.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
213384,Josh Clackstone,Defender,Hull,88,England,2016-17,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221267,Josh Tymon,Defender,Hull,88,England,2016-17,19.0,0.0268,0.0,,,,,10.0,,,22.0,5.0,,,4.0,33.0,6.0,135.0,,,,,1.0,9.0,,,,324.0,,,5.0,18.0,1.0,7.0,14.0,99.0,1.0,,7.8202,1.0,17.0,8.0,,14.0,52.0,2.0,0.0,37.0,2.0,,52.0,18.0,5.0,,,4.0,,3.0,35.0,7.0,,6.0,6.0,,,28.0,4.0,0.0,134.0,,,50.0,6.0,3.0,,2.0,4.0,6.0,3.0,29.0,220.0,4.0,,68.0,3.0,,,1.0,11.0,15.0,1.0,1.0,1.0,,3.0,,1.0,,20.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
49957,Kamil Grosicki,Midfielder,Hull,88,Poland,2016-17,70.0,2.4499,0.0,0.2935,6.0,7.0,0.9974,6.0,23.0,1.0,71.0,15.0,3.0,12.0,12.0,86.0,48.0,308.0,,6.0,,1.0,3.0,17.0,,4.0,3.0,1146.0,3.0,1.0,15.0,30.0,3.0,25.0,28.0,221.0,55.0,1.0,24.0217,20.0,10.0,27.0,5.0,55.0,95.0,5.0,0.0,100.0,6.0,,79.0,45.0,15.0,4.0,,1.0,,22.0,184.0,24.0,,83.0,39.0,4.0,5.0,83.0,2.0,0.0,293.0,16.0,24.0,238.0,5.0,17.0,4.0,39.0,12.0,12.0,1.0,95.0,585.0,5.0,1.0,62.0,5.0,3.0,1.6391,1.0,15.0,14.0,8.0,24.0,,,2.0,,,,6.0,3.0,1.0,51.0,16.0,29.0,,,,,,,,,,,,,,,,,,1.0,,
99323,Lazar Markovic,Midfielder,Hull,88,Serbia,2016-17,86.0,0.5666,0.0,,2.0,5.0,2.7405,18.0,10.0,3.0,63.0,12.0,,22.0,12.0,77.0,11.0,334.0,2.0,2.0,0.0,2.0,,18.0,1.0,,3.0,1011.0,3.0,2.0,11.0,64.0,2.0,28.0,57.0,249.0,26.0,1.0,18.7093,8.0,8.0,15.0,,75.0,51.0,19.0,1.0,150.0,15.0,2.0,90.0,66.0,12.0,,2.0,7.0,,14.0,170.0,13.0,,12.0,42.0,,,132.0,7.0,0.0,331.0,5.0,7.0,158.0,11.0,21.0,,118.0,17.0,14.0,8.0,75.0,548.0,7.0,2.0,93.0,9.0,1.0,2.3827,4.0,14.0,17.0,6.0,6.0,,,,,,,4.0,5.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
82771,Markus Henriksen,Midfielder,Hull,88,Norway,2016-17,39.0,0.3011,0.0,,2.0,,,14.0,1.0,1.0,38.0,15.0,,13.0,6.0,43.0,11.0,183.0,,1.0,,1.0,9.0,20.0,,,,633.0,,3.0,13.0,33.0,,11.0,26.0,134.0,18.0,2.0,11.7892,3.0,13.0,13.0,1.0,26.0,45.0,12.0,0.0,72.0,7.0,,53.0,27.0,15.0,,,6.0,,1.0,84.0,13.0,,11.0,8.0,,1.0,52.0,7.0,0.0,180.0,1.0,5.0,68.0,8.0,2.0,,47.0,15.0,4.0,6.0,38.0,277.0,4.0,1.0,57.0,11.0,,0.1202,1.0,5.0,8.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12679,Michael Dawson,Defender,Hull,88,England,2016-17,50.0,0.4524,0.0,,1.0,8.0,2.0573,15.0,11.0,,57.0,22.0,,1.0,19.0,123.0,,657.0,3.0,1.0,0.0,,3.0,81.0,1.0,,5.0,1721.0,5.0,,33.0,70.0,5.0,17.0,22.0,483.0,24.0,6.0,38.6938,4.0,131.0,44.0,1.0,17.0,139.0,6.0,1.0,120.0,10.0,3.0,300.0,74.0,22.0,,2.0,4.0,,,138.0,39.0,1.0,,1.0,,1.0,39.0,48.0,0.0,636.0,3.0,2.0,134.0,11.0,3.0,,189.0,13.0,30.0,51.0,29.0,927.0,,,396.0,7.0,1.0,1.0461,4.0,66.0,42.0,,,32.0,1.0,,1.0,18.0,,3.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,
92293,Omar Elabdellaoui,Defender,Hull,88,Norway,2016-17,21.0,0.1286,0.0,,,,,7.0,,,31.0,8.0,,,7.0,42.0,11.0,219.0,,,,,1.0,16.0,1.0,,,616.0,,,10.0,18.0,2.0,8.0,12.0,171.0,3.0,,17.7836,4.0,31.0,16.0,,11.0,13.0,3.0,0.0,39.0,3.0,,70.0,27.0,8.0,,,3.0,,3.0,91.0,14.0,,11.0,5.0,,,23.0,6.0,0.0,216.0,,,71.0,4.0,2.0,,79.0,2.0,7.0,6.0,57.0,355.0,2.0,,90.0,2.0,,,0.0,11.0,13.0,4.0,4.0,1.0,,7.0,,1.0,,42.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
113688,Oumar Niasse,Forward,Hull,88,Senegal,2016-17,122.0,0.5763,1.0,,6.0,8.0,2.9858,10.0,20.0,1.0,71.0,17.0,1.0,22.0,12.0,72.0,12.0,236.0,4.0,11.0,0.0,,5.0,71.0,1.0,,4.0,1095.0,4.0,5.0,45.0,64.0,4.0,22.0,38.0,159.0,65.0,2.0,26.9741,9.0,13.0,30.0,6.0,77.0,63.0,18.0,1.0,186.0,10.0,4.0,51.0,27.0,17.0,,4.0,,,20.0,108.0,26.0,,12.0,52.0,,6.0,115.0,26.0,1.0,216.0,12.0,11.0,206.0,10.0,10.0,,56.0,17.0,1.0,5.0,66.0,477.0,3.0,,57.0,9.0,1.0,3.7125,3.0,1.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58791,Ryan Mason,Midfielder,Hull,88,England,2016-17,49.0,0.4459,0.0,,4.0,4.0,0.8076,13.0,13.0,1.0,40.0,16.0,,15.0,11.0,54.0,16.0,377.0,1.0,,1.0,1.0,5.0,18.0,,2.0,1.0,928.0,1.0,,14.0,35.0,4.0,14.0,31.0,306.0,14.0,6.0,22.263,8.0,10.0,27.0,3.0,35.0,130.0,16.0,0.0,84.0,5.0,0.0,96.0,55.0,16.0,2.0,1.0,4.0,,2.0,166.0,23.0,,20.0,13.0,,3.0,66.0,4.0,0.0,372.0,9.0,7.0,100.0,9.0,3.0,,85.0,9.0,14.0,17.0,66.0,520.0,7.0,1.0,162.0,6.0,,0.6899,4.0,14.0,19.0,3.0,5.0,4.0,,1.0,,,,1.0,5.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
74033,Sam Clucas,Midfielder,Hull,88,England,2016-17,161.0,2.2523,1.0,0.1511,17.0,7.0,2.5694,91.0,25.0,2.0,178.0,37.0,1.0,52.0,36.0,260.0,37.0,1542.0,3.0,1.0,1.0,10.0,1.0,78.0,5.0,3.0,1.0,3188.0,1.0,3.0,39.0,182.0,9.0,52.0,143.0,1194.0,41.0,10.0,70.1923,14.0,67.0,74.0,7.0,122.0,445.0,25.0,0.0,343.0,21.0,2.0,433.0,192.0,37.0,3.0,,31.0,3.0,11.0,616.0,65.0,,49.0,50.0,2.0,7.0,265.0,39.0,1.0,1511.0,18.0,14.0,400.0,60.0,28.0,2.0,353.0,22.0,52.0,88.0,311.0,2125.0,6.0,10.0,679.0,17.0,2.0,2.7839,9.0,82.0,75.0,7.0,13.0,9.0,1.0,8.0,,5.0,,48.0,40.0,,18.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,
9110,Shaun Maloney,Midfielder,Hull,88,Scotland,2016-17,13.0,0.4277,0.0,0.0816,1.0,1.0,0.9598,8.0,2.0,,15.0,9.0,2.0,3.0,2.0,16.0,7.0,111.0,1.0,,1.0,1.0,7.0,2.0,,,,279.0,,,1.0,22.0,,3.0,21.0,93.0,9.0,2.0,7.0598,2.0,2.0,7.0,,12.0,29.0,7.0,1.0,35.0,1.0,0.0,32.0,9.0,9.0,,,2.0,1.0,2.0,62.0,7.0,,8.0,6.0,1.0,,33.0,1.0,0.0,109.0,1.0,4.0,31.0,6.0,6.0,1.0,15.0,3.0,,2.0,35.0,166.0,2.0,1.0,37.0,1.0,,0.8666,0.0,1.0,2.0,2.0,4.0,1.0,,,,,,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
15109,Tom Huddlestone,Midfielder,Hull,88,England,2016-17,84.0,1.3925,1.0,0.0486,4.0,7.0,1.9909,34.0,17.0,7.0,136.0,31.0,,38.0,23.0,225.0,10.0,1242.0,1.0,1.0,0.0,4.0,8.0,36.0,3.0,6.0,,2024.0,,,14.0,78.0,6.0,43.0,56.0,889.0,11.0,5.0,45.3461,19.0,69.0,44.0,,70.0,335.0,15.0,0.0,162.0,21.0,1.0,406.0,181.0,31.0,6.0,1.0,10.0,,,480.0,38.0,,11.0,14.0,1.0,,126.0,22.0,1.0,1200.0,10.0,10.0,271.0,24.0,7.0,1.0,333.0,33.0,49.0,128.0,168.0,1549.0,7.0,4.0,538.0,25.0,1.0,1.3964,5.0,89.0,43.0,,1.0,11.0,2.0,,1.0,15.0,,,31.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0
91126,Will Keane,Forward,Hull,88,Ireland,2016-17,34.0,0.0899,0.0,,1.0,,,1.0,3.0,,14.0,5.0,,11.0,4.0,16.0,3.0,76.0,,2.0,,,1.0,18.0,,,,282.0,,1.0,15.0,6.0,3.0,2.0,3.0,59.0,5.0,2.0,6.3024,3.0,1.0,10.0,1.0,19.0,21.0,2.0,0.0,40.0,1.0,,11.0,11.0,5.0,,,1.0,,1.0,38.0,7.0,,3.0,12.0,,1.0,22.0,3.0,0.0,68.0,3.0,2.0,44.0,,,,10.0,5.0,,1.0,34.0,117.0,3.0,,22.0,2.0,,0.223,0.0,2.0,6.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
