playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,setPiecesGoals,goals,awayGoals,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,successfulLaunches,totalClearances,homeGoals,leftFootGoals,lastPlayerTackle,blocks,gkUnsuccessfulDistribution,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,unsuccessfulLaunches,unsuccessfulLongPasses,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,forwardPasses,drops,crossesNotClaimed,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,rightFootGoals,goalAssists,foulWonPenalty,penaltiesTaken,redCards2ndYellow,headedGoals,penaltyGoals,hitWoodwork,successfulCornersIntoBox,clearancesOffTheLine,leftsidePasses,otherGoals
80281,Mark Cullen,Forward,Hull,88,England,2009-10,20.0,0.0,,1.0,2.0,4.0,19.0,3.0,8.0,2.0,22.0,1.0,62.0,4.0,1.0,12.0,194.0,1.0,8.0,9.0,5.0,40.0,8.0,1.0,2.0,12.0,3.0,0.0,29.0,4.0,3.0,1.0,3.0,36.0,2.0,1.0,6.0,17.0,4.0,0.0,62.0,3.0,1.0,30.0,1.0,,,6.0,2.0,,93.0,,6.0,,0.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,,,,,,0.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,
5719,Matt Duke,Goalkeeper,Hull,88,England,2009-10,1.0,0.0,,,,,4.0,11.0,,11.0,192.0,,321.0,,,,990.0,,,1.0,1.0,16.0,,,17.0,1.0,1.0,0.0,2.0,131.0,11.0,,,105.0,14.0,,,2.0,,0.0,102.0,,1.0,203.0,,,,1.0,,113.0,454.0,,24.0,,1.0,10.0,,,,,,2.0,,3.0,,4.0,,58.0,18.0,,,,,74.0,,,79.0,188.0,1.0,,19.0,18.0,116.0,12.0,4.0,,9.0,30.0,1.0,3.0,2.0,95.0,7.0,10.0,,,,,,,,,,,,,
1745,Nick Barmby,Midfielder,Hull,88,England,2009-10,41.0,0.0,4.0,6.0,18.0,12.0,65.0,20.0,13.0,6.0,80.0,11.0,248.0,1.0,14.0,28.0,751.0,1.0,21.0,31.0,24.0,163.0,26.0,8.0,19.0,20.0,5.0,0.0,72.0,26.0,20.0,6.0,,116.0,14.0,12.0,2.0,44.0,7.0,0.0,245.0,6.0,4.0,101.0,12.0,1.0,,9.0,21.0,5.0,388.0,6.0,56.0,,4.0,15.0,4.0,,,,1.0,,4.0,5.0,,3.0,,1.0,17.0,,,,3.0,,,17.0,6.0,15.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
17506,Paul McShane,Defender,Hull,88,Ireland,2009-10,112.0,0.0,2.0,1.0,52.0,3.0,213.0,27.0,1.0,26.0,285.0,46.0,768.0,1.0,1.0,73.0,2295.0,,40.0,118.0,85.0,442.0,16.0,8.0,51.0,72.0,25.0,0.0,230.0,113.0,27.0,12.0,11.0,282.0,45.0,46.0,29.0,157.0,33.0,0.0,754.0,2.0,9.0,523.0,40.0,8.0,,27.0,52.0,41.0,1530.0,4.0,214.0,1.0,5.0,67.0,13.0,,,,1.0,5.0,13.0,6.0,89.0,6.0,,29.0,155.0,,,1.0,13.0,,,204.0,64.0,72.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
21030,Péter Halmosi,Midfielder,Hull,88,Hungary,2009-10,,0.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,Richard Garcia,Midfielder,Hull,88,Australia,2009-10,143.0,0.0,4.0,5.0,24.0,13.0,134.0,18.0,10.0,14.0,152.0,17.0,360.0,3.0,4.0,115.0,1104.0,1.0,80.0,85.0,50.0,199.0,30.0,8.0,25.0,63.0,20.0,0.0,228.0,38.0,18.0,7.0,15.0,145.0,20.0,17.0,42.0,113.0,35.0,0.0,360.0,8.0,10.0,222.0,17.0,6.0,,15.0,26.0,9.0,583.0,10.0,68.0,,1.0,19.0,5.0,,,,,1.0,5.0,5.0,2.0,2.0,1.0,,17.0,,,,4.0,,,5.0,9.0,18.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
18439,Seyi Olofinjana,Midfielder,Hull,88,Nigeria,2009-10,87.0,0.0,3.0,5.0,24.0,11.0,90.0,19.0,5.0,11.0,128.0,4.0,380.0,,8.0,31.0,1129.0,,19.0,65.0,53.0,224.0,13.0,5.0,25.0,68.0,11.0,0.0,152.0,90.0,19.0,4.0,5.0,165.0,21.0,4.0,31.0,121.0,12.0,0.0,377.0,6.0,1.0,186.0,20.0,18.0,,26.0,31.0,28.0,607.0,1.0,87.0,,3.0,13.0,,,1.0,0.0,,2.0,,4.0,,2.0,,2.0,34.0,1.0,,,5.0,,,1.0,18.0,38.0,,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,
7635,Stephen Hunt,Midfielder,Hull,88,Ireland,2009-10,224.0,0.0,4.0,12.0,84.0,19.0,149.0,27.0,28.0,27.0,183.0,70.0,586.0,2.0,,43.0,2322.0,4.0,32.0,176.0,165.0,386.0,50.0,32.0,51.0,192.0,64.0,0.0,400.0,121.0,27.0,18.0,56.0,295.0,43.0,149.0,131.0,357.0,11.0,0.0,566.0,7.0,24.0,489.0,66.0,17.0,2.0,46.0,50.0,17.0,1334.0,6.0,156.0,5.0,4.0,37.0,13.0,1.0,6.0,3.0,79.0,3.0,48.0,8.0,,4.0,,5.0,29.0,3.0,5.0,1.0,8.0,,48.0,14.0,20.0,34.0,1.0,,,,,,,,,,,,,,,,4.0,,4.0,,1.0,,1.0,1.0,,24.0,,,
44528,Steven Mouyokolo,Defender,Hull,88,France,2009-10,51.0,0.0,1.0,2.0,47.0,5.0,90.0,21.0,,19.0,125.0,1.0,305.0,2.0,2.0,84.0,1673.0,,32.0,112.0,60.0,165.0,15.0,3.0,35.0,19.0,13.0,0.0,163.0,59.0,21.0,12.0,,60.0,31.0,1.0,3.0,79.0,52.0,0.0,299.0,3.0,2.0,230.0,35.0,,,15.0,23.0,15.0,640.0,1.0,120.0,,1.0,27.0,,,1.0,0.0,,3.0,,4.0,6.0,3.0,,7.0,182.0,1.0,,3.0,15.0,,,7.0,38.0,35.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,
76357,Tom Cairney,Midfielder,Hull,88,Scotland,2009-10,47.0,0.0,3.0,2.0,19.0,6.0,73.0,11.0,4.0,10.0,99.0,8.0,434.0,,1.0,17.0,900.0,,7.0,54.0,44.0,292.0,3.0,11.0,15.0,40.0,14.0,0.0,101.0,75.0,11.0,5.0,4.0,236.0,14.0,21.0,24.0,84.0,10.0,0.0,425.0,4.0,2.0,152.0,14.0,11.0,,11.0,22.0,43.0,598.0,2.0,105.0,1.0,1.0,13.0,1.0,,1.0,1.0,8.0,2.0,6.0,1.0,,,,5.0,11.0,0.0,1.0,,9.0,,5.0,,8.0,26.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,
44711,Will Atkinson,Midfielder,Hull,88,England,2009-10,22.0,0.0,,2.0,6.0,2.0,12.0,2.0,4.0,2.0,13.0,,55.0,,,10.0,180.0,1.0,8.0,11.0,9.0,41.0,3.0,1.0,2.0,14.0,3.0,0.0,33.0,11.0,2.0,1.0,1.0,28.0,2.0,,6.0,23.0,2.0,0.0,55.0,,,21.0,5.0,,,4.0,2.0,1.0,85.0,,15.0,,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
