matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367641,11.0,2023-11-04 12:30:00,54,Fulham,Home,149.0,19.0,3.0,4.0,1.0,1.0,,115.0,5.0,,2.0,2.0,5.0,22.0,260.0,,1.0,14.0,20.0,19.0,8.0,4.0,6.0,3.0,1.0,,,1.0,,,,9.0,,,,,1.0,5.0,6.0,6.0,9.0,9.0,,62.0,67.0,1.0,1.0,,,9.0,7.0,7.0,,,9.0,9.0,3.0,,6.0,3.0,49.0,58.0,,21.0,6.0,,,60.0,9.0,15.0,,,1.0,,1.0,140.0,,,,,,,9.0,,,,,,,,,6.0,,9.0,9.0,,2.0,83.0,66.0,29.0,4.0,,5.0,7.0,3.0,334.0,,,2.0,3.0,,40.0,41.0,30.0,,,,,160.0,160.0,5.0,33.0,21.0,45.0,,,,,24.0,0.0,,,,78.0,2.0,2.0,4.0,,1.0,3.0,8.0,1.0,,5.0,59.0,241.0,9.0,12.0,180.0,37.0,21.0,17.0,7.0,19.0,12.0,3.0,114.0,2.0,202.0,,,21.0,6.0,61.0,1.0,363.0,1.0,0.0,18.0,14.0,1.0,19.0,5.0,565.0,20.0,20.0,10.0,9.0,9.0,0.0
2367650,12.0,2023-11-12 14:00:00,54,Fulham,Away,245.0,15.0,,4.0,4.0,,,172.0,3.0,,5.0,2.0,6.0,22.0,413.0,,2.0,12.0,10.0,6.0,7.0,,,1.0,,,,,1.0,,,9.0,,,,,,12.0,10.0,3.0,5.0,4.0,,79.0,57.0,1.0,,1.0,1.0,12.0,,11.0,,,2.0,8.0,4.0,,5.0,1.0,45.0,37.0,1.0,13.0,5.0,,,45.0,17.0,4.0,1.0,,,,,132.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,5.0,2.0,13.0,13.0,2.0,5.0,148.0,54.0,35.0,2.0,,3.0,5.0,5.0,475.0,,,1.0,1.0,1.0,42.0,73.0,19.0,,,,,114.0,114.0,6.0,25.0,21.0,49.3,,,,,21.0,0.0,,,,130.0,3.0,1.0,4.0,,,1.0,4.0,,,5.0,70.0,400.0,12.0,8.0,272.0,38.0,13.0,14.0,2.0,14.0,12.0,1.0,108.0,,231.0,,,10.0,6.0,48.0,7.0,489.0,,0.0,9.0,15.0,4.0,12.0,5.0,652.0,11.0,13.0,12.0,2.0,6.0,0.0
2367661,13.0,2023-11-27 20:00:00,54,Fulham,Home,298.0,28.0,,4.0,4.0,,,245.0,2.0,3.0,6.0,6.0,6.0,29.0,539.0,1.0,1.0,20.0,6.0,11.0,7.0,,1.0,,,,,,,,,9.0,2.0,,,,,4.0,7.0,3.0,6.0,6.0,,85.0,59.0,1.0,,3.0,,8.0,3.0,5.0,,1.0,6.0,8.0,7.0,,7.0,3.0,34.0,45.0,,14.0,5.0,,1.0,60.0,13.0,13.0,,,4.0,1.0,,211.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,5.0,,16.0,16.0,3.0,6.0,159.0,75.0,44.0,2.0,3.0,3.0,5.0,6.0,616.0,,,,1.0,,82.0,95.0,38.0,1.0,1.0,1.0,2.0,150.0,150.0,5.0,21.0,25.0,59.8,,,,,25.0,0.0,,,,184.0,4.0,,4.0,,2.0,,3.0,,,4.0,119.0,519.0,8.0,8.0,321.0,53.0,14.0,8.0,2.0,18.0,16.0,,170.0,3.0,336.0,,3.0,14.0,6.0,55.0,1.0,639.0,1.0,0.0,12.0,17.0,1.0,23.0,2.0,834.0,26.0,20.0,4.0,6.0,7.0,0.0
2367673,14.0,2023-12-03 14:00:00,54,Fulham,Away,159.0,21.0,2.0,3.0,1.0,2.0,,128.0,3.0,1.0,5.0,13.0,3.0,25.0,284.0,,,17.0,12.0,15.0,3.0,2.0,3.0,,,,,,1.0,,,6.0,,,,,,5.0,16.0,11.0,7.0,2.0,,53.0,70.0,1.0,,2.0,1.0,12.0,3.0,8.0,,1.0,4.0,6.0,1.0,1.0,3.0,3.0,42.0,49.0,1.0,31.0,11.0,,,46.0,7.0,6.0,,,,,,170.0,2.0,,2.0,2.0,,,10.0,,,2.0,,,,,,11.0,,33.0,33.0,3.0,5.0,80.0,57.0,26.0,3.0,1.0,1.0,6.0,5.0,361.0,,,6.0,6.0,1.0,65.0,51.0,16.0,,,,,157.0,157.0,4.0,30.0,23.0,38.8,,3.0,,,28.0,0.0,,,,89.0,4.0,5.0,9.0,,1.0,,1.0,1.0,1.0,5.0,83.0,266.0,12.0,7.0,203.0,36.0,31.0,18.0,3.0,10.0,7.0,,115.0,7.0,199.0,,1.0,32.0,4.0,59.0,1.0,392.0,,0.0,9.0,22.0,,20.0,0.0,626.0,16.0,17.0,6.0,4.0,9.0,0.0
2367682,15.0,2023-12-06 19:30:00,54,Fulham,Home,317.0,20.0,2.0,2.0,1.0,1.0,,301.0,4.0,3.0,4.0,4.0,10.0,39.0,616.0,,2.0,17.0,9.0,16.0,5.0,1.0,1.0,,,1.0,,1.0,,,1.0,12.0,,,1.0,,,5.0,3.0,1.0,9.0,5.0,,139.0,55.0,4.0,,5.0,1.0,9.0,4.0,5.0,,,6.0,11.0,1.0,,8.0,1.0,34.0,53.0,1.0,8.0,4.0,,1.0,66.0,7.0,10.0,2.0,,2.0,,1.0,204.0,4.0,,4.0,4.0,,,4.0,,,5.0,,,,,,4.0,1.0,10.0,10.0,,4.0,178.0,74.0,53.0,1.0,3.0,1.0,9.0,6.0,681.0,,,,,,112.0,95.0,37.0,,,,,133.0,133.0,1.0,25.0,25.0,63.7,1.0,,,1.0,14.0,0.0,,,,179.0,1.0,,1.0,,,,4.0,,,5.0,146.0,597.0,9.0,10.0,341.0,32.0,8.0,10.0,4.0,15.0,12.0,,185.0,3.0,374.0,,3.0,13.0,10.0,57.0,2.0,700.0,1.0,0.0,14.0,22.0,2.0,19.0,0.0,864.0,24.0,19.0,5.0,6.0,20.0,0.0
2367692,16.0,2023-12-10 14:00:00,54,Fulham,Home,385.0,29.0,2.0,6.0,4.0,3.0,,301.0,6.0,,3.0,1.0,5.0,30.0,680.0,1.0,2.0,19.0,5.0,14.0,8.0,1.0,2.0,,,,,,,1.0,,12.0,,,,,,5.0,5.0,4.0,9.0,5.0,,120.0,63.0,4.0,2.0,2.0,2.0,6.0,1.0,9.0,,,3.0,8.0,5.0,1.0,5.0,4.0,29.0,54.0,2.0,21.0,11.0,,1.0,59.0,5.0,9.0,1.0,,,1.0,,203.0,5.0,1.0,3.0,4.0,1.0,,6.0,,,4.0,,,,,,11.0,,8.0,8.0,,3.0,211.0,77.0,57.0,6.0,1.0,5.0,9.0,8.0,746.0,,,1.0,2.0,,94.0,60.0,30.0,,,,,120.0,120.0,6.0,27.0,25.0,63.2,,,,3.0,18.0,0.0,,,,228.0,3.0,2.0,5.0,,1.0,,5.0,,2.0,5.0,129.0,667.0,6.0,14.0,417.0,46.0,21.0,15.0,3.0,17.0,14.0,,163.0,7.0,362.0,,,8.0,6.0,52.0,,762.0,3.0,0.0,14.0,21.0,8.0,20.0,2.0,941.0,23.0,14.0,10.0,3.0,9.0,0.0
2367705,17.0,2023-12-16 15:00:00,54,Fulham,Away,124.0,13.0,,2.0,2.0,,,99.0,4.0,,5.0,,5.0,12.0,221.0,,1.0,10.0,17.0,4.0,5.0,,,,,,,,,,,6.0,,,,,,12.0,19.0,8.0,3.0,3.0,,49.0,43.0,,1.0,,,10.0,,11.0,,1.0,1.0,5.0,4.0,,5.0,2.0,51.0,36.0,,26.0,12.0,,,36.0,12.0,7.0,,,1.0,1.0,,113.0,,,,,,,14.0,,,,1.0,,,,,12.0,,12.0,12.0,2.0,5.0,63.0,50.0,16.0,5.0,,2.0,3.0,4.0,258.0,,,7.0,,,34.0,34.0,15.0,,,,,97.0,97.0,2.0,24.0,8.0,29.2,,,,1.0,13.0,0.0,,,,62.0,5.0,2.0,7.0,,,,2.0,,,5.0,56.0,209.0,10.0,5.0,141.0,18.0,26.0,9.0,,10.0,10.0,,76.0,2.0,156.0,1.0,,23.0,5.0,51.0,,287.0,1.0,1.0,6.0,22.0,2.0,13.0,2.0,453.0,10.0,9.0,3.0,1.0,11.0,0.0
2367710,18.0,2023-12-23 15:00:00,54,Fulham,Home,326.0,28.0,,6.0,6.0,5.0,,278.0,4.0,,3.0,1.0,5.0,27.0,598.0,,1.0,26.0,10.0,18.0,14.0,,1.0,,,,,1.0,,,,13.0,,,,,3.0,4.0,4.0,3.0,15.0,4.0,,98.0,61.0,1.0,1.0,,1.0,12.0,9.0,4.0,,,8.0,14.0,5.0,,11.0,,40.0,57.0,1.0,11.0,7.0,,,67.0,5.0,16.0,,,3.0,1.0,1.0,211.0,,,,,,,6.0,,,,1.0,,,,,7.0,,13.0,13.0,1.0,3.0,195.0,64.0,42.0,6.0,,4.0,10.0,5.0,672.0,,,2.0,1.0,,91.0,85.0,40.0,,,,,161.0,161.0,8.0,24.0,26.0,65.6,,,,,30.0,0.0,,,,198.0,,,,,,,5.0,1.0,,4.0,141.0,572.0,12.0,14.0,359.0,56.0,11.0,23.0,5.0,25.0,20.0,,191.0,7.0,368.0,1.0,,14.0,6.0,58.0,2.0,702.0,1.0,0.0,19.0,10.0,2.0,28.0,2.0,912.0,38.0,12.0,13.0,8.0,7.0,0.0
2367718,19.0,2023-12-26 15:00:00,54,Fulham,Away,244.0,19.0,1.0,3.0,3.0,,,221.0,4.0,,2.0,8.0,6.0,27.0,462.0,,,23.0,16.0,12.0,4.0,1.0,3.0,,,,1.0,1.0,,,,4.0,,,,,,10.0,10.0,6.0,4.0,4.0,,104.0,56.0,,,,,6.0,4.0,13.0,,,5.0,15.0,5.0,,6.0,,51.0,52.0,,25.0,10.0,,,59.0,10.0,10.0,,,1.0,2.0,1.0,186.0,,,,,,,5.0,,,,1.0,,,,1.0,10.0,,8.0,8.0,1.0,2.0,130.0,72.0,47.0,6.0,,,5.0,3.0,526.0,,,7.0,,,92.0,82.0,41.0,1.0,1.0,1.0,,138.0,138.0,4.0,22.0,26.0,57.5,,,,1.0,16.0,0.0,,,,128.0,1.0,,1.0,,2.0,,1.0,,,5.0,119.0,442.0,6.0,5.0,264.0,35.0,25.0,21.0,3.0,24.0,22.0,,157.0,2.0,308.0,1.0,,25.0,7.0,57.0,,548.0,,0.0,8.0,16.0,,24.0,2.0,732.0,21.0,17.0,14.0,5.0,12.0,0.0
2367730,20.0,2023-12-31 14:00:00,54,Fulham,Home,168.0,15.0,2.0,6.0,4.0,1.0,,178.0,7.0,,1.0,5.0,6.0,28.0,340.0,,1.0,8.0,10.0,10.0,7.0,2.0,4.0,,,1.0,,1.0,,1.0,,10.0,,1.0,,,,9.0,10.0,3.0,8.0,7.0,,67.0,52.0,1.0,,2.0,1.0,6.0,6.0,6.0,,,5.0,11.0,2.0,,7.0,1.0,40.0,40.0,1.0,22.0,13.0,,1.0,37.0,11.0,8.0,1.0,,2.0,1.0,1.0,149.0,1.0,,1.0,1.0,,,13.0,,,1.0,,,,,,13.0,1.0,17.0,17.0,1.0,1.0,105.0,64.0,37.0,4.0,1.0,3.0,7.0,4.0,389.0,,,3.0,3.0,,63.0,60.0,22.0,,,,,120.0,120.0,2.0,22.0,24.0,39.5,1.0,,3.0,,16.0,0.0,,,,91.0,2.0,,2.0,,1.0,,5.0,,,4.0,55.0,327.0,6.0,10.0,189.0,23.0,22.0,13.0,5.0,19.0,14.0,,77.0,5.0,242.0,,,20.0,6.0,56.0,4.0,412.0,,0.0,15.0,15.0,3.0,10.0,4.0,583.0,20.0,13.0,7.0,5.0,6.0,0.0
2367743,21.0,2024-01-13 12:30:00,54,Fulham,Away,190.0,18.0,1.0,4.0,3.0,1.0,1.0,144.0,7.0,,6.0,6.0,4.0,22.0,330.0,,,23.0,14.0,15.0,9.0,1.0,3.0,1.0,2.0,,,2.0,,1.0,,7.0,,,,,2.0,9.0,12.0,5.0,8.0,6.0,,61.0,47.0,,,,1.0,7.0,4.0,13.0,,,4.0,10.0,2.0,,13.0,1.0,55.0,61.0,1.0,24.0,8.0,,,40.0,9.0,13.0,,,5.0,2.0,2.0,143.0,,,,,,,8.0,,,,2.0,,,,1.0,8.0,,18.0,18.0,5.0,6.0,105.0,50.0,29.0,6.0,,4.0,6.0,4.0,399.0,,,5.0,1.0,,58.0,49.0,27.0,1.0,1.0,1.0,,148.0,148.0,2.0,23.0,15.0,44.9,,,,,21.0,0.0,,,,114.0,1.0,1.0,2.0,,,1.0,6.0,1.0,,4.0,83.0,309.0,7.0,10.0,223.0,35.0,24.0,15.0,3.0,17.0,14.0,1.0,123.0,6.0,217.0,2.0,,19.0,4.0,44.0,,423.0,1.0,0.0,14.0,25.0,,25.0,1.0,657.0,25.0,19.0,8.0,4.0,15.0,0.0
2367750,22.0,2024-01-30 19:45:00,54,Fulham,Home,306.0,19.0,4.0,11.0,8.0,1.0,1.0,232.0,7.0,,4.0,3.0,4.0,36.0,527.0,,,15.0,23.0,14.0,14.0,3.0,10.0,1.0,,,,,,,,14.0,,1.0,,,1.0,5.0,15.0,6.0,15.0,10.0,,101.0,45.0,2.0,4.0,,,6.0,6.0,4.0,2.0,,15.0,14.0,10.0,,10.0,1.0,55.0,39.0,,21.0,10.0,,,43.0,6.0,12.0,,,1.0,1.0,,176.0,,,,,,,7.0,,,,,,,,,10.0,1.0,8.0,8.0,2.0,4.0,169.0,58.0,40.0,6.0,,8.0,9.0,6.0,583.0,,,6.0,,,108.0,74.0,41.0,,,,,146.0,146.0,2.0,11.0,27.0,69.8,1.0,,,,12.0,0.0,,,,166.0,2.0,2.0,2.0,,,1.0,13.0,,,2.0,130.0,498.0,6.0,17.0,339.0,34.0,21.0,19.0,9.0,33.0,25.0,1.0,163.0,5.0,306.0,1.0,,13.0,4.0,55.0,3.0,612.0,,0.0,25.0,6.0,,18.0,1.0,822.0,33.0,11.0,7.0,15.0,5.0,0.0
2367762,23.0,2024-02-03 15:00:00,54,Fulham,Away,223.0,19.0,4.0,9.0,5.0,,,158.0,4.0,2.0,4.0,7.0,5.0,24.0,372.0,1.0,1.0,27.0,24.0,27.0,7.0,3.0,9.0,,,,,,,,,6.0,,,,,,6.0,9.0,3.0,12.0,3.0,,74.0,49.0,1.0,,1.0,1.0,9.0,4.0,9.0,,,13.0,5.0,5.0,,10.0,,55.0,48.0,1.0,21.0,13.0,1.0,,59.0,7.0,11.0,1.0,,2.0,2.0,,178.0,2.0,1.0,1.0,1.0,1.0,,7.0,,,1.0,,,,,,13.0,,17.0,17.0,1.0,4.0,113.0,80.0,36.0,2.0,1.0,3.0,9.0,7.0,468.0,,,3.0,3.0,,61.0,66.0,38.0,,,,,168.0,168.0,3.0,18.0,22.0,56.3,,2.0,,,21.0,0.0,,,,124.0,1.0,1.0,2.0,,1.0,,4.0,,,3.0,61.0,355.0,9.0,12.0,257.0,51.0,21.0,5.0,12.0,24.0,12.0,,114.0,2.0,256.0,,2.0,26.0,9.0,65.0,1.0,489.0,1.0,0.0,15.0,10.0,3.0,31.0,2.0,679.0,27.0,13.0,,13.0,5.0,0.0
2367770,24.0,2024-02-10 15:00:00,54,Fulham,Home,183.0,17.0,,2.0,2.0,2.0,,161.0,11.0,1.0,2.0,9.0,3.0,34.0,342.0,1.0,,14.0,30.0,26.0,4.0,,,,,,,,,,,7.0,,,,,,11.0,17.0,8.0,5.0,2.0,,71.0,62.0,4.0,2.0,3.0,1.0,3.0,,7.0,,,1.0,6.0,7.0,,13.0,2.0,64.0,63.0,1.0,37.0,21.0,,,50.0,11.0,9.0,2.0,,,,,174.0,2.0,,2.0,2.0,,,14.0,,,3.0,,,,,,21.0,,8.0,8.0,1.0,2.0,100.0,84.0,45.0,14.0,1.0,1.0,5.0,6.0,423.0,,,12.0,2.0,,68.0,62.0,26.0,,,,,160.0,160.0,6.0,26.0,23.0,49.2,,,,,13.0,0.0,,,,108.0,1.0,2.0,4.0,,,,1.0,,,5.0,85.0,319.0,3.0,6.0,221.0,33.0,37.0,13.0,1.0,14.0,13.0,,123.0,8.0,246.0,,2.0,34.0,3.0,74.0,1.0,453.0,3.0,0.0,7.0,20.0,,18.0,1.0,656.0,19.0,13.0,9.0,1.0,14.0,0.0
2367781,25.0,2024-02-17 15:00:00,54,Fulham,Home,223.0,20.0,2.0,9.0,7.0,1.0,,170.0,8.0,,2.0,3.0,4.0,26.0,384.0,,3.0,12.0,8.0,7.0,9.0,3.0,2.0,1.0,,,,,,,1.0,12.0,,,,,1.0,11.0,7.0,5.0,11.0,4.0,,58.0,40.0,2.0,1.0,1.0,4.0,7.0,1.0,5.0,,,4.0,15.0,10.0,,5.0,,35.0,30.0,4.0,10.0,6.0,1.0,,47.0,11.0,4.0,1.0,,1.0,1.0,,139.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,6.0,,3.0,3.0,,2.0,121.0,62.0,42.0,4.0,,9.0,4.0,4.0,429.0,,,3.0,,,70.0,53.0,39.0,,,,,117.0,117.0,2.0,19.0,16.0,52.2,,,,,18.0,0.0,,,,132.0,1.0,,1.0,,2.0,1.0,10.0,,,5.0,82.0,363.0,7.0,13.0,236.0,38.0,10.0,11.0,4.0,30.0,26.0,1.0,115.0,2.0,244.0,,,13.0,5.0,51.0,2.0,450.0,,0.0,15.0,14.0,7.0,15.0,5.0,608.0,27.0,14.0,5.0,4.0,8.0,0.0
2367795,26.0,2024-02-24 15:00:00,54,Fulham,Away,186.0,21.0,4.0,4.0,,2.0,,144.0,3.0,,2.0,1.0,4.0,16.0,326.0,,,14.0,9.0,11.0,9.0,4.0,6.0,4.0,,,,,,,,11.0,,,,1.0,,9.0,11.0,10.0,11.0,6.0,,63.0,44.0,1.0,,1.0,2.0,11.0,4.0,10.0,1.0,,9.0,9.0,2.0,1.0,5.0,6.0,43.0,43.0,2.0,24.0,14.0,,,34.0,11.0,6.0,,,1.0,,,138.0,2.0,,1.0,2.0,,,8.0,,,1.0,,,,,1.0,14.0,1.0,8.0,8.0,,2.0,88.0,53.0,33.0,10.0,1.0,6.0,9.0,5.0,382.0,,,6.0,2.0,,48.0,44.0,31.0,,,,,119.0,119.0,3.0,20.0,13.0,43.2,1.0,,,2.0,19.0,0.0,,,,111.0,4.0,4.0,7.0,,,4.0,8.0,1.0,,3.0,70.0,314.0,11.0,15.0,212.0,38.0,24.0,18.0,8.0,19.0,11.0,4.0,98.0,4.0,207.0,,,14.0,4.0,39.0,1.0,400.0,1.0,0.0,17.0,18.0,,18.0,5.0,594.0,25.0,9.0,9.0,9.0,12.0,0.0
2367801,27.0,2024-03-02 15:00:00,54,Fulham,Home,136.0,14.0,1.0,3.0,2.0,1.0,,84.0,6.0,,4.0,5.0,2.0,14.0,217.0,,,15.0,17.0,12.0,7.0,1.0,1.0,2.0,,,,,,,1.0,10.0,,,,,1.0,16.0,10.0,5.0,9.0,3.0,,41.0,56.0,2.0,,2.0,2.0,10.0,3.0,11.0,,,2.0,9.0,3.0,,5.0,2.0,60.0,49.0,2.0,27.0,13.0,,,39.0,16.0,9.0,1.0,,1.0,,,142.0,3.0,,3.0,3.0,,1.0,10.0,,,3.0,2.0,,,,,13.0,,8.0,8.0,1.0,4.0,63.0,62.0,26.0,6.0,1.0,4.0,7.0,5.0,282.0,,,3.0,1.0,,37.0,37.0,18.0,,,,,127.0,127.0,4.0,29.0,12.0,29.5,,,,1.0,22.0,0.0,,,,61.0,3.0,2.0,5.0,,1.0,2.0,4.0,2.0,1.0,5.0,45.0,203.0,10.0,11.0,170.0,28.0,27.0,15.0,2.0,14.0,12.0,3.0,76.0,4.0,151.0,2.0,,30.0,2.0,52.0,2.0,307.0,,0.0,12.0,24.0,,16.0,1.0,488.0,16.0,6.0,4.0,2.0,12.0,0.0
2367817,28.0,2024-03-09 15:00:00,54,Fulham,Away,260.0,17.0,2.0,5.0,3.0,3.0,,162.0,9.0,,5.0,4.0,1.0,23.0,417.0,1.0,1.0,11.0,10.0,12.0,13.0,1.0,7.0,,,,,,1.0,,1.0,14.0,,1.0,,,2.0,11.0,6.0,3.0,16.0,7.0,,71.0,52.0,4.0,3.0,1.0,1.0,7.0,7.0,10.0,,,4.0,7.0,5.0,,7.0,,39.0,44.0,1.0,11.0,9.0,,,33.0,11.0,7.0,,,1.0,,,155.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,,9.0,1.0,4.0,4.0,,5.0,145.0,59.0,45.0,3.0,1.0,5.0,10.0,7.0,472.0,,,,1.0,1.0,61.0,56.0,29.0,,,,,110.0,110.0,3.0,28.0,15.0,52.2,1.0,,,,19.0,0.0,,,,124.0,1.0,1.0,2.0,,1.0,,9.0,1.0,,5.0,69.0,395.0,7.0,15.0,295.0,31.0,11.0,6.0,3.0,15.0,12.0,,96.0,5.0,215.0,1.0,,15.0,2.0,41.0,,495.0,1.0,0.0,23.0,21.0,3.0,11.0,2.0,650.0,36.0,12.0,4.0,4.0,18.0,0.0
2367823,29.0,2024-03-16 17:30:00,54,Fulham,Home,172.0,18.0,2.0,7.0,5.0,1.0,,140.0,8.0,,4.0,8.0,2.0,31.0,305.0,,2.0,22.0,14.0,11.0,8.0,2.0,4.0,5.0,,,,,,,,11.0,,,1.0,,1.0,9.0,12.0,2.0,15.0,1.0,,71.0,53.0,2.0,1.0,2.0,2.0,14.0,6.0,13.0,,,4.0,8.0,4.0,,6.0,3.0,48.0,49.0,2.0,8.0,5.0,,,39.0,9.0,10.0,2.0,,1.0,1.0,,151.0,2.0,,2.0,2.0,,,11.0,,,2.0,,,,,,5.0,1.0,13.0,13.0,2.0,4.0,92.0,67.0,35.0,5.0,1.0,3.0,9.0,7.0,374.0,,,1.0,,,66.0,45.0,31.0,,,,,139.0,139.0,3.0,18.0,21.0,42.9,1.0,,,,25.0,0.0,,,,86.0,3.0,2.0,5.0,,,5.0,3.0,1.0,,5.0,79.0,286.0,14.0,12.0,207.0,33.0,8.0,14.0,4.0,17.0,13.0,5.0,109.0,2.0,210.0,,,28.0,3.0,66.0,2.0,400.0,,0.0,16.0,20.0,3.0,23.0,2.0,590.0,39.0,19.0,8.0,4.0,9.0,0.0
2367836,30.0,2024-03-30 15:00:00,54,Fulham,Away,251.0,13.0,9.0,13.0,4.0,1.0,,270.0,7.0,,4.0,2.0,3.0,31.0,508.0,1.0,1.0,21.0,23.0,19.0,6.0,7.0,9.0,,,,,,,,,12.0,,,,1.0,3.0,13.0,6.0,2.0,17.0,7.0,,84.0,45.0,,,,,5.0,8.0,3.0,,,15.0,12.0,13.0,,14.0,,58.0,49.0,,13.0,7.0,,,76.0,13.0,10.0,1.0,,3.0,1.0,,193.0,3.0,1.0,2.0,2.0,1.0,,7.0,,,2.0,1.0,,,,,7.0,2.0,3.0,3.0,,4.0,148.0,74.0,56.0,2.0,1.0,5.0,11.0,9.0,569.0,,,2.0,4.0,,88.0,69.0,56.0,,,,,148.0,148.0,2.0,14.0,23.0,73.6,1.0,,1.0,1.0,21.0,0.0,,,,167.0,1.0,,1.0,,2.0,,7.0,,1.0,5.0,141.0,487.0,5.0,16.0,276.0,29.0,13.0,16.0,15.0,41.0,26.0,,186.0,1.0,357.0,1.0,,7.0,3.0,48.0,,592.0,2.0,0.0,24.0,9.0,3.0,22.0,1.0,784.0,39.0,12.0,11.0,15.0,6.0,0.0
2367842,31.0,2024-04-02 19:30:00,54,Fulham,Away,227.0,20.0,3.0,12.0,9.0,2.0,,336.0,8.0,1.0,2.0,4.0,11.0,26.0,551.0,,1.0,18.0,15.0,19.0,13.0,2.0,6.0,,,,,,,,,12.0,,1.0,,1.0,,8.0,9.0,7.0,15.0,3.0,,84.0,48.0,,,,,4.0,2.0,8.0,,,8.0,25.0,4.0,1.0,8.0,,40.0,44.0,,13.0,5.0,,,82.0,8.0,6.0,,,1.0,2.0,,198.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,1.0,5.0,2.0,4.0,4.0,,2.0,162.0,63.0,45.0,3.0,,12.0,4.0,3.0,608.0,,,3.0,2.0,,109.0,78.0,45.0,,,,,131.0,131.0,2.0,22.0,22.0,66.7,2.0,,,,13.0,0.0,,,,185.0,1.0,,1.0,,1.0,,13.0,,,5.0,179.0,530.0,4.0,16.0,242.0,34.0,13.0,7.0,6.0,37.0,31.0,,229.0,3.0,424.0,,1.0,11.0,12.0,46.0,,629.0,,0.0,18.0,15.0,2.0,18.0,0.0,797.0,30.0,15.0,4.0,8.0,11.0,0.0
