matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321762,11,2010-11-06 15:00:00,54,Fulham,Home,152.0,15.0,,5.0,5.0,5.0,1.0,237.0,6.0,,3.0,17.0,17.0,30.0,384.0,,1.0,25.0,20.0,25.0,12.0,,,,,,,,,,12.0,,,,,,1.0,10.0,5.0,73.0,79.0,1.0,1.0,1.0,1.0,5.0,3.0,,3.0,13.0,4.0,1.0,15.0,3.0,63.0,59.0,1.0,26.0,14.0,,,122.0,14.0,6.0,,,2.0,2.0,,247.0,1.0,1.0,1.0,,1.0,,10.0,,,,20.0,,13.0,12.0,2.0,4.0,106.0,112.0,50.0,3.0,,4.0,9.0,5.0,2.0,2.0,,47.0,73.0,25.0,,,,,226.0,215.0,3.0,25.0,36.0,57.1,,1.0,0.0,105.0,2.0,3.0,,,5.0,,3.0,118.0,13.0,177.0,29.0,37.0,17.0,2.0,21.0,19.0,,200.0,24.0,375.0,,,56.0,19.0,71.0,1.0,531.0,,0.0,15.0,22.0,4.0,35.0,1.0,758.0,8.0,6.0,3.0,18.0,0.0
321773,12,2010-11-10 19:45:00,54,Fulham,Away,153.0,6.0,,3.0,3.0,3.0,,149.0,8.0,,6.0,7.0,11.0,17.0,299.0,,,19.0,15.0,9.0,7.0,,,,,,,,,,7.0,,,,,,,10.0,11.0,58.0,67.0,,,,5.0,3.0,16.0,2.0,4.0,3.0,7.0,,15.0,2.0,64.0,58.0,5.0,13.0,5.0,,,65.0,15.0,14.0,,,4.0,4.0,,164.0,,,,,,,12.0,,2.0,,15.0,,17.0,14.0,4.0,7.0,85.0,84.0,39.0,4.0,,2.0,5.0,3.0,5.0,3.0,,36.0,60.0,14.0,,,,,159.0,143.0,2.0,34.0,19.0,42.7,,,0.0,81.0,3.0,5.0,1.0,,2.0,,2.0,64.0,7.0,173.0,24.0,29.0,12.0,3.0,17.0,14.0,,105.0,7.0,232.0,2.0,,27.0,11.0,43.0,2.0,388.0,,0.0,8.0,25.0,1.0,20.0,0.0,598.0,11.0,9.0,4.0,19.0,0.0
321781,13,2010-11-13 15:00:00,54,Fulham,Away,118.0,19.0,2.0,5.0,3.0,,1.0,139.0,5.0,,3.0,3.0,15.0,22.0,252.0,,,13.0,24.0,16.0,6.0,4.0,1.0,,,,,,,,5.0,,,1.0,,,1.0,7.0,9.0,55.0,46.0,,,,5.0,3.0,15.0,,5.0,5.0,10.0,,6.0,3.0,71.0,56.0,4.0,24.0,15.0,,,70.0,22.0,11.0,,,3.0,4.0,,144.0,,,,,,,11.0,,2.0,,26.0,1.0,19.0,14.0,2.0,3.0,78.0,83.0,33.0,5.0,,3.0,7.0,4.0,4.0,1.0,,41.0,52.0,24.0,,,,,186.0,164.0,1.0,15.0,19.0,46.0,1.0,,0.0,76.0,3.0,1.0,,1.0,5.0,,2.0,65.0,10.0,137.0,34.0,45.0,12.0,4.0,23.0,19.0,1.0,118.0,8.0,239.0,2.0,,27.0,16.0,52.0,5.0,353.0,,0.0,12.0,21.0,2.0,19.0,2.0,573.0,17.0,8.0,5.0,15.0,0.0
321792,14,2010-11-21 16:00:00,54,Fulham,Home,136.0,9.0,3.0,6.0,3.0,6.0,,186.0,3.0,,5.0,9.0,17.0,26.0,316.0,,1.0,25.0,22.0,20.0,5.0,5.0,,,1.0,,1.0,,,,7.0,,,,,,3.0,6.0,5.0,63.0,63.0,,,,2.0,5.0,8.0,,7.0,14.0,11.0,,15.0,2.0,62.0,57.0,2.0,12.0,4.0,1.0,2.0,75.0,15.0,15.0,,,6.0,1.0,1.0,179.0,,,,,,,6.0,,2.0,1.0,12.0,,15.0,13.0,1.0,5.0,91.0,97.0,49.0,7.0,1.0,4.0,6.0,2.0,1.0,1.0,,59.0,58.0,26.0,,,,,182.0,168.0,3.0,18.0,33.0,45.4,,1.0,0.0,88.0,1.0,1.0,,,8.0,1.0,2.0,84.0,10.0,148.0,32.0,26.0,4.0,6.0,32.0,26.0,,143.0,16.0,305.0,2.0,,24.0,20.0,48.0,2.0,421.0,,0.0,15.0,21.0,2.0,27.0,2.0,617.0,11.0,1.0,7.0,18.0,0.0
321800,15,2010-11-27 15:00:00,54,Fulham,Home,175.0,21.0,6.0,15.0,10.0,3.0,1.0,262.0,2.0,,7.0,9.0,30.0,41.0,422.0,,1.0,22.0,21.0,21.0,11.0,3.0,1.0,,,,,,,,15.0,,,,,,,7.0,1.0,77.0,72.0,2.0,1.0,1.0,2.0,2.0,3.0,,8.0,12.0,16.0,,12.0,,54.0,56.0,2.0,17.0,10.0,,,85.0,12.0,9.0,1.0,,2.0,3.0,,196.0,1.0,,1.0,,1.0,,6.0,,2.0,,27.0,,16.0,13.0,,7.0,131.0,99.0,58.0,4.0,,8.0,7.0,6.0,1.0,1.0,,74.0,91.0,27.0,,,,,207.0,178.0,2.0,32.0,27.0,59.0,,,0.0,134.0,1.0,,2.0,1.0,11.0,,2.0,111.0,15.0,197.0,46.0,46.0,10.0,6.0,36.0,31.0,1.0,173.0,15.0,377.0,2.0,,29.0,31.0,79.0,6.0,538.0,,0.0,19.0,22.0,2.0,22.0,1.0,768.0,12.0,4.0,8.0,16.0,0.0
321807,16,2010-12-04 15:00:00,54,Fulham,Away,147.0,11.0,1.0,1.0,,5.0,,151.0,3.0,1.0,1.0,13.0,16.0,23.0,297.0,,3.0,14.0,20.0,14.0,8.0,1.0,,,,,,,,,10.0,,,,,,,13.0,3.0,74.0,69.0,2.0,1.0,1.0,3.0,4.0,17.0,,7.0,6.0,5.0,,13.0,4.0,62.0,48.0,3.0,18.0,13.0,,2.0,75.0,7.0,7.0,1.0,,1.0,2.0,,183.0,1.0,,1.0,1.0,,,14.0,1.0,,2.0,19.0,,26.0,23.0,1.0,1.0,76.0,110.0,40.0,3.0,,5.0,5.0,4.0,3.0,1.0,,23.0,44.0,23.0,,,,,214.0,203.0,1.0,31.0,28.0,45.6,,,0.0,83.0,4.0,1.0,1.0,,6.0,,3.0,62.0,10.0,171.0,29.0,29.0,11.0,7.0,20.0,13.0,,112.0,14.0,265.0,,1.0,45.0,17.0,58.0,7.0,416.0,,0.0,14.0,23.0,7.0,23.0,0.0,642.0,17.0,4.0,7.0,18.0,0.0
321820,17,2010-12-11 15:00:00,54,Fulham,Home,134.0,9.0,1.0,4.0,3.0,5.0,,169.0,4.0,,5.0,10.0,16.0,19.0,299.0,1.0,2.0,24.0,31.0,30.0,13.0,,,,,1.0,1.0,,,,14.0,,,,,,,6.0,7.0,48.0,67.0,1.0,2.0,,2.0,8.0,9.0,,3.0,12.0,4.0,,12.0,,68.0,62.0,2.0,29.0,19.0,,,94.0,15.0,10.0,,1.0,3.0,1.0,1.0,209.0,,,,,,,11.0,,3.0,2.0,30.0,,21.0,16.0,1.0,5.0,78.0,114.0,45.0,3.0,,1.0,12.0,9.0,4.0,3.0,,47.0,40.0,18.0,,,,,205.0,186.0,,24.0,34.0,54.5,,,0.0,93.0,,,4.0,,1.0,1.0,3.0,71.0,13.0,153.0,33.0,48.0,8.0,3.0,20.0,17.0,,141.0,20.0,295.0,3.0,,40.0,20.0,57.0,1.0,428.0,1.0,0.0,18.0,17.0,8.0,30.0,0.0,655.0,8.0,5.0,4.0,14.0,0.0
321832,18,2011-01-26 20:00:00,54,Fulham,Away,174.0,10.0,2.0,7.0,5.0,,2.0,185.0,4.0,1.0,1.0,7.0,10.0,26.0,352.0,1.0,,25.0,10.0,12.0,6.0,2.0,,,1.0,,1.0,1.0,,,7.0,,,,,,1.0,11.0,4.0,76.0,56.0,2.0,2.0,,2.0,1.0,8.0,,2.0,6.0,4.0,,24.0,2.0,60.0,58.0,2.0,19.0,9.0,,,77.0,13.0,11.0,,,5.0,3.0,1.0,160.0,,,,,,,8.0,,,1.0,16.0,,15.0,11.0,,1.0,93.0,82.0,44.0,6.0,,3.0,5.0,5.0,4.0,,1.0,51.0,57.0,13.0,,,,,174.0,162.0,1.0,22.0,24.0,46.5,,,0.0,123.0,1.0,2.0,,,5.0,,1.0,62.0,8.0,192.0,31.0,31.0,16.0,2.0,15.0,13.0,,121.0,15.0,275.0,,1.0,17.0,10.0,48.0,,452.0,1.0,0.0,11.0,25.0,1.0,36.0,1.0,677.0,9.0,10.0,2.0,18.0,0.0
321843,19,2010-12-26 12:00:00,54,Fulham,Home,188.0,20.0,4.0,10.0,6.0,5.0,,275.0,7.0,,9.0,6.0,19.0,23.0,453.0,,1.0,17.0,19.0,20.0,14.0,2.0,,,,,,,1.0,,12.0,,,,,,1.0,11.0,3.0,81.0,55.0,1.0,1.0,,2.0,4.0,2.0,,8.0,19.0,12.0,1.0,13.0,1.0,50.0,52.0,2.0,23.0,13.0,2.0,,98.0,13.0,11.0,,1.0,1.0,1.0,,198.0,1.0,,1.0,,1.0,,7.0,,1.0,1.0,22.0,,11.0,9.0,2.0,9.0,125.0,76.0,47.0,4.0,,10.0,7.0,5.0,5.0,1.0,,56.0,89.0,33.0,,,,,178.0,161.0,2.0,14.0,24.0,64.4,,1.0,0.0,149.0,1.0,,1.0,,11.0,,2.0,113.0,17.0,200.0,41.0,40.0,10.0,8.0,40.0,32.0,,179.0,15.0,393.0,1.0,,18.0,21.0,47.0,,553.0,,0.0,20.0,15.0,5.0,20.0,1.0,768.0,9.0,6.0,8.0,8.0,0.0
321851,20,2010-12-28 15:00:00,54,Fulham,Away,103.0,7.0,,4.0,4.0,5.0,1.0,129.0,3.0,,3.0,17.0,4.0,20.0,228.0,,,11.0,25.0,28.0,,2.0,,1.0,,,1.0,,,,2.0,,,,,,2.0,9.0,7.0,59.0,56.0,1.0,1.0,,5.0,1.0,4.0,1.0,2.0,7.0,2.0,2.0,9.0,1.0,57.0,60.0,5.0,44.0,27.0,,,80.0,14.0,8.0,,1.0,2.0,1.0,1.0,167.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,1.0,53.0,,17.0,15.0,,3.0,61.0,107.0,35.0,9.0,,1.0,2.0,3.0,9.0,1.0,,55.0,45.0,12.0,,,,,228.0,192.0,3.0,15.0,26.0,51.7,,4.0,0.0,68.0,2.0,,1.0,,1.0,,,49.0,3.0,131.0,19.0,80.0,8.0,2.0,12.0,10.0,,99.0,13.0,236.0,3.0,,57.0,6.0,54.0,3.0,355.0,,0.0,5.0,22.0,,24.0,2.0,604.0,18.0,2.0,2.0,16.0,0.0
321863,21,2011-01-01 15:00:00,54,Fulham,Away,150.0,9.0,,4.0,4.0,5.0,,219.0,5.0,1.0,6.0,7.0,23.0,15.0,365.0,1.0,1.0,16.0,19.0,6.0,11.0,,1.0,,,,1.0,,,,11.0,,,,,,1.0,6.0,9.0,77.0,66.0,,,,6.0,4.0,3.0,,1.0,17.0,7.0,,13.0,3.0,46.0,37.0,6.0,17.0,7.0,,,80.0,11.0,12.0,,,2.0,2.0,1.0,188.0,,,,,,,8.0,,,2.0,16.0,,26.0,19.0,1.0,6.0,96.0,86.0,43.0,5.0,,7.0,4.0,2.0,3.0,,,43.0,55.0,21.0,,,,,169.0,157.0,6.0,22.0,25.0,44.5,,,0.0,101.0,1.0,3.0,,1.0,8.0,,1.0,94.0,11.0,163.0,26.0,29.0,4.0,1.0,27.0,26.0,1.0,147.0,16.0,326.0,,1.0,29.0,25.0,45.0,2.0,462.0,1.0,0.0,14.0,17.0,6.0,18.0,1.0,669.0,15.0,2.0,1.0,14.0,0.0
321875,22,2011-01-04 20:00:00,54,Fulham,Home,148.0,14.0,4.0,7.0,3.0,5.0,1.0,218.0,1.0,,5.0,10.0,29.0,22.0,359.0,,,18.0,10.0,18.0,5.0,1.0,,,,,,,,,9.0,,,,,,,2.0,14.0,79.0,70.0,2.0,1.0,1.0,2.0,2.0,4.0,,7.0,14.0,6.0,1.0,22.0,2.0,51.0,72.0,2.0,19.0,12.0,,2.0,101.0,7.0,11.0,1.0,,3.0,3.0,,180.0,3.0,2.0,2.0,1.0,2.0,,9.0,1.0,1.0,,26.0,,15.0,11.0,,5.0,86.0,96.0,55.0,4.0,1.0,3.0,6.0,5.0,3.0,1.0,,54.0,76.0,25.0,,,,,187.0,166.0,3.0,26.0,30.0,50.8,,2.0,0.0,101.0,,3.0,,,6.0,1.0,3.0,100.0,9.0,159.0,28.0,40.0,14.0,7.0,30.0,23.0,,158.0,13.0,317.0,1.0,,24.0,30.0,43.0,,446.0,1.0,0.0,13.0,37.0,3.0,23.0,0.0,699.0,12.0,6.0,7.0,26.0,0.0
