matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987697,11,2018-11-05 20:00:00,54,Fulham,Away,172.0,12.0,4.0,4.0,,2.0,,182.0,7.0,3.0,5.0,8.0,15.0,29.0,350.0,,,35.0,27.0,27.0,3.0,4.0,,,1.0,,1.0,1.0,,,,,,3.0,,,,,,,7.0,6.0,5.0,7.0,1.0,85.0,69.0,,,,4.0,34.0,4.0,5.0,,,4.0,2.0,1.0,11.0,1.0,64.0,67.0,4.0,17.0,9.0,,,48.0,8.0,11.0,,,2.0,,1.0,203.0,,,,,,12.0,,1.0,,9.0,,7.0,7.0,,6.0,108.0,82.0,43.0,5.0,,2.0,5.0,1.0,461.0,2.0,1.0,1.0,44.0,75.0,12.0,,,,,,205.0,205.0,1.0,35.0,24.0,54.9,,,,,34.0,0.0,94.0,,2.0,2.0,,,,3.0,,3.0,66.0,330.0,12.0,7.0,234.0,38.0,17.0,27.0,4.0,7.0,3.0,,105.0,9.0,263.0,1.0,3.0,37.0,17.0,83.0,6.0,490.0,1.0,0.0,8.0,17.0,,44.0,2.0,714.0,12.0,20.0,13.0,4.0,11.0,0.0
987708,12,2018-11-11 12:00:00,54,Fulham,Away,106.0,16.0,,,,2.0,,80.0,10.0,,4.0,2.0,5.0,21.0,186.0,,,23.0,11.0,10.0,5.0,,,1.0,,,,,,,1.0,,,8.0,,,,,,,5.0,10.0,11.0,3.0,5.0,39.0,54.0,,1.0,,1.0,18.0,1.0,9.0,,1.0,3.0,5.0,4.0,13.0,3.0,44.0,42.0,1.0,32.0,15.0,,,42.0,9.0,11.0,,,,,,110.0,,,,,,12.0,,,2.0,15.0,,14.0,14.0,1.0,4.0,50.0,59.0,22.0,6.0,,2.0,3.0,3.0,234.0,7.0,1.0,,32.0,42.0,15.0,,,,,,136.0,136.0,2.0,29.0,17.0,27.0,,,,,18.0,0.0,64.0,4.0,1.0,5.0,,,1.0,4.0,,3.0,44.0,164.0,10.0,5.0,129.0,31.0,32.0,12.0,2.0,11.0,9.0,1.0,70.0,5.0,145.0,,,20.0,6.0,53.0,5.0,263.0,,0.0,8.0,15.0,,30.0,1.0,476.0,6.0,17.0,7.0,3.0,8.0,0.0
987716,13,2018-11-24 15:00:00,54,Fulham,Home,128.0,16.0,1.0,5.0,4.0,1.0,,141.0,3.0,,,7.0,9.0,28.0,264.0,,1.0,15.0,17.0,21.0,6.0,1.0,,1.0,,,,,,,,,,8.0,,,,,,1.0,5.0,10.0,9.0,8.0,2.0,40.0,57.0,2.0,,2.0,5.0,6.0,2.0,10.0,,,2.0,6.0,3.0,15.0,3.0,56.0,57.0,5.0,43.0,23.0,,,64.0,10.0,5.0,2.0,,,,,162.0,3.0,3.0,3.0,,,10.0,3.0,,,23.0,,8.0,8.0,,,82.0,79.0,30.0,5.0,1.0,3.0,7.0,5.0,346.0,5.0,,,51.0,50.0,23.0,,,,,,152.0,152.0,3.0,22.0,22.0,37.2,,,3.0,1.0,6.0,0.0,86.0,3.0,3.0,6.0,,,1.0,3.0,,3.0,72.0,251.0,2.0,10.0,147.0,38.0,43.0,15.0,2.0,11.0,9.0,1.0,115.0,7.0,234.0,,,24.0,10.0,71.0,4.0,370.0,1.0,0.0,10.0,20.0,1.0,22.0,2.0,578.0,20.0,10.0,11.0,2.0,9.0,0.0
987724,14,2018-12-02 12:00:00,54,Fulham,Away,122.0,19.0,2.0,4.0,2.0,1.0,,144.0,3.0,,4.0,4.0,9.0,34.0,262.0,,,25.0,15.0,15.0,7.0,1.0,,,,,,,,,,,,8.0,,,,,,,6.0,9.0,7.0,2.0,7.0,64.0,61.0,,,,1.0,19.0,1.0,8.0,,,6.0,6.0,7.0,12.0,2.0,58.0,56.0,1.0,18.0,3.0,1.0,3.0,52.0,17.0,8.0,,,,,,127.0,,,,,,5.0,,,,3.0,,9.0,9.0,,4.0,88.0,63.0,30.0,4.0,,3.0,5.0,4.0,341.0,6.0,1.0,,60.0,49.0,20.0,,,,,,143.0,143.0,1.0,30.0,22.0,34.0,,,,,19.0,0.0,81.0,3.0,4.0,7.0,,,,4.0,,3.0,62.0,248.0,11.0,8.0,148.0,46.0,18.0,17.0,5.0,18.0,13.0,,103.0,7.0,230.0,,,20.0,9.0,73.0,1.0,360.0,,0.0,9.0,23.0,,27.0,1.0,555.0,14.0,9.0,11.0,6.0,12.0,0.0
987735,15,2018-12-05 19:45:00,54,Fulham,Home,64.0,12.0,5.0,7.0,2.0,5.0,1.0,152.0,5.0,1.0,2.0,7.0,9.0,24.0,209.0,,,20.0,20.0,31.0,15.0,5.0,,,,1.0,2.0,,,,,1.0,,15.0,,,,,,2.0,4.0,11.0,2.0,15.0,10.0,50.0,60.0,1.0,1.0,,5.0,22.0,8.0,4.0,,,10.0,9.0,4.0,12.0,1.0,49.0,54.0,5.0,13.0,7.0,,1.0,70.0,12.0,7.0,,,4.0,2.0,2.0,162.0,1.0,,1.0,,,8.0,1.0,,,7.0,,14.0,14.0,1.0,2.0,54.0,79.0,33.0,8.0,1.0,10.0,11.0,7.0,296.0,2.0,2.0,,28.0,73.0,33.0,,,,,,172.0,172.0,8.0,21.0,23.0,45.5,,2.0,,,22.0,0.0,49.0,3.0,1.0,4.0,,,,10.0,1.0,3.0,88.0,196.0,12.0,21.0,93.0,24.0,13.0,11.0,9.0,24.0,15.0,,137.0,12.0,246.0,,1.0,36.0,10.0,68.0,2.0,315.0,,0.0,25.0,7.0,1.0,31.0,0.0,533.0,25.0,20.0,9.0,10.0,5.0,0.0
987749,16,2018-12-08 15:00:00,54,Fulham,Away,124.0,7.0,1.0,1.0,,2.0,,162.0,5.0,,1.0,7.0,4.0,24.0,285.0,,,12.0,24.0,12.0,6.0,1.0,1.0,,,,,,,,,,,8.0,1.0,,,,,,9.0,14.0,6.0,5.0,5.0,49.0,64.0,,,1.0,2.0,18.0,2.0,10.0,,2.0,3.0,5.0,6.0,9.0,5.0,63.0,53.0,2.0,26.0,14.0,1.0,1.0,58.0,15.0,11.0,,,1.0,1.0,,154.0,,,,,,10.0,,,1.0,14.0,,7.0,7.0,2.0,1.0,92.0,64.0,30.0,10.0,,2.0,5.0,4.0,343.0,3.0,1.0,,54.0,43.0,19.0,,,,,1.0,140.0,140.0,3.0,31.0,23.0,37.3,,,,1.0,18.0,0.0,81.0,6.0,1.0,7.0,1.0,1.0,,4.0,,3.0,84.0,265.0,11.0,7.0,140.0,22.0,26.0,18.0,2.0,14.0,12.0,,125.0,7.0,250.0,,,18.0,4.0,59.0,3.0,376.0,,1.0,10.0,18.0,,16.0,1.0,572.0,17.0,13.0,12.0,3.0,12.0,0.0
987754,17,2018-12-15 17:30:00,54,Fulham,Home,140.0,20.0,1.0,4.0,3.0,2.0,,263.0,4.0,3.0,1.0,7.0,4.0,27.0,399.0,,1.0,23.0,19.0,21.0,8.0,3.0,,,,,,,,,,,1.0,11.0,,,,,,2.0,7.0,4.0,2.0,7.0,9.0,58.0,76.0,3.0,3.0,,2.0,15.0,3.0,7.0,,,6.0,10.0,10.0,15.0,1.0,62.0,62.0,2.0,19.0,10.0,,,74.0,14.0,9.0,,,1.0,,,179.0,,,,,,7.0,,,,10.0,,5.0,5.0,1.0,1.0,122.0,80.0,55.0,4.0,,5.0,6.0,4.0,474.0,1.0,3.0,,61.0,88.0,38.0,,,,,,166.0,166.0,3.0,26.0,42.0,56.0,,,,,15.0,0.0,139.0,1.0,,1.0,,,,9.0,,3.0,109.0,381.0,4.0,11.0,158.0,39.0,19.0,23.0,6.0,26.0,20.0,,163.0,6.0,366.0,,3.0,18.0,5.0,55.0,6.0,498.0,,0.0,16.0,16.0,2.0,26.0,2.0,700.0,24.0,11.0,16.0,6.0,11.0,0.0
987769,18,2018-12-22 15:00:00,54,Fulham,Away,208.0,9.0,,,,3.0,,154.0,4.0,,2.0,4.0,7.0,25.0,362.0,,,14.0,21.0,22.0,3.0,,,,,1.0,1.0,,,,,,,3.0,,,,,,,5.0,5.0,4.0,2.0,2.0,78.0,60.0,,,,4.0,15.0,2.0,5.0,,,,3.0,2.0,19.0,,58.0,49.0,4.0,40.0,18.0,,,47.0,12.0,9.0,,,2.0,1.0,1.0,170.0,,,,,,11.0,,,1.0,18.0,,10.0,10.0,,2.0,114.0,76.0,39.0,6.0,,,3.0,2.0,439.0,4.0,2.0,,42.0,54.0,17.0,,,,,,159.0,159.0,1.0,22.0,30.0,46.5,,,,3.0,15.0,0.0,101.0,,,,,1.0,,,,2.0,59.0,352.0,5.0,3.0,238.0,25.0,40.0,12.0,,6.0,6.0,,98.0,8.0,231.0,,,25.0,7.0,65.0,4.0,463.0,1.0,0.0,4.0,9.0,,21.0,2.0,653.0,10.0,17.0,9.0,,7.0,0.0
987775,19,2018-12-26 12:30:00,54,Fulham,Home,101.0,9.0,,3.0,3.0,6.0,,104.0,7.0,,3.0,9.0,10.0,30.0,202.0,,,15.0,33.0,31.0,8.0,1.0,,,,,,,,,,,,8.0,,,,,,1.0,5.0,8.0,6.0,8.0,3.0,47.0,58.0,,1.0,1.0,3.0,9.0,1.0,11.0,,,2.0,5.0,5.0,13.0,2.0,74.0,61.0,3.0,28.0,16.0,,,49.0,9.0,6.0,,,2.0,2.0,,137.0,,,,,,18.0,,1.0,,16.0,,16.0,16.0,3.0,3.0,50.0,74.0,35.0,,,5.0,4.0,5.0,253.0,2.0,4.0,,37.0,28.0,19.0,,,,,,144.0,144.0,3.0,25.0,20.0,29.8,,2.0,,,9.0,0.0,52.0,2.0,2.0,4.0,,,,5.0,,3.0,43.0,185.0,5.0,9.0,119.0,24.0,28.0,19.0,,12.0,12.0,,77.0,10.0,179.0,1.0,,20.0,10.0,70.0,,286.0,,0.0,11.0,15.0,,24.0,2.0,493.0,17.0,15.0,9.0,2.0,8.0,0.0
987785,20,2018-12-29 15:00:00,54,Fulham,Home,114.0,18.0,2.0,6.0,4.0,6.0,,187.0,5.0,,7.0,12.0,3.0,34.0,295.0,,,16.0,25.0,38.0,8.0,3.0,,1.0,,,,,,,,,,10.0,,1.0,,,,1.0,8.0,5.0,4.0,12.0,2.0,59.0,60.0,1.0,2.0,,2.0,15.0,2.0,5.0,,,4.0,10.0,5.0,8.0,,51.0,60.0,2.0,26.0,15.0,,,75.0,12.0,9.0,1.0,,5.0,3.0,,156.0,1.0,1.0,1.0,,1.0,7.0,1.0,,,15.0,,10.0,10.0,,7.0,86.0,78.0,43.0,3.0,,6.0,6.0,5.0,377.0,3.0,1.0,,40.0,82.0,32.0,,,,,1.0,151.0,151.0,4.0,20.0,25.0,43.5,,,,,15.0,0.0,94.0,3.0,2.0,5.0,,,1.0,7.0,,3.0,88.0,282.0,7.0,12.0,135.0,36.0,26.0,6.0,4.0,22.0,18.0,2.0,134.0,16.0,282.0,,,29.0,3.0,70.0,3.0,395.0,,0.0,14.0,8.0,,23.0,3.0,585.0,18.0,15.0,5.0,4.0,8.0,0.0
