playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,catches,shotsOnTargetIncGoals,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,totalTackles,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,throwInsToOppositionPlayer,tacklesLost,lastPlayerTackle,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,blockedShots,overruns,throughBalls,goalAssists,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,rightFootGoals,unsuccessfulDribbles,headedGoals,otherGoals,handballsConceded,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,penaltyGoals
49724,Franco Di Santo,Forward,Wigan,111,Argentina,2012-13,0.0,0.0,5.0,155.0,,,23.0,,47.0,148.0,35.0,24.0,164.0,602.0,,,58.0,1.0,,2136.0,113.0,7.0,,87.0,412.0,,106.0,,5.0,,22.0,,13.0,51.0,123.0,154.0,,47.0,2.0,268.0,,126.0,58.0,35.0,,,319.0,44.0,210.0,26.0,,594.0,364.0,19.0,,,138.0,45.0,10.0,26.0,1024.0,,127.0,,16.0,19.0,8.0,21.0,72.0,51.0,10.0,11.0,8.0,32.0,2.0,3.0,,52.0,74.0,24.0,31.0,18.0,3.0,184.0,10.0,17.0,18.0,11.0,4.0,2.0,5.0,3.0,3.0,15.0,2.0,5.0,29.0,,,2.0,,,,,1.0,,,,,
76227,Fraser Fyvie,Midfielder,Wigan,111,Scotland,2012-13,0.0,0.0,0.0,,,,,,,1.0,1.0,,2.0,20.0,,,,,,21.0,1.0,,,1.0,17.0,,,,,,,,,,,8.0,,,0.0,1.0,,4.0,2.0,1.0,,,12.0,,1.0,,,20.0,2.0,,,,3.0,,1.0,1.0,22.0,,6.0,,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11911,Gary Caldwell,Defender,Wigan,111,Scotland,2012-13,0.0,0.0,9.0,75.0,,,3.0,,7.0,109.0,25.0,25.0,190.0,1075.0,,,61.0,4.0,,2088.0,61.0,7.0,,35.0,766.0,,14.0,,5.0,1.0,8.0,15.0,114.0,49.0,40.0,240.0,,9.0,0.0,136.0,,409.0,90.0,25.0,,,268.0,42.0,75.0,26.0,,1015.0,200.0,2.0,,,381.0,29.0,48.0,119.0,1331.0,52.0,618.0,,81.0,62.0,1.0,24.0,6.0,2.0,,,1.0,35.0,,10.0,,2.0,2.0,4.0,4.0,14.0,23.0,45.0,2.0,6.0,1.0,,,1.0,1.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,
17906,Iván Ramis,Defender,Wigan,111,Spain,2012-13,0.0,0.0,1.0,67.0,,,3.0,,5.0,72.0,16.0,16.0,105.0,748.0,,,46.0,3.0,,1398.0,70.0,2.0,1.0,48.0,566.0,,4.0,,3.0,,1.0,7.0,82.0,27.0,43.0,116.0,,8.0,2.0,137.0,,311.0,69.0,16.0,,,230.0,25.0,91.0,22.0,,717.0,127.0,7.0,,,270.0,19.0,21.0,77.0,979.0,20.0,413.0,,33.0,40.0,,33.0,1.0,1.0,1.0,,,24.0,9.0,4.0,,1.0,8.0,2.0,1.0,29.0,4.0,51.0,29.0,2.0,1.0,1.0,,,2.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,
50471,James McArthur,Midfielder,Wigan,111,Scotland,2012-13,0.0,0.0,7.0,142.0,,,12.0,,20.0,211.0,34.0,24.0,247.0,1651.0,,,49.0,2.0,,2407.0,153.0,9.0,,130.0,1269.0,,29.0,,5.0,,25.0,7.0,37.0,56.0,116.0,413.0,,26.0,2.0,295.0,,466.0,162.0,34.0,,,790.0,47.0,246.0,23.0,,1625.0,344.0,15.0,,,529.0,32.0,53.0,135.0,2090.0,30.0,615.0,,36.0,70.0,1.0,89.0,31.0,9.0,,10.0,1.0,26.0,1.0,13.0,,9.0,50.0,8.0,6.0,76.0,25.0,243.0,33.0,4.0,8.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,13.0,1.0,,,,,,,,1.0,1.0,,,
50472,James McCarthy,Midfielder,Wigan,111,Ireland,2012-13,0.0,0.0,7.0,152.0,,,9.0,,21.0,224.0,38.0,38.0,278.0,2190.0,,,36.0,5.0,,3374.0,190.0,11.0,1.0,175.0,1734.0,,20.0,,6.0,,34.0,8.0,61.0,72.0,131.0,556.0,,49.0,0.0,342.0,,542.0,195.0,38.0,,,1081.0,61.0,306.0,15.0,,2159.0,385.0,27.0,,,782.0,48.0,76.0,178.0,2729.0,22.0,835.0,,54.0,61.0,4.0,99.0,65.0,15.0,1.0,,4.0,21.0,,25.0,,15.0,45.0,12.0,8.0,74.0,19.0,310.0,5.0,2.0,16.0,7.0,2.0,2.0,3.0,0.0,,1.0,3.0,3.0,19.0,,,3.0,,,,,,,2.0,,,
33298,Jean Beausejour,Midfielder,Wigan,111,Chile,2012-13,0.0,0.0,4.0,133.0,,,4.0,,9.0,256.0,34.0,32.0,301.0,1336.0,,,53.0,3.0,,2786.0,126.0,7.0,1.0,104.0,1009.0,,53.0,,4.0,,58.0,11.0,61.0,58.0,102.0,508.0,,44.0,0.0,259.0,,445.0,146.0,34.0,,,788.0,51.0,206.0,22.0,,1299.0,641.0,17.0,,,54.0,28.0,35.0,26.0,2200.0,42.0,316.0,,45.0,86.0,37.0,43.0,26.0,148.0,15.0,2.0,69.0,31.0,36.0,11.0,,185.0,68.0,5.0,29.0,32.0,3.0,329.0,189.0,8.0,3.0,5.0,3.0,7.0,1.0,0.0,76.0,2.0,1.0,1.0,31.0,,,3.0,1.0,30.0,,1.0,32.0,,,,,
78315,Joel Robles,Goalkeeper,Wigan,111,Spain,2012-13,0.0,0.0,0.0,,,10.0,,8.0,,4.0,9.0,9.0,103.0,233.0,81.0,3.0,3.0,1.0,,810.0,5.0,3.0,,2.0,62.0,,,7.0,,,,20.0,12.0,16.0,,26.0,22.0,,0.0,5.0,4.0,176.0,67.0,9.0,1.0,1.0,40.0,13.0,2.0,3.0,75.0,107.0,106.0,,36.0,4.0,31.0,1.0,,68.0,318.0,44.0,91.0,14.0,99.0,18.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83325,Jordan Mustoe,Defender,Wigan,111,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50023,Jordi Gómez,Midfielder,Wigan,111,Spain,2012-13,1.0,1.0,4.0,83.0,,,14.0,,42.0,113.0,32.0,17.0,125.0,880.0,,,28.0,1.0,,1514.0,72.0,5.0,,64.0,712.0,,41.0,,2.0,,38.0,2.0,13.0,31.0,63.0,183.0,,32.0,2.0,155.0,,270.0,68.0,32.0,,,562.0,26.0,127.0,8.0,,859.0,233.0,6.0,,,282.0,17.0,29.0,43.0,1181.0,11.0,202.0,,12.0,19.0,2.0,26.0,54.0,14.0,9.0,15.0,9.0,20.0,,6.0,,32.0,35.0,28.0,13.0,20.0,1.0,145.0,5.0,9.0,17.0,2.0,15.0,1.0,3.0,0.0,22.0,6.0,3.0,1.0,7.0,1.0,,2.0,,6.0,1.0,8.0,10.0,2.0,,,,
49305,Mauro Boselli,Forward,Wigan,111,Argentina,2012-13,0.0,0.0,0.0,5.0,,,2.0,,5.0,4.0,7.0,1.0,4.0,18.0,,,7.0,,,130.0,5.0,,,1.0,14.0,,9.0,,,,,,3.0,3.0,2.0,4.0,,,0.0,10.0,,3.0,,7.0,,,12.0,3.0,3.0,4.0,,18.0,8.0,1.0,,,3.0,1.0,,,32.0,,2.0,,,,,,3.0,,4.0,6.0,,3.0,,,,,1.0,3.0,,,,8.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
34285,Maynor Figueroa,Defender,Wigan,111,Honduras,2012-13,1.0,1.0,6.0,148.0,,,5.0,,28.0,253.0,33.0,33.0,381.0,1718.0,1.0,,101.0,5.0,,2815.0,158.0,8.0,3.0,119.0,1182.0,,15.0,,5.0,,15.0,16.0,121.0,56.0,86.0,654.0,,29.0,0.0,306.0,,814.0,139.0,33.0,,,704.0,48.0,205.0,39.0,,1657.0,500.0,20.0,1.0,,143.0,43.0,73.0,155.0,2359.0,75.0,644.0,,128.0,99.0,11.0,70.0,2.0,26.0,,,11.0,62.0,32.0,19.0,,26.0,15.0,23.0,11.0,51.0,23.0,107.0,102.0,3.0,11.0,11.0,3.0,1.0,1.0,1.0,,,0.0,,8.0,,,2.0,,,1.0,3.0,,,1.0,,,
2521,Mike Pollitt,Goalkeeper,Wigan,111,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16210,Paul Scharner,Defender,Wigan,111,Austria,2012-13,0.0,0.0,5.0,47.0,,,3.0,,6.0,92.0,14.0,14.0,106.0,618.0,,,43.0,2.0,,1260.0,69.0,6.0,,36.0,462.0,,13.0,,,,5.0,10.0,75.0,28.0,37.0,136.0,,9.0,0.0,116.0,,237.0,79.0,14.0,,,194.0,22.0,73.0,33.0,,602.0,125.0,3.0,,,195.0,15.0,57.0,50.0,840.0,20.0,318.0,,14.0,39.0,,24.0,3.0,4.0,1.0,,,10.0,2.0,5.0,,4.0,9.0,3.0,4.0,19.0,4.0,50.0,12.0,,3.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,
48730,Piscu,Defender,Wigan,111,Spain,2012-13,0.0,0.0,1.0,12.0,,,,,,22.0,5.0,3.0,24.0,145.0,,,12.0,,,355.0,28.0,2.0,,21.0,108.0,,,,,,1.0,2.0,32.0,8.0,7.0,56.0,,2.0,0.0,40.0,,42.0,14.0,5.0,,,21.0,6.0,28.0,7.0,,143.0,24.0,,,,45.0,6.0,20.0,13.0,220.0,8.0,100.0,,2.0,10.0,,19.0,,,,2.0,,5.0,,4.0,,,,,,15.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50105,Roger Espinoza,Midfielder,Wigan,111,Honduras,2012-13,0.0,0.0,1.0,39.0,,,1.0,,2.0,68.0,12.0,6.0,75.0,358.0,,,26.0,,,605.0,47.0,2.0,,29.0,265.0,,12.0,,,,10.0,,8.0,15.0,31.0,114.0,,7.0,0.0,86.0,,110.0,39.0,12.0,,,187.0,13.0,60.0,18.0,,354.0,128.0,4.0,,,71.0,10.0,25.0,18.0,519.0,2.0,103.0,,7.0,16.0,7.0,18.0,17.0,18.0,,6.0,7.0,8.0,1.0,4.0,,19.0,17.0,1.0,5.0,14.0,3.0,63.0,21.0,2.0,,,4.0,2.0,1.0,0.0,1.0,,1.0,,6.0,,,,1.0,,1.0,,1.0,,,,,
74235,Roman Golobart,Defender,Wigan,111,Spain,2012-13,0.0,0.0,1.0,9.0,,,,,1.0,17.0,3.0,2.0,27.0,93.0,,,8.0,,,213.0,12.0,1.0,,10.0,60.0,,2.0,,,,,1.0,9.0,4.0,3.0,11.0,,3.0,0.0,21.0,,44.0,15.0,3.0,,,21.0,3.0,13.0,2.0,,93.0,28.0,1.0,,,33.0,2.0,6.0,6.0,123.0,8.0,45.0,,10.0,13.0,,6.0,,,,1.0,,6.0,1.0,,1.0,,,1.0,,6.0,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
16234,Ronnie Stam,Defender,Wigan,111,Netherlands,2012-13,0.0,0.0,0.0,65.0,,,2.0,,4.0,52.0,17.0,11.0,60.0,377.0,,,11.0,,,1009.0,56.0,3.0,,53.0,301.0,,16.0,,3.0,,7.0,,15.0,24.0,57.0,27.0,,9.0,0.0,121.0,,102.0,60.0,17.0,,,175.0,21.0,110.0,3.0,,366.0,203.0,23.0,,,165.0,13.0,18.0,16.0,713.0,12.0,151.0,,8.0,24.0,9.0,21.0,3.0,83.0,1.0,6.0,9.0,8.0,6.0,6.0,,83.0,32.0,2.0,17.0,15.0,,83.0,78.0,6.0,2.0,2.0,,,,,6.0,,,,20.0,,,,,,,,,,,,,
92372,Ryo Miyaichi,Forward,Wigan,111,Japan,2012-13,0.0,0.0,0.0,9.0,,,,,,6.0,4.0,,7.0,32.0,,,2.0,,,48.0,2.0,,,2.0,25.0,,5.0,,,,,,,,7.0,5.0,,,0.0,11.0,,8.0,2.0,4.0,,,23.0,,9.0,,,32.0,19.0,2.0,,,9.0,1.0,1.0,,53.0,,6.0,,1.0,1.0,4.0,,1.0,4.0,1.0,4.0,4.0,2.0,,,,4.0,6.0,,3.0,,,10.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,
9110,Shaun Maloney,Midfielder,Wigan,111,Scotland,2012-13,0.0,0.0,6.0,195.0,,,27.0,,45.0,151.0,36.0,34.0,161.0,1593.0,,,47.0,4.0,,2945.0,160.0,8.0,,154.0,1385.0,,120.0,,5.0,,58.0,,18.0,60.0,154.0,471.0,,89.0,0.0,355.0,,361.0,125.0,36.0,,,1062.0,52.0,308.0,6.0,,1560.0,405.0,23.0,,,345.0,34.0,40.0,47.0,2196.0,5.0,400.0,,10.0,27.0,10.0,42.0,91.0,37.0,9.0,2.0,30.0,41.0,,7.0,,85.0,101.0,18.0,30.0,35.0,3.0,416.0,26.0,9.0,11.0,8.0,12.0,8.0,6.0,4.0,65.0,6.0,2.0,6.0,38.0,,,4.0,,15.0,,15.0,34.0,2.0,,2.0,1.0,1.0
125510,Ángelo Henríquez,Forward,Wigan,111,Chile,2012-13,0.0,0.0,1.0,4.0,,,1.0,,2.0,4.0,4.0,,4.0,12.0,,,,,,45.0,1.0,,,1.0,8.0,,4.0,,,,,,,,4.0,5.0,,1.0,0.0,5.0,,1.0,3.0,4.0,,,8.0,,5.0,,,12.0,9.0,,,,4.0,1.0,,,22.0,,,,,,,,1.0,,1.0,4.0,,,,,,,3.0,1.0,,,,2.0,1.0,,1.0,,,,1.0,0.0,,,1.0,,2.0,1.0,,,,,,,,,,,,
