playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,savesFromPenalty,punches,successfulLaunches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,aerialDuelsWon,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,lastPlayerTackle,headedGoals,blocks,goalAssists,unsuccessfulLayoffs,successfulCornersIntoBox,penaltiesTaken,rightFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltyGoals,secondGoalAssists,foulWonPenalty,ownGoalScored,clearancesOffTheLine,setPiecesGoals,redCards2ndYellow
37334,Hugo Rodallega,Forward,Wigan,111,Colombia,2011-12,74.0,1.0,0.0,20.0,17.0,,2.0,36.0,4.0,93.0,23.0,29.0,11.0,101.0,7.0,401.0,2.0,15.0,,12.0,2.0,44.0,2.0,1243.0,28.0,40.0,6.0,24.0,279.0,,1.0,,18.0,10.0,27.0,46.0,,16.0,,114.0,,,47.0,23.0,,,12.0,251.0,21.0,8.0,,70.0,0.0,,19.0,7.0,,2.0,6.0,,20.0,6.0,21.0,,571.0,4.0,2.0,1.0,3.0,51.0,4.0,1.0,8.0,9.0,,,,,,1.0,,,,1.0,,,,,16.0,,,,,,,,,4.0,6.0,1.0,,2.0,4.0,1.0,,,1.0,,,1.0,
50471,James McArthur,Midfielder,Wigan,111,Scotland,2011-12,101.0,1.0,0.0,6.0,6.0,1.0,60.0,10.0,4.0,161.0,31.0,27.0,18.0,191.0,6.0,1197.0,3.0,,2.0,13.0,,38.0,1.0,1745.0,15.0,109.0,5.0,86.0,921.0,14.0,1.0,3.0,15.0,31.0,23.0,86.0,317.0,15.0,2.0,210.0,1.0,335.0,90.0,31.0,15.0,1.0,7.0,541.0,18.0,6.0,29.0,172.0,0.0,1186.0,4.0,1.0,247.0,45.0,11.0,367.0,41.0,31.0,85.0,178.0,1457.0,8.0,5.0,,16.0,466.0,1.0,4.0,30.0,51.0,,,,,,5.0,,,,5.0,,,,,23.0,,,,,,,,4.0,1.0,2.0,,,2.0,,,,,,,,,
50472,James McCarthy,Midfielder,Wigan,111,Ireland,2011-12,118.0,1.0,0.0,8.0,5.0,4.0,79.0,13.0,4.0,160.0,33.0,65.0,33.0,196.0,6.0,1531.0,,1.0,,,,14.0,1.0,2900.0,10.0,125.0,11.0,121.0,1192.0,15.0,,4.0,32.0,57.0,52.0,108.0,438.0,32.0,0.0,243.0,,327.0,153.0,33.0,20.0,,14.0,655.0,41.0,6.0,35.0,229.0,0.0,1515.0,8.0,5.0,268.0,59.0,10.0,507.0,42.0,57.0,143.0,259.0,1923.0,7.0,6.0,1.0,17.0,681.0,1.0,7.0,36.0,56.0,,,,,,5.0,,,,3.0,,,,,4.0,,,,,1.0,,,21.0,1.0,1.0,,,,,,,,,,2.0,,
33298,Jean Beausejour,Midfielder,Wigan,111,Chile,2011-12,58.0,20.0,0.0,1.0,3.0,3.0,15.0,5.0,3.0,114.0,16.0,17.0,16.0,131.0,74.0,599.0,,5.0,,,46.0,19.0,40.0,1391.0,9.0,56.0,5.0,46.0,455.0,24.0,5.0,,33.0,20.0,16.0,49.0,248.0,24.0,0.0,114.0,,170.0,66.0,16.0,3.0,,14.0,353.0,11.0,101.0,34.0,95.0,0.0,576.0,2.0,19.0,304.0,12.0,7.0,24.0,14.0,26.0,13.0,157.0,996.0,65.0,3.0,,11.0,155.0,1.0,1.0,17.0,46.0,,,,,,4.0,,,,4.0,,,,,10.0,,,,,,,,3.0,5.0,,18.0,,,,23.0,,,,,,,
50023,Jordi Gómez,Midfielder,Wigan,111,Spain,2011-12,109.0,3.0,0.0,10.0,19.0,2.0,31.0,42.0,5.0,119.0,28.0,77.0,24.0,153.0,19.0,887.0,5.0,2.0,3.0,4.0,31.0,18.0,8.0,1804.0,12.0,89.0,9.0,83.0,692.0,28.0,,2.0,29.0,21.0,31.0,97.0,169.0,43.0,4.0,198.0,2.0,251.0,70.0,28.0,11.0,5.0,10.0,517.0,22.0,41.0,60.0,180.0,0.0,863.0,23.0,15.0,287.0,20.0,9.0,270.0,23.0,32.0,42.0,197.0,1241.0,2.0,18.0,1.0,13.0,225.0,,4.0,34.0,37.0,,,,,,1.0,,,,1.0,,,,,6.0,,,,,,,,3.0,,5.0,4.0,2.0,,6.0,15.0,2.0,,1.0,,,,
34285,Maynor Figueroa,Defender,Wigan,111,Honduras,2011-12,110.0,13.0,0.0,1.0,6.0,2.0,107.0,24.0,4.0,277.0,38.0,7.0,37.0,456.0,19.0,1858.0,,,,1.0,,74.0,13.0,3352.0,28.0,209.0,13.0,163.0,1227.0,7.0,56.0,4.0,24.0,167.0,60.0,82.0,678.0,38.0,0.0,319.0,,903.0,175.0,38.0,34.0,,11.0,726.0,47.0,19.0,20.0,245.0,0.0,1817.0,18.0,12.0,590.0,73.0,18.0,155.0,38.0,93.0,175.0,122.0,2709.0,183.0,2.0,1.0,75.0,689.0,2.0,6.0,179.0,108.0,,,,1.0,,8.0,,,,12.0,,,,,46.0,,1.0,,,,1.0,,18.0,,,,,,2.0,,,,,,,,
2521,Mike Pollitt,Goalkeeper,Wigan,111,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28147,Mohamed Diamé,Midfielder,Wigan,111,Senegal,2011-12,142.0,3.0,0.0,9.0,10.0,7.0,84.0,28.0,4.0,95.0,26.0,38.0,18.0,118.0,15.0,733.0,3.0,,1.0,8.0,2.0,23.0,3.0,1594.0,12.0,147.0,4.0,136.0,532.0,31.0,,2.0,18.0,18.0,31.0,130.0,191.0,17.0,0.0,289.0,2.0,206.0,86.0,26.0,23.0,1.0,48.0,382.0,27.0,15.0,75.0,266.0,0.0,723.0,18.0,12.0,247.0,61.0,35.0,222.0,34.0,26.0,83.0,114.0,1114.0,5.0,4.0,,3.0,236.0,,4.0,23.0,22.0,,,,,,3.0,,,,1.0,,,,,11.0,,,,,,,,3.0,,1.0,,,2.0,1.0,,,,,,,,
48730,Piscu,Defender,Wigan,111,Spain,2011-12,13.0,,0.0,,,,14.0,,,17.0,5.0,,5.0,24.0,,149.0,,,,,,6.0,,442.0,3.0,20.0,,17.0,108.0,1.0,1.0,,,25.0,9.0,10.0,37.0,3.0,0.0,33.0,,60.0,10.0,5.0,5.0,,,35.0,9.0,,2.0,27.0,0.0,149.0,,,28.0,9.0,,42.0,5.0,10.0,17.0,10.0,220.0,8.0,1.0,,2.0,90.0,,2.0,7.0,7.0,,,,,,1.0,,,,1.0,,,,,3.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,
16234,Ronnie Stam,Defender,Wigan,111,Netherlands,2011-12,68.0,14.0,0.0,,1.0,3.0,44.0,3.0,1.0,54.0,20.0,6.0,13.0,64.0,70.0,444.0,,,,7.0,,6.0,14.0,1222.0,6.0,62.0,6.0,62.0,354.0,7.0,6.0,2.0,8.0,17.0,27.0,62.0,14.0,5.0,0.0,130.0,,112.0,53.0,20.0,9.0,,20.0,198.0,21.0,70.0,36.0,124.0,0.0,438.0,2.0,9.0,190.0,35.0,13.0,226.0,14.0,21.0,26.0,92.0,772.0,75.0,6.0,,6.0,196.0,,3.0,10.0,24.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,1.0,,,,,
9110,Shaun Maloney,Midfielder,Wigan,111,Scotland,2011-12,36.0,3.0,0.0,4.0,9.0,1.0,14.0,14.0,7.0,48.0,13.0,32.0,8.0,52.0,16.0,367.0,3.0,,1.0,5.0,22.0,4.0,7.0,772.0,3.0,41.0,1.0,40.0,303.0,27.0,,,12.0,4.0,9.0,33.0,100.0,18.0,2.0,77.0,2.0,84.0,27.0,13.0,5.0,,4.0,212.0,8.0,30.0,18.0,73.0,0.0,354.0,5.0,11.0,118.0,9.0,8.0,75.0,9.0,7.0,12.0,108.0,525.0,4.0,4.0,,2.0,110.0,1.0,1.0,4.0,4.0,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,1.0,2.0,2.0,3.0,1.0,3.0,2.0,11.0,1.0,1.0,,,,,
15498,Steve Gohouri,Defender,Wigan,111,Cote d’Ivoire,2011-12,15.0,,1.0,,2.0,,17.0,4.0,,36.0,10.0,2.0,8.0,64.0,,305.0,,1.0,,2.0,,14.0,,682.0,1.0,44.0,5.0,31.0,219.0,5.0,3.0,2.0,,29.0,23.0,14.0,66.0,9.0,0.0,59.0,,131.0,21.0,10.0,8.0,,1.0,79.0,18.0,,6.0,45.0,0.0,299.0,2.0,1.0,82.0,9.0,5.0,87.0,5.0,9.0,22.0,21.0,415.0,13.0,1.0,,14.0,162.0,,2.0,28.0,23.0,,,,,,,,,,3.0,,,,,13.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0
49013,Victor Moses,Midfielder,Wigan,111,Nigeria,2011-12,272.0,20.0,0.0,34.0,30.0,,38.0,69.0,2.0,151.0,38.0,67.0,36.0,172.0,63.0,913.0,6.0,19.0,,2.0,16.0,38.0,23.0,3217.0,29.0,221.0,12.0,212.0,702.0,,1.0,,40.0,6.0,59.0,243.0,,79.0,,493.0,,,155.0,38.0,9.0,2.0,115.0,606.0,47.0,69.0,,455.0,0.0,,39.0,47.0,,29.0,95.0,,40.0,28.0,39.0,,1671.0,17.0,6.0,2.0,13.0,158.0,5.0,4.0,21.0,36.0,,,,,,5.0,,,,,,,,,9.0,,,,,,,1.0,,1.0,5.0,3.0,,3.0,,6.0,,,3.0,,,,
