playerId,playerName,position,team_name,team_id,nationality,season,punches,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,crossesNotClaimed,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,unsuccessfulShortPasses,aerialDuels,penaltiesFaced,keyPassesAttemptAssists,groundDuelsLost,drops,aerialDuelsWon,successfulDribbles,interceptions,blockedShots,totalTackles,unsuccessfulCrossesOpenPlay,aerialDuelsLost,putthroughBlockedDistribution,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,unsuccessfulCrossesAndCorners,iboxBlocked,tacklesWon,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,goals,offsides,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,tacklesLost,leftFootGoals,unsuccessfulDribbles,shotsOffTargetIncWoodwork,cornersWon,iboxTarget,shotsOnTargetInBox,blocks,headedGoals,hitWoodwork,shotsOnTargetOutsideBox,oboxTarget,rightFootGoals,handballsConceded,goalAssists,unsuccessfulLayoffs,penaltiesConceded,clearancesOffTheLine,ownGoalScored,oboxBlocked,shotsBlockedOutsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,redCards2ndYellow,setPiecesGoals,foulWonPenalty,penaltyGoals,goalKicks,penaltyGoalsConceded,winningGoal,lastPlayerTackle,penaltiesSaved,savesFromPenalty,overruns,awayGoals,totalTouchesInOppositionBox,homeGoals,timesTackled,secondGoalAssists,otherGoals
10318,Maarten Stekelenburg,Goalkeeper,Ajax,215,Netherlands,2015-16,6.0,16.6966,53.0,0.0322,10.0,19.0,0.0,14.0,39.0,31.0,3.0,8.0,3.0,322.0,121.0,17.0,13.0,,17.0,100.0,17.0,16.0,171.0,407.0,5.0,0.0,135.0,220.0,2.0,176.0,48.0,6.0,3.0,46.0,113.0,1530.0,531.0,8.0,3.0,5.0,103.0,136.0,123.0,17.0,0.0,171.0,17.0,,,3.0,1.0,1.0,,2.0,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102884,Paulo Gazzaniga,Goalkeeper,Girona,2893,Argentina,2015-16,,3.3442,8.0,0.0052,2.0,3.0,0.0,1.0,4.0,7.0,,,,45.0,20.0,2.0,2.0,,2.0,18.0,2.0,3.0,23.0,54.0,,0.0,20.0,27.0,,24.0,7.0,,1.0,5.0,20.0,180.0,73.0,,,,14.0,13.0,11.0,5.0,0.0,23.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105666,Jack Butland,Goalkeeper,Rangers,67,England,2015-16,12.0,38.6707,109.0,0.0852,20.0,37.0,0.0,43.0,66.0,103.0,1.0,12.0,8.0,746.0,323.0,31.0,35.0,1.0,31.0,207.0,31.0,30.0,444.0,883.0,7.0,0.0,262.0,384.0,11.0,459.0,145.0,10.0,44.0,71.0,258.0,2790.0,1197.0,7.0,7.0,4.0,220.0,232.0,181.0,68.0,0.0,444.0,54.0,5.0,,5.0,3.0,1.0,3.0,5.0,3.0,2.0,,,1.0,,2.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
1822,Shay Given,Goalkeeper,Stoke City,110,Ireland,2015-16,,6.5763,13.0,0.0019,3.0,7.0,0.0,1.0,4.0,7.0,1.0,3.0,,53.0,16.0,3.0,,,3.0,22.0,3.0,7.0,21.0,58.0,2.0,0.0,25.0,20.0,1.0,24.0,6.0,,4.0,1.0,31.0,225.0,78.0,2.0,,1.0,11.0,15.0,6.0,7.0,1.0,20.0,5.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
112316,Jakob Haugaard,Goalkeeper,Stoke City U23,6927,Denmark,2015-16,3.0,6.9647,24.0,0.0172,3.0,11.0,0.0,10.0,6.0,11.0,,1.0,,115.0,49.0,5.0,7.0,,5.0,43.0,4.0,6.0,58.0,128.0,1.0,0.0,37.0,53.0,2.0,61.0,17.0,,2.0,7.0,55.0,405.0,171.0,,5.0,,30.0,27.0,15.0,4.0,0.0,58.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
154506,Daniel Bachmann,Goalkeeper,Leyton Orient,85,Austria,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20487,Vito Mannone,Goalkeeper,Lille,429,Italy,2015-16,12.0,28.4812,74.0,0.0384,23.0,23.0,0.0,31.0,21.0,74.0,4.0,13.0,2.0,514.0,202.0,19.0,31.0,2.0,19.0,134.0,19.0,22.0,336.0,559.0,4.0,0.0,114.0,209.0,9.0,350.0,116.0,4.0,22.0,24.0,148.0,1710.0,769.0,10.0,1.0,3.0,149.0,89.0,75.0,42.0,2.0,336.0,24.0,3.0,,9.0,,,1.0,1.0,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111234,Jordan Pickford,Goalkeeper,Everton,11,England,2015-16,1.0,4.1759,11.0,0.0079,1.0,6.0,0.0,8.0,1.0,11.0,1.0,1.0,,68.0,23.0,2.0,8.0,,2.0,20.0,2.0,5.0,48.0,70.0,,0.0,14.0,29.0,1.0,48.0,15.0,,4.0,1.0,21.0,180.0,99.0,1.0,1.0,,24.0,2.0,1.0,3.0,0.0,48.0,5.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,West Ham United U21,12944,Poland,2015-16,34.0,48.3149,112.0,0.0637,40.0,51.0,0.0,81.0,137.0,115.0,9.0,23.0,8.0,729.0,377.0,37.0,54.0,2.0,37.0,161.0,37.0,47.0,420.0,1000.0,7.0,0.0,352.0,507.0,15.0,438.0,152.0,9.0,23.0,134.0,271.0,3330.0,1475.0,21.0,4.0,5.0,208.0,419.0,309.0,61.0,1.0,418.0,89.0,2.0,2.0,16.0,2.0,1.0,2.0,4.0,16.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,1.0,0.0469,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61760,Kristoffer Nordfeldt,Goalkeeper,Swansea City,80,Sweden,2015-16,,2.379,3.0,0.0004,1.0,1.0,0.0,,5.0,4.0,,,,15.0,4.0,1.0,,,1.0,6.0,1.0,1.0,7.0,25.0,,0.0,12.0,11.0,,7.0,4.0,,,5.0,12.0,90.0,34.0,,,,3.0,12.0,6.0,4.0,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,Gerhard Tremmel,Goalkeeper,Swansea City,80,Germany,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198508,Josh Vickers,Goalkeeper,Derby County,24,England,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Los Angeles Football Club,11690,France,2015-16,27.0,36.0195,90.0,0.0558,45.0,34.0,0.0,35.0,196.0,88.0,5.0,10.0,4.0,669.0,321.0,37.0,39.0,2.0,37.0,121.0,37.0,32.0,379.0,1047.0,6.0,0.0,299.0,614.0,16.0,388.0,110.0,13.0,22.0,182.0,253.0,3241.0,1403.0,10.0,2.0,6.0,198.0,547.0,415.0,48.0,0.0,369.0,91.0,,10.0,4.0,2.0,1.0,,2.0,4.0,,1.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,2.0,0.0,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Tottenham Hotspur,6,Netherlands,2015-16,,0.1654,1.0,0.0001,,1.0,0.0,1.0,17.0,1.0,,,,12.0,8.0,1.0,,,1.0,,1.0,1.0,3.0,45.0,,0.0,11.0,37.0,,3.0,,,,16.0,8.0,90.0,51.0,,,,3.0,42.0,34.0,1.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,,,,,,,,,,
18656,Heurelho Gomes,Goalkeeper,Watford,57,Brazil,2015-16,66.0,50.3229,140.0,0.1233,76.0,49.0,0.0,62.0,37.0,121.0,6.0,27.0,17.0,872.0,359.0,38.0,52.0,3.0,38.0,291.0,38.0,43.0,513.0,957.0,10.0,0.0,322.0,296.0,18.0,545.0,234.0,11.0,40.0,48.0,345.0,3397.0,1436.0,24.0,6.0,7.0,234.0,153.0,99.0,67.0,4.0,511.0,54.0,3.0,2.0,17.0,8.0,,3.0,3.0,17.0,,2.0,,2.0,,,3.0,,,1.0,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,4.0,,,3.0,3.0,,,,,,,
26719,Rene Gilmartin,Goalkeeper,Bristol City,113,Ireland,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56827,Costel Pantilimon,Goalkeeper,Nottingham Forest,17,Romania,2015-16,6.0,36.5277,64.0,0.0335,11.0,33.0,0.0,23.0,18.0,71.0,2.0,9.0,4.0,443.0,161.0,17.0,39.0,1.0,17.0,118.0,17.0,32.0,272.0,497.0,5.0,0.0,138.0,222.0,7.0,278.0,74.0,3.0,21.0,36.0,148.0,1530.0,676.0,6.0,1.0,2.0,152.0,107.0,77.0,32.0,3.0,270.0,41.0,3.0,2.0,4.0,,1.0,3.0,1.0,4.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57187,Giedrius Arlauskis,Goalkeeper,CFR Cluj,2628,Lithuania,2015-16,,0.3885,2.0,0.0011,1.0,1.0,0.0,,,,,,,5.0,5.0,1.0,,,1.0,2.0,,,3.0,5.0,,0.0,1.0,4.0,,4.0,,,,,2.0,23.0,9.0,,1.0,,2.0,,,,0.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,Wrexham,109,England,2015-16,2.0,15.0459,61.0,0.0289,6.0,17.0,0.0,21.0,4.0,44.0,,4.0,1.0,354.0,131.0,15.0,18.0,1.0,15.0,120.0,15.0,14.0,214.0,369.0,2.0,0.0,100.0,140.0,12.0,218.0,81.0,4.0,11.0,11.0,131.0,1350.0,490.0,3.0,3.0,1.0,113.0,35.0,24.0,25.0,1.0,214.0,15.0,1.0,,2.0,1.0,,1.0,2.0,2.0,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12086,Boaz Myhill,Goalkeeper,West Bromwich Albion U23,7595,Wales,2015-16,12.0,28.1006,118.0,0.0757,19.0,31.0,0.0,30.0,12.0,65.0,4.0,8.0,2.0,578.0,210.0,23.0,36.0,2.0,23.0,186.0,23.0,25.0,350.0,604.0,3.0,0.0,132.0,236.0,11.0,352.0,131.0,7.0,16.0,14.0,205.0,2070.0,791.0,7.0,6.0,2.0,174.0,68.0,49.0,29.0,2.0,350.0,32.0,1.0,,5.0,5.0,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
39725,Anders Lindegaard,Goalkeeper,Burnley,90,Denmark,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112520,Alex Palmer,Goalkeeper,Ipswich Town,40,England,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,Darren Randolph,Goalkeeper,Bournemouth,91,Ireland,2015-16,,9.9753,36.0,0.0363,2.0,12.0,0.0,7.0,7.0,12.0,,2.0,6.0,148.0,53.0,6.0,5.0,,6.0,50.0,6.0,11.0,88.0,164.0,1.0,0.0,41.0,73.0,1.0,90.0,30.0,2.0,3.0,9.0,55.0,540.0,222.0,2.0,1.0,1.0,45.0,26.0,21.0,7.0,0.0,87.0,8.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,0.1031,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706,Adrián,Goalkeeper,Real Betis,185,Spain,2015-16,19.0,41.7765,116.0,0.0803,34.0,39.0,1.0,40.0,62.0,99.0,2.0,10.0,8.0,738.0,286.0,32.0,35.0,2.0,32.0,211.0,32.0,32.0,422.0,853.0,4.0,1.0,313.0,369.0,11.0,437.0,130.0,9.0,24.0,53.0,275.0,2879.0,1209.0,7.0,7.0,1.0,244.0,220.0,156.0,63.0,1.0,422.0,58.0,3.0,,6.0,7.0,,3.0,3.0,6.0,,1.0,,,,,3.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
82257,Raphael Spiegel,Goalkeeper,West Ham United,21,Switzerland,2015-16,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
