playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,aerialDuelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,goalAssists,substituteOn,shotsBlockedInBox,iboxBlocked,goals,awayGoals,unsuccessfulLayoffs,homeGoals,headedGoals,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,rightFootGoals,cornersTakenInclShortCorners,leftFootGoals,redCards2ndYellow,unsuccessfulCornersIntoBox,hitWoodwork,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,secondGoalAssists,foulWonPenalty,setPiecesGoals,ownGoalScored,otherGoals
151489,Jonathan Henly,Goalkeeper,Tonbridge Angels,3092,Scotland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102884,Paulo Gazzaniga,Goalkeeper,Girona,2893,Argentina,2012-13,,,0.0339,0.0,9.0,8.0,3.0,9.0,9.0,113.0,242.0,91.0,7.0,3.0,1.0,,810.0,4.0,2.0,,1.0,43.0,,2.0,,9.4474,26.0,6.0,12.0,,7.0,29.0,,0.0,4.0,,214.0,81.0,9.0,2.0,2.0,77.0,10.0,1.0,3.0,0.0,77.0,93.0,115.0,39.0,5.0,21.0,,,86.0,316.0,51.0,52.0,21.0,,0.0,110.0,7.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3673,Kelvin Davis,Goalkeeper,Southampton U23,1189,England,2012-13,1.0,2.0,0.0577,0.0,11.0,10.0,6.0,10.0,9.0,109.0,289.0,86.0,5.0,1.0,1.0,2.0,855.0,,2.0,,,87.0,2.0,6.0,,13.9025,42.0,12.0,20.0,,15.0,27.0,,0.0,1.0,,232.0,90.0,10.0,2.0,1.0,65.0,18.0,,,0.0,101.0,177.0,111.0,27.0,6.0,42.0,,,93.0,384.0,70.0,115.0,17.0,,0.0,103.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,Artur Boruc,Goalkeeper,Legia Warsaw,263,Poland,2012-13,1.0,1.0,0.0738,0.0,26.0,12.0,7.0,20.0,20.0,240.0,538.0,129.0,10.0,2.0,5.0,3.0,1755.0,10.0,4.0,,8.0,151.0,1.0,8.0,2.0,25.1413,79.0,13.0,28.0,1.0,63.0,44.0,5.0,0.0,11.0,5.0,405.0,189.0,20.0,6.0,1.0,109.0,24.0,9.0,2.0,0.0,163.0,345.0,246.0,73.0,11.0,70.0,,3.0,147.0,752.0,148.0,189.0,29.0,,1.0,233.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Everton,11,Bosnia & Herzegovina,2012-13,2.0,,,0.0,86.0,47.0,9.0,38.0,38.0,490.0,1099.0,396.0,26.0,9.0,12.0,6.0,3420.0,15.0,6.0,,6.0,78.0,,6.0,6.0,,234.0,29.0,45.0,2.0,22.0,110.0,5.0,0.0,17.0,2.0,1049.0,409.0,38.0,5.0,,514.0,39.0,8.0,9.0,0.0,337.0,405.0,502.0,164.0,35.0,28.0,,,531.0,1455.0,219.0,95.0,63.0,,3.0,481.0,30.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Thomas Sørensen,Goalkeeper,Stoke City,110,Denmark,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20531,Keiren Westwood,Goalkeeper,Crewe Alexandra,51,Ireland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66797,Simon Mignolet,Goalkeeper,Club Brugge,413,Belgium,2012-13,6.0,,0.1757,0.0,47.0,56.0,26.0,38.0,38.0,637.0,1102.0,356.0,18.0,8.0,11.0,4.0,3420.0,17.0,7.0,,11.0,80.0,,39.0,4.0,65.7008,154.0,49.0,54.0,4.0,37.0,149.0,8.0,0.0,23.0,4.0,1039.0,383.0,38.0,5.0,3.0,353.0,47.0,15.0,6.0,0.0,236.0,446.0,648.0,202.0,49.0,26.0,1.0,,385.0,1465.0,294.0,112.0,93.0,,1.0,611.0,52.0,2.0,,,,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Tottenham Hotspur,6,Netherlands,2012-13,2.0,1.0,0.0305,0.0,33.0,31.0,17.0,26.0,26.0,301.0,748.0,201.0,11.0,8.0,7.0,5.0,2312.0,16.0,4.0,,8.0,270.0,1.0,12.0,4.0,37.9099,76.0,18.0,38.0,2.0,88.0,91.0,6.0,0.0,18.0,8.0,558.0,256.0,26.0,,6.0,96.0,34.0,10.0,8.0,0.0,227.0,452.0,305.0,108.0,13.0,102.0,,,177.0,1042.0,149.0,351.0,60.0,,1.0,284.0,65.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60084,David Cornell,Goalkeeper,Preston North End,107,Wales,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,Gerhard Tremmel,Goalkeeper,Swansea City,80,Germany,2012-13,,,0.0123,0.0,17.0,24.0,3.0,14.0,12.0,158.0,327.0,123.0,9.0,7.0,3.0,,1108.0,7.0,1.0,,,75.0,,13.0,,15.0509,28.0,15.0,13.0,,23.0,55.0,,0.0,7.0,1.0,272.0,119.0,14.0,1.0,,60.0,12.0,,7.0,0.0,116.0,150.0,158.0,63.0,11.0,32.0,,,94.0,474.0,67.0,109.0,31.0,,0.0,155.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Los Angeles Football Club,11690,France,2012-13,,,,0.0,34.0,19.0,16.0,27.0,27.0,326.0,656.0,194.0,16.0,9.0,9.0,2.0,2430.0,15.0,1.0,,6.0,175.0,,26.0,2.0,,73.0,46.0,29.0,,85.0,51.0,3.0,0.0,15.0,12.0,508.0,280.0,27.0,3.0,1.0,98.0,28.0,6.0,9.0,0.0,268.0,376.0,337.0,105.0,10.0,63.0,,3.0,155.0,997.0,178.0,232.0,32.0,,0.0,310.0,40.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Brad Friedel,Goalkeeper,Tottenham Hotspur,6,United States,2012-13,,,,0.0,7.0,8.0,4.0,11.0,11.0,157.0,323.0,102.0,1.0,,,1.0,990.0,,1.0,,,90.0,,4.0,1.0,,32.0,7.0,17.0,,15.0,26.0,,0.0,,3.0,261.0,105.0,11.0,,,55.0,16.0,,,0.0,98.0,185.0,161.0,60.0,6.0,47.0,,,76.0,426.0,80.0,111.0,18.0,,0.0,153.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107084,Jordan Archer,Goalkeeper,Portsmouth,47,Scotland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,Wrexham,109,England,2012-13,1.0,1.0,0.1327,0.0,62.0,39.0,12.0,30.0,30.0,428.0,800.0,281.0,18.0,6.0,7.0,4.0,2700.0,7.0,10.0,,2.0,108.0,1.0,10.0,3.0,43.3821,137.0,20.0,46.0,,36.0,105.0,2.0,0.0,8.0,2.0,728.0,268.0,30.0,6.0,2.0,224.0,36.0,2.0,5.0,0.0,249.0,386.0,445.0,175.0,27.0,34.0,,,264.0,1152.0,222.0,148.0,66.0,,0.0,416.0,28.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12086,Boaz Myhill,Goalkeeper,West Bromwich Albion U23,7595,Wales,2012-13,,,0.025,0.0,8.0,13.0,5.0,8.0,8.0,100.0,206.0,96.0,2.0,1.0,1.0,2.0,720.0,1.0,1.0,,,28.0,,5.0,2.0,9.9768,32.0,9.0,11.0,,9.0,27.0,,0.0,1.0,1.0,186.0,64.0,8.0,1.0,,68.0,10.0,,1.0,0.0,84.0,73.0,102.0,46.0,7.0,11.0,,,78.0,288.0,41.0,38.0,14.0,,0.0,95.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38219,Luke Daniels,Goalkeeper,Barrow,573,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Jussi Jääskeläinen,Goalkeeper,Wigan Athletic,111,Finland,2012-13,1.0,,0.349,0.0,33.0,70.0,10.0,38.0,38.0,496.0,1039.0,384.0,25.0,1.0,11.0,2.0,3420.0,4.0,14.0,,3.0,83.0,,6.0,2.0,56.8129,217.0,20.0,53.0,1.0,16.0,166.0,3.0,0.0,5.0,3.0,989.0,327.0,38.0,3.0,3.0,421.0,39.0,4.0,1.0,0.0,307.0,439.0,502.0,178.0,40.0,34.0,,,460.0,1371.0,236.0,122.0,94.0,,2.0,486.0,30.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42525,Stephen Henderson,Goalkeeper,Charlton Athletic,33,Ireland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82257,Raphael Spiegel,Goalkeeper,West Ham United,21,Switzerland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78315,Joel Robles,Goalkeeper,Leeds United,2,Spain,2012-13,,,,0.0,10.0,8.0,4.0,9.0,9.0,103.0,233.0,81.0,3.0,3.0,1.0,,810.0,5.0,3.0,,2.0,62.0,,7.0,,,20.0,12.0,16.0,,26.0,22.0,,0.0,5.0,4.0,176.0,67.0,9.0,1.0,1.0,40.0,13.0,2.0,3.0,0.0,75.0,107.0,106.0,36.0,4.0,31.0,1.0,,68.0,318.0,44.0,91.0,14.0,,0.0,99.0,18.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,Mike Pollitt,Goalkeeper,Wigan Athletic,111,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28491,Ali Al Habsi,Goalkeeper,West Bromwich Albion U23,7595,Oman,2012-13,1.0,1.0,,0.0,29.0,42.0,11.0,29.0,29.0,233.0,666.0,286.0,18.0,4.0,4.0,7.0,2610.0,8.0,8.0,1.0,4.0,209.0,1.0,21.0,6.0,,79.0,35.0,57.0,1.0,76.0,85.0,2.0,0.0,9.0,4.0,501.0,183.0,29.0,1.0,4.0,98.0,49.0,5.0,4.0,0.0,303.0,303.0,244.0,101.0,19.0,89.0,1.0,1.0,224.0,957.0,103.0,335.0,43.0,,0.0,222.0,72.0,,,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
