season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352250,1,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,16.0,5.0,21.0,2.0,,5.0,,,,2.0,,,,5.0,3.0,,,0.271239,0.0819,0.1903,1.0,,,,,,,2.0,,90.0,1.0,,,,,,,,13.0,,7.1,,,1.0,,2.0,2.0,,,,23.0,7.0,28.0,2,1.0,44.0,3.0,1.0,1.0,
2023-24,11352250,1,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,3.0,,,11.0,7.0,15.0,5.0,5.0,7.0,1.0,,3.0,,,,2.0,11.0,11.0,,,0.345185,0.2214,0.5125,2.0,,1.0,,,,,3.0,,90.0,1.0,,,,,,,,15.0,,8.0,,,2.0,,6.0,5.0,,1.0,,19.0,8.0,22.0,6,2.0,47.0,2.0,,4.0,2.0
2023-24,11352250,1,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,5.0,11.0,16.0,,6.0,3.0,,1.0,,1.0,,,,2.0,12.0,,,0.00769045,0.3734,0.0,1.0,1.0,,,,,,1.0,,90.0,,,,,,,,,11.0,,7.4,,,2.0,7.0,,,,1.0,,10.0,16.0,26.0,2,5.0,45.0,,1.0,,5.0
2023-24,11352250,1,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,3.0,16.0,8.0,24.0,2.0,,3.0,,,,3.0,,,2.0,8.0,5.0,,,0.0867096,0.0901,0.0,,,,,,,,1.0,,86.0,,,,,,,,,13.0,,7.0,,,2.0,,2.0,2.0,,3.0,,22.0,9.0,29.0,2,4.0,47.0,3.0,,1.0,3.0
2023-24,11352250,1,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,13.0,17.0,30.0,,2.0,14.0,,,,,,,1.0,6.0,13.0,,,0.211985,0.1799,0.0,4.0,,,,,1.0,,2.0,,89.0,1.0,,,,,,,,14.0,,8.0,,,2.0,1.0,2.0,,,6.0,,21.0,18.0,39.0,3,8.0,63.0,2.0,3.0,,7.0
2023-24,11352250,1,21,West_Ham_United,Away,877102,210494,Nayef Aguerd,nayef-aguerd,D,False,,,3.0,7.0,15.0,22.0,2.0,5.0,5.0,,,,,,,,3.0,8.0,,1.0,0.00260303,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,,8.0,,6.9,,,,5.0,,,,6.0,,12.0,17.0,29.0,0,2.0,42.0,1.0,1.0,,
2023-24,11352250,1,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352250,1,21,West_Ham_United,Away,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352250,1,21,West_Ham_United,Away,970370,447879,Joseph Anang,joseph-anang,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352250,1,21,West_Ham_United,Away,1167025,487837,Divin Mubama,mubama-divin,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,21.0,,,,,,,,,,,6.5,,,,2.0,,,,,,,,,0,,2.0,,,,
2023-24,11352418,2,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,2.0,3.0,5.0,3.0,1.0,3.0,,,1.0,,,,1.0,5.0,3.0,,,0.0004289,0.2184,0.3921,1.0,,1.0,,,,,,,76.0,1.0,,,,,,,,9.0,,7.1,,,,,,,,1.0,,7.0,4.0,11.0,2,,19.0,2.0,2.0,,
2023-24,11352418,2,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,1.0,7.0,6.0,5.0,11.0,,1.0,12.0,,,,,,,,,1.0,,,0.00081641,0.0,0.0,,,,0.5373,3.0,,,,,90.0,,,,,1.0,,1.0,,15.0,2.0,7.9,1.0,3.0,,2.0,,,1.0,19.0,,16.0,8.0,24.0,0,,41.0,,,,
2023-24,11352418,2,21,West_Ham_United,Home,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,,3.0,6.0,8.0,2.0,1.0,3.0,,,,1.0,,,1.0,5.0,3.0,,,0.0362064,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,11.0,,6.5,,,,4.0,,2.0,,4.0,,10.0,6.0,14.0,0,1.0,37.0,,1.0,,
2023-24,11352418,2,21,West_Ham_United,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,,,12.0,12.0,2.0,1.0,3.0,,,,,,,,2.0,2.0,,,3.332e-05,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,,5.0,,6.5,,,,3.0,,,,2.0,,3.0,14.0,17.0,0,1.0,26.0,,,,
2023-24,11352418,2,21,West_Ham_United,Home,155997,109533,Emerson,emerson,D,False,,,,5.0,10.0,15.0,1.0,,6.0,,,,,,,,3.0,7.0,,,0.00858547,0.0,0.0,2.0,,,,,,3.0,1.0,,90.0,,1.0,,,,,,1.0,6.0,,7.7,,,,4.0,1.0,,,,,6.0,13.0,19.0,0,4.0,50.0,,2.0,1.0,2.0
2023-24,11352418,2,21,West_Ham_United,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,1.0,,,7.0,15.0,21.0,2.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,5.0,4.0,,,0.112464,0.0378,0.0,,2.0,,,,,1.0,2.0,,81.0,,1.0,,,,,,,5.0,,7.6,,,,3.0,,3.0,,1.0,,11.0,15.0,23.0,1,2.0,37.0,,1.0,,
2023-24,11352418,2,21,West_Ham_United,Home,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,7.0,5.0,11.0,,,2.0,,,1.0,3.0,,,1.0,7.0,3.0,,,0.0311454,0.0656,0.0,1.0,,,,,,,,,69.0,,,,,,,,,9.0,,6.2,,,2.0,,4.0,2.0,,,1.0,9.0,7.0,14.0,3,1.0,27.0,2.0,,2.0,
2023-24,11352418,2,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,4.0,5.0,9.0,2.0,1.0,3.0,,,,,,,2.0,5.0,3.0,,,0.0228637,0.3821,0.7787,1.0,,,,,,,,,90.0,2.0,,,,,,,,13.0,,6.8,,,,,,,,,2.0,6.0,6.0,12.0,2,1.0,28.0,8.0,1.0,,1.0
2023-24,11352418,2,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,4.0,11.0,15.0,3.0,2.0,6.0,,,,2.0,,,,7.0,4.0,,,0.0118648,0.0,0.0,2.0,,,,,,5.0,3.0,,90.0,,2.0,,1.0,,,,,9.0,,7.2,,,,4.0,,,,2.0,,7.0,16.0,23.0,0,1.0,40.0,1.0,1.0,,1.0
2023-24,11352418,2,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,True,,,1.0,4.0,2.0,6.0,1.0,,4.0,,,,1.0,,,,2.0,1.0,,,0.00228179,0.1134,0.102,1.0,,,,,,1.0,1.0,,14.0,1.0,,,,,,,,2.0,,7.0,,,,,1.0,,,1.0,,4.0,3.0,7.0,1,,11.0,1.0,,1.0,
2023-24,11352418,2,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,1.0,15.0,11.0,26.0,3.0,2.0,10.0,,,,6.0,,,6.0,17.0,6.0,,,0.0448458,0.8526,0.9925,1.0,,1.0,,,1.0,2.0,2.0,,90.0,1.0,,,,,,,,22.0,,6.7,,,1.0,1.0,2.0,2.0,,2.0,,22.0,15.0,35.0,2,2.0,60.0,3.0,1.0,1.0,2.0
2023-24,11352418,2,21,West_Ham_United,Home,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,0.00050505,0.0,0.0,,,,,,,1.0,,,9.0,,,,,,,,,2.0,,6.7,,,,1.0,,,,,,1.0,3.0,4.0,0,,9.0,,,,
2023-24,11352418,2,21,West_Ham_United,Home,877102,210494,Nayef Aguerd,nayef-aguerd,D,False,,,1.0,1.0,15.0,16.0,,,6.0,,,,,,,1.0,3.0,1.0,,,0.00027936,0.1268,0.4037,2.0,,1.0,,,,3.0,,,67.0,1.0,,,,,,,,10.0,,6.6,,,,3.0,,,,6.0,,8.0,16.0,24.0,1,1.0,37.0,1.0,,,
2023-24,11352418,2,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,1167025,487837,Divin Mubama,mubama-divin,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,2.0,4.0,10.0,14.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,,,0.00190061,0.0,0.0,,,,,,,1.0,,,90.0,,3.0,,,,,,,3.0,,7.2,,,,5.0,,,,4.0,,6.0,11.0,17.0,0,1.0,31.0,,1.0,,
2023-24,11352466,3,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,6.0,1.0,7.0,3.0,,3.0,,1.0,,,,,1.0,4.0,6.0,,,0.321333,0.6537,0.6433,,,1.0,,,,,1.0,,79.0,2.0,1.0,,,,,,,7.0,,7.6,,,1.0,,3.0,,,1.0,1.0,8.0,2.0,10.0,3,1.0,26.0,3.0,2.0,3.0,
2023-24,11352466,3,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,8.0,6.0,4.0,10.0,,,9.0,,,,,,,,,,,,0.0004387,0.0,0.0,,,,0.9497,,,,,,90.0,,,,,,,,,19.0,,8.7,5.0,9.0,,,,,,24.0,,22.0,4.0,26.0,0,,43.0,,,,
2023-24,11352466,3,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,0.00085143,0.0,0.0,,,,,,,,,,12.0,,1.0,,,,,,,1.0,,6.7,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2023-24,11352466,3,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,2.0,5.0,4.0,9.0,,2.0,4.0,,,,1.0,,,,1.0,4.0,,,0.0254521,0.0,0.0,,,,,,,,,,90.0,,,,,,,,,8.0,,6.8,,,,6.0,,1.0,,3.0,,9.0,6.0,14.0,0,2.0,30.0,2.0,,,2.0
2023-24,11352466,3,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,,1.0,4.0,5.0,1.0,4.0,3.0,,,,,,,,1.0,6.0,,,0.00033993,0.0,0.0,,,,,,,2.0,,,90.0,,1.0,,,,,,,7.0,,7.4,,,,12.0,,,,2.0,,6.0,5.0,11.0,0,2.0,31.0,1.0,,,2.0
2023-24,11352466,3,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,False,,,,4.0,5.0,9.0,,,2.0,1.0,,,,,,,1.0,7.0,,,0.145772,0.032,0.0,1.0,,,,,1.0,2.0,1.0,,90.0,,,,,,,,,10.0,,7.8,,,1.0,5.0,1.0,1.0,,,,8.0,7.0,14.0,1,2.0,41.0,3.0,4.0,1.0,1.0
2023-24,11352466,3,21,West_Ham_United,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,3.0,12.0,9.0,21.0,,1.0,6.0,,,1.0,,,,,1.0,1.0,,,0.00936631,0.9843,1.0854,1.0,,1.0,,,,4.0,,,90.0,2.0,1.0,,,,,,,10.0,,7.8,,,,,,5.0,,5.0,,20.0,10.0,25.0,3,,44.0,,,,
2023-24,11352466,3,21,West_Ham_United,Away,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,21,West_Ham_United,Away,281277,201057,Thilo Kehrer,thilo-kehrer,D,True,,,,1.0,,1.0,2.0,,,,,,,,,,3.0,,,,0.00039642,0.0,0.0,1.0,,,,,,,,,11.0,,2.0,,,,,,,,,6.5,,,,,,,,,,1.0,,1.0,0,,3.0,,,,
2023-24,11352466,3,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,17.0,8.0,25.0,,,6.0,1.0,,,1.0,,,1.0,6.0,4.0,,,0.215702,0.0,0.0,,1.0,,,,,,4.0,,51.0,,,,,,,,,10.0,,7.5,,,,1.0,7.0,2.0,,,,21.0,8.0,27.0,0,1.0,45.0,1.0,,3.0,1.0
2023-24,11352466,3,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,7.0,4.0,11.0,2.0,2.0,6.0,,2.0,,3.0,,,1.0,8.0,7.0,,,0.0263607,1.2093,1.188,,1.0,1.0,,,,2.0,1.0,,90.0,2.0,,,,,,,,9.0,,7.6,,,1.0,1.0,3.0,1.0,,1.0,,12.0,4.0,15.0,3,2.0,34.0,1.0,2.0,1.0,2.0
2023-24,11352466,3,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,0.00272159,0.0,0.0,,,,,,,2.0,,,39.0,,,,,,,,,,,6.7,,,,2.0,,,,,1.0,1.0,1.0,2.0,0,1.0,8.0,,,,1.0
2023-24,11352466,3,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,True,,,2.0,3.0,3.0,6.0,,,2.0,,,,,,,,1.0,,,,0.00633777,0.0,0.0,,,,,,,1.0,,,13.0,,,,,,,,,2.0,,6.6,,,,,1.0,,,2.0,,4.0,3.0,7.0,0,,9.0,,,,
2023-24,11352466,3,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,,7.0,4.0,11.0,2.0,1.0,7.0,1.0,1.0,,1.0,,,1.0,8.0,4.0,,,0.350216,0.348,0.0242,3.0,,,,,,3.0,2.0,,85.0,1.0,,,,,,,,14.0,,7.2,,,1.0,3.0,1.0,,,1.0,,9.0,12.0,21.0,2,2.0,41.0,1.0,1.0,,2.0
2023-24,11352466,3,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,False,,,1.0,3.0,5.0,8.0,1.0,2.0,4.0,,,,1.0,,,,5.0,4.0,,,0.00138011,0.0,0.0,3.0,,,,,,2.0,,,84.0,,1.0,,,,,,,7.0,,6.7,,,,7.0,1.0,,,3.0,,7.0,8.0,15.0,0,1.0,29.0,,,1.0,
2023-24,11352466,3,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,21,West_Ham_United,Away,1167025,487837,Divin Mubama,mubama-divin,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,12.0,4.0,16.0,3.0,,4.0,,,,,,,1.0,6.0,2.0,,,0.0155124,0.0,0.0,3.0,,,,,,1.0,,,80.0,,,,,,,,,9.0,,6.7,,,,,2.0,1.0,,1.0,2.0,15.0,4.0,18.0,0,,29.0,4.0,,2.0,
2023-24,11352590,4,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,3.0,3.0,8.0,11.0,,,8.0,,,,,,,,,,,,0.00051534,0.0,0.0,,,,-0.2439,1.0,,,,,90.0,,,,,,,,,8.0,,6.4,,,,,,,,11.0,,11.0,8.0,19.0,0,,27.0,,,,
2023-24,11352590,4,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,1.0,2.0,,,,0.00942078,0.0,0.0,1.0,,,,,,,,,10.0,,,,,,,,,4.0,,6.4,,,,,,1.0,,,,3.0,2.0,4.0,0,,8.0,2.0,,,
2023-24,11352590,4,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,3.0,35.0,16.0,51.0,,1.0,6.0,,,,,,,,,7.0,,,0.0252618,0.0,0.0,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,22.0,,7.7,,,,2.0,,3.0,,9.0,,46.0,21.0,64.0,0,5.0,91.0,1.0,1.0,,4.0
2023-24,11352590,4,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,3.0,10.0,50.0,60.0,3.0,7.0,5.0,,,,,,,,4.0,9.0,,,0.0020618,0.199,0.3839,1.0,,1.0,,,,3.0,,,90.0,1.0,1.0,,,,,,,9.0,,8.2,,,,11.0,,,,6.0,,11.0,57.0,68.0,1,1.0,90.0,1.0,1.0,,1.0
2023-24,11352590,4,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,False,,,,28.0,23.0,51.0,1.0,1.0,2.0,,,,1.0,,,,4.0,3.0,,,0.0159842,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,,,16.0,,6.5,,,,2.0,1.0,,,1.0,,36.0,24.0,60.0,0,2.0,81.0,2.0,,,1.0
2023-24,11352590,4,21,West_Ham_United,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,1.0,,5.0,38.0,30.0,67.0,,2.0,12.0,1.0,,,1.0,,,,2.0,6.0,,,0.214701,0.0,0.0,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,13.0,,7.9,,,,2.0,2.0,6.0,,8.0,,48.0,33.0,75.0,0,1.0,93.0,,1.0,2.0,1.0
2023-24,11352590,4,21,West_Ham_United,Away,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,281277,201057,Thilo Kehrer,thilo-kehrer,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,2.0,15.0,11.0,26.0,2.0,,7.0,,,1.0,2.0,,,1.0,8.0,3.0,,,0.0184532,0.2279,0.0292,1.0,,,,,,1.0,,,72.0,1.0,,,,,,,,18.0,,6.8,,,3.0,,4.0,2.0,,4.0,,23.0,12.0,33.0,5,1.0,55.0,3.0,1.0,1.0,
2023-24,11352590,4,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,17.0,6.0,23.0,2.0,1.0,2.0,,,,1.0,,,,5.0,4.0,,,0.0965263,0.4682,0.9057,,,1.0,,,,,,,90.0,1.0,,,,,,,,18.0,,7.4,,,1.0,1.0,5.0,2.0,,1.0,4.0,28.0,7.0,33.0,2,,49.0,4.0,,3.0,
2023-24,11352590,4,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,True,,,,3.0,2.0,5.0,,,,,,,,,,,1.0,,,,0.00237983,0.0,0.0,,,,,,,,,,18.0,,,,,,,,,3.0,,6.4,,,,,1.0,,,1.0,,5.0,2.0,7.0,0,,11.0,,,,
