season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,10045754,18,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,5.0,4.0,3.0,7.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,10.0,,7.4,1.0,3.0,,,,,,15.0,,11.0,6.0,17.0,0,,24.0,,,,
2021-22,10045754,18,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2.0,1,,3.0,,,,
2021-22,10045754,18,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,2.0,,1.0,36.0,23.0,57.0,,3.0,8.0,,,,,,,4.0,5.0,,,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,,24.0,,7.1,,,,2.0,5.0,9.0,,5.0,,53.0,25.0,69.0,0,,103.0,,,2.0,
2021-22,10045754,18,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,12.0,,12.0,2.0,1.0,2.0,,1.0,,,,2.0,5.0,3.0,,,1.0,,,,,,,,,88.0,,,,,,,,,8.0,,6.3,,,1.0,,1.0,,,1.0,2.0,16.0,,16.0,1,,27.0,2.0,1.0,1.0,
2021-22,10045754,18,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,5.0,11.0,35.0,46.0,,3.0,4.0,,,,,,,2.0,5.0,,,2.0,,,,,,,,,90.0,,,,,,,,,9.0,,7.2,,,1.0,3.0,1.0,,,8.0,,18.0,37.0,55.0,1,1.0,62.0,,,1.0,
2021-22,10045754,18,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045754,18,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,1.0,21.0,15.0,35.0,2.0,3.0,4.0,1.0,,,,,1.0,5.0,6.0,,,2.0,1.0,,,,,4.0,2.0,,90.0,,,,,,,,,20.0,,7.7,,,,1.0,1.0,4.0,,4.0,,34.0,19.0,49.0,0,1.0,83.0,1.0,1.0,1.0,
2021-22,10045754,18,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,1.0,6.0,1.0,7.0,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,12.0,,,,,,,,,2.0,,7.1,,,,,,1.0,,1.0,,7.0,1.0,7.0,0,,10.0,,1.0,,
2021-22,10045754,18,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,5.0,42.0,32.0,74.0,2.0,,10.0,1.0,,,1.0,,,3.0,2.0,,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,,10.0,,7.5,,,2.0,1.0,1.0,,,5.0,,48.0,33.0,81.0,3,,92.0,3.0,1.0,1.0,
2021-22,10045754,18,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,False,,,,20.0,7.0,27.0,1.0,1.0,6.0,,,1.0,2.0,,3.0,7.0,7.0,,,,,,,,,,1.0,,78.0,,,,,,,,,10.0,,6.4,,,,,4.0,,,1.0,1.0,24.0,8.0,32.0,1,1.0,47.0,1.0,2.0,3.0,
2021-22,10045754,18,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,2.0,20.0,2.0,22.0,,1.0,6.0,,2.0,1.0,1.0,,,3.0,5.0,,,1.0,,2.0,,,2.0,,,,90.0,3.0,,,,,,,,16.0,,8.2,,,1.0,,2.0,4.0,,3.0,1.0,29.0,4.0,29.0,5,1.0,51.0,3.0,2.0,1.0,1.0
2021-22,10045754,18,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,2.0,43.0,7.0,50.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,7.0,3.0,,,2.0,,,,,,,5.0,,90.0,,,,,,,,,20.0,,7.4,,,,,3.0,3.0,,5.0,,59.0,7.0,63.0,1,2.0,77.0,,,,1.0
2021-22,10045754,18,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,False,,,2.0,11.0,46.0,57.0,3.0,3.0,3.0,,,,1.0,,,4.0,3.0,,,,,,,,,,,,90.0,,,,,,,,,4.0,,7.0,,,,6.0,,,,4.0,,13.0,48.0,61.0,0,,68.0,,,,
2021-22,10045754,18,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045754,18,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,6.0,42.0,25.0,67.0,1.0,,4.0,,,,1.0,,,2.0,3.0,,,,,,,,,,1.0,,90.0,,1.0,,,,,,,3.0,,7.3,,,,,1.0,1.0,,8.0,,45.0,25.0,69.0,0,2.0,77.0,,,1.0,1.0
2021-22,10045754,18,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045754,18,21,West_Ham_United,Home,934228,220684,Aji Alese,aji-alese,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045754,18,21,West_Ham_United,Home,976153,248865,Armstrong Oko-Flex,armstrong-oko-flex,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045754,18,21,West_Ham_United,Home,996908,458297,Pierre Ekwah,pierre-ekwah,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10045754,18,21,West_Ham_United,Home,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,2.0,1.0,6.0,7.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,,,5.0,,5.9,1.0,3.0,,,,,,7.0,,5.0,7.0,12.0,0,,17.0,,,,
2021-22,9576092,19,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,1.0,5.0,2.0,7.0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,9.0,,,,,,,,,4.0,,6.6,,,,,,2.0,,1.0,,8.0,2.0,8.0,0,,11.0,,,,
2021-22,9576092,19,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,True,,,1.0,5.0,,5.0,1.0,,,,,1.0,,,4.0,6.0,2.0,,,,,1.0,,,,,,,45.0,2.0,,,,,,,,10.0,,7.0,,,,,1.0,1.0,,1.0,,8.0,,7.0,3,,20.0,1.0,2.0,,
2021-22,9576092,19,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,7.0,21.0,21.0,42.0,1.0,4.0,6.0,1.0,,,2.0,,1.0,6.0,7.0,,,2.0,1.0,,,,,3.0,2.0,,90.0,1.0,1.0,,1.0,,,,,14.0,,6.9,,,,2.0,,,,14.0,,28.0,24.0,52.0,1,3.0,67.0,3.0,,,2.0
2021-22,9576092,19,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,21,West_Ham_United,Home,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,3.0,15.0,9.0,23.0,1.0,,6.0,,,,,,1.0,4.0,3.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,22.0,,6.3,,,,,2.0,6.0,,5.0,1.0,25.0,13.0,32.0,0,1.0,62.0,3.0,1.0,1.0,1.0
2021-22,9576092,19,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,1.0,,1.0,31.0,16.0,46.0,1.0,3.0,10.0,,,,3.0,,,4.0,7.0,,,,,,,,,1.0,,,90.0,,,,,,,,,16.0,,6.5,,,1.0,2.0,,5.0,,4.0,,43.0,20.0,58.0,1,4.0,82.0,,,,3.0
2021-22,9576092,19,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,1.0,,1.0,36.0,11.0,46.0,,,4.0,,,,,,1.0,1.0,4.0,,,,,,,,,1.0,4.0,,45.0,,,,,,,,,8.0,,7.3,,,,,4.0,5.0,,2.0,,43.0,11.0,49.0,0,,62.0,,,4.0,
2021-22,9576092,19,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,17.0,5.0,21.0,1.0,1.0,5.0,,,,,,,3.0,2.0,,,1.0,,1.0,,,,,,,81.0,1.0,,,,,,,,13.0,,7.1,,,1.0,,2.0,4.0,,1.0,,25.0,6.0,27.0,2,,41.0,2.0,,1.0,
2021-22,9576092,19,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,False,,,1.0,6.0,3.0,9.0,1.0,,3.0,,,,1.0,,,4.0,7.0,,,1.0,,,,,,,,,45.0,1.0,,,,,,,,6.0,,6.9,,,,,2.0,2.0,,1.0,,10.0,4.0,12.0,1,2.0,24.0,,4.0,1.0,2.0
2021-22,9576092,19,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,8.0,4.0,12.0,6.0,1.0,6.0,1.0,,,,,4.0,12.0,1.0,,,1.0,1.0,,,,,,3.0,,90.0,,,,,,,,,19.0,,6.8,,,,,1.0,8.0,,1.0,1.0,20.0,4.0,16.0,0,,37.0,2.0,,,
2021-22,9576092,19,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,4.0,18.0,9.0,27.0,7.0,6.0,6.0,,,1.0,,,1.0,10.0,8.0,,,2.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,,16.0,,6.8,,,,2.0,1.0,1.0,,8.0,,27.0,12.0,38.0,1,1.0,53.0,3.0,,1.0,1.0
2021-22,9576092,19,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,,11.0,3.0,14.0,,1.0,5.0,,,,2.0,,,2.0,1.0,,,,,,,,,,,,45.0,,,,,,,,,12.0,,6.3,,,,,,1.0,,1.0,,19.0,6.0,24.0,0,,26.0,1.0,,,
2021-22,9576092,19,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,False,,,2.0,11.0,21.0,32.0,1.0,1.0,8.0,,,,1.0,,,2.0,3.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,,6.0,,6.4,,,,4.0,,,,4.0,,13.0,24.0,37.0,0,1.0,47.0,1.0,1.0,,
2021-22,9576092,19,21,West_Ham_United,Home,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,4.0,46.0,25.0,71.0,1.0,1.0,3.0,,,1.0,,,1.0,5.0,3.0,,,2.0,,,,,,,,,90.0,,,,,,,,,12.0,,6.3,,,1.0,1.0,1.0,1.0,,5.0,,55.0,25.0,79.0,2,1.0,90.0,,1.0,,1.0
2021-22,9576092,19,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576092,19,21,West_Ham_United,Home,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,,24.0,28.0,52.0,,,13.0,,,,2.0,,,3.0,2.0,,1.0,,,1.0,,,,1.0,,,90.0,1.0,,,,,,,,17.0,,6.4,,,,,1.0,,,9.0,,35.0,33.0,68.0,1,,76.0,,2.0,,
2021-22,9576225,20,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,6.0,6.0,3.0,9.0,,,3.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,15.0,,7.2,4.0,4.0,,,,,,21.0,,21.0,3.0,24.0,0,,29.0,,,,
2021-22,9576225,20,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,1.0,13.0,3.0,15.0,6.0,5.0,1.0,,1.0,2.0,1.0,,1.0,12.0,9.0,,,3.0,1.0,,,,,,2.0,,90.0,1.0,,,,,,,,10.0,,6.9,,,1.0,1.0,2.0,2.0,,1.0,,17.0,3.0,18.0,4,,40.0,3.0,3.0,1.0,
2021-22,9576225,20,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,5.0,15.0,20.0,4.0,4.0,3.0,,,,,,,7.0,4.0,,,3.0,,,,,,1.0,,,90.0,,3.0,,,,,,,8.0,,6.7,,,,2.0,,,,8.0,,12.0,16.0,28.0,0,,34.0,,,,
2021-22,9576225,20,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,21,West_Ham_United,Away,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,2.0,,4.0,20.0,11.0,29.0,2.0,,6.0,,,,3.0,,,6.0,4.0,,,,,,,,,3.0,,,90.0,,,,,,,,,20.0,,6.7,,,,3.0,2.0,7.0,,7.0,,30.0,15.0,38.0,0,2.0,68.0,3.0,1.0,1.0,1.0
2021-22,9576225,20,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,1.0,4.0,,4.0,,,2.0,,,,,,,,2.0,,,,,,,,,1.0,,,8.0,,,,,,,,,2.0,,7.1,,,,,,1.0,,2.0,,6.0,,5.0,0,2.0,10.0,,,,2.0
2021-22,9576225,20,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,1.0,,1.0,20.0,24.0,43.0,,,8.0,,,,,,,,5.0,,,1.0,,,,,,1.0,3.0,,89.0,,,,,,,,,6.0,,7.5,,,,,2.0,3.0,,1.0,,25.0,25.0,47.0,0,2.0,57.0,,1.0,2.0,1.0
2021-22,9576225,20,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,10.0,8.0,17.0,1.0,,7.0,,,,,,2.0,5.0,2.0,,,,,1.0,,,1.0,2.0,2.0,,85.0,1.0,,,,,,,,14.0,,7.3,,,1.0,,3.0,2.0,,,1.0,16.0,8.0,22.0,2,,41.0,4.0,1.0,1.0,
2021-22,9576225,20,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,1.0,2.0,3.0,,,2.0,,,,1.0,,,4.0,1.0,,,1.0,,1.0,,,,1.0,,,11.0,1.0,,,,,,,,4.0,,7.0,,,,,2.0,,,,,1.0,3.0,4.0,1,,11.0,1.0,1.0,,
2021-22,9576225,20,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,1.0,16.0,6.0,21.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,,1.0,6.0,8.0,,,,2.0,,,,,,3.0,,90.0,1.0,,,,,,,1.0,17.0,,8.5,,,,,5.0,5.0,,2.0,,27.0,8.0,30.0,3,1.0,51.0,2.0,1.0,4.0,
2021-22,9576225,20,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,4.0,22.0,20.0,42.0,3.0,6.0,7.0,1.0,,,2.0,,1.0,8.0,12.0,,,2.0,,1.0,,,,2.0,1.0,,90.0,1.0,,,,,,,,16.0,,8.1,,,1.0,3.0,,,,6.0,,28.0,27.0,55.0,2,5.0,72.0,2.0,1.0,,2.0
2021-22,9576225,20,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,False,,,3.0,10.0,28.0,38.0,2.0,,10.0,,,,,,,3.0,2.0,,,1.0,,,,,,3.0,,,90.0,,,,,,,,,10.0,,6.7,,,,2.0,,,,7.0,,13.0,34.0,47.0,0,1.0,55.0,1.0,1.0,,1.0
2021-22,9576225,20,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2021-22,9576225,20,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,False,,,2.0,8.0,15.0,23.0,3.0,1.0,9.0,,,,1.0,,3.0,8.0,3.0,,,1.0,,,,,,1.0,,,82.0,,,,,,,,,24.0,,6.1,,,,4.0,,1.0,,11.0,,14.0,22.0,35.0,0,2.0,68.0,2.0,,,2.0
2021-22,9576225,20,21,West_Ham_United,Away,934228,220684,Aji Alese,aji-alese,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,21,West_Ham_United,Away,976153,248865,Armstrong Oko-Flex,armstrong-oko-flex,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576225,20,21,West_Ham_United,Away,1084284,441024,Harrison Ashby,harrison-ashby,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576415,21,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2021-22,9576415,21,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,6.0,5.0,7.0,12.0,,1.0,14.0,,,,,,,,1.0,,,,,,,2.0,,,,,90.0,,,,,,,,,16.0,,6.6,3.0,4.0,,,,,,22.0,,20.0,8.0,28.0,0,,39.0,,,,
2021-22,9576415,21,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576415,21,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,,9.0,,8.0,5.0,1.0,,,,,,,2.0,8.0,4.0,,,2.0,,1.0,,,,,1.0,,90.0,2.0,,,,,,,,8.0,,7.4,,,1.0,1.0,1.0,1.0,,,1.0,11.0,1.0,11.0,3,1.0,25.0,3.0,1.0,1.0,1.0
2021-22,9576415,21,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,6.0,9.0,15.0,2.0,2.0,2.0,,,,,,,5.0,7.0,,,3.0,,,,,,,,,90.0,,1.0,,,,,,,9.0,,6.9,,,,10.0,,,,10.0,,14.0,9.0,23.0,0,4.0,41.0,1.0,1.0,,1.0
2021-22,9576415,21,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576415,21,21,West_Ham_United,Away,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576415,21,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,1.0,15.0,6.0,21.0,,1.0,4.0,,,,,,2.0,2.0,8.0,,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,,26.0,,7.4,,,1.0,8.0,2.0,4.0,,6.0,,29.0,12.0,37.0,1,5.0,86.0,1.0,,2.0,3.0
2021-22,9576415,21,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,7.0,6.0,13.0,,1.0,4.0,,,,1.0,,1.0,5.0,7.0,,,3.0,,,,,,1.0,,,45.0,,,,,,,,,10.0,,6.6,,,,3.0,,1.0,,2.0,,12.0,8.0,19.0,0,6.0,39.0,1.0,,,4.0
2021-22,9576415,21,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,1.0,,1.0,30.0,14.0,43.0,1.0,,7.0,,,,2.0,,,3.0,1.0,,,,,2.0,,,,1.0,,,89.0,2.0,,,,,,,,7.0,,8.2,,,,3.0,1.0,1.0,,1.0,,34.0,16.0,49.0,2,,60.0,1.0,,1.0,
2021-22,9576415,21,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,8.0,5.0,12.0,1.0,1.0,4.0,1.0,1.0,,,,,3.0,2.0,,,,1.0,,,,,,1.0,,71.0,1.0,,,,,,,,8.0,,7.0,,,2.0,,2.0,1.0,,,1.0,10.0,7.0,16.0,3,1.0,27.0,1.0,,,
2021-22,9576415,21,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,4.0,1.0,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,19.0,,,,,,,,,5.0,,6.2,,,,,1.0,,,1.0,,5.0,3.0,8.0,0,,12.0,1.0,,1.0,
2021-22,9576415,21,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,20.0,5.0,24.0,2.0,2.0,4.0,,,1.0,1.0,,3.0,7.0,8.0,,,,,,,,,1.0,,,90.0,,,,,,,,,14.0,,6.5,,,,,2.0,2.0,,1.0,,26.0,5.0,29.0,1,4.0,51.0,3.0,1.0,1.0,2.0
2021-22,9576415,21,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,13.0,8.0,21.0,5.0,2.0,3.0,,,,1.0,,,8.0,6.0,,,2.0,,,,,,3.0,1.0,,90.0,,,,,,,,,11.0,,6.9,,,,6.0,1.0,,,8.0,,19.0,13.0,32.0,0,3.0,47.0,,,1.0,2.0
2021-22,9576415,21,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,False,,,1.0,3.0,10.0,13.0,2.0,1.0,6.0,,,,,,,4.0,2.0,,,2.0,,,,,,,,,90.0,,1.0,,,,,,,5.0,,6.4,,,,4.0,,,,4.0,,5.0,13.0,18.0,0,1.0,24.0,,,,1.0
2021-22,9576415,21,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576415,21,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,25.0,16.0,41.0,,1.0,11.0,,,,,,2.0,4.0,4.0,,,1.0,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,,9.0,,7.2,,,,2.0,1.0,,,4.0,,28.0,18.0,46.0,0,3.0,60.0,1.0,,,1.0
2021-22,9576415,21,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,False,3.0,,3.0,11.0,9.0,17.0,1.0,,1.0,,,,,,,4.0,4.0,,,3.0,,,,,,,,,45.0,,1.0,,,,,,,8.0,,7.1,,,,,,5.0,,5.0,,17.0,10.0,22.0,0,3.0,35.0,1.0,1.0,,3.0
2021-22,9576415,21,21,West_Ham_United,Away,934228,220684,Aji Alese,aji-alese,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576415,21,21,West_Ham_United,Away,976153,248865,Armstrong Oko-Flex,armstrong-oko-flex,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576361,22,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,13.0,9.0,7.0,16.0,,,5.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,7.0,,6.1,2.0,2.0,,,,,,20.0,,16.0,7.0,23.0,0,,30.0,,,,
2021-22,9576361,22,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,1.0,,1.0,,,,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,,,21.0,1.0,,,,,,,,3.0,,6.8,,,,,,,,,,2.0,1.0,3.0,1,2.0,9.0,,1.0,,
2021-22,9576361,22,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,5.0,,3.0,13.0,17.0,25.0,,2.0,12.0,2.0,,,,,,1.0,5.0,,,1.0,1.0,,,,,1.0,5.0,,90.0,,,,,,,,,16.0,,7.8,,,,3.0,1.0,5.0,,9.0,,20.0,25.0,40.0,0,2.0,68.0,,,1.0,2.0
2021-22,9576361,22,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,1.0,17.0,2.0,18.0,6.0,3.0,3.0,,,1.0,1.0,,5.0,16.0,6.0,,,1.0,1.0,,,,,,2.0,,90.0,,,,,,,,,30.0,,6.4,,,,1.0,4.0,3.0,,3.0,,30.0,4.0,31.0,1,,56.0,7.0,2.0,1.0,
