season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576414,1,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,19.0,6.0,25.0,,,3.0,1.0,,1.0,1.0,,2.0,3.0,3.0,,,,1.0,1.0,,,,,1.0,,88.0,1.0,,,,,,,,15.0,,7.9,,,1.0,1.0,1.0,5.0,,1.0,2.0,29.0,7.0,31.0,3,1.0,48.0,2.0,1.0,1.0,1.0
2021-22,9576414,1,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,2.0,,2.0,13.0,3.0,14.0,1.0,,3.0,,1.0,,,,,1.0,6.0,,,,,,,,,,1.0,,89.0,2.0,1.0,,,,,,,9.0,,7.3,,,,,3.0,6.0,,2.0,,19.0,4.0,17.0,2,2.0,35.0,1.0,1.0,3.0,1.0
2021-22,9576414,1,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,21.0,12.0,33.0,4.0,4.0,4.0,,,2.0,2.0,,1.0,7.0,10.0,,,,,1.0,,,,1.0,,,90.0,2.0,,,,,,,,7.0,,7.7,,,,4.0,1.0,1.0,,,,27.0,12.0,38.0,4,5.0,57.0,,,1.0,2.0
2021-22,9576414,1,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,2.0,45.0,9.0,54.0,1.0,,8.0,1.0,,,9.0,,1.0,13.0,5.0,,,,1.0,,,,,1.0,4.0,,90.0,1.0,,,,,,,1.0,15.0,,7.2,,,1.0,,2.0,2.0,,4.0,,52.0,11.0,61.0,2,4.0,80.0,3.0,1.0,,1.0
2021-22,9576414,1,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,37.0,13.0,50.0,1.0,2.0,7.0,,,,1.0,,,3.0,6.0,,,1.0,,,,,,2.0,2.0,,90.0,,2.0,,,,,,,1.0,,7.4,,,,1.0,3.0,,,2.0,,37.0,14.0,51.0,0,1.0,60.0,,,3.0,1.0
2021-22,9576414,1,21,West_Ham_United,Away,914412,222018,Ben Johnson,ben-johnson,D,True,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,2.0,,1.0,0,,4.0,1.0,,1.0,
2021-22,9576414,1,21,West_Ham_United,Away,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,21,West_Ham_United,Away,1006174,462384,Jamal Baptiste,jamal-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0,,7.0,,,,
2021-22,9576389,2,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,4.0,1.0,8.0,9.0,,,8.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,90.0,,,,,,,,,3.0,,6.2,,,,,,,,6.0,,3.0,8.0,11.0,0,,20.0,,,,
2021-22,9576389,2,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,2.0,9.0,37.0,46.0,,1.0,7.0,,,,,,,,2.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,,5.0,,6.7,,,,,,,,5.0,,13.0,38.0,51.0,0,,55.0,,1.0,,
2021-22,9576389,2,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,2.0,1.0,2.0,0,,5.0,,,1.0,
2021-22,9576389,2,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,,,3.0,28.0,29.0,57.0,,,4.0,,,,,,,,2.0,,,,,,,,,,,,90.0,,1.0,,,,,,,14.0,,6.9,,,1.0,,,6.0,,7.0,,41.0,29.0,64.0,1,1.0,82.0,1.0,1.0,,
2021-22,9576389,2,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,13.0,1.0,14.0,4.0,4.0,7.0,1.0,1.0,1.0,,,3.0,8.0,10.0,,,1.0,1.0,2.0,,,,,2.0,,89.0,4.0,,,,,,,,15.0,,9.5,,,2.0,,3.0,1.0,,,1.0,21.0,3.0,23.0,7,2.0,44.0,2.0,1.0,3.0,2.0
2021-22,9576389,2,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,2.0,11.0,30.0,41.0,,8.0,2.0,,,,,,,1.0,9.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,,8.0,,7.1,,,4.0,3.0,,,,5.0,,16.0,32.0,48.0,4,,62.0,1.0,1.0,,
2021-22,9576389,2,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,1.0,27.0,25.0,51.0,3.0,,10.0,1.0,,,1.0,,,5.0,4.0,,,1.0,1.0,,,,,1.0,1.0,,90.0,,,,,,,,,17.0,,7.4,,,,2.0,1.0,7.0,,4.0,,38.0,26.0,57.0,0,2.0,91.0,,1.0,1.0,1.0
2021-22,9576389,2,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,26.0,6.0,31.0,,1.0,2.0,,,,1.0,,2.0,4.0,2.0,,,1.0,1.0,1.0,,,,,2.0,,88.0,2.0,,,,,,,,14.0,,7.8,,,,,1.0,6.0,,1.0,,33.0,7.0,34.0,2,,52.0,3.0,,1.0,
2021-22,9576389,2,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,6.0,,3.0,19.0,7.0,20.0,2.0,2.0,1.0,,,,1.0,,3.0,6.0,6.0,,,,,,,,,,5.0,,90.0,,,,,,,,,15.0,,7.5,,,,,,9.0,,3.0,1.0,28.0,8.0,27.0,0,4.0,47.0,2.0,,,3.0
2021-22,9576389,2,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,8.0,25.0,26.0,51.0,,3.0,7.0,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,,11.0,,7.1,,,2.0,,1.0,,,10.0,,31.0,28.0,59.0,3,2.0,71.0,1.0,,,1.0
2021-22,9576389,2,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,2.0,,1.0,23.0,18.0,39.0,1.0,1.0,4.0,1.0,,,1.0,,1.0,5.0,5.0,,,2.0,,1.0,,,,,3.0,,90.0,1.0,,,,,,,,15.0,,7.8,,,,,2.0,2.0,,2.0,,34.0,21.0,53.0,1,,65.0,,2.0,2.0,
2021-22,9576389,2,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,2.0,,7.0,44.0,21.0,63.0,,1.0,7.0,,,,1.0,,,3.0,8.0,,,1.0,1.0,,,,,3.0,2.0,,90.0,,,,,,,,,4.0,,8.1,,,1.0,2.0,3.0,2.0,,8.0,,46.0,22.0,66.0,1,4.0,83.0,,1.0,2.0,4.0
2021-22,9576389,2,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576389,2,21,West_Ham_United,Home,1006174,462384,Jamal Baptiste,jamal-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,3.0,,9.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,7.0,,5.9,,,,,,,,10.0,,6.0,10.0,16.0,0,,17.0,,,,
2021-22,9576386,3,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,3.0,14.0,17.0,31.0,1.0,5.0,4.0,,,,2.0,,,4.0,6.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,,7.0,,6.3,,,,1.0,1.0,,,5.0,,18.0,19.0,37.0,0,,43.0,1.0,,1.0,
2021-22,9576386,3,21,West_Ham_United,Home,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,1.0,1.0,2.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,,,,,6.8,,,1.0,,1.0,,,,,1.0,1.0,2.0,1,,4.0,,,1.0,
2021-22,9576386,3,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,2.0,22.0,12.0,33.0,3.0,2.0,3.0,,,,,,,4.0,6.0,,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,,21.0,,7.3,,,,1.0,1.0,4.0,,7.0,,38.0,13.0,47.0,0,3.0,75.0,,1.0,,3.0
2021-22,9576386,3,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,1.0,14.0,2.0,15.0,4.0,2.0,2.0,1.0,,4.0,,,,5.0,4.0,,,1.0,1.0,1.0,,,,,4.0,,90.0,1.0,,,,,,,,17.0,,8.5,,,,,1.0,4.0,,1.0,1.0,26.0,4.0,26.0,5,,44.0,3.0,1.0,1.0,
2021-22,9576386,3,21,West_Ham_United,Home,50027,60232,Craig Dawson,craig-dawson,D,False,,,1.0,9.0,20.0,29.0,6.0,2.0,5.0,,,1.0,,,,6.0,3.0,,,,,,,,,3.0,,,90.0,,2.0,,,,,,,2.0,,7.0,,,,4.0,,,,1.0,,10.0,21.0,31.0,1,1.0,44.0,,,,
2021-22,9576386,3,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,3.0,,1.0,20.0,9.0,26.0,4.0,,5.0,,,,1.0,,1.0,8.0,4.0,,,2.0,,,,,,2.0,1.0,,90.0,,,,,,,,,34.0,,6.8,,,,2.0,1.0,12.0,,8.0,,43.0,13.0,44.0,0,3.0,87.0,3.0,,1.0,1.0
2021-22,9576386,3,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,1.0,5.0,1.0,6.0,1.0,,2.0,,,,1.0,,,2.0,3.0,,,,,,,,,1.0,,,11.0,,,,,,,,,2.0,,7.0,,,,,1.0,,,1.0,,6.0,1.0,7.0,0,2.0,14.0,1.0,,1.0,
2021-22,9576386,3,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,19.0,8.0,27.0,1.0,1.0,5.0,,,,1.0,,2.0,5.0,4.0,,,,,,,,,,1.0,,90.0,1.0,,,,,,,,9.0,,6.8,,,,,2.0,,,,,22.0,9.0,31.0,1,2.0,41.0,2.0,,1.0,
2021-22,9576386,3,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,2.0,,,11.0,1.0,10.0,,1.0,3.0,,,,2.0,,3.0,5.0,5.0,,,,,,,,,1.0,2.0,,79.0,,,,,,,,,10.0,,6.8,,,1.0,,1.0,6.0,,,,16.0,1.0,11.0,1,2.0,30.0,2.0,1.0,1.0,
2021-22,9576386,3,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,13.0,15.0,28.0,3.0,2.0,6.0,,,1.0,3.0,,,6.0,6.0,,,,,,,,,,,,90.0,1.0,,,,,,,,6.0,,6.7,,,,3.0,,,,2.0,,16.0,15.0,31.0,2,3.0,48.0,3.0,1.0,,1.0
2021-22,9576386,3,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,1.0,23.0,4.0,26.0,2.0,,5.0,,,1.0,,,1.0,6.0,1.0,,,1.0,,1.0,,,,2.0,1.0,,87.0,1.0,,,,,,,,15.0,,6.9,,,1.0,,2.0,2.0,,4.0,,32.0,7.0,37.0,3,,50.0,,1.0,,
2021-22,9576386,3,21,West_Ham_United,Home,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,5.0,35.0,18.0,53.0,4.0,,5.0,,,,5.0,,1.0,16.0,4.0,,,5.0,,,,,,2.0,2.0,,90.0,,1.0,,,,,,,8.0,,6.4,,,,2.0,5.0,,,6.0,,38.0,20.0,58.0,0,,73.0,1.0,,4.0,
2021-22,9576386,3,21,West_Ham_United,Home,914412,222018,Ben Johnson,ben-johnson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576386,3,21,West_Ham_United,Home,1006174,462384,Jamal Baptiste,jamal-baptiste,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,2.0,1.0,15.0,16.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,3.0,,7.3,2.0,2.0,,,,,,5.0,,4.0,15.0,19.0,0,,28.0,,,,
2021-22,9576173,4,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,3.0,14.0,44.0,58.0,,1.0,6.0,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,,4.0,,7.0,,,,3.0,,,,4.0,,17.0,44.0,61.0,0,1.0,67.0,,,,1.0
2021-22,9576173,4,21,West_Ham_United,Away,41116,56377,Andriy Yarmolenko,andriy-yarmolenko,M,True,,,,3.0,,3.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,13.0,,,,,,,,,,,6.5,,,1.0,,,,,,,3.0,,3.0,1,,5.0,,,,
2021-22,9576173,4,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,,,2.0,31.0,23.0,54.0,1.0,2.0,5.0,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,2.0,,90.0,,,,,,,,,9.0,,7.2,,,1.0,2.0,,2.0,,3.0,,38.0,25.0,61.0,2,,73.0,,,,
2021-22,9576173,4,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,,11.0,4.0,15.0,7.0,,3.0,,,1.0,,,2.0,12.0,5.0,,,3.0,,,,,,,,,90.0,1.0,,,,,,,,16.0,,6.6,,,,,,2.0,,,1.0,18.0,5.0,21.0,2,3.0,45.0,5.0,2.0,,2.0
2021-22,9576173,4,21,West_Ham_United,Away,50027,60232,Craig Dawson,craig-dawson,D,False,,,12.0,32.0,29.0,61.0,3.0,5.0,4.0,,,,,,,4.0,6.0,,,1.0,,,,,,3.0,,,90.0,1.0,1.0,,,,,,,11.0,,7.7,,,,6.0,,,,19.0,,42.0,30.0,72.0,1,,84.0,,1.0,,
2021-22,9576173,4,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,106920,81012,Ryan Fredericks,ryan-fredericks,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,1.0,,1.0,21.0,11.0,31.0,1.0,1.0,5.0,,,,,,,4.0,5.0,,,3.0,,,,,,2.0,,,90.0,,,,,,,,,15.0,,7.4,,,,1.0,1.0,5.0,,2.0,,28.0,13.0,36.0,0,4.0,62.0,2.0,,,1.0
2021-22,9576173,4,21,West_Ham_United,Away,139227,103192,Kurt Zouma,kurt-zouma,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,2.0,,1.0,22.0,6.0,26.0,,2.0,6.0,,,2.0,,,,1.0,3.0,,,,,,,,,1.0,2.0,,63.0,,,,,,,,,16.0,,7.0,,,,,1.0,4.0,,1.0,,30.0,10.0,36.0,2,,50.0,3.0,1.0,,
2021-22,9576173,4,21,West_Ham_United,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,6.0,2.0,8.0,,,3.0,,,,,,,1.0,2.0,,,1.0,,,,,,,1.0,,27.0,,,,,,,,,2.0,,6.8,,,,,,,,,,6.0,2.0,8.0,0,1.0,15.0,2.0,1.0,,
2021-22,9576173,4,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,1.0,13.0,5.0,17.0,2.0,,5.0,,,1.0,,,1.0,4.0,7.0,,,,,,,,,3.0,1.0,,83.0,1.0,1.0,,,,,,,12.0,,7.4,,,,1.0,6.0,4.0,,2.0,1.0,22.0,5.0,23.0,2,,48.0,1.0,2.0,5.0,
2021-22,9576173,4,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,34.0,20.0,54.0,3.0,3.0,5.0,,,1.0,1.0,,,5.0,6.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,,13.0,,6.9,,,1.0,2.0,,,,2.0,,43.0,20.0,63.0,2,2.0,77.0,4.0,1.0,,
2021-22,9576173,4,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,2.0,28.0,14.0,42.0,,1.0,6.0,,,,2.0,,,3.0,5.0,,,,,,,,,,,,90.0,,,,,,,,,15.0,,6.8,,,,1.0,1.0,3.0,,3.0,,39.0,15.0,51.0,0,2.0,63.0,2.0,2.0,,
2021-22,9576173,4,21,West_Ham_United,Away,825719,219924,Issa Diop,issa-diop,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,825740,195728,Alex Král,alex-kral,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576173,4,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,41.0,42.0,83.0,,1.0,9.0,,,1.0,,1.0,,4.0,3.0,,,3.0,,,,,,2.0,1.0,,90.0,,2.0,,,,,,,9.0,,7.8,,,,1.0,2.0,2.0,,2.0,,46.0,43.0,87.0,1,1.0,102.0,1.0,,1.0,1.0
2021-22,9576251,5,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1,,1.0,,,,
2021-22,9576251,5,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,False,,,2.0,1.0,9.0,10.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,10.0,,7.9,6.0,8.0,,1.0,,,,11.0,,7.0,13.0,20.0,0,,35.0,,,,
2021-22,9576251,5,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,,6.0,27.0,33.0,1.0,2.0,5.0,,,,,,,1.0,2.0,,,,,,,,,,,,90.0,,1.0,,,,,,,8.0,,6.5,,,,7.0,,,,7.0,,10.0,30.0,40.0,0,,49.0,,,,
