season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436877,1,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,2.0,13.0,27.0,40.0,,,,3.0,,,,1.0,,,3.0,4.0,,,0.0320639,0.0207,,2.0,0.0,,,,,1.0,,,85.0,,,,,,,7.0,,,6.8,,,1.0,,,,,,5.0,,17.0,29.0,46.0,,,1,3.0,56.0,1.0,1.0,,3.0
2024-25,12436877,1,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,4.0,6.0,10.0,2.0,6.0,,1.0,,2.0,1.0,2.0,,1.0,5.0,9.0,,,0.117174,1.0994,,,0.0,,,,,1.0,2.0,,90.0,,,,,,1.0,7.0,,,7.1,,,4.0,,1.0,,1.0,,,,9.0,7.0,15.0,,,5,2.0,28.0,,1.0,,1.0
2024-25,12436877,1,21,West_Ham_United,Home,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,3.0,12.0,30.0,42.0,2.0,1.0,,6.0,,,1.0,,,,3.0,5.0,,,0.00460222,0.0212,,1.0,0.0,,,,,,,,90.0,,2.0,,,,,10.0,,,6.9,,,,,5.0,,,,7.0,,17.0,34.0,51.0,,,1,3.0,65.0,1.0,1.0,,3.0
2024-25,12436877,1,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,3.0,21.0,25.0,46.0,1.0,1.0,,1.0,,,,1.0,,5.0,10.0,1.0,,,0.0448657,0.7884,0.6324,3.0,0.0,1.0,,,,,1.0,,74.0,1.0,1.0,,,,,17.0,,,6.8,,,,,1.0,,,,6.0,,31.0,26.0,57.0,,,1,,71.0,1.0,,,
2024-25,12436877,1,21,West_Ham_United,Home,845464,229384,Andy Irving,andy-irving,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436877,1,21,West_Ham_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436877,1,21,West_Ham_United,Home,894474,214048,Max Kilman,max-kilman,D,False,,,6.0,15.0,47.0,62.0,5.0,2.0,,5.0,,,,,,,5.0,4.0,,,0.0688908,,,,0.0,,,,,2.0,1.0,,90.0,,1.0,,,,,12.0,,,7.0,,,,,7.0,,,,13.0,,18.0,55.0,73.0,,,0,2.0,89.0,1.0,,,1.0
2024-25,12436877,1,21,West_Ham_United,Home,905163,460842,Mohammed Kudus,mohammed-kudus,M,False,1.0,,2.0,12.0,12.0,23.0,,2.0,,2.0,1.0,,1.0,1.0,,5.0,10.0,11.0,,,0.473204,0.081,,2.0,0.0,,,,,,2.0,,90.0,,,,,,,22.0,,,7.0,,,1.0,,,5.0,9.0,,2.0,1.0,24.0,12.0,27.0,,,2,1.0,59.0,3.0,5.0,3.0,1.0
2024-25,12436877,1,21,West_Ham_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,2.0,,,10.0,1.0,9.0,,,,3.0,1.0,,,,,2.0,3.0,1.0,,,0.174754,,,,0.0,,,,,,2.0,,17.0,,,,,,,4.0,,,6.9,,,,,,1.0,2.0,,,,11.0,1.0,10.0,,,0,,17.0,,1.0,,
2024-25,12436877,1,21,West_Ham_United,Home,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,True,,,1.0,2.0,5.0,7.0,,,,1.0,,,,,,,2.0,2.0,,,0.00033195,,,1.0,0.0,,,,,,,,13.0,,,,,,,3.0,,,6.5,,,,,,2.0,,,1.0,,2.0,5.0,7.0,,,0,1.0,12.0,2.0,,1.0,
2024-25,12436892,2,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436892,2,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,2.0,,,0,,2.0,,,,
2024-25,12436892,2,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,4.0,2.0,6.0,1.0,2.0,,,,1.0,1.0,,,2.0,4.0,2.0,,,0.0062986,0.5573,,1.0,0.0,,,,,,,,62.0,,,,,,,11.0,,,6.3,,,1.0,,,,1.0,,1.0,1.0,9.0,2.0,10.0,,,2,,20.0,4.0,,,
2024-25,12436892,2,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,1.0,9.0,8.0,18.0,26.0,,,,7.0,,,,,,,,,,,0.00221044,,,,0.0,,0.2572,1.0,,,,,90.0,,,,,,,17.0,,,7.2,1.0,2.0,,,,,,1.0,24.0,,20.0,22.0,42.0,,,0,,49.0,,,,
2024-25,12436892,2,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436892,2,21,West_Ham_United,Away,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,3.0,1.0,4.0,3.0,5.0,,,,,,,,,7.0,5.0,,,0.00081505,0.2533,0.0501,2.0,0.0,,,,,,,,27.0,1.0,,,,,,5.0,,,6.7,,,1.0,,1.0,2.0,,,,1.0,4.0,1.0,5.0,,,2,,12.0,2.0,,,
2024-25,12436892,2,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,False,,,4.0,6.0,14.0,20.0,1.0,1.0,,1.0,,,,,,,2.0,2.0,,,0.00418488,0.0192,,1.0,0.0,,,,,,,,63.0,,,,,,,11.0,,,6.6,,,1.0,,,,1.0,,7.0,,12.0,17.0,28.0,,,1,,44.0,1.0,1.0,,
2024-25,12436892,2,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,False,,,1.0,14.0,22.0,36.0,1.0,1.0,,4.0,,,,,,,2.0,8.0,,,0.0071901,,,1.0,0.0,,,,,2.0,,,89.0,,,,,,,9.0,,,7.4,,,,,3.0,2.0,1.0,,4.0,,20.0,23.0,42.0,,,0,4.0,61.0,1.0,1.0,2.0,1.0
2024-25,12436892,2,21,West_Ham_United,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436892,2,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,3.0,,2.0,8.0,6.0,11.0,1.0,,,10.0,,,,,,5.0,11.0,3.0,,,0.25312,0.1025,0.5793,1.0,0.0,1.0,,,,,5.0,,90.0,1.0,,,,,,17.0,,,7.1,,,,,1.0,5.0,6.0,,2.0,,15.0,6.0,15.0,,,1,1.0,39.0,,1.0,1.0,
2024-25,12436892,2,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,1.0,7.0,24.0,31.0,1.0,1.0,,6.0,,,1.0,1.0,,2.0,5.0,6.0,,,0.00423404,0.0235,,1.0,0.0,,,,,4.0,,,90.0,,,,,,,11.0,,,6.9,,,1.0,,1.0,1.0,,,3.0,,11.0,29.0,40.0,,,2,2.0,57.0,,2.0,1.0,1.0
2024-25,12436892,2,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,10.0,3.0,13.0,3.0,4.0,,3.0,,,2.0,,,1.0,9.0,7.0,,,0.0967331,0.1543,0.2798,5.0,0.0,1.0,,,,,1.0,,78.0,1.0,,,,,,10.0,,,7.5,,,,,1.0,,1.0,,1.0,,16.0,5.0,20.0,,,3,3.0,33.0,1.0,,,3.0
2024-25,12436892,2,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,2.0,5.0,37.0,42.0,,3.0,,3.0,,,,1.0,,,1.0,5.0,,,0.00254802,,,,0.0,,,,,4.0,,,90.0,,3.0,,,,,13.0,,,7.6,,,,,6.0,,1.0,,8.0,,13.0,42.0,54.0,,,0,1.0,72.0,,1.0,,1.0
2024-25,12436892,2,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,4.0,13.0,22.0,35.0,1.0,1.0,,10.0,,,,,,,1.0,8.0,,,0.0168231,0.1281,,,0.0,,,,,1.0,,,90.0,,,,,,,12.0,,,7.6,,,3.0,,2.0,1.0,,,7.0,,21.0,25.0,46.0,,,3,5.0,62.0,1.0,1.0,1.0,3.0
2024-25,12436892,2,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,,2.0,4.0,6.0,,,,2.0,,,,,,,3.0,1.0,,,0.211991,0.009,,2.0,0.0,,,,,,,,12.0,,1.0,,,,,2.0,,,6.9,,,1.0,,1.0,1.0,,,,,2.0,4.0,6.0,,,1,1.0,13.0,,,,1.0
2024-25,12436892,2,21,West_Ham_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,True,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,2.0,2.0,2.0,,,0.00061204,,,,0.0,,,,,1.0,,,28.0,,,,,,,7.0,,,6.6,,,,,1.0,2.0,,,1.0,,3.0,3.0,6.0,,,0,,16.0,1.0,,2.0,
2024-25,12436892,2,21,West_Ham_United,Away,894474,214048,Max Kilman,max-kilman,D,False,,,5.0,16.0,41.0,57.0,,4.0,,5.0,,,,,,1.0,1.0,7.0,,,0.00719396,0.0638,,,1.0,,,,,3.0,2.0,,90.0,,,,,,,8.0,,,8.0,,,1.0,,6.0,1.0,,,9.0,,20.0,44.0,64.0,,,1,1.0,78.0,,1.0,1.0,1.0
2024-25,12436892,2,21,West_Ham_United,Away,905163,460842,Mohammed Kudus,mohammed-kudus,M,False,1.0,,1.0,8.0,6.0,13.0,1.0,,,5.0,,,1.0,1.0,,1.0,6.0,9.0,,,0.164737,0.0821,,2.0,0.0,,,,,,,,88.0,,,,,,,9.0,,,7.1,,,1.0,,,8.0,3.0,,1.0,,10.0,6.0,13.0,,,2,2.0,36.0,2.0,1.0,6.0,1.0
2024-25,12436892,2,21,West_Ham_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436892,2,21,West_Ham_United,Away,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,True,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,8.0,,,,,,,,,,6.5,,,,,2.0,,,,,,,,,,,0,,2.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,2.0,1.0,1.0,2.0,,,,4.0,,,,,,,,,,,0.00016629,,,,0.0,,0.2122,,,,,,45.0,,,,,,,3.0,,1.0,6.9,2.0,2.0,,,1.0,,,,5.0,,3.0,2.0,5.0,,,0,,11.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,,,3.0,3.0,4.0,1.0,,1.0,,,1.0,,,,6.0,4.0,,,5.217e-05,0.1081,,1.0,0.0,,,,,,,,71.0,,,,,,,8.0,,,6.5,,,,,1.0,3.0,2.0,,1.0,,4.0,4.0,6.0,,,1,,17.0,2.0,1.0,2.0,
2024-25,12436927,3,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,4.0,4.0,9.0,13.0,,,,4.0,,,,,,,,,,,0.00101261,,,,0.0,,-0.3302,1.0,,,,,45.0,,,,,,,3.0,,,6.9,2.0,3.0,,,,,,,7.0,,7.0,9.0,16.0,,,0,,23.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,True,,,,3.0,2.0,5.0,,2.0,,,,,,,,1.0,1.0,2.0,,,0.0881824,,,,0.0,,,,,,,,19.0,,,,,,,2.0,,,6.6,,,,,,,,,,,3.0,2.0,5.0,,,0,,7.0,1.0,,,
2024-25,12436927,3,21,West_Ham_United,Home,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,2.0,,2.0,1.0,1.0,,,,,,1.0,,,3.0,1.0,,,0.0018735,,,1.0,0.0,,,,,,,,19.0,,,,,,,3.0,,,6.2,,,,,,,1.0,,,,4.0,,3.0,,,0,,7.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,155997,109533,Emerson,emerson,D,False,,,1.0,8.0,9.0,17.0,1.0,,,1.0,,,,3.0,,1.0,6.0,2.0,,,0.0592585,,,1.0,0.0,,,,,,1.0,,71.0,,,,,,,6.0,,,6.3,,,,,3.0,,,,2.0,,10.0,11.0,21.0,,,0,2.0,36.0,1.0,,,2.0
2024-25,12436927,3,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,1.0,6.0,6.0,11.0,,,,3.0,1.0,,1.0,4.0,,2.0,8.0,3.0,,,0.221438,0.0847,0.0145,,0.0,,,,,,2.0,,86.0,1.0,,,,,,15.0,,,6.8,,,,,1.0,3.0,5.0,,1.0,,15.0,8.0,18.0,,,2,2.0,34.0,,,1.0,1.0
2024-25,12436927,3,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,,13.0,18.0,31.0,,1.0,,8.0,,,,,,,2.0,1.0,,,0.00478404,0.0121,,2.0,0.0,,,,,3.0,,,90.0,,1.0,,,,,6.0,,,6.9,,,1.0,,2.0,,1.0,,1.0,,16.0,21.0,36.0,,,1,,48.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,True,,,,2.0,4.0,6.0,,,,1.0,,,,,,,,,,,0.0780213,0.1347,,,0.0,,,,,,,,13.0,,,,,,,2.0,,,6.6,,,1.0,,,,,,,,4.0,4.0,8.0,,,1,,9.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,2.0,9.0,23.0,32.0,,1.0,,2.0,,,,1.0,,,1.0,1.0,,,0.00518826,,,,0.0,,,,,,,,90.0,,1.0,,,,,3.0,,,6.3,,,,,4.0,,,,3.0,,12.0,23.0,35.0,,,0,,41.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,4.0,37.0,20.0,57.0,,2.0,,7.0,,,,1.0,,1.0,4.0,7.0,1.0,,0.0738048,,,2.0,0.0,,,,,1.0,,,90.0,,,,,,,14.0,,,6.5,,,,,,2.0,,,5.0,,44.0,23.0,67.0,,,0,2.0,81.0,3.0,1.0,2.0,
2024-25,12436927,3,21,West_Ham_United,Home,845464,229384,Andy Irving,andy-irving,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436927,3,21,West_Ham_United,Home,847151,213999,Edson Álvarez,edson-alvarez,M,False,,,3.0,13.0,19.0,32.0,,1.0,,2.0,,,,1.0,,,2.0,2.0,,,0.0176834,,,1.0,0.0,,,,,,1.0,,77.0,,,,,,,3.0,,,6.7,,,,,2.0,,,,3.0,,15.0,20.0,35.0,,,0,1.0,43.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,False,2.0,,,18.0,10.0,26.0,,,,1.0,,,,,,2.0,3.0,5.0,,,0.0454387,,,1.0,0.0,,,,,2.0,2.0,,90.0,,,,,,,11.0,,,6.7,,,,,2.0,3.0,2.0,,2.0,,23.0,11.0,32.0,,,0,2.0,56.0,,,3.0,2.0
2024-25,12436927,3,21,West_Ham_United,Home,894474,214048,Max Kilman,max-kilman,D,False,,,1.0,8.0,20.0,28.0,1.0,,,,,1.0,,1.0,,,3.0,,,,0.00245275,0.2193,,1.0,0.0,,,,,,,,90.0,,2.0,,,,,3.0,,,6.3,,,1.0,,4.0,,,,1.0,,9.0,21.0,30.0,,,1,,40.0,1.0,,,
2024-25,12436927,3,21,West_Ham_United,Home,905163,460842,Mohammed Kudus,mohammed-kudus,M,False,1.0,,1.0,15.0,4.0,18.0,,,,3.0,,,1.0,,,3.0,5.0,4.0,,,0.0291495,0.1068,,,0.0,,,,1.0,,,,90.0,,1.0,,,,,12.0,,,6.6,,,2.0,,,4.0,3.0,,3.0,,19.0,5.0,21.0,,,3,2.0,42.0,2.0,,2.0,1.0
2024-25,12436927,3,21,West_Ham_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,0.00146784,0.0615,0.1726,,0.0,,,,1.0,,,,10.0,1.0,,,,,,1.0,,,6.9,,,,,,,,,,,2.0,,2.0,,,1,,4.0,,,,
2024-25,12436927,3,21,West_Ham_United,Home,945217,462116,Jean-Clair Todibo,jean-clair-todibo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436927,3,21,West_Ham_United,Home,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436927,3,21,West_Ham_United,Home,1142343,518438,Kaelan Casey,casey-kaelan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436941,4,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436941,4,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436941,4,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,3.0,3.0,6.0,2.0,,,1.0,,,1.0,1.0,,3.0,6.0,,,,0.00481218,0.0235,,,0.0,,,,,,,,45.0,,,,,,,13.0,,,6.3,,,,,,,2.0,,2.0,,9.0,3.0,10.0,,,1,,22.0,1.0,,,
2024-25,12436941,4,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,2.0,2.0,16.0,18.0,,,,6.0,,,,,,,,,,,0.00019491,,,,0.0,,-0.2082,,,,,,90.0,,,,,,,12.0,,,6.9,3.0,4.0,,,1.0,,,,14.0,,10.0,20.0,30.0,,,0,,37.0,,,,
2024-25,12436941,4,21,West_Ham_United,Away,130181,84939,Danny Ings,danny-ings,F,True,,,,,,,,,,,,,,,,,,,,,,0.2461,0.5257,,0.0,1.0,,,,,,,8.0,1.0,,,,,,3.0,,,7.4,,,,,,,,,,,,2.0,2.0,,,1,,4.0,1.0,,,
2024-25,12436941,4,21,West_Ham_United,Away,138024,164555,Vladimír Coufal,vladimir-coufal,D,True,,,,6.0,5.0,11.0,,,,3.0,,,,1.0,,1.0,2.0,1.0,,,0.00312393,,,,0.0,,,,,,,,33.0,,,,,,,8.0,,,6.5,,,,,,,,,1.0,,9.0,6.0,15.0,,,0,,25.0,1.0,1.0,,
2024-25,12436941,4,21,West_Ham_United,Away,155997,109533,Emerson,emerson,D,False,2.0,,,14.0,3.0,15.0,1.0,,,1.0,,,,1.0,,,2.0,1.0,,,0.0462437,,,,0.0,,,,,,2.0,,57.0,,,,,,,8.0,,,6.7,,,,,1.0,,3.0,,,,15.0,4.0,16.0,,,0,,32.0,1.0,1.0,,
2024-25,12436941,4,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,8.0,4.0,12.0,2.0,,,,,1.0,1.0,,,3.0,11.0,7.0,,,0.0855983,0.2756,0.3466,4.0,1.0,,,,,1.0,2.0,,90.0,1.0,1.0,,,,,10.0,,,7.1,,,,,1.0,4.0,2.0,,,,10.0,5.0,13.0,,,2,3.0,38.0,2.0,2.0,2.0,2.0
2024-25,12436941,4,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,1.0,10.0,17.0,27.0,,,,4.0,,,,2.0,,1.0,4.0,4.0,,,0.00827566,,,1.0,0.0,,,,,,,,70.0,,,,,,,8.0,,,6.5,,,,,,,1.0,,2.0,,15.0,19.0,33.0,,,0,3.0,44.0,,1.0,,
2024-25,12436941,4,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,4.0,,4.0,4.0,1.0,,1.0,,,,,,,5.0,1.0,,,0.00189941,0.0682,,,0.0,,,,,,,,45.0,,1.0,,,,,5.0,,,6.6,,,2.0,,1.0,1.0,,,1.0,,7.0,,7.0,,,2,,14.0,1.0,,,
2024-25,12436941,4,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,False,,,4.0,12.0,24.0,36.0,1.0,4.0,,1.0,,,,,,,1.0,6.0,,,0.00442991,0.0949,0.0097,1.0,0.0,,,,,1.0,,,90.0,1.0,1.0,,,,,8.0,,,7.4,,,1.0,,10.0,,,,8.0,1.0,16.0,27.0,43.0,,,2,2.0,60.0,1.0,,,1.0
2024-25,12436941,4,21,West_Ham_United,Away,832427,224860,Carlos Soler,carlos-soler,M,True,,,,1.0,4.0,5.0,1.0,,,2.0,,,,3.0,,2.0,8.0,1.0,,,0.00035229,,,2.0,0.0,,,,,1.0,,,20.0,,1.0,,,,,3.0,,,6.3,,,,,1.0,,,,,,1.0,5.0,6.0,,,0,1.0,14.0,,,,1.0
