season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090045,5,21,West_Ham_United,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,24.0,22.0,46.0,,3.0,8.0,,,,,,,,,9.0,,,,,,,,3.0,,,90.0,,,,,,,,3.0,,7.5,,,,2.0,,,,3.0,,26.0,22.0,48.0,0,6.0,61.0,1.0,,,4.0
2016-17,7090045,5,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,3.0,23.0,6.0,28.0,1.0,2.0,5.0,,1.0,2.0,,,,3.0,9.0,9.0,,,,,1.0,,,,2.0,1.0,90.0,3.0,,,,,,,19.0,,7.3,,,3.0,1.0,7.0,4.0,,7.0,1.0,31.0,7.0,34.0,8,2.0,69.0,2.0,3.0,2.0,2.0
2016-17,7090045,5,21,West_Ham_United,Away,48077,,Simone Zaza,simone-zaza,F,False,,,1.0,4.0,3.0,7.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,45.0,,,,,,,,6.0,,6.5,,,1.0,,,,,1.0,,7.0,3.0,10.0,1,,14.0,3.0,,,
2016-17,7090045,5,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,,6.0,2.0,11.0,13.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,1.0,,,,2.0,1.0,5.9,1.0,2.0,,1.0,,,,8.0,,3.0,12.0,15.0,0,,23.0,,,,
2016-17,7090045,5,21,West_Ham_United,Away,88125,59796,Gökhan Töre,gokhan-tore,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090045,5,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,False,,,6.0,34.0,20.0,54.0,1.0,3.0,10.0,,,,1.0,,,1.0,4.0,7.0,,,3.0,,,,,8.0,1.0,,77.0,,,1.0,,,,,6.0,,6.4,,,,1.0,,,,8.0,,37.0,21.0,58.0,0,4.0,78.0,,,,3.0
2016-17,7090045,5,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,4.0,74.0,26.0,100.0,,,4.0,,,2.0,2.0,,,2.0,5.0,8.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,,16.0,,7.6,,,3.0,,7.0,2.0,,6.0,,84.0,26.0,108.0,6,,132.0,3.0,2.0,6.0,
2016-17,7090045,5,21,West_Ham_United,Away,340519,168287,Jonathan Calleri,jonathan-calleri,F,True,,,,4.0,2.0,6.0,3.0,,4.0,,,2.0,,,,2.0,6.0,2.0,,,1.0,,,,,,,,45.0,,,,,,,,8.0,,6.3,,,,,1.0,,,,,7.0,2.0,9.0,2,1.0,18.0,1.0,1.0,,1.0
2016-17,7090045,5,21,West_Ham_United,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,1.0,,6.4,,,,,,,,,,,,,0,,3.0,1.0,1.0,,
2016-17,7090045,5,21,West_Ham_United,Away,788768,173792,Reece Oxford,reece-oxford,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090053,6,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,False,,,6.0,30.0,18.0,48.0,,,3.0,,,1.0,,,,,1.0,4.0,,,1.0,,,,,5.0,1.0,,82.0,,,,,,,,7.0,,7.1,,,,,,,,8.0,,35.0,20.0,55.0,1,,67.0,,4.0,,
2016-17,7090053,6,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090053,6,21,West_Ham_United,Home,14120,48717,Winston Reid,winston-reid,D,False,,,5.0,20.0,12.0,32.0,,4.0,3.0,,,,,,,,4.0,6.0,,,3.0,,,,,4.0,1.0,,90.0,,,,,,,,9.0,,7.2,,,2.0,7.0,1.0,,,6.0,,26.0,14.0,40.0,2,2.0,58.0,,,,1.0
2016-17,7090053,6,21,West_Ham_United,Home,14167,18759,Álvaro Arbeloa,alvaro-arbeloa,D,False,,,,24.0,13.0,37.0,,2.0,4.0,,,,1.0,,,1.0,4.0,5.0,,,2.0,,,,,6.0,,,90.0,,,,,,,,6.0,,6.4,,,,1.0,,2.0,,1.0,,27.0,15.0,40.0,0,2.0,63.0,,1.0,,2.0
2016-17,7090053,6,21,West_Ham_United,Home,14216,37901,Dimitri Payet,dimitri-payet,M,False,3.0,,1.0,19.0,10.0,26.0,,,3.0,,,2.0,1.0,,,1.0,5.0,5.0,,,,,,,,,2.0,,90.0,,,,,,,,23.0,,6.7,,,1.0,1.0,6.0,10.0,,1.0,,34.0,11.0,35.0,3,1.0,63.0,3.0,1.0,3.0,1.0
2016-17,7090053,6,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,3.0,16.0,20.0,36.0,,1.0,7.0,,,,,,,,,1.0,,,,,,,,5.0,1.0,,90.0,,3.0,,,,,,10.0,,7.3,,,,8.0,,1.0,,7.0,,22.0,23.0,44.0,0,,65.0,1.0,,,
2016-17,7090053,6,21,West_Ham_United,Home,22337,43626,Håvard Nordtveit,havard-nordtveit,D,False,,,,9.0,9.0,18.0,,,4.0,,,,,,,,3.0,1.0,,,1.0,,,,,,,,71.0,,1.0,,,,,,9.0,,6.1,,,,,2.0,1.0,,4.0,,13.0,10.0,22.0,0,1.0,34.0,,,,
2016-17,7090053,6,21,West_Ham_United,Home,37240,44336,Sofiane Feghouli,sofiane-feghouli,M,True,3.0,,1.0,10.0,3.0,10.0,,1.0,3.0,,,1.0,,,,1.0,3.0,4.0,,,,,,,,1.0,1.0,,45.0,,,,,,,,11.0,,6.5,,,,,2.0,8.0,,1.0,,18.0,3.0,13.0,1,,30.0,,3.0,,
2016-17,7090053,6,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,1.0,,1.0,9.0,7.0,15.0,3.0,2.0,6.0,,,,,,,,5.0,5.0,1.0,,1.0,,,,,3.0,,,90.0,,,,,,,,12.0,,6.1,,,,1.0,2.0,2.0,,4.0,,15.0,8.0,21.0,0,1.0,38.0,3.0,1.0,1.0,
2016-17,7090053,6,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090053,6,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,,10.0,4.0,13.0,6.0,4.0,2.0,,,,1.0,,,1.0,10.0,10.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,16.0,,6.9,,,2.0,,5.0,3.0,,1.0,,21.0,4.0,22.0,2,,44.0,2.0,2.0,4.0,
2016-17,7090053,6,21,West_Ham_United,Home,48077,,Simone Zaza,simone-zaza,F,False,,,,5.0,5.0,10.0,1.0,1.0,3.0,,,1.0,1.0,,,4.0,6.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,,8.0,,6.5,,,2.0,,,,,,,8.0,6.0,14.0,3,,25.0,,1.0,,
2016-17,7090053,6,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,2.0,4.0,4.0,5.0,9.0,,1.0,9.0,,,,1.0,,,,1.0,1.0,,,,,,3.0,,,,,90.0,,,,,,,,13.0,,7.1,6.0,6.0,,,,,2.0,17.0,,15.0,7.0,22.0,0,,37.0,,,,
2016-17,7090053,6,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,1.0,7.0,9.0,16.0,,,2.0,,,,,,,,,2.0,,,,,,,,1.0,,,45.0,,,,,,,,10.0,,6.7,,,,,1.0,1.0,,3.0,,15.0,9.0,23.0,0,,29.0,2.0,1.0,1.0,
2016-17,7090053,6,21,West_Ham_United,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090053,6,21,West_Ham_United,Home,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,True,,,1.0,8.0,2.0,10.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,2.0,,9.0,2.0,11.0,0,,12.0,,,,
2016-17,7090053,6,21,West_Ham_United,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,5.0,1.0,6.0,2.0,1.0,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,19.0,1.0,,,,,,,3.0,,6.6,,,,,,,,,,7.0,1.0,8.0,1,,11.0,,,,
2016-17,7090053,6,21,West_Ham_United,Home,788768,173792,Reece Oxford,reece-oxford,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,21,West_Ham_United,Home,9729,8380,James Collins,james-collins,D,False,,,,2.0,20.0,22.0,,1.0,3.0,,,,,,,,,3.0,,,,,,,,,,,90.0,,1.0,,,,,,12.0,,7.0,,,1.0,8.0,,,,10.0,,13.0,21.0,34.0,1,2.0,47.0,,,,2.0
2016-17,7090062,7,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,False,,,5.0,13.0,14.0,27.0,,,8.0,,,,,,,,1.0,2.0,,,,,,,1.0,1.0,,,73.0,,,,,,,,10.0,,7.2,,,2.0,,2.0,,,7.0,,19.0,16.0,35.0,2,1.0,43.0,,,1.0,1.0
2016-17,7090062,7,21,West_Ham_United,Home,13060,32259,Darren Randolph,darren-randolph,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,21,West_Ham_United,Home,14120,48717,Winston Reid,winston-reid,D,False,,,5.0,3.0,22.0,25.0,2.0,4.0,7.0,,,2.0,1.0,1.0,,,3.0,6.0,,,,1.0,,,,8.0,1.0,,90.0,,2.0,,,,,,3.0,,8.3,,,,10.0,,,,7.0,,5.0,23.0,28.0,2,,54.0,,2.0,,
2016-17,7090062,7,21,West_Ham_United,Home,14167,18759,Álvaro Arbeloa,alvaro-arbeloa,D,True,,,1.0,9.0,14.0,23.0,,1.0,7.0,,,,1.0,,,,3.0,3.0,,,2.0,,,,,1.0,1.0,,83.0,,,,,,,,7.0,,6.8,,,1.0,2.0,,,,1.0,,12.0,16.0,28.0,1,1.0,44.0,,1.0,,1.0
2016-17,7090062,7,21,West_Ham_United,Home,14216,37901,Dimitri Payet,dimitri-payet,M,False,4.0,,2.0,19.0,12.0,27.0,,,8.0,,,2.0,1.0,,,2.0,9.0,11.0,,,,,1.0,,,1.0,5.0,,90.0,1.0,,,,,,,25.0,,8.4,,,1.0,1.0,12.0,9.0,,7.0,,34.0,12.0,37.0,4,,74.0,,5.0,6.0,
2016-17,7090062,7,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,1.0,,1.0,14.0,11.0,24.0,3.0,2.0,2.0,,,,,,,3.0,7.0,4.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,16.0,,7.0,,,,5.0,,1.0,,1.0,,18.0,12.0,29.0,0,2.0,61.0,,,,2.0
2016-17,7090062,7,21,West_Ham_United,Home,37240,44336,Sofiane Feghouli,sofiane-feghouli,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,7.0,8.0,15.0,2.0,3.0,4.0,,,,,,,,6.0,5.0,,,3.0,,,,,3.0,1.0,,90.0,,,,,,,,9.0,,6.5,,,,,2.0,,,3.0,,11.0,10.0,21.0,0,,32.0,1.0,2.0,,
2016-17,7090062,7,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,False,,,3.0,17.0,16.0,33.0,4.0,1.0,8.0,,,,1.0,,,2.0,9.0,7.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,13.0,,6.9,,,,3.0,1.0,,,9.0,,26.0,17.0,43.0,0,3.0,60.0,,2.0,1.0,3.0
2016-17,7090062,7,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,,15.0,2.0,16.0,6.0,3.0,3.0,,,2.0,,,,3.0,13.0,5.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,,15.0,,6.7,,,2.0,1.0,4.0,3.0,,2.0,3.0,22.0,2.0,21.0,5,,44.0,2.0,,2.0,
2016-17,7090062,7,21,West_Ham_United,Home,48077,,Simone Zaza,simone-zaza,F,True,,,1.0,4.0,3.0,7.0,3.0,2.0,3.0,,,,,,,,4.0,3.0,,,1.0,,,,,2.0,1.0,,45.0,,,,,,,,2.0,,6.8,,,1.0,,,,,1.0,2.0,6.0,3.0,9.0,1,1.0,15.0,,,,1.0
2016-17,7090062,7,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,1.0,5.0,5.0,5.0,10.0,,1.0,8.0,,,,,,1.0,,,1.0,,,,,,2.0,,,1.0,,90.0,,,,,,,,12.0,2.0,6.8,1.0,1.0,,2.0,,,1.0,16.0,,16.0,5.0,21.0,0,,33.0,,,,
2016-17,7090062,7,21,West_Ham_United,Home,88125,59796,Gökhan Töre,gokhan-tore,M,False,,,,5.0,2.0,7.0,,,1.0,,,,,,,3.0,6.0,1.0,,,1.0,,,,,,,,45.0,,,,,,,,8.0,,6.4,,,2.0,,2.0,,,,,7.0,3.0,10.0,2,1.0,19.0,,,,1.0
2016-17,7090062,7,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,7.0,2.0,9.0,,,2.0,,,,,,,1.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,17.0,,,,,,,,2.0,,6.8,,,1.0,,,,,,,8.0,2.0,10.0,1,1.0,15.0,,,,
2016-17,7090062,7,21,West_Ham_United,Home,254713,113564,Sam Byram,sam-byram,D,False,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,3.0,,,,
2016-17,7090062,7,21,West_Ham_United,Home,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090062,7,21,West_Ham_United,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090074,8,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090074,8,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,4.0,19.0,21.0,40.0,,1.0,9.0,,,,2.0,,,1.0,5.0,8.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,13.0,,7.1,,,,2.0,,1.0,,6.0,,28.0,24.0,51.0,0,7.0,65.0,,,,6.0
2016-17,7090074,8,21,West_Ham_United,Away,14120,48717,Winston Reid,winston-reid,D,False,,,2.0,3.0,10.0,13.0,2.0,3.0,3.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,6.0,,7.8,,,,15.0,,,,6.0,,9.0,10.0,19.0,0,3.0,42.0,,1.0,,3.0
2016-17,7090074,8,21,West_Ham_United,Away,14216,37901,Dimitri Payet,dimitri-payet,M,False,3.0,,1.0,21.0,7.0,25.0,,,4.0,,1.0,,1.0,,,,2.0,2.0,,,,,,,,1.0,3.0,,78.0,1.0,,,,,,,17.0,,6.9,,,1.0,,2.0,7.0,,1.0,,32.0,9.0,34.0,2,1.0,51.0,3.0,,1.0,1.0
2016-17,7090074,8,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,1.0,11.0,11.0,22.0,2.0,1.0,3.0,,,,,,,,4.0,1.0,,,2.0,,,,,4.0,,,90.0,,,1.0,,,,,6.0,,6.4,,,,2.0,,,,2.0,,15.0,13.0,28.0,0,,35.0,,,,
2016-17,7090074,8,21,West_Ham_United,Away,22337,43626,Håvard Nordtveit,havard-nordtveit,D,True,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1,,3.0,,,,
2016-17,7090074,8,21,West_Ham_United,Away,37240,44336,Sofiane Feghouli,sofiane-feghouli,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090074,8,21,West_Ham_United,Away,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,1.0,,1.0,11.0,3.0,13.0,2.0,,3.0,1.0,,,1.0,,,,4.0,,,,2.0,1.0,,,,1.0,2.0,,75.0,,,,,,,,12.0,,6.8,,,1.0,2.0,,3.0,,4.0,1.0,20.0,4.0,21.0,1,,36.0,1.0,,,
2016-17,7090074,8,21,West_Ham_United,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,4.0,12.0,16.0,6.0,7.0,2.0,,,,,,,,7.0,9.0,,,2.0,,,,,3.0,,,90.0,,,,,,,,10.0,,7.5,,,1.0,11.0,,,,2.0,,10.0,15.0,25.0,1,1.0,46.0,1.0,2.0,,
2016-17,7090074,8,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,False,,,5.0,20.0,19.0,39.0,3.0,,10.0,,,1.0,,,,,3.0,7.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,7.7,,,,4.0,2.0,,,6.0,,25.0,22.0,47.0,1,4.0,61.0,,1.0,2.0,4.0
2016-17,7090074,8,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,,,1.0,9.0,6.0,15.0,2.0,,4.0,,,,1.0,,,1.0,7.0,8.0,,,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.9,,,1.0,,9.0,3.0,,5.0,,17.0,10.0,24.0,1,2.0,59.0,1.0,,6.0,2.0
2016-17,7090074,8,21,West_Ham_United,Away,48077,,Simone Zaza,simone-zaza,F,False,1.0,,,10.0,3.0,12.0,8.0,12.0,1.0,,,1.0,,,,,10.0,18.0,,,2.0,,,,,,1.0,,86.0,1.0,,,,,,,13.0,,7.4,,,1.0,1.0,1.0,1.0,,,,19.0,4.0,22.0,3,1.0,40.0,2.0,4.0,1.0,
2016-17,7090074,8,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,False,,2.0,18.0,18.0,3.0,21.0,1.0,,15.0,,,,,,1.0,,1.0,1.0,,,,,,3.0,,,,,90.0,,,,1.0,,,,20.0,,7.3,1.0,3.0,,1.0,,,2.0,38.0,,36.0,5.0,41.0,0,,51.0,,1.0,,
2016-17,7090074,8,21,West_Ham_United,Away,111004,82257,Raphael Spiegel,raphael-spiegel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090074,8,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,2.0,23.0,7.0,30.0,1.0,,5.0,1.0,,,1.0,,,,3.0,7.0,,,,,1.0,,,,4.0,,88.0,2.0,,,,,,,5.0,,8.4,,,,,2.0,1.0,,2.0,,27.0,7.0,33.0,2,5.0,48.0,,1.0,1.0,4.0
2016-17,7090074,8,21,West_Ham_United,Away,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,True,,,,2.0,1.0,3.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,12.0,,,,,,,,1.0,,6.6,,,,,,,,,,2.0,1.0,3.0,0,1.0,7.0,,,,1.0
2016-17,7090074,8,21,West_Ham_United,Away,340519,168287,Jonathan Calleri,jonathan-calleri,F,True,,,1.0,1.0,1.0,2.0,,,2.0,,,,,,,,3.0,2.0,,,2.0,,,,,,1.0,,4.0,,,,,,,,3.0,,6.7,,,,,1.0,,,1.0,,2.0,1.0,3.0,0,,7.0,1.0,2.0,,
2016-17,7090074,8,21,West_Ham_United,Away,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,21,West_Ham_United,Home,9729,8380,James Collins,james-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,False,,,6.0,69.0,25.0,94.0,1.0,,8.0,,,1.0,1.0,,,1.0,4.0,8.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,5.0,,8.0,,,,1.0,2.0,2.0,,6.0,,72.0,26.0,96.0,1,3.0,116.0,,3.0,2.0,2.0
2016-17,7090123,9,21,West_Ham_United,Home,14120,48717,Winston Reid,winston-reid,D,False,,,3.0,6.0,27.0,33.0,,,5.0,,,,1.0,,,,1.0,1.0,,,,,1.0,,,2.0,,,90.0,1.0,3.0,,,,,,6.0,,8.2,,,1.0,6.0,1.0,1.0,,6.0,,9.0,30.0,38.0,2,,55.0,,,1.0,
2016-17,7090123,9,21,West_Ham_United,Home,14216,37901,Dimitri Payet,dimitri-payet,M,False,2.0,,4.0,48.0,10.0,56.0,,,3.0,,,,,,,3.0,5.0,9.0,,,1.0,1.0,,,1.0,1.0,7.0,,90.0,1.0,,,,,,,35.0,,8.7,,,2.0,,7.0,14.0,,6.0,,73.0,10.0,69.0,3,,109.0,3.0,3.0,6.0,
2016-17,7090123,9,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,False,,,4.0,19.0,21.0,40.0,,1.0,7.0,,,,,,,,,3.0,,,,,,,,6.0,,,90.0,,,,,,,,8.0,,7.5,,,,5.0,,,,8.0,,24.0,23.0,47.0,0,1.0,63.0,1.0,1.0,,1.0
2016-17,7090123,9,21,West_Ham_United,Home,22337,43626,Håvard Nordtveit,havard-nordtveit,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,21,West_Ham_United,Home,37240,44336,Sofiane Feghouli,sofiane-feghouli,M,True,1.0,,,11.0,2.0,12.0,,,2.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,2.0,,,27.0,,,,,,,,10.0,,6.5,,,,,1.0,6.0,,1.0,,17.0,4.0,15.0,0,,27.0,1.0,1.0,1.0,
2016-17,7090123,9,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,1.0,23.0,28.0,51.0,,6.0,12.0,,,,,,,2.0,3.0,7.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,4.0,,7.6,,,2.0,15.0,,,,2.0,,25.0,28.0,53.0,2,1.0,81.0,,,,1.0
2016-17,7090123,9,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,False,,,4.0,39.0,14.0,53.0,,,3.0,,,,1.0,,,,2.0,7.0,,,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,9.0,,7.8,,,1.0,1.0,1.0,1.0,,6.0,,48.0,14.0,61.0,1,4.0,78.0,,2.0,1.0,3.0
2016-17,7090123,9,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,1.0,14.0,7.0,20.0,1.0,3.0,1.0,,,,,,,3.0,6.0,6.0,,,1.0,,,,,1.0,1.0,,63.0,1.0,,,,,,,22.0,,6.5,,,,1.0,4.0,6.0,,1.0,,24.0,11.0,29.0,1,,58.0,1.0,,3.0,
2016-17,7090123,9,21,West_Ham_United,Home,48077,,Simone Zaza,simone-zaza,F,False,,,,4.0,2.0,6.0,3.0,2.0,1.0,,,4.0,,,,1.0,5.0,2.0,,,1.0,,,,,,,,69.0,,,,,,,,9.0,,6.5,,,1.0,,,,,,2.0,10.0,2.0,12.0,5,,21.0,2.0,,,
2016-17,7090123,9,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,False,,,8.0,5.0,7.0,12.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,1.0,7.2,,2.0,,1.0,,,,15.0,,9.0,10.0,19.0,0,,28.0,,,,
2016-17,7090123,9,21,West_Ham_United,Home,111004,82257,Raphael Spiegel,raphael-spiegel,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090123,9,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,,29.0,15.0,44.0,,,5.0,,,,1.0,,,,2.0,3.0,,,,,,,,1.0,4.0,,84.0,,,,,,,,5.0,,7.3,,,1.0,,2.0,,,1.0,1.0,33.0,15.0,48.0,1,1.0,55.0,,1.0,1.0,1.0
2016-17,7090123,9,21,West_Ham_United,Home,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,False,,,2.0,28.0,13.0,41.0,1.0,,3.0,,,3.0,1.0,,,1.0,6.0,7.0,,,3.0,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,7.1,,,1.0,4.0,3.0,1.0,,2.0,,31.0,14.0,44.0,4,3.0,74.0,2.0,1.0,3.0,1.0
2016-17,7090123,9,21,West_Ham_United,Home,340519,168287,Jonathan Calleri,jonathan-calleri,F,True,,,,4.0,,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,21.0,,,,,,,,2.0,,6.5,,,,,,,,,,5.0,,5.0,0,,6.0,1.0,,,
2016-17,7090123,9,21,West_Ham_United,Home,353224,176296,Ashley Fletcher,ashley-fletcher,F,True,,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,6.0,,,,,,,,3.0,,6.5,,,,,,,,,,4.0,1.0,5.0,0,,7.0,,,,
2016-17,7090123,9,21,West_Ham_United,Home,788768,173792,Reece Oxford,reece-oxford,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
