season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437778,3,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437778,3,21,West_Ham_United,Away,47772,57531,Michail Antonio,michail-antonio,F,False,1.0,,,10.0,2.0,11.0,4.0,3.0,2.0,,,,,,3.0,13.0,6.0,,,,,,,,,2.0,,90.0,,,,,,,,,24.0,,5.8,,,1.0,,8.0,4.0,,,1.0,18.0,4.0,18.0,1,,47.0,2.0,1.0,2.0,
2017-18,7437778,3,21,West_Ham_United,Away,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437778,3,21,West_Ham_United,Away,74069,73889,Diafra Sakho,diafra-sakho,F,True,,,,,1.0,1.0,1.0,,,,,,,,,2.0,,,,2.0,,,,,,,,20.0,,,,,,,,,1.0,,6.4,,,,1.0,,,,,,,1.0,1.0,0,,3.0,1.0,,,
2017-18,7437778,3,21,West_Ham_United,Away,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437778,3,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,2.0,14.0,20.0,34.0,,,2.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,45.0,,,,,,,,,6.0,,6.4,,,1.0,,1.0,1.0,,2.0,,17.0,21.0,37.0,1,,45.0,1.0,1.0,,
2017-18,7437778,3,21,West_Ham_United,Away,330099,163526,Edimilson Fernandes,edimilson-fernandes,M,False,,,5.0,15.0,20.0,35.0,3.0,1.0,6.0,,,,1.0,,,5.0,3.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,11.0,,6.5,,,1.0,,1.0,,,6.0,,22.0,23.0,45.0,1,,51.0,1.0,1.0,1.0,
2017-18,7437778,3,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,,,1.0,3.0,11.0,14.0,2.0,2.0,2.0,,,,,,1.0,3.0,6.0,,,,,,,,,,,45.0,,1.0,,,,,,,1.0,,6.9,,,,1.0,,,,1.0,,3.0,11.0,14.0,0,4.0,22.0,,,,
2017-18,7437757,4,21,West_Ham_United,Home,9729,8380,James Collins,james-collins,D,False,,,7.0,12.0,17.0,29.0,2.0,4.0,4.0,,1.0,,,,,2.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,10.0,,7.5,,,1.0,8.0,,,,15.0,,21.0,17.0,38.0,1,1.0,56.0,1.0,,,
2017-18,7437757,4,21,West_Ham_United,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,,1.0,17.0,6.0,22.0,1.0,4.0,7.0,,,,3.0,,1.0,7.0,11.0,,,2.0,,,,,2.0,2.0,,90.0,,,,,,,,,20.0,,7.0,,,,2.0,,3.0,,4.0,,27.0,10.0,34.0,0,4.0,73.0,2.0,3.0,,
2017-18,7437757,4,21,West_Ham_United,Home,14120,48717,Winston Reid,winston-reid,D,False,,,2.0,7.0,16.0,23.0,,4.0,4.0,,,,,,,2.0,4.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,6.0,,7.1,,,,7.0,1.0,,,5.0,,12.0,16.0,28.0,0,,40.0,,,,
2017-18,7437757,4,21,West_Ham_United,Home,16817,15749,Joe Hart,joe-hart,G,False,,,8.0,8.0,4.0,12.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,9.0,,7.1,,2.0,,,,,,17.0,,17.0,4.0,21.0,0,,26.0,,,,
2017-18,7437757,4,21,West_Ham_United,Home,18998,40142,Andy Carroll,andy-carroll,F,False,1.0,,,11.0,,10.0,4.0,14.0,,,,3.0,,,2.0,10.0,16.0,,,3.0,,,,,,,,82.0,1.0,1.0,,,,,,,15.0,,7.2,,,2.0,2.0,1.0,2.0,,1.0,,23.0,,21.0,6,,38.0,,2.0,,
2017-18,7437757,4,21,West_Ham_United,Home,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437757,4,21,West_Ham_United,Home,27035,45124,André Ayew,andre-ayew,F,True,,,,4.0,2.0,6.0,2.0,,2.0,,,,,,1.0,3.0,3.0,,,,1.0,1.0,,,1.0,2.0,,26.0,1.0,,,,,,,,5.0,,8.1,,,,,1.0,1.0,,,,6.0,4.0,9.0,1,2.0,17.0,,,1.0,
2017-18,7437757,4,21,West_Ham_United,Home,27622,38580,José Fonte,jose-fonte,D,False,,,4.0,14.0,15.0,29.0,2.0,2.0,6.0,,,1.0,1.0,,,4.0,5.0,,,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,,11.0,,7.3,,,1.0,1.0,1.0,1.0,,8.0,,22.0,17.0,38.0,2,2.0,52.0,1.0,,1.0,
2017-18,7437757,4,21,West_Ham_United,Home,34312,,Javier Hernández,javier-hernandez,F,False,1.0,,,8.0,3.0,10.0,3.0,,2.0,,,,,,1.0,7.0,,,,1.0,,,,1.0,1.0,2.0,,64.0,,,,,,,,,8.0,,6.7,,,2.0,,2.0,1.0,,,,13.0,3.0,15.0,2,,22.0,,,,
2017-18,7437757,4,21,West_Ham_United,Home,43443,55459,Aaron Cresswell,aaron-cresswell,D,False,4.0,,5.0,13.0,5.0,14.0,2.0,2.0,5.0,1.0,,,,,3.0,6.0,3.0,,,1.0,,,,,,3.0,,90.0,,2.0,,,,,,,27.0,,7.3,,,1.0,2.0,,19.0,,11.0,,34.0,7.0,22.0,1,1.0,62.0,,,,
2017-18,7437757,4,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,13.0,8.0,21.0,2.0,2.0,8.0,,,,1.0,,,3.0,6.0,,,,,,,,,1.0,,90.0,,,,,,,,,11.0,,7.1,,,2.0,1.0,,,,,,19.0,12.0,31.0,2,2.0,41.0,1.0,2.0,,
2017-18,7437757,4,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,False,,,5.0,14.0,15.0,29.0,2.0,,8.0,,,,1.0,,,3.0,10.0,,,,,1.0,,,2.0,,,89.0,1.0,1.0,,,,,,,9.0,,8.4,,,,,1.0,1.0,,5.0,,18.0,18.0,35.0,1,8.0,58.0,2.0,1.0,1.0,
2017-18,7437757,4,21,West_Ham_United,Home,47772,57531,Michail Antonio,michail-antonio,F,False,,,2.0,8.0,1.0,9.0,4.0,,,,,2.0,2.0,,5.0,14.0,6.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,,20.0,,6.5,,,1.0,,2.0,4.0,,2.0,,16.0,2.0,14.0,3,1.0,41.0,5.0,4.0,1.0,
2017-18,7437757,4,21,West_Ham_United,Home,50539,60706,Adrián,adrian,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437757,4,21,West_Ham_United,Home,74069,73889,Diafra Sakho,diafra-sakho,F,True,,,1.0,2.0,,2.0,2.0,2.0,,,,,,,1.0,3.0,2.0,,,,,,,,,,,8.0,,,,,,,,,3.0,,6.6,,,,,,,,1.0,,4.0,,4.0,0,,8.0,,,,
2017-18,7437757,4,21,West_Ham_United,Home,174975,105717,Arthur Masuaku,arthur-masuaku,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437757,4,21,West_Ham_United,Home,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437757,4,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2017-18,7437803,5,21,West_Ham_United,Away,9729,8380,James Collins,james-collins,D,False,,,3.0,19.0,21.0,40.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,58.0,,,,,,,,,5.0,,6.9,,,,5.0,,,,5.0,,23.0,22.0,45.0,0,,50.0,,,,
2017-18,7437803,5,21,West_Ham_United,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,,2.0,18.0,21.0,38.0,,,4.0,,,,,,,2.0,5.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,,10.0,,7.2,,,,2.0,,4.0,,3.0,,24.0,22.0,42.0,0,3.0,62.0,,2.0,,
2017-18,7437803,5,21,West_Ham_United,Away,14120,48717,Winston Reid,winston-reid,D,False,,,2.0,8.0,56.0,64.0,,1.0,6.0,,,,2.0,,,2.0,2.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,4.0,,7.0,,,,6.0,,,,4.0,,12.0,56.0,68.0,0,,77.0,,1.0,,
2017-18,7437803,5,21,West_Ham_United,Away,16817,15749,Joe Hart,joe-hart,G,False,,,17.0,11.0,7.0,18.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,12.0,,7.0,1.0,1.0,,,,,,28.0,,22.0,7.0,29.0,0,,35.0,,,,
2017-18,7437803,5,21,West_Ham_United,Away,18998,40142,Andy Carroll,andy-carroll,F,False,,,1.0,9.0,3.0,12.0,2.0,8.0,3.0,,,1.0,,,,3.0,10.0,,,1.0,,,,,1.0,,,82.0,,,,,,,,,13.0,,7.0,,,2.0,,,,,1.0,1.0,17.0,6.0,23.0,3,1.0,31.0,2.0,1.0,,
2017-18,7437803,5,21,West_Ham_United,Away,21164,40669,Angelo Ogbonna,angelo-ogbonna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437803,5,21,West_Ham_United,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,True,,,1.0,7.0,,7.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,32.0,,,,,,,,,10.0,,6.5,,,,,1.0,5.0,,2.0,,13.0,,8.0,0,,19.0,3.0,,,
2017-18,7437803,5,21,West_Ham_United,Away,27035,45124,André Ayew,andre-ayew,F,True,,,,5.0,,5.0,1.0,,1.0,,,,2.0,,,3.0,1.0,,,,,,,,,,,14.0,,,,,,,,,,,6.5,,,,,1.0,,,,,5.0,,5.0,0,,6.0,,,1.0,
2017-18,7437803,5,21,West_Ham_United,Away,27622,38580,José Fonte,jose-fonte,D,False,2.0,,7.0,37.0,38.0,73.0,,2.0,3.0,,,1.0,,,,1.0,6.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,10.0,,7.6,,,1.0,,,2.0,,11.0,,45.0,40.0,83.0,2,4.0,91.0,,,,
2017-18,7437803,5,21,West_Ham_United,Away,34312,,Javier Hernández,javier-hernandez,F,False,,,1.0,8.0,6.0,14.0,,,3.0,,,,2.0,,1.0,4.0,3.0,,,,,,,,,1.0,,76.0,,,,,,,,,9.0,,6.4,,,,,1.0,,,3.0,,15.0,6.0,21.0,0,,29.0,,3.0,,
