season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025065,2,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,,,,2.0,10.0,12.0,2.0,,,1.0,,,,1.0,,,9.0,3.0,,,0.00125242,,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,17.0,,,4.8,,,,,4.0,3.0,,,2.0,,5.0,17.0,22.0,,,0,3.0,48.0,2.0,,,1.0
2025-26,14025065,2,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,1.0,4.0,33.0,37.0,2.0,1.0,,3.0,,,,,,,2.0,3.0,,,0.00111982,0.0965,0.1446,,0.0,,,,,,,1.0,,,,,,90.0,1.0,,,,,,,6.0,,,5.9,,,,,4.0,,,,2.0,,6.0,37.0,43.0,,,1,2.0,51.0,,,,2.0
2025-26,14025065,2,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,False,,,,1.0,8.0,9.0,3.0,,,1.0,,,,,,,3.0,,,,0.00061666,,,,0.0,,,,,,,,,,,,,58.0,,,,,,,,3.0,,,6.3,,,,,,,,,,,1.0,10.0,11.0,,,0,,12.0,1.0,,,
2025-26,14025065,2,2,Leeds_United,Away,865523,435997,Noah Okafor,noah-okafor,F,True,,,,1.0,5.0,6.0,,,,2.0,,,,,,3.0,4.0,2.0,,,0.00044222,,,,0.0,,,,,,,,,,,,,24.0,,,,,,,,4.0,,,6.5,,,,,,1.0,,,,,1.0,5.0,6.0,,,0,2.0,12.0,,,,2.0
2025-26,14025065,2,2,Leeds_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,1.0,2.0,3.0,5.0,,,,1.0,,,,3.0,,1.0,4.0,,,,0.00097496,,,,0.0,,,,,,,,,,,,,32.0,,,,,,,,2.0,,,6.2,,,,,1.0,,,,1.0,,2.0,4.0,6.0,,,0,,8.0,,,,
2025-26,14025065,2,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,False,,,8.0,4.0,12.0,16.0,,,,4.0,,,,,,,,,,,0.00081185,,,,0.0,,-2.2252,,,,,,,,,,,90.0,,,,,1.0,,,17.0,,,5.1,,,,,,,,,24.0,,18.0,14.0,32.0,,,0,,35.0,,,,
2025-26,14025065,2,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,False,,,,5.0,14.0,19.0,1.0,,,2.0,,,,4.0,,1.0,6.0,,,,0.00142661,,,,0.0,,,,,,,,,,,,,58.0,,,,,,,,6.0,,,5.8,,,,,,,,,,,7.0,17.0,24.0,,,0,,26.0,,,,
2025-26,14025065,2,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025065,2,2,Leeds_United,Away,889861,466525,Anton Stach,anton-stach,M,False,1.0,,1.0,10.0,11.0,21.0,,,,1.0,,,,,,,2.0,5.0,,1.0,0.0727339,,,2.0,0.0,,,,,,3.0,,,,,,,90.0,,,,1.0,,,,7.0,,,6.2,,,,,1.0,,3.0,,1.0,,12.0,13.0,25.0,,,0,2.0,35.0,1.0,3.0,,
2025-26,14025065,2,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,False,,,1.0,4.0,30.0,34.0,,,,3.0,,,,1.0,,,1.0,2.0,,,0.00121826,,,,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,3.0,,,6.2,,,,,,,,,1.0,,6.0,31.0,37.0,,,0,2.0,41.0,,,,1.0
2025-26,14025065,2,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,False,,,,1.0,8.0,9.0,1.0,,,5.0,,,,1.0,,,4.0,3.0,,,0.00071725,,,1.0,0.0,,,,,2.0,,,,,,,,83.0,,,,,,,,7.0,,,5.3,,,,,1.0,2.0,,,2.0,,4.0,10.0,14.0,,,0,1.0,28.0,1.0,1.0,1.0,1.0
2025-26,14025065,2,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,True,,,,3.0,2.0,5.0,,,,2.0,,,,1.0,,,2.0,3.0,,,0.041304,,,1.0,0.0,,,,,,,,,,,,,24.0,,,,,,,,5.0,,,6.6,,,,,,1.0,1.0,,,,5.0,3.0,8.0,,,0,1.0,15.0,1.0,1.0,1.0,1.0
2025-26,14025065,2,2,Leeds_United,Away,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,False,,,,4.0,3.0,7.0,1.0,,,2.0,,,,1.0,,,4.0,4.0,,,0.00085598,,,,0.0,,,,,,,,,,,,,66.0,,,,,,,,4.0,,,6.7,,,,,,2.0,,,,,6.0,3.0,9.0,,,0,4.0,20.0,,,,3.0
2025-26,14025100,3,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,2.0,3.0,5.0,4.0,1.0,,2.0,,,,,,,4.0,1.0,,,0.00085564,0.0701,0.0926,,0.0,,,,,,,,,,,,,20.0,1.0,,,,,,,3.0,,,6.3,,,1.0,,,,,,,1.0,3.0,3.0,6.0,,,2,,11.0,2.0,,,
2025-26,14025100,3,2,Leeds_United,Home,803185,174594,Lukas Nmecha,lukas-nmecha,F,False,,,,11.0,2.0,13.0,3.0,1.0,,4.0,,,1.0,,,2.0,6.0,3.0,,,0.0153409,0.0983,,1.0,0.0,,,,,1.0,,,,,,,,70.0,,1.0,,,,,,11.0,,,6.3,,,,,3.0,,,,,,16.0,2.0,18.0,,,1,,33.0,4.0,2.0,,
2025-26,14025100,3,2,Leeds_United,Home,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,True,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.538e-05,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,,,,6.6,,,,,,,,,1.0,,,1.0,1.0,,,0,,4.0,,,,
2025-26,14025100,3,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,False,1.0,,,5.0,1.0,6.0,,,,2.0,,1.0,,,,,,3.0,,,0.116732,0.2186,,,0.0,,,,,,1.0,,,,,,,60.0,,,,,,,,7.0,,,7.1,,,1.0,,,,4.0,,,,8.0,2.0,10.0,,,1,1.0,20.0,,2.0,,1.0
2025-26,14025100,3,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,False,,,,12.0,32.0,44.0,1.0,1.0,,3.0,,,,,,1.0,2.0,4.0,,,0.00325264,,,,0.0,,,,,2.0,,,,,,,,90.0,,1.0,,,,,,6.0,,,7.1,,,,,3.0,,,,1.0,,14.0,35.0,49.0,,,0,1.0,63.0,,3.0,,
2025-26,14025100,3,2,Leeds_United,Home,829570,221399,Jack Harrison,jack-harrison,F,True,1.0,,,3.0,2.0,5.0,,,,2.0,,,,,,,,5.0,,,0.0279086,,,,0.0,,,,,3.0,,,,,,,,30.0,,,,,,,,10.0,,,7.0,,,,,,2.0,4.0,,1.0,,7.0,2.0,9.0,,,0,1.0,26.0,3.0,2.0,2.0,1.0
2025-26,14025100,3,2,Leeds_United,Home,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,1.0,,,10.0,18.0,28.0,,,,2.0,1.0,,,,,,,3.0,,,0.030352,,,,0.0,,,,,,2.0,,,,,,,80.0,,1.0,,,,,,8.0,,,7.3,,,,,2.0,,2.0,,2.0,,14.0,19.0,33.0,,,0,2.0,51.0,,1.0,,2.0
2025-26,14025100,3,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,2.0,22.0,37.0,59.0,2.0,1.0,,3.0,,,,,,,3.0,2.0,,,0.00873498,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,4.0,,,7.0,,,,,4.0,,,,3.0,,23.0,40.0,63.0,,,0,,68.0,,1.0,,
2025-26,14025100,3,2,Leeds_United,Home,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,2,Leeds_United,Home,865523,435997,Noah Okafor,noah-okafor,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,2,Leeds_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,,12.0,18.0,30.0,,1.0,,6.0,,,,1.0,,1.0,4.0,8.0,,,0.0148071,,,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,8.0,,,7.0,,,,,,1.0,,,3.0,,14.0,21.0,35.0,,,0,5.0,52.0,,2.0,,4.0
2025-26,14025100,3,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,False,,,8.0,7.0,4.0,11.0,,,,8.0,,,,,,,,,,,0.00247487,,,,0.0,,0.1351,1.0,,,,,,,,,,90.0,,,,,,,,29.0,,,6.5,1.0,2.0,,,1.0,,,,35.0,,29.0,9.0,38.0,,,0,,48.0,,,,
2025-26,14025100,3,2,Leeds_United,Home,886930,434752,Jaka Bijol,jaka-bijol,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025100,3,2,Leeds_United,Home,889861,466525,Anton Stach,anton-stach,M,False,1.0,,1.0,16.0,4.0,20.0,,2.0,,2.0,,,1.0,,,,3.0,5.0,,,0.0231248,0.1769,,3.0,0.0,,,,,1.0,3.0,,,,,,,90.0,,,,,,,,12.0,,,7.0,,,2.0,,1.0,,4.0,,3.0,,20.0,7.0,27.0,,,3,2.0,44.0,,1.0,,1.0
2025-26,14025100,3,2,Leeds_United,Home,911679,486520,Ilia Gruev,ilia-gruev,M,False,,,4.0,21.0,31.0,52.0,1.0,1.0,,2.0,,,,3.0,,,4.0,4.0,,,0.0122582,,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,4.0,,,7.1,,,,,1.0,,,,5.0,,23.0,32.0,55.0,,,0,3.0,66.0,1.0,,,3.0
2025-26,14025100,3,2,Leeds_United,Home,929132,226182,Jayden Bogle,jayden-bogle,D,False,,,,12.0,16.0,28.0,,,,9.0,,,,1.0,,1.0,8.0,5.0,,,0.0233533,0.082,,3.0,0.0,,,,,2.0,1.0,,,,,,,90.0,,,,,,,,15.0,,,6.9,,,1.0,,3.0,5.0,1.0,,2.0,,22.0,16.0,38.0,,,1,2.0,62.0,,1.0,2.0,1.0
2025-26,14025100,3,2,Leeds_United,Home,973431,427637,Brenden Aaronson,brenden-aaronson,M,True,,,,4.0,2.0,6.0,,,,,,,,,,,,3.0,,,0.0161107,,,,0.0,,,,,,,,,,,,,30.0,,,,,,,,3.0,,,6.9,,,,,,2.0,,,1.0,,6.0,2.0,8.0,,,0,1.0,13.0,1.0,,2.0,1.0
2025-26,14025100,3,2,Leeds_United,Home,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,False,,,,11.0,9.0,20.0,,,,3.0,,,1.0,,,,2.0,1.0,,,0.046942,0.0418,,1.0,0.0,,,,,,1.0,,,,,,,60.0,,,,,,,,8.0,,,6.5,,,1.0,,,2.0,2.0,,,,15.0,9.0,24.0,,,2,,33.0,1.0,,1.0,
2025-26,14025139,4,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,False,,,8.0,5.0,15.0,20.0,,1.0,,12.0,,,,,,,,2.0,,,0.00150242,,,,0.0,,-0.1157,1.0,,,,,,,,,,90.0,,,,,,,,14.0,,1.0,8.0,1.0,3.0,,,1.0,,,,22.0,,18.0,16.0,34.0,,,0,,48.0,,2.0,,
2025-26,14025139,4,2,Leeds_United,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,5.0,,5.0,,3.0,,,,1.0,,,,,,6.0,,,0.0544539,0.3042,0.2627,,0.0,,,,,1.0,1.0,,,,,,,69.0,1.0,,,,,,,5.0,,,6.9,,,,,,,,,,2.0,8.0,,8.0,,,1,,15.0,2.0,3.0,,
2025-26,14025139,4,2,Leeds_United,Away,803185,174594,Lukas Nmecha,lukas-nmecha,F,True,,,,1.0,,1.0,2.0,2.0,,,,,,1.0,,,5.0,2.0,,,0.00064683,,,2.0,0.0,,,,,,,,,,,,,21.0,,,,,,,,2.0,,,6.3,,,,,,,,,,,3.0,,3.0,,,0,,3.0,,,,
2025-26,14025139,4,2,Leeds_United,Away,827681,220627,James Justin,james-justin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025139,4,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,True,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,3.0,,,6.5,,,,,,1.0,1.0,,,,1.0,,1.0,,,0,,6.0,,1.0,,
2025-26,14025139,4,2,Leeds_United,Away,828640,214225,Joe Rodon,joe-rodon,D,False,,,3.0,14.0,36.0,50.0,4.0,6.0,,1.0,,,,,,,6.0,6.0,,,0.00433518,,,2.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,5.0,,,6.8,,,,,10.0,,,,5.0,,17.0,37.0,54.0,,,0,,67.0,1.0,1.0,,
2025-26,14025139,4,2,Leeds_United,Away,829570,221399,Jack Harrison,jack-harrison,F,True,,,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,0.00228137,,,,0.0,,,,,,,,,,,,,22.0,,,,,,,,1.0,,,6.6,,,,,,,,,1.0,,2.0,3.0,5.0,,,0,,5.0,,,,
2025-26,14025139,4,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,1.0,,,22.0,11.0,33.0,1.0,,,4.0,,,,,,,4.0,5.0,,,0.0647142,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,1.0,,,,,14.0,,,5.9,,,,,1.0,2.0,5.0,,2.0,,27.0,12.0,39.0,,,0,2.0,63.0,1.0,3.0,,2.0
2025-26,14025139,4,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,4.0,11.0,41.0,52.0,,1.0,,1.0,,,,,,2.0,4.0,2.0,,,0.0105941,,,2.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,5.0,,,6.5,,,,,6.0,,,,7.0,1.0,14.0,41.0,55.0,,,0,1.0,66.0,,,,1.0
2025-26,14025139,4,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,1.0,11.0,23.0,34.0,,1.0,,6.0,,,,,,,,4.0,,,0.0109263,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,13.0,,,6.9,,,,,3.0,,1.0,,5.0,,20.0,24.0,44.0,,,0,2.0,56.0,,1.0,,1.0
