season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023991,30,2,Leeds_United,Away,828640,214225,Joe Rodon,joe-rodon,D,False,1.0,,1.0,7.0,7.0,14.0,2.0,5.0,6.0,1.0,,,,1.0,,,3.0,7.0,,,0.0315493,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,11.0,0.0,,7.2,,,,47.860256016612,10.0,,1.0,,4.0,,12.0,8.0,20.0,26.816398402466,,0,1.0,40.0,,1.0,,
2025-26,14023991,30,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,,,2.0,2.0,7.0,9.0,,,9.0,2.0,,,,,,,3.0,3.0,,,0.0265987,,,2.0,0.0,,,,,,,,,,,,,50.0,,,,,,,,11.0,1.0,,5.8,,,,87.018114795504,3.0,2.0,4.0,,3.0,,5.0,7.0,12.0,28.113413669366,27.510084042038,0,1.0,29.0,1.0,1.0,1.0,
2025-26,14023991,30,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,1.0,8.0,14.0,22.0,5.0,6.0,3.0,4.0,,,,1.0,,,7.0,9.0,,,0.00364126,,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,11.0,0.0,,6.8,,,,17.728285024518,7.0,,,,3.0,,16.0,16.0,32.0,10.362954198451,,0,1.0,51.0,1.0,2.0,,
2025-26,14023991,30,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,4.0,11.0,10.0,21.0,2.0,5.0,7.0,3.0,,,1.0,,,,2.0,12.0,,,0.122107,0.0459,,,0.0,,,,,2.0,,,,,,,,90.0,,2.0,,,,,,19.0,0.0,,8.1,,,,41.598784583636,2.0,1.0,,,8.0,,18.0,12.0,30.0,-11.919433798001,,1,3.0,60.0,,3.0,1.0,3.0
2025-26,14023991,30,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023991,30,2,Leeds_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023991,30,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023991,30,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023991,30,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,False,,,,5.0,11.0,16.0,4.0,1.0,11.0,3.0,,,1.0,,,,6.0,5.0,,,0.00325237,0.0377,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,6.0,0.0,,7.0,,,1.0,75.820887097297,13.0,,,,2.0,,8.0,12.0,20.0,32.256920177632,,2,4.0,45.0,2.0,,,2.0
2025-26,14023991,30,2,Leeds_United,Away,889861,466525,Anton Stach,anton-stach,M,False,2.0,,2.0,7.0,3.0,10.0,2.0,3.0,3.0,4.0,,,,3.0,,1.0,7.0,5.0,,,0.192899,0.0174,0.0147,1.0,0.0,,,,,1.0,3.0,,,,,,,90.0,1.0,1.0,,,,,,19.0,0.0,,7.1,,,,18.935532676321,4.0,,5.0,,5.0,,17.0,6.0,23.0,-8.3996777473643,,1,2.0,44.0,2.0,,,1.0
2025-26,14023991,30,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,True,,,,,5.0,5.0,1.0,,,,,,,,,,1.0,1.0,,,8.545e-05,,,,0.0,,,,,,,,,,,,,45.0,,1.0,,,,,,2.0,,,6.6,,,,,,,,,1.0,,1.0,5.0,6.0,,,0,1.0,11.0,1.0,,,
2025-26,14023991,30,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,True,,,,1.0,5.0,6.0,,,4.0,3.0,,,,,,,1.0,2.0,,,0.00090452,,,1.0,0.0,,,,,,,,,,,,,45.0,,,,,,,,2.0,0.0,,6.8,,,,23.453529257067,3.0,,,,1.0,,2.0,5.0,7.0,11.986832707875,,0,2.0,15.0,1.0,,,2.0
2025-26,14023991,30,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,1.0,,,3.0,3.0,6.0,2.0,,3.0,2.0,,,1.0,,,1.0,7.0,,,,0.0537076,0.0536,,2.0,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,,7.0,0.0,,6.0,,,1.0,19.180242979008,2.0,2.0,3.0,,,,3.0,5.0,8.0,2.4454737333465,,2,,19.0,,,,
2025-26,14023991,30,2,Leeds_United,Away,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024018,31,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,False,,2.0,9.0,5.0,22.0,27.0,,1.0,6.0,14.0,,,,,,,,1.0,,,0.00784683,,,,0.0,,0.1875,,,,,,,,,,,90.0,,,,,,,,11.0,0.0,,7.2,2.0,2.0,,54.391777378981,,,,2.0,20.0,,14.0,24.0,38.0,27.653058907238,,0,,51.0,,,,
2025-26,14024018,31,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,5.0,2.0,7.0,5.0,5.0,7.0,4.0,,,,1.0,,,7.0,5.0,,,0.0038009,0.1402,0.6464,,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,,11.0,0.0,,6.1,,,,47.124316905917,2.0,1.0,,,,,10.0,2.0,12.0,15.086067397153,,1,,23.0,5.0,,,
2025-26,14024018,31,2,Leeds_United,Home,803185,174594,Lukas Nmecha,lukas-nmecha,F,False,,,,8.0,4.0,12.0,4.0,1.0,11.0,2.0,,,,,,,5.0,4.0,,,0.00841154,0.0251,0.0341,,0.0,,,,,,1.0,,,,,,,69.0,1.0,,,,,,,8.0,1.0,,6.5,,,,106.54707090232,,1.0,2.0,,,,10.0,5.0,15.0,10.974565264154,20.714323546763,1,2.0,26.0,2.0,1.0,,1.0
2025-26,14024018,31,2,Leeds_United,Home,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024018,31,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,False,,,1.0,20.0,11.0,31.0,3.0,1.0,17.0,5.0,,,2.0,1.0,,,5.0,4.0,,,0.0635618,0.0813,,1.0,0.0,,,,,,3.0,,,,,,,90.0,,,,,,,,21.0,4.0,,6.8,,,1.0,172.08860947452,6.0,,5.0,,5.0,1.0,28.0,15.0,43.0,117.59528407911,77.197360160303,3,3.0,74.0,1.0,,,2.0
2025-26,14024018,31,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,True,,,,3.0,,3.0,1.0,,7.0,3.0,,,,,,,1.0,2.0,,,0.00402216,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,10.0,3.0,,6.9,,,,117.7905496557,,,7.0,,,,5.0,,5.0,81.955631949992,85.405415248897,0,1.0,15.0,1.0,1.0,,1.0
2025-26,14024018,31,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,False,1.0,,2.0,22.0,15.0,37.0,3.0,6.0,12.0,2.0,,,,,,1.0,4.0,6.0,,,0.0919503,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,14.0,0.0,,7.3,,,,77.138205386552,5.0,,2.0,,4.0,,29.0,16.0,45.0,55.83786909362,,0,,61.0,,,,
2025-26,14024018,31,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,4.0,20.0,32.0,52.0,5.0,7.0,22.0,2.0,,,,,,,6.0,10.0,,,0.183795,0.053,,1.0,0.0,,,,,1.0,1.0,,,,,,,83.0,,,,,,,,14.0,2.0,,7.5,,,1.0,214.49549193299,7.0,,1.0,,7.0,,26.0,37.0,63.0,127.00720711672,44.656585498807,1,1.0,81.0,2.0,2.0,,
2025-26,14024018,31,2,Leeds_United,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,5.0,40.0,26.0,66.0,1.0,4.0,28.0,7.0,,,,,,,3.0,8.0,,,0.29918,0.0205,0.0089,2.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,16.0,3.0,,8.2,,,,222.8114442247,2.0,1.0,1.0,,5.0,,47.0,27.0,74.0,64.47783786739,51.881229256749,1,3.0,99.0,2.0,1.0,,1.0
2025-26,14024018,31,2,Leeds_United,Home,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024018,31,2,Leeds_United,Home,865523,435997,Noah Okafor,noah-okafor,F,True,,,,1.0,,1.0,,,2.0,,,,,,,,1.0,,,,0.00243905,0.0168,0.0344,,0.0,,,,,,,,,,,,,21.0,1.0,,,,,,,2.0,1.0,,6.4,,,,13.478323034898,,1.0,,,,,1.0,,1.0,9.6563916057245,9.457247432525,1,,4.0,1.0,,,
2025-26,14024018,31,2,Leeds_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024018,31,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024018,31,2,Leeds_United,Home,871886,248056,Ao Tanaka,ao-tanaka,M,True,1.0,,,8.0,2.0,10.0,,1.0,1.0,,,,1.0,,,,,1.0,,,0.0367701,0.0199,,,0.0,,,,,,,,,,,,,22.0,,,,,,,,,0.0,,6.8,,,,13.198569960416,,,1.0,,,,8.0,2.0,10.0,10.520930464813,,1,,13.0,,,,
2025-26,14024018,31,2,Leeds_United,Home,886930,434752,Jaka Bijol,jaka-bijol,D,False,,,3.0,13.0,29.0,42.0,10.0,8.0,17.0,3.0,,,,,,,10.0,12.0,,,0.0554851,,,,0.0,,,,,3.0,1.0,,,,,,,90.0,,1.0,,,,,,13.0,4.0,,7.5,,,,204.13718877884,10.0,,,,4.0,,19.0,36.0,55.0,121.43851911666,87.904858636234,0,2.0,79.0,,2.0,,1.0
2025-26,14024018,31,2,Leeds_United,Home,889861,466525,Anton Stach,anton-stach,M,False,2.0,,1.0,25.0,17.0,42.0,3.0,2.0,15.0,4.0,,,2.0,2.0,,,6.0,4.0,,,0.110055,0.0963,,1.0,0.0,,,,,1.0,3.0,,,,,,,90.0,,,,,,,,20.0,2.0,,6.9,,,,126.90718068615,3.0,1.0,10.0,,3.0,,30.0,19.0,49.0,29.065116233347,51.125150137624,2,1.0,77.0,4.0,,1.0,
2025-26,14024018,31,2,Leeds_United,Home,911679,486520,Ilia Gruev,ilia-gruev,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024018,31,2,Leeds_United,Home,929132,226182,Jayden Bogle,jayden-bogle,D,False,1.0,,1.0,23.0,9.0,32.0,,3.0,18.0,3.0,,,2.0,2.0,,,5.0,7.0,,,0.0796904,0.0346,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,17.0,1.0,,7.4,,,,118.17208341648,3.0,5.0,3.0,,1.0,,29.0,11.0,40.0,72.292868909214,6.7934504487779,2,1.0,67.0,3.0,,3.0,
2025-26,14024018,31,2,Leeds_United,Home,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,,5.0,2.0,7.0,6.0,,9.0,4.0,,,,1.0,,3.0,11.0,4.0,,,0.00640371,0.0366,,,0.0,,,,,,1.0,,,,,,,68.0,,,,,,,,10.0,1.0,,6.1,,,1.0,80.570641203169,,2.0,,,1.0,,9.0,2.0,11.0,54.339893813752,28.874992640692,1,1.0,30.0,2.0,2.0,1.0,
2025-26,14024018,31,2,Leeds_United,Home,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025024,32,2,Leeds_United,Away,123689,59735,Karl Darlow,karl-darlow,G,False,,1.0,10.0,5.0,15.0,20.0,,,10.0,10.0,,,,,,,,,,,0.0026923,,,,0.0,,0.8,1.0,,,,,,,,,,90.0,,,,,,,,17.0,0.0,2.0,8.2,5.0,6.0,,47.859709087015,2.0,,,1.0,27.0,,21.0,16.0,37.0,24.942850890742,,0,,49.0,,,,
2025-26,14025024,32,2,Leeds_United,Away,254713,113564,Sam Byram,sam-byram,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025024,32,2,Leeds_United,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,9.0,6.0,15.0,9.0,4.0,14.0,2.0,,3.0,1.0,,1.0,1.0,15.0,6.0,,,0.0155573,1.3157,0.5752,5.0,0.0,,,,,,,,,,,,,90.0,2.0,2.0,,,,,,16.0,1.0,,6.2,,,2.0,96.626090669164,,1.0,,,1.0,,16.0,9.0,25.0,2.5349382669847,11.095974450223,5,,41.0,4.0,2.0,,
2025-26,14025024,32,2,Leeds_United,Away,803185,174594,Lukas Nmecha,lukas-nmecha,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025024,32,2,Leeds_United,Away,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025024,32,2,Leeds_United,Away,827681,220627,James Justin,james-justin,D,False,1.0,,1.0,15.0,19.0,34.0,1.0,1.0,14.0,4.0,,,1.0,,1.0,,3.0,2.0,,,0.029351,0.0251,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,,7.0,1.0,,7.1,,,,90.671193607076,8.0,1.0,2.0,,1.0,,18.0,21.0,39.0,19.663490557713,24.4558665559,1,,55.0,,1.0,,
2025-26,14025024,32,2,Leeds_United,Away,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,1.0,,3.0,20.0,12.0,32.0,1.0,,21.0,8.0,1.0,,,1.0,,1.0,4.0,5.0,,,0.283485,,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,21.0,1.0,,7.6,,,,169.33530844599,2.0,4.0,5.0,,3.0,,27.0,14.0,41.0,67.485398820775,21.510583069736,0,1.0,69.0,1.0,1.0,3.0,1.0
2025-26,14025024,32,2,Leeds_United,Away,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,2.0,13.0,35.0,48.0,1.0,3.0,9.0,4.0,,,1.0,,,,2.0,6.0,,,0.00381525,0.2259,0.0638,1.0,0.0,,,,,,,,,,,,,90.0,1.0,,,,,,,1.0,0.0,,7.2,,,,78.186545126871,6.0,1.0,,,3.0,,14.0,35.0,49.0,7.0488322624687,,2,1.0,64.0,,1.0,1.0,1.0
2025-26,14025024,32,2,Leeds_United,Away,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,6.0,31.0,15.0,46.0,,,16.0,5.0,,,1.0,,,,1.0,3.0,,,0.118342,0.0958,,2.0,0.0,,,,,3.0,1.0,,,,,,,90.0,,1.0,,,,,,8.0,0.0,,7.0,,,,123.46011626789,2.0,,,,7.0,,34.0,16.0,50.0,17.719267979266,,1,2.0,66.0,3.0,1.0,,2.0
2025-26,14025024,32,2,Leeds_United,Away,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025024,32,2,Leeds_United,Away,865523,435997,Noah Okafor,noah-okafor,F,False,,,1.0,10.0,6.0,16.0,,,9.0,,,,,,,1.0,5.0,1.0,,,0.0398187,0.1599,0.7989,2.0,0.0,2.0,,,,,,,,,,,,74.0,2.0,1.0,,,,,,9.0,3.0,,8.8,,,,144.48163165835,2.0,3.0,1.0,,1.0,,13.0,7.0,20.0,82.653343271822,55.841567703359,2,,33.0,1.0,,1.0,
2025-26,14025024,32,2,Leeds_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,5.0,,5.0,,,1.0,,,,,,,,,,,,0.00240129,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,,,0.0,,6.6,,,,5.9031462797393,,,,,,,5.0,,5.0,-2.3042377174431,,0,,5.0,,,,
2025-26,14025024,32,2,Leeds_United,Away,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025024,32,2,Leeds_United,Away,871886,248056,Ao Tanaka,ao-tanaka,M,False,6.0,,1.0,19.0,23.0,42.0,2.0,,11.0,2.0,,1.0,,,,1.0,3.0,3.0,,,0.51918,0.5864,,,0.0,,,,,2.0,4.0,,,,,,,74.0,1.0,1.0,,,,,,9.0,0.0,,7.7,,,,94.891146516973,1.0,1.0,6.0,,4.0,,24.0,26.0,50.0,14.247133530404,,1,2.0,67.0,,,1.0,
2025-26,14025024,32,2,Leeds_United,Away,886930,434752,Jaka Bijol,jaka-bijol,D,False,,,6.0,13.0,18.0,31.0,6.0,1.0,11.0,,,,,1.0,,,7.0,4.0,,,0.00287441,0.0386,,,0.0,,,,,,,1.0,,,,,,90.0,,1.0,,,,,,6.0,0.0,,7.1,,,1.0,102.42731743154,8.0,,,,9.0,,19.0,18.0,37.0,46.714723505242,,1,3.0,51.0,,,,2.0
2025-26,14025024,32,2,Leeds_United,Away,911679,486520,Ilia Gruev,ilia-gruev,M,True,,,,10.0,5.0,15.0,,2.0,2.0,1.0,,,,,,,,2.0,,,0.0137171,0.0263,,,0.0,,,,,,,,,,,,,16.0,,,,,,,,,0.0,,7.0,,,1.0,16.642722559026,2.0,,,,,,10.0,5.0,15.0,-10.431124758505,,1,,18.0,,,,
2025-26,14025024,32,2,Leeds_United,Away,929132,226182,Jayden Bogle,jayden-bogle,D,False,,,,22.0,7.0,29.0,1.0,,18.0,3.0,2.0,,,1.0,,,7.0,5.0,,,0.894966,,,3.0,0.0,,,,,1.0,3.0,,,,,,,90.0,,1.0,,,,,,14.0,4.0,,7.6,,,,145.92618290153,2.0,2.0,3.0,,1.0,,28.0,7.0,35.0,114.0198275801,61.064964949268,0,2.0,57.0,1.0,3.0,,2.0
2025-26,14025024,32,2,Leeds_United,Away,973431,427637,Brenden Aaronson,brenden-aaronson,M,False,,,1.0,22.0,6.0,28.0,3.0,2.0,14.0,5.0,,,1.0,3.0,,4.0,11.0,5.0,,,0.0251853,0.0976,,1.0,1.0,,,,,,2.0,,,,,,,86.0,,,,,,,,8.0,1.0,,6.3,,,,109.16820517665,1.0,1.0,,,1.0,,26.0,6.0,32.0,-15.911597976689,16.117149251651,1,1.0,45.0,,1.0,1.0,
2025-26,14025024,32,2,Leeds_United,Away,998951,492859,Wilfried Gnonto,wilfried-gnonto,F,True,,,,14.0,1.0,15.0,,,9.0,1.0,,,,1.0,,2.0,4.0,3.0,,,0.0214478,,,,0.0,,,,,,,,,,,,,16.0,,,,,,,,7.0,4.0,,6.6,,,,107.8653973724,1.0,3.0,,,,,17.0,1.0,18.0,79.322988536388,76.113486528681,0,,27.0,1.0,1.0,2.0,
2025-26,14025024,32,2,Leeds_United,Away,1117025,536916,Facundo Buonanotte,facundo-buonanotte,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025036,33,2,Leeds_United,Home,123689,59735,Karl Darlow,karl-darlow,G,False,,,4.0,2.0,29.0,31.0,,,11.0,5.0,,,,,,,,,,,0.00032251,,,,0.0,,0.2952,1.0,,,,,,,,,,90.0,,,,,,,,6.0,0.0,,6.8,1.0,1.0,,69.931102269864,,,,,10.0,,8.0,29.0,37.0,45.852880948131,,0,,42.0,,,,
2025-26,14025036,33,2,Leeds_United,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,3.0,5.0,8.0,3.0,5.0,5.0,,,2.0,,,1.0,1.0,6.0,9.0,,,0.00199122,1.0855,1.1753,2.0,0.0,1.0,,,,,,,,,,,,89.0,2.0,2.0,,,,,1.0,13.0,1.0,,8.5,,,2.0,46.994550403386,1.0,,,,1.0,,12.0,6.0,18.0,13.210536561599,18.91245092525,4,,36.0,2.0,4.0,,
2025-26,14025036,33,2,Leeds_United,Home,803185,174594,Lukas Nmecha,lukas-nmecha,F,True,,,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,0.0007618,0.061,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,3.9152011442581,,,,,1.0,,1.0,1.0,2.0,-3.9113689402719,,1,,4.0,,,,
2025-26,14025036,33,2,Leeds_United,Home,826167,437738,Sebastiaan Bornauw,sebastiaan-bornauw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025036,33,2,Leeds_United,Home,827681,220627,James Justin,james-justin,D,False,,,4.0,18.0,19.0,37.0,1.0,2.0,6.0,1.0,,1.0,,1.0,,2.0,5.0,9.0,,,0.0658473,0.5579,0.3828,1.0,0.0,1.0,,,,3.0,,1.0,,,,,,90.0,1.0,1.0,,,,,,17.0,1.0,,8.7,,,1.0,58.468043304192,6.0,,2.0,,8.0,,22.0,22.0,44.0,8.0260446637578,18.520916176043,2,7.0,81.0,2.0,,,4.0
2025-26,14025036,33,2,Leeds_United,Home,828640,214225,Joe Rodon,joe-rodon,D,True,,,,1.0,3.0,4.0,,,1.0,,,,,,,,,,,,0.00018933,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,3.0,0.0,,,,,,3.9659773070455,,,,,1.0,,4.0,3.0,7.0,0.32075768931971,,0,,8.0,,,,
2025-26,14025036,33,2,Leeds_United,Home,834308,243526,Gabriel Gudmundsson,gabriel-gudmundsson,D,False,,,1.0,12.0,22.0,34.0,2.0,,8.0,1.0,,,,,,1.0,4.0,3.0,,,0.00446988,,,1.0,0.0,,,,,4.0,,,,,,,,89.0,,1.0,,,,,,26.0,1.0,,6.6,,,,67.787655686539,2.0,,2.0,,4.0,,16.0,29.0,45.0,12.641339898881,20.306144119453,0,1.0,81.0,2.0,2.0,,
2025-26,14025036,33,2,Leeds_United,Home,836675,222694,Pascal Struijk,pascal-struijk,D,False,,,5.0,17.0,37.0,54.0,3.0,2.0,12.0,1.0,1.0,,,,,,3.0,4.0,,,0.00471304,0.165,,,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,3.0,0.0,,7.2,,,2.0,66.985514171829,5.0,,,,6.0,,18.0,39.0,57.0,48.111543434712,,2,2.0,69.0,,,,1.0
2025-26,14025036,33,2,Leeds_United,Home,847097,199598,Ethan Ampadu,ethan-ampadu,M,False,,,3.0,16.0,36.0,52.0,3.0,1.0,12.0,4.0,,1.0,1.0,,,,4.0,1.0,,,0.0115506,0.5055,0.3353,1.0,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,13.0,1.0,,7.1,,,1.0,115.76383263113,,,,,6.0,,22.0,38.0,60.0,31.143757653584,34.958413922831,3,,72.0,2.0,,,
2025-26,14025036,33,2,Leeds_United,Home,850823,235826,Joël Piroe,joel-piroe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025036,33,2,Leeds_United,Home,865523,435997,Noah Okafor,noah-okafor,F,False,,,1.0,11.0,7.0,18.0,1.0,,11.0,5.0,2.0,,,,,6.0,10.0,3.0,,,0.17436,0.36,0.614,,1.0,1.0,,,,1.0,4.0,,,,,,,67.0,2.0,,,,,,,16.0,2.0,,8.0,,,,86.024336066556,2.0,4.0,1.0,,1.0,,14.0,9.0,23.0,50.117154656993,30.570365750293,2,1.0,45.0,1.0,1.0,1.0,
2025-26,14025036,33,2,Leeds_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,3.0,,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,,0.133536,,,,0.0,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,5.2291514608013,,1.0,,,,,3.0,,3.0,3.7734202758055,,0,,5.0,,,1.0,
2025-26,14025036,33,2,Leeds_United,Home,871290,201595,Lucas Perri,lucas-perri,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025036,33,2,Leeds_United,Home,871886,248056,Ao Tanaka,ao-tanaka,M,False,4.0,,3.0,17.0,23.0,40.0,,1.0,9.0,5.0,,,1.0,1.0,,,5.0,3.0,,,0.164003,0.029,,3.0,0.0,,,,,1.0,4.0,,,,,,,89.0,,,,,,,,12.0,1.0,,7.3,,,,81.192931198707,1.0,1.0,9.0,,3.0,,20.0,24.0,44.0,21.386340716246,23.387631688566,1,,64.0,1.0,2.0,,
