matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803270,11.0,2015-11-01 13:30:00,56,Sunderland,Away,98.0,13.0,1.0,4.0,3.0,3.0,,160.0,5.0,2.0,5.0,8.0,4.0,32.0,254.0,1.0,,11.0,12.0,13.0,10.0,,1.0,,,,,,1.0,,,,,16.0,,,2.0,,,4.0,9.0,7.0,,45.0,49.0,,1.0,,3.0,8.0,5.0,7.0,,1.0,1.0,8.0,5.0,,4.0,1.0,32.0,50.0,3.0,19.0,7.0,,,64.0,5.0,6.0,2.0,,,,,145.0,2.0,,1.0,2.0,,,10.0,,,2.0,2.0,,,,,9.0,2.0,17.0,17.0,1.0,5.0,65.0,71.0,35.0,6.0,,2.0,10.0,9.0,298.0,,,1.0,,1.0,37.0,48.0,31.0,,,,,111.0,104.0,2.0,17.0,20.0,32.6,2.0,,8.0,0.0,,,,71.0,1.0,2.0,3.0,,,1.0,3.0,,3.0,77.0,236.0,6.0,12.0,107.0,25.0,26.0,17.0,1.0,14.0,13.0,1.0,124.0,11.0,233.0,2.0,2.0,29.0,4.0,70.0,2.0,326.0,2.0,0.0,17.0,19.0,1.0,17.0,2.0,498.0,6.0,13.0,1.0,13.0,0.0
803277,12.0,2015-11-07 15:00:00,56,Sunderland,Home,86.0,11.0,2.0,3.0,1.0,8.0,,123.0,2.0,,1.0,16.0,11.0,27.0,206.0,,,13.0,29.0,24.0,3.0,1.0,,,1.0,,,1.0,,,,,,5.0,,,,,1.0,4.0,9.0,5.0,,46.0,70.0,,,,7.0,15.0,1.0,3.0,1.0,,3.0,8.0,4.0,,7.0,,55.0,53.0,7.0,45.0,26.0,,,77.0,10.0,11.0,,,2.0,,1.0,161.0,,,,,,,5.0,,,,,,,,,27.0,,17.0,17.0,5.0,1.0,54.0,78.0,31.0,7.0,,2.0,2.0,3.0,286.0,,,4.0,2.0,,56.0,29.0,24.0,1.0,1.0,1.0,,164.0,157.0,3.0,38.0,22.0,35.8,,1.0,15.0,0.0,,,,53.0,3.0,1.0,3.0,,1.0,,5.0,,3.0,54.0,199.0,12.0,4.0,106.0,29.0,52.0,12.0,2.0,14.0,12.0,,113.0,23.0,222.0,,,48.0,11.0,78.0,2.0,314.0,1.0,0.0,9.0,13.0,,19.0,1.0,521.0,14.0,5.0,3.0,11.0,0.0
803290,13.0,2015-11-23 20:00:00,56,Sunderland,Away,66.0,8.0,2.0,3.0,1.0,5.0,,84.0,1.0,,2.0,8.0,11.0,18.0,147.0,1.0,2.0,20.0,18.0,20.0,5.0,2.0,,,,,,1.0,,,,,1.0,8.0,,,,,2.0,8.0,6.0,13.0,,28.0,52.0,1.0,,1.0,6.0,17.0,2.0,10.0,,,2.0,2.0,2.0,,10.0,2.0,54.0,74.0,6.0,55.0,36.0,,,55.0,11.0,17.0,1.0,,5.0,1.0,1.0,123.0,1.0,,1.0,1.0,,,12.0,,,1.0,2.0,,,,,40.0,,12.0,12.0,,2.0,53.0,66.0,22.0,11.0,,6.0,2.0,4.0,208.0,,,4.0,,,28.0,35.0,19.0,,,,,141.0,130.0,,26.0,17.0,33.4,,2.0,17.0,0.0,,,,40.0,1.0,6.0,7.0,,,,6.0,,3.0,42.0,138.0,8.0,8.0,86.0,19.0,66.0,17.0,2.0,7.0,5.0,,90.0,16.0,165.0,2.0,,26.0,11.0,59.0,3.0,244.0,1.0,0.0,12.0,26.0,2.0,21.0,3.0,481.0,10.0,12.0,2.0,22.0,0.0
803298,14.0,2015-11-28 15:00:00,56,Sunderland,Home,161.0,16.0,3.0,6.0,3.0,4.0,,211.0,5.0,2.0,5.0,5.0,18.0,30.0,366.0,,1.0,10.0,12.0,17.0,10.0,2.0,,,,,,2.0,,,,,,12.0,,,,,2.0,1.0,4.0,3.0,,64.0,61.0,,,,3.0,13.0,6.0,15.0,,1.0,9.0,7.0,5.0,1.0,2.0,2.0,39.0,52.0,3.0,10.0,5.0,,,62.0,4.0,9.0,,,4.0,1.0,2.0,156.0,1.0,1.0,1.0,,1.0,,10.0,,,1.0,1.0,,,,,7.0,,14.0,14.0,2.0,6.0,111.0,59.0,37.0,5.0,,6.0,7.0,5.0,409.0,,,1.0,,,48.0,53.0,51.0,,,,,117.0,113.0,7.0,23.0,20.0,48.2,,,13.0,0.0,,,,105.0,2.0,1.0,3.0,,,,7.0,1.0,3.0,104.0,349.0,5.0,13.0,168.0,25.0,14.0,15.0,8.0,21.0,13.0,,152.0,11.0,289.0,1.0,2.0,12.0,18.0,56.0,,436.0,,0.0,18.0,18.0,8.0,12.0,0.0,602.0,17.0,9.0,9.0,15.0,0.0
803309,15.0,2015-12-05 15:00:00,56,Sunderland,Away,98.0,8.0,1.0,3.0,2.0,4.0,,91.0,5.0,,2.0,5.0,5.0,20.0,186.0,,2.0,10.0,15.0,16.0,8.0,,,,,,,,,,,,,9.0,,,,,1.0,7.0,10.0,6.0,,34.0,66.0,3.0,3.0,,1.0,16.0,1.0,9.0,1.0,,2.0,11.0,4.0,,14.0,1.0,54.0,39.0,1.0,26.0,15.0,,,54.0,11.0,6.0,,,1.0,1.0,,126.0,,,,,,,10.0,,,,,,,,,16.0,,20.0,20.0,5.0,2.0,51.0,67.0,29.0,3.0,,4.0,4.0,4.0,233.0,,,6.0,2.0,,28.0,32.0,28.0,,,,,130.0,122.0,1.0,39.0,21.0,27.5,,,16.0,0.0,,,,46.0,3.0,1.0,3.0,,1.0,,6.0,,3.0,49.0,170.0,11.0,8.0,111.0,20.0,34.0,11.0,2.0,18.0,16.0,,91.0,10.0,164.0,,,25.0,7.0,57.0,1.0,257.0,,0.0,11.0,13.0,3.0,17.0,1.0,443.0,6.0,5.0,2.0,10.0,0.0
803320,16.0,2015-12-12 15:00:00,56,Sunderland,Home,149.0,18.0,1.0,8.0,7.0,2.0,,163.0,5.0,,3.0,8.0,11.0,27.0,304.0,,,18.0,26.0,12.0,10.0,,,,,,,,,,,,,13.0,,,,,,2.0,9.0,4.0,,69.0,79.0,1.0,1.0,,,20.0,1.0,11.0,1.0,,8.0,17.0,10.0,,12.0,3.0,61.0,40.0,,19.0,13.0,,4.0,78.0,6.0,9.0,,,1.0,1.0,,197.0,,,,,,,5.0,,,,1.0,,,,,14.0,,17.0,17.0,2.0,3.0,81.0,78.0,37.0,3.0,,8.0,2.0,2.0,396.0,,,4.0,4.0,,50.0,73.0,41.0,,,,,186.0,177.0,5.0,30.0,37.0,48.6,,,20.0,0.0,,,,69.0,5.0,2.0,6.0,,,,11.0,,3.0,85.0,289.0,12.0,10.0,171.0,38.0,28.0,18.0,7.0,35.0,28.0,,149.0,9.0,280.0,1.0,1.0,31.0,11.0,70.0,3.0,416.0,,0.0,14.0,8.0,1.0,21.0,1.0,624.0,9.0,11.0,8.0,5.0,0.0
803329,17.0,2015-12-19 15:00:00,56,Sunderland,Away,99.0,11.0,1.0,2.0,1.0,,1.0,97.0,6.0,1.0,6.0,3.0,10.0,16.0,194.0,,1.0,17.0,12.0,18.0,6.0,1.0,,,,,,1.0,,,,,,7.0,,,,,3.0,6.0,11.0,6.0,,39.0,61.0,,,1.0,3.0,9.0,2.0,16.0,,,2.0,2.0,,,12.0,1.0,56.0,68.0,3.0,25.0,10.0,,1.0,53.0,12.0,12.0,,,4.0,2.0,1.0,130.0,,,,,,,8.0,,,,,,,,,13.0,,18.0,18.0,2.0,6.0,58.0,72.0,34.0,2.0,,4.0,3.0,3.0,258.0,,,4.0,1.0,,32.0,37.0,24.0,1.0,1.0,1.0,,128.0,121.0,2.0,31.0,21.0,32.8,,,9.0,0.0,,,,53.0,2.0,2.0,4.0,,1.0,,6.0,,3.0,37.0,179.0,6.0,7.0,115.0,25.0,32.0,16.0,2.0,6.0,4.0,,85.0,8.0,171.0,,1.0,23.0,10.0,55.0,3.0,280.0,,0.0,11.0,27.0,1.0,22.0,3.0,476.0,5.0,11.0,2.0,18.0,0.0
803338,18.0,2015-12-26 15:00:00,56,Sunderland,Away,122.0,8.0,1.0,7.0,6.0,2.0,2.0,123.0,5.0,,3.0,13.0,6.0,35.0,238.0,,1.0,5.0,12.0,15.0,6.0,2.0,,,,,,,,,,,,5.0,,,,,3.0,8.0,12.0,7.0,,46.0,56.0,2.0,2.0,1.0,2.0,15.0,,16.0,,,1.0,5.0,5.0,,12.0,5.0,54.0,49.0,2.0,17.0,7.0,,,54.0,11.0,9.0,1.0,,4.0,3.0,,122.0,,,,,,,9.0,,,,1.0,,,,,7.0,,15.0,15.0,4.0,3.0,68.0,70.0,45.0,6.0,,6.0,2.0,3.0,275.0,,,3.0,3.0,,41.0,29.0,27.0,,1.0,1.0,,117.0,110.0,,29.0,17.0,33.6,,,15.0,0.0,,,,70.0,3.0,2.0,5.0,,,,8.0,,3.0,56.0,216.0,13.0,8.0,134.0,18.0,24.0,10.0,1.0,14.0,13.0,,97.0,6.0,186.0,1.0,,23.0,6.0,64.0,1.0,306.0,1.0,0.0,11.0,20.0,3.0,9.0,1.0,476.0,12.0,7.0,1.0,16.0,0.0
803345,19.0,2015-12-30 19:45:00,56,Sunderland,Home,99.0,11.0,2.0,2.0,,2.0,,119.0,2.0,1.0,4.0,9.0,5.0,23.0,216.0,,,28.0,22.0,24.0,6.0,,,,1.0,,,1.0,,,,,,5.0,,,,,1.0,4.0,10.0,7.0,,43.0,59.0,,,,1.0,18.0,2.0,8.0,,,6.0,9.0,2.0,,12.0,3.0,53.0,60.0,1.0,26.0,16.0,,,62.0,8.0,14.0,,,3.0,2.0,1.0,151.0,,,,,,,10.0,,,,1.0,,,,,23.0,,15.0,15.0,2.0,4.0,68.0,81.0,31.0,4.0,,2.0,4.0,3.0,299.0,,,4.0,5.0,,34.0,66.0,19.0,,,,,194.0,174.0,2.0,22.0,27.0,42.3,,,18.0,0.0,,,,64.0,2.0,3.0,5.0,,2.0,,3.0,,3.0,48.0,205.0,7.0,6.0,117.0,22.0,46.0,13.0,6.0,19.0,13.0,,103.0,11.0,228.0,1.0,1.0,38.0,5.0,72.0,1.0,326.0,,0.0,8.0,13.0,,37.0,1.0,556.0,16.0,9.0,6.0,10.0,0.0
803352,20.0,2016-01-02 15:00:00,56,Sunderland,Home,156.0,13.0,2.0,5.0,3.0,2.0,1.0,130.0,3.0,1.0,2.0,8.0,4.0,24.0,281.0,,,22.0,15.0,26.0,8.0,2.0,,,1.0,,,1.0,,,,,,9.0,,,,,,6.0,5.0,3.0,,48.0,73.0,,,,1.0,13.0,3.0,13.0,,,3.0,9.0,8.0,,11.0,1.0,48.0,64.0,1.0,21.0,14.0,,1.0,64.0,8.0,13.0,2.0,,3.0,2.0,1.0,165.0,2.0,,1.0,2.0,,,6.0,,,2.0,,,,,1.0,17.0,,14.0,14.0,1.0,2.0,81.0,79.0,35.0,3.0,,4.0,8.0,5.0,357.0,,,,1.0,,48.0,48.0,26.0,,,,,164.0,152.0,2.0,35.0,30.0,44.9,,2.0,13.0,0.0,,,,87.0,2.0,,2.0,,1.0,,5.0,,3.0,61.0,270.0,4.0,12.0,177.0,28.0,33.0,8.0,2.0,21.0,19.0,,112.0,9.0,225.0,,1.0,33.0,4.0,70.0,2.0,381.0,1.0,0.0,13.0,21.0,,27.0,3.0,571.0,14.0,5.0,3.0,19.0,0.0
803364,21.0,2016-01-13 19:45:00,56,Sunderland,Away,158.0,18.0,,3.0,3.0,1.0,,200.0,2.0,,4.0,3.0,9.0,27.0,355.0,,3.0,13.0,8.0,7.0,4.0,,,,,,,,,,,,1.0,7.0,,,,1.0,,4.0,4.0,6.0,,82.0,52.0,3.0,1.0,3.0,4.0,12.0,,11.0,,1.0,6.0,10.0,3.0,,6.0,,41.0,42.0,4.0,22.0,13.0,,,64.0,12.0,9.0,3.0,,1.0,1.0,,156.0,2.0,,2.0,2.0,,,7.0,,,3.0,1.0,,,,,15.0,1.0,9.0,9.0,1.0,4.0,103.0,79.0,45.0,8.0,,3.0,3.0,4.0,404.0,,,2.0,,,97.0,38.0,32.0,1.0,1.0,1.0,,122.0,111.0,4.0,23.0,17.0,48.8,1.0,1.0,12.0,0.0,,,,89.0,,3.0,3.0,,1.0,,3.0,,3.0,87.0,340.0,7.0,6.0,166.0,30.0,33.0,11.0,3.0,17.0,14.0,,127.0,3.0,281.0,1.0,,17.0,9.0,61.0,2.0,430.0,,0.0,7.0,22.0,4.0,13.0,2.0,594.0,9.0,6.0,6.0,18.0,0.0
803378,22.0,2016-01-16 12:45:00,56,Sunderland,Away,108.0,15.0,,,,2.0,,102.0,3.0,2.0,3.0,5.0,6.0,30.0,210.0,,1.0,16.0,17.0,9.0,4.0,,1.0,,,,1.0,1.0,,,,,,4.0,,,,,,5.0,14.0,12.0,,52.0,62.0,1.0,,1.0,3.0,16.0,1.0,9.0,,,3.0,4.0,2.0,1.0,14.0,6.0,53.0,41.0,3.0,28.0,17.0,1.0,,56.0,13.0,8.0,,,2.0,,1.0,158.0,1.0,,1.0,1.0,,,11.0,,,1.0,3.0,,,,1.0,18.0,,10.0,10.0,2.0,3.0,52.0,86.0,37.0,11.0,,2.0,3.0,2.0,284.0,,,6.0,,,65.0,21.0,17.0,1.0,1.0,1.0,,157.0,152.0,1.0,22.0,29.0,33.4,,,16.0,0.0,,,,54.0,3.0,4.0,7.0,,3.0,1.0,2.0,,3.0,49.0,193.0,11.0,5.0,132.0,30.0,33.0,10.0,1.0,7.0,6.0,1.0,96.0,8.0,191.0,3.0,2.0,31.0,6.0,82.0,3.0,316.0,,0.0,5.0,19.0,1.0,22.0,2.0,501.0,12.0,6.0,3.0,14.0,0.0
803383,23.0,2016-01-23 15:00:00,56,Sunderland,Home,123.0,15.0,,3.0,3.0,1.0,1.0,150.0,5.0,,2.0,3.0,4.0,23.0,270.0,,1.0,20.0,13.0,15.0,6.0,,,,,,,,,,,,,7.0,,,,,2.0,2.0,8.0,7.0,,57.0,52.0,1.0,1.0,,1.0,22.0,4.0,7.0,,,3.0,10.0,4.0,1.0,12.0,1.0,47.0,50.0,1.0,24.0,12.0,1.0,,63.0,5.0,9.0,,,3.0,3.0,,164.0,1.0,,1.0,1.0,,,14.0,,,1.0,3.0,,,,,16.0,,17.0,17.0,2.0,3.0,81.0,84.0,40.0,4.0,,1.0,6.0,5.0,348.0,,,2.0,1.0,,74.0,40.0,34.0,,,,,178.0,165.0,3.0,25.0,15.0,42.7,,,22.0,0.0,,,,75.0,3.0,1.0,4.0,,,,1.0,,2.0,72.0,257.0,11.0,7.0,143.0,33.0,37.0,17.0,3.0,20.0,17.0,,123.0,8.0,254.0,3.0,,16.0,4.0,65.0,2.0,377.0,,0.0,10.0,20.0,5.0,23.0,1.0,592.0,11.0,6.0,3.0,16.0,0.0
803396,24.0,2016-02-02 19:45:00,56,Sunderland,Home,127.0,13.0,1.0,3.0,2.0,2.0,1.0,167.0,3.0,,1.0,9.0,14.0,22.0,291.0,1.0,,22.0,19.0,14.0,4.0,2.0,,,,,,1.0,,,,,,5.0,,,,1.0,2.0,3.0,4.0,3.0,,70.0,58.0,1.0,1.0,,,16.0,3.0,19.0,,,8.0,10.0,5.0,,18.0,,64.0,77.0,,34.0,17.0,,1.0,81.0,6.0,15.0,,,5.0,3.0,1.0,184.0,,,,,,,8.0,,,,,,,,,21.0,1.0,15.0,15.0,2.0,1.0,76.0,77.0,32.0,4.0,,2.0,4.0,3.0,387.0,,,2.0,1.0,,58.0,69.0,44.0,,,,,188.0,183.0,3.0,24.0,27.0,49.6,1.0,,16.0,0.0,,,,81.0,,1.0,1.0,,1.0,,5.0,,3.0,90.0,276.0,12.0,6.0,142.0,44.0,39.0,18.0,8.0,26.0,18.0,,163.0,7.0,295.0,,,31.0,17.0,68.0,4.0,411.0,1.0,0.0,11.0,33.0,1.0,26.0,1.0,650.0,10.0,15.0,8.0,21.0,0.0
803408,25.0,2016-02-06 15:00:00,56,Sunderland,Away,85.0,9.0,1.0,2.0,1.0,2.0,1.0,92.0,2.0,,2.0,7.0,4.0,20.0,175.0,,,15.0,8.0,14.0,4.0,1.0,,1.0,1.0,,,2.0,,,,,,5.0,,,,,,3.0,9.0,7.0,,38.0,50.0,1.0,1.0,,6.0,14.0,1.0,15.0,,,2.0,2.0,2.0,,11.0,2.0,49.0,40.0,6.0,31.0,16.0,1.0,,56.0,12.0,4.0,1.0,1.0,3.0,1.0,2.0,142.0,1.0,,,1.0,,,12.0,,,1.0,,,,,1.0,19.0,,16.0,16.0,4.0,2.0,44.0,86.0,28.0,7.0,,4.0,2.0,2.0,260.0,,,4.0,1.0,,36.0,44.0,16.0,,,,,166.0,151.0,,24.0,21.0,28.7,,1.0,14.0,0.0,,,,58.0,3.0,,3.0,,2.0,,4.0,,3.0,44.0,167.0,6.0,6.0,109.0,18.0,46.0,8.0,2.0,7.0,5.0,,92.0,8.0,180.0,,,36.0,5.0,74.0,2.0,282.0,,0.0,7.0,19.0,,23.0,1.0,464.0,11.0,3.0,2.0,15.0,0.0
803414,26.0,2016-02-13 12:45:00,56,Sunderland,Home,73.0,6.0,2.0,7.0,5.0,2.0,1.0,92.0,5.0,,,11.0,7.0,21.0,158.0,,,12.0,10.0,11.0,9.0,3.0,,1.0,,,1.0,2.0,,,,,,12.0,,,,,2.0,3.0,8.0,4.0,,42.0,59.0,1.0,1.0,,,13.0,6.0,5.0,,,6.0,9.0,1.0,,12.0,1.0,38.0,49.0,,34.0,10.0,,,63.0,7.0,15.0,,,3.0,1.0,2.0,146.0,,,,,,,13.0,,,,,,,,,15.0,,22.0,22.0,4.0,,33.0,66.0,28.0,8.0,1.0,5.0,7.0,5.0,214.0,,,5.0,2.0,,37.0,47.0,22.0,,,,,151.0,139.0,1.0,22.0,31.0,33.7,,1.0,13.0,0.0,,,,30.0,3.0,2.0,5.0,,,,10.0,2.0,3.0,49.0,142.0,7.0,12.0,88.0,20.0,46.0,12.0,6.0,17.0,11.0,,98.0,12.0,180.0,,,29.0,8.0,58.0,2.0,251.0,,0.0,21.0,16.0,,18.0,2.0,465.0,9.0,7.0,6.0,11.0,0.0
803430,27.0,2016-02-27 12:45:00,56,Sunderland,Away,123.0,12.0,1.0,1.0,,3.0,,124.0,2.0,,4.0,9.0,3.0,27.0,246.0,1.0,,24.0,15.0,17.0,8.0,1.0,,,,1.0,1.0,3.0,,1.0,,,,9.0,,1.0,,,,2.0,5.0,4.0,,49.0,60.0,1.0,1.0,,3.0,18.0,3.0,13.0,,,6.0,4.0,2.0,,8.0,3.0,50.0,61.0,3.0,20.0,13.0,1.0,,74.0,9.0,11.0,,,4.0,,3.0,174.0,,,,,,,8.0,,,,,,,,3.0,15.0,1.0,15.0,15.0,4.0,4.0,74.0,98.0,38.0,5.0,,5.0,4.0,4.0,355.0,,,,,,52.0,40.0,36.0,,,,,197.0,191.0,3.0,24.0,23.0,47.2,1.0,,18.0,0.0,,,,80.0,,2.0,2.0,,3.0,,6.0,,1.0,57.0,234.0,9.0,9.0,152.0,44.0,26.0,16.0,6.0,12.0,6.0,,117.0,8.0,237.0,,,32.0,3.0,78.0,2.0,377.0,1.0,0.0,13.0,26.0,,39.0,0.0,587.0,15.0,7.0,6.0,21.0,0.0
803433,28.0,2016-03-01 19:45:00,56,Sunderland,Home,148.0,20.0,2.0,4.0,2.0,2.0,1.0,185.0,5.0,,6.0,7.0,9.0,33.0,329.0,,,20.0,18.0,23.0,9.0,2.0,,,,,,,,,,,,15.0,,,,,1.0,6.0,12.0,1.0,,53.0,60.0,,,,1.0,11.0,4.0,10.0,,,4.0,10.0,5.0,,9.0,2.0,49.0,60.0,1.0,16.0,13.0,,1.0,67.0,11.0,14.0,,1.0,1.0,1.0,,169.0,2.0,,,2.0,,,9.0,,,2.0,2.0,,,,3.0,15.0,,14.0,14.0,,6.0,96.0,83.0,41.0,5.0,1.0,4.0,9.0,6.0,395.0,,,4.0,4.0,,56.0,66.0,38.0,,,,,161.0,155.0,3.0,23.0,25.0,59.2,,1.0,11.0,0.0,,,,109.0,3.0,,3.0,,,,7.0,,3.0,86.0,312.0,8.0,13.0,160.0,39.0,22.0,13.0,4.0,20.0,16.0,,140.0,6.0,287.0,3.0,,28.0,9.0,76.0,,427.0,1.0,0.0,17.0,17.0,1.0,29.0,1.0,632.0,14.0,9.0,4.0,15.0,0.0
803450,29.0,2016-03-05 15:00:00,56,Sunderland,Away,54.0,4.0,,2.0,2.0,2.0,,96.0,4.0,2.0,3.0,8.0,7.0,21.0,148.0,,1.0,13.0,23.0,19.0,7.0,,,,,,1.0,1.0,,,,,,7.0,,,,,3.0,3.0,10.0,6.0,,34.0,58.0,2.0,1.0,1.0,6.0,22.0,4.0,10.0,,,2.0,11.0,5.0,,7.0,3.0,50.0,47.0,6.0,29.0,16.0,,1.0,59.0,9.0,8.0,,,3.0,1.0,1.0,142.0,1.0,,1.0,,1.0,,11.0,,,,5.0,,,,1.0,20.0,1.0,14.0,14.0,3.0,3.0,45.0,79.0,25.0,12.0,,3.0,5.0,3.0,236.0,,,7.0,1.0,,51.0,55.0,31.0,,,,,169.0,161.0,2.0,28.0,15.0,34.9,,1.0,22.0,0.0,,,,44.0,4.0,,4.0,,1.0,,4.0,,3.0,52.0,138.0,12.0,8.0,74.0,23.0,37.0,12.0,2.0,19.0,17.0,,106.0,9.0,210.0,5.0,2.0,37.0,8.0,81.0,1.0,265.0,,0.0,11.0,12.0,3.0,19.0,1.0,460.0,9.0,9.0,2.0,8.0,0.0
803454,30.0,2016-05-11 19:45:00,56,Sunderland,Home,90.0,16.0,3.0,6.0,3.0,,1.0,176.0,2.0,3.0,2.0,8.0,12.0,28.0,260.0,,1.0,14.0,14.0,15.0,8.0,2.0,1.0,1.0,,,,1.0,,,1.0,,,8.0,,,,,1.0,9.0,11.0,6.0,,60.0,65.0,2.0,3.0,2.0,2.0,22.0,3.0,7.0,,,5.0,7.0,3.0,3.0,16.0,4.0,54.0,37.0,2.0,30.0,15.0,,,67.0,15.0,6.0,,,3.0,2.0,1.0,143.0,1.0,,1.0,,1.0,,7.0,,,,1.0,,,,,18.0,,18.0,18.0,2.0,2.0,78.0,70.0,29.0,5.0,,3.0,8.0,8.0,334.0,,,6.0,1.0,,49.0,66.0,24.0,,,,,144.0,140.0,3.0,28.0,24.0,37.7,,,22.0,0.0,,,,71.0,4.0,2.0,6.0,,2.0,1.0,3.0,,3.0,92.0,251.0,13.0,11.0,99.0,28.0,34.0,7.0,5.0,17.0,12.0,1.0,143.0,5.0,270.0,1.0,3.0,26.0,14.0,61.0,2.0,352.0,,0.0,14.0,12.0,2.0,19.0,1.0,545.0,10.0,4.0,5.0,10.0,0.0
803470,31.0,2016-03-20 13:30:00,56,Sunderland,Away,67.0,12.0,1.0,2.0,1.0,3.0,1.0,133.0,4.0,,3.0,5.0,6.0,29.0,198.0,,,14.0,23.0,17.0,7.0,3.0,,,1.0,,,1.0,,,,,,9.0,,,,,1.0,6.0,9.0,8.0,,39.0,52.0,,,,4.0,16.0,3.0,15.0,1.0,,5.0,1.0,,,13.0,,69.0,66.0,4.0,23.0,17.0,,,69.0,7.0,14.0,1.0,1.0,4.0,2.0,1.0,152.0,,,,,,,11.0,,,,7.0,,,,,19.0,,6.0,6.0,1.0,3.0,50.0,83.0,35.0,3.0,,6.0,4.0,4.0,262.0,,,3.0,2.0,,41.0,73.0,24.0,,,,,160.0,149.0,2.0,13.0,21.0,40.1,,,16.0,0.0,,,,58.0,4.0,3.0,6.0,,2.0,,7.0,,3.0,74.0,184.0,13.0,10.0,76.0,24.0,34.0,22.0,4.0,7.0,3.0,,127.0,10.0,230.0,7.0,,29.0,8.0,80.0,1.0,299.0,1.0,0.0,14.0,25.0,2.0,17.0,1.0,510.0,12.0,11.0,5.0,17.0,0.0
803481,32.0,2016-04-02 15:00:00,56,Sunderland,Home,111.0,9.0,2.0,7.0,5.0,1.0,,182.0,1.0,1.0,6.0,5.0,11.0,24.0,286.0,,1.0,18.0,18.0,16.0,17.0,1.0,,,1.0,,,1.0,,,,,,19.0,,,,,,7.0,1.0,2.0,,56.0,73.0,2.0,3.0,,3.0,11.0,7.0,8.0,,,9.0,8.0,7.0,,7.0,,49.0,52.0,3.0,31.0,18.0,,1.0,62.0,11.0,10.0,,,1.0,,1.0,178.0,,,,,,,3.0,,,,2.0,,,,1.0,21.0,,19.0,19.0,1.0,6.0,79.0,94.0,36.0,3.0,,5.0,13.0,6.0,374.0,,,1.0,8.0,,70.0,57.0,37.0,,,,,176.0,169.0,3.0,30.0,30.0,56.8,,,11.0,0.0,,,,82.0,,,,,,,9.0,,1.0,100.0,272.0,7.0,18.0,126.0,25.0,38.0,17.0,6.0,21.0,15.0,,158.0,5.0,290.0,2.0,1.0,39.0,11.0,76.0,5.0,395.0,1.0,0.0,22.0,16.0,2.0,25.0,1.0,620.0,13.0,11.0,9.0,12.0,0.0
