matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321765,11.0,2010-11-06 15:00:00,56,Sunderland,Home,111.0,20.0,2.0,5.0,3.0,3.0,,176.0,2.0,1.0,1.0,8.0,23.0,30.0,282.0,,1.0,16.0,24.0,15.0,7.0,2.0,,,1.0,,,2.0,,,,,11.0,,1.0,,,,,7.0,7.0,,67.0,62.0,,1.0,1.0,6.0,5.0,7.0,3.0,6.0,9.0,3.0,,8.0,1.0,64.0,60.0,6.0,42.0,23.0,,,73.0,10.0,15.0,2.0,,4.0,1.0,2.0,146.0,,,,,,,5.0,,,2.0,1.0,,,,,37.0,,26.0,22.0,3.0,1.0,75.0,82.0,41.0,9.0,,5.0,4.0,5.0,,,6.0,5.0,,55.0,73.0,7.0,,,,1.0,185.0,158.0,2.0,25.0,24.0,55.8,,1.0,0.0,,,,89.0,4.0,,,,,7.0,1.0,3.0,81.0,9.0,132.0,30.0,69.0,20.0,4.0,17.0,13.0,,135.0,16.0,262.0,1.0,1.0,31.0,26.0,63.0,2.0,377.0,,0.0,17.0,25.0,1.0,23.0,0.0,638.0,11.0,5.0,6.0,18.0,0.0
321768,12.0,2010-11-09 20:00:00,56,Sunderland,Away,87.0,14.0,1.0,2.0,1.0,2.0,,158.0,4.0,,,10.0,20.0,25.0,243.0,1.0,1.0,20.0,18.0,14.0,5.0,1.0,,,,,,1.0,,,,,6.0,,,,,,,11.0,13.0,,69.0,64.0,1.0,,1.0,6.0,1.0,9.0,,3.0,3.0,2.0,,12.0,4.0,60.0,47.0,6.0,33.0,17.0,,1.0,82.0,16.0,6.0,1.0,,2.0,1.0,1.0,158.0,1.0,,,1.0,,,12.0,,,1.0,3.0,,,,1.0,35.0,,16.0,14.0,2.0,,62.0,98.0,47.0,17.0,,5.0,2.0,2.0,,,6.0,1.0,,47.0,61.0,12.0,,,,,186.0,161.0,4.0,35.0,16.0,43.0,,2.0,0.0,,,,59.0,3.0,3.0,,1.0,,5.0,,3.0,69.0,7.0,108.0,24.0,58.0,11.0,3.0,9.0,6.0,,126.0,16.0,249.0,3.0,,28.0,22.0,53.0,5.0,348.0,1.0,0.0,8.0,22.0,4.0,24.0,1.0,578.0,13.0,5.0,3.0,17.0,0.0
321778,13.0,2010-11-14 16:10:00,56,Sunderland,Away,85.0,11.0,1.0,5.0,4.0,2.0,,148.0,2.0,1.0,,12.0,14.0,23.0,228.0,,1.0,19.0,15.0,15.0,12.0,,2.0,,,,,,,,,,18.0,,,,,,1.0,7.0,7.0,,43.0,46.0,2.0,3.0,1.0,8.0,3.0,12.0,,3.0,2.0,8.0,1.0,12.0,,56.0,68.0,8.0,20.0,11.0,,,68.0,14.0,10.0,2.0,,2.0,,,139.0,1.0,,1.0,1.0,,,11.0,,,3.0,3.0,,,,1.0,20.0,,10.0,7.0,,,75.0,80.0,37.0,6.0,,7.0,6.0,9.0,,,5.0,,,43.0,47.0,19.0,,,,,166.0,148.0,2.0,16.0,16.0,41.7,,1.0,0.0,,,,69.0,,3.0,,1.0,2.0,9.0,,3.0,68.0,13.0,113.0,18.0,38.0,14.0,3.0,13.0,10.0,2.0,116.0,15.0,226.0,3.0,1.0,32.0,14.0,46.0,2.0,326.0,,0.0,21.0,32.0,4.0,25.0,2.0,559.0,9.0,10.0,3.0,22.0,0.0
321795,14.0,2010-11-22 20:00:00,56,Sunderland,Home,109.0,13.0,,5.0,5.0,5.0,,161.0,3.0,,,9.0,14.0,21.0,265.0,,2.0,19.0,19.0,30.0,10.0,,,,,,1.0,1.0,,,,,12.0,,,,,,,7.0,6.0,,52.0,53.0,1.0,1.0,,3.0,4.0,2.0,2.0,4.0,1.0,9.0,,16.0,3.0,49.0,65.0,3.0,25.0,13.0,,1.0,90.0,6.0,7.0,2.0,,3.0,3.0,1.0,171.0,2.0,,2.0,1.0,1.0,,8.0,,,1.0,1.0,,,,1.0,30.0,,15.0,13.0,2.0,,86.0,103.0,42.0,4.0,,6.0,6.0,4.0,,,5.0,2.0,,60.0,38.0,26.0,,,,,209.0,190.0,1.0,25.0,18.0,45.3,,2.0,0.0,,,,86.0,3.0,2.0,,2.0,,6.0,,2.0,80.0,12.0,139.0,31.0,44.0,15.0,4.0,17.0,13.0,,143.0,17.0,273.0,2.0,,36.0,14.0,52.0,2.0,395.0,,0.0,14.0,20.0,2.0,23.0,0.0,622.0,12.0,8.0,4.0,16.0,0.0
321806,15.0,2010-11-27 15:00:00,56,Sunderland,Away,84.0,16.0,,3.0,3.0,4.0,,177.0,4.0,,2.0,15.0,13.0,33.0,258.0,,4.0,13.0,33.0,23.0,8.0,,,,,1.0,1.0,2.0,,,,,14.0,,,,1.0,,,14.0,4.0,,55.0,66.0,1.0,1.0,1.0,7.0,5.0,5.0,,5.0,4.0,10.0,,16.0,2.0,73.0,60.0,6.0,33.0,17.0,,,97.0,11.0,11.0,2.0,1.0,3.0,2.0,2.0,170.0,2.0,,2.0,2.0,,,10.0,,,2.0,,,,,1.0,31.0,1.0,23.0,19.0,5.0,2.0,75.0,103.0,44.0,11.0,,2.0,8.0,6.0,,,4.0,,,61.0,42.0,23.0,,,,,217.0,187.0,2.0,29.0,24.0,46.0,1.0,3.0,0.0,,,,72.0,3.0,1.0,,,,5.0,1.0,3.0,86.0,10.0,101.0,26.0,62.0,13.0,5.0,21.0,16.0,,153.0,13.0,292.0,,,57.0,15.0,76.0,5.0,372.0,,0.0,16.0,22.0,5.0,19.0,3.0,629.0,12.0,4.0,5.0,14.0,0.0
321814,16.0,2010-12-05 16:00:00,56,Sunderland,Home,121.0,14.0,3.0,4.0,1.0,9.0,,257.0,5.0,3.0,5.0,9.0,19.0,28.0,374.0,,1.0,19.0,22.0,15.0,10.0,3.0,2.0,,,,,,,,,,15.0,,,1.0,,,,5.0,3.0,,75.0,76.0,1.0,1.0,1.0,,5.0,10.0,,9.0,9.0,10.0,,17.0,,67.0,63.0,,12.0,4.0,,,92.0,6.0,8.0,,,2.0,,,178.0,1.0,,1.0,1.0,,,8.0,,,1.0,3.0,,,,,12.0,1.0,23.0,19.0,3.0,5.0,105.0,83.0,45.0,3.0,1.0,6.0,8.0,7.0,,,2.0,3.0,,67.0,88.0,31.0,,,,,185.0,173.0,3.0,34.0,26.0,57.4,1.0,,0.0,,,,113.0,,1.0,,,2.0,7.0,,3.0,134.0,14.0,134.0,28.0,24.0,22.0,7.0,26.0,19.0,2.0,193.0,20.0,363.0,3.0,3.0,38.0,21.0,59.0,4.0,471.0,1.0,0.0,19.0,30.0,6.0,23.0,1.0,718.0,11.0,10.0,9.0,22.0,0.0
321820,17.0,2010-12-11 15:00:00,56,Sunderland,Away,101.0,13.0,1.0,5.0,4.0,7.0,,132.0,1.0,1.0,,15.0,10.0,31.0,228.0,,,18.0,30.0,31.0,9.0,1.0,1.0,,1.0,,,1.0,,,,,10.0,,,,,,,7.0,11.0,,39.0,89.0,1.0,1.0,,1.0,4.0,5.0,1.0,3.0,12.0,4.0,,7.0,4.0,62.0,68.0,1.0,24.0,15.0,,,95.0,10.0,13.0,,1.0,2.0,,1.0,175.0,,,,,,,7.0,,,,1.0,,,,,25.0,,18.0,16.0,1.0,,74.0,107.0,39.0,4.0,,7.0,3.0,,,,9.0,3.0,,65.0,57.0,20.0,,,,,224.0,202.0,3.0,40.0,32.0,45.5,,,0.0,,,,75.0,4.0,5.0,,3.0,1.0,9.0,,3.0,58.0,10.0,130.0,35.0,46.0,19.0,2.0,18.0,16.0,1.0,137.0,21.0,251.0,1.0,1.0,41.0,11.0,71.0,5.0,363.0,,0.0,13.0,15.0,4.0,29.0,1.0,593.0,11.0,9.0,3.0,12.0,0.0
321834,18.0,2010-12-18 12:45:00,56,Sunderland,Home,93.0,10.0,,4.0,4.0,4.0,1.0,148.0,4.0,,1.0,8.0,15.0,13.0,237.0,1.0,1.0,18.0,26.0,21.0,6.0,2.0,,,1.0,,,2.0,,,,,8.0,,,,,1.0,1.0,11.0,2.0,,61.0,79.0,1.0,1.0,1.0,4.0,1.0,3.0,,2.0,10.0,7.0,,16.0,1.0,61.0,65.0,4.0,28.0,14.0,,1.0,87.0,8.0,13.0,1.0,,4.0,1.0,2.0,169.0,,,,,,,10.0,,,1.0,3.0,,,,,28.0,1.0,14.0,11.0,1.0,1.0,58.0,101.0,37.0,5.0,,4.0,4.0,5.0,,,6.0,3.0,,60.0,43.0,25.0,,,,,204.0,179.0,3.0,29.0,31.0,47.4,1.0,2.0,0.0,,,,58.0,2.0,1.0,,1.0,,7.0,,2.0,80.0,8.0,110.0,26.0,53.0,18.0,1.0,19.0,18.0,,149.0,14.0,255.0,3.0,,40.0,15.0,61.0,3.0,346.0,2.0,0.0,13.0,21.0,5.0,26.0,1.0,601.0,11.0,10.0,2.0,15.0,0.0
321844,19.0,2010-12-26 15:00:00,56,Sunderland,Away,148.0,8.0,,2.0,2.0,4.0,,193.0,4.0,,2.0,5.0,16.0,22.0,339.0,,,3.0,10.0,10.0,3.0,,,,,,,,1.0,,,,5.0,,,,,,,13.0,4.0,,69.0,72.0,,,,2.0,2.0,9.0,,3.0,9.0,8.0,,10.0,3.0,43.0,43.0,2.0,16.0,9.0,,,68.0,11.0,10.0,,,1.0,2.0,,176.0,,,,,,,7.0,,,,3.0,,,,1.0,18.0,,19.0,15.0,3.0,2.0,98.0,93.0,43.0,5.0,,1.0,2.0,1.0,,,2.0,,1.0,46.0,56.0,13.0,,,,,170.0,157.0,2.0,34.0,23.0,43.4,,1.0,0.0,,,,102.0,5.0,1.0,,,,3.0,,3.0,66.0,3.0,169.0,25.0,29.0,10.0,3.0,22.0,19.0,,111.0,12.0,298.0,3.0,,37.0,17.0,52.0,1.0,445.0,,0.0,6.0,17.0,1.0,8.0,2.0,610.0,8.0,6.0,3.0,13.0,0.0
321852,20.0,2010-12-28 15:00:00,56,Sunderland,Home,136.0,26.0,4.0,12.0,8.0,13.0,1.0,260.0,2.0,1.0,1.0,14.0,27.0,36.0,384.0,1.0,6.0,22.0,16.0,21.0,22.0,4.0,3.0,,,1.0,,1.0,,,,,24.0,,,1.0,,,,5.0,4.0,,75.0,81.0,4.0,6.0,,2.0,4.0,8.0,,9.0,28.0,9.0,,16.0,,57.0,51.0,1.0,12.0,6.0,,,96.0,7.0,5.0,,,2.0,1.0,1.0,207.0,,,,,,,8.0,,,,,,,,1.0,8.0,1.0,16.0,14.0,,1.0,94.0,115.0,69.0,2.0,,14.0,12.0,11.0,,,,2.0,,51.0,77.0,29.0,,,,,189.0,184.0,3.0,40.0,30.0,53.0,1.0,,0.0,,,,103.0,,2.0,,,3.0,16.0,1.0,3.0,140.0,26.0,151.0,39.0,16.0,17.0,7.0,45.0,38.0,3.0,194.0,22.0,373.0,,1.0,34.0,27.0,65.0,6.0,479.0,1.0,0.0,31.0,19.0,10.0,23.0,2.0,715.0,14.0,6.0,9.0,12.0,0.0
321862,21.0,2011-01-01 15:00:00,56,Sunderland,Home,102.0,13.0,,4.0,4.0,9.0,,190.0,6.0,1.0,,11.0,17.0,21.0,288.0,,4.0,25.0,22.0,19.0,8.0,,3.0,,,,,,,,,,14.0,,,2.0,,,,6.0,5.0,,69.0,63.0,1.0,1.0,,1.0,4.0,7.0,,3.0,12.0,9.0,,11.0,,68.0,53.0,1.0,19.0,11.0,,,80.0,13.0,9.0,3.0,1.0,3.0,,,175.0,2.0,,1.0,2.0,,1.0,13.0,,,3.0,,,,,,23.0,2.0,23.0,17.0,1.0,,72.0,85.0,38.0,2.0,,4.0,6.0,4.0,,,3.0,5.0,,76.0,67.0,21.0,,,,,211.0,187.0,3.0,22.0,35.0,51.8,2.0,,0.0,,,,76.0,,,,1.0,3.0,6.0,,3.0,95.0,10.0,131.0,29.0,43.0,20.0,2.0,23.0,21.0,4.0,141.0,12.0,284.0,,1.0,37.0,18.0,49.0,2.0,392.0,,0.0,14.0,20.0,6.0,39.0,1.0,630.0,9.0,5.0,3.0,15.0,0.0
