matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442102,11.0,2012-11-10 15:00:00,56,Sunderland,Away,114.0,9.0,,4.0,4.0,5.0,,130.0,2.0,,1.0,12.0,4.0,19.0,240.0,,,14.0,17.0,21.0,6.0,,,,,,,,,,1.0,7.0,,,,,1.0,12.0,6.0,,,,51.0,51.0,2.0,1.0,1.0,4.0,3.0,11.0,1.0,,2.0,5.0,7.0,,5.0,1.0,58.0,58.0,4.0,23.0,12.0,,,55.0,15.0,14.0,,,,,,130.0,1.0,,1.0,,1.0,,8.0,,,,,,,,1.0,27.0,,20.0,19.0,2.0,1.0,80.0,96.0,52.0,6.0,1.0,2.0,5.0,3.0,,,,7.0,2.0,,51.0,30.0,23.0,,,,,157.0,135.0,1.0,22.0,24.0,37.4,,1.0,0.0,,,,65.0,3.0,1.0,,,,,3.0,,3.0,50.0,,7.0,128.0,26.0,45.0,16.0,2.0,14.0,12.0,,99.0,14.0,212.0,,,38.0,4.0,49.0,2.0,326.0,,0.0,9.0,18.0,1.0,20.0,3.0,528.0,,7.0,5.0,2.0,13.0,0.0
442110,12.0,2012-11-18 16:00:00,56,Sunderland,Away,180.0,14.0,2.0,2.0,,1.0,,236.0,4.0,,2.0,10.0,16.0,41.0,414.0,1.0,1.0,12.0,22.0,20.0,6.0,1.0,,2.0,,,,,,,1.0,10.0,,,,,,12.0,8.0,,,,89.0,67.0,1.0,,1.0,2.0,2.0,7.0,,,4.0,6.0,6.0,1.0,7.0,2.0,57.0,47.0,,10.0,6.0,,2.0,86.0,13.0,9.0,1.0,,,,,159.0,3.0,1.0,2.0,2.0,1.0,2.0,8.0,,,2.0,,,,,,18.0,,15.0,11.0,3.0,2.0,117.0,96.0,53.0,4.0,1.0,3.0,7.0,6.0,,,,7.0,5.0,,98.0,56.0,15.0,,,,,153.0,134.0,6.0,29.0,20.0,50.7,,,0.0,,,,134.0,5.0,1.0,,,2.0,2.0,3.0,,2.0,95.0,,10.0,195.0,25.0,27.0,14.0,4.0,16.0,12.0,4.0,139.0,12.0,320.0,,,33.0,21.0,76.0,2.0,499.0,1.0,0.0,11.0,12.0,2.0,14.0,3.0,678.0,,7.0,6.0,4.0,11.0,0.0
442125,13.0,2012-11-24 12:45:00,56,Sunderland,Home,161.0,22.0,3.0,9.0,6.0,4.0,1.0,205.0,3.0,,3.0,6.0,11.0,50.0,357.0,,,17.0,18.0,20.0,11.0,3.0,,,1.0,,,1.0,2.0,,,13.0,,,,,1.0,8.0,6.0,,,,54.0,49.0,,,1.0,2.0,3.0,3.0,,1.0,7.0,12.0,12.0,,12.0,,53.0,61.0,,10.0,6.0,1.0,,61.0,12.0,15.0,,,5.0,4.0,2.0,140.0,,,,,,,7.0,,,,3.0,,,,,12.0,,13.0,11.0,1.0,3.0,123.0,73.0,48.0,2.0,2.0,4.0,10.0,10.0,,,,2.0,1.0,,68.0,71.0,25.0,1.0,1.0,1.0,,140.0,132.0,,27.0,15.0,49.0,,,0.0,,,,111.0,1.0,1.0,,,,,7.0,,3.0,89.0,,14.0,175.0,33.0,16.0,17.0,6.0,34.0,28.0,1.0,130.0,10.0,287.0,4.0,,19.0,13.0,72.0,2.0,428.0,1.0,0.0,20.0,17.0,4.0,22.0,3.0,622.0,,4.0,9.0,7.0,12.0,0.0
442133,14.0,2012-11-27 19:45:00,56,Sunderland,Home,175.0,15.0,3.0,7.0,4.0,,1.0,188.0,3.0,3.0,4.0,8.0,16.0,24.0,356.0,,1.0,25.0,12.0,25.0,4.0,3.0,,,,1.0,,,3.0,,,7.0,,,,,2.0,9.0,6.0,,,,60.0,60.0,1.0,1.0,,3.0,5.0,9.0,,,5.0,7.0,5.0,,11.0,2.0,54.0,65.0,3.0,14.0,9.0,,,72.0,10.0,15.0,,,5.0,2.0,3.0,160.0,,,,,,,5.0,,,,,,,,,13.0,,20.0,16.0,,4.0,110.0,81.0,47.0,8.0,,3.0,4.0,4.0,,,,5.0,3.0,,90.0,49.0,16.0,,,,,156.0,145.0,3.0,25.0,24.0,50.2,,,0.0,,,,114.0,4.0,1.0,,,3.0,,5.0,,3.0,69.0,,7.0,187.0,26.0,25.0,16.0,5.0,19.0,14.0,,113.0,7.0,276.0,,3.0,27.0,18.0,45.0,3.0,444.0,,0.0,14.0,21.0,3.0,28.0,1.0,664.0,,11.0,4.0,5.0,13.0,0.0
442144,15.0,2012-12-02 16:00:00,56,Sunderland,Away,119.0,15.0,2.0,6.0,4.0,2.0,,221.0,1.0,,2.0,11.0,18.0,39.0,334.0,,1.0,18.0,16.0,17.0,5.0,2.0,,,,,1.0,,1.0,,,7.0,,,,1.0,4.0,5.0,3.0,,,,73.0,63.0,,1.0,,1.0,1.0,3.0,,1.0,6.0,10.0,7.0,,4.0,1.0,49.0,57.0,,14.0,5.0,,,90.0,17.0,11.0,,1.0,3.0,2.0,1.0,181.0,1.0,,,1.0,,,6.0,,,1.0,,,,,1.0,14.0,1.0,17.0,15.0,1.0,2.0,100.0,106.0,56.0,2.0,1.0,4.0,4.0,5.0,,,,3.0,1.0,,92.0,64.0,16.0,,,,,172.0,161.0,1.0,31.0,25.0,50.4,1.0,,0.0,,,,86.0,,1.0,,,1.0,,10.0,,3.0,88.0,,8.0,139.0,37.0,24.0,24.0,5.0,24.0,19.0,2.0,139.0,10.0,325.0,,,36.0,22.0,69.0,4.0,440.0,,0.0,16.0,15.0,4.0,21.0,2.0,633.0,,9.0,14.0,6.0,13.0,0.0
442155,16.0,2012-12-08 15:00:00,56,Sunderland,Home,113.0,20.0,4.0,5.0,1.0,3.0,,172.0,5.0,4.0,3.0,12.0,12.0,36.0,280.0,1.0,,12.0,14.0,14.0,6.0,,,,,,,2.0,2.0,,,6.0,,,,,1.0,6.0,8.0,,,,46.0,42.0,,,,,3.0,11.0,,,11.0,16.0,5.0,,13.0,2.0,62.0,59.0,,12.0,8.0,1.0,,72.0,11.0,15.0,,,2.0,,2.0,153.0,1.0,,,,1.0,,8.0,,,,1.0,,,,,14.0,1.0,9.0,8.0,1.0,3.0,77.0,85.0,57.0,1.0,1.0,1.0,6.0,5.0,,,,1.0,4.0,,59.0,55.0,13.0,1.0,1.0,1.0,,165.0,152.0,,20.0,14.0,45.3,,,0.0,,,,76.0,1.0,1.0,,,1.0,,4.0,,2.0,76.0,,7.0,125.0,29.0,25.0,24.0,11.0,32.0,21.0,,120.0,9.0,259.0,1.0,4.0,34.0,15.0,61.0,,352.0,1.0,0.0,12.0,19.0,1.0,16.0,1.0,549.0,,16.0,11.0,11.0,16.0,0.0
442161,17.0,2012-12-15 15:00:00,56,Sunderland,Away,109.0,7.0,,7.0,7.0,1.0,1.0,130.0,8.0,,,6.0,8.0,25.0,232.0,,,15.0,13.0,10.0,9.0,1.0,,,,,,,,,,10.0,,,,,1.0,15.0,1.0,,,,46.0,36.0,1.0,,1.0,2.0,4.0,6.0,,,9.0,12.0,5.0,,7.0,1.0,44.0,48.0,2.0,9.0,7.0,1.0,1.0,47.0,10.0,13.0,1.0,,2.0,3.0,,125.0,1.0,,1.0,,1.0,,14.0,,,,1.0,,,,,13.0,,23.0,18.0,4.0,,69.0,79.0,39.0,9.0,,3.0,8.0,7.0,,,,2.0,,,50.0,50.0,17.0,,,,,141.0,130.0,3.0,18.0,9.0,38.5,,,0.0,,,,67.0,2.0,,,,,,4.0,1.0,3.0,61.0,,11.0,126.0,23.0,20.0,10.0,9.0,29.0,20.0,,100.0,6.0,210.0,1.0,,27.0,8.0,57.0,1.0,307.0,,0.0,15.0,23.0,,21.0,0.0,500.0,,5.0,2.0,9.0,19.0,0.0
442173,18.0,2012-12-22 15:00:00,56,Sunderland,Away,116.0,13.0,3.0,5.0,2.0,4.0,,129.0,5.0,1.0,1.0,7.0,7.0,27.0,240.0,1.0,,13.0,22.0,16.0,5.0,2.0,,,,,,1.0,2.0,,,4.0,,,,,,3.0,9.0,,,,51.0,60.0,1.0,,1.0,5.0,2.0,11.0,,,5.0,9.0,7.0,,5.0,1.0,58.0,52.0,5.0,22.0,10.0,,,71.0,16.0,12.0,1.0,,2.0,,2.0,137.0,1.0,,1.0,1.0,,,8.0,,,1.0,2.0,,,,1.0,20.0,,11.0,10.0,1.0,1.0,66.0,95.0,47.0,8.0,,3.0,5.0,5.0,,,,5.0,3.0,,59.0,41.0,12.0,,,,,166.0,142.0,2.0,32.0,17.0,42.4,,1.0,0.0,,,,76.0,,2.0,,,,,3.0,1.0,3.0,61.0,,8.0,132.0,28.0,46.0,13.0,4.0,20.0,16.0,,112.0,13.0,218.0,2.0,1.0,25.0,8.0,61.0,2.0,330.0,1.0,0.0,10.0,16.0,1.0,21.0,3.0,526.0,,11.0,8.0,5.0,12.0,0.0
442188,19.0,2012-12-26 15:00:00,56,Sunderland,Home,86.0,16.0,,4.0,4.0,4.0,1.0,128.0,4.0,1.0,1.0,5.0,8.0,29.0,210.0,,1.0,15.0,25.0,13.0,7.0,,,2.0,,1.0,,,2.0,,,9.0,,,,,1.0,11.0,12.0,,,,48.0,50.0,,,,7.0,3.0,10.0,,,3.0,12.0,6.0,,5.0,5.0,61.0,56.0,7.0,10.0,6.0,,,49.0,15.0,16.0,,,4.0,2.0,2.0,121.0,1.0,,,1.0,,,7.0,,,1.0,2.0,,,,2.0,13.0,,13.0,12.0,3.0,1.0,54.0,73.0,42.0,7.0,1.0,3.0,5.0,4.0,,,,8.0,2.0,,40.0,58.0,18.0,,,,,124.0,114.0,,27.0,8.0,33.0,,1.0,0.0,,,,50.0,4.0,3.0,,,,2.0,5.0,,2.0,67.0,,8.0,99.0,26.0,20.0,14.0,3.0,23.0,20.0,2.0,100.0,11.0,197.0,3.0,1.0,24.0,8.0,53.0,1.0,273.0,1.0,0.0,12.0,21.0,1.0,20.0,1.0,461.0,,8.0,6.0,3.0,12.0,0.0
442198,20.0,2012-12-29 12:45:00,56,Sunderland,Home,119.0,16.0,,4.0,4.0,3.0,2.0,137.0,2.0,1.0,2.0,13.0,16.0,28.0,252.0,,3.0,22.0,20.0,15.0,3.0,1.0,,,,,,1.0,1.0,1.0,,4.0,,,,,3.0,10.0,8.0,,,,58.0,67.0,,1.0,1.0,3.0,3.0,10.0,,,3.0,10.0,8.0,1.0,12.0,5.0,57.0,56.0,2.0,14.0,5.0,,3.0,83.0,12.0,15.0,,,7.0,5.0,1.0,176.0,,,,,,,6.0,,,,1.0,,,,3.0,9.0,,21.0,17.0,,2.0,60.0,98.0,48.0,8.0,,1.0,3.0,4.0,,,,5.0,3.0,1.0,42.0,74.0,25.0,,,,,183.0,174.0,2.0,29.0,24.0,44.7,,2.0,0.0,,,,65.0,5.0,2.0,,,,,1.0,,3.0,61.0,,4.0,133.0,38.0,22.0,9.0,3.0,26.0,23.0,1.0,132.0,16.0,252.0,1.0,1.0,32.0,19.0,71.0,2.0,359.0,,0.0,8.0,23.0,4.0,28.0,1.0,576.0,,12.0,3.0,3.0,14.0,0.0
442200,21.0,2013-01-02 19:45:00,56,Sunderland,Away,108.0,11.0,2.0,3.0,1.0,4.0,,114.0,2.0,1.0,3.0,8.0,9.0,21.0,219.0,,,15.0,20.0,15.0,4.0,,,,,,,,2.0,,,1.0,,,,,2.0,15.0,14.0,,,,45.0,41.0,2.0,2.0,,,5.0,8.0,,,5.0,6.0,2.0,,11.0,5.0,51.0,43.0,,18.0,10.0,1.0,,60.0,6.0,8.0,,,3.0,2.0,2.0,138.0,,,,,,,12.0,,,,,,,,1.0,16.0,,11.0,9.0,,3.0,66.0,86.0,38.0,9.0,,1.0,3.0,2.0,,,,9.0,1.0,,45.0,41.0,16.0,,,,,151.0,137.0,,21.0,11.0,33.8,,,0.0,,,,54.0,3.0,4.0,,,1.0,,1.0,,3.0,46.0,,4.0,121.0,27.0,32.0,8.0,5.0,15.0,10.0,,90.0,16.0,197.0,,1.0,23.0,12.0,45.0,,303.0,,0.0,8.0,19.0,,19.0,1.0,479.0,,8.0,1.0,5.0,11.0,0.0
