matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803268,11.0,2015-10-31 15:00:00,45,Norwich,Away,109.0,2.0,1.0,2.0,1.0,,,108.0,4.0,1.0,2.0,11.0,7.0,21.0,215.0,,,9.0,21.0,10.0,2.0,1.0,,,,,,,,,,,1.0,,,,,1.0,6.0,15.0,6.0,,,,41.0,46.0,,,1.0,3.0,16.0,1.0,8.0,,,4.0,8.0,3.0,,8.0,2.0,57.0,37.0,3.0,23.0,12.0,1.0,1.0,42.0,13.0,4.0,1.0,,,,,129.0,,,,,,12.0,,,,2.0,,,,1.0,17.0,,14.0,14.0,1.0,2.0,61.0,64.0,26.0,12.0,,1.0,2.0,3.0,270.0,,,5.0,1.0,,28.0,65.0,22.0,1.0,2.0,2.0,,130.0,120.0,4.0,18.0,16.0,29.2,,,1.0,16.0,0.0,,,,65.0,1.0,2.0,3.0,,,,1.0,,3.0,54.0,202.0,9.0,3.0,125.0,5.0,33.0,16.0,4.0,15.0,11.0,,93.0,8.0,186.0,3.0,3.0,33.0,7.0,58.0,,296.0,,1.0,5.0,15.0,,12.0,2.0,457.0,,6.0,8.0,4.0,9.0,0.0
803278,12.0,2015-11-07 15:00:00,45,Norwich,Home,125.0,6.0,2.0,5.0,3.0,2.0,2.0,157.0,5.0,,3.0,8.0,10.0,23.0,277.0,,,10.0,14.0,11.0,3.0,2.0,,,,,,,,,,,6.0,,,,,1.0,7.0,4.0,4.0,,,,47.0,58.0,2.0,1.0,1.0,5.0,11.0,,6.0,,,5.0,8.0,2.0,,6.0,,43.0,35.0,5.0,9.0,6.0,,,59.0,12.0,7.0,,,3.0,3.0,,133.0,1.0,,1.0,,1.0,11.0,,,,1.0,,,,1.0,7.0,,11.0,11.0,2.0,3.0,81.0,69.0,33.0,2.0,1.0,2.0,4.0,5.0,320.0,,,1.0,3.0,,64.0,51.0,22.0,,,,,110.0,106.0,3.0,28.0,22.0,32.9,,,,11.0,0.0,,,,77.0,,,,,1.0,,4.0,,2.0,85.0,268.0,9.0,6.0,129.0,12.0,13.0,12.0,5.0,18.0,13.0,,124.0,4.0,227.0,1.0,,27.0,10.0,57.0,3.0,338.0,,0.0,9.0,11.0,,13.0,1.0,477.0,,11.0,6.0,5.0,8.0,0.0
803288,13.0,2015-11-21 15:00:00,45,Norwich,Away,99.0,9.0,,4.0,4.0,4.0,,130.0,6.0,,5.0,5.0,8.0,19.0,225.0,,,15.0,25.0,13.0,3.0,,,,,,,,,,,,3.0,,,,,,6.0,12.0,9.0,,,,51.0,48.0,,,,5.0,18.0,1.0,23.0,,1.0,5.0,5.0,5.0,,13.0,5.0,78.0,53.0,5.0,27.0,19.0,,,54.0,12.0,4.0,,,1.0,,,156.0,,,,,,17.0,,,,2.0,,,,,19.0,,11.0,11.0,4.0,5.0,66.0,66.0,26.0,6.0,,1.0,2.0,2.0,301.0,,,5.0,1.0,,68.0,36.0,20.0,,,,,165.0,158.0,3.0,29.0,5.0,35.6,,,,18.0,0.0,,,,58.0,3.0,3.0,6.0,,1.0,,1.0,1.0,3.0,58.0,212.0,10.0,3.0,131.0,20.0,34.0,16.0,5.0,15.0,10.0,,104.0,9.0,215.0,2.0,,37.0,9.0,74.0,3.0,331.0,,0.0,4.0,26.0,,22.0,4.0,531.0,,11.0,10.0,5.0,19.0,0.0
803292,14.0,2015-11-29 16:15:00,45,Norwich,Home,114.0,12.0,2.0,4.0,2.0,1.0,,162.0,4.0,,4.0,9.0,7.0,30.0,272.0,,1.0,13.0,14.0,10.0,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,5.0,7.0,5.0,,,,71.0,49.0,2.0,1.0,1.0,4.0,12.0,1.0,9.0,1.0,,3.0,8.0,7.0,,9.0,1.0,45.0,39.0,4.0,31.0,15.0,1.0,,53.0,8.0,5.0,1.0,,1.0,2.0,,118.0,1.0,,1.0,1.0,,10.0,,,1.0,1.0,,,,,18.0,,7.0,7.0,2.0,4.0,83.0,52.0,23.0,6.0,,4.0,2.0,2.0,338.0,,,5.0,2.0,,62.0,83.0,23.0,,,,,136.0,132.0,3.0,16.0,24.0,36.8,,,1.0,12.0,0.0,,,,85.0,2.0,,1.0,,,,4.0,,3.0,76.0,265.0,7.0,6.0,135.0,23.0,35.0,13.0,3.0,20.0,17.0,,115.0,6.0,242.0,1.0,,27.0,7.0,63.0,3.0,357.0,,0.0,7.0,16.0,1.0,19.0,1.0,529.0,,6.0,8.0,3.0,12.0,0.0
803308,15.0,2015-12-05 15:00:00,45,Norwich,Away,114.0,13.0,,4.0,4.0,2.0,1.0,134.0,3.0,,2.0,19.0,4.0,45.0,244.0,,,23.0,15.0,19.0,5.0,1.0,,,,,,,1.0,,,,6.0,,,,,1.0,4.0,9.0,5.0,,,,66.0,50.0,,,,2.0,15.0,2.0,11.0,,,1.0,7.0,8.0,,7.0,3.0,46.0,45.0,2.0,31.0,21.0,,1.0,93.0,10.0,10.0,,,3.0,3.0,,177.0,,,,,,7.0,,,,2.0,,,,1.0,23.0,,10.0,10.0,2.0,2.0,71.0,94.0,34.0,4.0,,4.0,2.0,1.0,346.0,,,2.0,,,59.0,74.0,31.0,1.0,1.0,1.0,,190.0,177.0,4.0,19.0,18.0,49.6,,,,15.0,0.0,,,,59.0,5.0,,5.0,,,,4.0,,3.0,68.0,229.0,9.0,6.0,134.0,29.0,44.0,12.0,1.0,19.0,18.0,,141.0,12.0,258.0,2.0,,68.0,5.0,114.0,5.0,373.0,,0.0,7.0,9.0,,31.0,3.0,563.0,,9.0,8.0,1.0,5.0,0.0
803314,16.0,2015-12-12 12:45:00,45,Norwich,Home,115.0,16.0,1.0,1.0,,3.0,,192.0,5.0,1.0,2.0,7.0,12.0,33.0,306.0,,,14.0,14.0,8.0,6.0,1.0,,,,,,,,,,,6.0,,,,,,5.0,11.0,4.0,,,,66.0,56.0,1.0,1.0,1.0,,18.0,2.0,9.0,,,5.0,10.0,4.0,,8.0,2.0,43.0,32.0,,25.0,17.0,,,79.0,9.0,6.0,,,,,,160.0,,,,,,14.0,,,,,,,,,20.0,,8.0,8.0,1.0,2.0,82.0,78.0,37.0,4.0,1.0,5.0,2.0,2.0,378.0,,,2.0,2.0,,46.0,108.0,24.0,,,,,153.0,143.0,4.0,26.0,24.0,41.3,,,,18.0,0.0,,,,93.0,2.0,,2.0,,,,5.0,1.0,2.0,108.0,293.0,11.0,7.0,128.0,23.0,35.0,3.0,5.0,19.0,14.0,,155.0,8.0,292.0,,1.0,25.0,13.0,72.0,1.0,401.0,,0.0,9.0,18.0,,17.0,1.0,565.0,,13.0,,5.0,14.0,0.0
803328,17.0,2015-12-19 15:00:00,45,Norwich,Away,86.0,3.0,,1.0,1.0,5.0,,112.0,2.0,,2.0,7.0,3.0,19.0,197.0,,1.0,11.0,13.0,15.0,3.0,,,,,,,,,,,,6.0,,,,,,8.0,6.0,5.0,,,,38.0,62.0,,,,6.0,22.0,,9.0,,,,5.0,1.0,,15.0,1.0,49.0,43.0,6.0,54.0,37.0,,1.0,45.0,10.0,4.0,1.0,,2.0,2.0,,112.0,2.0,,1.0,2.0,,12.0,,,2.0,2.0,,,,,42.0,,15.0,15.0,4.0,2.0,63.0,68.0,24.0,11.0,1.0,1.0,4.0,4.0,258.0,,,3.0,1.0,,46.0,49.0,8.0,,,,,150.0,135.0,,32.0,21.0,30.8,,,1.0,22.0,0.0,,,,70.0,,1.0,1.0,,1.0,,2.0,,3.0,42.0,189.0,13.0,5.0,110.0,8.0,69.0,12.0,,8.0,8.0,,68.0,6.0,181.0,2.0,,29.0,3.0,65.0,1.0,283.0,,0.0,6.0,15.0,1.0,19.0,2.0,499.0,,15.0,10.0,,12.0,0.0
803337,18.0,2015-12-26 15:00:00,45,Norwich,Away,134.0,9.0,2.0,6.0,4.0,3.0,,138.0,2.0,,3.0,10.0,19.0,24.0,266.0,,,25.0,18.0,12.0,9.0,1.0,,,,,,,,,1.0,,8.0,,,,,,7.0,12.0,3.0,,,,61.0,60.0,1.0,1.0,,3.0,19.0,1.0,9.0,,1.0,4.0,11.0,2.0,,10.0,5.0,58.0,38.0,3.0,20.0,7.0,,,65.0,13.0,4.0,,,,,,145.0,,,,,,5.0,,,,2.0,,,,,10.0,,18.0,18.0,2.0,3.0,69.0,72.0,32.0,9.0,,7.0,3.0,3.0,335.0,,,2.0,4.0,,44.0,83.0,20.0,1.0,1.0,1.0,,159.0,148.0,5.0,26.0,21.0,40.2,,,1.0,19.0,0.0,,,,79.0,6.0,1.0,7.0,,1.0,,7.0,,3.0,75.0,255.0,8.0,10.0,153.0,16.0,31.0,12.0,3.0,16.0,13.0,,116.0,14.0,217.0,2.0,,35.0,20.0,60.0,8.0,354.0,,0.0,11.0,18.0,,36.0,2.0,564.0,,9.0,4.0,4.0,13.0,0.0
803342,19.0,2015-12-28 15:00:00,45,Norwich,Home,116.0,11.0,1.0,2.0,1.0,,,139.0,6.0,,4.0,9.0,4.0,25.0,253.0,,,9.0,25.0,26.0,2.0,2.0,,,,1.0,2.0,,,,,,5.0,,,,,,5.0,2.0,4.0,,,,53.0,70.0,1.0,,2.0,1.0,13.0,1.0,14.0,,,3.0,10.0,1.0,,13.0,3.0,69.0,73.0,1.0,18.0,10.0,,,69.0,10.0,19.0,1.0,,4.0,3.0,2.0,171.0,1.0,,1.0,1.0,,8.0,,,2.0,2.0,,,,,11.0,,15.0,15.0,1.0,4.0,70.0,78.0,31.0,8.0,1.0,3.0,2.0,4.0,333.0,,,1.0,1.0,,47.0,63.0,21.0,,,,,164.0,159.0,1.0,23.0,37.0,48.2,,,,13.0,0.0,,,,67.0,1.0,2.0,3.0,,,,4.0,,3.0,64.0,236.0,3.0,5.0,139.0,29.0,23.0,16.0,2.0,16.0,14.0,,108.0,6.0,238.0,2.0,,36.0,4.0,67.0,2.0,361.0,,0.0,9.0,20.0,1.0,10.0,2.0,541.0,,13.0,9.0,3.0,18.0,0.0
803358,20.0,2016-01-02 15:00:00,45,Norwich,Home,97.0,10.0,,3.0,3.0,6.0,,152.0,3.0,,5.0,12.0,11.0,29.0,246.0,,,14.0,23.0,25.0,5.0,,,,,,1.0,,,,,,9.0,,,,,,2.0,8.0,2.0,,,,50.0,52.0,1.0,2.0,,3.0,15.0,2.0,2.0,,,4.0,5.0,4.0,,12.0,2.0,52.0,49.0,3.0,45.0,34.0,,,61.0,9.0,7.0,,,2.0,1.0,1.0,149.0,1.0,,1.0,1.0,,11.0,,,1.0,,,,,1.0,34.0,,11.0,11.0,6.0,5.0,79.0,75.0,31.0,9.0,1.0,4.0,2.0,1.0,335.0,,,1.0,3.0,,62.0,67.0,23.0,,,,,165.0,163.0,1.0,23.0,20.0,41.6,,,2.0,15.0,0.0,,,,78.0,3.0,1.0,4.0,,,,7.0,,3.0,71.0,236.0,7.0,6.0,128.0,18.0,47.0,15.0,3.0,13.0,10.0,,123.0,16.0,241.0,,,39.0,12.0,75.0,2.0,356.0,,0.0,10.0,9.0,,21.0,1.0,547.0,,12.0,8.0,4.0,6.0,0.0
