matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210477,21,2022-05-11 19:45:00,45,Norwich,Away,180.0,18.0,1.0,3.0,2.0,1.0,,108.0,6.0,,4.0,,4.0,22.0,285.0,,,18.0,15.0,5.0,7.0,,3.0,3.0,,,,,,1.0,6.0,,,1.0,,2.0,11.0,9.0,6.0,3.0,55.0,54.0,2.0,2.0,,5.0,17.0,,9.0,,,2.0,3.0,3.0,,10.0,3.0,53.0,42.0,5.0,32.0,17.0,,,24.0,30.0,5.0,10.0,,,,,128.0,,,,,,,9.0,,1.0,,17.0,1.0,5.0,5.0,1.0,4.0,83.0,54.0,29.0,10.0,,3.0,4.0,5.0,329.0,7.0,3.0,,38.0,45.0,14.0,,,,,,116.0,116.0,5.0,27.0,16.0,35.1,1.0,,,,17.0,0.0,88.0,4.0,1.0,5.0,,,3.0,4.0,,3.0,13.0,51.0,269.0,7.0,7.0,200.0,37.0,32.0,22.0,2.0,8.0,6.0,3.0,78.0,4.0,162.0,1.0,,6.0,4.0,46.0,,354.0,1.0,0.0,9.0,19.0,1.0,18.0,0.0,557.0,19.0,15.0,8.0,2.0,12.0,0.0
2210487,22,2022-01-15 15:00:00,45,Norwich,Home,104.0,14.0,3.0,5.0,2.0,2.0,1.0,101.0,3.0,,7.0,6.0,2.0,26.0,200.0,,1.0,19.0,10.0,21.0,4.0,2.0,5.0,2.0,,,,,,,6.0,,,1.0,3.0,7.0,9.0,3.0,6.0,8.0,42.0,59.0,1.0,,1.0,,22.0,5.0,10.0,,,8.0,12.0,2.0,,11.0,1.0,49.0,61.0,,30.0,20.0,,,34.0,48.0,12.0,14.0,1.0,4.0,4.0,,129.0,1.0,,1.0,1.0,,1.0,5.0,1.0,,1.0,20.0,1.0,9.0,9.0,,7.0,53.0,69.0,35.0,8.0,,3.0,4.0,3.0,263.0,6.0,2.0,,40.0,65.0,23.0,,,,,,151.0,151.0,2.0,27.0,18.0,40.4,1.0,,,1.0,22.0,0.0,60.0,4.0,,4.0,,,2.0,6.0,,3.0,16.0,52.0,189.0,6.0,7.0,123.0,29.0,30.0,15.0,7.0,25.0,18.0,3.0,85.0,5.0,186.0,1.0,,22.0,3.0,57.0,3.0,284.0,1.0,0.0,14.0,18.0,1.0,25.0,3.0,511.0,16.0,18.0,8.0,8.0,6.0,0.0
2210500,23,2022-01-21 20:00:00,45,Norwich,Away,90.0,7.0,1.0,2.0,1.0,,,64.0,4.0,,6.0,4.0,7.0,13.0,152.0,1.0,,18.0,20.0,16.0,2.0,1.0,1.0,,,,1.0,,,,5.0,,,,,4.0,8.0,7.0,4.0,3.0,32.0,64.0,1.0,,1.0,3.0,12.0,3.0,22.0,1.0,2.0,1.0,2.0,,,7.0,1.0,67.0,55.0,3.0,14.0,10.0,,2.0,28.0,42.0,11.0,16.0,,1.0,2.0,1.0,130.0,2.0,,2.0,2.0,,,8.0,2.0,,,10.0,,9.0,9.0,,6.0,53.0,68.0,19.0,5.0,2.0,2.0,3.0,2.0,235.0,5.0,,,31.0,54.0,12.0,,,,,,151.0,151.0,5.0,29.0,22.0,31.5,,,,,12.0,0.0,44.0,4.0,,3.0,,2.0,,2.0,,3.0,13.0,37.0,143.0,8.0,5.0,117.0,29.0,14.0,14.0,1.0,5.0,4.0,,77.0,3.0,147.0,,,20.0,8.0,58.0,1.0,259.0,3.0,0.0,7.0,16.0,,28.0,1.0,434.0,14.0,16.0,7.0,1.0,11.0,0.0
2210504,24,2022-02-09 19:45:00,45,Norwich,Home,106.0,12.0,2.0,3.0,1.0,,,56.0,6.0,,9.0,2.0,4.0,19.0,159.0,,,13.0,21.0,11.0,1.0,2.0,2.0,,,,,,,,3.0,,,,,9.0,8.0,5.0,4.0,1.0,36.0,66.0,,,,1.0,16.0,2.0,11.0,,,4.0,5.0,1.0,,7.0,2.0,58.0,45.0,1.0,27.0,14.0,,,23.0,39.0,11.0,15.0,1.0,,1.0,,119.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,14.0,,11.0,11.0,2.0,9.0,57.0,61.0,22.0,6.0,,2.0,2.0,1.0,228.0,4.0,1.0,,32.0,48.0,13.0,,1.0,1.0,,,153.0,153.0,2.0,31.0,22.0,28.3,,2.0,,,16.0,0.0,44.0,3.0,1.0,4.0,,1.0,,2.0,,3.0,14.0,18.0,141.0,6.0,4.0,141.0,36.0,27.0,12.0,4.0,11.0,7.0,,52.0,7.0,126.0,1.0,,25.0,4.0,65.0,1.0,256.0,,0.0,5.0,15.0,,25.0,1.0,446.0,9.0,19.0,4.0,4.0,9.0,0.0
2210518,25,2022-02-12 17:30:00,45,Norwich,Home,152.0,16.0,2.0,4.0,2.0,1.0,1.0,64.0,8.0,,5.0,2.0,4.0,14.0,212.0,,,10.0,12.0,13.0,5.0,3.0,3.0,,,,,,,,4.0,,,1.0,1.0,2.0,18.0,4.0,7.0,1.0,47.0,54.0,,,,1.0,16.0,1.0,16.0,,,4.0,1.0,2.0,,1.0,1.0,39.0,37.0,1.0,29.0,19.0,,,14.0,30.0,7.0,7.0,,1.0,1.0,,110.0,,,,,,,9.0,,,1.0,19.0,1.0,6.0,6.0,,5.0,66.0,44.0,22.0,12.0,,4.0,4.0,3.0,258.0,4.0,1.0,,17.0,42.0,12.0,,1.0,1.0,1.0,,100.0,100.0,6.0,26.0,15.0,28.5,1.0,,,,16.0,0.0,58.0,5.0,,5.0,,,,4.0,,3.0,6.0,29.0,192.0,10.0,8.0,177.0,33.0,29.0,10.0,4.0,8.0,4.0,,62.0,1.0,112.0,,,4.0,5.0,36.0,2.0,281.0,1.0,0.0,8.0,11.0,1.0,13.0,0.0,436.0,19.0,16.0,6.0,4.0,6.0,0.0
2210526,26,2022-02-19 15:00:00,45,Norwich,Away,152.0,20.0,1.0,2.0,1.0,,,70.0,10.0,,5.0,3.0,3.0,21.0,220.0,,2.0,5.0,17.0,13.0,4.0,,2.0,1.0,,,,,,1.0,3.0,,,,1.0,4.0,16.0,13.0,3.0,3.0,45.0,58.0,1.0,1.0,,3.0,15.0,1.0,18.0,1.0,,4.0,6.0,1.0,,8.0,4.0,57.0,47.0,3.0,39.0,25.0,,1.0,20.0,29.0,8.0,6.0,1.0,1.0,1.0,,127.0,1.0,,,1.0,,,13.0,1.0,1.0,,25.0,,13.0,13.0,3.0,6.0,71.0,46.0,19.0,9.0,,3.0,2.0,1.0,283.0,8.0,,,35.0,28.0,21.0,,,,,,138.0,138.0,2.0,34.0,14.0,30.6,,3.0,,1.0,15.0,0.0,65.0,3.0,2.0,4.0,,,1.0,4.0,,3.0,12.0,39.0,201.0,7.0,5.0,193.0,45.0,39.0,15.0,4.0,12.0,8.0,1.0,60.0,1.0,127.0,1.0,,20.0,4.0,57.0,5.0,308.0,,0.0,6.0,19.0,3.0,11.0,1.0,496.0,16.0,14.0,9.0,4.0,9.0,0.0
2210539,27,2022-02-25 20:00:00,45,Norwich,Away,185.0,15.0,2.0,5.0,3.0,1.0,1.0,93.0,11.0,1.0,6.0,3.0,4.0,18.0,273.0,,,13.0,19.0,14.0,4.0,1.0,1.0,,,,,,,,6.0,,,,1.0,6.0,19.0,8.0,4.0,4.0,55.0,45.0,,,,2.0,17.0,4.0,10.0,,,6.0,6.0,4.0,,3.0,2.0,47.0,46.0,2.0,42.0,24.0,,2.0,21.0,36.0,9.0,11.0,,,1.0,,138.0,,,,,,,12.0,,,,24.0,,7.0,7.0,2.0,6.0,85.0,55.0,24.0,13.0,,2.0,3.0,1.0,331.0,6.0,,,33.0,49.0,24.0,,,,,,135.0,135.0,2.0,15.0,20.0,41.9,,,,,17.0,0.0,82.0,5.0,2.0,7.0,,,,3.0,,3.0,7.0,50.0,248.0,10.0,5.0,214.0,36.0,42.0,9.0,6.0,17.0,11.0,,82.0,6.0,163.0,,1.0,13.0,4.0,42.0,1.0,360.0,,0.0,8.0,18.0,1.0,20.0,2.0,562.0,16.0,19.0,3.0,6.0,10.0,0.0
2210547,28,2022-03-05 15:00:00,45,Norwich,Home,197.0,13.0,1.0,4.0,3.0,1.0,,159.0,3.0,,2.0,5.0,1.0,27.0,352.0,,,27.0,21.0,14.0,8.0,1.0,2.0,,,,,,,,13.0,,,,,6.0,6.0,4.0,9.0,6.0,74.0,49.0,1.0,1.0,,,12.0,5.0,7.0,,1.0,5.0,5.0,8.0,,10.0,1.0,55.0,46.0,,10.0,4.0,,,25.0,50.0,13.0,16.0,1.0,5.0,3.0,,152.0,1.0,,1.0,1.0,,,4.0,1.0,,1.0,4.0,,13.0,13.0,2.0,2.0,110.0,62.0,29.0,5.0,,1.0,9.0,7.0,431.0,3.0,,,52.0,60.0,35.0,2.0,2.0,2.0,,,154.0,154.0,3.0,21.0,22.0,59.6,,,,,12.0,0.0,121.0,2.0,1.0,3.0,,,,3.0,,3.0,13.0,77.0,331.0,4.0,10.0,233.0,40.0,10.0,8.0,5.0,21.0,16.0,,123.0,7.0,245.0,,,24.0,1.0,63.0,1.0,457.0,,0.0,15.0,13.0,1.0,31.0,2.0,642.0,19.0,12.0,3.0,5.0,9.0,0.0
2210557,29,2022-03-13 14:00:00,45,Norwich,Away,172.0,23.0,,4.0,4.0,,1.0,110.0,11.0,1.0,11.0,3.0,4.0,24.0,278.0,,3.0,20.0,14.0,17.0,4.0,,1.0,,1.0,,1.0,,,1.0,9.0,,1.0,,1.0,4.0,10.0,3.0,5.0,7.0,52.0,75.0,2.0,1.0,1.0,3.0,26.0,4.0,9.0,,1.0,2.0,4.0,2.0,,10.0,2.0,59.0,64.0,3.0,11.0,2.0,,,35.0,45.0,8.0,18.0,,3.0,2.0,1.0,141.0,1.0,,1.0,1.0,,,12.0,1.0,,,2.0,1.0,10.0,10.0,,11.0,107.0,57.0,31.0,6.0,1.0,,5.0,4.0,350.0,1.0,3.0,,31.0,81.0,24.0,,,,,,175.0,175.0,7.0,31.0,26.0,47.5,1.0,,,,26.0,0.0,82.0,3.0,2.0,5.0,,1.0,,4.0,1.0,3.0,15.0,52.0,251.0,9.0,5.0,206.0,54.0,11.0,35.0,2.0,10.0,8.0,,98.0,,186.0,1.0,1.0,9.0,5.0,52.0,3.0,382.0,,0.0,12.0,12.0,3.0,27.0,1.0,613.0,23.0,24.0,17.0,2.0,9.0,0.0
2210567,30,2022-03-10 19:30:00,45,Norwich,Home,193.0,19.0,,3.0,3.0,,1.0,102.0,6.0,,5.0,1.0,3.0,20.0,292.0,,,12.0,11.0,4.0,3.0,1.0,1.0,,,,,,,,5.0,1.0,,,1.0,5.0,12.0,3.0,2.0,6.0,58.0,47.0,,,1.0,1.0,13.0,1.0,10.0,,1.0,3.0,7.0,1.0,,11.0,2.0,44.0,38.0,1.0,12.0,3.0,,,22.0,37.0,8.0,13.0,1.0,2.0,1.0,,126.0,,,,,,,6.0,,,,3.0,,11.0,11.0,,5.0,76.0,36.0,22.0,8.0,,2.0,2.0,3.0,328.0,3.0,1.0,,40.0,49.0,17.0,,,,,1.0,102.0,102.0,4.0,26.0,12.0,33.7,,,,,13.0,0.0,93.0,3.0,1.0,4.0,,,,4.0,,3.0,8.0,56.0,268.0,7.0,4.0,210.0,30.0,12.0,9.0,2.0,11.0,9.0,,83.0,,154.0,,,9.0,3.0,36.0,2.0,353.0,,0.0,8.0,16.0,,15.0,0.0,510.0,14.0,12.0,5.0,3.0,9.0,0.0
2210571,31,2022-04-02 15:00:00,45,Norwich,Away,117.0,13.0,,1.0,1.0,1.0,1.0,75.0,6.0,,8.0,1.0,2.0,13.0,191.0,,,15.0,15.0,18.0,3.0,,,,,,,,,,6.0,,,,,7.0,17.0,14.0,4.0,2.0,42.0,59.0,1.0,1.0,,,17.0,3.0,10.0,,,2.0,5.0,1.0,,8.0,2.0,47.0,49.0,,38.0,14.0,,,24.0,30.0,11.0,11.0,,2.0,2.0,,135.0,,,,,,,15.0,,1.0,2.0,14.0,,11.0,11.0,,8.0,56.0,63.0,24.0,11.0,,2.0,1.0,,261.0,9.0,,,40.0,35.0,17.0,,1.0,1.0,,,142.0,142.0,2.0,37.0,11.0,37.0,,,,1.0,17.0,0.0,55.0,1.0,3.0,4.0,,,,3.0,,3.0,14.0,29.0,178.0,13.0,3.0,155.0,29.0,38.0,9.0,2.0,10.0,8.0,,56.0,3.0,143.0,1.0,,18.0,4.0,51.0,1.0,288.0,2.0,0.0,6.0,17.0,,23.0,1.0,485.0,16.0,13.0,3.0,2.0,7.0,0.0
2210588,32,2022-04-10 14:00:00,45,Norwich,Home,100.0,12.0,1.0,3.0,2.0,2.0,,132.0,4.0,,3.0,3.0,2.0,14.0,229.0,,1.0,12.0,27.0,27.0,12.0,3.0,3.0,3.0,,,,,,1.0,11.0,,1.0,,3.0,6.0,11.0,7.0,9.0,8.0,47.0,69.0,2.0,1.0,1.0,2.0,15.0,5.0,10.0,1.0,,6.0,7.0,2.0,,11.0,2.0,72.0,53.0,2.0,43.0,30.0,,,20.0,57.0,12.0,9.0,1.0,4.0,2.0,,173.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,,30.0,1.0,7.0,7.0,1.0,3.0,59.0,66.0,21.0,7.0,1.0,6.0,10.0,6.0,320.0,6.0,,,77.0,44.0,24.0,,,,,,175.0,175.0,5.0,33.0,20.0,44.9,1.0,,,2.0,15.0,0.0,73.0,2.0,2.0,3.0,,,3.0,6.0,,3.0,15.0,87.0,214.0,9.0,16.0,134.0,47.0,43.0,19.0,2.0,13.0,11.0,3.0,146.0,3.0,231.0,1.0,,20.0,2.0,68.0,3.0,352.0,1.0,0.0,17.0,10.0,1.0,18.0,1.0,551.0,21.0,10.0,7.0,6.0,7.0,0.0
2210594,33,2022-04-16 15:00:00,45,Norwich,Away,195.0,20.0,2.0,3.0,1.0,,,121.0,5.0,,11.0,,4.0,28.0,313.0,,2.0,10.0,7.0,8.0,8.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,11.0,,,,,6.0,12.0,8.0,8.0,7.0,62.0,62.0,3.0,1.0,2.0,1.0,7.0,4.0,18.0,,1.0,7.0,8.0,3.0,,6.0,4.0,47.0,46.0,1.0,18.0,8.0,1.0,,25.0,41.0,6.0,8.0,1.0,3.0,2.0,1.0,142.0,2.0,,2.0,2.0,,,6.0,2.0,1.0,,8.0,,6.0,6.0,,11.0,90.0,49.0,35.0,6.0,1.0,3.0,8.0,4.0,366.0,6.0,,,48.0,41.0,26.0,,,,,,117.0,117.0,5.0,31.0,14.0,39.2,,,,,7.0,0.0,92.0,3.0,3.0,6.0,,1.0,1.0,7.0,1.0,3.0,15.0,56.0,294.0,2.0,11.0,217.0,34.0,18.0,20.0,5.0,18.0,13.0,1.0,90.0,1.0,187.0,1.0,,8.0,4.0,52.0,,386.0,,0.0,15.0,20.0,4.0,12.0,0.0,569.0,23.0,11.0,10.0,7.0,11.0,0.0
2210610,34,2022-04-23 15:00:00,45,Norwich,Home,176.0,17.0,,1.0,1.0,,,140.0,4.0,,5.0,3.0,5.0,27.0,315.0,1.0,2.0,23.0,11.0,10.0,4.0,,,1.0,,1.0,1.0,,,,4.0,,,,,6.0,10.0,3.0,4.0,1.0,75.0,66.0,2.0,2.0,,,22.0,,10.0,,,2.0,7.0,4.0,,9.0,3.0,47.0,49.0,,12.0,2.0,1.0,,32.0,54.0,11.0,10.0,,2.0,1.0,1.0,150.0,,,,,,,7.0,,,,2.0,,15.0,15.0,1.0,5.0,108.0,54.0,20.0,3.0,,3.0,1.0,2.0,399.0,,1.0,,70.0,44.0,29.0,,,,,,149.0,149.0,7.0,25.0,29.0,45.4,,,,,22.0,0.0,84.0,1.0,3.0,4.0,,1.0,1.0,3.0,,3.0,12.0,77.0,302.0,14.0,4.0,205.0,50.0,12.0,15.0,2.0,14.0,12.0,1.0,118.0,3.0,226.0,,,13.0,5.0,63.0,1.0,417.0,3.0,0.0,5.0,20.0,2.0,26.0,0.0,594.0,13.0,14.0,9.0,2.0,12.0,0.0
2210611,35,2022-04-30 15:00:00,45,Norwich,Away,263.0,24.0,1.0,2.0,1.0,2.0,1.0,141.0,7.0,,5.0,2.0,7.0,40.0,402.0,,,27.0,10.0,9.0,6.0,1.0,1.0,,,,,,,,5.0,,,,3.0,3.0,16.0,5.0,4.0,5.0,72.0,55.0,,,,1.0,14.0,,9.0,,,3.0,2.0,1.0,,18.0,2.0,53.0,47.0,1.0,8.0,2.0,,,28.0,39.0,8.0,16.0,,4.0,4.0,,141.0,,,,,,,8.0,,,,2.0,,14.0,14.0,1.0,5.0,137.0,61.0,37.0,2.0,,4.0,3.0,3.0,465.0,7.0,,,61.0,69.0,19.0,,,,,,143.0,143.0,2.0,25.0,22.0,54.9,,,,,14.0,0.0,141.0,3.0,1.0,4.0,,,,6.0,,3.0,15.0,63.0,379.0,5.0,7.0,291.0,48.0,8.0,18.0,3.0,10.0,7.0,,96.0,5.0,210.0,,,10.0,8.0,67.0,,491.0,,0.0,9.0,12.0,,32.0,1.0,685.0,17.0,15.0,10.0,3.0,6.0,0.0
2210630,36,2022-05-08 14:00:00,45,Norwich,Home,195.0,17.0,1.0,1.0,,,,134.0,3.0,,4.0,4.0,4.0,19.0,328.0,,1.0,7.0,8.0,7.0,5.0,,1.0,2.0,1.0,,1.0,,,1.0,5.0,,,,1.0,4.0,10.0,3.0,3.0,5.0,73.0,44.0,1.0,1.0,,1.0,19.0,4.0,9.0,,1.0,9.0,10.0,,,11.0,,34.0,34.0,1.0,20.0,9.0,1.0,,15.0,35.0,7.0,6.0,,3.0,1.0,1.0,123.0,,,,,,,5.0,,,2.0,9.0,,9.0,9.0,1.0,4.0,97.0,35.0,25.0,5.0,,1.0,4.0,2.0,364.0,4.0,,,47.0,43.0,31.0,1.0,1.0,1.0,,,96.0,96.0,3.0,22.0,15.0,36.5,,,,1.0,19.0,0.0,91.0,,1.0,1.0,,,2.0,2.0,1.0,3.0,4.0,75.0,311.0,12.0,5.0,212.0,31.0,20.0,10.0,7.0,18.0,11.0,2.0,106.0,,190.0,,,9.0,4.0,35.0,2.0,384.0,1.0,0.0,8.0,12.0,2.0,8.0,1.0,530.0,20.0,8.0,9.0,9.0,7.0,0.0
2210640,37,2022-05-15 14:00:00,45,Norwich,Away,192.0,12.0,2.0,3.0,1.0,1.0,1.0,79.0,10.0,1.0,4.0,3.0,4.0,17.0,268.0,,1.0,11.0,14.0,10.0,5.0,4.0,2.0,1.0,,,,,,,8.0,,,,1.0,4.0,8.0,9.0,9.0,2.0,53.0,52.0,3.0,3.0,,,12.0,1.0,19.0,,,3.0,3.0,,,4.0,,51.0,50.0,,23.0,8.0,,,20.0,38.0,10.0,5.0,1.0,2.0,1.0,,122.0,1.0,,,1.0,,,15.0,1.0,,,8.0,,9.0,9.0,3.0,4.0,89.0,51.0,18.0,5.0,,7.0,3.0,2.0,328.0,5.0,,,34.0,34.0,17.0,,,,,,109.0,109.0,4.0,24.0,16.0,36.0,,2.0,,,12.0,0.0,86.0,2.0,1.0,3.0,,1.0,1.0,8.0,,3.0,6.0,29.0,256.0,3.0,10.0,219.0,25.0,23.0,15.0,3.0,7.0,4.0,1.0,56.0,5.0,138.0,,1.0,25.0,4.0,59.0,,350.0,,0.0,11.0,24.0,1.0,18.0,3.0,500.0,13.0,8.0,11.0,3.0,14.0,0.0
2210650,38,2022-05-22 16:00:00,45,Norwich,Home,203.0,21.0,1.0,4.0,3.0,,1.0,122.0,2.0,,7.0,1.0,3.0,33.0,321.0,,,17.0,10.0,6.0,3.0,2.0,1.0,,,,,,,,7.0,,,,1.0,10.0,14.0,5.0,6.0,3.0,58.0,48.0,,,,,7.0,4.0,10.0,1.0,,3.0,5.0,5.0,,4.0,6.0,41.0,28.0,,7.0,2.0,1.0,,15.0,43.0,13.0,6.0,,1.0,1.0,,118.0,,,,,,,4.0,,1.0,,2.0,,11.0,11.0,1.0,7.0,116.0,48.0,26.0,2.0,,3.0,2.0,,382.0,3.0,3.0,,55.0,48.0,17.0,,,,,,113.0,113.0,2.0,21.0,17.0,40.4,,,,,7.0,0.0,110.0,7.0,1.0,7.0,,,,5.0,,3.0,3.0,55.0,303.0,1.0,5.0,227.0,45.0,7.0,6.0,3.0,14.0,11.0,,89.0,4.0,189.0,1.0,1.0,13.0,3.0,66.0,,402.0,,0.0,9.0,14.0,,17.0,3.0,532.0,17.0,11.0,2.0,3.0,12.0,0.0
