matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
1059805,11,2019-11-02 15:00:00,45,Norwich,Away,168.0,8.0,3.0,3.0,,1.0,,142.0,9.0,,4.0,2.0,6.0,15.0,307.0,,1.0,13.0,14.0,6.0,5.0,1.0,2.0,,,1.0,,1.0,,,,4.0,,1.0,,,,4.0,15.0,6.0,5.0,2.0,77.0,57.0,,,,3.0,14.0,3.0,20.0,,,3.0,1.0,,,13.0,2.0,61.0,47.0,3.0,19.0,8.0,,1.0,,,,,,40.0,8.0,11.0,,,1.0,,1.0,142.0,,,,,,15.0,,1.0,,8.0,1.0,13.0,13.0,3.0,,4.0,96.0,58.0,24.0,8.0,,3.0,3.0,,359.0,4.0,6.0,,62.0,31.0,13.0,,,,,,125.0,125.0,1.0,31.0,20.0,41.5,1.0,,1.0,14.0,0.0,76.0,2.0,1.0,3.0,1.0,,4.0,,,3.0,60.0,288.0,8.0,6.0,194.0,22.0,19.0,23.0,3.0,4.0,1.0,,89.0,3.0,201.0,1.0,,18.0,6.0,46.0,1.0,391.0,,0.0,7.0,13.0,2.0,18.0,1.0,572.0,16.0,9.0,,17.0,3.0,10.0,0.0
1059818,12,2019-11-08 20:00:00,45,Norwich,Home,274.0,9.0,1.0,2.0,1.0,,,251.0,8.0,,4.0,2.0,9.0,26.0,523.0,1.0,,23.0,10.0,8.0,9.0,,4.0,,,,,1.0,,,,11.0,,,,,1.0,4.0,7.0,5.0,7.0,10.0,96.0,68.0,,,,1.0,23.0,5.0,14.0,,,10.0,13.0,5.0,,11.0,,56.0,56.0,1.0,9.0,5.0,1.0,,,,,,,57.0,7.0,13.0,,,6.0,3.0,1.0,176.0,,,,,,9.0,,1.0,,5.0,,7.0,7.0,2.0,,4.0,171.0,53.0,37.0,4.0,,4.0,5.0,5.0,573.0,4.0,1.0,,98.0,78.0,43.0,,,,,,155.0,155.0,7.0,32.0,25.0,65.8,,,,23.0,0.0,154.0,,,,,,7.0,,,3.0,134.0,504.0,13.0,9.0,297.0,26.0,9.0,31.0,7.0,28.0,21.0,,174.0,1.0,328.0,1.0,,9.0,9.0,46.0,1.0,597.0,2.0,0.0,17.0,18.0,,23.0,1.0,832.0,34.0,28.0,,17.0,10.0,11.0,0.0
1059827,13,2019-11-23 15:00:00,45,Norwich,Away,102.0,18.0,3.0,4.0,1.0,,1.0,120.0,8.0,,8.0,5.0,2.0,29.0,218.0,1.0,1.0,18.0,23.0,24.0,5.0,3.0,3.0,,,,,,,,1.0,9.0,,,,,1.0,4.0,12.0,6.0,12.0,1.0,48.0,58.0,3.0,2.0,2.0,4.0,14.0,5.0,4.0,,,7.0,5.0,,,8.0,2.0,58.0,61.0,4.0,35.0,19.0,,,,,,,,55.0,11.0,11.0,,,3.0,3.0,,142.0,1.0,,1.0,1.0,,11.0,2.0,3.0,,19.0,,9.0,9.0,1.0,,8.0,58.0,61.0,27.0,7.0,1.0,2.0,7.0,5.0,281.0,4.0,1.0,,56.0,59.0,26.0,,,,,,142.0,142.0,3.0,25.0,17.0,42.7,,,2.0,14.0,0.0,59.0,4.0,3.0,7.0,,,3.0,,,3.0,67.0,202.0,7.0,9.0,124.0,32.0,35.0,22.0,7.0,15.0,8.0,,104.0,9.0,198.0,4.0,,29.0,2.0,71.0,,307.0,1.0,0.0,13.0,18.0,1.0,23.0,5.0,538.0,23.0,16.0,,10.0,7.0,13.0,0.0
1059838,14,2019-12-01 14:00:00,45,Norwich,Home,163.0,14.0,1.0,3.0,2.0,1.0,,133.0,3.0,,5.0,2.0,4.0,14.0,293.0,,,12.0,15.0,11.0,7.0,2.0,2.0,1.0,,,,,,,,13.0,,,,,,5.0,13.0,3.0,10.0,5.0,70.0,58.0,,,,2.0,12.0,2.0,10.0,1.0,,7.0,6.0,2.0,,10.0,2.0,48.0,46.0,2.0,35.0,13.0,,,,,,,,33.0,8.0,10.0,1.0,,1.0,1.0,,123.0,2.0,,1.0,2.0,,3.0,2.0,1.0,1.0,13.0,1.0,10.0,10.0,,,5.0,80.0,47.0,22.0,12.0,1.0,2.0,9.0,8.0,348.0,9.0,2.0,,68.0,34.0,16.0,1.0,1.0,1.0,,,118.0,118.0,5.0,31.0,16.0,39.9,,2.0,1.0,12.0,0.0,91.0,4.0,1.0,4.0,2.0,1.0,5.0,,,1.0,64.0,280.0,7.0,11.0,190.0,25.0,35.0,19.0,7.0,16.0,9.0,1.0,86.0,1.0,190.0,1.0,,20.0,4.0,41.0,1.0,364.0,,0.0,15.0,12.0,,14.0,2.0,573.0,23.0,13.0,,13.0,7.0,7.0,0.0
1059851,15,2019-12-04 19:30:00,45,Norwich,Away,277.0,12.0,,3.0,3.0,1.0,1.0,172.0,4.0,2.0,10.0,8.0,6.0,28.0,446.0,1.0,1.0,33.0,27.0,28.0,8.0,,,,,,,,,,,10.0,,,,,,4.0,9.0,5.0,6.0,4.0,100.0,68.0,2.0,1.0,1.0,,16.0,2.0,11.0,,,1.0,2.0,3.0,,16.0,2.0,71.0,61.0,,30.0,15.0,,1.0,,,,,,44.0,7.0,12.0,1.0,,,1.0,,198.0,1.0,,1.0,1.0,,5.0,1.0,,,15.0,,12.0,12.0,,,10.0,126.0,76.0,37.0,6.0,,4.0,5.0,3.0,540.0,4.0,1.0,,58.0,66.0,15.0,,,,,,178.0,178.0,3.0,35.0,19.0,59.9,,,1.0,16.0,0.0,138.0,1.0,2.0,3.0,,,5.0,,,3.0,75.0,425.0,5.0,9.0,328.0,36.0,30.0,22.0,1.0,7.0,6.0,,104.0,7.0,241.0,,2.0,32.0,8.0,66.0,1.0,562.0,1.0,0.0,10.0,12.0,1.0,40.0,1.0,795.0,16.0,22.0,,11.0,1.0,7.0,0.0
1059858,16,2019-12-08 14:00:00,45,Norwich,Home,220.0,13.0,3.0,4.0,1.0,1.0,,237.0,9.0,,11.0,7.0,6.0,27.0,453.0,,1.0,21.0,34.0,24.0,10.0,2.0,5.0,,,,,,,,,9.0,,,,,,,6.0,3.0,8.0,6.0,94.0,79.0,,,,2.0,19.0,5.0,15.0,,1.0,9.0,6.0,5.0,,11.0,1.0,71.0,64.0,2.0,15.0,8.0,1.0,1.0,,,,,,64.0,6.0,11.0,,,2.0,2.0,,221.0,1.0,,,1.0,,11.0,,3.0,,8.0,,8.0,8.0,2.0,,11.0,120.0,75.0,28.0,1.0,1.0,4.0,9.0,4.0,551.0,1.0,,,81.0,96.0,34.0,,,,,,175.0,175.0,4.0,35.0,28.0,58.2,,3.0,,19.0,0.0,144.0,1.0,,1.0,,,5.0,,,3.0,121.0,431.0,5.0,13.0,253.0,38.0,15.0,18.0,8.0,21.0,13.0,,173.0,8.0,347.0,3.0,,39.0,6.0,82.0,1.0,579.0,1.0,0.0,14.0,17.0,2.0,22.0,0.0,786.0,27.0,13.0,,12.0,9.0,9.0,0.0
1059866,17,2019-12-14 15:00:00,45,Norwich,Away,163.0,23.0,1.0,3.0,2.0,3.0,,153.0,9.0,,8.0,5.0,5.0,31.0,313.0,,2.0,19.0,13.0,16.0,6.0,1.0,2.0,,,1.0,,1.0,1.0,,,6.0,,,,,1.0,7.0,11.0,8.0,6.0,4.0,77.0,60.0,1.0,1.0,,3.0,18.0,4.0,13.0,,1.0,4.0,4.0,4.0,,13.0,4.0,59.0,53.0,3.0,24.0,14.0,,,,,,,,43.0,15.0,11.0,1.0,,2.0,1.0,1.0,147.0,1.0,,1.0,1.0,,12.0,1.0,,3.0,14.0,,14.0,14.0,2.0,,8.0,91.0,65.0,34.0,12.0,,2.0,6.0,3.0,371.0,5.0,,1.0,60.0,48.0,15.0,,,,,,137.0,137.0,4.0,31.0,14.0,43.2,,2.0,1.0,18.0,0.0,82.0,3.0,2.0,5.0,2.0,,3.0,1.0,,3.0,68.0,295.0,9.0,8.0,193.0,40.0,24.0,18.0,4.0,13.0,9.0,,94.0,7.0,217.0,,1.0,20.0,6.0,64.0,1.0,397.0,1.0,0.0,10.0,17.0,2.0,24.0,5.0,606.0,16.0,16.0,,10.0,4.0,11.0,0.0
1059878,18,2019-12-21 15:00:00,45,Norwich,Home,173.0,19.0,1.0,1.0,,2.0,,192.0,2.0,,4.0,2.0,11.0,22.0,364.0,,3.0,18.0,20.0,20.0,7.0,2.0,1.0,,,1.0,,1.0,,,1.0,8.0,,,,,3.0,6.0,12.0,2.0,8.0,5.0,86.0,62.0,2.0,2.0,,1.0,17.0,1.0,12.0,,,3.0,3.0,,,7.0,,52.0,67.0,1.0,18.0,11.0,,2.0,,,,,,63.0,7.0,14.0,,,4.0,4.0,1.0,146.0,,,,,,4.0,1.0,1.0,,11.0,1.0,11.0,11.0,1.0,,4.0,108.0,56.0,32.0,11.0,1.0,2.0,7.0,7.0,436.0,8.0,1.0,,59.0,87.0,17.0,,,,,,124.0,124.0,6.0,26.0,24.0,50.2,,3.0,,17.0,0.0,115.0,2.0,,2.0,,,5.0,,,3.0,80.0,350.0,7.0,9.0,200.0,35.0,18.0,24.0,3.0,10.0,7.0,,115.0,6.0,265.0,1.0,,15.0,12.0,49.0,3.0,455.0,1.0,0.0,13.0,15.0,3.0,18.0,2.0,642.0,11.0,7.0,,18.0,4.0,11.0,0.0
1059883,19,2019-12-26 15:00:00,45,Norwich,Away,201.0,23.0,5.0,8.0,3.0,2.0,,231.0,7.0,1.0,4.0,8.0,6.0,32.0,424.0,1.0,1.0,19.0,25.0,16.0,6.0,4.0,4.0,,,,1.0,1.0,,,,10.0,,1.0,,,1.0,7.0,8.0,3.0,13.0,3.0,80.0,58.0,2.0,2.0,,2.0,15.0,4.0,9.0,,1.0,8.0,12.0,1.0,,10.0,1.0,64.0,49.0,2.0,29.0,17.0,,,,,,,,57.0,12.0,15.0,,,3.0,2.0,1.0,185.0,,,,,,8.0,,,,17.0,1.0,8.0,8.0,1.0,,4.0,123.0,63.0,36.0,5.0,,4.0,6.0,6.0,485.0,3.0,2.0,,45.0,86.0,34.0,,,,,,135.0,135.0,3.0,29.0,22.0,57.5,1.0,,,15.0,0.0,120.0,,1.0,1.0,1.0,,6.0,,,3.0,110.0,407.0,5.0,10.0,224.0,44.0,29.0,20.0,8.0,23.0,15.0,,144.0,4.0,307.0,,1.0,24.0,6.0,58.0,,508.0,2.0,0.0,16.0,7.0,2.0,19.0,3.0,704.0,21.0,15.0,,11.0,8.0,5.0,0.0
1059898,20,2019-12-28 17:30:00,45,Norwich,Home,158.0,12.0,1.0,1.0,,2.0,,122.0,3.0,1.0,2.0,8.0,4.0,19.0,279.0,1.0,1.0,18.0,19.0,18.0,2.0,1.0,1.0,,,,,,,,,4.0,,,,,,8.0,5.0,10.0,2.0,3.0,55.0,68.0,,,,7.0,18.0,,14.0,,1.0,4.0,4.0,,,9.0,2.0,66.0,56.0,7.0,26.0,11.0,,,,,,,,52.0,12.0,10.0,,,1.0,2.0,,175.0,1.0,,,1.0,,7.0,1.0,,1.0,11.0,,17.0,17.0,3.0,,2.0,82.0,68.0,27.0,6.0,1.0,3.0,1.0,2.0,370.0,6.0,1.0,,56.0,64.0,17.0,1.0,1.0,1.0,,,171.0,171.0,5.0,35.0,23.0,41.1,,2.0,2.0,18.0,0.0,82.0,1.0,4.0,5.0,,,3.0,,,3.0,58.0,267.0,7.0,4.0,193.0,33.0,26.0,21.0,4.0,10.0,6.0,,106.0,6.0,211.0,,1.0,38.0,6.0,69.0,3.0,394.0,1.0,0.0,5.0,22.0,2.0,21.0,3.0,597.0,16.0,18.0,,8.0,4.0,13.0,0.0
1059908,21,2020-01-01 17:30:00,45,Norwich,Home,136.0,20.0,1.0,4.0,3.0,1.0,1.0,160.0,3.0,,2.0,7.0,8.0,30.0,292.0,,,16.0,17.0,15.0,8.0,2.0,2.0,1.0,0.0,,1.0,1.0,,,,11.0,0.0,1.0,,,1.0,10.0,7.0,5.0,11.0,4.0,63.0,57.0,2.0,1.0,1.0,5.0,11.0,3.0,9.0,,,2.0,6.0,3.0,0.0,8.0,1.0,54.0,63.0,5.0,32.0,14.0,,,0.519393,1.51587,0.056687,1.45371,1.14098,41.0,12.0,9.0,,1.0,2.0,2.0,1.0,140.0,1.0,,,1.0,,5.0,1.0,,,14.0,1.0,17.0,17.0,2.0,0.0,2.0,83.0,56.0,35.0,5.0,1.0,6.0,5.0,4.0,346.0,5.0,1.0,0.0,43.0,56.0,18.0,,,,,,124.0,124.0,2.0,28.0,23.0,40.6,1.0,2.0,,14.0,0.0,76.0,2.0,,2.0,1.0,1.0,8.0,,0.0,3.0,77.0,281.0,11.0,11.0,164.0,33.0,32.0,17.0,2.0,13.0,11.0,1.0,102.0,7.0,211.0,,,21.0,8.0,54.0,2.0,362.0,,0.0,15.0,30.0,,21.0,5.0,604.0,24.0,21.0,0.0,9.0,2.0,17.0,0.0
1059918,22,2020-01-11 15:00:00,45,Norwich,Away,198.0,12.0,,1.0,1.0,,1.0,150.0,6.0,1.0,4.0,2.0,6.0,17.0,347.0,,,16.0,10.0,6.0,4.0,,2.0,,,1.0,,1.0,,,,5.0,,,,,,5.0,9.0,4.0,1.0,7.0,78.0,67.0,,,,3.0,23.0,3.0,17.0,,1.0,2.0,3.0,1.0,,14.0,,55.0,64.0,3.0,20.0,7.0,,1.0,,,,,,30.0,7.0,17.0,,1.0,3.0,2.0,1.0,142.0,,,,,,7.0,,,,7.0,,13.0,13.0,2.0,,4.0,104.0,57.0,24.0,4.0,,,4.0,3.0,409.0,3.0,2.0,,49.0,45.0,15.0,1.0,1.0,1.0,,,146.0,146.0,9.0,30.0,21.0,40.4,,,,23.0,0.0,116.0,1.0,1.0,2.0,1.0,,2.0,,,3.0,77.0,324.0,9.0,4.0,235.0,33.0,20.0,26.0,2.0,8.0,6.0,,109.0,1.0,213.0,,2.0,22.0,7.0,56.0,,440.0,,0.0,8.0,22.0,2.0,16.0,0.0,652.0,10.0,22.0,,19.0,2.0,11.0,0.0
1059928,23,2020-01-18 15:00:00,45,Norwich,Home,258.0,18.0,,2.0,2.0,5.0,,279.0,2.0,,4.0,8.0,5.0,30.0,535.0,1.0,2.0,19.0,28.0,22.0,11.0,,1.0,,,1.0,,1.0,,,1.0,13.0,1.0,,,,,5.0,5.0,1.0,7.0,9.0,123.0,68.0,1.0,1.0,1.0,,17.0,6.0,4.0,,2.0,4.0,7.0,1.0,,10.0,,59.0,57.0,,11.0,7.0,,,,,,,,60.0,10.0,9.0,1.0,,4.0,,1.0,203.0,,,,,,4.0,,,2.0,7.0,1.0,11.0,11.0,1.0,,4.0,165.0,71.0,40.0,5.0,,4.0,7.0,5.0,618.0,2.0,1.0,,101.0,94.0,19.0,,,,,1.0,151.0,151.0,5.0,27.0,31.0,66.0,,,2.0,17.0,0.0,144.0,3.0,,3.0,1.0,,5.0,1.0,,3.0,139.0,525.0,6.0,11.0,296.0,41.0,11.0,22.0,4.0,12.0,8.0,,174.0,7.0,351.0,,,31.0,7.0,68.0,,635.0,1.0,1.0,16.0,13.0,4.0,22.0,2.0,820.0,22.0,18.0,,13.0,4.0,8.0,0.0
1059941,24,2020-01-22 19:30:00,45,Norwich,Away,227.0,30.0,1.0,4.0,3.0,1.0,1.0,152.0,8.0,,8.0,2.0,3.0,27.0,375.0,2.0,,16.0,22.0,15.0,9.0,2.0,3.0,,,,,,,,,8.0,1.0,,,,1.0,4.0,10.0,4.0,8.0,5.0,83.0,66.0,,,1.0,,25.0,4.0,12.0,,2.0,3.0,6.0,,,8.0,,51.0,64.0,,19.0,7.0,,,,,,,,44.0,7.0,12.0,1.0,,2.0,1.0,,155.0,,,,,,10.0,,1.0,1.0,7.0,,12.0,12.0,,,8.0,140.0,63.0,29.0,7.0,,6.0,5.0,2.0,451.0,6.0,3.0,,53.0,70.0,19.0,,,,,1.0,142.0,142.0,3.0,27.0,28.0,49.6,,,,25.0,0.0,97.0,1.0,,1.0,1.0,,7.0,,,3.0,68.0,355.0,14.0,11.0,269.0,63.0,19.0,16.0,3.0,10.0,7.0,,102.0,3.0,216.0,1.0,,17.0,3.0,64.0,,475.0,2.0,0.0,13.0,24.0,2.0,18.0,1.0,683.0,21.0,20.0,,13.0,3.0,15.0,0.0
1059948,25,2020-02-01 15:00:00,45,Norwich,Away,190.0,15.0,4.0,6.0,2.0,2.0,1.0,209.0,6.0,,6.0,5.0,2.0,19.0,393.0,,1.0,13.0,22.0,25.0,8.0,4.0,6.0,1.0,,,,,,,1.0,12.0,,,,,1.0,8.0,7.0,8.0,13.0,6.0,81.0,61.0,3.0,3.0,,2.0,10.0,6.0,9.0,,,12.0,7.0,4.0,,11.0,4.0,61.0,57.0,2.0,22.0,9.0,,,,,,,,61.0,15.0,10.0,,1.0,4.0,3.0,,154.0,,,,,,7.0,,3.0,,9.0,,10.0,10.0,1.0,,6.0,118.0,68.0,35.0,8.0,,5.0,7.0,4.0,462.0,6.0,,,73.0,58.0,33.0,,,,,,142.0,142.0,7.0,19.0,25.0,56.6,,,,10.0,0.0,132.0,3.0,2.0,6.0,,1.0,9.0,,,3.0,101.0,377.0,3.0,12.0,217.0,31.0,22.0,16.0,11.0,25.0,14.0,1.0,146.0,3.0,293.0,3.0,,25.0,3.0,55.0,,485.0,1.0,0.0,19.0,10.0,2.0,14.0,1.0,687.0,38.0,14.0,,12.0,12.0,7.0,0.0
1059958,26,2020-02-15 17:30:00,45,Norwich,Home,187.0,16.0,2.0,2.0,,3.0,,83.0,4.0,,5.0,7.0,4.0,22.0,268.0,,2.0,18.0,13.0,11.0,4.0,1.0,1.0,1.0,,,,,,1.0,,4.0,,,,1.0,,2.0,11.0,6.0,3.0,2.0,63.0,76.0,,,,3.0,18.0,1.0,5.0,,,2.0,1.0,,,10.0,3.0,38.0,43.0,3.0,33.0,15.0,,,,,,,,37.0,5.0,11.0,,,,,,158.0,,,,,,8.0,,,,15.0,1.0,23.0,23.0,8.0,,5.0,76.0,54.0,20.0,7.0,,3.0,2.0,1.0,348.0,4.0,1.0,,63.0,22.0,9.0,,,,,,137.0,137.0,3.0,52.0,11.0,36.7,1.0,,,18.0,0.0,76.0,3.0,2.0,5.0,,1.0,3.0,,,3.0,33.0,256.0,3.0,5.0,229.0,32.0,33.0,12.0,2.0,3.0,1.0,1.0,63.0,7.0,147.0,,,35.0,6.0,70.0,1.0,373.0,1.0,0.0,5.0,17.0,2.0,18.0,1.0,571.0,11.0,13.0,,6.0,2.0,12.0,0.0
1059971,27,2020-02-23 14:00:00,45,Norwich,Away,283.0,11.0,,,,1.0,,216.0,6.0,,4.0,3.0,5.0,24.0,499.0,1.0,,26.0,12.0,7.0,6.0,,,1.0,,,,,,,,6.0,,,,,,4.0,13.0,6.0,3.0,3.0,115.0,58.0,,,,1.0,19.0,1.0,9.0,,1.0,1.0,4.0,1.0,,20.0,2.0,59.0,44.0,1.0,10.0,6.0,,,,,,,,61.0,6.0,11.0,,,3.0,2.0,,180.0,,,,,,6.0,,1.0,,6.0,,8.0,8.0,1.0,,4.0,151.0,61.0,40.0,4.0,,1.0,5.0,4.0,568.0,4.0,2.0,,92.0,81.0,21.0,,,,,,152.0,152.0,3.0,21.0,30.0,60.2,,,,19.0,0.0,142.0,1.0,2.0,3.0,1.0,1.0,1.0,,,3.0,86.0,481.0,6.0,6.0,302.0,34.0,10.0,22.0,1.0,8.0,7.0,1.0,129.0,1.0,294.0,1.0,,10.0,5.0,50.0,,588.0,1.0,0.0,6.0,16.0,,27.0,3.0,779.0,12.0,20.0,,10.0,1.0,9.0,0.0
1059978,28,2020-02-28 20:00:00,45,Norwich,Home,138.0,16.0,1.0,6.0,5.0,2.0,,128.0,10.0,,7.0,3.0,3.0,27.0,260.0,,,15.0,13.0,9.0,6.0,,1.0,,,,,2.0,,,,7.0,,,,,1.0,9.0,11.0,8.0,6.0,5.0,54.0,56.0,,,,1.0,15.0,4.0,9.0,,,6.0,5.0,4.0,1.0,10.0,1.0,49.0,62.0,1.0,23.0,11.0,,,,,,,,37.0,13.0,15.0,,,4.0,3.0,2.0,120.0,1.0,,1.0,1.0,,13.0,1.0,1.0,,11.0,,11.0,11.0,,,7.0,75.0,58.0,31.0,7.0,,1.0,6.0,6.0,316.0,7.0,2.0,,48.0,57.0,21.0,,,,,,136.0,136.0,8.0,22.0,18.0,42.6,,,,15.0,0.0,95.0,2.0,2.0,4.0,,,1.0,,,3.0,52.0,240.0,7.0,7.0,158.0,33.0,23.0,21.0,4.0,16.0,12.0,,89.0,8.0,202.0,1.0,,16.0,4.0,60.0,2.0,344.0,,0.0,11.0,22.0,2.0,20.0,1.0,560.0,21.0,18.0,,16.0,6.0,17.0,0.0
1059989,29,2020-03-07 15:00:00,45,Norwich,Away,269.0,13.0,2.0,4.0,2.0,3.0,,157.0,5.0,1.0,9.0,8.0,8.0,29.0,422.0,,,30.0,20.0,23.0,5.0,2.0,6.0,,,,,,,,,5.0,,,,1.0,1.0,3.0,9.0,1.0,8.0,4.0,88.0,56.0,1.0,3.0,,2.0,14.0,3.0,12.0,1.0,,5.0,10.0,7.0,,13.0,,53.0,63.0,2.0,27.0,18.0,,,,,,,,48.0,8.0,12.0,,,,,,168.0,,,,,,5.0,,3.0,1.0,18.0,2.0,8.0,8.0,2.0,,9.0,128.0,79.0,37.0,10.0,,2.0,5.0,5.0,499.0,3.0,1.0,,58.0,58.0,25.0,,,,,,156.0,156.0,1.0,27.0,19.0,58.2,1.0,,,14.0,0.0,135.0,3.0,,2.0,,,4.0,,,3.0,58.0,405.0,3.0,7.0,298.0,34.0,27.0,11.0,5.0,22.0,17.0,,97.0,10.0,243.0,3.0,1.0,35.0,8.0,73.0,3.0,519.0,1.0,0.0,12.0,18.0,1.0,32.0,0.0,736.0,18.0,21.0,,10.0,5.0,11.0,0.0
1059998,30,2020-06-19 18:00:00,45,Norwich,Home,181.0,10.0,1.0,2.0,1.0,2.0,1.0,110.0,6.0,,8.0,8.0,6.0,23.0,289.0,,,13.0,23.0,13.0,7.0,1.0,2.0,1.0,,,,,,,,6.0,,,,,1.0,3.0,14.0,8.0,5.0,4.0,62.0,68.0,1.0,1.0,,3.0,20.0,5.0,18.0,1.0,,9.0,3.0,1.0,,12.0,2.0,72.0,56.0,3.0,15.0,8.0,,,,,,,,47.0,9.0,15.0,,,3.0,2.0,,158.0,,,,,,10.0,,1.0,2.0,8.0,,5.0,5.0,,,8.0,92.0,71.0,24.0,7.0,,3.0,5.0,1.0,376.0,8.0,1.0,,57.0,42.0,21.0,,,,,,177.0,177.0,6.0,31.0,19.0,55.0,,,,20.0,0.0,94.0,4.0,2.0,6.0,,1.0,3.0,5.0,,5.0,55.0,269.0,8.0,8.0,225.0,33.0,15.0,22.0,9.0,15.0,6.0,1.0,96.0,6.0,196.0,1.0,,37.0,7.0,76.0,3.0,406.0,,0.0,9.0,19.0,,19.0,1.0,616.0,14.0,13.0,,10.0,9.0,10.0,0.0
1060008,31,2020-06-24 18:00:00,45,Norwich,Home,200.0,10.0,1.0,4.0,3.0,1.0,1.0,149.0,4.0,1.0,3.0,5.0,8.0,20.0,345.0,,,19.0,26.0,15.0,5.0,1.0,1.0,,,,,1.0,,,,7.0,,,,,,4.0,7.0,5.0,3.0,6.0,70.0,56.0,,,,,15.0,6.0,11.0,,1.0,6.0,7.0,2.0,,11.0,1.0,63.0,51.0,,24.0,7.0,,,,,,,,62.0,8.0,13.0,,,2.0,4.0,1.0,153.0,,,,,,5.0,,,1.0,7.0,1.0,9.0,9.0,1.0,,3.0,111.0,61.0,29.0,5.0,,2.0,4.0,1.0,414.0,4.0,2.0,,58.0,50.0,31.0,,,,,,139.0,139.0,2.0,21.0,28.0,46.6,,,1.0,15.0,0.0,98.0,1.0,3.0,4.0,,,2.0,5.0,,5.0,50.0,334.0,11.0,6.0,220.0,40.0,24.0,18.0,6.0,19.0,13.0,,94.0,2.0,231.0,,1.0,25.0,8.0,67.0,1.0,432.0,,0.0,9.0,15.0,,24.0,0.0,629.0,17.0,9.0,,9.0,6.0,5.0,0.0
1060013,32,2020-07-01 18:00:00,45,Norwich,Away,226.0,10.0,,,,1.0,,128.0,7.0,,7.0,6.0,4.0,19.0,354.0,,,16.0,19.0,7.0,6.0,,,,,,1.0,1.0,,,,7.0,,,1.0,,,6.0,8.0,5.0,,8.0,91.0,48.0,,,,2.0,18.0,3.0,7.0,,1.0,2.0,2.0,1.0,,9.0,1.0,47.0,45.0,2.0,18.0,7.0,2.0,,,,,,,34.0,10.0,10.0,,,2.0,,1.0,138.0,,,,,,10.0,,,,7.0,1.0,4.0,4.0,1.0,,7.0,115.0,49.0,20.0,6.0,,3.0,3.0,2.0,421.0,1.0,,,56.0,36.0,9.0,,,,,,126.0,126.0,5.0,22.0,12.0,48.4,1.0,,,18.0,0.0,101.0,3.0,1.0,4.0,1.0,,3.0,2.0,,5.0,55.0,334.0,9.0,6.0,261.0,30.0,18.0,12.0,2.0,5.0,3.0,,83.0,2.0,189.0,,,20.0,6.0,55.0,2.0,445.0,,0.0,8.0,19.0,,18.0,4.0,601.0,4.0,14.0,,9.0,2.0,15.0,0.0
