matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360691,23,2012-02-01 20:00:00,45,Norwich,Away,146.0,12.0,,5.0,5.0,5.0,,164.0,3.0,1.0,4.0,15.0,16.0,43.0,305.0,,,23.0,12.0,31.0,8.0,1.0,,,,,,1.0,,,9.0,,,4.0,6.0,7.0,71.0,52.0,,,,,4.0,10.0,,6.0,4.0,9.0,,23.0,3.0,62.0,58.0,,33.0,19.0,,,81.0,14.0,6.0,,,2.0,2.0,,169.0,,,,,,,7.0,,,,28.0,,9.0,5.0,1.0,4.0,99.0,103.0,52.0,3.0,,5.0,4.0,2.0,4.0,3.0,1.0,69.0,60.0,24.0,,,,,,190.0,176.0,4.0,16.0,21.0,50.9,,,0.0,73.0,2.0,1.0,,1.0,,8.0,,3.0,75.0,9.0,164.0,23.0,47.0,5.0,5.0,20.0,15.0,,137.0,15.0,268.0,,1.0,55.0,20.0,72.0,1.0,412.0,,0.0,14.0,19.0,,27.0,1.0,638.0,16.0,2.0,6.0,11.0,0.0
360704,24,2012-02-04 15:00:00,45,Norwich,Home,122.0,19.0,2.0,10.0,8.0,5.0,,220.0,8.0,2.0,4.0,23.0,3.0,28.0,332.0,,1.0,21.0,12.0,4.0,16.0,2.0,1.0,,1.0,,2.0,,1.0,,16.0,,1.0,1.0,4.0,9.0,68.0,28.0,2.0,2.0,1.0,4.0,4.0,8.0,,4.0,17.0,3.0,,9.0,,37.0,27.0,4.0,16.0,11.0,,,95.0,6.0,9.0,,,3.0,,2.0,172.0,,,,,,,8.0,1.0,4.0,,19.0,1.0,9.0,5.0,,4.0,84.0,88.0,49.0,7.0,2.0,12.0,6.0,6.0,6.0,,,55.0,70.0,13.0,,,,,,152.0,137.0,,8.0,10.0,52.3,1.0,1.0,0.0,99.0,1.0,1.0,,,1.0,14.0,2.0,3.0,104.0,18.0,136.0,31.0,31.0,5.0,3.0,23.0,20.0,1.0,155.0,11.0,310.0,4.0,2.0,53.0,3.0,57.0,3.0,423.0,,0.0,24.0,11.0,2.0,28.0,0.0,621.0,12.0,3.0,4.0,8.0,0.0
360716,25,2012-02-11 15:00:00,45,Norwich,Away,84.0,15.0,1.0,6.0,5.0,4.0,1.0,211.0,3.0,4.0,5.0,12.0,21.0,22.0,289.0,,2.0,22.0,14.0,16.0,9.0,,,,,1.0,1.0,,,,9.0,,,2.0,11.0,6.0,89.0,53.0,4.0,3.0,1.0,3.0,1.0,5.0,,8.0,17.0,3.0,,12.0,,43.0,42.0,3.0,30.0,17.0,,1.0,85.0,12.0,6.0,2.0,,3.0,2.0,1.0,175.0,3.0,,3.0,2.0,1.0,,11.0,2.0,2.0,1.0,26.0,1.0,10.0,8.0,,5.0,67.0,86.0,37.0,6.0,1.0,4.0,8.0,9.0,6.0,2.0,,114.0,58.0,17.0,1.0,1.0,1.0,,,188.0,171.0,4.0,17.0,20.0,44.7,,2.0,0.0,70.0,1.0,1.0,,,,6.0,,3.0,108.0,12.0,101.0,35.0,47.0,4.0,4.0,26.0,22.0,,168.0,11.0,326.0,2.0,4.0,44.0,24.0,56.0,,401.0,2.0,0.0,16.0,17.0,2.0,27.0,2.0,615.0,11.0,3.0,8.0,14.0,0.0
360724,26,2012-02-26 13:30:00,45,Norwich,Home,117.0,29.0,,9.0,9.0,5.0,1.0,230.0,3.0,,3.0,5.0,25.0,31.0,338.0,,1.0,18.0,6.0,10.0,12.0,1.0,,,,,,,,,13.0,,,2.0,8.0,3.0,58.0,51.0,2.0,2.0,,4.0,3.0,6.0,1.0,4.0,18.0,9.0,,9.0,2.0,34.0,33.0,4.0,16.0,2.0,,,81.0,9.0,10.0,1.0,,2.0,2.0,,176.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,5.0,,8.0,6.0,,3.0,100.0,93.0,49.0,4.0,,8.0,6.0,5.0,3.0,1.0,,79.0,78.0,24.0,,,,,,176.0,168.0,3.0,13.0,25.0,43.4,,,0.0,113.0,3.0,2.0,,,,8.0,,3.0,99.0,14.0,145.0,54.0,24.0,4.0,3.0,32.0,29.0,,152.0,11.0,334.0,1.0,,24.0,25.0,60.0,,447.0,,0.0,16.0,13.0,2.0,22.0,1.0,626.0,16.0,,4.0,10.0,0.0
360735,27,2012-03-03 15:00:00,45,Norwich,Away,79.0,15.0,1.0,2.0,1.0,6.0,,134.0,5.0,,4.0,13.0,6.0,28.0,211.0,,,19.0,7.0,9.0,6.0,1.0,,,,1.0,1.0,,,,5.0,,,2.0,9.0,3.0,43.0,34.0,,,,5.0,3.0,3.0,,2.0,4.0,4.0,,5.0,1.0,35.0,34.0,5.0,36.0,20.0,,,84.0,17.0,11.0,,,3.0,,1.0,154.0,,,,,,,10.0,,3.0,2.0,28.0,,11.0,8.0,3.0,4.0,72.0,93.0,35.0,8.0,,2.0,5.0,3.0,2.0,,,57.0,40.0,15.0,,,,,,173.0,159.0,,16.0,8.0,52.1,,2.0,0.0,55.0,2.0,1.0,,3.0,,2.0,,3.0,51.0,7.0,109.0,35.0,50.0,6.0,2.0,10.0,8.0,,100.0,14.0,225.0,3.0,,52.0,9.0,67.0,,324.0,,0.0,8.0,13.0,,28.0,2.0,523.0,14.0,1.0,2.0,7.0,0.0
360745,28,2012-03-11 16:00:00,45,Norwich,Home,144.0,11.0,1.0,7.0,6.0,5.0,,176.0,7.0,2.0,9.0,12.0,25.0,32.0,313.0,,,20.0,14.0,10.0,11.0,1.0,3.0,,1.0,,1.0,,,,10.0,,,,14.0,6.0,62.0,54.0,,,,3.0,5.0,8.0,,3.0,14.0,5.0,,7.0,4.0,45.0,39.0,3.0,22.0,12.0,,1.0,69.0,12.0,7.0,,,4.0,1.0,1.0,150.0,1.0,,1.0,,1.0,,14.0,,2.0,,20.0,,14.0,9.0,,10.0,89.0,85.0,47.0,5.0,1.0,6.0,7.0,2.0,2.0,,,62.0,46.0,18.0,,,,,,151.0,137.0,2.0,16.0,20.0,44.9,,,0.0,85.0,4.0,2.0,,,3.0,7.0,1.0,3.0,78.0,13.0,152.0,24.0,36.0,7.0,3.0,23.0,20.0,3.0,118.0,15.0,257.0,2.0,2.0,30.0,25.0,57.0,2.0,386.0,,0.0,14.0,19.0,1.0,25.0,4.0,607.0,22.0,3.0,3.0,12.0,0.0
360754,29,2012-03-18 16:00:00,45,Norwich,Away,237.0,27.0,2.0,7.0,5.0,6.0,,195.0,3.0,1.0,9.0,5.0,29.0,36.0,425.0,,,24.0,10.0,14.0,8.0,1.0,,,1.0,,1.0,,,,9.0,,,,8.0,6.0,83.0,61.0,1.0,2.0,,3.0,2.0,2.0,,5.0,12.0,5.0,,10.0,2.0,47.0,46.0,3.0,21.0,15.0,,,72.0,15.0,8.0,,,2.0,,1.0,195.0,,,,,,,6.0,,1.0,,28.0,,13.0,7.0,,9.0,107.0,99.0,57.0,4.0,,3.0,6.0,4.0,2.0,2.0,,70.0,84.0,15.0,,,,,,176.0,159.0,2.0,28.0,20.0,55.8,,,0.0,138.0,3.0,2.0,,,,5.0,,3.0,92.0,9.0,257.0,36.0,38.0,17.0,5.0,22.0,17.0,,135.0,10.0,288.0,1.0,1.0,31.0,31.0,60.0,,523.0,1.0,0.0,11.0,17.0,,28.0,3.0,733.0,17.0,7.0,5.0,12.0,0.0
360764,30,2012-03-24 15:00:00,45,Norwich,Home,191.0,12.0,2.0,7.0,5.0,3.0,,238.0,5.0,1.0,2.0,7.0,21.0,30.0,422.0,,1.0,21.0,12.0,10.0,5.0,1.0,,,,,,,,,10.0,1.0,,,7.0,6.0,86.0,44.0,1.0,,2.0,2.0,6.0,5.0,,5.0,9.0,9.0,,14.0,1.0,46.0,42.0,2.0,27.0,13.0,,,84.0,12.0,8.0,2.0,,2.0,,,205.0,1.0,,1.0,1.0,,,9.0,1.0,2.0,,29.0,,11.0,9.0,,2.0,120.0,98.0,48.0,5.0,,1.0,6.0,4.0,6.0,,,103.0,59.0,26.0,,,,,1.0,194.0,162.0,2.0,16.0,20.0,62.4,,1.0,0.0,117.0,1.0,,1.0,1.0,,4.0,1.0,3.0,108.0,7.0,211.0,37.0,59.0,10.0,3.0,21.0,18.0,,166.0,6.0,338.0,2.0,1.0,23.0,21.0,60.0,3.0,528.0,,1.0,14.0,17.0,2.0,26.0,1.0,744.0,13.0,7.0,5.0,13.0,0.0
360772,31,2012-03-31 15:00:00,45,Norwich,Away,275.0,18.0,5.0,9.0,4.0,5.0,,306.0,4.0,3.0,13.0,12.0,11.0,37.0,572.0,,,18.0,13.0,4.0,9.0,3.0,,,,,1.0,,,,11.0,,,,12.0,3.0,108.0,45.0,,,,1.0,4.0,4.0,1.0,7.0,15.0,10.0,,14.0,3.0,45.0,33.0,1.0,13.0,7.0,,,91.0,9.0,11.0,1.0,,3.0,1.0,1.0,201.0,1.0,,,1.0,,,4.0,1.0,2.0,,12.0,,16.0,11.0,2.0,13.0,189.0,85.0,51.0,6.0,,7.0,6.0,4.0,4.0,,,80.0,54.0,43.0,,,,,,160.0,147.0,2.0,10.0,20.0,61.9,,,0.0,166.0,4.0,2.0,,,,8.0,1.0,3.0,132.0,13.0,288.0,42.0,26.0,7.0,7.0,33.0,26.0,,194.0,9.0,409.0,2.0,3.0,31.0,11.0,68.0,,664.0,1.0,0.0,16.0,16.0,2.0,19.0,2.0,855.0,11.0,2.0,7.0,8.0,0.0
360784,32,2012-04-07 15:00:00,45,Norwich,Home,150.0,18.0,,5.0,5.0,7.0,,170.0,7.0,1.0,3.0,16.0,1.0,28.0,315.0,,,19.0,14.0,12.0,6.0,,2.0,,,,3.0,,,,11.0,,,1.0,7.0,3.0,68.0,43.0,1.0,,1.0,2.0,6.0,4.0,,2.0,17.0,5.0,,8.0,2.0,38.0,48.0,2.0,23.0,16.0,,,85.0,7.0,17.0,1.0,,8.0,1.0,3.0,192.0,2.0,,2.0,2.0,,1.0,11.0,2.0,1.0,,28.0,,19.0,15.0,1.0,3.0,82.0,102.0,51.0,4.0,1.0,3.0,5.0,6.0,3.0,,,68.0,40.0,23.0,,,,,,186.0,164.0,1.0,18.0,19.0,48.3,,,0.0,89.0,3.0,,,1.0,2.0,3.0,1.0,3.0,76.0,8.0,170.0,38.0,45.0,7.0,2.0,25.0,23.0,3.0,144.0,21.0,286.0,1.0,1.0,44.0,4.0,58.0,3.0,431.0,,0.0,15.0,17.0,4.0,23.0,0.0,627.0,4.0,2.0,2.0,13.0,0.0
360796,33,2012-04-09 15:00:00,45,Norwich,Away,111.0,14.0,,2.0,2.0,1.0,,111.0,2.0,,2.0,15.0,2.0,26.0,220.0,,,15.0,7.0,16.0,4.0,1.0,,,1.0,,2.0,,,,7.0,,,3.0,9.0,6.0,48.0,39.0,1.0,1.0,1.0,4.0,2.0,3.0,,3.0,9.0,3.0,,11.0,1.0,39.0,48.0,4.0,36.0,21.0,,,94.0,12.0,12.0,,,7.0,1.0,2.0,135.0,1.0,,,1.0,,,8.0,2.0,3.0,,30.0,,15.0,12.0,1.0,2.0,64.0,83.0,35.0,10.0,2.0,3.0,3.0,4.0,6.0,1.0,,55.0,45.0,24.0,,,,,,176.0,156.0,1.0,12.0,17.0,41.2,,1.0,0.0,65.0,2.0,,,,,6.0,,3.0,66.0,6.0,122.0,26.0,56.0,9.0,3.0,16.0,13.0,,134.0,20.0,206.0,3.0,,43.0,3.0,55.0,5.0,312.0,1.0,0.0,12.0,17.0,,22.0,2.0,526.0,14.0,3.0,3.0,15.0,0.0
360804,34,2012-04-14 12:45:00,45,Norwich,Home,171.0,20.0,1.0,7.0,6.0,2.0,,220.0,2.0,1.0,11.0,17.0,22.0,46.0,384.0,,,23.0,5.0,2.0,10.0,,1.0,,1.0,,1.0,,,1.0,13.0,,,,16.0,7.0,86.0,62.0,2.0,2.0,,4.0,5.0,18.0,,3.0,16.0,10.0,,17.0,2.0,55.0,30.0,4.0,13.0,12.0,2.0,,72.0,10.0,4.0,,,1.0,,1.0,171.0,,,,,,,5.0,1.0,2.0,,17.0,,11.0,9.0,2.0,11.0,116.0,94.0,55.0,5.0,1.0,3.0,7.0,6.0,6.0,1.0,,65.0,70.0,25.0,,,,,,168.0,158.0,2.0,22.0,22.0,47.4,,,0.0,109.0,5.0,,,,1.0,5.0,,3.0,99.0,10.0,186.0,32.0,23.0,11.0,3.0,29.0,26.0,1.0,153.0,9.0,325.0,2.0,1.0,43.0,26.0,68.0,,482.0,,0.0,16.0,18.0,1.0,26.0,1.0,688.0,9.0,6.0,3.0,14.0,0.0
360811,35,2012-04-21 15:00:00,45,Norwich,Away,122.0,9.0,5.0,8.0,3.0,4.0,,189.0,2.0,,3.0,25.0,6.0,49.0,303.0,,,21.0,14.0,7.0,8.0,3.0,,,,,,,,,9.0,,,1.0,5.0,3.0,61.0,61.0,,,,3.0,1.0,2.0,,7.0,14.0,4.0,,6.0,,38.0,40.0,3.0,37.0,23.0,,,91.0,13.0,9.0,,,3.0,,,142.0,,,,,,,3.0,,2.0,,34.0,,8.0,5.0,1.0,4.0,110.0,85.0,45.0,9.0,,8.0,3.0,3.0,2.0,2.0,,45.0,58.0,40.0,,,,,,169.0,149.0,1.0,25.0,23.0,57.3,,,0.0,87.0,,1.0,,,,9.0,,3.0,107.0,11.0,132.0,16.0,57.0,8.0,7.0,25.0,18.0,,179.0,20.0,293.0,2.0,,59.0,9.0,82.0,1.0,400.0,1.0,0.0,13.0,19.0,1.0,27.0,1.0,610.0,15.0,5.0,7.0,13.0,0.0
360822,36,2012-04-28 17:30:00,45,Norwich,Home,157.0,27.0,2.0,5.0,3.0,3.0,,203.0,4.0,2.0,5.0,15.0,3.0,35.0,355.0,,,19.0,5.0,8.0,5.0,2.0,,,,,,,,,7.0,,,,13.0,3.0,70.0,58.0,,,,1.0,2.0,8.0,,5.0,7.0,3.0,,8.0,1.0,33.0,34.0,1.0,23.0,10.0,2.0,,96.0,9.0,4.0,,,1.0,1.0,,168.0,,,,,,,5.0,,,1.0,19.0,,18.0,12.0,2.0,6.0,96.0,90.0,55.0,7.0,,5.0,2.0,1.0,4.0,1.0,,46.0,70.0,24.0,,,,,,159.0,145.0,3.0,26.0,21.0,44.4,,,0.0,117.0,1.0,1.0,,1.0,,6.0,,3.0,77.0,7.0,171.0,47.0,37.0,5.0,5.0,16.0,11.0,,147.0,14.0,296.0,,2.0,38.0,5.0,65.0,2.0,451.0,,0.0,9.0,21.0,4.0,22.0,4.0,641.0,18.0,1.0,5.0,18.0,0.0
360829,37,2012-05-05 12:45:00,45,Norwich,Away,78.0,13.0,,6.0,6.0,3.0,,119.0,2.0,1.0,8.0,10.0,8.0,18.0,191.0,,2.0,11.0,16.0,7.0,8.0,,2.0,,,,,,,,12.0,,,,21.0,2.0,39.0,63.0,4.0,2.0,2.0,3.0,3.0,13.0,,1.0,10.0,7.0,,6.0,3.0,53.0,38.0,3.0,23.0,12.0,,,74.0,15.0,8.0,2.0,,1.0,1.0,,142.0,3.0,,3.0,3.0,,1.0,10.0,3.0,2.0,,20.0,,12.0,9.0,1.0,8.0,53.0,83.0,35.0,6.0,1.0,4.0,7.0,4.0,5.0,1.0,,37.0,46.0,23.0,,,,,,170.0,147.0,,29.0,17.0,36.6,,1.0,0.0,52.0,8.0,,,,2.0,6.0,,3.0,45.0,11.0,98.0,29.0,46.0,4.0,1.0,19.0,18.0,3.0,89.0,13.0,207.0,3.0,1.0,37.0,10.0,50.0,6.0,286.0,,0.0,13.0,22.0,3.0,21.0,3.0,500.0,5.0,1.0,1.0,14.0,0.0
360842,38,2012-05-13 15:00:00,45,Norwich,Home,194.0,26.0,4.0,8.0,4.0,6.0,,259.0,5.0,,6.0,18.0,11.0,48.0,445.0,1.0,1.0,16.0,9.0,6.0,12.0,2.0,2.0,,1.0,,2.0,,,,16.0,,,2.0,5.0,5.0,108.0,48.0,2.0,2.0,2.0,6.0,3.0,4.0,,8.0,16.0,5.0,,7.0,4.0,30.0,29.0,6.0,16.0,10.0,,,79.0,7.0,10.0,2.0,,6.0,,2.0,159.0,1.0,1.0,1.0,,1.0,,5.0,1.0,1.0,1.0,19.0,,16.0,12.0,,6.0,106.0,74.0,44.0,6.0,,8.0,7.0,8.0,,,,46.0,81.0,22.0,,,,,,138.0,120.0,3.0,16.0,21.0,58.9,,1.0,0.0,142.0,2.0,3.0,,,2.0,12.0,,3.0,136.0,15.0,211.0,35.0,34.0,5.0,7.0,28.0,21.0,2.0,176.0,14.0,332.0,1.0,,43.0,12.0,75.0,3.0,515.0,1.0,0.0,23.0,12.0,2.0,21.0,1.0,703.0,11.0,1.0,9.0,10.0,0.0
