season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243412,2,7,Aston_Villa,Home,189061,114283,Jack Grealish,jack-grealish,M,False,1.0,,4.0,26.0,13.0,38.0,,1.0,6.0,,1.0,,,,2.0,2.0,6.0,,,,1.0,,,,,5.0,,90.0,,,,,,,,,19.0,,7.3,,,2.0,,1.0,6.0,,6.0,,40.0,15.0,49.0,2,2.0,69.0,,2.0,1.0,2.0
2019-20,8243412,2,7,Aston_Villa,Home,192266,108156,Björn Engels,bjorn-engels,D,False,,,2.0,12.0,41.0,53.0,2.0,8.0,5.0,,,,,,,3.0,8.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,7.0,,6.9,,,1.0,2.0,,,,4.0,,16.0,44.0,60.0,1,,66.0,,,,
2019-20,8243412,2,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,1.0,,5.0,26.0,4.0,29.0,1.0,1.0,4.0,,,1.0,1.0,,4.0,6.0,8.0,,,,,,,,,2.0,,90.0,3.0,,,,,,,,18.0,,7.4,,,2.0,,2.0,2.0,,7.0,,36.0,5.0,39.0,6,,66.0,1.0,5.0,2.0,
2019-20,8243412,2,7,Aston_Villa,Home,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,1.0,,1.0,18.0,3.0,20.0,2.0,1.0,2.0,,1.0,2.0,,,2.0,7.0,4.0,,,2.0,,,,,,,,87.0,1.0,,,,,,,,15.0,,6.4,,,,,2.0,4.0,,1.0,,24.0,3.0,23.0,3,1.0,43.0,4.0,1.0,1.0,
2019-20,8243412,2,7,Aston_Villa,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,1.0,,4.0,12.0,40.0,51.0,3.0,6.0,7.0,,,,,,,4.0,7.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,,16.0,,7.0,,,,6.0,,1.0,,11.0,1.0,21.0,46.0,66.0,0,1.0,81.0,,,,1.0
2019-20,8243412,2,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,1.0,,1.0,13.0,7.0,19.0,3.0,2.0,,,,,,,1.0,4.0,3.0,,,,,,,,,,,75.0,,,,,,,,,9.0,,6.8,,,2.0,,,6.0,,3.0,3.0,21.0,7.0,22.0,2,1.0,34.0,,,,1.0
2019-20,8243412,2,7,Aston_Villa,Home,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243412,2,7,Aston_Villa,Home,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,1.0,6.0,2.0,8.0,7.0,3.0,,1.0,,,1.0,,2.0,11.0,6.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,,,10.0,,7.2,,,1.0,1.0,2.0,,,1.0,1.0,12.0,3.0,15.0,2,,27.0,1.0,1.0,2.0,
2019-20,8243412,2,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243412,2,7,Aston_Villa,Home,830858,221239,Keinan Davis,keinan-davis,F,True,,,,1.0,,1.0,,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,9.0,,,,,,,,,5.0,,6.4,,,,,,,,,,2.0,1.0,3.0,0,,6.0,2.0,,,
2019-20,8243412,2,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,5.0,24.0,29.0,53.0,1.0,1.0,7.0,,,1.0,1.0,,1.0,4.0,6.0,1.0,,1.0,,1.0,,,1.0,1.0,,90.0,1.0,1.0,,,,,,,11.0,,7.0,,,,2.0,2.0,,,6.0,,28.0,30.0,58.0,2,,78.0,4.0,3.0,2.0,
2019-20,8243420,3,7,Aston_Villa,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,9.0,9.0,9.0,18.0,,,12.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,17.0,1.0,7.2,1.0,1.0,,1.0,,,,24.0,,23.0,10.0,33.0,0,,40.0,1.0,,,
2019-20,8243420,3,7,Aston_Villa,Home,30243,47390,Neil Taylor,neil-taylor,M,False,,,2.0,7.0,5.0,12.0,2.0,1.0,3.0,,,,1.0,,,3.0,2.0,,,,,,,,3.0,,,90.0,,,,,,,,,17.0,,6.8,,,,3.0,,2.0,,6.0,,15.0,8.0,21.0,0,,48.0,1.0,1.0,,
2019-20,8243420,3,7,Aston_Villa,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,1.0,2.0,0,,5.0,,,,
2019-20,8243420,3,7,Aston_Villa,Home,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243420,3,7,Aston_Villa,Home,100574,85242,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243420,3,7,Aston_Villa,Home,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243420,3,7,Aston_Villa,Home,146518,89274,Jota Peleteiro,jota-peleteiro,M,False,,,4.0,17.0,2.0,19.0,1.0,,7.0,1.0,,,1.0,,2.0,7.0,6.0,,,3.0,1.0,,,,1.0,2.0,,77.0,,,,,,,,,10.0,,7.6,,,,,4.0,,,5.0,,20.0,3.0,23.0,0,1.0,39.0,2.0,1.0,4.0,
2019-20,8243420,3,7,Aston_Villa,Home,189061,114283,Jack Grealish,jack-grealish,M,False,,,4.0,18.0,18.0,36.0,,,8.0,,,1.0,4.0,,2.0,6.0,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,,9.0,,6.8,,,1.0,,2.0,,,6.0,,22.0,19.0,41.0,2,1.0,56.0,1.0,2.0,2.0,1.0
2019-20,8243420,3,7,Aston_Villa,Home,192266,108156,Björn Engels,bjorn-engels,D,False,,,6.0,8.0,20.0,28.0,2.0,3.0,4.0,,,,1.0,,,3.0,5.0,,,,,,,,,,,90.0,,3.0,,,,,,,8.0,,7.5,,,,6.0,,,,9.0,1.0,12.0,22.0,34.0,0,1.0,49.0,1.0,1.0,,1.0
2019-20,8243420,3,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,1.0,,4.0,19.0,5.0,23.0,2.0,,6.0,1.0,,,3.0,,2.0,8.0,9.0,,,1.0,1.0,,,,2.0,1.0,,90.0,,,,,,,,,8.0,,7.1,,,,,2.0,1.0,,6.0,,23.0,6.0,28.0,0,3.0,47.0,1.0,4.0,2.0,1.0
2019-20,8243420,3,7,Aston_Villa,Home,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,,6.0,2.0,8.0,6.0,3.0,2.0,,,,1.0,,1.0,15.0,4.0,,,3.0,,,,,2.0,1.0,,86.0,,,,,,,,,19.0,,5.8,,,,2.0,4.0,1.0,,,,12.0,2.0,13.0,0,,36.0,7.0,1.0,,
2019-20,8243420,3,7,Aston_Villa,Home,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,6.0,2.0,21.0,23.0,4.0,3.0,5.0,,,,,,,4.0,5.0,,,,,,,,,,,90.0,,1.0,,,,,,,18.0,,7.3,,,,9.0,1.0,,,16.0,,11.0,28.0,39.0,0,1.0,55.0,2.0,,1.0,1.0
2019-20,8243420,3,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,2.0,,2.0,,1.0,,,,,,,,,3.0,,,,,1.0,,,,,,13.0,2.0,,,,,,,,1.0,,7.7,,,,,1.0,,,,2.0,2.0,,2.0,2,,9.0,,1.0,1.0,
2019-20,8243420,3,7,Aston_Villa,Home,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,,,4.0,9.0,9.0,18.0,2.0,2.0,3.0,,,,,,,3.0,6.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,,11.0,,7.2,,,1.0,2.0,1.0,2.0,,9.0,1.0,15.0,11.0,24.0,1,1.0,47.0,,2.0,1.0,1.0
2019-20,8243420,3,7,Aston_Villa,Home,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,2.0,10.0,6.0,16.0,6.0,2.0,3.0,,,1.0,,,1.0,9.0,4.0,,,1.0,,1.0,,,,2.0,,90.0,1.0,,,,,,,,11.0,,7.1,,,,,2.0,1.0,,3.0,4.0,15.0,6.0,20.0,2,1.0,33.0,3.0,1.0,,
2019-20,8243420,3,7,Aston_Villa,Home,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243420,3,7,Aston_Villa,Home,830858,221239,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243420,3,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,1.0,9.0,5.0,14.0,2.0,1.0,8.0,,,,2.0,,2.0,7.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,11.0,,6.4,,,,2.0,,,,5.0,,13.0,8.0,21.0,0,3.0,39.0,2.0,3.0,,1.0
2019-20,8243431,4,7,Aston_Villa,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,5.0,5.0,16.0,21.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,13.0,1.0,7.1,1.0,4.0,,1.0,,,,17.0,,16.0,17.0,33.0,0,,43.0,,,,
2019-20,8243431,4,7,Aston_Villa,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,1.0,9.0,12.0,21.0,,,3.0,,,,1.0,,,2.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,12.0,,6.8,,,,3.0,,2.0,,6.0,,16.0,15.0,29.0,0,3.0,55.0,1.0,1.0,,2.0
2019-20,8243431,4,7,Aston_Villa,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,7,Aston_Villa,Away,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,1.0,3.0,5.0,8.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,13.0,,,,,,,,,2.0,,6.6,,,,,,,,1.0,,4.0,5.0,9.0,0,1.0,11.0,1.0,,,
2019-20,8243431,4,7,Aston_Villa,Away,100574,85242,Conor Hourihane,conor-hourihane,M,True,,,,11.0,4.0,15.0,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,,19.0,,,,,,,,,5.0,,6.8,,,,,1.0,3.0,,1.0,,16.0,4.0,17.0,0,,22.0,,,1.0,
2019-20,8243431,4,7,Aston_Villa,Away,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,7,Aston_Villa,Away,146518,89274,Jota Peleteiro,jota-peleteiro,M,False,,,1.0,7.0,2.0,9.0,1.0,,,,,,,,2.0,4.0,1.0,,,1.0,,,,,,1.0,,59.0,,,,,,,,,7.0,,6.7,,,,4.0,,,,1.0,,10.0,2.0,12.0,0,,22.0,1.0,1.0,,
2019-20,8243431,4,7,Aston_Villa,Away,189061,114283,Jack Grealish,jack-grealish,M,False,,,1.0,18.0,13.0,31.0,2.0,,1.0,,,2.0,1.0,,2.0,7.0,6.0,,,3.0,,,,,,,,90.0,,3.0,,,,,,,6.0,,6.5,,,,1.0,1.0,1.0,,2.0,,21.0,13.0,33.0,2,1.0,52.0,1.0,4.0,1.0,
2019-20,8243431,4,7,Aston_Villa,Away,192266,108156,Björn Engels,bjorn-engels,D,False,,,5.0,19.0,48.0,67.0,,1.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,4.0,,,90.0,,,,,,,,,7.0,,7.0,,,,4.0,,,,8.0,,25.0,48.0,73.0,0,1.0,83.0,,,,1.0
2019-20,8243431,4,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,2.0,,,14.0,5.0,17.0,,,8.0,,,,,,4.0,7.0,13.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,,11.0,,7.3,,,,3.0,4.0,3.0,,,,19.0,5.0,21.0,0,6.0,52.0,1.0,4.0,3.0,4.0
2019-20,8243431,4,7,Aston_Villa,Away,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,,5.0,1.0,6.0,,,3.0,,,1.0,,,1.0,4.0,4.0,,,3.0,,,,,,,,54.0,1.0,,,,,,,,7.0,,6.0,,,1.0,1.0,2.0,,,,,8.0,1.0,9.0,3,,21.0,1.0,2.0,2.0,
2019-20,8243431,4,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,False,,,2.0,15.0,31.0,46.0,2.0,1.0,4.0,,,,,,1.0,3.0,1.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,,10.0,,7.0,,,,7.0,,1.0,,5.0,,22.0,33.0,54.0,0,,68.0,,,,
2019-20,8243431,4,7,Aston_Villa,Away,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,7,Aston_Villa,Away,372430,203368,Frédéric Guilbert,frederic-guilbert,D,False,1.0,,1.0,11.0,14.0,24.0,3.0,4.0,8.0,,,1.0,,,3.0,9.0,9.0,,1.0,3.0,,,,,5.0,1.0,,90.0,,,,,,,,,21.0,,6.7,,,1.0,1.0,2.0,4.0,,6.0,,19.0,18.0,33.0,2,2.0,75.0,1.0,2.0,2.0,1.0
2019-20,8243431,4,7,Aston_Villa,Away,798314,213345,Wesley Moraes,wesley-moraes,F,False,,,,11.0,2.0,13.0,2.0,4.0,1.0,,,1.0,,,2.0,5.0,6.0,,,1.0,,,,,1.0,,,85.0,1.0,,,,,,,,5.0,,6.9,,,,1.0,,,,,,13.0,2.0,15.0,2,2.0,27.0,1.0,,,2.0
2019-20,8243431,4,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243431,4,7,Aston_Villa,Away,830858,221239,Keinan Davis,keinan-davis,F,True,,,,5.0,3.0,8.0,2.0,1.0,1.0,,,,,,1.0,3.0,4.0,,,,,,,,,1.0,,31.0,,,,,,,,,2.0,,6.8,,,,1.0,2.0,,,,,5.0,4.0,9.0,0,1.0,17.0,,,2.0,1.0
2019-20,8243431,4,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,5.0,12.0,17.0,29.0,,2.0,1.0,,,,3.0,,,4.0,5.0,,,1.0,,,,,1.0,,,71.0,,,,,,,,,4.0,,6.7,,,1.0,3.0,,,,6.0,,14.0,18.0,32.0,1,2.0,43.0,1.0,1.0,,2.0
2019-20,8243441,5,7,Aston_Villa,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,4.0,2.0,12.0,14.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,7.0,,7.1,,1.0,,,,,,11.0,,7.0,14.0,21.0,0,,26.0,,,,
2019-20,8243441,5,7,Aston_Villa,Home,30243,47390,Neil Taylor,neil-taylor,M,False,,,3.0,23.0,18.0,41.0,1.0,3.0,5.0,,,,,,1.0,3.0,4.0,,,1.0,,,,,,,,90.0,,2.0,,,,,,,9.0,,7.1,,,,,,1.0,,5.0,,26.0,22.0,47.0,0,1.0,62.0,1.0,,,
2019-20,8243441,5,7,Aston_Villa,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,9.0,3.0,12.0,,1.0,,,,,1.0,,,2.0,3.0,,,1.0,,,,,,,,24.0,,1.0,,,,,,,4.0,,6.7,,,,1.0,,4.0,,,,13.0,3.0,12.0,0,1.0,21.0,,1.0,,
2019-20,8243441,5,7,Aston_Villa,Home,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243441,5,7,Aston_Villa,Home,100574,85242,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243441,5,7,Aston_Villa,Home,101999,79852,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243441,5,7,Aston_Villa,Home,146518,89274,Jota Peleteiro,jota-peleteiro,M,False,,,,7.0,5.0,12.0,,,6.0,,,1.0,1.0,,5.0,7.0,1.0,,,,,,,,1.0,,,66.0,,,,,,,,,10.0,,6.2,,,,,2.0,,,1.0,,9.0,6.0,15.0,1,,28.0,,,1.0,
2019-20,8243441,5,7,Aston_Villa,Home,189061,114283,Jack Grealish,jack-grealish,M,False,2.0,,2.0,31.0,11.0,40.0,2.0,,7.0,1.0,1.0,,1.0,,3.0,7.0,10.0,,,1.0,,,,,,2.0,,90.0,,2.0,,,,,,,17.0,,7.3,,,1.0,1.0,3.0,4.0,,6.0,,42.0,13.0,51.0,1,2.0,77.0,1.0,5.0,3.0,1.0
