season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896950,2,7,Aston_Villa,Home,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,1.0,,1.0,16.0,7.0,22.0,4.0,3.0,1.0,,,,1.0,,,,9.0,6.0,,,4.0,,,,,2.0,3.0,,90.0,,,,,,,,,10.0,,7.3,,,2.0,,,6.0,,1.0,,22.0,8.0,24.0,2,2.0,44.0,3.0,1.0,,2.0
2020-21,8896950,2,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,2.0,21.0,39.0,60.0,4.0,10.0,7.0,,,,,,,,5.0,12.0,,,1.0,1.0,,,,,1.0,,90.0,,1.0,,,,,,,11.0,,7.7,,,1.0,3.0,1.0,,,5.0,,28.0,43.0,71.0,1,,81.0,,1.0,1.0,
2020-21,8896950,2,7,Aston_Villa,Home,362470,193488.0,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896950,2,7,Aston_Villa,Home,368134,169359.0,Matt Targett,matt-targett,D,False,1.0,,1.0,36.0,17.0,52.0,3.0,1.0,3.0,,,,,,,,4.0,2.0,,,1.0,,,,,,1.0,,90.0,,,,1.0,,,,,16.0,,6.8,,,,1.0,,10.0,,4.0,,50.0,18.0,58.0,0,1.0,79.0,1.0,,,1.0
2020-21,8896950,2,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,10.0,3.0,13.0,2.0,6.0,,,,1.0,1.0,,,2.0,8.0,7.0,,,2.0,,,,,,2.0,,90.0,,,,,,,,,10.0,,6.8,,,2.0,,1.0,,,,1.0,15.0,4.0,19.0,3,,31.0,1.0,1.0,,
2020-21,8896950,2,7,Aston_Villa,Home,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896950,2,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,2.0,8.0,24.0,32.0,2.0,7.0,6.0,,,,,,,,2.0,12.0,,,,,1.0,,,2.0,,,90.0,1.0,,,,,,,,6.0,,8.1,,,,4.0,,,,4.0,,10.0,27.0,37.0,1,1.0,53.0,1.0,4.0,,1.0
2020-21,8896950,2,7,Aston_Villa,Home,830858,221239.0,Keinan Davis,keinan-davis,F,True,,,,7.0,4.0,11.0,1.0,1.0,2.0,,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,28.0,,,,,,,,,6.0,,6.7,,,,1.0,,1.0,,,,10.0,4.0,13.0,0,,19.0,2.0,,,
2020-21,8896950,2,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,2.0,,3.0,34.0,18.0,50.0,2.0,,5.0,,,2.0,,,,,2.0,1.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,,15.0,,7.4,,,,4.0,,6.0,,7.0,,43.0,19.0,56.0,2,1.0,84.0,1.0,,,
2020-21,8896950,2,7,Aston_Villa,Home,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,,,8.0,66.0,19.0,85.0,,1.0,6.0,,,1.0,1.0,,,,1.0,3.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,,8.0,,7.3,,,1.0,,1.0,1.0,,10.0,,74.0,19.0,92.0,3,,99.0,,1.0,1.0,
2020-21,8896937,3,7,Aston_Villa,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896937,3,7,Aston_Villa,Away,100574,85242.0,Conor Hourihane,conor-hourihane,M,False,2.0,,1.0,9.0,12.0,19.0,,1.0,5.0,2.0,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,3.0,,76.0,1.0,,,,,,,,7.0,,8.5,,,1.0,1.0,,4.0,,4.0,,14.0,14.0,24.0,2,,34.0,,,,
2020-21,8896937,3,7,Aston_Villa,Away,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896937,3,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,8.0,7.0,11.0,18.0,,,12.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,19.0,,7.3,2.0,2.0,,,,,,27.0,,23.0,14.0,37.0,0,,46.0,,,,
2020-21,8896937,3,7,Aston_Villa,Away,189061,114283.0,Jack Grealish,jack-grealish,M,False,,,1.0,19.0,7.0,26.0,1.0,,12.0,,,1.0,2.0,,,3.0,10.0,15.0,,,3.0,,1.0,,,1.0,3.0,,90.0,1.0,,,,,,,,17.0,,8.1,,,1.0,,4.0,,,2.0,,24.0,11.0,35.0,3,6.0,66.0,2.0,6.0,3.0,1.0
2020-21,8896937,3,7,Aston_Villa,Away,218160,110504.0,Bertrand Traoré,bertrand-traore,F,True,,,1.0,2.0,2.0,4.0,,1.0,3.0,,,,2.0,,,,2.0,2.0,,,,,,,,,,,11.0,,,,,,,,,1.0,,6.4,,,,,1.0,,,2.0,,3.0,2.0,5.0,0,,7.0,,,1.0,
2020-21,8896937,3,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,2.0,,1.0,15.0,2.0,15.0,,,5.0,2.0,,1.0,5.0,,,,6.0,7.0,,,1.0,2.0,,,,,4.0,,90.0,1.0,,,,,,,,6.0,,8.3,,,,1.0,2.0,3.0,,1.0,,18.0,2.0,17.0,2,,36.0,2.0,5.0,2.0,
2020-21,8896937,3,7,Aston_Villa,Away,255189,123354.0,Kortney Hause,kortney-hause,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896937,3,7,Aston_Villa,Away,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,,,1.0,7.0,,7.0,5.0,1.0,1.0,,,1.0,4.0,,,,9.0,6.0,,,,,,,,3.0,,,84.0,,,,,,,,,6.0,,6.8,,,,1.0,2.0,,,1.0,,12.0,,12.0,1,3.0,32.0,1.0,,2.0,3.0
2020-21,8896937,3,7,Aston_Villa,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,4.0,8.0,16.0,24.0,,3.0,,,,,,,,,1.0,3.0,,,1.0,,1.0,,,,,,90.0,2.0,1.0,,,,,,,10.0,,7.9,,,,12.0,,,,12.0,1.0,17.0,17.0,34.0,2,,51.0,,,,
2020-21,8896937,3,7,Aston_Villa,Away,368134,169359.0,Matt Targett,matt-targett,D,False,,,8.0,15.0,18.0,33.0,1.0,1.0,6.0,,,,1.0,,,,2.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,,,11.0,,7.1,,,,2.0,,,,10.0,,19.0,22.0,41.0,0,1.0,63.0,,1.0,,1.0
2020-21,8896937,3,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,11.0,1.0,12.0,7.0,7.0,1.0,,1.0,,1.0,,,,11.0,12.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,,19.0,,6.7,,,2.0,,3.0,,,,1.0,23.0,1.0,24.0,2,2.0,40.0,6.0,1.0,2.0,2.0
2020-21,8896937,3,7,Aston_Villa,Away,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,1.0,3.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,,1.0,,,,,,,,,6.8,,,,,,,,,,1.0,3.0,4.0,0,1.0,7.0,,,,1.0
2020-21,8896937,3,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,,1.0,14.0,15.0,2.0,2.0,3.0,,,,,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,4.0,,7.3,,,,10.0,,,,3.0,1.0,3.0,16.0,19.0,0,1.0,37.0,,3.0,,1.0
2020-21,8896937,3,7,Aston_Villa,Away,830858,221239.0,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896937,3,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,1.0,,3.0,8.0,9.0,16.0,3.0,1.0,1.0,,,,4.0,1.0,,3.0,13.0,8.0,,,3.0,,,,,3.0,1.0,,90.0,,2.0,,,,,,,11.0,,7.6,,,,4.0,,1.0,,7.0,,12.0,10.0,21.0,0,7.0,52.0,2.0,,,6.0
2020-21,8896937,3,7,Aston_Villa,Away,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,,,1.0,7.0,9.0,16.0,,3.0,4.0,,,,1.0,,,1.0,5.0,4.0,,1.0,3.0,,,,,,,,87.0,,,,,,,,,12.0,,6.5,,,,3.0,,,,3.0,,14.0,11.0,25.0,0,1.0,35.0,,,,
2020-21,8896937,3,7,Aston_Villa,Away,975937,232653.0,Jacob Ramsey,jacob-ramsey,M,True,,,,2.0,2.0,4.0,,,2.0,,,,1.0,,,,1.0,3.0,,,,,,,,,,,14.0,,,,,,,,,,,6.7,,,,,,,,,,2.0,2.0,4.0,0,1.0,7.0,,2.0,,1.0
2020-21,8896884,4,7,Aston_Villa,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,6.0,2.0,8.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,10.0,,,,,,,,,1.0,,6.5,,,,,,,,,,6.0,2.0,8.0,0,,10.0,1.0,,,
2020-21,8896884,4,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,4.0,19.0,7.0,26.0,3.0,1.0,5.0,,1.0,1.0,1.0,,,1.0,6.0,7.0,,,,,1.0,,,,1.0,,90.0,2.0,,,,,,,,12.0,,7.5,,,3.0,1.0,4.0,2.0,,4.0,,26.0,8.0,32.0,6,,53.0,2.0,3.0,3.0,
2020-21,8896884,4,7,Aston_Villa,Home,100574,85242.0,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,7,Aston_Villa,Home,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,8.0,7.0,3.0,10.0,,,12.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,20.0,,7.2,4.0,6.0,,,,,,27.0,,24.0,6.0,30.0,0,,38.0,,,,
2020-21,8896884,4,7,Aston_Villa,Home,189061,114283.0,Jack Grealish,jack-grealish,M,False,,,2.0,25.0,3.0,28.0,,1.0,8.0,2.0,,1.0,,,,,1.0,5.0,,,,3.0,2.0,,,1.0,5.0,,90.0,2.0,,,,,,,,12.0,,10.0,,,,1.0,1.0,,,2.0,,32.0,4.0,36.0,3,3.0,50.0,3.0,1.0,,3.0
2020-21,8896884,4,7,Aston_Villa,Home,218160,110504.0,Bertrand Traoré,bertrand-traore,F,True,,,,1.0,1.0,2.0,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,2.0,,,,,1.0,1.0,2.0,1,,8.0,1.0,,1.0,
2020-21,8896884,4,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,2.0,11.0,7.0,18.0,,,9.0,1.0,,,1.0,,,2.0,4.0,9.0,,,,1.0,1.0,,,3.0,1.0,,90.0,1.0,,,,,,,,17.0,,8.6,,,,2.0,5.0,,,4.0,,20.0,11.0,31.0,1,3.0,57.0,1.0,2.0,4.0,1.0
2020-21,8896884,4,7,Aston_Villa,Home,295361,148508.0,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,2.0,,3.0,16.0,6.0,20.0,3.0,3.0,5.0,3.0,,,4.0,,,2.0,11.0,6.0,,,2.0,1.0,,,,1.0,3.0,,87.0,1.0,,,,,,,,10.0,,7.7,,,,3.0,,3.0,,3.0,,21.0,7.0,25.0,1,3.0,41.0,1.0,,,2.0
2020-21,8896884,4,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,7.0,10.0,8.0,18.0,,,9.0,,,,1.0,,,,1.0,3.0,,,,,,,,,,,90.0,,2.0,,,,,,,6.0,,6.9,,,,6.0,1.0,,,13.0,,15.0,9.0,24.0,0,1.0,38.0,,1.0,1.0,1.0
2020-21,8896884,4,7,Aston_Villa,Home,362470,193488.0,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,7,Aston_Villa,Home,368134,169359.0,Matt Targett,matt-targett,D,False,,,1.0,7.0,5.0,12.0,,1.0,4.0,,,,2.0,,,,3.0,2.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,,5.0,,6.3,,,,6.0,1.0,,,1.0,,9.0,5.0,14.0,0,,39.0,1.0,,1.0,
2020-21,8896884,4,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,11.0,4.0,15.0,6.0,2.0,1.0,,2.0,,,,,3.0,10.0,6.0,,,1.0,1.0,3.0,,1.0,1.0,2.0,,90.0,4.0,,,,,,,,17.0,,9.1,,,1.0,,1.0,1.0,,,2.0,21.0,4.0,24.0,5,2.0,45.0,4.0,1.0,1.0,
2020-21,8896884,4,7,Aston_Villa,Home,556904,184704.0,Marvelous Nakamba,marvelous-nakamba,M,True,,,,2.0,3.0,5.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,10.0,1.0,,,,,,,,1.0,,6.7,,,,,,,,,,3.0,3.0,6.0,1,,7.0,,,,
2020-21,8896884,4,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,4.0,2.0,6.0,8.0,,3.0,3.0,,,,,,,,,5.0,,,,,,,,,,,90.0,,1.0,,,,,,,5.0,,6.8,,,,5.0,,,,6.0,,6.0,7.0,13.0,0,1.0,22.0,,1.0,,
2020-21,8896884,4,7,Aston_Villa,Home,830858,221239.0,Keinan Davis,keinan-davis,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896884,4,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,,,1.0,2.0,9.0,11.0,2.0,1.0,9.0,,,,1.0,,,,3.0,3.0,,,,,,,,2.0,1.0,,80.0,,,,,,,,,18.0,,6.6,,,,6.0,,3.0,,6.0,,12.0,12.0,21.0,0,1.0,49.0,1.0,1.0,,
2020-21,8896884,4,7,Aston_Villa,Home,867887,230046.0,Douglas Luiz,douglas-luiz,M,False,,,1.0,4.0,9.0,13.0,1.0,1.0,8.0,,,,2.0,,,1.0,6.0,2.0,,,2.0,,,,,2.0,,,80.0,,2.0,,,,,,,10.0,,6.5,,,,1.0,,,,2.0,,9.0,10.0,19.0,0,1.0,33.0,1.0,,,
2020-21,8896913,5,7,Aston_Villa,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896913,5,7,Aston_Villa,Away,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,1.0,26.0,12.0,38.0,1.0,,7.0,,,1.0,1.0,,,4.0,9.0,2.0,,,2.0,,1.0,,,3.0,1.0,,90.0,1.0,,,,,,,,11.0,,7.0,,,,,2.0,,,1.0,,27.0,14.0,41.0,2,1.0,61.0,3.0,,1.0,
2020-21,8896913,5,7,Aston_Villa,Away,100574,85242.0,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896913,5,7,Aston_Villa,Away,101999,79852.0,Jed Steer,jed-steer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896913,5,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,6.0,4.0,20.0,24.0,,,8.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,18.0,,7.9,1.0,5.0,,,,,,23.0,,20.0,21.0,41.0,0,,49.0,,,,
2020-21,8896913,5,7,Aston_Villa,Away,189061,114283.0,Jack Grealish,jack-grealish,M,False,1.0,,,25.0,3.0,27.0,,4.0,2.0,1.0,,,,,,3.0,10.0,17.0,,,4.0,,,,,,4.0,,90.0,,,,,,,,,17.0,,7.6,,,,,11.0,3.0,,,,33.0,3.0,33.0,0,,64.0,2.0,5.0,8.0,
