season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14023986,29,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,9.0,11.0,20.0,,,5.0,3.0,,,,,,,,1.0,1.0,,,0.0037125,,,1.0,0.0,,,,,,,,,,,,,45.0,,,,,,,4.0,0.0,,6.3,,,,31.578083377074,,,,,,,11.0,13.0,24.0,-5.8446163737302,,0,1.0,29.0,,,,
2025-26,14023986,29,7,Aston_Villa,Home,1631879,653481.0,Alysson,alysson-edward-franco-da-rocha,M,True,,,,4.0,4.0,8.0,,,2.0,2.0,,,,,,,,,,,,0.00806536,0.0455,,,0.0,,,,,,,,,,,,,27.0,,,,,,,1.0,1.0,,6.5,,,1.0,28.234163483094,,,,,,,4.0,4.0,8.0,19.516634661786,18.970330097286,1,,11.0,,,,
2025-26,14023994,30,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,False,2.0,,,21.0,9.0,30.0,2.0,,17.0,,,,,,,,,3.0,1.0,,,0.219543,,,,0.0,,,,,2.0,2.0,,,,,,,82.0,,,,,,,14.0,0.0,,5.9,,,,124.36264509362,4.0,1.0,6.0,,3.0,,25.0,12.0,37.0,65.050384985168,,0,1.0,60.0,,,,1.0
2025-26,14023994,30,7,Aston_Villa,Away,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,3.0,25.0,29.0,54.0,1.0,1.0,27.0,6.0,,,,,,,2.0,3.0,6.0,,,0.0470045,0.1131,0.5266,,0.0,1.0,,,,,,,,,,,,82.0,1.0,1.0,,,,,9.0,2.0,,8.3,,,,239.73180984221,1.0,1.0,,,5.0,,29.0,31.0,60.0,46.547042557449,67.488595104386,1,4.0,73.0,1.0,,1.0,4.0
2025-26,14023994,30,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023994,30,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023994,30,7,Aston_Villa,Away,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,1.0,,19.0,19.0,,,8.0,7.0,,,,,,,,,,,,5.076e-05,,,,0.0,,-0.7906,,,,,,,,,,,90.0,,,,,,,6.0,0.0,,5.7,3.0,3.0,,42.088229932359,,,,,7.0,,3.0,22.0,25.0,24.753340498405,,0,,33.0,,,,
2025-26,14023994,30,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,1.0,,1.0,7.0,5.0,12.0,1.0,,4.0,2.0,1.0,,,1.0,,,1.0,5.0,2.0,,,0.247364,0.059,,2.0,0.0,,,,,,1.0,,,,,,,61.0,,,,,,,9.0,1.0,,6.4,,,1.0,21.452401780048,,,2.0,,3.0,,11.0,6.0,17.0,9.540837203527,10.226635859363,1,,26.0,2.0,2.0,,
2025-26,14023994,30,7,Aston_Villa,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,False,,,1.0,11.0,36.0,47.0,1.0,2.0,17.0,4.0,,1.0,,,,,1.0,2.0,3.0,,,0.0060241,0.3611,,,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,8.0,0.0,,6.1,,,1.0,104.03074121373,9.0,,1.0,,3.0,,16.0,37.0,53.0,26.753833529259,,1,,68.0,,1.0,,
2025-26,14023994,30,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,5.0,1.0,6.0,,1.0,3.0,,,,,,,,1.0,5.0,3.0,,,0.0137934,,,1.0,0.0,,,,,,,,,,,,,60.0,,,,,,,8.0,1.0,,6.3,,,,20.63970056003,1.0,4.0,,,,1.0,6.0,2.0,8.0,11.484930873468,12.026857444902,0,,18.0,2.0,1.0,1.0,
2025-26,14023994,30,7,Aston_Villa,Away,610766,173879.0,Tammy Abraham,tammy-abraham,F,True,,,,3.0,,3.0,,,1.0,1.0,1.0,,,1.0,,,1.0,2.0,1.0,,,0.263304,,,,0.0,,,,,,1.0,,,,,,,30.0,,,,,,,3.0,0.0,,6.2,,,,3.5132753948417,1.0,,,,,,4.0,,4.0,-0.075599823480793,,0,1.0,9.0,1.0,,,
2025-26,14023994,30,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,False,,,1.0,14.0,11.0,25.0,,2.0,7.0,5.0,,,1.0,1.0,,,,3.0,7.0,,,0.180726,0.1861,,1.0,0.0,,,,,3.0,,,,,,,,86.0,,,,,,,7.0,2.0,,6.8,,,1.0,59.991462674659,2.0,3.0,,,1.0,,17.0,12.0,29.0,31.329119511455,33.036543667994,2,2.0,50.0,1.0,2.0,1.0,1.0
2025-26,14023994,30,7,Aston_Villa,Away,808590,215711.0,Leon Bailey,leon-bailey,M,True,,,,9.0,1.0,10.0,,,10.0,1.0,,,,,,,,2.0,2.0,,,0.280328,0.0391,,,0.0,,,,,,,,,,,,,29.0,,,,,,,7.0,4.0,,6.6,,,1.0,127.76764781016,,2.0,2.0,,,,11.0,1.0,12.0,77.335857983581,76.801998669391,1,1.0,20.0,1.0,1.0,,
2025-26,14023994,30,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,1.0,,2.0,16.0,29.0,45.0,1.0,,18.0,1.0,,,,,,,,1.0,,,,0.0184391,,,,0.0,,,,,,,,,,,,,90.0,,2.0,,,,,3.0,0.0,,6.5,,,,119.04640099388,5.0,,1.0,,4.0,,18.0,30.0,48.0,48.55570303863,,0,,56.0,,,,
2025-26,14023994,30,7,Aston_Villa,Away,864169,244954.0,Pau Torres,pau-torres,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023994,30,7,Aston_Villa,Away,867887,230046.0,Douglas Luiz,douglas-luiz,M,True,,,,8.0,2.0,10.0,,,6.0,,,1.0,,,,,,,,,,0.0132222,,,,0.0,,,,,,1.0,,,,,,,8.0,,,,,,,4.0,0.0,,6.3,,,,42.310639708714,,,2.0,,1.0,,10.0,2.0,12.0,31.677775251444,,0,,15.0,,,,
2025-26,14023994,30,7,Aston_Villa,Away,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,4.0,33.0,13.0,46.0,2.0,,18.0,5.0,,,,1.0,,,1.0,5.0,1.0,,,0.12392,0.1802,0.3132,,0.0,,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,12.0,3.0,,6.5,,,,167.77276424871,3.0,1.0,,,6.0,,41.0,13.0,54.0,93.872813032244,49.908891789118,1,1.0,69.0,2.0,,,
2025-26,14023994,30,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,1.0,,2.0,12.0,8.0,20.0,4.0,1.0,14.0,6.0,,,1.0,,,,,5.0,8.0,,,0.192641,0.0587,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,12.0,2.0,,7.3,,,1.0,126.91474717535,1.0,2.0,2.0,,3.0,,19.0,9.0,28.0,74.072747734979,34.647854119825,2,2.0,45.0,1.0,3.0,2.0,1.0
2025-26,14023994,30,7,Aston_Villa,Away,955245,444884.0,Harvey Elliott,harvey-elliott,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14023994,30,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,3.0,1.0,4.0,,,3.0,,,,,,,,,,,,,0.00645196,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,0.0,,6.7,,,,33.057882667733,,,,,,,3.0,1.0,4.0,-3.2946856885249,,0,,4.0,,,,
2025-26,14023994,30,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,False,1.0,,,20.0,21.0,41.0,1.0,1.0,10.0,7.0,,,,,,,2.0,3.0,4.0,1.0,,0.0279771,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,10.0,0.0,,5.7,,,,102.64180382552,4.0,,1.0,,4.0,,24.0,23.0,47.0,29.106518728981,,0,3.0,64.0,1.0,,,2.0
2025-26,14023994,30,7,Aston_Villa,Away,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,4.0,,4.0,,,,,,,,,,,1.0,1.0,1.0,,,0.00485674,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,1.0,,,6.6,,,,,,,,,,,4.0,,4.0,,,0,1.0,6.0,,,,1.0
2025-26,14024014,31,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,False,3.0,,1.0,22.0,16.0,38.0,1.0,6.0,14.0,4.0,,,1.0,,,,1.0,2.0,8.0,,,0.263892,0.0651,,,0.0,,,,,,2.0,,,,,,,90.0,,1.0,,,,,17.0,0.0,,7.7,,,1.0,92.329548200392,4.0,,7.0,,5.0,,26.0,21.0,47.0,-11.564350558313,,2,2.0,72.0,,,,2.0
2025-26,14024014,31,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,1.0,21.0,16.0,37.0,,1.0,13.0,4.0,1.0,,1.0,,,,,2.0,3.0,,,0.403145,0.0381,0.1095,1.0,0.0,,,,,,1.0,,,,,,,67.0,1.0,,,,,,8.0,1.0,,7.5,,,,117.36752444023,2.0,3.0,,,2.0,,26.0,16.0,42.0,11.350425452904,31.115983288336,2,,53.0,2.0,,2.0,
2025-26,14024014,31,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024014,31,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,,3.0,2.0,23.0,25.0,,1.0,5.0,7.0,,,,,,,,,2.0,,,0.00212946,,,,0.0,,0.156,1.0,,,,,,,,,,90.0,,,,,,,8.0,0.0,,7.2,1.0,1.0,,26.611592305368,,,,,11.0,,9.0,24.0,33.0,22.616672738646,,0,,40.0,,1.0,,
2025-26,14024014,31,7,Aston_Villa,Home,250223,122806.0,John McGinn,john-mcginn,M,False,,,1.0,21.0,6.0,27.0,,1.0,6.0,1.0,,,,1.0,,,,2.0,2.0,,,0.02956,0.0444,0.4181,,0.0,1.0,,,,,2.0,,,,,,,67.0,1.0,,,,,,7.0,0.0,,7.8,,,,44.350004348251,,1.0,1.0,,1.0,,25.0,6.0,31.0,-14.990929916628,,1,,39.0,1.0,1.0,,
2025-26,14024014,31,7,Aston_Villa,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024014,31,7,Aston_Villa,Home,331737,166989.0,Youri Tielemans,youri-tielemans,M,True,,,1.0,6.0,6.0,12.0,1.0,,3.0,4.0,,,,,,,,1.0,2.0,,,0.00230073,,,,0.0,,,,,1.0,1.0,,,,,,,23.0,,,,,,,1.0,0.0,,6.7,,,,11.090647496093,,,,,1.0,,7.0,6.0,13.0,0.86300031442274,,0,2.0,17.0,,,,2.0
2025-26,14024014,31,7,Aston_Villa,Home,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,1.0,,,12.0,3.0,15.0,2.0,,9.0,2.0,,,2.0,1.0,,,1.0,5.0,4.0,,,0.0402085,0.6446,0.7571,,0.0,1.0,,,,,1.0,,,,,,,87.0,2.0,,,,,,7.0,3.0,,7.3,,,1.0,77.645640198303,1.0,2.0,1.0,,,,13.0,4.0,17.0,19.901356773334,41.542327879711,5,1.0,33.0,3.0,2.0,1.0,1.0
2025-26,14024014,31,7,Aston_Villa,Home,610766,173879.0,Tammy Abraham,tammy-abraham,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0181,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,,,6.5,,,1.0,,,,,,,,,,,,,1,,1.0,,,,
2025-26,14024014,31,7,Aston_Villa,Home,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,4.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,1.0,2.0,3.0,,,0.00794793,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,3.0,0.0,,6.7,,,,21.193256131618,,,1.0,,,,5.0,1.0,6.0,8.7952668426842,,0,1.0,11.0,,1.0,,1.0
2025-26,14024014,31,7,Aston_Villa,Home,808590,215711.0,Leon Bailey,leon-bailey,M,True,,,,3.0,,3.0,,,6.0,2.0,,,,2.0,,,3.0,5.0,2.0,,,0.0634503,,,,0.0,,,,,,1.0,,,,,,,23.0,,,,,,,10.0,0.0,,6.4,,,,39.214335801775,,,,,,,6.0,1.0,7.0,10.524409205708,,0,1.0,16.0,3.0,1.0,,
2025-26,14024014,31,7,Aston_Villa,Home,827679,199798.0,Ezri Konsa,ezri-konsa,D,False,,,7.0,27.0,39.0,66.0,3.0,,28.0,1.0,,,,,,,,3.0,,,,0.00852002,0.2286,,,0.0,,,,,,1.0,,,,,,,90.0,,2.0,,,,,1.0,0.0,,7.7,,,2.0,197.33273728322,1.0,,,,7.0,,27.0,40.0,67.0,105.479425981,,2,,73.0,,,,
2025-26,14024014,31,7,Aston_Villa,Home,833956,199796.0,Matty Cash,matty-cash,D,False,1.0,,1.0,24.0,18.0,42.0,,,20.0,,,,,2.0,,,,3.0,4.0,,,0.241568,0.0581,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,13.0,3.0,,7.3,,,2.0,181.99696449109,1.0,1.0,5.0,,1.0,,26.0,19.0,45.0,67.022465876767,47.170183845275,2,3.0,69.0,1.0,,1.0,1.0
2025-26,14024014,31,7,Aston_Villa,Home,851100,209243.0,Jadon Sancho,jadon-sancho,M,False,,,,21.0,1.0,22.0,,,12.0,2.0,1.0,,1.0,2.0,,,1.0,3.0,1.0,,,0.27746,0.0142,,,1.0,,,,,,3.0,,,,,,,67.0,,,,,,,6.0,5.0,,7.1,,,,147.96402830678,,1.0,1.0,,,,25.0,1.0,26.0,89.711554889383,104.81641076476,1,,34.0,,,1.0,
2025-26,14024014,31,7,Aston_Villa,Home,864169,244954.0,Pau Torres,pau-torres,D,False,,,3.0,37.0,38.0,75.0,,1.0,34.0,4.0,,,,1.0,,,,1.0,2.0,,1.0,0.0176703,,,,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,7.0,3.0,,7.4,,,,312.70264676925,3.0,,,,7.0,,40.0,40.0,80.0,168.22799031216,75.77005282462,0,1.0,88.0,2.0,,,1.0
2025-26,14024014,31,7,Aston_Villa,Home,867887,230046.0,Douglas Luiz,douglas-luiz,M,True,,,,12.0,6.0,18.0,,1.0,4.0,,,,,,,,,1.0,2.0,,,0.0126398,,,,0.0,,,,,,,,,,,,,23.0,,,,,,,3.0,0.0,,6.7,,,,45.367204697382,1.0,2.0,,,,,14.0,6.0,20.0,13.863772626296,,0,,24.0,,,1.0,
2025-26,14024014,31,7,Aston_Villa,Home,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,3.0,22.0,20.0,42.0,4.0,1.0,16.0,5.0,,1.0,1.0,,,,1.0,5.0,8.0,,,0.232696,0.1685,,,0.0,,,,,3.0,1.0,,,,,,,90.0,,1.0,,,,,4.0,1.0,,7.9,,,2.0,100.54042829001,4.0,,,,3.0,,24.0,20.0,44.0,26.740753427029,12.323978618936,3,7.0,67.0,1.0,,,5.0
2025-26,14024014,31,7,Aston_Villa,Home,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,1.0,22.0,3.0,25.0,2.0,1.0,12.0,1.0,,1.0,1.0,,,,,4.0,2.0,,,0.147702,0.4553,0.1374,1.0,0.0,,,,,,4.0,,,,,,,77.0,3.0,,,,,,9.0,2.0,,7.2,,,,115.74397161531,,1.0,1.0,,1.0,,25.0,4.0,29.0,72.56865516708,59.006427730484,4,,46.0,3.0,1.0,,
2025-26,14024014,31,7,Aston_Villa,Home,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14024014,31,7,Aston_Villa,Home,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025025,32,7,Aston_Villa,Away,96538,101188.0,Lucas Digne,lucas-digne,D,False,2.0,,1.0,14.0,20.0,34.0,3.0,2.0,11.0,3.0,,,,,,,1.0,5.0,6.0,,,0.0681528,,,1.0,0.0,,,,,1.0,2.0,,,,,,,78.0,,,,,,,10.0,1.0,,6.6,,,,82.634776345064,3.0,,3.0,,1.0,,17.0,22.0,39.0,18.367964444999,21.818236431939,0,4.0,60.0,1.0,,,3.0
2025-26,14025025,32,7,Aston_Villa,Away,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,1.0,13.0,9.0,22.0,1.0,,10.0,4.0,,,,,,,,2.0,6.0,,,0.0335583,0.0161,0.0202,,0.0,,,,,,,,,,,,,77.0,1.0,,,,,,6.0,2.0,,7.0,,,,116.42205490562,1.0,3.0,,,1.0,,14.0,10.0,24.0,72.940205323231,43.710267387237,1,1.0,38.0,3.0,3.0,2.0,
2025-26,14025025,32,7,Aston_Villa,Away,100390,72147.0,Marco Bizot,marco-bizot,G,False,,,3.0,1.0,27.0,28.0,,,12.0,9.0,,,,,,,,,,,,0.00010979,,,,0.0,,-0.4742,1.0,,,,,,,,,,90.0,,,,,,,8.0,0.0,,6.3,1.0,4.0,,66.777057842241,1.0,,,,11.0,,6.0,30.0,36.0,46.340135435892,,0,,50.0,,,,
2025-26,14025025,32,7,Aston_Villa,Away,143334,184667.0,Victor Lindelöf,victor-lindelof,D,False,,,1.0,14.0,50.0,64.0,,,25.0,1.0,,1.0,,,,,,,1.0,,,0.00447856,0.248,,,0.0,,,,,,,,,,,,,90.0,,,,,,,4.0,0.0,,6.4,,,2.0,199.33631537125,1.0,,,,5.0,,17.0,51.0,68.0,88.068626147501,,2,1.0,74.0,,,,1.0
2025-26,14025025,32,7,Aston_Villa,Away,250223,122806.0,John McGinn,john-mcginn,M,False,,,5.0,26.0,7.0,33.0,2.0,,19.0,4.0,,,,,,,1.0,4.0,6.0,,,0.0652384,0.103,0.4682,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,7.0,1.0,,7.1,,,1.0,148.05351141035,,4.0,3.0,,5.0,,28.0,8.0,36.0,27.901165671849,18.696681630707,2,,49.0,,2.0,4.0,
2025-26,14025025,32,7,Aston_Villa,Away,331737,166989.0,Youri Tielemans,youri-tielemans,M,False,1.0,,1.0,16.0,20.0,36.0,1.0,1.0,11.0,3.0,1.0,,,1.0,,,,3.0,6.0,,,0.165779,0.0201,,,0.0,,,,,1.0,2.0,,,,,,,90.0,,2.0,,,,,12.0,1.0,,7.4,,,1.0,88.459358237745,1.0,1.0,1.0,,2.0,,21.0,24.0,45.0,42.856789167489,17.813190730467,1,3.0,64.0,2.0,2.0,,1.0
2025-26,14025025,32,7,Aston_Villa,Away,555386,178301.0,Ollie Watkins,ollie-watkins,F,False,,,,7.0,3.0,10.0,,,8.0,1.0,1.0,1.0,,1.0,,,3.0,5.0,3.0,,,0.00331206,0.2608,,1.0,0.0,,,,,,1.0,,,,,,,87.0,,,,,,,10.0,1.0,,6.0,,,1.0,94.991581385733,1.0,2.0,,,,1.0,11.0,4.0,15.0,12.100060615361,44.691362129611,1,1.0,26.0,1.0,1.0,1.0,
2025-26,14025025,32,7,Aston_Villa,Away,610766,173879.0,Tammy Abraham,tammy-abraham,F,True,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,,,6.4,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025025,32,7,Aston_Villa,Away,783126,195546.0,Emiliano Buendía,emiliano-buendia,M,True,,,,4.0,2.0,6.0,1.0,,2.0,1.0,1.0,,,,,,,2.0,,,,0.0562467,,,1.0,0.0,,,,,,2.0,,,,,,,12.0,,,,,,,,0.0,,6.5,,,,16.215478977808,,,,,,,4.0,2.0,6.0,-8.726807106613,,0,,7.0,,,,
2025-26,14025025,32,7,Aston_Villa,Away,808590,215711.0,Leon Bailey,leon-bailey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025025,32,7,Aston_Villa,Away,827679,199798.0,Ezri Konsa,ezri-konsa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025025,32,7,Aston_Villa,Away,833956,199796.0,Matty Cash,matty-cash,D,False,,,2.0,20.0,18.0,38.0,,1.0,18.0,2.0,,,,,,,1.0,2.0,2.0,,,0.0197451,0.0257,0.0243,1.0,0.0,,,,,2.0,,,,,,,,89.0,1.0,1.0,,,,,22.0,2.0,,6.4,,,,148.00015291649,1.0,,7.0,,4.0,1.0,24.0,19.0,43.0,50.913538928557,42.386375921245,1,,75.0,4.0,1.0,,
2025-26,14025025,32,7,Aston_Villa,Away,864169,244954.0,Pau Torres,pau-torres,D,False,,,4.0,24.0,47.0,71.0,3.0,1.0,33.0,4.0,,,,,,,1.0,5.0,3.0,,,0.00968134,,,1.0,0.0,,,,,,,,,,,,,90.0,,1.0,,,,,7.0,0.0,,6.8,,,,341.9393763702,,,,,8.0,,28.0,49.0,77.0,175.13629682126,,0,1.0,84.0,,1.0,,
2025-26,14025025,32,7,Aston_Villa,Away,867887,230046.0,Douglas Luiz,douglas-luiz,M,True,,,2.0,4.0,10.0,14.0,,2.0,3.0,1.0,,,,,,,,,2.0,,,0.00170301,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,2.0,0.0,,6.8,,,,20.987031119925,1.0,,,,4.0,,6.0,10.0,16.0,13.81236188337,,0,,18.0,,1.0,,
2025-26,14025025,32,7,Aston_Villa,Away,923973,449871.0,Amadou Onana,amadou-onana,M,False,,,1.0,25.0,25.0,50.0,3.0,2.0,14.0,5.0,,,,1.0,,,,5.0,7.0,,,0.0400025,0.0215,0.0815,2.0,0.0,,,,,2.0,1.0,,,,,,,90.0,1.0,1.0,,,,,4.0,1.0,,7.0,,,,109.61392103479,1.0,1.0,,,2.0,,26.0,28.0,54.0,35.69924201146,18.801037444779,1,2.0,70.0,,2.0,1.0,1.0
2025-26,14025025,32,7,Aston_Villa,Away,948261,244850.0,Morgan Rogers,morgan-rogers,M,False,,,,18.0,12.0,30.0,,1.0,16.0,7.0,,1.0,,2.0,,,2.0,8.0,4.0,,,0.0284373,0.1816,,1.0,0.0,,,,1.0,1.0,1.0,,,,,,,78.0,,,,,,,14.0,3.0,,6.2,,,2.0,203.15172739554,1.0,4.0,,,,,20.0,15.0,35.0,128.05194884248,118.21021430723,2,2.0,52.0,3.0,1.0,1.0,
2025-26,14025025,32,7,Aston_Villa,Away,976263,441302.0,Ian Maatsen,ian-maatsen,D,True,,,,1.0,3.0,4.0,,,4.0,,,,,,,,,1.0,2.0,,,0.00431638,0.1481,0.1872,1.0,0.0,,,,,,,,,,,,,12.0,1.0,,,,,,2.0,1.0,,6.9,,,,75.168430930245,,1.0,,,,,1.0,4.0,5.0,63.890548949754,53.464074003016,1,,11.0,1.0,1.0,1.0,
2025-26,14025025,32,7,Aston_Villa,Away,1089388,515597.0,Lamare Bogarde,lamare-bogarde,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025025,32,7,Aston_Villa,Away,1138445,481283.0,James Wright,wright-james,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025025,32,7,Aston_Villa,Away,1457536,606798.0,Andrés García,andres-garcia,D,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,0.00023811,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,6.9808148521501,,,,,,,1.0,1.0,2.0,6.7477424155854,,0,,3.0,,,,
2025-26,14025030,33,7,Aston_Villa,Home,96538,101188.0,Lucas Digne,lucas-digne,D,True,1.0,,,1.0,4.0,5.0,,,2.0,,1.0,,,,,,,,1.0,,,0.289268,,,,1.0,,,,,,1.0,,,,,,,20.0,,,,,,,2.0,0.0,,6.8,,,,9.4662255139009,1.0,,2.0,,,,1.0,5.0,6.0,1.2131369395477,,0,,10.0,,1.0,,
2025-26,14025030,33,7,Aston_Villa,Home,98435,88894.0,Ross Barkley,ross-barkley,M,False,,,,9.0,6.0,15.0,2.0,,8.0,3.0,,1.0,,1.0,,,3.0,6.0,2.0,,,0.0115426,0.0559,0.1197,,0.0,,,,,,,,,,,,,70.0,1.0,,,,,,6.0,3.0,,6.4,,,,111.82073166129,1.0,2.0,,,,,10.0,6.0,16.0,83.767091503755,73.721744543913,1,,27.0,2.0,,2.0,
2025-26,14025030,33,7,Aston_Villa,Home,100390,72147.0,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025030,33,7,Aston_Villa,Home,143334,184667.0,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025030,33,7,Aston_Villa,Home,158263,98980.0,Emiliano Martínez,emiliano-martinez,G,False,,1.0,14.0,10.0,24.0,34.0,,,9.0,12.0,,,,,,,,,,,,0.0100219,,,,0.0,,-0.0684,1.0,,,,,,,,,,90.0,,,,,,,18.0,0.0,,7.0,3.0,4.0,,53.701621100276,1.0,,,1.0,32.0,,26.0,26.0,52.0,19.696862449833,,0,,61.0,,,,
