playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,totalTackles,unsuccessfulShortPasses,savesMadeCaught,aerialDuels,penaltiesFaced,aerialDuelsLost,savesFromPenalty,punches,penaltyGoalsConceded,goalkeeperSmother,crossesNotClaimed,aerialDuelsWon,tacklesWon,savesMadeParried,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,blockedShots,throughBalls,goalAssists,goals,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,penaltiesConceded,shotsBlockedInBox,homeGoals,lastPlayerTackle,headedGoals,iboxBlocked,blocks,shotsBlockedOutsideBox,handballsConceded,overruns,offsides,rightFootGoals,leftFootGoals,ownGoalScored,clearancesOffTheLine,unsuccessfulLayoffs,secondGoalAssists,redCards2ndYellow,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,hitWoodwork,setPiecesGoals,otherGoals
60706,Adrián,Goalkeeper,Real Betis,185,Spain,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Caoimhín Kelleher,Goalkeeper,Brentford,94,Ireland,2023-24,11.4013,10.0,0.0122,7.0,11.0,0.0,4.0,101.0,28.0,,0.0,4.0,179.0,73.0,10.0,1.0,5.0,10.0,28.0,10.0,10.0,80.0,387.0,28.0,,0.0,73.0,343.0,83.0,7.0,2.0,107.0,44.0,900.0,485.0,4.0,1.0,,,56.0,279.0,263.0,23.0,0.0,79.0,17.0,,,,1.0,1.0,4.0,,,,3.0,,3.0,,4.0,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518199,Fabian Mrozek,Goalkeeper,Liverpool U21,15987,Poland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77818,James Shea,Goalkeeper,Luton Town,102,England,2023-24,0.1257,2.0,0.0008,2.0,,0.0,,1.0,2.0,,0.0,,7.0,2.0,1.0,,2.0,1.0,3.0,,,3.0,8.0,3.0,,0.0,3.0,3.0,3.0,1.0,,,3.0,14.0,13.0,,,,,2.0,2.0,2.0,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20480,Tim Krul,Goalkeeper,Luton Town,102,Netherlands,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54738,Thomas Kaminski,Goalkeeper,Charlton Athletic,33,Belgium,2023-24,79.39,111.0,0.1022,22.0,85.0,0.0,15.0,155.0,145.0,3.0,0.0,15.0,980.0,328.0,38.0,1.0,42.0,38.0,236.0,38.0,78.0,591.0,1312.0,341.0,11.0,0.0,350.0,764.0,600.0,141.0,2.0,177.0,312.0,3406.0,1670.0,11.0,7.0,1.0,7.0,298.0,485.0,409.0,98.0,3.0,579.0,99.0,4.0,,2.0,12.0,5.0,4.0,4.0,,,8.0,4.0,4.0,,4.0,1.0,35.0,,,,,,,,,,,,,1.0,4.0,1.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
88248,Stefan Ortega,Goalkeeper,Nottingham Forest,17,Germany,2023-24,9.1052,5.0,0.0052,3.0,7.0,0.0,6.0,45.0,20.0,1.0,0.0,2.0,132.0,50.0,9.0,,5.0,9.0,16.0,5.0,7.0,53.0,242.0,19.0,1.0,0.0,39.0,208.0,53.0,4.0,1.0,65.0,36.0,632.0,299.0,2.0,,1.0,1.0,18.0,173.0,153.0,15.0,0.0,50.0,18.0,,,,3.0,,1.0,,,,1.0,,3.0,,1.0,,7.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121160,Ederson,Goalkeeper,Manchester City,43,Brazil,2023-24,27.4948,19.0,0.055,16.0,27.0,0.0,22.0,344.0,57.0,4.0,0.0,16.0,558.0,218.0,33.0,3.0,19.0,33.0,81.0,33.0,23.0,155.0,1097.0,114.0,7.0,0.0,229.0,932.0,157.0,22.0,10.0,195.0,185.0,2788.0,1346.0,13.0,4.0,1.0,4.0,62.0,861.0,757.0,37.0,5.0,145.0,40.0,3.0,,,10.0,,9.0,3.0,,,6.0,3.0,3.0,2.0,9.0,,18.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,,1.0,2.0,,,,,4.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17601,Scott Carson,Goalkeeper,Manchester City,43,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451302,Altay Bayindir,Goalkeeper,Manchester United,1,Turkey,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21205,Tom Heaton,Goalkeeper,Manchester United,1,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202641,André Onana,Goalkeeper,Manchester United,1,Cameroon,2023-24,62.1687,44.0,0.0972,24.0,58.0,0.0,37.0,255.0,149.0,4.0,0.0,24.0,778.0,287.0,38.0,5.0,48.0,38.0,120.0,38.0,53.0,407.0,1374.0,162.0,7.0,0.0,230.0,1108.0,417.0,71.0,9.0,340.0,206.0,3420.0,1750.0,21.0,5.0,2.0,7.0,165.0,847.0,761.0,98.0,5.0,392.0,87.0,3.0,,2.0,15.0,5.0,17.0,7.0,3.0,,13.0,7.0,5.0,1.0,14.0,,51.0,,,,,,,,,,,,,3.0,,,,2.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
477733,Radek Vítek,Goalkeeper,Bristol City,113,Czech Republic,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461537,Dermot Mee,Goalkeeper,Manchester United U21,15988,Northern Ireland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67089,Martin Dúbravka,Goalkeeper,Burnley,90,Slovakia,2023-24,41.9302,11.0,0.0041,16.0,42.0,0.0,18.0,134.0,88.0,5.0,0.0,15.0,231.0,195.0,23.0,2.0,29.0,23.0,33.0,22.0,38.0,127.0,506.0,169.0,11.0,0.0,251.0,295.0,135.0,61.0,4.0,141.0,71.0,1984.0,792.0,9.0,4.0,,5.0,51.0,346.0,308.0,59.0,1.0,124.0,30.0,6.0,1.0,,3.0,7.0,4.0,5.0,,1.0,8.0,4.0,6.0,1.0,4.0,,18.0,,,,,,,1.0,,,,,,1.0,6.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
104542,Loris Karius,Goalkeeper,Newcastle United,4,Germany,2023-24,2.1462,2.0,0.0002,1.0,4.0,0.0,1.0,5.0,4.0,,0.0,,17.0,10.0,1.0,,1.0,1.0,2.0,1.0,4.0,15.0,31.0,9.0,,0.0,10.0,19.0,16.0,4.0,,9.0,3.0,90.0,43.0,,,,,10.0,14.0,13.0,3.0,0.0,15.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98747,Nick Pope,Goalkeeper,Newcastle United,4,England,2023-24,18.883,7.0,0.0099,17.0,16.0,0.0,9.0,89.0,43.0,3.0,0.0,8.0,153.0,117.0,15.0,,12.0,15.0,32.0,15.0,11.0,90.0,311.0,95.0,4.0,0.0,144.0,181.0,92.0,39.0,5.0,69.0,46.0,1346.0,474.0,6.0,5.0,,3.0,32.0,189.0,175.0,30.0,1.0,86.0,22.0,2.0,,,4.0,2.0,4.0,,1.0,,10.0,,1.0,1.0,3.0,,21.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81441,Mark Gillespie,Goalkeeper,Newcastle United,4,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224068,Matt Turner,Goalkeeper,Nottingham Forest,17,United States,2023-24,23.1658,32.0,0.0239,13.0,28.0,0.0,28.0,54.0,55.0,3.0,0.0,7.0,336.0,158.0,17.0,2.0,23.0,17.0,95.0,17.0,23.0,172.0,474.0,136.0,1.0,0.0,189.0,236.0,181.0,45.0,2.0,84.0,138.0,1530.0,685.0,7.0,5.0,2.0,1.0,59.0,207.0,164.0,29.0,2.0,168.0,31.0,,,,4.0,2.0,6.0,2.0,,,5.0,2.0,2.0,,6.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20066,Wayne Hennessey,Goalkeeper,Nottingham Forest,17,Wales,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111452,Odysseas Vlachodimos,Goalkeeper,Newcastle United,4,Greece,2023-24,7.854,10.0,0.0035,5.0,12.0,0.0,2.0,30.0,10.0,1.0,0.0,2.0,78.0,35.0,5.0,1.0,1.0,5.0,20.0,5.0,11.0,32.0,153.0,44.0,2.0,0.0,50.0,95.0,35.0,15.0,1.0,45.0,33.0,450.0,197.0,1.0,1.0,,1.0,15.0,101.0,88.0,9.0,0.0,32.0,5.0,1.0,,,,,,1.0,,,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85633,Matz Sels,Goalkeeper,Nottingham Forest,17,Belgium,2023-24,17.9262,38.0,0.0701,17.0,27.0,0.0,11.0,52.0,38.0,3.0,0.0,6.0,203.0,78.0,16.0,,12.0,16.0,57.0,16.0,23.0,113.0,326.0,94.0,2.0,0.0,115.0,199.0,115.0,30.0,1.0,71.0,85.0,1440.0,450.0,6.0,4.0,,2.0,61.0,156.0,128.0,24.0,1.0,112.0,17.0,,,,1.0,1.0,4.0,1.0,,,6.0,1.0,1.0,,4.0,,14.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173268,Ivo Grbic,Goalkeeper,Sheffield United,49,Croatia,2023-24,15.6939,15.0,0.0145,14.0,25.0,0.0,8.0,21.0,37.0,2.0,0.0,10.0,216.0,87.0,9.0,3.0,15.0,9.0,57.0,9.0,21.0,147.0,271.0,89.0,3.0,0.0,64.0,88.0,150.0,50.0,,34.0,68.0,772.0,365.0,9.0,4.0,1.0,2.0,58.0,67.0,56.0,21.0,1.0,145.0,18.0,1.0,,,2.0,1.0,7.0,1.0,,,5.0,,2.0,,7.0,,9.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102549,Adam Davies,Goalkeeper,Sheffield United,49,Wales,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82143,Wes Foderingham,Goalkeeper,West Ham United,21,England,2023-24,72.2743,54.0,0.0872,29.0,79.0,0.0,26.0,142.0,133.0,12.0,0.0,23.0,713.0,283.0,30.0,2.0,44.0,30.0,186.0,29.0,72.0,448.0,945.0,262.0,17.0,0.0,225.0,432.0,463.0,139.0,1.0,90.0,228.0,2648.0,1272.0,20.0,7.0,1.0,15.0,161.0,311.0,269.0,86.0,2.0,443.0,67.0,3.0,,5.0,5.0,5.0,6.0,6.0,1.0,,11.0,5.0,2.0,1.0,5.0,3.0,32.0,,,,,,,1.0,,,,,,1.0,2.0,,,2.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
538206,Jordan Amissah,Goalkeeper,Burton Albion,587,Ghana,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184254,Guglielmo Vicario,Goalkeeper,Tottenham Hotspur,6,Italy,2023-24,60.5699,24.0,0.0126,46.0,61.0,0.0,30.0,471.0,110.0,8.0,0.0,31.0,549.0,287.0,38.0,3.0,31.0,38.0,30.0,38.0,58.0,224.0,1372.0,201.0,9.0,0.0,359.0,1073.0,234.0,35.0,7.0,352.0,85.0,3420.0,1780.0,29.0,3.0,1.0,8.0,104.0,1118.0,1063.0,78.0,2.0,208.0,88.0,2.0,,,16.0,2.0,22.0,7.0,1.0,,15.0,7.0,4.0,,21.0,,43.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40383,Fraser Forster,Goalkeeper,Bournemouth,91,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214572,Brandon Austin,Goalkeeper,Tottenham Hotspur,6,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175941,Alfie Whiteman,Goalkeeper,Tottenham Hotspur,6,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37096,Lukasz Fabianski,Goalkeeper,West Ham United U21,12944,Poland,2023-24,20.2348,19.0,0.0098,9.0,21.0,0.0,8.0,36.0,33.0,,0.0,4.0,130.0,68.0,10.0,,12.0,10.0,35.0,7.0,19.0,77.0,194.0,56.0,2.0,0.0,83.0,103.0,79.0,17.0,1.0,28.0,57.0,721.0,293.0,3.0,2.0,1.0,1.0,44.0,82.0,60.0,21.0,0.0,77.0,11.0,1.0,,1.0,,1.0,2.0,3.0,,,5.0,3.0,1.0,,2.0,,7.0,,,,,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84182,Alphonse Areola,Goalkeeper,West Ham United,21,France,2023-24,54.1836,45.0,0.0182,27.0,53.0,0.0,20.0,109.0,138.0,3.0,0.0,20.0,462.0,225.0,31.0,7.0,53.0,31.0,103.0,31.0,46.0,292.0,718.0,219.0,6.0,0.0,271.0,378.0,305.0,92.0,4.0,147.0,184.0,2699.0,1074.0,15.0,7.0,,3.0,110.0,323.0,242.0,85.0,1.0,288.0,72.0,5.0,2.0,1.0,4.0,4.0,14.0,7.0,2.0,2.0,11.0,5.0,4.0,1.0,12.0,1.0,52.0,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,2.0,1.0,,,,3.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
447879,Joseph Anang,Goalkeeper,West Ham United,21,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149065,José Sá,Goalkeeper,Wolverhampton Wanderers,39,Portugal,2023-24,64.9915,26.0,0.0158,30.0,58.0,0.0,37.0,167.0,134.0,9.0,0.0,24.0,537.0,309.0,35.0,8.0,42.0,35.0,68.0,35.0,53.0,369.0,904.0,253.0,11.0,0.0,333.0,506.0,380.0,110.0,4.0,200.0,108.0,3038.0,1339.0,22.0,5.0,4.0,9.0,132.0,467.0,427.0,89.0,1.0,355.0,65.0,2.0,,,14.0,6.0,13.0,8.0,,,9.0,8.0,8.0,,13.0,,42.0,,,,,1.0,,,,,,,,,2.0,3.0,,,,,1.0,,,3.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
79602,Dan Bentley,Goalkeeper,Wolverhampton Wanderers,39,England,2023-24,5.8628,8.0,0.002,3.0,7.0,0.0,,27.0,8.0,,0.0,3.0,85.0,21.0,5.0,,2.0,5.0,11.0,3.0,5.0,48.0,135.0,33.0,1.0,0.0,30.0,85.0,48.0,12.0,1.0,23.0,23.0,382.0,156.0,2.0,2.0,,,24.0,76.0,64.0,6.0,0.0,47.0,12.0,1.0,,,1.0,,2.0,,,,2.0,,1.0,,2.0,,2.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138001,Tom King,Goalkeeper,Wolverhampton Wanderers U21,12934,Wales,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
