season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437024,7,21,West_Ham_United,Home,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,3.0,13.0,22.0,35.0,,2.0,,2.0,,,,4.0,,,4.0,4.0,,,0.0093708,,,1.0,0.0,,,,,,,,70.0,,1.0,,,,,3.0,,,6.7,,,,,,1.0,,,,4.0,,15.0,23.0,38.0,,,0,2.0,45.0,,,,1.0
2024-25,12437024,7,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,4.0,15.0,21.0,36.0,2.0,3.0,,2.0,,1.0,1.0,2.0,,,5.0,7.0,,,0.009035,0.3764,,1.0,0.0,,,,,,1.0,,90.0,1.0,1.0,,,,,9.0,,,7.0,,,1.0,,,4.0,,,,5.0,1.0,20.0,25.0,45.0,,,3,1.0,59.0,,3.0,,
2024-25,12437024,7,21,West_Ham_United,Home,832427,224860,Carlos Soler,carlos-soler,M,True,,,,6.0,6.0,12.0,,,,,,,,,,,,,,,0.00118244,0.0436,,,0.0,,,,,,,,20.0,,,,,,,,,,6.7,,,1.0,,,,,,,,,6.0,6.0,12.0,,,1,,14.0,,,,
2024-25,12437024,7,21,West_Ham_United,Home,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,4.0,18.0,15.0,33.0,3.0,,,4.0,1.0,,,1.0,,2.0,6.0,2.0,,,0.245662,0.9861,1.0239,,0.0,1.0,,,,1.0,3.0,,83.0,2.0,,,,,,14.0,,,8.0,,,1.0,,,,,,,6.0,,25.0,18.0,43.0,,,3,2.0,56.0,2.0,,,1.0
2024-25,12437024,7,21,West_Ham_United,Home,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,2.0,4.0,9.0,13.0,,,,2.0,,,,,,,1.0,3.0,,,0.00136548,,,1.0,0.0,,,,,1.0,1.0,,20.0,,,,,,,1.0,,,7.0,,,,,,,1.0,,,2.0,,4.0,9.0,13.0,,,0,2.0,19.0,,,1.0,1.0
2024-25,12437024,7,21,West_Ham_United,Home,905163,460842,Mohammed Kudus,mohammed-kudus,M,False,,,2.0,12.0,16.0,28.0,1.0,1.0,,5.0,,2.0,,1.0,,3.0,8.0,3.0,,,0.0607653,1.5335,1.3839,1.0,0.0,1.0,,,1.0,,1.0,,86.0,4.0,,,,,,13.0,,,7.0,,,1.0,,,,4.0,,,2.0,1.0,14.0,16.0,30.0,,,5,1.0,55.0,5.0,,1.0,1.0
2024-25,12437024,7,21,West_Ham_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,0.00015138,,,1.0,0.0,,,,,,,,12.0,,,,,,,2.0,,,6.5,,,,,,,,,,,,2.0,1.0,3.0,,,0,,4.0,1.0,,,
2024-25,12437024,7,21,West_Ham_United,Home,1016893,577114,Luís Guilherme,luis-guilherme,M,True,,,,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,0.0001124,,,,0.0,,,,,,,,9.0,,,,,,,,,,6.7,,,,,,,,,,,,1.0,,1.0,,,0,,2.0,,1.0,,
2024-25,12437038,8,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,15.0,7.0,21.0,,,,6.0,,,1.0,1.0,,2.0,7.0,6.0,,,0.0564986,0.0079,,1.0,0.0,,,,,,1.0,,90.0,,,,,,,20.0,,,6.0,,,,,,,5.0,4.0,,2.0,,23.0,11.0,30.0,,,1,4.0,52.0,3.0,,2.0,3.0
2024-25,12437038,8,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,6.0,12.0,10.0,22.0,,,,1.0,,,,1.0,,,2.0,5.0,,,0.00474138,,,1.0,0.0,,,,,1.0,,,70.0,,1.0,,,,,8.0,,,7.1,,,,,,3.0,,,,8.0,,16.0,14.0,30.0,,,0,5.0,45.0,,,,4.0
2024-25,12437038,8,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,2.0,8.0,10.0,18.0,2.0,1.0,,,,,,1.0,,,6.0,3.0,,,0.0201925,,,3.0,0.0,,,,,1.0,,,61.0,,1.0,,,,,4.0,,,6.4,,,,,,3.0,,,,2.0,,12.0,10.0,22.0,,,0,2.0,29.0,,,,1.0
2024-25,12437038,8,21,West_Ham_United,Away,832427,224860,Carlos Soler,carlos-soler,M,True,,,2.0,4.0,5.0,9.0,,,,1.0,,,,1.0,,1.0,5.0,1.0,,,0.00926545,,,3.0,0.0,,,,,,1.0,,29.0,,,,,,,4.0,,,6.5,,,,,,1.0,,,,2.0,,6.0,6.0,12.0,,,0,,15.0,,1.0,,
2024-25,12437038,8,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,8.0,6.0,14.0,3.0,1.0,,2.0,,,,1.0,,3.0,9.0,3.0,,,0.0287602,,,2.0,0.0,,,,,,1.0,,61.0,,1.0,,,,,9.0,,,6.1,,,,,,1.0,,,,2.0,,9.0,10.0,19.0,,,0,1.0,30.0,1.0,1.0,,1.0
2024-25,12437038,8,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,1.0,4.0,8.0,12.0,,1.0,,1.0,,,,,,,3.0,3.0,,,0.0063067,0.0373,,1.0,0.0,,,,,1.0,,,29.0,,,,,,,5.0,,,6.6,,,1.0,,,,3.0,,,2.0,,6.0,9.0,15.0,,,1,,22.0,,1.0,1.0,
