playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,throughBalls,goals,oboxBlocked,cleanSheets,shotsOnTargetOutsideBox,goalsConcededOutsideBox,successfulCornersIntoBox,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,blocks,interceptions,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,handballsConceded,unsuccessfulLongPasses,successfulLaunches,secondGoalAssists,throwInsToOppositionPlayer,lastPlayerTackle,redCards2ndYellow,penaltiesConceded,clearancesOffTheLine,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,ownGoalScored
11378,Mike Williamson,Defender,Newcastle,4,England,2014-15,98.0,,1.2185,2.0,2.0,3.0,,1.2729,33.0,8.0,91.0,31.0,1.0,,27.0,196.0,4.0,958.0,,0.0,4.0,,161.0,,2.0,2415.0,2.0,,63.0,150.0,19.0,52.0,721.0,32.0,4.0,49.363,5.0,180.0,52.0,1.0,35.0,156.0,17.0,0.0,248.0,13.0,1.0,441.0,90.0,31.0,8.0,,155.0,45.0,4.0,4.0,1.0,87.0,98.0,0.0,945.0,5.0,4.0,211.0,25.0,5.0,277.0,17.0,,41.0,84.0,1311.0,1.0,607.0,10.0,1.843,5.0,40.0,,1.0,1.0,4.0,,7.0,,,,1.0,,18.0,42.0,5.0,,1.0,64.0,,105.0,11.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Newcastle,4,France,2014-15,307.0,13.0,3.5871,2.0,11.0,16.0,15.0,4.9945,39.0,33.0,255.0,34.0,2.0,83.0,34.0,278.0,66.0,1324.0,2.0,0.0,,3.0,125.0,13.0,7.0,3032.0,7.0,12.0,77.0,215.0,65.0,167.0,1012.0,80.0,3.0,48.2482,42.0,27.0,51.0,6.0,230.0,331.0,44.0,2.0,522.0,25.0,4.0,400.0,223.0,34.0,5.0,100.0,713.0,46.0,66.0,162.0,6.0,397.0,48.0,0.0,1305.0,17.0,26.0,574.0,34.0,85.0,338.0,54.0,,34.0,255.0,2001.0,2.0,346.0,27.0,4.2545,7.0,44.0,11.0,4.0,5.0,8.0,5.0,5.0,,5.0,3.0,,1.0,4.0,29.0,30.0,1.0,5.0,4.0,3.0,23.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
165572,Olivier Kemen,Midfielder,Newcastle,4,Cameroon,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42758,Papiss Demba Cissé,Forward,Newcastle,4,Senegal,2014-15,111.0,2.0,0.1591,0.0,9.0,21.0,1.0,9.2787,9.0,36.0,71.0,22.0,1.0,48.0,11.0,77.0,8.0,343.0,9.0,5.0,11.0,,81.0,2.0,8.0,1152.0,8.0,9.0,62.0,47.0,18.0,28.0,252.0,53.0,1.0,18.7154,6.0,5.0,16.0,4.0,49.0,104.0,13.0,2.0,158.0,8.0,6.0,53.0,30.0,22.0,,9.0,182.0,14.0,8.0,27.0,4.0,77.0,19.0,0.0,331.0,15.0,16.0,155.0,9.0,8.0,68.0,16.0,,14.0,118.0,528.0,5.0,86.0,6.0,8.7723,1.0,12.0,1.0,11.0,5.0,3.0,2.0,2.0,,2.0,9.0,1.0,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,6.0,2.0,,,,,,,2.0,2.0,0.2052,,,,,,,,,,,,,,,,1.0,1.0,
106618,Paul Dummett,Defender,Newcastle,4,Wales,2014-15,76.0,3.0,0.8454,0.0,2.0,4.0,2.0,0.2632,37.0,16.0,113.0,25.0,,1.0,24.0,216.0,29.0,845.0,,0.0,1.0,,139.0,3.0,3.0,2109.0,3.0,,51.0,140.0,36.0,52.0,577.0,27.0,2.0,28.8677,15.0,164.0,34.0,,25.0,265.0,17.0,0.0,216.0,16.0,0.0,431.0,71.0,25.0,6.0,3.0,259.0,31.0,29.0,4.0,,77.0,88.0,0.0,828.0,12.0,12.0,284.0,31.0,2.0,71.0,13.0,,52.0,78.0,1387.0,3.0,373.0,8.0,1.3627,4.0,53.0,,,2.0,5.0,1.0,3.0,,1.0,,,,11.0,32.0,145.0,,2.0,66.0,,103.0,18.0,,25.0,1.0,,1.0,,1.0,1.0,0.0907,,,,,,,,,,,,,,,,,,1.0
149465,Remie Streete,Defender,Newcastle,4,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19838,Robert Elliot,Goalkeeper,Newcastle,4,Ireland,2014-15,,,0.0044,0.0,,,,,,,1.0,3.0,,,3.0,50.0,,83.0,,0.0,,,1.0,,,225.0,,,,1.0,,,9.0,,,2.3016,1.0,1.0,2.0,,,2.0,1.0,0.0,1.0,,0.0,78.0,25.0,3.0,,,21.0,1.0,,,,,1.0,0.0,33.0,,,52.0,,,3.0,,,24.0,,104.0,1.0,12.0,,,0.0,9.0,,,,,,1.0,,,,,,,,,,,29.0,,49.0,8.0,,,,,,,,,,,2.0,2.0,26.0,,,,5.0,,,,19.0,18.0,3.0,3.0,,,
155513,Rolando Aarons,Midfielder,Newcastle,4,Jamaica,2014-15,19.0,,0.0261,0.0,2.0,1.0,,0.3035,3.0,5.0,6.0,4.0,,,,7.0,5.0,37.0,,0.0,4.0,,5.0,,,128.0,,,3.0,13.0,2.0,11.0,30.0,10.0,,2.8203,2.0,1.0,2.0,2.0,16.0,3.0,3.0,0.0,32.0,1.0,1.0,15.0,11.0,4.0,3.0,7.0,20.0,2.0,5.0,15.0,2.0,27.0,2.0,0.0,37.0,4.0,2.0,32.0,,5.0,8.0,1.0,,,11.0,87.0,,10.0,,0.4227,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14775,Ryan Taylor,Defender,Newcastle,4,England,2014-15,53.0,3.0,1.2265,0.0,4.0,6.0,,0.9992,26.0,12.0,74.0,14.0,1.0,2.0,11.0,127.0,10.0,455.0,,0.0,3.0,66.0,32.0,25.0,,907.0,,,18.0,58.0,27.0,44.0,294.0,2.0,2.0,18.9132,13.0,45.0,20.0,,35.0,69.0,15.0,0.0,111.0,15.0,0.0,209.0,75.0,14.0,4.0,5.0,190.0,15.0,77.0,9.0,,79.0,14.0,0.0,413.0,6.0,11.0,243.0,22.0,4.0,115.0,8.0,50.0,34.0,62.0,793.0,4.0,163.0,4.0,0.807,3.0,33.0,2.0,,4.0,,6.0,5.0,13.0,6.0,,,,5.0,23.0,39.0,,4.0,36.0,,53.0,8.0,1.0,19.0,,,,1.0,9.0,9.0,0.6133,,,,,,,,,,,,,,,,,,
66957,Rémy Cabella,Midfielder,Newcastle,4,France,2014-15,194.0,7.0,2.2637,0.0,19.0,11.0,10.0,2.7591,73.0,24.0,142.0,31.0,2.0,73.0,21.0,156.0,52.0,896.0,1.0,1.0,10.0,47.0,47.0,16.0,9.0,1947.0,9.0,5.0,39.0,215.0,59.0,207.0,720.0,96.0,1.0,32.3362,36.0,4.0,34.0,9.0,155.0,215.0,60.0,1.0,409.0,33.0,0.0,255.0,134.0,31.0,18.0,41.0,555.0,29.0,90.0,94.0,9.0,362.0,8.0,0.0,864.0,13.0,24.0,388.0,55.0,74.0,173.0,30.0,29.0,20.0,253.0,1501.0,10.0,201.0,21.0,3.3266,2.0,26.0,9.0,1.0,10.0,1.0,1.0,5.0,9.0,1.0,,1.0,,,35.0,9.0,,10.0,3.0,3.0,14.0,,1.0,2.0,,,,,1.0,1.0,0.0673,,,,,,,,,,,,,,,,,,
97612,Sammy Ameobi,Forward,Newcastle,4,England,2014-15,193.0,14.0,1.3298,0.0,11.0,4.0,10.0,2.0024,50.0,15.0,144.0,25.0,2.0,22.0,15.0,176.0,57.0,515.0,1.0,2.0,10.0,15.0,114.0,17.0,1.0,1422.0,1.0,2.0,56.0,179.0,58.0,121.0,321.0,37.0,1.0,16.9479,19.0,25.0,12.0,6.0,137.0,115.0,21.0,0.0,372.0,36.0,0.0,258.0,94.0,25.0,12.0,56.0,261.0,8.0,68.0,90.0,6.0,258.0,58.0,0.0,509.0,11.0,19.0,392.0,38.0,51.0,62.0,34.0,9.0,18.0,80.0,1034.0,12.0,95.0,19.0,1.0779,2.0,43.0,7.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,,2.0,,3.0,34.0,6.0,1.0,5.0,10.0,,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48773,Siem de Jong,Midfielder,Newcastle,4,Netherlands,2014-15,12.0,,0.1231,0.0,1.0,2.0,,0.9407,5.0,4.0,10.0,4.0,,6.0,1.0,10.0,,42.0,,0.0,3.0,,13.0,,1.0,147.0,1.0,1.0,8.0,10.0,4.0,5.0,31.0,6.0,,3.3324,3.0,2.0,2.0,,4.0,11.0,,0.0,22.0,2.0,1.0,16.0,3.0,4.0,1.0,,25.0,2.0,,1.0,,9.0,5.0,0.0,42.0,2.0,2.0,12.0,4.0,,8.0,1.0,,1.0,7.0,59.0,1.0,7.0,1.0,0.5039,0.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17974,Steven Taylor,Defender,Newcastle,4,England,2014-15,16.0,,0.0292,1.0,,1.0,,0.6636,6.0,5.0,12.0,10.0,,,7.0,28.0,,231.0,1.0,0.0,3.0,,25.0,,,653.0,,,7.0,30.0,2.0,12.0,189.0,5.0,,6.6988,,53.0,6.0,,9.0,36.0,5.0,0.0,46.0,,1.0,101.0,20.0,10.0,3.0,1.0,48.0,6.0,,1.0,,21.0,18.0,0.0,229.0,4.0,,30.0,3.0,2.0,74.0,6.0,,14.0,20.0,324.0,1.0,155.0,3.0,0.6399,2.0,7.0,,1.0,,2.0,,,,,,,1.0,11.0,8.0,,,,11.0,,16.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
20480,Tim Krul,Goalkeeper,Newcastle,4,Netherlands,2014-15,6.0,,0.1006,0.0,,,,,,,4.0,30.0,1.0,,30.0,489.0,,936.0,,0.0,,,8.0,,,2700.0,,,2.0,10.0,4.0,4.0,175.0,,3.0,46.2335,,20.0,47.0,,4.0,64.0,6.0,0.0,16.0,2.0,0.0,813.0,278.0,30.0,,,207.0,40.0,,,,8.0,6.0,0.0,456.0,,1.0,492.0,,,59.0,,,272.0,,1227.0,,240.0,,,1.0,75.0,,,,8.0,,7.0,,,,,,,,,,,309.0,,485.0,138.0,,,,,,,,,,,36.0,34.0,225.0,20.0,3.0,11.0,83.0,12.0,3.0,3.0,227.0,122.0,21.0,49.0,,,
40799,Vurnon Anita,Midfielder,Newcastle,4,Curacao,2014-15,56.0,4.0,0.3995,0.0,3.0,1.0,1.0,0.3579,43.0,5.0,82.0,19.0,,2.0,17.0,112.0,15.0,585.0,,0.0,2.0,,22.0,4.0,,1272.0,,,17.0,68.0,26.0,63.0,436.0,2.0,1.0,20.8909,6.0,24.0,25.0,,39.0,149.0,11.0,0.0,124.0,16.0,0.0,237.0,81.0,19.0,12.0,2.0,230.0,23.0,15.0,14.0,,102.0,5.0,0.0,580.0,4.0,2.0,157.0,31.0,9.0,135.0,17.0,,37.0,64.0,843.0,12.0,247.0,12.0,0.2065,3.0,25.0,4.0,,3.0,1.0,1.0,2.0,,1.0,,,,1.0,41.0,46.0,,3.0,6.0,,30.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
