playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,totalTouchesInOppositionBox,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,totalFoulsConceded,unsuccessfulCornersIntoBox,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,foulWonPenalty,goals,awayGoals,homeGoals,penaltiesTaken,rightFootGoals,penaltyGoals,hitWoodwork,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,secondGoalAssists,expectedGoalsFreekick,headedGoals,penaltiesConceded,redCards2ndYellow,clearancesOffTheLine,lastPlayerTackle,ownGoalScored
201666,Harvey Barnes,Midfielder,Newcastle,4,England,2025-26,100.0,2.7541,0.0,,,105.0,37.0,19.0,113.0,585.0,,,18.0,23.0,2.0,,1961.0,16.0,56.0,6.0,33.0,49.0,464.0,,3.0,28.9913,22.0,1.0,16.0,31.0,183.0,,23.0,2.0,156.0,,137.0,67.0,37.0,,374.0,25.0,133.0,7.0,0.0,,582.0,281.0,,,101.0,8.0,945.0,4.0,113.0,,1.0,8.0,16.0,1.0,3.0,164.0,5.0,141.0,15.0,19.0,21.0,7.0,6.8107,13.0,39.0,2.0,1.0,18.0,59.0,3.0,9.0,2.0,2.0,15.0,12.0,12.0,4.0,,,10.0,84.0,9.0,2.0,8.0,32.0,60.0,56.0,10.0,18.0,23.0,5.0,13.0,17.0,1.0,12.0,9.0,6.0,7.0733,,7.0,2.0,5.0,,4.0,,1.0,3.0,,,2.0,1.0,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2025-26,83.0,2.7405,0.0,,,115.0,33.0,19.0,133.0,499.0,,,14.0,19.0,1.0,,1618.0,12.0,56.0,4.0,70.0,49.0,346.0,,2.0,22.0793,21.0,2.0,17.0,20.0,41.0,,13.0,0.0,139.0,,143.0,47.0,33.0,,295.0,16.0,120.0,7.0,0.0,,497.0,315.0,,,206.0,20.0,908.0,6.0,95.0,,2.0,18.0,30.0,4.0,6.0,109.0,22.0,57.0,24.0,14.0,13.0,1.0,1.7003,16.0,28.0,4.0,2.0,6.0,93.0,5.0,9.0,7.0,4.0,24.0,6.0,6.0,,,5.0,5.0,71.0,29.0,4.0,4.0,20.0,101.0,39.0,5.0,15.0,30.0,12.0,20.0,9.0,6.0,18.0,9.0,3.0,3.1463,,3.0,1.0,2.0,,3.0,,1.0,,,,2.0,,,,1.0,,,,
232653,Jacob Ramsey,Midfielder,Newcastle,4,England,2025-26,65.0,1.4329,1.0,,,65.0,28.0,15.0,72.0,707.0,,,13.0,21.0,1.0,,1444.0,12.0,79.0,5.0,21.0,70.0,619.0,,3.0,26.9575,19.0,,10.0,30.0,240.0,,14.0,1.0,144.0,,164.0,85.0,28.0,,381.0,25.0,123.0,9.0,0.0,,701.0,128.0,,,161.0,16.0,917.0,5.0,258.0,,3.0,7.0,16.0,4.0,9.0,142.0,1.0,48.0,4.0,6.0,4.0,1.0,1.1589,41.0,10.0,4.0,3.0,20.0,5.0,2.0,1.0,,1.0,4.0,1.0,1.0,,,,5.0,53.0,14.0,1.0,19.0,15.0,5.0,28.0,5.0,6.0,7.0,22.0,15.0,16.0,,7.0,1.0,6.0,1.1868,,2.0,1.0,1.0,,1.0,,,1.0,,,3.0,,,,1.0,1.0,,,
200089,Joe Willock,Midfielder,Newcastle,4,England,2025-26,68.0,1.0989,0.0,,,45.0,24.0,10.0,57.0,359.0,,,14.0,21.0,,,980.0,11.0,48.0,3.0,26.0,38.0,292.0,,2.0,15.4236,12.0,2.0,6.0,18.0,91.0,,11.0,0.0,116.0,,79.0,52.0,24.0,,196.0,15.0,95.0,10.0,0.0,,346.0,122.0,,,101.0,10.0,554.0,2.0,109.0,,3.0,12.0,10.0,2.0,9.0,88.0,4.0,43.0,3.0,3.0,6.0,4.0,0.8065,20.0,14.0,4.0,2.0,7.0,12.0,2.0,,,1.0,3.0,5.0,5.0,1.0,,,3.0,57.0,15.0,1.0,6.0,10.0,12.0,22.0,3.0,8.0,10.0,14.0,7.0,16.0,,9.0,,9.0,1.2628,,,,,,,,1.0,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle,4,Brazil,2025-26,147.0,1.3473,0.0,,,133.0,27.0,23.0,145.0,839.0,,,4.0,110.0,2.0,,1953.0,47.0,149.0,4.0,32.0,86.0,672.0,,2.0,28.7025,16.0,2.0,40.0,27.0,302.0,,27.0,0.0,296.0,,190.0,120.0,27.0,,398.0,23.0,186.0,63.0,0.0,,825.0,225.0,,,171.0,22.0,1198.0,3.0,298.0,,10.0,12.0,48.0,3.0,30.0,176.0,5.0,55.0,2.0,9.0,11.0,3.0,4.2224,43.0,23.0,2.0,1.0,48.0,8.0,1.0,3.0,,2.0,2.0,7.0,7.0,7.0,,,6.0,100.0,13.0,2.0,19.0,14.0,8.0,40.0,6.0,12.0,5.0,24.0,16.0,47.0,,10.0,3.0,25.0,2.3945,,2.0,1.0,1.0,,,,1.0,1.0,,,4.0,,,1.0,,,,,
19236,John Ruddy,Goalkeeper,Newcastle,4,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Newcastle,4,England,2025-26,86.0,2.0119,0.0,,,125.0,21.0,18.0,200.0,1061.0,,,3.0,48.0,4.0,,1592.0,24.0,72.0,4.0,30.0,48.0,812.0,,2.0,24.729,27.0,8.0,48.0,27.0,47.0,,19.0,0.0,158.0,,463.0,73.0,21.0,,508.0,23.0,110.0,24.0,0.0,,1009.0,304.0,,,402.0,49.0,1482.0,27.0,387.0,,3.0,75.0,45.0,1.0,10.0,149.0,130.0,6.0,10.0,,,1.0,,26.0,2.0,2.0,1.0,4.0,35.0,1.0,,48.0,,34.0,,,,20.0,14.0,,62.0,16.0,,12.0,6.0,66.0,12.0,,2.0,11.0,14.0,4.0,22.0,23.0,7.0,,16.0,0.0823,,,,,,,,1.0,,2.0,2.0,,,0.0823,,,,,,
553746,Leo Shahar,Defender,Newcastle,4,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487838,Lewis Hall,Defender,Newcastle,4,England,2025-26,133.0,2.7544,0.0,,,121.0,30.0,24.0,186.0,1261.0,,,6.0,58.0,3.0,,2179.0,32.0,158.0,5.0,53.0,132.0,1028.0,,5.0,34.3458,24.0,3.0,77.0,39.0,385.0,,41.0,0.0,291.0,,463.0,134.0,30.0,,622.0,34.0,233.0,26.0,0.0,,1225.0,406.0,,,157.0,47.0,2021.0,25.0,473.0,,4.0,65.0,56.0,14.0,28.0,256.0,168.0,50.0,11.0,11.0,6.0,3.0,0.8794,54.0,14.0,3.0,1.0,4.0,50.0,,7.0,41.0,3.0,20.0,2.0,2.0,,5.0,20.0,4.0,101.0,21.0,3.0,23.0,31.0,82.0,69.0,4.0,8.0,22.0,31.0,37.0,17.0,29.0,5.0,7.0,10.0,1.0094,,1.0,1.0,0.0,,,,2.0,1.0,4.0,4.0,1.0,,0.1536,,,,,,
547719,Lewis Miley,Midfielder,Newcastle,4,England,2025-26,45.0,2.1116,0.0,,,73.0,23.0,15.0,86.0,840.0,,,8.0,62.0,2.0,,1493.0,17.0,89.0,5.0,32.0,44.0,733.0,,3.0,20.676,11.0,2.0,34.0,22.0,172.0,,4.0,1.0,134.0,,220.0,69.0,23.0,,405.0,17.0,72.0,45.0,0.0,,822.0,158.0,,,276.0,21.0,1121.0,4.0,355.0,,0.0,13.0,25.0,3.0,20.0,172.0,33.0,25.0,3.0,4.0,4.0,,1.2444,29.0,8.0,,4.0,16.0,19.0,2.0,3.0,19.0,,6.0,3.0,3.0,1.0,3.0,1.0,1.0,28.0,14.0,,11.0,2.0,36.0,11.0,1.0,4.0,4.0,18.0,12.0,5.0,16.0,2.0,3.0,4.0,1.3393,,1.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,
465642,Malick Thiaw,Defender,Newcastle,4,Germany,2025-26,97.0,0.9727,0.0,,,113.0,35.0,33.0,176.0,1695.0,2.0,,2.0,175.0,4.0,,2964.0,61.0,176.0,8.0,18.0,62.0,1434.0,1.0,5.0,47.9495,6.0,12.0,184.0,52.0,362.0,,11.0,0.0,273.0,,612.0,118.0,35.0,,568.0,44.0,98.0,114.0,0.0,2.0,1670.0,199.0,,,625.0,85.0,2114.0,27.0,952.0,,4.0,63.0,59.0,33.0,31.0,96.0,5.0,50.0,1.0,8.0,14.0,,5.2931,44.0,20.0,1.0,,,7.0,2.0,,,1.0,1.0,9.0,9.0,,,1.0,8.0,36.0,8.0,1.0,12.0,1.0,7.0,3.0,8.0,6.0,4.0,32.0,8.0,24.0,,2.0,,8.0,4.721,,4.0,3.0,1.0,,1.0,,,1.0,,,2.0,,,2.0,1.0,,,7.0,
81441,Mark Gillespie,Goalkeeper,Newcastle,4,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98747,Nick Pope,Goalkeeper,Newcastle,4,England,2025-26,1.0,0.0195,0.0,29.0,26.0,2.0,27.0,27.0,242.0,610.0,199.0,2.0,,15.0,7.0,2.0,2417.0,1.0,17.0,8.0,1.0,2.0,272.0,12.0,2.0,34.504,,29.0,35.0,38.0,108.0,89.0,2.0,0.0,18.0,5.0,369.0,255.0,27.0,6.0,63.0,30.0,3.0,15.0,0.0,306.0,328.0,253.0,97.0,33.0,133.0,96.0,989.0,136.0,305.0,62.0,2.0,240.0,40.0,,,,,2.0,,,1.0,,0.3423,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,0.162,,,,,,,,,,,,,,,,,,,1.0,
470313,Nick Woltemade,Forward,Newcastle,4,Germany,2025-26,149.0,1.5323,0.0,,,84.0,33.0,24.0,91.0,384.0,,,9.0,91.0,1.0,,1912.0,56.0,92.0,5.0,21.0,57.0,285.0,,3.0,26.3463,19.0,,21.0,29.0,128.0,,20.0,1.0,241.0,,80.0,53.0,33.0,,198.0,24.0,150.0,35.0,0.0,,382.0,216.0,,,85.0,8.0,680.0,3.0,95.0,,0.0,7.0,14.0,2.0,5.0,91.0,,86.0,,8.0,13.0,3.0,7.875,24.0,24.0,4.0,3.0,47.0,3.0,8.0,1.0,,1.0,,4.0,4.0,5.0,,,7.0,93.0,7.0,1.0,12.0,22.0,3.0,64.0,7.0,11.0,7.0,12.0,13.0,20.0,,21.0,1.0,11.0,6.5949,,8.0,2.0,6.0,1.0,6.0,1.0,2.0,,,,1.0,,,2.0,,,,,1.0
623110,Park Seung-Soo,Forward,Newcastle,4,South Korea,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666607,Sam Alabi,Midfielder,Newcastle,4,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432422,Sandro Tonali,Midfielder,Newcastle,4,Italy,2025-26,88.0,2.891,0.0,,,165.0,35.0,31.0,244.0,1563.0,,,4.0,26.0,5.0,,2543.0,13.0,107.0,6.0,53.0,94.0,1248.0,,3.0,35.3312,30.0,6.0,37.0,38.0,491.0,,42.0,0.0,195.0,,475.0,147.0,35.0,,755.0,32.0,169.0,13.0,0.0,,1481.0,396.0,,,391.0,71.0,2030.0,42.0,584.0,,4.0,79.0,56.0,7.0,31.0,206.0,8.0,25.0,8.0,18.0,8.0,2.0,1.5632,35.0,19.0,3.0,2.0,22.0,30.0,1.0,14.0,49.0,3.0,20.0,5.0,5.0,1.0,10.0,1.0,4.0,75.0,31.0,3.0,9.0,12.0,76.0,29.0,4.0,11.0,14.0,26.0,19.0,24.0,35.0,15.0,14.0,8.0,1.74,,,,,,,,2.0,,2.0,2.0,1.0,,0.0855,,,,,,
599303,Sean Neave,Forward,Newcastle,4,England,2025-26,2.0,0.0002,0.0,,,,1.0,,,,,,1.0,1.0,,,13.0,1.0,,1.0,,,,,,0.7715,,,,1.0,,,,0.0,2.0,,,,1.0,,,,1.0,,0.0,,,2.0,,,,,5.0,,,,0.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,0.0318,,,,,,,,,,,,,,,,,,,,
220237,Sven Botman,Defender,Newcastle,4,Netherlands,2025-26,68.0,0.8815,0.0,,,91.0,25.0,21.0,153.0,1190.0,7.0,,4.0,135.0,4.0,,1838.0,48.0,131.0,6.0,17.0,44.0,990.0,,3.0,25.905,7.0,10.0,141.0,27.0,425.0,,19.0,0.0,199.0,,456.0,88.0,25.0,,260.0,21.0,64.0,87.0,0.0,6.0,1152.0,174.0,1.0,,266.0,47.0,1521.0,35.0,777.0,,2.0,62.0,72.0,26.0,27.0,43.0,2.0,42.0,,4.0,4.0,,1.006,22.0,11.0,,1.0,,2.0,1.0,1.0,,,,3.0,3.0,,,,3.0,20.0,9.0,,8.0,,2.0,5.0,3.0,7.0,1.0,14.0,4.0,13.0,,4.0,1.0,4.0,1.7385,,1.0,0.0,1.0,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0
441191,Tino Livramento,Defender,Newcastle,4,England,2025-26,50.0,0.9478,0.0,,,59.0,17.0,14.0,73.0,653.0,,,3.0,18.0,5.0,,1328.0,9.0,61.0,1.0,24.0,52.0,560.0,,2.0,15.716,9.0,1.0,39.0,14.0,100.0,,16.0,0.0,111.0,,200.0,81.0,17.0,,340.0,13.0,93.0,9.0,0.0,,645.0,188.0,,,206.0,20.0,1007.0,12.0,249.0,,1.0,14.0,23.0,2.0,6.0,147.0,97.0,18.0,9.0,2.0,,1.0,,22.0,1.0,2.0,1.0,4.0,27.0,2.0,2.0,,,9.0,,,1.0,,28.0,,41.0,8.0,,7.0,18.0,27.0,27.0,,1.0,11.0,15.0,14.0,7.0,,2.0,2.0,6.0,0.1356,,,,,,,,,,,,1.0,1.0,,,,,,,
538207,William Osula,Forward,Newcastle,4,Denmark,2025-26,73.0,0.6161,0.0,,,14.0,24.0,8.0,16.0,81.0,,,16.0,37.0,1.0,,811.0,28.0,39.0,2.0,7.0,30.0,65.0,,,14.3882,6.0,,,14.0,13.0,,16.0,2.0,112.0,,15.0,23.0,24.0,,40.0,12.0,75.0,9.0,0.0,,71.0,68.0,,,17.0,,223.0,,27.0,,0.0,2.0,4.0,1.0,1.0,36.0,1.0,39.0,2.0,7.0,12.0,,6.0804,6.0,16.0,,,6.0,1.0,2.0,3.0,,1.0,2.0,4.0,4.0,,,,4.0,45.0,4.0,1.0,1.0,8.0,1.0,21.0,4.0,4.0,6.0,5.0,8.0,24.0,,6.0,3.0,5.0,4.2917,,7.0,1.0,6.0,,2.0,,1.0,4.0,1.0,1.0,1.0,,0.0382,1.0,,,,,
216646,Yoane Wissa,Forward,Newcastle,4,DR Congo,2025-26,44.0,0.5569,0.0,,,27.0,19.0,4.0,28.0,93.0,,,15.0,35.0,,,521.0,20.0,23.0,2.0,7.0,8.0,61.0,,2.0,9.6589,3.0,,2.0,11.0,16.0,,2.0,1.0,67.0,,21.0,14.0,19.0,,41.0,9.0,32.0,15.0,0.0,,83.0,57.0,,,17.0,4.0,162.0,,24.0,,3.0,1.0,6.0,1.0,,39.0,1.0,37.0,,,5.0,,1.3335,5.0,13.0,1.0,1.0,5.0,1.0,4.0,,1.0,,,4.0,4.0,2.0,,,,24.0,3.0,,,11.0,1.0,17.0,,8.0,2.0,5.0,1.0,6.0,,4.0,,1.0,3.1172,,1.0,1.0,0.0,,1.0,,,,,,,,,,,,,,
