playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,cornersWon,substituteOn,totalLossesOfPossession,leftsidePasses,backwardPasses,timePlayed,touches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,starts,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,totalFoulsWon,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,goalsConcededInsideBox,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,handballsConceded,expectedGoals,unsuccessfulLongPasses,iboxTarget,shotsOnTargetInBox,cornersTakenInclShortCorners,clearancesOffTheLine,expectedGoalsFreekick,goals,awayGoals,shotsBlockedInBox,homeGoals,rightFootGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,hitWoodwork,leftFootGoals,unsuccessfulCornersIntoBox,foulWonPenalty,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,headedGoals,secondGoalAssists,redCards2ndYellow,otherGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops,setPiecesGoals
106256,Jak Alnwick,Goalkeeper,Newcastle,4,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18846,James Perch,Defender,Newcastle,4,England,2012-13,73.0,0.781,0.0,42.0,195.0,0.0,176.0,258.0,67.0,27.0,72.0,27.0,19.0,290.0,89.0,5.0,5.0,802.0,9.0,97.0,0.0,796.0,2.0,8.0,131.0,233.0,116.0,1819.0,1114.0,424.0,649.0,17.0,9.0,19.0,1.0,4.0,1.0,1.0,0.3881,40.0,6.0,4.0,,19.0,,6.0,79.0,3.0,,1.0,,31.0,103.0,6.0,,55.0,7.0,1.0,32.9683,11.0,3.0,105.0,41.0,15.0,,15.0,2.0,1.0,35.0,48.0,5.0,25.0,,10.0,19.0,34.0,64.0,22.0,5.0,6.0,8.0,1.0,1.1803,17.0,,,,1.0,,1.0,1.0,2.0,0.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
77816,James Tavernier,Defender,Newcastle,4,England,2012-13,2.0,0.0229,0.0,1.0,3.0,0.0,7.0,13.0,2.0,2.0,3.0,2.0,,11.0,5.0,2.0,2.0,25.0,,2.0,0.0,25.0,,2.0,7.0,7.0,2.0,37.0,37.0,9.0,18.0,,0.0,1.0,,,,,,1.0,,,,,,,5.0,,,,,1.0,5.0,,,1.0,,,0.8054,,1.0,6.0,3.0,,,,,,3.0,4.0,,1.0,,,,,2.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21060,Jonás Gutiérrez,Midfielder,Newcastle,4,Argentina,2012-13,161.0,1.0394,0.0,141.0,278.0,0.0,348.0,384.0,155.0,34.0,159.0,34.0,22.0,515.0,192.0,75.0,74.0,1039.0,88.0,311.0,0.0,1030.0,24.0,,408.0,174.0,203.0,2897.0,1811.0,352.0,813.0,19.0,8.0,38.0,20.0,9.0,6.0,8.0,2.1336,86.0,15.0,2.0,,34.0,,15.0,37.0,4.0,5.0,20.0,,20.0,187.0,5.0,,170.0,6.0,4.0,49.0734,26.0,4.0,111.0,48.0,60.0,5.0,22.0,,33.0,43.0,17.0,9.0,64.0,24.0,16.0,27.0,59.0,34.0,74.0,7.0,15.0,15.0,2.0,1.2517,33.0,2.0,2.0,2.0,,,1.0,0.0,3.0,1.0,,,3.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
44488,Mapou Yanga-Mbiwa,Defender,Newcastle,4,France,2012-13,48.0,0.193,0.0,30.0,124.0,0.0,126.0,183.0,65.0,14.0,51.0,14.0,2.0,104.0,82.0,3.0,3.0,404.0,14.0,87.0,0.0,401.0,2.0,3.0,114.0,63.0,34.0,1037.0,651.0,218.0,295.0,4.0,0.0,21.0,,,,1.0,,33.0,1.0,1.0,,11.0,,,39.0,2.0,,,,18.0,78.0,3.0,,57.0,4.0,2.0,22.2192,3.0,4.0,92.0,21.0,11.0,,8.0,2.0,7.0,18.0,21.0,1.0,25.0,13.0,5.0,12.0,20.0,27.0,21.0,1.0,,18.0,,0.027,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92170,Massadio Haïdara,Defender,Newcastle,4,Mali,2012-13,17.0,0.3103,0.0,14.0,27.0,0.0,33.0,20.0,11.0,4.0,5.0,4.0,,30.0,5.0,8.0,8.0,58.0,6.0,24.0,0.0,58.0,3.0,2.0,25.0,2.0,9.0,197.0,133.0,25.0,53.0,1.0,0.0,3.0,2.0,,,,,4.0,,,,2.0,,,9.0,,,2.0,,3.0,16.0,1.0,,10.0,3.0,,5.9154,2.0,,17.0,8.0,2.0,,,,4.0,7.0,6.0,,4.0,4.0,1.0,4.0,4.0,,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27334,Mathieu Debuchy,Defender,Newcastle,4,France,2012-13,92.0,0.9587,1.0,60.0,21.0,0.0,208.0,258.0,50.0,14.0,120.0,14.0,11.0,205.0,138.0,54.0,54.0,450.0,20.0,125.0,0.0,445.0,11.0,,254.0,125.0,46.0,1168.0,927.0,119.0,302.0,15.0,2.0,25.0,12.0,1.0,,5.0,,44.0,5.0,1.0,,14.0,5.0,2.0,83.0,1.0,,12.0,,32.0,116.0,4.0,2.0,65.0,27.0,3.0,18.5507,6.0,2.0,90.0,22.0,16.0,,16.0,,9.0,18.0,51.0,5.0,28.0,5.0,3.0,27.0,22.0,10.0,141.0,1.0,2.0,14.0,,0.176,18.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
98746,Mehdi Abeid,Midfielder,Newcastle,4,Algeria,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,Mike Williamson,Defender,Newcastle,4,England,2012-13,82.0,0.2325,0.0,26.0,95.0,0.0,252.0,263.0,77.0,19.0,80.0,19.0,,120.0,126.0,2.0,2.0,569.0,,73.0,0.0,564.0,,,132.0,157.0,54.0,1710.0,949.0,323.0,396.0,37.0,8.0,18.0,,1.0,3.0,,0.214,29.0,8.0,,,19.0,,,179.0,4.0,,,2.0,56.0,170.0,3.0,,47.0,,1.0,28.5919,4.0,10.0,266.0,30.0,15.0,,8.0,1.0,,27.0,123.0,5.0,21.0,3.0,14.0,22.0,15.0,47.0,5.0,,,47.0,1.0,0.3868,46.0,7.0,7.0,,2.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45268,Moussa Sissoko,Midfielder,Newcastle,4,France,2012-13,135.0,1.1345,0.0,84.0,110.0,2.0,217.0,160.0,60.0,12.0,89.0,12.0,45.0,265.0,100.0,24.0,23.0,467.0,66.0,138.0,0.0,464.0,11.0,,243.0,106.0,91.0,1069.0,746.0,109.0,348.0,28.0,2.0,16.0,7.0,4.0,7.0,8.0,2.8088,13.0,20.0,13.0,2.0,12.0,2.0,3.0,79.0,1.0,2.0,7.0,3.0,51.0,82.0,5.0,,54.0,1.0,2.0,22.6819,17.0,,7.0,25.0,12.0,2.0,4.0,,30.0,20.0,28.0,13.0,9.0,29.0,1.0,14.0,6.0,19.0,14.0,2.0,3.0,1.0,,2.693,11.0,5.0,5.0,2.0,,,3.0,0.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42758,Papiss Demba Cissé,Forward,Newcastle,4,Senegal,2012-13,279.0,1.6856,0.0,163.0,184.0,6.0,390.0,128.0,85.0,36.0,187.0,36.0,123.0,395.0,201.0,21.0,21.0,836.0,88.0,229.0,0.0,835.0,17.0,1.0,390.0,185.0,339.0,3005.0,1299.0,248.0,616.0,139.0,6.0,31.0,8.0,10.0,31.0,6.0,9.8054,37.0,76.0,7.0,2.0,35.0,45.0,7.0,161.0,4.0,7.0,8.0,12.0,116.0,111.0,8.0,,66.0,1.0,4.0,57.8094,30.0,,23.0,61.0,18.0,7.0,9.0,,17.0,53.0,45.0,45.0,28.0,11.0,3.0,61.0,26.0,19.0,5.0,9.0,7.0,4.0,2.0,11.9542,14.0,38.0,38.0,,,,8.0,3.0,13.0,5.0,3.0,,13.0,,3.0,3.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
149465,Remie Streete,Defender,Newcastle,4,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19838,Robert Elliot,Goalkeeper,Newcastle,4,Ireland,2012-13,,0.0414,1.0,,12.0,0.0,4.0,266.0,82.0,10.0,9.0,10.0,,75.0,180.0,,,288.0,,,0.0,146.0,1.0,1.0,185.0,10.0,,834.0,383.0,33.0,20.0,,0.0,25.0,,,,,,,,,1.0,9.0,,,4.0,1.0,,,,,4.0,2.0,,,,2.0,20.2413,,49.0,21.0,20.0,,,,,,18.0,4.0,,,,,1.0,,88.0,,,,116.0,1.0,,171.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,17.0,10.0,59.0,2.0,2.0,12.0,26.0,1.0,2.0,49.0,37.0,13.0,16.0,,
86158,Romain Amalfitano,Midfielder,Newcastle,4,France,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14775,Ryan Taylor,Defender,Newcastle,4,England,2012-13,1.0,0.0716,0.0,1.0,,0.0,1.0,2.0,2.0,1.0,1.0,1.0,,5.0,2.0,3.0,2.0,16.0,,1.0,0.0,16.0,,1.0,7.0,8.0,6.0,26.0,28.0,10.0,13.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0874,2.0,,1.0,,,,,,,,,,,,,,2.0,1.0,3.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
97612,Sammy Ameobi,Forward,Newcastle,4,England,2012-13,23.0,0.1104,0.0,22.0,19.0,0.0,46.0,28.0,13.0,8.0,16.0,8.0,1.0,47.0,17.0,11.0,11.0,78.0,15.0,42.0,0.0,78.0,3.0,7.0,52.0,22.0,9.0,219.0,153.0,15.0,60.0,10.0,1.0,2.0,1.0,2.0,2.0,1.0,0.3702,6.0,7.0,1.0,1.0,1.0,,3.0,4.0,,2.0,1.0,,1.0,23.0,,,20.0,,,8.3202,2.0,,2.0,4.0,5.0,2.0,3.0,,7.0,4.0,3.0,5.0,3.0,9.0,,6.0,4.0,1.0,1.0,1.0,3.0,1.0,,0.2676,1.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
61944,Shane Ferguson,Midfielder,Newcastle,4,Northern Ireland,2012-13,17.0,0.3409,0.0,15.0,30.0,0.0,34.0,40.0,17.0,9.0,8.0,9.0,5.0,80.0,11.0,26.0,23.0,114.0,9.0,31.0,0.0,111.0,5.0,5.0,49.0,9.0,35.0,340.0,210.0,30.0,100.0,3.0,0.0,2.0,6.0,1.0,,,,12.0,,,1.0,4.0,,,3.0,,,7.0,,2.0,17.0,,,16.0,,,6.4853,6.0,,5.0,7.0,1.0,,7.0,,5.0,7.0,1.0,,5.0,3.0,,5.0,2.0,3.0,15.0,3.0,,3.0,,0.0696,3.0,,,4.0,,,,,2.0,,,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,
6240,Shola Ameobi,Forward,Newcastle,4,Nigeria,2012-13,87.0,1.2143,0.0,46.0,62.0,2.0,161.0,73.0,19.0,23.0,66.0,23.0,16.0,138.0,69.0,11.0,11.0,244.0,21.0,69.0,0.0,244.0,7.0,19.0,125.0,65.0,44.0,678.0,383.0,43.0,166.0,48.0,5.0,4.0,6.0,6.0,11.0,2.0,2.3518,4.0,22.0,3.0,1.0,4.0,7.0,3.0,92.0,,8.0,6.0,3.0,41.0,74.0,3.0,,23.0,,,14.5402,14.0,,14.0,16.0,12.0,8.0,2.0,,8.0,13.0,51.0,11.0,2.0,7.0,,24.0,1.0,9.0,3.0,2.0,3.0,1.0,,2.2679,3.0,14.0,14.0,,,,1.0,0.0,4.0,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1881,Steve Harper,Goalkeeper,Newcastle,4,England,2012-13,1.0,0.0263,0.0,1.0,12.0,0.0,3.0,147.0,51.0,6.0,2.0,6.0,,40.0,92.0,,,170.0,1.0,2.0,0.0,90.0,,1.0,93.0,11.0,,458.0,231.0,38.0,30.0,,0.0,8.0,,,,,,,,,,5.0,,,1.0,1.0,,,,,2.0,1.0,,1.0,,,5.975,,28.0,9.0,8.0,1.0,,,,1.0,7.0,1.0,,,,,,1.0,48.0,,,,53.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,46.0,2.0,,5.0,15.0,2.0,,41.0,27.0,5.0,12.0,,
17974,Steven Taylor,Defender,Newcastle,4,England,2012-13,68.0,0.1919,0.0,25.0,156.0,0.0,175.0,260.0,84.0,25.0,43.0,25.0,,132.0,73.0,1.0,1.0,735.0,4.0,59.0,0.0,728.0,2.0,1.0,83.0,230.0,89.0,2135.0,1069.0,530.0,601.0,32.0,2.0,8.0,,2.0,5.0,,0.8803,16.0,13.0,,,24.0,2.0,,116.0,3.0,2.0,,,43.0,107.0,5.0,,34.0,,3.0,41.1714,3.0,8.0,221.0,39.0,14.0,2.0,4.0,,2.0,34.0,73.0,8.0,12.0,4.0,21.0,13.0,15.0,61.0,4.0,2.0,,27.0,2.0,1.3476,30.0,8.0,8.0,,1.0,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37939,Sylvain Marveaux,Midfielder,Newcastle,4,France,2012-13,53.0,2.1976,0.0,37.0,127.0,0.0,96.0,152.0,53.0,22.0,57.0,22.0,55.0,316.0,63.0,57.0,17.0,497.0,31.0,78.0,0.0,489.0,8.0,12.0,166.0,120.0,98.0,991.0,719.0,142.0,410.0,19.0,0.0,12.0,8.0,9.0,6.0,3.0,1.4015,10.0,10.0,8.0,4.0,10.0,,11.0,18.0,3.0,8.0,24.0,,16.0,43.0,5.0,,41.0,1.0,,19.6379,30.0,,8.0,21.0,8.0,8.0,5.0,,15.0,16.0,2.0,4.0,5.0,23.0,1.0,3.0,6.0,24.0,4.0,3.0,11.0,1.0,1.0,1.9968,6.0,3.0,3.0,41.0,,0.3221,1.0,1.0,3.0,0.0,,6.0,3.0,3.0,2.0,1.0,27.0,,13.0,,,,,,,,,,,,,,,,,,,,,
20480,Tim Krul,Goalkeeper,Newcastle,4,Netherlands,2012-13,2.0,0.2164,0.0,2.0,34.0,0.0,9.0,659.0,266.0,24.0,22.0,24.0,,192.0,396.0,,,744.0,,4.0,0.0,382.0,1.0,,400.0,51.0,,2127.0,1022.0,156.0,98.0,,0.0,42.0,,,,,,1.0,,,1.0,24.0,,,5.0,4.0,,,,,7.0,6.0,,2.0,,2.0,38.9659,1.0,115.0,37.0,40.0,1.0,,1.0,,,34.0,5.0,,,,,,2.0,250.0,,1.0,,234.0,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,24.0,199.0,6.0,2.0,21.0,75.0,6.0,4.0,203.0,102.0,27.0,50.0,3.0,
40799,Vurnon Anita,Midfielder,Newcastle,4,Curacao,2012-13,87.0,2.0728,0.0,56.0,201.0,0.0,148.0,284.0,75.0,25.0,105.0,25.0,19.0,378.0,144.0,42.0,17.0,811.0,25.0,113.0,0.0,783.0,8.0,8.0,254.0,227.0,99.0,1730.0,1108.0,312.0,609.0,18.0,2.0,19.0,13.0,4.0,2.0,2.0,0.6339,36.0,10.0,7.0,1.0,17.0,2.0,5.0,35.0,2.0,2.0,23.0,1.0,31.0,61.0,4.0,1.0,57.0,8.0,1.0,32.306,33.0,4.0,31.0,34.0,16.0,2.0,11.0,1.0,9.0,30.0,4.0,8.0,25.0,5.0,3.0,20.0,20.0,58.0,16.0,6.0,5.0,12.0,2.0,0.7798,39.0,5.0,5.0,30.0,,,,,1.0,,,,1.0,,1.0,,20.0,,9.0,,,,,,,,,,,,,,,,,,,,,
