season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352337,2,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,,,1.0,17.0,7.0,24.0,,,5.0,,,,1.0,,,4.0,7.0,,,0.0993118,0.571,0.9186,,,1.0,,,,,,,90.0,1.0,,,,,,,12.0,,7.5,,,,,1.0,7.0,,,3.0,,22.0,8.0,30.0,1,1.0,49.0,3.0,2.0,4.0,
2023-24,11352337,2,7,Aston_Villa,Home,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,1.0,16.0,13.0,29.0,,,5.0,,,,,,,1.0,,,,0.00688633,0.0,0.0,1.0,,,,,,,,,27.0,,,,,,,,1.0,,6.7,,,,,,,,,2.0,,17.0,13.0,30.0,0,,32.0,,,,
2023-24,11352337,2,7,Aston_Villa,Home,808590,215711,Leon Bailey,leon-bailey,M,False,,,2.0,13.0,12.0,25.0,,,1.0,1.0,,,,,,1.0,2.0,,,0.683952,0.3185,0.0606,1.0,1.0,1.0,,,,,1.0,,63.0,1.0,,,,,,,7.0,,8.6,,,1.0,,,2.0,1.0,,2.0,,19.0,12.0,30.0,2,,37.0,1.0,,2.0,
2023-24,11352337,2,7,Aston_Villa,Home,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,3.0,15.0,32.0,47.0,1.0,1.0,9.0,,,1.0,2.0,,,6.0,3.0,,,0.0404234,0.0281,0.0,2.0,,,,,,1.0,,,90.0,,,,,,,,10.0,,6.6,,,,,,1.0,,,4.0,,20.0,35.0,55.0,1,1.0,63.0,1.0,2.0,,1.0
2023-24,11352337,2,7,Aston_Villa,Home,855817,243557,Moussa Diaby,moussa-diaby,M,False,,,,13.0,4.0,17.0,,,2.0,1.0,,,,,,2.0,,,,0.175696,0.3241,0.361,,,,,,1.0,,2.0,,64.0,2.0,,,,,,,10.0,,7.4,,,1.0,,,2.0,,,,,15.0,5.0,20.0,3,,33.0,5.0,,,
2023-24,11352337,2,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,3.0,21.0,20.0,41.0,1.0,,2.0,,,,,,,2.0,2.0,,,0.107812,0.7884,0.9939,1.0,,1.0,,,,1.0,1.0,,64.0,1.0,1.0,,,,,,2.0,,7.6,,,,,2.0,1.0,,,3.0,,21.0,22.0,43.0,1,,52.0,,1.0,1.0,
2023-24,11352475,3,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,1.0,,3.0,22.0,8.0,29.0,1.0,,6.0,1.0,,,2.0,,,6.0,5.0,,,0.153914,0.0,0.0,2.0,,,,,,,2.0,,90.0,,,,,,,,9.0,,7.2,,,,,,3.0,2.0,,6.0,,27.0,10.0,35.0,0,1.0,46.0,,2.0,2.0,1.0
2023-24,11352475,3,7,Aston_Villa,Away,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,9.4e-06,0.0,0.0,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2023-24,11352475,3,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352475,3,7,Aston_Villa,Away,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,2.0,34.0,20.0,54.0,,,9.0,,,,1.0,,2.0,4.0,8.0,,,0.0268062,0.0,0.0,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,8.0,,7.5,,,,,,2.0,,,3.0,,38.0,21.0,59.0,0,3.0,72.0,1.0,3.0,2.0,3.0
2023-24,11352475,3,7,Aston_Villa,Away,855817,243557,Moussa Diaby,moussa-diaby,M,False,1.0,,,14.0,8.0,21.0,,,4.0,2.0,,1.0,,,2.0,2.0,2.0,,,0.10406,0.1671,0.4166,,1.0,1.0,,,,,2.0,,73.0,1.0,,,,,,,6.0,,8.4,,,,,1.0,1.0,1.0,,,,17.0,8.0,24.0,2,,35.0,1.0,1.0,1.0,
2023-24,11352475,3,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,False,2.0,,,24.0,15.0,37.0,,1.0,5.0,,,,2.0,,1.0,3.0,3.0,,,0.131414,0.0,0.0,1.0,,,,,,,2.0,,86.0,,1.0,,,,,,15.0,,6.8,,,,,,,4.0,,2.0,,33.0,18.0,47.0,0,1.0,58.0,2.0,1.0,,1.0
2023-24,11352584,4,7,Aston_Villa,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352584,4,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,,,2.0,10.0,10.0,20.0,1.0,,3.0,,,,,,,2.0,3.0,,,0.00499974,0.1874,0.0202,1.0,,,,,,,,,90.0,1.0,,,,,,,12.0,,6.8,,,1.0,,,2.0,1.0,,4.0,,19.0,12.0,30.0,2,,38.0,1.0,1.0,2.0,
2023-24,11352584,4,7,Aston_Villa,Away,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,,1.0,8.0,9.0,,,,,,,,,1.0,1.0,3.0,,,0.00256047,0.0,0.0,,,,,,,,,,18.0,,,,,,,,2.0,,6.6,,,,,,1.0,,,,,1.0,9.0,10.0,0,1.0,14.0,,1.0,1.0,
2023-24,11352584,4,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,True,1.0,,2.0,5.0,2.0,6.0,,,4.0,,,,,,,1.0,2.0,,,0.0745449,0.0,0.0,,,,,,,,1.0,,46.0,,,,,,,,7.0,,6.6,,,,,1.0,3.0,1.0,,2.0,,9.0,2.0,10.0,0,,17.0,1.0,,2.0,
2023-24,11352584,4,7,Aston_Villa,Away,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,1.0,11.0,33.0,44.0,1.0,,6.0,,,,,,,2.0,4.0,,,0.0116228,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,6.0,,6.6,,,,,2.0,,,,2.0,,15.0,35.0,50.0,0,3.0,57.0,,1.0,,2.0
2023-24,11352584,4,7,Aston_Villa,Away,855817,243557,Moussa Diaby,moussa-diaby,M,False,,,,6.0,12.0,18.0,1.0,,3.0,,,,1.0,,,5.0,3.0,,,0.0828887,0.0902,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,7.0,,6.6,,,1.0,,,4.0,,,1.0,,8.0,13.0,21.0,1,,32.0,1.0,2.0,1.0,
2023-24,11352584,4,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,8.0,17.0,23.0,40.0,1.0,,4.0,,,,,,1.0,2.0,6.0,,,0.0309411,0.0,0.0,,,,,,,,,,72.0,,,,,,,,5.0,,7.2,,,,,,1.0,,,10.0,,20.0,23.0,43.0,0,3.0,52.0,1.0,2.0,1.0,3.0
2023-24,11352584,4,7,Aston_Villa,Away,1162083,549068,Omari Kellyman,omari-kellyman,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352602,5,7,Aston_Villa,Home,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,4.0,4.0,1.0,,1.0,,,,,,,1.0,,,,1.268e-05,0.0,0.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,4.0,5.0,0,,6.0,,,,
2023-24,11352602,5,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,1.0,,1.0,20.0,7.0,26.0,,,5.0,,,,,,2.0,5.0,4.0,,,0.0602732,0.0,0.0,2.0,,,,,,,1.0,,71.0,,,,,,,,10.0,,6.5,,,,,,2.0,1.0,,1.0,,24.0,7.0,30.0,0,1.0,44.0,2.0,2.0,1.0,
2023-24,11352602,5,7,Aston_Villa,Home,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,2.0,11.0,5.0,16.0,,,,,,1.0,1.0,,1.0,2.0,1.0,,,0.0330221,0.0755,0.0,,,,,,,1.0,,,32.0,,,,,,,,8.0,,6.7,,,,,1.0,,2.0,,3.0,,17.0,6.0,21.0,1,,31.0,,1.0,,
2023-24,11352602,5,7,Aston_Villa,Home,808590,215711,Leon Bailey,leon-bailey,M,True,1.0,,1.0,12.0,3.0,14.0,1.0,1.0,7.0,,,1.0,1.0,,1.0,6.0,3.0,,,0.0446105,0.774,0.8835,1.0,,1.0,,,,1.0,,,33.0,1.0,,,,,,,10.0,,7.3,,,,,,4.0,2.0,,1.0,,17.0,4.0,19.0,2,,30.0,1.0,,2.0,
2023-24,11352602,5,7,Aston_Villa,Home,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,5.0,22.0,11.0,33.0,,,4.0,,,,1.0,,1.0,3.0,4.0,,,0.0273101,0.0,0.0,1.0,,,,,,,,,58.0,,,,,,,,5.0,,6.8,,,,,,1.0,,,7.0,,25.0,12.0,37.0,0,3.0,49.0,,,1.0,1.0
2023-24,11352602,5,7,Aston_Villa,Home,855817,243557,Moussa Diaby,moussa-diaby,M,False,1.0,,1.0,19.0,4.0,22.0,,,2.0,1.0,,2.0,1.0,,1.0,2.0,,,,0.344303,0.111,0.0,,1.0,,,,,,2.0,,90.0,,,,,,,,13.0,,7.0,,,,,,,3.0,,3.0,1.0,28.0,5.0,30.0,2,,40.0,2.0,,,
2023-24,11352602,5,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,1.0,,4.0,38.0,18.0,55.0,,,16.0,,,,3.0,,1.0,6.0,10.0,,,0.0991826,0.7884,0.9548,1.0,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,8.2,,,,,1.0,2.0,3.0,,4.0,,47.0,20.0,64.0,1,6.0,90.0,1.0,3.0,1.0,4.0
2023-24,11352631,6,7,Aston_Villa,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,2.0,2.0,,,,,,,,,,,,,,6.044e-05,0.0,0.0,,,,,,,,,,12.0,,1.0,,,,,,,,6.6,,,,,,,,,,,,2.0,2.0,0,,3.0,,,,
2023-24,11352631,6,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,1.0,,2.0,12.0,3.0,14.0,,,4.0,,,,2.0,,1.0,5.0,2.0,,,0.0230703,0.0,0.0,1.0,,,,,,1.0,,,75.0,,,,,,,,10.0,,6.6,,,,,,2.0,3.0,,3.0,,17.0,5.0,19.0,0,1.0,29.0,1.0,,1.0,1.0
2023-24,11352631,6,7,Aston_Villa,Away,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,,6.0,2.0,8.0,1.0,,3.0,,,,,,1.0,2.0,1.0,,,0.0105559,0.0,0.0,,,,,,,,,,9.0,,,,,,,,4.0,,6.7,,,,,,,1.0,,,,9.0,2.0,10.0,0,1.0,14.0,,,,
2023-24,11352631,6,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,True,1.0,,,4.0,,3.0,,,2.0,,,,1.0,,,7.0,,,,0.188643,0.0,0.0,2.0,,,,,,,1.0,,15.0,,,,,,,,6.0,,5.8,,,,,,4.0,1.0,,1.0,,6.0,,5.0,0,,11.0,,,,
2023-24,11352631,6,7,Aston_Villa,Away,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,5.0,16.0,24.0,40.0,1.0,,5.0,,,,1.0,,,5.0,6.0,,,0.0514182,0.0,0.0,1.0,,,,,,2.0,4.0,,89.0,,,,,,,,11.0,,7.4,,,,,,3.0,,,9.0,,21.0,24.0,45.0,0,5.0,65.0,4.0,,1.0,4.0
2023-24,11352631,6,7,Aston_Villa,Away,855817,243557,Moussa Diaby,moussa-diaby,M,False,,,2.0,11.0,6.0,17.0,,,1.0,,1.0,,1.0,,1.0,3.0,1.0,,,0.0519978,0.2251,0.3545,,,,,,,,1.0,,81.0,1.0,,,,,,,6.0,,6.6,,,1.0,,,1.0,2.0,,2.0,1.0,13.0,6.0,17.0,2,1.0,27.0,2.0,,,
2023-24,11352631,6,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,5.0,26.0,21.0,47.0,,2.0,11.0,,,2.0,1.0,,1.0,5.0,6.0,,,0.0771421,0.0808,0.0,3.0,,,,,,1.0,,,90.0,,1.0,,,,,,18.0,,7.1,,,,,2.0,1.0,5.0,,10.0,,38.0,25.0,58.0,2,2.0,75.0,1.0,1.0,1.0,1.0
2023-24,11352631,6,7,Aston_Villa,Away,975937,232653,Jacob Ramsey,jacob-ramsey,M,True,,,,2.0,2.0,4.0,,,2.0,,,,1.0,,1.0,3.0,4.0,,,0.00464247,0.1224,0.4967,,,,,,,,,,15.0,1.0,,,,,,,7.0,,6.8,,,,,,1.0,,,1.0,,3.0,3.0,6.0,1,4.0,19.0,2.0,,,2.0
2023-24,11352631,6,7,Aston_Villa,Away,1162083,549068,Omari Kellyman,omari-kellyman,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352638,7,7,Aston_Villa,Home,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352638,7,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,,,2.0,14.0,6.0,20.0,,,2.0,1.0,,1.0,3.0,,1.0,7.0,8.0,,,0.281928,0.0376,0.0,3.0,1.0,,,,,1.0,3.0,,90.0,,,,,,,,6.0,,7.9,,,,,,2.0,,,2.0,,18.0,6.0,24.0,1,5.0,40.0,1.0,1.0,2.0,1.0
2023-24,11352638,7,7,Aston_Villa,Home,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,1.0,,,0.00199561,0.0,0.0,,,,,,,,,,9.0,,,,,,,,,,6.6,,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,1.0,,
2023-24,11352638,7,7,Aston_Villa,Home,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,1.0,13.0,14.0,27.0,1.0,1.0,3.0,,,,1.0,,,5.0,10.0,,,0.0128477,0.0,0.0,3.0,,,,,,1.0,,,89.0,,1.0,,,,,,7.0,,7.0,,,,,,,,,3.0,,16.0,18.0,34.0,0,4.0,47.0,,5.0,,3.0
2023-24,11352638,7,7,Aston_Villa,Home,855817,243557,Moussa Diaby,moussa-diaby,M,False,,,1.0,8.0,4.0,12.0,,,2.0,,,2.0,,,2.0,4.0,5.0,,,0.0415021,0.4164,0.4698,1.0,1.0,,,,,,1.0,,79.0,2.0,,,,,,,7.0,,7.7,,,1.0,,,5.0,1.0,,1.0,,12.0,4.0,15.0,5,,31.0,,1.0,4.0,
2023-24,11352638,7,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,2.0,23.0,14.0,37.0,1.0,,4.0,,,,,,1.0,4.0,5.0,,,0.186112,0.1393,0.3265,2.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,7.0,,7.8,,,1.0,,,,2.0,,4.0,,27.0,15.0,40.0,2,3.0,53.0,1.0,2.0,,2.0
2023-24,11352638,7,7,Aston_Villa,Home,975937,232653,Jacob Ramsey,jacob-ramsey,M,True,,,,6.0,3.0,9.0,,1.0,,,,,1.0,,1.0,2.0,2.0,,,0.0385513,0.0671,0.4594,,,1.0,,,,1.0,,,33.0,1.0,,,,,,,1.0,,7.3,,,1.0,,,,,,,,6.0,3.0,9.0,2,,14.0,,1.0,,
2023-24,11352656,8,7,Aston_Villa,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352656,8,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,3.0,,3.0,21.0,3.0,21.0,1.0,,4.0,1.0,,,2.0,,,6.0,4.0,,,0.197733,0.1112,0.0,3.0,,,,,,2.0,4.0,,90.0,,,,,,,,6.0,,7.4,,,2.0,,,,4.0,,3.0,,25.0,3.0,24.0,2,,41.0,2.0,4.0,,
2023-24,11352656,8,7,Aston_Villa,Away,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,,4.0,7.0,11.0,,,2.0,,,,,,,,,,,0.00161314,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,,6.6,,,,,,,,,,,4.0,7.0,11.0,0,,12.0,,,,
2023-24,11352656,8,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,True,1.0,,,5.0,2.0,6.0,,,1.0,,,,,,,1.0,1.0,,,0.0576834,0.0,0.0,,,,,,,,1.0,,8.0,,,,,,,,5.0,,6.6,,,,,,1.0,3.0,,,,8.0,2.0,7.0,0,,14.0,1.0,1.0,,
2023-24,11352656,8,7,Aston_Villa,Away,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,1.0,6.0,10.0,16.0,,1.0,2.0,,,,,,,3.0,6.0,,,0.00250165,0.0,0.0,1.0,,,,,,2.0,1.0,,82.0,,,,,,,,3.0,,6.6,,,,,,2.0,,,1.0,,7.0,10.0,17.0,0,2.0,30.0,,3.0,,
2023-24,11352656,8,7,Aston_Villa,Away,855817,243557,Moussa Diaby,moussa-diaby,M,False,1.0,,,2.0,3.0,4.0,,,2.0,1.0,,,1.0,,1.0,2.0,1.0,,,0.0712925,0.0,0.0,,,,,,,,1.0,,62.0,,,,,,,,6.0,,6.7,,,,,,,4.0,,,,6.0,3.0,5.0,0,1.0,12.0,1.0,,,
2023-24,11352656,8,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,False,1.0,,4.0,24.0,21.0,44.0,1.0,1.0,5.0,1.0,,4.0,,,,3.0,6.0,,,0.12281,0.3187,0.0,,,,,,,,1.0,,90.0,,,,,,,,17.0,,7.2,,,2.0,,1.0,2.0,4.0,,6.0,,35.0,23.0,54.0,6,2.0,75.0,1.0,3.0,,2.0
2023-24,11352658,9,7,Aston_Villa,Home,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352658,9,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,2.0,,2.0,32.0,5.0,35.0,,1.0,2.0,,,,1.0,,1.0,3.0,2.0,,,0.201055,0.0195,,1.0,1.0,,,,,1.0,2.0,,90.0,,,,,,,,9.0,,7.4,,,1.0,,1.0,,2.0,,2.0,1.0,35.0,7.0,40.0,1,,53.0,2.0,1.0,,
2023-24,11352658,9,7,Aston_Villa,Home,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,,6.0,1.0,7.0,1.0,,,1.0,,,,,,1.0,1.0,,,0.0273548,,,,1.0,,,,,,1.0,,13.0,,,,,,,,1.0,,7.3,,,,,,,1.0,,,,7.0,1.0,7.0,0,1.0,9.0,,,,1.0
2023-24,11352658,9,7,Aston_Villa,Home,808590,215711,Leon Bailey,leon-bailey,M,True,,,1.0,7.0,2.0,9.0,,,3.0,,,,,,,1.0,1.0,,,0.00428124,0.3125,0.9271,1.0,,1.0,,,,1.0,,,14.0,1.0,,,,,,,2.0,,7.7,,,1.0,,,1.0,1.0,,1.0,,8.0,2.0,9.0,2,,15.0,,,1.0,
2023-24,11352658,9,7,Aston_Villa,Home,826204,226944,Boubacar Kamara,boubacar-kamara,M,False,,,1.0,32.0,36.0,68.0,4.0,2.0,3.0,,,,3.0,,,9.0,8.0,,,0.0725159,,,2.0,,,,,,1.0,3.0,,90.0,,1.0,,,,,,7.0,,7.5,,,,,1.0,1.0,,,2.0,,35.0,39.0,74.0,0,3.0,86.0,1.0,2.0,1.0,2.0
2023-24,11352658,9,7,Aston_Villa,Home,855817,243557,Moussa Diaby,moussa-diaby,M,False,1.0,,1.0,21.0,5.0,25.0,,,1.0,1.0,,1.0,,,,1.0,1.0,,,0.538354,0.0352,,1.0,,,,,,,4.0,,85.0,,,,,,,,8.0,,7.3,,,1.0,,,1.0,2.0,,2.0,,26.0,5.0,29.0,2,,39.0,3.0,,1.0,
2023-24,11352658,9,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,1.0,,5.0,37.0,28.0,64.0,,,9.0,,,,1.0,,,3.0,3.0,,,0.0711618,0.9007,1.705,2.0,,2.0,,,,,3.0,,90.0,3.0,1.0,,,,,,15.0,,9.1,,,,,2.0,,6.0,,6.0,,47.0,32.0,73.0,3,3.0,90.0,1.0,,,1.0
2023-24,11352658,9,7,Aston_Villa,Home,1162083,549068,Omari Kellyman,omari-kellyman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352670,10,7,Aston_Villa,Home,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,4.741e-05,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0,,3.0,,,,
2023-24,11352670,10,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,,,1.0,17.0,14.0,31.0,,,6.0,,1.0,,1.0,,1.0,2.0,5.0,,,0.00920126,0.3572,1.1105,,,1.0,,,,,,,90.0,2.0,,,,,,,5.0,,7.4,,,1.0,,,2.0,,,1.0,,20.0,15.0,35.0,3,1.0,46.0,,2.0,2.0,
2023-24,11352670,10,7,Aston_Villa,Home,331737,166989,Youri Tielemans,youri-tielemans,M,True,,,1.0,9.0,4.0,13.0,,1.0,1.0,,,,,,,1.0,2.0,,,0.0241158,,,1.0,,,,,,,,,11.0,,,,,,,,2.0,,6.8,,,,,,,,,1.0,,10.0,5.0,15.0,0,1.0,16.0,,,,
