playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,iboxTarget,timePlayed,shotsOnTargetInBox,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,throughBalls,goals,rightFootGoals,headedGoals,clearancesOffTheLine,hitWoodwork,handballsConceded,offsides,redCards2ndYellow,expectedGoalsFreekick,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals
96767,Dimitri Foulquier,Defender,Valencia,Guadeloupe,2019-20,2.0,,0.0228,0.0,,,,1.0,,,2.0,3.0,1.0,2.0,10.0,,2.0,,,,58.0,,3.0,2.0,,1.0,3.0,7.0,,,,1.0,3.7311,,1.0,2.0,6.0,,,,,5.0,1.0,,6.0,4.0,3.0,,1.0,5.0,4.0,3.0,,0.0,,10.0,,5.0,2.0,,,1.0,,1.0,24.0,,3.0,,,,0.0,,1.0,,,,1.0,,2.0,,2.0,,,,,1.0,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Watford,England,2019-20,61.0,,0.9656,0.0,,5.0,1.5619,28.0,,10.0,53.0,18.0,11.0,72.0,430.0,,21.0,1.0,,2.0,966.0,2.0,54.0,2.0,,15.0,45.0,342.0,,28.0,,2.0,23.357,15.0,1.0,15.0,26.0,49.0,92.0,,10.0,115.0,12.0,,143.0,51.0,18.0,,13.0,227.0,24.0,94.0,9.0,0.0,,415.0,9.0,116.0,7.0,,,119.0,16.0,16.0,612.0,4.0,137.0,9.0,,2.0968,2.0,19.0,9.0,3.0,7.0,,15.0,4.0,7.0,6.0,12.0,,,3.0,4.0,23.0,3.0,5.0,15.0,1.0,10.0,76.0,5.0,3.0,4.0,,1.0,1.0,,,,1.0,,,,6.0,6.0,2.0,3.0,2.0,,,,2.0,,,1.0,,
157775,Ken Sema,Midfielder,Pafos,Sweden,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89085,Nathaniel Chalobah,Midfielder,Sheffield Wednesday,England,2019-20,50.0,,0.7603,0.0,,,,30.0,,6.0,70.0,22.0,10.0,90.0,346.0,,33.0,1.0,,,926.0,,62.0,2.0,,23.0,43.0,246.0,,8.0,,2.0,21.9404,8.0,,18.0,14.0,36.0,70.0,,8.0,112.0,6.0,,131.0,64.0,22.0,,19.0,134.0,12.0,79.0,19.0,0.0,,338.0,1.0,139.0,5.0,,,79.0,7.0,10.0,528.0,8.0,126.0,5.0,,0.4638,1.0,20.0,33.0,,3.0,1.0,9.0,2.0,12.0,4.0,14.0,,,1.0,4.0,17.0,1.0,6.0,11.0,4.0,18.0,66.0,2.0,7.0,2.0,,,,,,,,,,0.1553,4.0,13.0,,3.0,,,2.0,2.0,6.0,,,1.0,,
121599,Abdoulaye Doucouré,Midfielder,Everton,Mali,2019-20,204.0,,2.8477,0.0,,12.0,3.8987,64.0,,41.0,319.0,37.0,36.0,363.0,1678.0,,111.0,5.0,,6.0,3167.0,6.0,174.0,7.0,1.0,85.0,119.0,1274.0,,106.0,,7.0,59.127,36.0,4.0,31.0,61.0,148.0,469.0,,15.0,378.0,38.0,,479.0,270.0,37.0,,34.0,791.0,54.0,267.0,55.0,0.0,,1664.0,18.0,510.0,40.0,,,464.0,51.0,41.0,2193.0,24.0,529.0,33.0,,5.1651,9.0,44.0,94.0,5.0,20.0,2.0,24.0,11.0,1.0,5.0,56.0,,1.0,9.0,27.0,24.0,9.0,29.0,30.0,8.0,31.0,266.0,,11.0,11.0,,4.0,4.0,,,1.0,,6.0,,,14.0,2.0,2.0,,2.0,,,,,,,2.0,,
108413,Will Hughes,Midfielder,Crystal Palace,England,2019-20,166.0,,2.5571,0.0,,3.0,1.0512,75.0,,17.0,155.0,30.0,27.0,183.0,841.0,,57.0,3.0,,1.0,2262.0,1.0,170.0,4.0,2.0,66.0,145.0,647.0,,49.0,,7.0,46.3273,24.0,,25.0,46.0,134.0,186.0,,46.0,336.0,40.0,,325.0,126.0,30.0,,28.0,448.0,42.0,279.0,25.0,0.0,,829.0,9.0,326.0,24.0,,,198.0,53.0,11.0,1366.0,16.0,230.0,36.0,,2.2758,9.0,28.0,42.0,3.0,10.0,1.0,18.0,6.0,3.0,20.0,32.0,,,4.0,9.0,49.0,4.0,14.0,47.0,8.0,37.0,132.0,1.0,14.0,6.0,1.0,1.0,1.0,,,,2.0,1.0,,,18.0,36.0,1.0,11.0,1.0,,,,21.0,1.0,,1.0,,
216058,Domingos Quina,Midfielder,Pafos,Portugal,2019-20,6.0,,0.0241,0.0,,1.0,0.018,2.0,,1.0,,4.0,,,10.0,,2.0,,,,18.0,,4.0,,,3.0,4.0,10.0,,,,,1.5696,,,,2.0,4.0,3.0,,1.0,10.0,3.0,,2.0,4.0,4.0,,2.0,4.0,2.0,8.0,,0.0,,10.0,,4.0,1.0,,,3.0,1.0,,24.0,,6.0,1.0,,0.0281,0.0,,,,,,,,4.0,,2.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
175353,Tom Dele-Bashiru,Midfielder,Watford,Nigeria,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38439,Étienne Capoue,Midfielder,Villarreal,France,2019-20,165.0,,2.7096,0.0,,1.0,0.1539,75.0,,13.0,178.0,30.0,30.0,268.0,1434.0,,68.0,6.0,,,2632.0,,186.0,6.0,1.0,35.0,137.0,1054.0,,13.0,,7.0,43.6314,17.0,6.0,56.0,48.0,146.0,388.0,,39.0,351.0,19.0,,440.0,219.0,30.0,,35.0,575.0,42.0,283.0,49.0,0.0,,1345.0,2.0,349.0,23.0,,,351.0,57.0,112.0,1905.0,35.0,600.0,46.0,,0.7867,8.0,90.0,76.0,4.0,6.0,3.0,7.0,5.0,,9.0,19.0,,,1.0,17.0,14.0,1.0,12.0,40.0,11.0,68.0,255.0,5.0,5.0,5.0,3.0,,,,,,2.0,,,0.1907,6.0,6.0,1.0,3.0,1.0,,2.0,2.0,3.0,,,,,
168290,Ignacio Pussetto,Midfielder,Watford,Argentina,2019-20,16.0,,0.0576,0.0,,,,7.0,,,7.0,7.0,,12.0,29.0,,5.0,,,,67.0,,11.0,1.0,,2.0,10.0,15.0,,1.0,,,1.9412,,2.0,3.0,3.0,12.0,2.0,,2.0,27.0,1.0,,15.0,10.0,7.0,,3.0,7.0,2.0,22.0,1.0,0.0,,28.0,,24.0,1.0,,,6.0,3.0,2.0,66.0,5.0,11.0,1.0,,,1.0,5.0,3.0,1.0,,,2.0,,7.0,1.0,4.0,1.0,,,3.0,3.0,,,4.0,1.0,3.0,6.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
61566,Roberto Pereyra,Midfielder,AEK Athens,Argentina,2019-20,120.0,,2.0586,0.0,,9.0,2.6599,20.0,,13.0,81.0,28.0,17.0,91.0,613.0,,27.0,2.0,,4.0,1653.0,4.0,78.0,2.0,,30.0,73.0,510.0,,58.0,,2.0,29.7355,20.0,,5.0,27.0,98.0,170.0,,33.0,198.0,21.0,,133.0,98.0,28.0,,12.0,335.0,25.0,171.0,5.0,0.0,,603.0,12.0,238.0,20.0,,,120.0,21.0,12.0,960.0,3.0,193.0,11.0,,3.1161,4.0,10.0,24.0,4.0,8.0,,8.0,5.0,11.0,6.0,22.0,3.0,,3.0,33.0,26.0,3.0,4.0,8.0,,14.0,190.0,12.0,12.0,5.0,,3.0,2.0,,,,,5.0,,0.3048,9.0,21.0,2.0,2.0,2.0,1.0,4.0,4.0,14.0,,1.0,3.0,1.0,1.0
94924,Gerard Deulofeu,Forward,Udinese,Spain,2019-20,181.0,,4.0957,0.0,,21.0,5.2883,33.0,,43.0,132.0,28.0,25.0,143.0,721.0,,19.0,5.0,,10.0,2105.0,10.0,117.0,2.0,,36.0,116.0,557.0,,159.0,,6.0,38.2556,39.0,1.0,5.0,34.0,163.0,262.0,,22.0,298.0,10.0,,125.0,125.0,28.0,,17.0,420.0,32.0,279.0,1.0,0.0,,693.0,31.0,398.0,61.0,,,123.0,27.0,21.0,1264.0,3.0,172.0,6.0,,6.3031,3.0,11.0,20.0,3.0,21.0,5.0,40.0,7.0,3.0,14.0,18.0,1.0,,14.0,43.0,82.0,14.0,22.0,16.0,,25.0,211.0,6.0,14.0,7.0,3.0,4.0,3.0,,,5.0,2.0,18.0,,0.5089,13.0,34.0,7.0,4.0,7.0,1.0,8.0,8.0,26.0,,1.0,2.0,1.0,1.0
41725,Troy Deeney,Forward,Forest Green Rovers,England,2019-20,370.0,,1.8445,0.0,,23.0,12.1265,19.0,,32.0,311.0,27.0,26.0,326.0,710.0,,480.0,6.0,,11.0,2234.0,11.0,261.0,5.0,,31.0,62.0,375.0,,107.0,,6.0,39.325,27.0,,26.0,39.0,89.0,166.0,,36.0,631.0,12.0,,307.0,62.0,27.0,,7.0,297.0,34.0,151.0,199.0,0.0,,705.0,8.0,434.0,10.0,,,137.0,37.0,9.0,1036.0,4.0,88.0,13.0,,10.6167,3.0,15.0,32.0,1.0,13.0,2.0,9.0,4.0,1.0,1.0,281.0,,,9.0,10.0,9.0,9.0,9.0,12.0,1.0,11.0,100.0,1.0,10.0,4.0,1.0,10.0,7.0,1.0,,,,12.0,,,30.0,1.0,2.0,,2.0,2.0,,,,,1.0,9.0,6.0,5.0
475168,João Pedro,Forward,Chelsea,Brazil,2019-20,7.0,,0.2655,0.0,,,,,,1.0,2.0,3.0,,2.0,9.0,,5.0,,,,22.0,,5.0,1.0,,1.0,3.0,7.0,,3.0,,,0.6381,,,,1.0,4.0,1.0,,,12.0,,,3.0,1.0,3.0,,,8.0,,7.0,2.0,0.0,,9.0,,7.0,3.0,,,1.0,1.0,,19.0,,,1.0,,0.0497,0.0,,1.0,1.0,,,2.0,,3.0,1.0,3.0,,,,1.0,2.0,,1.0,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
194401,Adalberto Peñaranda,Forward,Watford,Venezuela,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73426,Andre Gray,Forward,Port Vale,Jamaica,2019-20,61.0,,0.8267,0.0,,7.0,1.626,4.0,,16.0,50.0,23.0,7.0,52.0,149.0,,46.0,,,5.0,746.0,5.0,27.0,1.0,,12.0,11.0,94.0,,41.0,,1.0,18.5613,10.0,,2.0,17.0,31.0,45.0,,1.0,88.0,3.0,,31.0,26.0,23.0,,1.0,76.0,16.0,42.0,16.0,0.0,,144.0,4.0,108.0,6.0,,,43.0,10.0,3.0,255.0,,22.0,2.0,,2.4312,1.0,2.0,3.0,1.0,3.0,,5.0,,16.0,1.0,30.0,,,3.0,4.0,5.0,3.0,9.0,3.0,1.0,1.0,30.0,,5.0,,,2.0,2.0,,,,,6.0,,,12.0,,,,,,,,,,,4.0,,
173514,Isaac Success,Forward,Al Wasl,Nigeria,2019-20,14.0,,0.04,0.0,,1.0,0.5347,,,1.0,4.0,5.0,,4.0,17.0,,8.0,,,1.0,65.0,1.0,3.0,,,,3.0,13.0,,1.0,,,2.6504,1.0,,,3.0,6.0,9.0,,2.0,17.0,,,1.0,2.0,5.0,,,10.0,3.0,9.0,,0.0,,17.0,2.0,15.0,1.0,,,,2.0,,37.0,,3.0,1.0,,0.0508,1.0,,2.0,,,,2.0,,5.0,,8.0,,,,2.0,2.0,,,,,1.0,7.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,
232185,Ismaïla Sarr,Forward,Crystal Palace,Senegal,2019-20,186.0,,3.2083,0.0,,13.0,3.2734,11.0,,30.0,90.0,28.0,22.0,91.0,492.0,,63.0,2.0,,6.0,2028.0,6.0,124.0,6.0,,31.0,105.0,393.0,,108.0,,5.0,35.1543,21.0,1.0,6.0,35.0,142.0,70.0,,47.0,310.0,8.0,,96.0,121.0,28.0,,1.0,301.0,29.0,247.0,19.0,0.0,,485.0,31.0,362.0,47.0,,,175.0,22.0,8.0,1012.0,1.0,118.0,8.0,,6.1301,1.0,1.0,17.0,18.0,14.0,4.0,81.0,4.0,6.0,18.0,44.0,,,10.0,49.0,81.0,10.0,17.0,10.0,1.0,18.0,151.0,1.0,8.0,4.0,,5.0,5.0,,,,3.0,13.0,,,7.0,,2.0,,2.0,,,,,,2.0,,,
50175,Danny Welbeck,Forward,Brighton and Hove Albion,England,2019-20,73.0,,0.1879,0.0,,9.0,4.0058,14.0,,18.0,40.0,18.0,8.0,41.0,165.0,,55.0,,,7.0,815.0,7.0,61.0,2.0,,13.0,33.0,124.0,,46.0,,1.0,12.4047,3.0,,5.0,15.0,46.0,57.0,,10.0,134.0,11.0,,38.0,27.0,18.0,,8.0,87.0,13.0,79.0,28.0,0.0,,162.0,6.0,95.0,9.0,,,23.0,9.0,,314.0,,37.0,3.0,,3.8825,0.0,1.0,7.0,,4.0,,1.0,,10.0,,27.0,1.0,,4.0,11.0,1.0,4.0,9.0,6.0,1.0,5.0,47.0,1.0,4.0,,,2.0,1.0,,,1.0,,2.0,,,3.0,,,,,1.0,,,,,1.0,2.0,,
