playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCornersIntoBox,unsuccessfulCornersIntoBox,hitWoodwork,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,redCards2ndYellow,clearancesOffTheLine,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,foulWonPenalty,penaltiesTaken,penaltyGoals
216058,Domingos Quina,Midfielder,Watford,57,Portugal,2018-19,34.0,1.0,0.1764,0.0,,1.0,0.1626,9.0,5.0,,28.0,8.0,,3.0,3.0,33.0,1.0,226.0,1.0,,,5.0,,10.0,,,1.0,,334.0,,,8.0,22.0,2.0,10.0,20.0,178.0,5.0,,,5.9857,,2.0,2.0,1.0,6.0,,26.0,64.0,6.0,56.0,6.0,68.0,30.0,8.0,,1.0,2.0,,7.0,116.0,4.0,,1.0,,46.0,2.0,0.0,225.0,4.0,,55.0,7.0,5.0,,61.0,7.0,3.0,15.0,33.0,294.0,1.0,2.0,,1.0,78.0,4.0,1.0,0.1616,0.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94924,Gerard Deulofeu,Forward,Watford,57,Spain,2018-19,155.0,3.0,4.3088,0.0,14.0,22.0,8.8096,11.0,46.0,8.0,152.0,30.0,5.0,25.0,26.0,162.0,42.0,718.0,10.0,34.0,5.0,4.0,9.0,22.0,1.0,4.0,5.0,8.0,2079.0,8.0,5.0,19.0,74.0,3.0,51.0,71.0,540.0,147.0,1.0,2.0,30.2252,,25.0,1.0,3.0,29.0,9.0,136.0,201.0,13.0,229.0,15.0,129.0,71.0,30.0,4.0,10.0,5.0,,40.0,428.0,26.0,,57.0,9.0,207.0,3.0,0.0,680.0,24.0,32.0,402.0,6.0,47.0,,199.0,14.0,14.0,16.0,189.0,1191.0,7.0,20.0,5.0,3.0,133.0,5.0,,7.9728,3.0,10.0,22.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,0.5408,6.0,6.0,,,
18656,Heurelho Gomes,Goalkeeper,Watford,57,Brazil,2018-19,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173514,Isaac Success,Forward,Watford,57,Nigeria,2018-19,121.0,1.0,1.2275,0.0,8.0,10.0,1.4358,15.0,21.0,2.0,94.0,30.0,1.0,15.0,9.0,100.0,12.0,349.0,1.0,12.0,3.0,21.0,,90.0,,5.0,1.0,4.0,1039.0,4.0,4.0,59.0,108.0,2.0,18.0,77.0,241.0,57.0,,1.0,16.9985,,19.0,,11.0,21.0,5.0,62.0,116.0,48.0,229.0,6.0,73.0,60.0,30.0,5.0,1.0,3.0,,11.0,178.0,19.0,,12.0,5.0,139.0,31.0,0.0,343.0,11.0,15.0,200.0,12.0,14.0,,62.0,24.0,2.0,8.0,98.0,612.0,3.0,6.0,3.0,3.0,72.0,10.0,1.0,3.4711,4.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40868,José Holebas,Defender,Watford,57,Greece,2018-19,145.0,10.0,3.5093,1.0,6.0,5.0,2.3226,68.0,11.0,,157.0,28.0,6.0,,27.0,262.0,52.0,833.0,3.0,2.0,6.0,1.0,115.0,101.0,5.0,,42.0,2.0,2394.0,2.0,,40.0,164.0,3.0,53.0,103.0,527.0,24.0,88.0,3.0,37.3574,,32.0,12.0,79.0,39.0,,105.0,228.0,14.0,309.0,19.0,434.0,136.0,28.0,,1.0,28.0,2.0,23.0,354.0,36.0,,167.0,,208.0,61.0,1.0,788.0,6.0,27.0,607.0,40.0,22.0,8.0,43.0,34.0,22.0,44.0,128.0,1742.0,197.0,1.0,6.0,74.0,259.0,19.0,,0.9885,12.0,105.0,88.0,26.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,0.2947,4.0,4.0,,,
157775,Ken Sema,Midfielder,Watford,57,Sweden,2018-19,85.0,1.0,0.5246,0.0,3.0,4.0,0.2083,16.0,9.0,,55.0,17.0,2.0,8.0,9.0,65.0,8.0,236.0,1.0,1.0,1.0,8.0,5.0,38.0,,,1.0,3.0,755.0,3.0,,18.0,64.0,,23.0,44.0,171.0,34.0,,1.0,10.9802,,6.0,,4.0,9.0,2.0,67.0,39.0,9.0,149.0,7.0,62.0,33.0,17.0,,,9.0,1.0,14.0,113.0,9.0,,9.0,2.0,111.0,20.0,0.0,232.0,5.0,4.0,141.0,7.0,19.0,,67.0,13.0,8.0,,68.0,421.0,1.0,9.0,1.0,3.0,59.0,6.0,,0.828,1.0,10.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
54484,Kiko Femenía,Defender,Watford,57,Spain,2018-19,68.0,13.0,2.063,0.0,3.0,2.0,0.5753,49.0,3.0,,107.0,29.0,1.0,1.0,22.0,155.0,43.0,925.0,1.0,3.0,3.0,7.0,7.0,25.0,3.0,1.0,14.0,,2046.0,,1.0,12.0,88.0,3.0,37.0,75.0,739.0,20.0,24.0,4.0,40.0616,,12.0,10.0,63.0,40.0,,56.0,41.0,14.0,156.0,17.0,342.0,128.0,29.0,1.0,1.0,18.0,,9.0,424.0,37.0,,50.0,,131.0,13.0,0.0,910.0,1.0,11.0,274.0,31.0,13.0,6.0,366.0,12.0,36.0,31.0,176.0,1464.0,162.0,3.0,3.0,33.0,360.0,2.0,2.0,0.417,1.0,48.0,48.0,1.0,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
220166,Marc Navarro,Defender,Watford,57,Spain,2018-19,4.0,1.0,0.0032,0.0,,,,4.0,,,2.0,2.0,,,1.0,4.0,4.0,23.0,,,,1.0,,2.0,,,1.0,,85.0,,,2.0,5.0,,1.0,5.0,18.0,1.0,2.0,,1.5233,,,,2.0,2.0,,2.0,,,9.0,,6.0,4.0,2.0,,,2.0,,,5.0,2.0,,4.0,,7.0,,0.0,23.0,,2.0,11.0,2.0,1.0,,9.0,1.0,,1.0,8.0,45.0,4.0,1.0,,1.0,15.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52153,Miguel Britos,Defender,Watford,57,Uruguay,2018-19,9.0,,0.0046,0.0,,,,4.0,,,7.0,3.0,,,2.0,12.0,1.0,59.0,,,,1.0,,8.0,,,,,185.0,,,3.0,11.0,1.0,,6.0,42.0,,,,5.2817,,,2.0,10.0,5.0,,6.0,21.0,1.0,20.0,,28.0,13.0,3.0,,,2.0,,2.0,15.0,4.0,,1.0,,12.0,5.0,0.0,58.0,,,16.0,2.0,1.0,1.0,6.0,3.0,3.0,5.0,4.0,86.0,,1.0,,2.0,32.0,1.0,,,0.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89085,Nathaniel Chalobah,Midfielder,Watford,57,England,2018-19,19.0,1.0,0.08,0.0,1.0,1.0,0.0394,3.0,1.0,,23.0,9.0,,,3.0,28.0,,112.0,,,,6.0,,8.0,,1.0,1.0,,267.0,,,4.0,10.0,1.0,4.0,6.0,80.0,4.0,,,6.0522,,1.0,,7.0,7.0,1.0,15.0,25.0,3.0,29.0,1.0,42.0,19.0,9.0,1.0,,1.0,,2.0,45.0,6.0,,,1.0,21.0,4.0,0.0,112.0,,2.0,43.0,2.0,,1.0,27.0,5.0,5.0,4.0,18.0,156.0,,2.0,,2.0,40.0,4.0,,0.0813,2.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61566,Roberto Pereyra,Midfielder,Watford,57,Argentina,2018-19,178.0,5.0,2.997,0.0,14.0,21.0,6.3771,21.0,43.0,3.0,178.0,33.0,1.0,12.0,33.0,188.0,20.0,1120.0,6.0,3.0,5.0,,17.0,23.0,4.0,4.0,8.0,11.0,2821.0,11.0,2.0,19.0,102.0,5.0,59.0,98.0,886.0,125.0,1.0,4.0,49.1239,,34.0,7.0,20.0,53.0,9.0,159.0,453.0,36.0,280.0,26.0,265.0,186.0,33.0,4.0,5.0,9.0,1.0,48.0,640.0,48.0,,32.0,9.0,257.0,4.0,0.0,1072.0,22.0,21.0,442.0,12.0,41.0,,151.0,27.0,23.0,46.0,251.0,1704.0,21.0,10.0,5.0,4.0,300.0,13.0,1.0,5.5931,3.0,10.0,50.0,3.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,0.4419,6.0,6.0,1.0,,
41945,Sebastian Prödl,Defender,Watford,57,Austria,2018-19,1.0,,,0.0,,,,,,,,1.0,,,,,,3.0,,,,1.0,,,,,,,13.0,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,0.0,3.0,,,,,,,,1.0,,,1.0,3.0,,1.0,,,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,Stefano Okaka,Forward,Watford,57,Italy,2018-19,5.0,,0.1585,0.0,1.0,,,,1.0,,4.0,2.0,,2.0,,4.0,,14.0,,,,2.0,,3.0,,,,,22.0,,,2.0,3.0,,1.0,2.0,10.0,4.0,,,0.3933,,2.0,,,1.0,1.0,3.0,3.0,1.0,8.0,1.0,3.0,2.0,2.0,,,,,,8.0,1.0,,,1.0,5.0,1.0,0.0,12.0,1.0,,8.0,,1.0,,2.0,1.0,,,6.0,25.0,,,,,2.0,,,0.5378,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Watford,57,England,2018-19,39.0,1.0,0.2302,0.0,,2.0,0.4533,17.0,4.0,,35.0,13.0,,5.0,4.0,47.0,2.0,221.0,1.0,1.0,,9.0,2.0,14.0,2.0,1.0,1.0,,471.0,,1.0,10.0,26.0,,12.0,22.0,162.0,8.0,,,8.4882,,1.0,3.0,11.0,7.0,,29.0,59.0,4.0,65.0,4.0,70.0,37.0,13.0,1.0,1.0,8.0,,2.0,100.0,7.0,,3.0,,51.0,4.0,0.0,213.0,2.0,,62.0,9.0,1.0,,56.0,8.0,5.0,12.0,36.0,297.0,,1.0,,8.0,75.0,5.0,,0.2302,2.0,12.0,14.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0595,1.0,1.0,,,
41725,Troy Deeney,Forward,Watford,57,England,2018-19,341.0,2.0,2.7036,1.0,14.0,30.0,9.1792,24.0,50.0,6.0,296.0,32.0,5.0,41.0,28.0,323.0,14.0,825.0,9.0,13.0,7.0,4.0,1.0,437.0,4.0,4.0,2.0,17.0,2547.0,17.0,4.0,228.0,269.0,5.0,42.0,60.0,489.0,136.0,1.0,3.0,45.0191,,38.0,1.0,28.0,44.0,7.0,113.0,244.0,36.0,610.0,16.0,313.0,91.0,32.0,4.0,6.0,10.0,,14.0,362.0,39.0,3.0,14.0,7.0,173.0,209.0,1.0,805.0,20.0,17.0,464.0,14.0,6.0,4.0,145.0,42.0,9.0,13.0,123.0,1246.0,5.0,6.0,7.0,7.0,142.0,21.0,,9.8889,4.0,27.0,35.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0
108413,Will Hughes,Midfielder,Watford,57,England,2018-19,192.0,2.0,2.2911,0.0,14.0,7.0,1.9148,73.0,17.0,2.0,200.0,32.0,4.0,31.0,31.0,227.0,18.0,960.0,2.0,,8.0,1.0,3.0,62.0,3.0,2.0,3.0,3.0,2433.0,3.0,3.0,39.0,193.0,2.0,83.0,170.0,716.0,86.0,,2.0,36.7241,,24.0,2.0,22.0,40.0,6.0,153.0,157.0,71.0,385.0,49.0,350.0,160.0,32.0,2.0,,30.0,2.0,15.0,503.0,38.0,,18.0,6.0,323.0,23.0,0.0,949.0,10.0,1.0,390.0,43.0,27.0,6.0,271.0,54.0,25.0,17.0,182.0,1535.0,,19.0,8.0,14.0,233.0,31.0,1.0,2.5013,5.0,27.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38439,Étienne Capoue,Midfielder,Watford,57,France,2018-19,180.0,1.0,1.0143,1.0,4.0,4.0,1.3382,90.0,14.0,5.0,192.0,33.0,3.0,25.0,33.0,273.0,3.0,1749.0,1.0,,3.0,,1.0,115.0,7.0,2.0,1.0,1.0,2946.0,1.0,2.0,49.0,243.0,3.0,53.0,177.0,1361.0,16.0,2.0,4.0,48.9835,,7.0,13.0,91.0,48.0,1.0,131.0,525.0,58.0,423.0,37.0,538.0,255.0,33.0,2.0,1.0,34.0,,10.0,693.0,45.0,,4.0,1.0,308.0,66.0,1.0,1698.0,10.0,4.0,333.0,56.0,32.0,13.0,405.0,47.0,86.0,115.0,281.0,2298.0,3.0,2.0,3.0,26.0,784.0,37.0,,1.4116,14.0,81.0,71.0,,,,,,,,,,,,,,,,,,,,2.0,,1.0,0.278,5.0,5.0,,,
