season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12437014,29,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,1.0,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,0.00015157,,,,0.0,,,,,,,,11.0,,,,,,,2.0,,6.5,,,,,,,,,1.0,,2.0,,2.0,0,1.0,4.0,,,,1.0
2024-25,12436576,30,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,5.0,3.0,8.0,1.0,2.0,3.0,,,2.0,,,,3.0,4.0,,,0.00820083,0.7234,0.3007,2.0,0.0,1.0,,,,,,,90.0,1.0,,,,,,5.0,,7.5,,,,,2.0,,,,,,10.0,3.0,13.0,3,,22.0,,2.0,,
2024-25,12436576,30,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,2.0,,2.0,,,1.0,,,,,,1.0,1.0,,,,0.0014945,,,,0.0,,,,,,,,11.0,,,,,,,4.0,,6.4,,,,,,,,,,,2.0,,2.0,0,,6.0,3.0,,,
2024-25,12436576,30,91,Bournemouth,Home,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436604,31,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,7.0,1.0,8.0,1.0,2.0,2.0,,,,,,1.0,2.0,2.0,,,0.0112523,1.7189,1.929,,0.0,2.0,,,,,1.0,,89.0,2.0,,,,,,5.0,,8.4,,,1.0,,,,,,1.0,,11.0,1.0,12.0,3,,16.0,,,,
2024-25,12436604,31,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,1.0,,1.0,2.0,,,,,,,,,2.0,1.0,,,0.00032992,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,0,,2.0,,,1.0,
2024-25,12436604,31,91,Bournemouth,Away,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,13560222,32,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,1.0,6.0,3.0,9.0,2.0,5.0,2.0,,1.0,2.0,,,2.0,5.0,7.0,,,0.00897639,0.5308,,1.0,0.0,,,,1.0,,,,90.0,,,,,,,11.0,,6.8,,,2.0,,3.0,,,,1.0,1.0,12.0,4.0,16.0,4,2.0,33.0,1.0,,,2.0
2024-25,13560222,32,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436616,33,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,5.0,3.0,8.0,1.0,1.0,1.0,,,,,,,2.0,2.0,,,0.0348173,0.2038,0.0374,1.0,0.0,,,,,,1.0,,90.0,1.0,1.0,,,,,4.0,,7.3,,,2.0,,3.0,,,,1.0,1.0,8.0,3.0,11.0,3,1.0,22.0,1.0,,,1.0
2024-25,12436616,33,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436535,34,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,6.0,5.0,11.0,1.0,,1.0,,1.0,,,,1.0,5.0,3.0,,,0.174191,,,3.0,1.0,,,,,,1.0,,70.0,,,,,,,6.0,,6.2,,,,,,,,,1.0,1.0,9.0,6.0,15.0,0,,21.0,1.0,3.0,,
2024-25,12436535,34,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,1.0,1.0,,,1.0,,,,,,,,,,,2.49e-06,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
2024-25,12436543,35,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,13.0,1.0,14.0,2.0,1.0,3.0,,1.0,,,,,4.0,5.0,,,0.014229,0.5901,0.7155,2.0,0.0,1.0,,,,,,,87.0,1.0,,,,,,2.0,,7.3,,,3.0,,1.0,,,,,,15.0,1.0,16.0,4,2.0,27.0,,2.0,,1.0
2024-25,12436543,35,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,10.0,,,,,,,1.0,,6.7,,,,,,,,,,,1.0,,1.0,0,1.0,3.0,,,,1.0
2024-25,12436570,36,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,7.0,2.0,9.0,2.0,1.0,3.0,,,,,,1.0,6.0,6.0,,,0.00829331,0.1208,0.4489,2.0,0.0,,,,,,,,90.0,2.0,,,,,,9.0,,7.1,,,,,,1.0,,,,2.0,8.0,2.0,10.0,2,,26.0,5.0,5.0,,
2024-25,12436570,36,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,1.0,,2.0,2.0,1.0,,,,1.0,,,,,1.0,,,,5.332e-05,0.4639,,,0.0,,,,,,,,8.0,,,,,,,,,6.1,,,1.0,,,,,,1.0,,,2.0,2.0,1,,3.0,,,,
2024-25,13854588,37,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,1.0,7.0,3.0,10.0,,1.0,2.0,,1.0,,,,,,3.0,,,0.0316795,0.4301,,,0.0,,,,1.0,1.0,2.0,,83.0,,,,,,,4.0,,6.8,,,2.0,,,,,,1.0,1.0,8.0,5.0,13.0,2,,19.0,1.0,2.0,,
2024-25,13854588,37,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,2.0,,2.0,,,1.0,,,,,,,,,,,0.00082394,0.2856,0.1768,,0.0,1.0,,,,,,,14.0,1.0,,,,,,1.0,,7.3,,,,,,,,,,,3.0,,3.0,1,,5.0,,,,
2024-25,13854588,37,91,Bournemouth,Away,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436536,38,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,8.0,2.0,10.0,2.0,1.0,3.0,,1.0,1.0,,,1.0,5.0,3.0,,,0.0529882,0.3103,,2.0,0.0,,,,,,1.0,,89.0,,,,,,,4.0,,6.7,,,1.0,,,1.0,,,,,10.0,2.0,12.0,2,,18.0,1.0,1.0,1.0,
2024-25,12436536,38,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,3.0,,3.0,,1.0,1.0,,,,,,1.0,3.0,4.0,,,0.00196331,0.0374,,,0.0,,,,,,,,27.0,,,,,,,8.0,,6.7,,,1.0,,,2.0,2.0,,,,5.0,,3.0,1,2.0,17.0,2.0,2.0,,1.0
2024-25,12436536,38,91,Bournemouth,Home,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
