season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768269,27,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,False,,,,9.0,4.0,13.0,2.0,,3.0,,,,,,,3.0,8.0,,,,1.0,,,,,1.0,,74.0,,,,,,,,6.1,,,,,,2.0,,,,2.0,10.0,4.0,14.0,0,,26.0,4.0,,
2015-16,6768269,27,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,1.0,,,7.0,3.0,9.0,2.0,,4.0,1.0,,1.0,,,,,3.0,5.0,,,1.0,,,,,,1.0,90.0,,,,,,,,7.4,,,1.0,,1.0,2.0,2.0,,,1.0,10.0,3.0,11.0,2,3.0,31.0,7.0,,2.0
2015-16,6768269,27,91,Bournemouth,Away,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768268,28,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,3.0,3.0,6.0,1.0,,3.0,,,,,,,1.0,2.0,2.0,,,,,,,,1.0,,20.0,1.0,,,,,,,6.8,,,,,,1.0,,,1.0,,4.0,4.0,8.0,1,1.0,15.0,2.0,,1.0
2015-16,6768268,28,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768268,28,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,1.0,,,12.0,5.0,16.0,6.0,3.0,2.0,,,,1.0,,,1.0,9.0,4.0,,,3.0,,1.0,,,,,90.0,1.0,,,,,,,7.0,,,,,,,2.0,,,,15.0,5.0,18.0,1,,25.0,2.0,1.0,
2015-16,6768268,28,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,1.0,4.0,3.0,7.0,1.0,,2.0,,,2.0,1.0,,,3.0,10.0,6.0,,,2.0,,,,,1.0,,70.0,,,,,,,,6.4,,,,,,5.0,,,1.0,,6.0,3.0,9.0,2,1.0,33.0,3.0,3.0,2.0
2015-16,6768283,29,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,1.0,5.0,4.0,9.0,,,1.0,,,,,,,1.0,5.0,,,,2.0,,,,,1.0,,21.0,1.0,,,,,,,6.5,,,1.0,,,2.0,,,2.0,,6.0,4.0,10.0,2,,16.0,,,
2015-16,6768283,29,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768283,29,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,False,,,,9.0,5.0,14.0,2.0,,2.0,,,,,,,1.0,5.0,4.0,,,1.0,,,,,,1.0,69.0,,,,,,,,6.8,,,1.0,,2.0,2.0,1.0,,,,12.0,5.0,16.0,1,1.0,32.0,2.0,2.0,1.0
2015-16,6768283,29,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,15.0,4.0,19.0,3.0,1.0,10.0,,,2.0,,,,3.0,11.0,9.0,,,1.0,,1.0,,,,2.0,90.0,1.0,,,,,,,7.5,,,,,,8.0,,,1.0,1.0,22.0,4.0,26.0,3,3.0,51.0,5.0,1.0,4.0
2015-16,6768281,30,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,7.0,1.0,8.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,25.0,1.0,,,,,,,6.7,,,,,,2.0,,,,,8.0,3.0,11.0,1,,17.0,,,1.0
2015-16,6768281,30,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,5.0,4.0,9.0,4.0,,,,,,,,,1.0,9.0,1.0,,,2.0,,,,,,1.0,65.0,,,,,,,,6.3,,,,,1.0,2.0,,,,1.0,5.0,7.0,12.0,0,1.0,21.0,1.0,,
2015-16,6768281,30,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,1.0,,,14.0,3.0,16.0,2.0,3.0,6.0,,,2.0,,,,4.0,12.0,4.0,,,1.0,,1.0,,,,1.0,90.0,1.0,,,,,,,6.9,,,3.0,,1.0,5.0,1.0,,,,19.0,3.0,21.0,6,1.0,49.0,5.0,1.0,
2015-16,6768281,30,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768293,31,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,9.0,10.0,19.0,1.0,1.0,1.0,,,,1.0,,,,5.0,4.0,,,1.0,,,,,,,45.0,,,,,,,,6.6,,,1.0,,,4.0,1.0,,,,11.0,10.0,20.0,1,1.0,27.0,,,2.0
2015-16,6768293,31,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,False,,,,5.0,3.0,8.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,45.0,,,,,,,,6.4,,,,,1.0,,,,,1.0,7.0,3.0,10.0,0,,14.0,1.0,,
2015-16,6768293,31,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,7.0,5.0,12.0,2.0,4.0,4.0,,,,1.0,,,3.0,10.0,9.0,,,1.0,,,,,1.0,,90.0,,,,,,,,6.4,,,,,,6.0,1.0,,1.0,2.0,13.0,5.0,17.0,0,1.0,36.0,3.0,1.0,3.0
2015-16,6768310,32,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,2.0,17.0,6.0,23.0,2.0,1.0,2.0,,,,1.0,,,1.0,6.0,3.0,,,1.0,,,,,,1.0,90.0,,,,,,,,6.9,,,2.0,,,3.0,,,3.0,1.0,22.0,7.0,29.0,2,,37.0,1.0,,2.0
2015-16,6768310,32,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768310,32,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,4.0,3.0,7.0,,1.0,,,,,1.0,,,1.0,2.0,2.0,,1.0,,,,,,,,45.0,,,,,,,,6.3,,,1.0,,,,,,,,4.0,3.0,7.0,1,1.0,17.0,2.0,,
2015-16,6768310,32,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768311,33,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,,23.0,10.0,33.0,,,7.0,,,,2.0,,,1.0,8.0,5.0,,,1.0,,,,,,,87.0,1.0,,,,,,,6.4,,,,,,4.0,,,,,29.0,11.0,40.0,1,4.0,63.0,4.0,1.0,
2015-16,6768311,33,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,15.0,2.0,17.0,5.0,3.0,3.0,,,,1.0,,,1.0,13.0,6.0,,,3.0,,1.0,,,,,89.0,1.0,,,,,,,7.1,,,1.0,,,4.0,,,,,17.0,2.0,19.0,2,1.0,36.0,5.0,2.0,1.0
2015-16,6768311,33,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768311,33,91,Bournemouth,Away,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768357,34,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,2.0,9.0,5.0,14.0,1.0,,3.0,,,2.0,,,,1.0,3.0,3.0,,,,,,,,,,45.0,1.0,,,,,,,7.0,,,,,1.0,3.0,,,4.0,,11.0,5.0,16.0,3,1.0,33.0,1.0,,2.0
2015-16,6768357,34,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,1.0,15.0,3.0,18.0,1.0,1.0,5.0,,,3.0,,,,,3.0,6.0,,,1.0,,1.0,,,1.0,3.0,90.0,2.0,,,,,,,7.8,,,,,,3.0,1.0,,1.0,,20.0,4.0,23.0,5,1.0,45.0,5.0,2.0,2.0
2015-16,6768357,34,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,True,,,,2.0,,2.0,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,13.0,1.0,,,,,,,6.6,,,,,,1.0,1.0,,,,3.0,,2.0,1,,9.0,,2.0,
2015-16,6768342,35,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,1.0,13.0,11.0,24.0,,,4.0,,,,1.0,,,1.0,6.0,2.0,,,1.0,,,,,,,63.0,2.0,,,,,,,6.5,,,1.0,,,3.0,2.0,,1.0,,20.0,13.0,31.0,3,2.0,44.0,1.0,,
2015-16,6768342,35,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,True,,,,7.0,3.0,10.0,1.0,,,,,,,,,,3.0,1.0,,,1.0,,,,,,1.0,27.0,,,,,,,,6.5,,,,,,2.0,,,,,7.0,3.0,10.0,0,,13.0,,,1.0
2015-16,6768342,35,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,11.0,3.0,14.0,,2.0,5.0,,,,,,,1.0,5.0,5.0,,,2.0,,,,,,,63.0,1.0,1.0,,,,,,6.8,,,1.0,,,4.0,1.0,,2.0,,16.0,5.0,20.0,2,,35.0,2.0,1.0,2.0
2015-16,6768342,35,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,True,,,,6.0,,6.0,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,27.0,,,,,,,,6.3,,,,,,2.0,,,,,9.0,,9.0,0,,14.0,,1.0,
2015-16,6768339,36,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,6.0,1.0,7.0,,1.0,1.0,,,,,,,2.0,4.0,1.0,,,1.0,,,,,,,11.0,,,,,,,,6.2,,,,,,1.0,,,,,7.0,1.0,8.0,0,,11.0,,,
2015-16,6768339,36,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,True,,,,7.0,2.0,9.0,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,2.0,21.0,,,,,,,,6.5,,,1.0,,,,,,,,7.0,2.0,9.0,2,,12.0,,,
2015-16,6768339,36,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,16.0,5.0,21.0,3.0,,4.0,1.0,,,1.0,,,3.0,11.0,5.0,,,3.0,1.0,,,,2.0,2.0,69.0,,,,,,,,7.3,,,2.0,,,3.0,,,,,22.0,5.0,27.0,2,3.0,41.0,1.0,,2.0
2015-16,6768339,36,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,False,1.0,,,10.0,3.0,12.0,,1.0,3.0,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,4.0,79.0,,,,,,,,6.9,,,1.0,,,,1.0,,,,12.0,3.0,14.0,1,,24.0,4.0,1.0,
2015-16,6768359,37,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,False,,,,17.0,3.0,20.0,,,2.0,,,,,,,3.0,4.0,4.0,,,,,,,,,2.0,90.0,,,,,,,,6.7,,,,,,2.0,3.0,,,,25.0,4.0,26.0,0,2.0,41.0,1.0,1.0,1.0
2015-16,6768359,37,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,16.0,6.0,22.0,,1.0,2.0,,,,,,,4.0,6.0,4.0,,,,,,,,,,60.0,,,,,,,,6.5,,,1.0,,,3.0,,,,,16.0,6.0,22.0,1,2.0,32.0,,,1.0
2015-16,6768359,37,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,True,,,,7.0,,7.0,,,2.0,,,1.0,,,,2.0,3.0,2.0,,,,,,,,,,29.0,1.0,,,,,,,6.7,,,,,,2.0,,,1.0,,9.0,,9.0,2,,17.0,,1.0,1.0
2015-16,6768359,37,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,True,,,,5.0,,5.0,,,,,,1.0,,,,3.0,3.0,2.0,,,,,,,,,,30.0,,,,,,,,6.6,,,1.0,,,1.0,,,,1.0,6.0,,6.0,2,1.0,16.0,2.0,,1.0
2015-16,6768359,37,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,7073008,38,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,1.0,6.0,1.0,7.0,,,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,,6.4,,,,,,1.0,,,1.0,,7.0,1.0,8.0,0,,9.0,,,
2015-16,7073008,38,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,True,,,,2.0,1.0,3.0,1.0,1.0,2.0,,,,2.0,,,1.0,7.0,1.0,,,1.0,,,,,1.0,,23.0,,,,,,,,6.0,,,,,,2.0,,,,1.0,3.0,2.0,5.0,0,,12.0,2.0,,
2015-16,7073008,38,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,7.0,5.0,12.0,3.0,1.0,1.0,,,,,,,4.0,9.0,3.0,,,,,,,,1.0,1.0,67.0,,,,,,,,6.4,,,,,1.0,3.0,1.0,,,,10.0,7.0,16.0,0,,36.0,5.0,2.0,1.0
2015-16,7073008,38,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,False,,,,3.0,3.0,6.0,,,,,,1.0,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,,79.0,,,,,,,,6.4,,,,,1.0,1.0,,,,1.0,6.0,3.0,9.0,1,,19.0,3.0,1.0,
