playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,unsuccessfulCrossesOpenPlay,offsides,goalKicks,oboxBlocked,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,unsuccessfulCrossesAndCorners,iboxBlocked,gkSuccessfulDistribution,cornersWon,clearancesOffTheLine,substituteOff,shotsBlockedOutsideBox,overruns,successfulLayoffs,substituteOn,unsuccessfulDribbles,throwInsToOwnPlayer,successfulCrossesOpenPlay,successfulCrossesAndCorners,catches,savesMadeFromOutsideBox,punches,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,shotsOnTargetIncGoals,expectedGoalsOnTarget,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,tacklesLost,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,throughBalls,successfulCornersIntoBox,throwInsToOppositionPlayer
428580,Frank Onyeka,Midfielder,Coventry,9,Nigeria,2026-27,5.0,0.0088,0.0,2.0,,11.0,2.0,2.0,12.0,39.0,1.0,153.0,,4.0,,1.0,3.0,23.0,,3.8482,,,4.0,5.0,7.0,0.0,9.0,,15.0,7.0,2.0,,14.0,4.0,,8.0,1.0,0.0,39.0,,13.0,1.0,,,12.0,4.0,3.0,4.0,5.0,48.0,,13.0,3.0,,0.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
196100,Gustavo Hamer,Midfielder,Coventry,9,Netherlands,2026-27,7.0,0.0179,0.0,1.0,,3.0,3.0,,4.0,21.0,3.0,32.0,2.0,2.0,1.0,1.0,1.0,16.0,,0.7176,,,1.0,5.0,6.0,0.0,9.0,,7.0,2.0,3.0,,10.0,,2.0,6.0,1.0,0.0,21.0,,8.0,,,,2.0,3.0,,1.0,6.0,26.0,,7.0,2.0,,0.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
480457,Jack Rudoni,Midfielder,Coventry,9,England,2026-27,14.0,0.185,0.0,3.0,2.0,14.0,3.0,2.0,16.0,58.0,6.0,154.0,3.0,7.0,,3.0,4.0,41.0,3.0,1.9623,1.0,,1.0,11.0,9.0,0.0,21.0,1.0,25.0,10.0,3.0,,33.0,1.0,4.0,15.0,3.0,0.0,58.0,,28.0,1.0,,1.0,7.0,3.0,2.0,1.0,17.0,88.0,,11.0,1.0,0.4923,0.0,2.0,1.0,1.0,1.0,,,1.0,4.0,,1.0,1.0,,,1.0,,2.0,1.0,,1.0,1.0,3.0,,1.0,2.0,,,,,,,,,2.0,0.7503,2.0,2.0,,2.0,1.0,,2.0,1.0,
173878,Jay Dasilva,Defender,Coventry,9,Wales,2026-27,8.0,0.1532,0.0,4.0,1.0,15.0,3.0,3.0,19.0,112.0,4.0,265.0,1.0,11.0,1.0,5.0,8.0,92.0,1.0,4.3522,,7.0,5.0,7.0,40.0,0.0,19.0,1.0,45.0,7.0,3.0,,60.0,4.0,4.0,15.0,3.0,0.0,111.0,,31.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,26.0,164.0,1.0,34.0,1.0,0.1831,0.0,4.0,8.0,,7.0,,,,1.0,,,7.0,,,2.0,,1.0,,,1.0,,3.0,14.0,1.0,1.0,,,,,,,,,1.0,0.3251,1.0,1.0,,,,,,,
204813,Joel Latibeaudiere,Defender,Coventry,9,Jamaica,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439668,Josh Eccles,Midfielder,Coventry,9,England,2026-27,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469272,Loum Tchaouna,Forward,Coventry,9,France,2026-27,7.0,0.1859,0.0,1.0,3.0,9.0,3.0,2.0,14.0,59.0,4.0,168.0,2.0,7.0,,2.0,5.0,44.0,4.0,2.2234,,5.0,3.0,5.0,5.0,0.0,14.0,1.0,11.0,9.0,3.0,,33.0,3.0,4.0,10.0,2.0,0.0,58.0,2.0,28.0,1.0,2.0,,23.0,1.0,,1.0,20.0,93.0,1.0,14.0,1.0,0.1959,0.0,5.0,4.0,2.0,6.0,,,2.0,3.0,,2.0,10.0,,,2.0,,2.0,2.0,,5.0,1.0,3.0,,1.0,2.0,,,,,,,,,1.0,0.3741,1.0,1.0,,,3.0,3.0,,,
168144,Matt Grimes,Midfielder,Coventry,9,England,2026-27,8.0,0.0563,0.0,5.0,1.0,17.0,3.0,3.0,28.0,188.0,6.0,270.0,3.0,10.0,1.0,2.0,7.0,156.0,,4.3522,1.0,4.0,5.0,5.0,49.0,0.0,18.0,1.0,68.0,12.0,3.0,,82.0,4.0,,12.0,3.0,0.0,174.0,1.0,41.0,2.0,,3.0,42.0,2.0,1.0,4.0,29.0,225.0,5.0,79.0,1.0,0.0458,0.0,11.0,7.0,1.0,3.0,,,1.0,1.0,,2.0,11.0,,,1.0,,,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,3.0,7.0,5.0,,1.0,
451284,Milan van Ewijk,Defender,Coventry,9,Netherlands,2026-27,13.0,0.2577,0.0,5.0,,9.0,3.0,3.0,12.0,91.0,3.0,270.0,1.0,7.0,1.0,4.0,5.0,77.0,5.0,4.3522,2.0,8.0,5.0,12.0,10.0,0.0,20.0,3.0,27.0,10.0,3.0,,47.0,4.0,6.0,17.0,2.0,0.0,91.0,,28.0,3.0,,2.0,32.0,4.0,5.0,2.0,22.0,148.0,2.0,35.0,1.0,,1.0,3.0,4.0,,1.0,,,,2.0,,,1.0,,,,,,,,1.0,,4.0,11.0,3.0,3.0,,,,,,,,,,,,,,2.0,,,,,7.0
210156,Taiwo Awoniyi,Forward,Coventry,9,Nigeria,2026-27,12.0,0.0334,0.0,,4.0,6.0,3.0,2.0,6.0,29.0,9.0,181.0,7.0,7.0,1.0,4.0,5.0,22.0,8.0,2.2976,,2.0,2.0,5.0,5.0,0.0,19.0,1.0,5.0,6.0,3.0,,13.0,1.0,2.0,10.0,2.0,0.0,29.0,2.0,15.0,,3.0,,8.0,2.0,1.0,1.0,11.0,54.0,,10.0,,1.2386,0.0,,3.0,1.0,,2.0,,,3.0,1.0,2.0,,1.0,,2.0,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,2.0,1.0009,2.0,2.0,1.0,,,,,,
501459,Tatsuhiro Sakamoto,Midfielder,Coventry,9,Japan,2026-27,1.0,0.017,0.0,2.0,,1.0,1.0,,1.0,12.0,1.0,31.0,,3.0,1.0,1.0,2.0,11.0,2.0,0.3353,,,1.0,1.0,,0.0,4.0,1.0,2.0,2.0,1.0,,11.0,,1.0,3.0,1.0,0.0,12.0,,9.0,2.0,,,5.0,,,,5.0,27.0,,1.0,,0.0152,0.0,,,1.0,2.0,,,,,1.0,,2.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
226965,Victor Torp,Midfielder,Coventry,9,Denmark,2026-27,3.0,0.1166,0.0,,,2.0,2.0,,3.0,26.0,,47.0,,,1.0,2.0,,23.0,,0.7578,,,1.0,3.0,8.0,0.0,3.0,1.0,6.0,2.0,2.0,,20.0,,1.0,3.0,,0.0,26.0,,9.0,,,,5.0,1.0,1.0,,7.0,38.0,1.0,4.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,,3.0,,,,,,,,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,
