playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalClearances,totalRedCards,groundDuelsLost,winningGoal,duels,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,blocks,aerialDuels,interceptions,timePlayed,touches,duelsWon,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,offsides,substituteOn,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,keyPassesAttemptAssists,goalsConceded,totalFoulsWon,tacklesLost,unsuccessfulDribbles,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,handballsConceded,unsuccessfulLongPasses,goals,awayGoals,successfulLaunches,homeGoals,rightFootGoals,lastPlayerTackle,redCards2ndYellow,headedGoals,clearancesOffTheLine,hitWoodwork,penaltiesTaken,leftFootGoals,penaltyGoals,throwInsToOppositionPlayer,ownGoalScored,punches,catches,savesMade,drops,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,foulWonPenalty,penaltiesFaced,goalkeeperSmother,penaltiesConceded
49806,Junior Hoilett,Forward,Blackburn,5,Canada,2009-10,102.0,5.0,0.0,93.0,0.0,162.0,67.0,23.0,53.0,23.0,8.0,120.0,8.0,62.0,248.0,62.0,143.0,10.0,0.0,248.0,150.0,,19.0,29.0,942.0,493.0,60.0,5.0,7.0,67.0,185.0,50.0,0.0,7.0,1.0,6.0,8.0,27.0,19.0,8.0,,21.0,2.0,15.0,,2.0,1.0,1.0,9.0,4.0,50.0,,,12.0,15.0,13.0,6.0,41.0,11.0,21.0,11.0,10.0,21.0,10.0,,19.0,,1.0,4.0,1.0,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
7670,Keith Andrews,Midfielder,Blackburn,5,Ireland,2009-10,124.0,48.0,0.0,99.0,0.0,244.0,90.0,32.0,188.0,32.0,25.0,303.0,22.0,256.0,783.0,26.0,192.0,27.0,0.0,755.0,331.0,10.0,52.0,56.0,2112.0,1139.0,120.0,5.0,33.0,230.0,479.0,43.0,4.0,52.0,5.0,13.0,8.0,68.0,22.0,4.0,,14.0,,10.0,2.0,4.0,6.0,3.0,25.0,7.0,93.0,1.0,2.0,19.0,39.0,17.0,16.0,4.0,32.0,17.0,14.0,2.0,52.0,8.0,3.0,39.0,1.0,48.0,6.0,3.0,68.0,1.0,1.0,9.0,0.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12207,Lars Jacobsen,Defender,Blackburn,5,Denmark,2009-10,20.0,49.0,0.0,15.0,0.0,40.0,28.0,13.0,66.0,13.0,3.0,122.0,11.0,102.0,305.0,10.0,33.0,2.0,0.0,302.0,180.0,3.0,7.0,16.0,1033.0,570.0,20.0,2.0,31.0,89.0,179.0,7.0,0.0,21.0,8.0,1.0,,11.0,,,,16.0,,2.0,,1.0,8.0,,5.0,7.0,18.0,,1.0,6.0,26.0,5.0,6.0,3.0,19.0,16.0,,3.0,5.0,2.0,,1.0,,24.0,89.0,,36.0,,,15.0,,,,,,1.0,,,,,36.0,,,,,,,,,,,,,,,,,,
39316,Maceo Rigters,Forward,Blackburn,5,Netherlands,2009-10,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,Mark Bunn,Goalkeeper,Blackburn,5,England,2009-10,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28654,Martin Olsson,Defender,Blackburn,5,Sweden,2009-10,88.0,49.0,0.0,63.0,2.0,202.0,65.0,21.0,104.0,21.0,4.0,194.0,19.0,136.0,402.0,45.0,141.0,36.0,0.0,399.0,273.0,5.0,61.0,28.0,1720.0,811.0,114.0,3.0,34.0,85.0,249.0,34.0,1.0,39.0,13.0,8.0,11.0,27.0,22.0,4.0,,34.0,9.0,2.0,1.0,7.0,13.0,,25.0,6.0,78.0,,2.0,12.0,29.0,37.0,5.0,26.0,23.0,35.0,11.0,6.0,22.0,14.0,,17.0,,17.0,40.0,3.0,32.0,1.0,0.0,14.0,1.0,,1.0,,,1.0,1.0,,1.0,,25.0,,,,,,,,,,,,,,,1.0,,,
16058,Morten Gamst Pedersen,Midfielder,Blackburn,5,Norway,2009-10,198.0,31.0,0.0,145.0,0.0,342.0,123.0,33.0,291.0,33.0,44.0,378.0,27.0,377.0,904.0,67.0,247.0,42.0,0.0,853.0,831.0,2.0,95.0,87.0,2423.0,1809.0,144.0,6.0,45.0,193.0,485.0,65.0,5.0,52.0,16.0,17.0,18.0,61.0,44.0,12.0,7.0,77.0,12.0,6.0,91.0,7.0,44.0,4.0,53.0,9.0,102.0,20.0,2.0,53.0,41.0,37.0,11.0,17.0,32.0,185.0,26.0,40.0,50.0,4.0,24.0,46.0,70.0,42.0,78.0,2.0,86.0,3.0,1.0,11.0,2.0,1.0,,,,,3.0,,2.0,,162.0,,,,,,,,,,,,,,,,,,
4142,Míchel Salgado,Defender,Blackburn,5,Spain,2009-10,79.0,64.0,0.0,62.0,0.0,150.0,70.0,21.0,107.0,21.0,1.0,165.0,16.0,146.0,407.0,21.0,125.0,8.0,0.0,402.0,230.0,7.0,25.0,35.0,1435.0,768.0,71.0,4.0,45.0,102.0,250.0,14.0,3.0,31.0,6.0,2.0,,50.0,3.0,,1.0,9.0,,5.0,,5.0,6.0,1.0,17.0,1.0,63.0,,1.0,11.0,20.0,12.0,8.0,12.0,19.0,9.0,3.0,3.0,42.0,1.0,,27.0,,11.0,72.0,2.0,39.0,,,9.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
50401,Nikola Kalinic,Forward,Blackburn,5,Croatia,2009-10,116.0,2.0,0.0,87.0,4.0,174.0,27.0,26.0,69.0,26.0,19.0,127.0,14.0,73.0,229.0,46.0,136.0,9.0,0.0,229.0,127.0,1.0,38.0,2.0,1448.0,450.0,58.0,7.0,3.0,29.0,154.0,70.0,2.0,8.0,,8.0,8.0,10.0,29.0,9.0,1.0,5.0,21.0,12.0,,2.0,,4.0,29.0,2.0,49.0,,2.0,6.0,25.0,33.0,3.0,14.0,23.0,5.0,21.0,3.0,7.0,6.0,,44.0,,2.0,,6.0,4.0,2.0,0.0,,2.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
13396,Pascal Chimbonda,Defender,Blackburn,5,France,2009-10,72.0,116.0,0.0,48.0,0.0,213.0,103.0,24.0,159.0,24.0,7.0,265.0,22.0,202.0,743.0,31.0,135.0,54.0,0.0,740.0,354.0,11.0,78.0,44.0,1974.0,1308.0,141.0,3.0,43.0,282.0,518.0,23.0,3.0,55.0,6.0,,3.0,43.0,7.0,2.0,1.0,20.0,1.0,2.0,,7.0,6.0,2.0,24.0,6.0,87.0,,,6.0,31.0,31.0,12.0,14.0,25.0,20.0,4.0,4.0,31.0,13.0,,9.0,,23.0,142.0,1.0,43.0,1.0,0.0,16.0,1.0,1.0,1.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
1801,Paul Robinson,Goalkeeper,Blackburn,5,England,2009-10,2.0,52.0,0.0,1.0,0.0,10.0,378.0,35.0,12.0,35.0,,357.0,35.0,759.0,1156.0,,7.0,2.0,0.0,430.0,783.0,,3.0,1.0,3086.0,1472.0,8.0,1.0,409.0,40.0,31.0,,1.0,32.0,,,,1.0,,,1.0,,,,,12.0,,3.0,1.0,9.0,6.0,,2.0,8.0,50.0,3.0,1.0,,41.0,,,5.0,,1.0,,,,366.0,,,747.0,,,197.0,,,,,,,,,,,,,31.0,44.0,106.0,9.0,53.0,4.0,300.0,193.0,23.0,189.0,37.0,52.0,,,2.0,1.0,
76359,Phil Jones,Defender,Blackburn,5,England,2009-10,24.0,91.0,0.0,9.0,0.0,73.0,19.0,9.0,30.0,9.0,,39.0,7.0,52.0,125.0,,39.0,19.0,0.0,125.0,90.0,4.0,34.0,17.0,662.0,294.0,49.0,,21.0,34.0,65.0,10.0,0.0,8.0,,1.0,2.0,22.0,4.0,1.0,,3.0,,2.0,,3.0,,,15.0,1.0,30.0,,1.0,,6.0,8.0,4.0,,5.0,3.0,2.0,1.0,18.0,,,5.0,,8.0,,1.0,22.0,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19718,Ryan Nelsen,Defender,Blackburn,5,New Zealand,2009-10,90.0,321.0,0.0,44.0,2.0,249.0,54.0,28.0,152.0,28.0,,180.0,25.0,226.0,642.0,2.0,110.0,93.0,0.0,636.0,383.0,21.0,139.0,50.0,2270.0,1160.0,159.0,2.0,90.0,237.0,375.0,42.0,3.0,63.0,1.0,5.0,8.0,46.0,12.0,2.0,1.0,3.0,2.0,3.0,1.0,7.0,1.0,,46.0,6.0,66.0,,2.0,10.0,38.0,16.0,19.0,,32.0,3.0,4.0,9.0,27.0,4.0,,32.0,,41.0,5.0,,74.0,4.0,2.0,30.0,2.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0
49323,Steven Nzonzi,Midfielder,Blackburn,5,France,2009-10,253.0,74.0,0.0,108.0,0.0,552.0,155.0,33.0,375.0,33.0,26.0,509.0,33.0,428.0,1346.0,26.0,206.0,201.0,0.0,1345.0,521.0,10.0,346.0,63.0,2867.0,1734.0,299.0,5.0,36.0,413.0,834.0,75.0,6.0,98.0,4.0,12.0,7.0,70.0,26.0,7.0,,6.0,2.0,,,10.0,4.0,8.0,145.0,10.0,98.0,,2.0,18.0,47.0,19.0,17.0,5.0,37.0,6.0,19.0,3.0,53.0,9.0,,65.0,,84.0,,1.0,53.0,2.0,1.0,19.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
3332,Steven Reid,Defender,Blackburn,5,Ireland,2009-10,13.0,2.0,0.0,7.0,0.0,18.0,9.0,4.0,14.0,4.0,1.0,21.0,1.0,18.0,56.0,2.0,11.0,1.0,0.0,53.0,22.0,,7.0,1.0,124.0,71.0,5.0,1.0,3.0,17.0,32.0,1.0,1.0,5.0,,,,1.0,1.0,,,,,3.0,,,,,6.0,,4.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,4.0,,6.0,1.0,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
13524,Vince Grella,Midfielder,Blackburn,5,Australia,2009-10,48.0,11.0,1.0,41.0,0.0,100.0,65.0,15.0,105.0,15.0,16.0,198.0,10.0,160.0,478.0,8.0,85.0,8.0,0.0,475.0,183.0,5.0,15.0,35.0,954.0,609.0,52.0,2.0,27.0,123.0,274.0,3.0,1.0,18.0,3.0,3.0,,28.0,4.0,3.0,,2.0,,5.0,,3.0,3.0,1.0,7.0,,44.0,,,7.0,11.0,12.0,9.0,,11.0,2.0,4.0,,19.0,4.0,,24.0,,44.0,1.0,,55.0,,,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
5484,Yildiray Bastürk,Midfielder,Blackburn,5,Turkey,2009-10,3.0,,0.0,3.0,0.0,5.0,3.0,1.0,3.0,1.0,1.0,12.0,1.0,5.0,18.0,1.0,5.0,,0.0,18.0,7.0,,,1.0,45.0,25.0,2.0,1.0,3.0,2.0,12.0,1.0,0.0,2.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,2.0,,,,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9013,Zurab Khizanishvili,Defender,Blackburn,5,Georgia,2009-10,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
