playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,totalShots,throughBalls,successfulLayoffs,foulWonPenalty,offsides,keyPassesAttemptAssists,shotsOffTargetIncWoodwork,successfulCrossesOpenPlay,goalAssists,cleanSheets,successfulCrossesAndCorners,penaltyGoalsConceded,overruns,goals,awayGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,homeGoals,penaltiesTaken,rightFootGoals,redCards2ndYellow,headedGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,leftFootGoals,otherGoals,gkUnsuccessfulDistribution,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,savesMadeParried,punches,drops,savesMadeFromInsideBox,ownGoalScored,setPiecesGoals,penaltiesConceded,penaltiesSaved,penaltiesFaced,savesFromPenalty,crossesNotClaimed,secondGoalAssists,penaltyGoals
89328,Jordan Slew,Forward,Blackburn,5,England,2011-12,1.0,0.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,0.0,2.0,,1.0,1.0,,,1.0,,,,1.0,2.0,,0.0,1.0,,1.0,1.0,,,1.0,,,,,,3.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87860,Josh Morris,Midfielder,Blackburn,5,England,2011-12,7.0,0.0,,1.0,4.0,2.0,,4.0,3.0,22.0,2.0,2.0,80.0,,2.0,2.0,,2.0,18.0,,,,,1.0,5.0,9.0,,0.0,9.0,7.0,3.0,2.0,,,4.0,7.0,1.0,3.0,4.0,7.0,,0.0,22.0,1.0,12.0,1.0,1.0,,1.0,1.0,,,,5.0,37.0,1.0,,,11.0,0.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49806,Junior Hoilett,Forward,Blackburn,5,Canada,2011-12,252.0,0.0,27.0,49.0,167.0,34.0,34.0,174.0,43.0,853.0,,45.0,2955.0,3.0,30.0,196.0,12.0,181.0,656.0,129.0,1.0,1.0,10.0,65.0,222.0,249.0,45.0,4.0,448.0,241.0,151.0,34.0,14.0,,100.0,441.0,53.0,45.0,161.0,403.0,15.0,0.0,852.0,24.0,455.0,35.0,87.0,2.0,129.0,43.0,37.0,,23.0,234.0,1494.0,6.0,5.0,13.0,255.0,5.0,7.0,35.0,19.0,37.0,14.0,65.0,1.0,14.0,38.0,18.0,16.0,5.0,2.0,17.0,1.0,7.0,7.0,5.0,3.0,1.0,2.0,1.0,4.0,,1.0,2.0,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
51887,Marcus Olsson,Defender,Blackburn,5,Sweden,2011-12,65.0,0.0,5.0,12.0,69.0,12.0,10.0,84.0,38.0,235.0,2.0,33.0,991.0,1.0,21.0,49.0,3.0,37.0,145.0,16.0,12.0,3.0,14.0,18.0,44.0,59.0,20.0,0.0,114.0,114.0,36.0,12.0,3.0,1.0,21.0,104.0,15.0,38.0,35.0,81.0,12.0,0.0,234.0,8.0,189.0,9.0,5.0,,24.0,4.0,18.0,,6.0,38.0,455.0,17.0,,21.0,51.0,1.0,15.0,22.0,1.0,2.0,,6.0,,3.0,8.0,1.0,4.0,1.0,3.0,4.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10954,Mark Bunn,Goalkeeper,Blackburn,5,England,2011-12,,0.0,,,3.0,3.0,3.0,85.0,,121.0,,,270.0,2.0,,1.0,,1.0,2.0,,,11.0,7.0,5.0,,1.0,1.0,0.0,1.0,120.0,27.0,3.0,,,,32.0,5.0,,,1.0,,0.0,36.0,,85.0,,,,,,,,34.0,,149.0,,,33.0,4.0,0.0,82.0,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,32.0,8.0,9.0,,2.0,52.0,20.0,2.0,7.0,2.0,2.0,7.0,,,,,,,,,
28654,Martin Olsson,Defender,Blackburn,5,Sweden,2011-12,76.0,1.0,6.0,39.0,139.0,27.0,23.0,193.0,53.0,719.0,4.0,50.0,2179.0,2.0,20.0,113.0,8.0,83.0,506.0,20.0,57.0,9.0,99.0,47.0,56.0,266.0,32.0,0.0,189.0,320.0,89.0,27.0,10.0,1.0,28.0,270.0,39.0,53.0,40.0,139.0,30.0,0.0,716.0,14.0,379.0,29.0,12.0,7.0,37.0,9.0,46.0,,20.0,96.0,1395.0,172.0,1.0,56.0,269.0,2.0,54.0,61.0,3.0,9.0,,5.0,,4.0,9.0,6.0,13.0,2.0,2.0,13.0,2.0,6.0,,,,,,,,1.0,,7.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
58900,Mauro Formica,Midfielder,Blackburn,5,Argentina,2011-12,172.0,0.0,9.0,78.0,118.0,34.0,25.0,129.0,24.0,697.0,9.0,36.0,2172.0,5.0,25.0,133.0,11.0,122.0,552.0,58.0,1.0,2.0,20.0,47.0,147.0,108.0,30.0,2.0,305.0,181.0,104.0,34.0,11.0,,24.0,317.0,36.0,24.0,60.0,269.0,11.0,0.0,696.0,16.0,265.0,67.0,14.0,9.0,209.0,33.0,59.0,1.0,16.0,199.0,1126.0,3.0,14.0,8.0,255.0,3.0,11.0,35.0,14.0,30.0,8.0,73.0,2.0,,17.0,16.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,0.0,1.0,1.0,4.0,1.0,2.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
16058,Morten Gamst Pedersen,Midfielder,Blackburn,5,Norway,2011-12,181.0,0.0,14.0,66.0,267.0,33.0,33.0,363.0,57.0,1297.0,,67.0,2836.0,6.0,39.0,146.0,17.0,118.0,858.0,21.0,82.0,13.0,59.0,65.0,142.0,308.0,44.0,0.0,327.0,531.0,136.0,33.0,15.0,,9.0,534.0,48.0,168.0,44.0,260.0,28.0,0.0,1232.0,22.0,695.0,51.0,8.0,8.0,256.0,56.0,94.0,,76.0,202.0,2126.0,78.0,6.0,62.0,456.0,6.0,96.0,66.0,9.0,25.0,9.0,80.0,,,62.0,16.0,10.0,4.0,2.0,56.0,1.0,,3.0,2.0,135.0,38.0,1.0,,,,1.0,19.0,89.0,1.0,2.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
4142,Míchel Salgado,Defender,Blackburn,5,Spain,2011-12,40.0,0.0,,26.0,31.0,9.0,9.0,39.0,11.0,189.0,,13.0,655.0,,9.0,33.0,2.0,29.0,139.0,2.0,19.0,7.0,32.0,14.0,31.0,13.0,2.0,0.0,73.0,74.0,24.0,9.0,10.0,,1.0,77.0,12.0,11.0,7.0,60.0,4.0,0.0,188.0,1.0,81.0,16.0,1.0,2.0,80.0,10.0,13.0,,11.0,22.0,382.0,54.0,3.0,15.0,77.0,4.0,8.0,13.0,,,,3.0,,1.0,5.0,,4.0,,,4.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
40501,Nick Blackman,Forward,Blackburn,5,Barbados,2011-12,1.0,0.0,,,1.0,1.0,,1.0,,3.0,1.0,,6.0,,,,,,2.0,1.0,,,,,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,0.0,3.0,,2.0,,,,,,,,,1.0,4.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Paul Robinson,Goalkeeper,Blackburn,5,England,2011-12,1.0,0.0,,,14.0,34.0,34.0,846.0,1.0,1163.0,,1.0,3060.0,6.0,,6.0,16.0,5.0,43.0,1.0,,132.0,17.0,71.0,1.0,14.0,5.0,0.0,7.0,1128.0,285.0,34.0,,,,262.0,55.0,1.0,,6.0,1.0,0.0,418.0,7.0,859.0,,,,21.0,,,,274.0,,1387.0,,,436.0,55.0,0.0,832.0,37.0,,,,,1.0,,4.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,268.0,38.0,96.0,,44.0,374.0,164.0,19.0,40.0,8.0,4.0,51.0,,,,1.0,3.0,1.0,2.0,,
56944,Radosav Petrovic,Midfielder,Blackburn,5,Serbia,2011-12,56.0,0.0,2.0,25.0,71.0,19.0,10.0,95.0,1.0,447.0,9.0,7.0,978.0,2.0,4.0,40.0,4.0,37.0,318.0,4.0,,1.0,33.0,27.0,52.0,112.0,7.0,0.0,96.0,146.0,53.0,19.0,5.0,,3.0,163.0,23.0,1.0,14.0,89.0,3.0,0.0,446.0,,118.0,20.0,5.0,5.0,117.0,28.0,31.0,,34.0,72.0,602.0,1.0,5.0,14.0,189.0,4.0,24.0,23.0,1.0,10.0,3.0,27.0,,,3.0,9.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
86168,Rubén Rochina,Midfielder,Blackburn,5,Spain,2011-12,91.0,0.0,9.0,39.0,52.0,18.0,9.0,67.0,9.0,304.0,9.0,7.0,819.0,3.0,6.0,78.0,4.0,77.0,223.0,17.0,,,7.0,17.0,85.0,57.0,14.0,0.0,169.0,92.0,37.0,18.0,10.0,,25.0,149.0,13.0,14.0,59.0,162.0,1.0,0.0,298.0,4.0,166.0,29.0,24.0,,91.0,14.0,16.0,,14.0,64.0,555.0,1.0,8.0,9.0,91.0,2.0,15.0,19.0,6.0,19.0,7.0,29.0,,,10.0,13.0,1.0,,,3.0,,1.0,2.0,2.0,6.0,1.0,0.0,,,,,,4.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
19188,Scott Dann,Defender,Blackburn,5,England,2011-12,55.0,0.0,2.0,43.0,107.0,27.0,27.0,190.0,1.0,642.0,,54.0,2403.0,,35.0,74.0,13.0,55.0,376.0,35.0,,20.0,224.0,58.0,20.0,94.0,9.0,0.0,129.0,369.0,71.0,27.0,17.0,1.0,,151.0,45.0,1.0,1.0,75.0,19.0,0.0,634.0,3.0,194.0,26.0,3.0,29.0,135.0,13.0,36.0,2.0,76.0,44.0,1043.0,,1.0,62.0,302.0,2.0,83.0,38.0,6.0,13.0,,,,1.0,9.0,7.0,1.0,1.0,3.0,1.0,,,1.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
116221,Sebastian Usai,Goalkeeper,Blackburn,5,Australia,2011-12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19602,Simon Vukcevic,Midfielder,Blackburn,5,Montenegro,2011-12,24.0,0.0,2.0,9.0,15.0,7.0,4.0,18.0,5.0,79.0,3.0,5.0,377.0,1.0,4.0,22.0,4.0,21.0,58.0,9.0,,1.0,9.0,9.0,20.0,13.0,7.0,0.0,46.0,17.0,19.0,7.0,1.0,,6.0,33.0,5.0,5.0,12.0,41.0,1.0,0.0,79.0,1.0,43.0,8.0,5.0,,19.0,1.0,7.0,,3.0,30.0,155.0,,3.0,4.0,28.0,0.0,3.0,4.0,1.0,5.0,,1.0,1.0,1.0,1.0,4.0,,1.0,,,,,1.0,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49323,Steven Nzonzi,Midfielder,Blackburn,5,France,2011-12,168.0,0.0,9.0,55.0,228.0,32.0,31.0,286.0,4.0,1736.0,1.0,165.0,2810.0,3.0,76.0,190.0,13.0,101.0,1321.0,37.0,,11.0,72.0,67.0,92.0,389.0,24.0,0.0,358.0,588.0,168.0,32.0,22.0,,3.0,725.0,54.0,4.0,29.0,193.0,89.0,0.0,1732.0,5.0,353.0,33.0,22.0,7.0,532.0,49.0,55.0,,129.0,227.0,2097.0,,,26.0,728.0,7.0,58.0,55.0,8.0,18.0,3.0,70.0,,1.0,16.0,10.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,
13524,Vince Grella,Midfielder,Blackburn,5,Australia,2011-12,,0.0,,2.0,,1.0,,1.0,,9.0,1.0,,11.0,,,2.0,,2.0,7.0,,,,,,,3.0,,0.0,2.0,3.0,,1.0,,,,5.0,,,,2.0,,0.0,9.0,,1.0,2.0,,,2.0,,1.0,,1.0,1.0,13.0,,,,3.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13239,Yakubu,Forward,Blackburn,5,Nigeria,2011-12,129.0,1.0,9.0,14.0,142.0,30.0,29.0,155.0,13.0,540.0,1.0,32.0,2451.0,8.0,22.0,63.0,11.0,53.0,358.0,109.0,,1.0,8.0,52.0,107.0,155.0,27.0,2.0,192.0,115.0,61.0,30.0,2.0,,27.0,288.0,41.0,13.0,74.0,160.0,10.0,1.0,537.0,15.0,320.0,12.0,12.0,2.0,144.0,33.0,14.0,,27.0,126.0,879.0,6.0,10.0,3.0,99.0,1.0,13.0,13.0,31.0,57.0,6.0,49.0,1.0,17.0,25.0,26.0,2.0,2.0,2.0,2.0,,1.0,17.0,6.0,2.0,,11.0,5.0,10.0,,5.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0
