playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,goalsConceded,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,totalTackles,unsuccessfulShortPasses,gamesPlayed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,groundDuels,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,aerialDuels,leftsidePasses,interceptions,backwardPasses,timePlayed,touches,aerialDuelsLost,duelsWon,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalShots,throughBalls,successfulLayoffs,starts,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,unsuccessfulLayoffs,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,totalFoulsWon,homeGoals,rightFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,successfulLongPasses,substituteOff,unsuccessfulLaunches,unsuccessfulLongPasses,overruns,goalAssists,cleanSheets,goalsConcededOutsideBox,successfulCornersIntoBox,penaltyGoalsConceded,successfulLaunches,totalClearances,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,handballsConceded,foulWonPenalty,lastPlayerTackle,clearancesOffTheLine,hitWoodwork,penaltiesTaken,penaltyGoals,penaltiesConceded,ownGoalScored,punches,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,goalkeeperSmother,drops,crossesNotClaimed,redCards2ndYellow
3118,Jason Roberts,Forward,Blackburn,5,Grenada,2010-11,0.0,0.0,2.0,103.0,28.0,70.0,4.0,164.0,77.0,35.0,25.0,10.0,81.0,25.0,2.0,161.0,26.0,83.0,272.0,130.0,272.0,12.0,191.0,8.0,34.0,61.0,5.0,64.0,1471.0,477.0,19.0,61.0,46.0,30.0,185.0,76.0,10.0,2.0,6.0,10.0,17.0,1.0,26.0,13.0,9.0,5.0,15.0,4.0,,2.0,5.0,,11.0,84.0,26.0,1.0,3.0,22.0,,9.0,57.0,15.0,7.0,10.0,10.0,2.0,25.0,4.0,5.0,,2.0,2.0,4.0,1.0,2.0,,4.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
17152,Jermaine Jones,Midfielder,Blackburn,5,United States,2010-11,0.0,0.0,8.0,90.0,22.0,87.0,0.0,181.0,198.0,79.0,15.0,57.0,113.0,15.0,19.0,205.0,19.0,138.0,440.0,157.0,439.0,,191.0,38.0,24.0,122.0,46.0,33.0,1296.0,701.0,13.0,91.0,80.0,98.0,271.0,12.0,26.0,1.0,2.0,2.0,11.0,2.0,16.0,15.0,10.0,,,,,1.0,,1.0,10.0,77.0,19.0,,,7.0,,10.0,20.0,11.0,9.0,7.0,4.0,11.0,40.0,31.0,4.0,16.0,25.0,1.0,,3.0,3.0,,6.0,1.0,26.0,,2.0,,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
87860,Josh Morris,Midfielder,Blackburn,5,England,2010-11,0.0,0.0,0.0,9.0,4.0,10.0,0.0,13.0,5.0,5.0,4.0,1.0,2.0,4.0,,16.0,4.0,4.0,29.0,11.0,29.0,4.0,14.0,1.0,2.0,2.0,2.0,12.0,83.0,50.0,2.0,4.0,4.0,11.0,25.0,1.0,2.0,1.0,,,,,1.0,,4.0,,,,1.0,2.0,,,1.0,7.0,3.0,,,5.0,,4.0,6.0,,,1.0,,,1.0,,,1.0,2.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49806,Junior Hoilett,Forward,Blackburn,5,Canada,2010-11,0.0,0.0,2.0,143.0,26.0,86.0,2.0,262.0,128.0,89.0,24.0,38.0,82.0,24.0,10.0,196.0,24.0,86.0,362.0,238.0,359.0,7.0,276.0,28.0,24.0,66.0,29.0,82.0,1497.0,784.0,18.0,119.0,113.0,90.0,266.0,95.0,16.0,8.0,12.0,11.0,24.0,7.0,20.0,17.0,38.0,5.0,4.0,2.0,5.0,10.0,1.0,1.0,23.0,125.0,24.0,3.0,2.0,58.0,1.0,43.0,100.0,6.0,13.0,18.0,51.0,3.0,17.0,10.0,10.0,7.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,3.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
7670,Keith Andrews,Midfielder,Blackburn,5,Ireland,2010-11,0.0,0.0,0.0,13.0,6.0,34.0,0.0,27.0,43.0,21.0,5.0,9.0,26.0,5.0,2.0,52.0,5.0,29.0,136.0,24.0,135.0,3.0,33.0,7.0,3.0,41.0,4.0,18.0,225.0,167.0,2.0,14.0,13.0,55.0,96.0,2.0,6.0,,,1.0,1.0,1.0,7.0,2.0,1.0,,,,,,,,1.0,11.0,3.0,,,,,1.0,2.0,1.0,,,1.0,,3.0,11.0,1.0,1.0,3.0,,,,1.0,,1.0,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
61858,Mame Biram Diouf,Forward,Blackburn,5,Senegal,2010-11,0.0,0.0,2.0,146.0,28.0,66.0,0.0,272.0,114.0,70.0,27.0,36.0,119.0,27.0,8.0,154.0,25.0,129.0,345.0,149.0,344.0,10.0,237.0,28.0,123.0,83.0,10.0,82.0,1624.0,622.0,75.0,126.0,78.0,62.0,208.0,81.0,21.0,,6.0,16.0,30.0,2.0,34.0,17.0,20.0,3.0,16.0,2.0,1.0,,8.0,3.0,20.0,71.0,27.0,1.0,,23.0,1.0,20.0,42.0,48.0,14.0,9.0,15.0,1.0,21.0,8.0,6.0,8.0,10.0,2.0,1.0,,3.0,,3.0,1.0,9.0,2.0,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10954,Mark Bunn,Goalkeeper,Blackburn,5,England,2010-11,0.0,0.0,1.0,,4.0,1.0,0.0,,90.0,35.0,3.0,,1.0,3.0,,18.0,4.0,73.0,93.0,,23.0,1.0,73.0,,,2.0,,,225.0,119.0,,,,2.0,2.0,,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,,30.0,72.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,3.0,7.0,8.0,3.0,32.0,16.0,3.0,23.0,1.0,3.0,5.0,,,,,
28654,Martin Olsson,Defender,Blackburn,5,Sweden,2010-11,0.0,0.0,3.0,136.0,37.0,159.0,2.0,273.0,322.0,88.0,29.0,33.0,157.0,29.0,8.0,247.0,33.0,210.0,594.0,187.0,593.0,4.0,442.0,25.0,86.0,36.0,35.0,77.0,2371.0,1279.0,45.0,137.0,96.0,157.0,369.0,43.0,62.0,19.0,7.0,9.0,23.0,,5.0,25.0,84.0,2.0,1.0,0.0,3.0,20.0,,35.0,13.0,91.0,39.0,2.0,,40.0,,87.0,65.0,41.0,14.0,16.0,24.0,8.0,21.0,15.0,2.0,50.0,53.0,5.0,1.0,6.0,4.0,1.0,6.0,9.0,76.0,2.0,1.0,2.0,132.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
58900,Mauro Formica,Midfielder,Blackburn,5,Argentina,2010-11,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16058,Morten Gamst Pedersen,Midfielder,Blackburn,5,Norway,2010-11,0.0,0.0,1.0,168.0,42.0,248.0,2.0,312.0,530.0,159.0,35.0,55.0,303.0,35.0,15.0,474.0,39.0,397.0,1126.0,234.0,1053.0,8.0,801.0,40.0,78.0,170.0,75.0,178.0,2517.0,2001.0,43.0,144.0,109.0,305.0,650.0,30.0,60.0,13.0,14.0,14.0,27.0,10.0,61.0,27.0,72.0,4.0,,1.0,126.0,50.0,5.0,106.0,47.0,125.0,41.0,3.0,1.0,14.0,,202.0,44.0,35.0,13.0,40.0,13.0,11.0,43.0,79.0,4.0,75.0,94.0,1.0,6.0,4.0,3.0,26.0,5.0,17.0,56.0,3.0,17.0,91.0,93.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,
4142,Míchel Salgado,Defender,Blackburn,5,Spain,2010-11,0.0,0.0,10.0,118.0,50.0,44.0,0.0,285.0,425.0,131.0,36.0,103.0,194.0,36.0,21.0,261.0,46.0,273.0,793.0,234.0,786.0,,415.0,82.0,51.0,230.0,86.0,94.0,3032.0,1626.0,26.0,167.0,142.0,275.0,480.0,8.0,64.0,16.0,4.0,1.0,6.0,2.0,5.0,36.0,34.0,,1.0,,,16.0,5.0,64.0,19.0,92.0,27.0,,,6.0,,35.0,20.0,25.0,5.0,6.0,12.0,22.0,43.0,40.0,8.0,68.0,79.0,1.0,2.0,5.0,4.0,,6.0,23.0,127.0,,,,217.0,2.0,,1.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,
50401,Nikola Kalinic,Forward,Blackburn,5,Croatia,2010-11,1.0,1.0,2.0,94.0,15.0,47.0,4.0,134.0,38.0,28.0,18.0,3.0,42.0,18.0,1.0,107.0,14.0,46.0,185.0,113.0,185.0,3.0,140.0,2.0,21.0,34.0,7.0,66.0,1070.0,365.0,16.0,40.0,35.0,33.0,136.0,60.0,6.0,1.0,6.0,11.0,26.0,4.0,30.0,15.0,7.0,5.0,15.0,4.0,,1.0,2.0,,8.0,78.0,23.0,1.0,3.0,22.0,1.0,7.0,46.0,5.0,15.0,3.0,9.0,2.0,30.0,3.0,11.0,,4.0,4.0,1.0,1.0,1.0,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
1801,Paul Robinson,Goalkeeper,Blackburn,5,England,2010-11,0.0,0.0,0.0,4.0,55.0,15.0,0.0,12.0,1112.0,308.0,36.0,2.0,18.0,36.0,1.0,358.0,50.0,738.0,1155.0,10.0,377.0,,747.0,1.0,2.0,28.0,,,3195.0,1431.0,,8.0,6.0,59.0,42.0,,42.0,,,,,,,36.0,,,,,,,2.0,,10.0,4.0,2.0,,,,,,,2.0,,4.0,1.0,,2.0,375.0,1.0,371.0,720.0,,1.0,8.0,5.0,,6.0,194.0,42.0,,,,,,,,,,,,2.0,,23.0,42.0,113.0,49.0,359.0,189.0,20.0,231.0,7.0,49.0,64.0,,1.0,1.0,6.0,
76359,Phil Jones,Defender,Blackburn,5,England,2010-11,0.0,0.0,4.0,111.0,33.0,97.0,0.0,264.0,370.0,74.0,26.0,75.0,206.0,26.0,24.0,234.0,32.0,260.0,683.0,198.0,680.0,2.0,335.0,51.0,66.0,140.0,76.0,76.0,2176.0,1140.0,33.0,153.0,120.0,191.0,379.0,17.0,51.0,2.0,4.0,4.0,14.0,4.0,10.0,24.0,13.0,,1.0,,,2.0,2.0,,7.0,78.0,35.0,,,17.0,,13.0,33.0,33.0,10.0,7.0,10.0,15.0,27.0,44.0,2.0,58.0,54.0,3.0,,6.0,1.0,,2.0,13.0,120.0,,,,8.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
5053,Roque Santa Cruz,Forward,Blackburn,5,Paraguay,2010-11,0.0,0.0,0.0,43.0,9.0,57.0,0.0,76.0,54.0,11.0,10.0,4.0,66.0,10.0,1.0,110.0,7.0,71.0,217.0,22.0,217.0,3.0,100.0,3.0,54.0,48.0,2.0,58.0,564.0,277.0,28.0,33.0,7.0,36.0,142.0,34.0,4.0,,2.0,1.0,8.0,,25.0,7.0,1.0,,2.0,,,,3.0,,6.0,15.0,3.0,,,5.0,,1.0,9.0,26.0,7.0,2.0,,,7.0,4.0,5.0,2.0,5.0,,,1.0,2.0,,2.0,,4.0,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
86168,Rubén Rochina,Midfielder,Blackburn,5,Spain,2010-11,0.0,0.0,1.0,22.0,4.0,11.0,0.0,32.0,15.0,7.0,4.0,2.0,11.0,4.0,,21.0,4.0,13.0,43.0,30.0,42.0,3.0,26.0,2.0,2.0,5.0,,12.0,117.0,71.0,1.0,10.0,9.0,10.0,27.0,2.0,3.0,1.0,,,1.0,,4.0,1.0,,,,,2.0,1.0,,,1.0,21.0,4.0,,,3.0,,2.0,11.0,1.0,1.0,,3.0,,6.0,3.0,1.0,1.0,2.0,,,,,,2.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
19718,Ryan Nelsen,Defender,Blackburn,5,New Zealand,2010-11,0.0,1.0,3.0,81.0,46.0,144.0,0.0,205.0,409.0,86.0,28.0,52.0,140.0,28.0,11.0,158.0,43.0,240.0,728.0,101.0,713.0,,256.0,41.0,104.0,121.0,85.0,54.0,2414.0,1259.0,48.0,124.0,68.0,332.0,425.0,31.0,46.0,2.0,5.0,5.0,11.0,,2.0,28.0,4.0,3.0,,1.0,,2.0,,,3.0,33.0,14.0,2.0,2.0,,,4.0,3.0,56.0,6.0,3.0,2.0,28.0,18.0,63.0,2.0,104.0,100.0,,3.0,5.0,3.0,,3.0,33.0,279.0,1.0,,,4.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0
49323,Steven Nzonzi,Midfielder,Blackburn,5,France,2010-11,1.0,1.0,4.0,85.0,13.0,114.0,0.0,200.0,243.0,64.0,21.0,36.0,161.0,21.0,8.0,191.0,9.0,188.0,553.0,84.0,551.0,8.0,220.0,28.0,116.0,134.0,28.0,62.0,1268.0,764.0,49.0,115.0,48.0,176.0,337.0,36.0,45.0,2.0,1.0,5.0,18.0,1.0,19.0,13.0,5.0,1.0,2.0,1.0,,2.0,2.0,,6.0,36.0,10.0,0.0,,4.0,1.0,5.0,8.0,67.0,13.0,2.0,2.0,5.0,21.0,28.0,3.0,17.0,27.0,,,3.0,4.0,,3.0,4.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13524,Vince Grella,Midfielder,Blackburn,5,Australia,2010-11,0.0,0.0,2.0,17.0,8.0,37.0,0.0,33.0,83.0,11.0,5.0,8.0,37.0,5.0,2.0,63.0,8.0,48.0,169.0,29.0,168.0,1.0,58.0,6.0,4.0,31.0,9.0,18.0,310.0,213.0,,16.0,12.0,59.0,113.0,,7.0,1.0,1.0,,,1.0,3.0,4.0,1.0,,,,,1.0,,,1.0,17.0,4.0,,,,,1.0,4.0,4.0,,,,1.0,9.0,8.0,4.0,10.0,11.0,,,,,,1.0,2.0,8.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
