season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6767963,3,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,2.0,19.0,10.0,29.0,,,2.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,57.0,,,,,,,6.5,,,,,,,,,2.0,,19.0,10.0,29.0,0,1.0,33.0,,1.0,,
2015-16,6767963,3,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6767963,3,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,2.0,1.0,2.0,3.0,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,11.0,,,,,,,6.3,,,,,1.0,,,,2.0,,2.0,2.0,4.0,0,,7.0,,1.0,,
2015-16,6767963,3,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,1.0,10.0,3.0,13.0,2.0,,1.0,,,,,,,,3.0,2.0,,,1.0,,,,,,,,33.0,,,,,,,7.0,,,1.0,,1.0,,1.0,,1.0,,14.0,3.0,16.0,1,2.0,25.0,3.0,,,
2015-16,6767963,3,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,1.0,26.0,25.0,51.0,,1.0,5.0,,,,2.0,,,,2.0,2.0,,,,,,,,3.0,1.0,,90.0,,,,,,,6.7,,,,,1.0,,,,4.0,,33.0,28.0,61.0,0,1.0,68.0,1.0,,,
2015-16,6767963,3,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,1.0,21.0,13.0,32.0,1.0,,4.0,2.0,,,,,,5.0,8.0,6.0,,,1.0,1.0,,,,1.0,2.0,,90.0,,,,,,,7.2,,,1.0,,,1.0,3.0,,1.0,1.0,23.0,13.0,33.0,1,2.0,54.0,2.0,4.0,,
2015-16,6768033,4,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,1.0,10.0,8.0,18.0,,,1.0,,,,,,,,,1.0,,,,,,,,,2.0,,25.0,,,,,1.0,,4.9,,,,,1.0,,1.0,,1.0,,11.0,8.0,18.0,0,,23.0,,1.0,,
2015-16,6768033,4,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,1.0,4.0,5.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,27.0,,,,,3.0,,6.4,,,,,2.0,,,,2.0,,4.0,4.0,8.0,0,,11.0,,,,
2015-16,6768033,4,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,False,1.0,,2.0,13.0,3.0,15.0,1.0,,2.0,,,,,,,2.0,3.0,3.0,,,1.0,,,,,,1.0,,31.0,1.0,,,,5.0,,5.8,,,1.0,,,1.0,2.0,,4.0,,16.0,3.0,17.0,2,1.0,27.0,,1.0,1.0,1.0
2015-16,6768033,4,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,4.0,4.0,8.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,9.0,,,,,3.0,,6.4,,,,,,,,,,,5.0,4.0,9.0,0,,12.0,2.0,,,
2015-16,6768033,4,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,7.0,38.0,35.0,73.0,,2.0,9.0,,,,,,,,,8.0,,,,,,,,1.0,2.0,,90.0,,,,,12.0,,7.8,,,,,1.0,3.0,2.0,,8.0,,45.0,40.0,83.0,0,3.0,96.0,,,3.0,3.0
2015-16,6768033,4,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,10.0,7.0,17.0,,,5.0,,,1.0,,,,1.0,7.0,3.0,,,,,,,,,,,68.0,,,,,19.0,,6.1,,,2.0,,,8.0,5.0,,1.0,,18.0,7.0,20.0,3,1.0,44.0,2.0,,2.0,1.0
2015-16,6768034,5,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768034,5,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,5.0,8.0,13.0,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,2.0,,,,,,,,1.0,,,33.0,,,,,,,6.4,,,,,,,,,1.0,,8.0,8.0,16.0,0,1.0,21.0,,,,
2015-16,6768034,5,110,Stoke_City,Away,10468,11735,Steve Sidwell,steve-sidwell,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768034,5,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,1.0,12.0,17.0,29.0,1.0,,4.0,,,,1.0,,,1.0,3.0,4.0,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,6.5,,,,,4.0,,,,5.0,,15.0,21.0,36.0,0,3.0,52.0,,1.0,,
2015-16,6768034,5,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,11.0,10.0,21.0,,,10.0,,,2.0,1.0,,,2.0,3.0,3.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,6.8,,,,,,2.0,1.0,,1.0,,17.0,11.0,27.0,3,,44.0,4.0,1.0,2.0,
2015-16,6768063,6,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,False,1.0,,2.0,4.0,20.0,23.0,4.0,2.0,4.0,,,,1.0,,,,5.0,6.0,,,,,,,,2.0,1.0,,90.0,,,,,,,6.8,,,,,4.0,,1.0,,11.0,,13.0,24.0,36.0,0,4.0,49.0,1.0,,,
2015-16,6768063,6,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,3.0,4.0,7.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,11.0,,,,,,,6.6,,,,,,,1.0,,,,4.0,5.0,8.0,0,1.0,10.0,,,,
2015-16,6768063,6,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,23.0,23.0,46.0,1.0,3.0,10.0,,,,1.0,,,,2.0,8.0,,,,,,,,5.0,1.0,,90.0,,,,,,,7.7,,,,,2.0,1.0,,,5.0,,32.0,25.0,57.0,0,4.0,75.0,,,1.0,
2015-16,6768063,6,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,4.0,,2.0,19.0,8.0,23.0,,1.0,9.0,,,,,,,1.0,1.0,9.0,,,,,,,,2.0,4.0,,90.0,1.0,,,,,,7.9,,,1.0,,,4.0,10.0,,4.0,2.0,30.0,10.0,30.0,2,2.0,60.0,4.0,2.0,4.0,
2015-16,6768072,7,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,1.0,11.0,5.0,16.0,,,5.0,,1.0,,,,,2.0,2.0,4.0,,,,,,,,1.0,,,45.0,,,,,,,6.5,,,1.0,,,1.0,3.0,,2.0,,16.0,7.0,20.0,1,3.0,34.0,1.0,,1.0,
2015-16,6768072,7,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,False,1.0,,8.0,22.0,15.0,36.0,,,7.0,,,,,,,,3.0,2.0,,,3.0,,,,,,,,75.0,,,,,,,6.8,,,,,1.0,,4.0,,13.0,,30.0,17.0,43.0,0,1.0,50.0,,1.0,,
2015-16,6768072,7,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,26.0,19.0,45.0,,1.0,10.0,,,,3.0,,,2.0,7.0,3.0,,,2.0,,,,,4.0,,,90.0,1.0,1.0,,,,,6.8,,,,,5.0,,,,3.0,,29.0,20.0,49.0,1,2.0,67.0,,,,
2015-16,6768072,7,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,1.0,,2.0,5.0,3.0,7.0,,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,45.0,,,,,,,6.5,,,,,,,1.0,,3.0,,8.0,3.0,10.0,0,,14.0,2.0,,,
2015-16,6768083,8,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,4.0,2.0,6.0,,,5.0,,,1.0,,,,,5.0,3.0,,,1.0,,,,,,,,32.0,1.0,,,,,,6.6,,,,,,5.0,,,,,4.0,2.0,6.0,2,2.0,18.0,3.0,,1.0,
2015-16,6768083,8,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,False,,,5.0,9.0,18.0,27.0,,1.0,5.0,,,,5.0,,,,10.0,4.0,,,5.0,,,,,2.0,2.0,,90.0,1.0,1.0,,,,,6.5,,,,,3.0,,1.0,,12.0,,18.0,18.0,35.0,1,1.0,48.0,,2.0,,
2015-16,6768083,8,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768083,8,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,1.0,,3.0,14.0,26.0,39.0,1.0,,6.0,,,,3.0,,,,4.0,4.0,,,,,,,,3.0,2.0,,90.0,,2.0,,,,,7.2,,,,,5.0,,2.0,,4.0,,16.0,28.0,42.0,0,3.0,61.0,1.0,1.0,,
2015-16,6768104,9,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,,3.0,3.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,15.0,1.0,,,,,,6.6,,,,,,1.0,,,,,1.0,3.0,4.0,1,1.0,7.0,,,,
2015-16,6768104,9,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768104,9,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,False,,,4.0,18.0,23.0,41.0,1.0,,3.0,,,,,,,1.0,4.0,2.0,,,1.0,,,,,2.0,,,70.0,,,,,,,6.9,,,1.0,,,2.0,,,6.0,,20.0,26.0,46.0,1,1.0,56.0,,,1.0,
2015-16,6768104,9,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,2.0,3.0,5.0,1.0,,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,11.0,,,,,,,6.5,,,,,,,,,,,2.0,4.0,6.0,0,1.0,9.0,1.0,,,
2015-16,6768104,9,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,24.0,34.0,58.0,,1.0,10.0,,,,,,,1.0,2.0,7.0,,,1.0,,,,,2.0,,,90.0,,,,,,,7.5,,,,,3.0,,,,7.0,,27.0,38.0,65.0,0,5.0,78.0,,1.0,,
2015-16,6768104,9,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,14.0,15.0,29.0,,,7.0,1.0,,1.0,2.0,,,1.0,4.0,1.0,,,1.0,,,,,,3.0,,90.0,,,,,,,7.2,,,2.0,,,,4.0,,1.0,,21.0,17.0,34.0,3,,47.0,3.0,1.0,,
2015-16,6768102,10,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768102,10,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,6.0,7.0,32.0,39.0,5.0,1.0,4.0,,,,,,,1.0,7.0,4.0,1.0,,1.0,,,,,,,,81.0,,,,,,,6.0,,,,,4.0,,,,9.0,,10.0,37.0,47.0,0,2.0,58.0,1.0,2.0,,
2015-16,6768102,10,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,False,,,6.0,20.0,16.0,36.0,2.0,2.0,2.0,,,2.0,,,,,6.0,5.0,,,4.0,,,,,,,,90.0,,,,,,,6.7,,,3.0,,,1.0,5.0,,11.0,,35.0,18.0,48.0,5,,66.0,3.0,3.0,,
2015-16,6768102,10,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768102,10,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,5.0,37.0,28.0,65.0,,,8.0,,,,1.0,,,1.0,3.0,1.0,,,1.0,,,,,2.0,1.0,,90.0,,2.0,,,,,6.6,,,,,1.0,,1.0,,7.0,,42.0,31.0,72.0,0,,83.0,,1.0,,
2015-16,6768102,10,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,1.0,17.0,8.0,23.0,,1.0,2.0,1.0,,,,,,3.0,5.0,6.0,,,1.0,,,,,,3.0,,60.0,,,,,,,6.9,,,1.0,,,3.0,8.0,,1.0,1.0,26.0,8.0,26.0,1,1.0,47.0,1.0,2.0,2.0,
2015-16,6768113,11,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,1.0,13.0,2.0,15.0,1.0,,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,1.0,,30.0,,,,,,,6.9,,,1.0,,,1.0,,,1.0,,13.0,2.0,15.0,1,1.0,18.0,,,,
2015-16,6768113,11,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768113,11,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,False,1.0,,6.0,22.0,15.0,36.0,1.0,,5.0,1.0,,,2.0,,,,5.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,7.1,,,2.0,,,2.0,1.0,,9.0,,29.0,16.0,44.0,2,,55.0,,2.0,1.0,
2015-16,6768113,11,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768113,11,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,22.0,21.0,43.0,2.0,1.0,12.0,,,,1.0,,,,4.0,6.0,,,1.0,,,,,,1.0,,90.0,,,,,,,7.1,,,,,3.0,1.0,,,6.0,,28.0,23.0,51.0,0,3.0,61.0,1.0,1.0,1.0,
2015-16,6768113,11,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,,23.0,10.0,31.0,,,6.0,,,,1.0,,,,4.0,3.0,,,,,,,,1.0,2.0,,89.0,,,,,,,6.8,,,,,,5.0,6.0,,,1.0,29.0,10.0,33.0,0,1.0,50.0,2.0,,2.0,
2015-16,6768127,12,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,4.0,2.0,6.0,,,,,,,2.0,,,1.0,3.0,2.0,,,,,,,,,,,11.0,,,,,,,6.2,,,,,,,1.0,,,,6.0,2.0,7.0,0,2.0,11.0,,,,
2015-16,6768127,12,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768127,12,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,False,1.0,,3.0,14.0,11.0,24.0,1.0,2.0,9.0,,,,4.0,,,2.0,9.0,4.0,,,3.0,,,,,1.0,1.0,,79.0,,,,,,,6.2,,,,,,2.0,1.0,,6.0,,22.0,14.0,35.0,0,,50.0,3.0,1.0,1.0,
2015-16,6768127,12,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768127,12,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,2.0,10.0,20.0,30.0,,2.0,10.0,,,1.0,,,,,2.0,5.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,7.1,,,,,5.0,1.0,,,2.0,,12.0,22.0,34.0,1,1.0,51.0,1.0,2.0,,
2015-16,6768127,12,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,,13.0,7.0,17.0,,,3.0,,,,,,,1.0,2.0,6.0,,,,,,,,,4.0,,82.0,,,,,,,7.5,,,1.0,,,5.0,8.0,,1.0,,21.0,7.0,20.0,1,,40.0,1.0,2.0,4.0,
2015-16,6768132,13,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,3.0,7.0,10.0,,,4.0,,,,,,,,,3.0,,,,,,,,1.0,,,25.0,1.0,,,,,,7.4,,,3.0,,1.0,3.0,,,1.0,,3.0,9.0,12.0,4,,24.0,1.0,,3.0,
2015-16,6768132,13,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768132,13,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,False,,,1.0,12.0,28.0,40.0,,3.0,16.0,,,,2.0,,,1.0,6.0,9.0,,,2.0,,,,,2.0,,,90.0,,,,,,,6.9,,,2.0,,3.0,2.0,1.0,,8.0,,21.0,30.0,50.0,2,1.0,68.0,,4.0,1.0,
2015-16,6768132,13,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768132,13,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,15.0,31.0,46.0,1.0,1.0,10.0,,,,2.0,,,1.0,4.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,6.8,,,,,5.0,,,,7.0,,22.0,37.0,59.0,0,1.0,70.0,,1.0,,
2015-16,6768132,13,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,9.0,5.0,14.0,,,1.0,,1.0,,,,,2.0,6.0,,,,3.0,,,,,1.0,,,65.0,1.0,,,,,,6.3,,,3.0,,,1.0,2.0,,2.0,,12.0,6.0,16.0,4,,28.0,1.0,,,
2015-16,6768145,14,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,True,,,,5.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,6.6,,,,,,,,,1.0,,7.0,4.0,11.0,0,,11.0,,,,
2015-16,6768145,14,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768145,14,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,False,,,6.0,24.0,22.0,46.0,,2.0,4.0,,,,1.0,,,,3.0,5.0,,,2.0,,,,,1.0,1.0,,85.0,,1.0,,,,,6.9,,,1.0,,2.0,2.0,,,11.0,,34.0,23.0,57.0,1,,69.0,1.0,1.0,2.0,
2015-16,6768145,14,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,48.0,30.0,78.0,1.0,1.0,6.0,,,,,,,2.0,3.0,2.0,,,,,,,,1.0,,,90.0,,1.0,,,,,6.5,,,,,1.0,,2.0,,6.0,,55.0,32.0,85.0,0,1.0,94.0,,,,
2015-16,6768145,14,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,24.0,6.0,30.0,,,3.0,,,,,,,2.0,3.0,2.0,,,,,,,,,,,64.0,,,,,,,6.4,,,1.0,,,2.0,4.0,,,,29.0,7.0,32.0,1,1.0,43.0,,,1.0,
2015-16,6768164,15,110,Stoke_City,Home,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,,17.0,19.0,36.0,,1.0,10.0,,,,1.0,,,2.0,5.0,7.0,,,1.0,,,,,3.0,,,85.0,,,,,,,7.0,,,,,,6.0,,,,,22.0,20.0,42.0,0,,58.0,1.0,1.0,5.0,
2015-16,6768164,15,110,Stoke_City,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768164,15,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768164,15,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,1.0,,1.0,15.0,29.0,43.0,1.0,,11.0,,,,2.0,,,,4.0,3.0,,,,,,,,5.0,1.0,,90.0,,,,,,,6.9,,,,,1.0,1.0,1.0,,5.0,,23.0,32.0,54.0,0,1.0,70.0,2.0,2.0,,
2015-16,6768164,15,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,1.0,,,14.0,8.0,21.0,,,7.0,3.0,1.0,,,,,2.0,4.0,7.0,,,1.0,2.0,,,,,3.0,,77.0,1.0,,,,,,8.9,,,,,,6.0,2.0,,1.0,,17.0,8.0,23.0,1,,40.0,1.0,2.0,5.0,
2015-16,6768163,16,110,Stoke_City,Away,2525,19568,Ibrahim Afellay,ibrahim-afellay,M,False,,,1.0,12.0,7.0,19.0,1.0,,2.0,,,1.0,,,,2.0,5.0,2.0,,,1.0,,,,,1.0,1.0,,66.0,,,,,,,6.5,,,,,,2.0,3.0,,1.0,,17.0,7.0,21.0,1,,33.0,1.0,1.0,1.0,
2015-16,6768163,16,110,Stoke_City,Away,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768163,16,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,2.0,4.0,4.0,8.0,,,3.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,22.0,,,,,,,6.5,,,,,,,4.0,,5.0,,10.0,6.0,12.0,1,1.0,18.0,,,,
