season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6768367,34,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,2.0,2.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,14.0,,,,,,,6.2,,,,,1.0,,2.0,,1.0,,6.0,2.0,6.0,1,,10.0,,,,
2015-16,6768367,34,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768367,34,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,1.0,23.0,28.0,51.0,1.0,1.0,8.0,,,,1.0,,,,3.0,3.0,,,1.0,,,,,2.0,,,76.0,,,,,,,6.7,,,,,5.0,,,,2.0,,27.0,31.0,58.0,0,2.0,71.0,1.0,1.0,,
2015-16,6768367,34,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,5.0,4.0,9.0,1.0,,2.0,,,,,,,1.0,5.0,2.0,,,2.0,,,,,1.0,1.0,,45.0,,,,,,,6.4,,,,,,1.0,5.0,,1.0,,10.0,4.0,9.0,0,1.0,21.0,1.0,1.0,,
2015-16,6768367,34,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,1.0,22.0,15.0,37.0,2.0,2.0,10.0,,,2.0,,,,4.0,12.0,8.0,,,1.0,,,,,,3.0,,90.0,,1.0,,,,,6.2,,,,,,11.0,,,2.0,,28.0,16.0,44.0,2,,65.0,2.0,,6.0,
2015-16,6768340,35,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,2.0,3.0,9.0,12.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,15.0,,,,,,,6.6,,,,,,,2.0,,2.0,,6.0,9.0,13.0,0,,17.0,,1.0,,
2015-16,6768340,35,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,1.0,,3.0,24.0,31.0,54.0,1.0,3.0,7.0,,,,1.0,,,1.0,4.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,1.0,,,,,6.9,,,1.0,,1.0,,4.0,,3.0,,29.0,32.0,57.0,2,1.0,72.0,,,,
2015-16,6768340,35,110,Stoke_City,Away,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,2.0,34.0,19.0,53.0,,,3.0,,,,1.0,,,1.0,4.0,12.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,7.5,,,4.0,,,11.0,1.0,,4.0,,40.0,20.0,59.0,4,1.0,83.0,,1.0,10.0,
2015-16,6768340,35,110,Stoke_City,Away,780222,160901,Ollie Shenton,oliver-shenton,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768387,36,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,False,2.0,,11.0,18.0,10.0,26.0,1.0,4.0,2.0,,,,1.0,,,2.0,7.0,11.0,,,3.0,,,,,2.0,2.0,,86.0,,,,,,,7.7,,,1.0,,,2.0,4.0,,16.0,,30.0,12.0,38.0,1,3.0,59.0,2.0,3.0,2.0,
2015-16,6768387,36,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,3.0,14.0,33.0,47.0,1.0,2.0,13.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,7.4,,,1.0,,6.0,,,,7.0,,22.0,34.0,56.0,2,4.0,74.0,1.0,,,
2015-16,6768387,36,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,,8.0,5.0,13.0,1.0,,3.0,,,,1.0,,,1.0,6.0,3.0,,,2.0,,,,,1.0,,,78.0,,,,,,,6.5,,,1.0,,1.0,2.0,4.0,,2.0,,18.0,5.0,19.0,1,1.0,38.0,4.0,1.0,1.0,
2015-16,6768387,36,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,,14.0,17.0,31.0,2.0,2.0,7.0,,,,,,,1.0,7.0,7.0,,,2.0,,,,,,1.0,,90.0,,,,,,,6.8,,,1.0,,1.0,6.0,,,2.0,,19.0,17.0,36.0,1,,48.0,1.0,1.0,4.0,
2015-16,6768380,37,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,False,,,3.0,9.0,8.0,17.0,,1.0,,,,1.0,2.0,,,,4.0,5.0,,,2.0,,1.0,,,,,,65.0,1.0,1.0,,,,,7.1,,,,,1.0,,2.0,,6.0,,18.0,9.0,25.0,2,2.0,39.0,3.0,2.0,,
2015-16,6768380,37,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,1.0,,3.0,9.0,5.0,13.0,1.0,,2.0,1.0,,,1.0,,,,3.0,1.0,,,1.0,,,,,1.0,2.0,,25.0,,,,,,,7.1,,,,,,1.0,2.0,,3.0,,14.0,5.0,17.0,0,,22.0,1.0,,1.0,
2015-16,6768380,37,110,Stoke_City,Away,10535,12150,Glenn Whelan,glenn-whelan,M,False,1.0,,,12.0,14.0,25.0,,,3.0,,,,1.0,,,,3.0,2.0,,,2.0,,,,,5.0,1.0,,75.0,,1.0,,,,,6.9,,,,,3.0,,1.0,,4.0,,21.0,14.0,34.0,0,2.0,47.0,,,,
2015-16,6768380,37,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,1.0,9.0,3.0,12.0,1.0,,5.0,,1.0,,,,,1.0,4.0,1.0,,,1.0,,,,,,1.0,,65.0,1.0,1.0,,,,,6.4,,,1.0,,,2.0,1.0,,2.0,1.0,11.0,4.0,14.0,2,,22.0,,,1.0,
2015-16,6768380,37,110,Stoke_City,Away,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,,23.0,6.0,29.0,2.0,,9.0,,,,1.0,,,,5.0,5.0,,1.0,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,6.7,,,,,,4.0,1.0,,,,27.0,7.0,33.0,0,,45.0,2.0,2.0,3.0,
2015-16,6768360,38,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,3.0,,1.0,6.0,2.0,5.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,12.0,1.0,,,,,,7.9,,,,,,,5.0,,1.0,,8.0,2.0,5.0,1,1.0,14.0,1.0,,,
2015-16,6768360,38,110,Stoke_City,Home,10535,12150,Glenn Whelan,glenn-whelan,M,False,,,,23.0,29.0,52.0,,1.0,8.0,,,,3.0,2.0,,2.0,6.0,3.0,,,1.0,,,,,,,,90.0,,2.0,,,,,6.6,,,,,2.0,,3.0,,3.0,,32.0,29.0,58.0,0,2.0,75.0,1.0,1.0,,
2015-16,6768360,38,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768360,38,110,Stoke_City,Home,96702,102738,Giannelli Imbula,giannelli-imbula,M,False,,,,21.0,18.0,39.0,,1.0,12.0,,,1.0,,,,1.0,3.0,8.0,,,1.0,,1.0,,,,1.0,,90.0,2.0,,,,,,7.9,,,,,,4.0,,,3.0,,28.0,20.0,48.0,3,3.0,61.0,,1.0,3.0,
