season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2015-16,6768033,4,110,Stoke_City,Home,21927,41464,Marko Arnautović,marko-arnautovic,F,True,,,,11.0,,11.0,,,,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,1.0,,22.0,1.0,,,,4.0,,7.0,,,1.0,,,1.0,1.0,,,1.0,14.0,,13.0,3,,22.0,1.0,2.0,1.0,
2015-16,6768033,4,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,7.0,4.0,11.0,3.0,2.0,1.0,,1.0,,1.0,,,3.0,7.0,6.0,,,,,,,,,,,81.0,2.0,,,,13.0,,6.5,,,,,,2.0,1.0,,,1.0,10.0,5.0,14.0,2,1.0,32.0,4.0,2.0,2.0,1.0
2015-16,6768033,4,110,Stoke_City,Home,25929,40276,Bojan Krkić,bojan-krkic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768033,4,110,Stoke_City,Home,69418,61316,Joselu,joselu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768033,4,110,Stoke_City,Home,112794,82660,Marco van Ginkel,marco-van-ginkel,F,False,,,3.0,24.0,18.0,42.0,,,1.0,,,,2.0,,,4.0,8.0,4.0,,,1.0,,,,,,,,90.0,,,,,13.0,,6.3,,,,,2.0,2.0,2.0,,4.0,,31.0,19.0,48.0,0,2.0,65.0,,1.0,1.0,1.0
2015-16,6768034,5,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768034,5,110,Stoke_City,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,2.0,17.0,7.0,24.0,1.0,,5.0,,,,2.0,,,3.0,7.0,3.0,,,,,,,,,3.0,,90.0,,,,,,,6.3,,,,,,2.0,,,2.0,,20.0,9.0,29.0,0,2.0,36.0,,,1.0,
2015-16,6768034,5,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,2.0,3.0,5.0,2.0,,2.0,,,,,,,2.0,7.0,,,,3.0,,,,,1.0,,,75.0,,1.0,,,,,6.0,,,,,,,,,1.0,3.0,3.0,3.0,6.0,0,,15.0,2.0,,,
2015-16,6768034,5,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,True,,,,7.0,3.0,10.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,15.0,,,,,,,6.1,,,1.0,,,3.0,2.0,,,,10.0,3.0,11.0,1,,20.0,2.0,,,
2015-16,6768034,5,110,Stoke_City,Away,69418,61316,Joselu,joselu,F,False,,,,5.0,12.0,17.0,1.0,3.0,2.0,,,,1.0,,,1.0,4.0,3.0,,,1.0,,,,,1.0,,,57.0,1.0,,,,,,6.5,,,,,1.0,1.0,1.0,,,,10.0,12.0,21.0,1,,28.0,1.0,,,
2015-16,6768034,5,110,Stoke_City,Away,112794,82660,Marco van Ginkel,marco-van-ginkel,F,False,,,,12.0,10.0,22.0,1.0,1.0,4.0,,,,3.0,,,,8.0,5.0,,,4.0,,,,,5.0,1.0,,90.0,,,,,,,6.7,,,1.0,,4.0,,,,2.0,,20.0,11.0,31.0,1,3.0,48.0,,1.0,,
2015-16,6768063,6,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,,1.0,1.0,3.0,3.0,1.0,,,,,,,,4.0,3.0,,,1.0,,,,,,,,15.0,,,,,,,6.5,,,,,,,,,,1.0,4.0,1.0,5.0,0,,7.0,,,,
2015-16,6768063,6,110,Stoke_City,Home,3596,26900,Peter Odemwingie,peter-odemwingie,F,True,,,1.0,1.0,2.0,3.0,,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,8.0,,,,,,,6.2,,,,,,,4.0,,1.0,,5.0,2.0,3.0,0,,11.0,1.0,,,
2015-16,6768063,6,110,Stoke_City,Home,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,,12.0,7.0,19.0,14.0,5.0,1.0,,,,,,,2.0,16.0,9.0,,,2.0,,1.0,,,,,,90.0,1.0,,,,,,7.3,,,1.0,,2.0,1.0,3.0,,,,23.0,8.0,28.0,2,1.0,45.0,2.0,3.0,1.0,
2015-16,6768063,6,110,Stoke_City,Home,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,1.0,16.0,12.0,28.0,1.0,,6.0,1.0,,,,,,1.0,5.0,3.0,,,1.0,1.0,,,,1.0,2.0,,75.0,,,1.0,,,,6.7,,,,,,3.0,1.0,,2.0,,23.0,13.0,35.0,0,2.0,47.0,2.0,,1.0,
2015-16,6768063,6,110,Stoke_City,Home,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,4.0,19.0,10.0,29.0,,1.0,8.0,,,,,,,2.0,5.0,6.0,,,,,1.0,,,1.0,,,82.0,1.0,,,,,,7.0,,,1.0,,,6.0,1.0,,5.0,,28.0,12.0,39.0,2,,57.0,1.0,2.0,3.0,
2015-16,6768063,6,110,Stoke_City,Home,69418,61316,Joselu,joselu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768063,6,110,Stoke_City,Home,112794,82660,Marco van Ginkel,marco-van-ginkel,F,False,,,2.0,9.0,14.0,23.0,1.0,1.0,6.0,,,2.0,1.0,,,,3.0,4.0,,,1.0,,,,,,,,79.0,1.0,,,,,,7.0,,,,,,1.0,1.0,,4.0,,13.0,14.0,26.0,3,2.0,37.0,1.0,,1.0,
2015-16,6768072,7,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768072,7,110,Stoke_City,Home,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,1.0,15.0,3.0,18.0,7.0,3.0,4.0,1.0,,1.0,,,,,9.0,9.0,,,1.0,,1.0,,,,2.0,,90.0,1.0,,,,,,8.0,,,,,2.0,4.0,,,1.0,1.0,22.0,4.0,26.0,2,1.0,41.0,2.0,2.0,3.0,
2015-16,6768072,7,110,Stoke_City,Home,21927,41464,Marko Arnautović,marko-arnautovic,F,False,1.0,,5.0,18.0,12.0,29.0,,,6.0,1.0,1.0,,1.0,,,1.0,8.0,5.0,,,2.0,1.0,,,,,1.0,,90.0,,,,,,,6.8,,,1.0,,,7.0,3.0,,5.0,1.0,23.0,12.0,32.0,1,2.0,51.0,,,3.0,
2015-16,6768072,7,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,True,,,,6.0,,6.0,3.0,4.0,,,,,,,,,3.0,5.0,,,,,1.0,,,,,,28.0,2.0,,,,,,7.4,,,,,,,,,,,9.0,,9.0,2,,15.0,2.0,1.0,,
2015-16,6768072,7,110,Stoke_City,Home,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,2.0,13.0,3.0,16.0,,,4.0,,,,1.0,,,,3.0,2.0,,,,,,,,,1.0,,62.0,1.0,,,,,,6.6,,,,,,2.0,,,2.0,,17.0,3.0,20.0,1,,28.0,1.0,2.0,,
2015-16,6768072,7,110,Stoke_City,Home,69418,61316,Joselu,joselu,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768072,7,110,Stoke_City,Home,112794,82660,Marco van Ginkel,marco-van-ginkel,F,True,,,1.0,4.0,1.0,5.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,15.0,,1.0,,,,,6.6,,,,,,,,,2.0,,6.0,1.0,7.0,0,1.0,10.0,,,,
2015-16,6768083,8,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768083,8,110,Stoke_City,Away,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,,13.0,7.0,20.0,7.0,4.0,5.0,,,,,,,3.0,12.0,11.0,,,1.0,,,,,,2.0,,90.0,1.0,1.0,,,,,7.0,,,,,,3.0,3.0,,,,25.0,8.0,30.0,1,2.0,53.0,4.0,3.0,2.0,
2015-16,6768083,8,110,Stoke_City,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,1.0,14.0,11.0,25.0,,,8.0,,,,1.0,,,,2.0,7.0,,,1.0,,1.0,,,,,,69.0,1.0,,,,,,7.9,,,2.0,,,4.0,1.0,,1.0,1.0,17.0,11.0,27.0,3,2.0,45.0,4.0,1.0,4.0,
2015-16,6768083,8,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,11.0,7.0,18.0,2.0,3.0,3.0,,,1.0,1.0,,,1.0,5.0,9.0,,,1.0,,,,,,,,86.0,,,,,,,7.1,,,1.0,,,2.0,2.0,,,1.0,17.0,7.0,22.0,2,3.0,35.0,1.0,1.0,2.0,
2015-16,6768083,8,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,False,1.0,,1.0,13.0,8.0,20.0,,,4.0,,,1.0,6.0,,,4.0,13.0,3.0,,,1.0,,,,,1.0,1.0,,58.0,,,,,,,5.7,,,,,,3.0,3.0,,1.0,,19.0,8.0,24.0,1,1.0,42.0,2.0,1.0,1.0,
2015-16,6768083,8,110,Stoke_City,Away,69418,61316,Joselu,joselu,F,True,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,4.0,1.0,,,,,,6.7,,,,,1.0,,,,1.0,,2.0,1.0,3.0,1,,9.0,2.0,,,
2015-16,6768083,8,110,Stoke_City,Away,112794,82660,Marco van Ginkel,marco-van-ginkel,F,True,,,,3.0,3.0,6.0,1.0,1.0,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,3.0,,,21.0,,,,,,,6.8,,,,,1.0,,,,,,5.0,4.0,9.0,0,,16.0,,2.0,,
2015-16,6768104,9,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768104,9,110,Stoke_City,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,2.0,17.0,14.0,31.0,1.0,,9.0,,1.0,,,,,2.0,7.0,4.0,,,3.0,,,,,3.0,2.0,,75.0,,,,,,,6.8,,,1.0,,,3.0,,,2.0,1.0,18.0,15.0,33.0,1,3.0,47.0,,,1.0,
2015-16,6768104,9,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,,19.0,10.0,29.0,,,3.0,,,,2.0,,,2.0,6.0,2.0,,,,,1.0,,,1.0,,,79.0,1.0,,,1.0,,,6.8,,,,,,3.0,,,,,23.0,11.0,34.0,1,,44.0,1.0,1.0,1.0,
2015-16,6768104,9,110,Stoke_City,Away,69418,61316,Joselu,joselu,F,False,,,,17.0,18.0,35.0,6.0,5.0,6.0,,,,2.0,,,3.0,13.0,11.0,,,3.0,,,,,,,,90.0,,,,,,,6.9,,,1.0,,,1.0,,,,1.0,24.0,19.0,43.0,1,3.0,60.0,1.0,3.0,1.0,
2015-16,6768104,9,110,Stoke_City,Away,112794,82660,Marco van Ginkel,marco-van-ginkel,F,True,,,1.0,1.0,3.0,4.0,,,,,,,1.0,,,1.0,3.0,3.0,,,1.0,,,,,1.0,,,20.0,,,,,,,6.7,,,,,,1.0,,,1.0,,2.0,3.0,5.0,0,2.0,11.0,1.0,,1.0,
2015-16,6768102,10,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,8.0,1.0,9.0,1.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,1.0,,29.0,,,,,,,6.8,,,,,1.0,,,,,2.0,9.0,1.0,10.0,0,,12.0,1.0,,,
2015-16,6768102,10,110,Stoke_City,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,1.0,,,6.0,2.0,7.0,2.0,3.0,,,1.0,,,,,1.0,3.0,4.0,,,,,,,,,,,30.0,,,,,,,6.4,,,1.0,,,,1.0,,,1.0,9.0,3.0,11.0,1,,16.0,,2.0,,
2015-16,6768102,10,110,Stoke_City,Home,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,1.0,24.0,12.0,36.0,1.0,,5.0,,1.0,,1.0,,,,4.0,5.0,,,,,,,,,1.0,,90.0,,,,,,,6.5,,,2.0,,,3.0,1.0,,1.0,2.0,29.0,14.0,42.0,2,2.0,55.0,2.0,2.0,1.0,
2015-16,6768102,10,110,Stoke_City,Home,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,2.0,29.0,10.0,39.0,,,3.0,,,,,,,,3.0,3.0,,,,,,,,2.0,,,90.0,,,,,,,6.7,,,1.0,,,6.0,2.0,,2.0,2.0,38.0,11.0,47.0,1,,61.0,,,3.0,
2015-16,6768102,10,110,Stoke_City,Home,69418,61316,Joselu,joselu,F,False,,,,8.0,5.0,13.0,1.0,2.0,,,,,,,,,3.0,4.0,,,2.0,,,,,,,,61.0,,,,,,,6.6,,,,,,,,,1.0,,10.0,6.0,16.0,0,,25.0,4.0,2.0,,
2015-16,6768102,10,110,Stoke_City,Home,112794,82660,Marco van Ginkel,marco-van-ginkel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768113,11,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,2.0,4.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,3.0,1.0,4.0,0,,6.0,,,,
2015-16,6768113,11,110,Stoke_City,Away,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,2.0,17.0,4.0,21.0,6.0,3.0,2.0,,2.0,,,,,,6.0,4.0,,,,,,,,,1.0,,90.0,2.0,1.0,,,,,6.7,,,3.0,,1.0,,1.0,,4.0,1.0,29.0,5.0,33.0,5,1.0,45.0,,,,
2015-16,6768113,11,110,Stoke_City,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,2.0,,,30.0,2.0,30.0,1.0,,6.0,,,,1.0,,,2.0,11.0,4.0,,,5.0,,,,,1.0,1.0,,89.0,,,,,,,6.5,,,,,,2.0,4.0,,1.0,1.0,37.0,4.0,37.0,0,4.0,51.0,,,,
2015-16,6768113,11,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768113,11,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,1.0,19.0,7.0,26.0,,,4.0,,,,1.0,,,2.0,4.0,5.0,,,1.0,,,,,,,,60.0,,,,,,,6.6,,,,,,5.0,,,1.0,,24.0,8.0,32.0,0,,45.0,3.0,1.0,4.0,
2015-16,6768113,11,110,Stoke_City,Away,112794,82660,Marco van Ginkel,marco-van-ginkel,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2015-16,6768127,12,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768127,12,110,Stoke_City,Home,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,,5.0,1.0,6.0,3.0,5.0,1.0,1.0,,,,,,,4.0,6.0,,,,1.0,,,,1.0,1.0,,90.0,,1.0,,,,,7.1,,,2.0,,2.0,1.0,1.0,,1.0,3.0,15.0,5.0,19.0,2,,35.0,4.0,1.0,,
2015-16,6768127,12,110,Stoke_City,Home,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,1.0,11.0,8.0,19.0,,1.0,7.0,,,,4.0,,,1.0,11.0,4.0,,,3.0,,1.0,,,,,,90.0,1.0,,,,,,6.6,,,1.0,,1.0,5.0,,,1.0,,17.0,10.0,27.0,2,1.0,45.0,5.0,,2.0,
2015-16,6768127,12,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,True,,,1.0,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,8.0,,,,,,,6.6,,,,,,,,,1.0,,3.0,1.0,4.0,0,,4.0,,,,
2015-16,6768127,12,110,Stoke_City,Home,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,1.0,11.0,5.0,16.0,,,2.0,,,,2.0,,,,7.0,3.0,,,,,,,,,1.0,,71.0,,,,,,,6.2,,,,,,6.0,,,1.0,,13.0,8.0,21.0,0,1.0,32.0,1.0,1.0,1.0,
2015-16,6768132,13,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768132,13,110,Stoke_City,Away,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,3.0,16.0,2.0,18.0,6.0,7.0,1.0,,,,1.0,,,2.0,10.0,8.0,,,,,,,,,1.0,,87.0,,,,,,,6.7,,,1.0,,3.0,1.0,,,3.0,2.0,24.0,4.0,28.0,1,1.0,40.0,2.0,,,
2015-16,6768132,13,110,Stoke_City,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,1.0,,3.0,22.0,11.0,32.0,1.0,,8.0,,,1.0,1.0,,,3.0,7.0,2.0,,,1.0,,,,,,6.0,,90.0,,,,,,,7.2,,,2.0,,3.0,2.0,1.0,,3.0,,28.0,14.0,41.0,3,1.0,59.0,2.0,,1.0,
2015-16,6768132,13,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,0,,3.0,1.0,,,
2015-16,6768132,13,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,False,,,2.0,20.0,7.0,27.0,1.0,,2.0,1.0,,,1.0,,,,4.0,3.0,,,,,1.0,,,1.0,3.0,,71.0,2.0,,,,,,7.7,,,,,,2.0,2.0,,2.0,,24.0,9.0,31.0,2,2.0,44.0,1.0,1.0,,
2015-16,6768145,14,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015-16,6768145,14,110,Stoke_City,Away,19524,12813,Jonathan Walters,jonathan-walters,F,False,,,,6.0,9.0,15.0,9.0,5.0,4.0,,1.0,1.0,2.0,,,2.0,14.0,6.0,,,1.0,,,,,,,,90.0,2.0,1.0,,,,,6.2,,,,,1.0,1.0,3.0,,,2.0,13.0,11.0,21.0,3,,37.0,2.0,1.0,,
2015-16,6768145,14,110,Stoke_City,Away,21927,41464,Marko Arnautović,marko-arnautovic,F,False,,,,31.0,18.0,49.0,,,7.0,,,,,,,5.0,5.0,4.0,,1.0,,,,,,1.0,,,90.0,,,,,,,6.3,,,,,,3.0,1.0,,1.0,1.0,39.0,19.0,57.0,0,1.0,71.0,2.0,,3.0,
2015-16,6768145,14,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,True,,,,2.0,3.0,5.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,26.0,,,,,,,6.4,,,,,,,,,,,2.0,3.0,5.0,0,,7.0,1.0,,,
2015-16,6768145,14,110,Stoke_City,Away,25929,40276,Bojan Krkić,bojan-krkic,F,False,1.0,,2.0,17.0,9.0,25.0,,,2.0,,,,4.0,,,2.0,6.0,5.0,,,,,,,,,1.0,,50.0,,,,,,,6.7,,,1.0,,,4.0,1.0,,2.0,,17.0,9.0,25.0,1,,36.0,1.0,1.0,4.0,
2015-16,6768145,14,110,Stoke_City,Away,112794,82660,Marco van Ginkel,marco-van-ginkel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
