season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,,,,12.0,5.0,17.0,,,8.0,,,,,,,,,1.0,,,0.00648317,0.0547,,,0.0,,,,1.0,,,,,,,,,20.0,,,,,,,,,1.0,2.0,,6.8,,,1.0,63.254652346234,1.0,,,,,,13.0,5.0,18.0,22.47,34.96069258691,1,,21.0,,1.0,,
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,1.0,19.0,23.0,42.0,,,23.0,7.0,1.0,,,,,2.0,4.0,6.0,,,0.269759,0.1397,0.3692,1.0,0.0,1.0,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,,,15.0,,,8.5,,,1.0,169.81222678935,,1.0,,,4.0,,24.0,26.0,50.0,17.01,,2,4.0,68.0,3.0,2.0,,1.0
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,,13.0,20.0,33.0,,,11.0,5.0,,,2.0,3.0,,2.0,8.0,3.0,,,0.00894774,0.1027,,,0.0,,,,,,,,,,,,,80.0,,,,,,,,,7.0,,,6.4,,,1.0,89.025756727672,1.0,3.0,,,,,14.0,20.0,34.0,15.75,,3,3.0,49.0,1.0,,,2.0
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1167066,,Tom Watson,watson-tom,M,True,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,0,,2.0,1.0,,,
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1198075,513433.0,Brajan Gruda,gruda-brajan,M,False,,,,18.0,4.0,22.0,1.0,2.0,15.0,,,,1.0,,,2.0,5.0,6.0,,,0.0393112,0.0195,,1.0,0.0,,,,,1.0,2.0,,,,,,,87.0,,,,,,,,,19.0,4.0,,6.7,,,,166.68704975531,,3.0,4.0,,,,26.0,6.0,32.0,86.1,99.551214303691,1,,49.0,2.0,2.0,2.0,
2025-26,14025278,20,36,Brighton_and_Hove_Albion,Home,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,False,,,,5.0,3.0,8.0,2.0,5.0,8.0,3.0,1.0,1.0,,,,2.0,7.0,10.0,,,0.0273695,0.6085,0.0519,,1.0,,,,,,1.0,,,,,,,71.0,1.0,,,,,,,,15.0,2.0,,7.2,,,1.0,81.702496931808,1.0,4.0,,,,2.0,9.0,4.0,13.0,52.71,36.792263058871,2,2.0,37.0,5.0,2.0,1.0,2.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,791,15157.0,James Milner,james-milner,M,True,,,,1.0,2.0,3.0,1.0,,,2.0,,,,,,,1.0,1.0,,,0.00032786,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,,,1.0,,,6.6,,,,,,,,,,,2.0,2.0,4.0,,,0,1.0,5.0,,,,1.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,True,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,2.0,,,,0.00669453,,,1.0,0.0,,,,,,,,,,,,,13.0,,,,,,,,,,1.0,,6.4,,,,7.6334543294632,,,,,,,1.0,1.0,2.0,5.355,7.6334543294632,0,,4.0,,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,48480,60307.0,Pascal Groß,pascal-gro,M,False,,,,5.0,31.0,36.0,2.0,1.0,10.0,3.0,,1.0,,2.0,,,4.0,2.0,,,0.00346671,0.0904,0.8118,,0.0,,,,,3.0,,,,,,,,90.0,1.0,,,,,,,,10.0,,,6.5,,,,49.063720584463,2.0,,1.0,,3.0,,8.0,35.0,43.0,-11.025,,1,1.0,54.0,2.0,,,1.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,4.0,6.0,60.0,66.0,,,14.0,4.0,,,,1.0,,1.0,3.0,3.0,,,0.00203278,,,1.0,0.0,,,,,3.0,,,,,,,,90.0,,3.0,,,,,,,10.0,,,6.9,,,,110.08346612414,3.0,,,,10.0,,9.0,66.0,75.0,16.905,,0,3.0,90.0,,,,1.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,1.0,,2.0,7.0,15.0,22.0,1.0,1.0,9.0,5.0,,1.0,,4.0,1.0,2.0,8.0,6.0,,,0.0248232,0.2095,0.1401,1.0,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,,,14.0,1.0,,7.3,,,,104.55549348847,1.0,,3.0,,4.0,1.0,11.0,18.0,29.0,56.385,19.18702436544,1,3.0,46.0,2.0,2.0,,2.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,False,,,,4.0,12.0,16.0,1.0,,5.0,5.0,1.0,1.0,,,,2.0,5.0,2.0,,,0.587563,0.265,0.1495,2.0,0.0,1.0,,,1.0,3.0,1.0,,,,,,,83.0,1.0,,,,,,,,6.0,1.0,,7.8,,,1.0,33.584642011818,1.0,1.0,,,,1.0,7.0,12.0,19.0,17.64,8.8807441129671,2,1.0,32.0,1.0,,1.0,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,946695,463067.0,Georginio Rutter,georginio-rutter,M,False,,,2.0,4.0,7.0,11.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,,2.0,7.0,4.0,,,0.101759,,,,0.0,,,,,1.0,1.0,,,,,,,77.0,,,,,,,,,20.0,1.0,,6.1,,,,41.168385802639,,1.0,,,4.0,1.0,11.0,11.0,22.0,24.675,16.834038018253,0,3.0,39.0,5.0,,,2.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,1.0,2.0,14.0,16.0,3.0,3.0,6.0,3.0,,,,2.0,,,6.0,6.0,,,0.00029352,0.0146,,1.0,0.0,,,,,3.0,,,,,,,,90.0,,1.0,,,,,,,3.0,,,6.8,,,1.0,61.235192853031,10.0,,,,3.0,,5.0,14.0,19.0,47.25,,1,1.0,37.0,,2.0,,1.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,1.0,6.0,1.0,32.0,33.0,,,10.0,4.0,,,,,,,,,,,0.00022436,,,,0.0,,0.707,,,,,,,,,,,90.0,,,,,1.0,,,,14.0,,,7.2,2.0,3.0,,55.675594961923,2.0,,,1.0,20.0,,11.0,36.0,47.0,0.41999999999997,,0,,54.0,,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,False,1.0,,,7.0,23.0,30.0,,,8.0,2.0,,,,,,,3.0,4.0,,,0.0148211,,,3.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,,,,,,,,16.0,,,6.4,,,,58.54901500462,1.0,,3.0,,4.0,,15.0,27.0,42.0,30.24,,0,3.0,66.0,2.0,1.0,,2.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,3.0,8.0,26.0,34.0,,,9.0,4.0,,,,2.0,,1.0,4.0,2.0,,2.0,0.0080545,,,,1.0,,,,,1.0,1.0,,,,,,,83.0,,1.0,,,,,,,7.0,,,6.4,,,,115.84516964636,1.0,1.0,,,3.0,,9.0,29.0,38.0,-6.3,,0,2.0,46.0,1.0,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,False,1.0,,,3.0,12.0,15.0,2.0,2.0,7.0,4.0,2.0,1.0,,2.0,,1.0,7.0,3.0,,1.0,0.320243,0.5763,,3.0,0.0,,,,,3.0,2.0,,,,,,,77.0,,,,1.0,,,,,12.0,1.0,,5.4,,,1.0,75.933047173294,,,2.0,,1.0,,4.0,18.0,22.0,45.465,31.133400472804,1,1.0,35.0,2.0,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,False,,,,13.0,12.0,25.0,1.0,,7.0,4.0,,,,1.0,1.0,1.0,6.0,4.0,,,0.164413,,,3.0,0.0,,,,,2.0,,,,,,,,90.0,,2.0,,,,,,,10.0,2.0,,7.4,,,,96.027185059367,3.0,,,,,,15.0,14.0,29.0,78.96,54.958130172126,0,3.0,53.0,,1.0,,2.0
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1167066,,Tom Watson,watson-tom,M,True,,,,,1.0,1.0,,,2.0,2.0,,,,,,,2.0,,,,6e-07,,,1.0,0.0,,,,,,,,,,,,,13.0,,,,,,,,,2.0,1.0,,6.4,,,,21.998277435058,,1.0,,,,,,1.0,1.0,7.77,13.771798175983,0,,5.0,1.0,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1198075,513433.0,Brajan Gruda,gruda-brajan,M,True,,,,1.0,2.0,3.0,,,4.0,,,,,,,,1.0,1.0,,,0.0045481,,,,0.0,,,,,,,,,,,,,13.0,,,,,,,,,6.0,1.0,,6.5,,,,37.013640060664,,2.0,,,1.0,,4.0,3.0,7.0,25.2,7.8296212552077,0,,11.0,1.0,,1.0,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1543802,547720.0,Charlie Tasker,charlie-tasker,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025061,21,36,Brighton_and_Hove_Albion,Away,1627806,597320.0,Harry Howell,harry-howell,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,791,15157.0,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,1.0,12.0,1.0,13.0,1.0,1.0,2.0,1.0,,,,,,1.0,4.0,1.0,,,0.0535248,,,2.0,0.0,,,,,,1.0,,,,,,,77.0,,,,,,,,,8.0,1.0,,6.3,,,,13.069849939978,2.0,,,,1.0,,18.0,1.0,19.0,9.135,9.9015538679543,0,,28.0,1.0,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,48480,60307.0,Pascal Groß,pascal-gro,M,False,4.0,,2.0,39.0,24.0,63.0,2.0,,31.0,5.0,1.0,,1.0,,,1.0,5.0,4.0,,1.0,0.342045,0.0833,,1.0,0.0,,,,,,2.0,,,,,,,90.0,,1.0,,,,,,,25.0,2.0,,6.8,,,,261.79576414121,1.0,3.0,16.0,,3.0,,46.0,27.0,73.0,143.745,47.408345611651,1,2.0,104.0,1.0,,2.0,1.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,4.0,18.0,40.0,58.0,2.0,3.0,9.0,4.0,,,,,,,2.0,3.0,,,0.0145747,0.041,,,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,,8.0,,,7.0,,,1.0,53.284938936561,6.0,,,,6.0,,22.0,42.0,64.0,19.635,,1,,76.0,2.0,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,219572,111478.0,Joël Veltman,joel-veltman,D,False,,,1.0,19.0,13.0,32.0,2.0,5.0,4.0,6.0,,,1.0,2.0,,,4.0,8.0,,,0.0171109,0.0725,,,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,,16.0,1.0,,6.6,,,,40.489615124207,4.0,,1.0,,3.0,,24.0,17.0,41.0,32.655,15.065223828407,1,2.0,69.0,1.0,1.0,,1.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,1.0,,,5.0,2.0,7.0,,,,2.0,,,,1.0,,,1.0,,,,0.0684087,0.0382,,,0.0,,,,,,1.0,,,,,,,12.0,,,,,,,,,3.0,,,6.8,,,1.0,,,,1.0,,,,8.0,2.0,10.0,,,1,,12.0,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,,,,28.0,12.0,40.0,,3.0,14.0,2.0,,,1.0,1.0,,,1.0,6.0,,,0.029865,0.061,0.0089,,0.0,,,,,1.0,2.0,,,,,,,89.0,1.0,,,,,,,,10.0,,,6.8,,,,101.64310687282,2.0,,1.0,,,,33.0,14.0,47.0,14.595,,2,3.0,67.0,1.0,,,1.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,False,,,1.0,18.0,5.0,23.0,2.0,1.0,15.0,,,,,,,,4.0,4.0,,1.0,0.0411803,0.0797,,,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,,,16.0,4.0,,6.2,,,1.0,123.73234602609,1.0,2.0,2.0,,1.0,,25.0,7.0,32.0,55.02,53.774822677084,1,2.0,47.0,2.0,1.0,,2.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,946695,463067.0,Georginio Rutter,georginio-rutter,M,True,,,,5.0,3.0,8.0,2.0,1.0,6.0,3.0,,,,,,1.0,3.0,3.0,,,0.00132859,0.0254,,,0.0,,,,,,,,,,,,,24.0,,,,,,,,,8.0,1.0,,6.5,,,1.0,92.665195213082,,,,,1.0,,9.0,5.0,14.0,-23.94,9.1366309436247,1,1.0,23.0,1.0,1.0,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,4.0,44.0,42.0,86.0,3.0,6.0,42.0,5.0,,,,1.0,,,5.0,9.0,,,0.0554924,0.096,,1.0,1.0,,,,,,3.0,,,,,,,90.0,,1.0,,,,,,,9.0,6.0,,7.9,,,1.0,486.10917042746,2.0,,1.0,,9.0,,51.0,43.0,94.0,373.38,151.91159183426,1,1.0,106.0,,2.0,,1.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,4.0,2.0,35.0,37.0,,,11.0,4.0,,,,,,,1.0,,,,0.00712623,,,1.0,0.0,,0.0284,1.0,,,,,,,,,,90.0,,,,1.0,1.0,,,,3.0,,1.0,6.3,1.0,1.0,,65.256750165074,2.0,,,,7.0,,3.0,37.0,40.0,17.01,,0,,46.0,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1036269,509416.0,Yasin Ayari,yasin-ayari,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,,14.0,7.0,21.0,2.0,,5.0,5.0,,,1.0,1.0,,,6.0,6.0,,,0.00886104,0.0812,,1.0,0.0,,,,,,,,,,,,,66.0,,,,,,,,,8.0,,,6.7,,,,37.463166857724,1.0,3.0,,,,,16.0,8.0,24.0,13.44,,1,5.0,39.0,3.0,,1.0,3.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,False,,,2.0,21.0,18.0,39.0,,1.0,14.0,7.0,,1.0,2.0,,,,1.0,1.0,,,0.022702,0.2255,0.1611,1.0,0.0,,,,,,,,,,,,,66.0,1.0,1.0,,,,,,,8.0,2.0,,7.2,,,,153.12998367231,3.0,,,,3.0,,27.0,19.0,46.0,112.875,73.070282115393,3,,58.0,1.0,,,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1198075,513433.0,Brajan Gruda,gruda-brajan,M,False,,,2.0,25.0,4.0,29.0,,,13.0,5.0,,,,,,1.0,4.0,7.0,,,0.0677728,0.0553,0.5102,,0.0,,,,,,2.0,,,,,,,66.0,1.0,,,,,,,,16.0,3.0,,7.4,,,,117.74493101826,,8.0,,,3.0,,31.0,4.0,35.0,45.885,53.50676834125,1,1.0,54.0,6.0,1.0,5.0,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1199043,535301.0,Carlos Baleba,carlos-baleba,M,True,,,1.0,7.0,11.0,18.0,,,6.0,1.0,,,1.0,,,,,2.0,,,0.00424397,0.0575,,,0.0,,,,,,,,,,,,,24.0,,,,,,,,,,1.0,,6.9,,,,45.519084841377,,,,,1.0,,7.0,11.0,18.0,35.385,19.22226211974,1,2.0,24.0,,,,1.0
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,True,,,2.0,11.0,2.0,13.0,1.0,,10.0,,,,,,,,7.0,5.0,,,0.0443235,0.0273,0.0446,,0.0,,,,,,1.0,,,,,,,24.0,1.0,,,,,,,,14.0,6.0,,7.0,,,,116.12396828604,,10.0,1.0,,2.0,1.0,17.0,2.0,19.0,54.915,90.772506715015,1,1.0,34.0,1.0,,4.0,
2025-26,15129445,22,36,Brighton_and_Hove_Albion,Home,1416535,647850.0,Charalampos Kostoulas,kostoulas-charalampos,F,True,,,,3.0,,3.0,3.0,1.0,3.0,,,,,,,,3.0,2.0,,,0.00831318,0.0805,0.8754,,0.0,1.0,,,,,,,,,,,,13.0,1.0,,,,,,,,3.0,1.0,,7.6,,,,27.833952714802,,,,,,,4.0,,4.0,21.105,18.169581420605,1,1.0,9.0,1.0,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,791,15157.0,James Milner,james-milner,M,True,,,1.0,4.0,5.0,9.0,,,5.0,,,,,,,,,,,,0.00473172,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,,4.0,,,6.4,,,,43.580451543553,,,,,4.0,,7.0,5.0,12.0,36.645,,0,,14.0,1.0,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,6.0,6.0,12.0,4.0,,7.0,1.0,,2.0,,,,1.0,5.0,5.0,,,0.0139703,0.6056,0.1101,,0.0,,,,,,,,,,,,,88.0,1.0,,,,,,,,8.0,1.0,,6.1,,,1.0,56.087013410576,,1.0,,,,2.0,7.0,8.0,15.0,15.12,22.338318289433,2,2.0,27.0,4.0,2.0,1.0,2.0
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,48480,60307.0,Pascal Groß,pascal-gro,M,False,6.0,,1.0,22.0,14.0,36.0,,,20.0,3.0,1.0,,,1.0,,,1.0,1.0,,,0.404024,0.0207,,,0.0,,,,,2.0,6.0,,,,,,,88.0,,,,,,,,,16.0,2.0,,7.2,,,1.0,177.28818686363,,,10.0,,3.0,1.0,33.0,14.0,47.0,122.325,31.364442613949,1,,63.0,1.0,1.0,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,2.0,14.0,57.0,71.0,2.0,6.0,13.0,4.0,1.0,,1.0,1.0,,,4.0,7.0,,,0.150123,0.2115,0.0288,1.0,0.0,,,,,2.0,1.0,,,,,,,90.0,1.0,3.0,,,,,,,7.0,,,7.1,,,1.0,85.746127112847,5.0,,,,6.0,,18.0,59.0,77.0,27.09,,3,1.0,94.0,1.0,,,1.0
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,False,,,,20.0,32.0,52.0,2.0,,18.0,3.0,,,,,,,3.0,1.0,,,0.0149002,,,1.0,1.0,,,,,,1.0,,,,,,,88.0,,,,,,,,,12.0,,,6.4,,,,93.938964665945,2.0,,2.0,,1.0,,26.0,33.0,59.0,59.01,,0,1.0,76.0,,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,False,1.0,,,11.0,17.0,28.0,,1.0,6.0,4.0,,1.0,,,,1.0,1.0,3.0,,,0.0249991,0.3149,,,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,,,,8.0,1.0,,6.6,,,,76.191659473427,3.0,1.0,4.0,,,,15.0,17.0,32.0,37.695,30.345,1,,55.0,,1.0,1.0,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,False,,,2.0,20.0,7.0,27.0,2.0,,21.0,4.0,1.0,1.0,,,,1.0,4.0,3.0,,,0.348435,0.2617,0.265,,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,,18.0,5.0,,6.8,,,,193.41093466666,,4.0,4.0,,3.0,,27.0,10.0,37.0,85.365,88.006213624575,1,,51.0,1.0,,3.0,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,946695,463067.0,Georginio Rutter,georginio-rutter,M,True,,,,1.0,,1.0,,,2.0,,,,,,,,2.0,,,,0.00071697,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,,2.0,,,6.4,,,,10.510868017063,,2.0,,,,,1.0,,1.0,5.565,,0,,3.0,,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,1.0,,5.0,21.0,39.0,60.0,1.0,3.0,28.0,4.0,,,1.0,,,,2.0,5.0,,,0.0241156,0.046,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,,10.0,,,6.7,,,,216.81758579415,5.0,,2.0,,10.0,,28.0,41.0,69.0,99.225,,1,1.0,84.0,,1.0,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,2.0,1.0,26.0,27.0,,1.0,13.0,8.0,,,,,,,,1.0,1.0,,0.00198474,,,,0.0,,-0.9388,1.0,,,,,,,,,,90.0,,,,,,,,,17.0,,1.0,5.7,1.0,2.0,,70.841110920979,1.0,,,,18.0,,15.0,28.0,43.0,42.105,,0,,49.0,,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,True,,,,2.0,2.0,4.0,,,3.0,1.0,,,,,,,,2.0,,,0.00034814,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,6.6,,,,22.771298355924,1.0,,,,,,2.0,2.0,4.0,2.94,,0,2.0,7.0,,,,2.0
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,1.0,16.0,17.0,33.0,,,8.0,6.0,,,,,,1.0,2.0,3.0,,,0.0258229,0.1058,0.1092,,0.0,1.0,,,,1.0,,,,,,,,90.0,1.0,,,,,,,,7.0,1.0,,7.9,,,1.0,63.841851128554,4.0,1.0,1.0,,2.0,,19.0,18.0,37.0,32.13,14.646115662523,2,2.0,53.0,,1.0,,1.0
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025113,23,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,1.0,14.0,9.0,23.0,,2.0,7.0,4.0,,,,2.0,,1.0,4.0,9.0,,,0.00885021,,,1.0,0.0,,,,,,,,,,,,,81.0,,,,,,,,,14.0,1.0,,7.1,,,,50.368579499305,2.0,1.0,3.0,,3.0,,21.0,9.0,30.0,13.65,17.712825889733,0,5.0,55.0,2.0,1.0,1.0,2.0
