season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,5.0,11.0,19.0,30.0,2.0,4.0,,5.0,,,,1.0,,2.0,6.0,9.0,,,0.0154045,0.0201,0.0333,1.0,0.0,,,,,1.0,,,0.7,5.16,1.48,0.26,3.02,90.0,1.0,,,,,,,,13.0,,,7.0,,,,,7.0,,1.0,,6.0,1.0,16.0,22.0,38.0,,,1,5.0,66.0,,,,3.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,11.0,28.0,49.0,77.0,,2.0,,4.0,,,,,,,,4.0,,,0.134866,,,,0.0,,,,,,,,0.38,5.02,1.13,0.07,2.83,90.0,,1.0,,,,,,,4.0,,,8.2,,,,,6.0,,,,12.0,,31.0,50.0,81.0,,,0,1.0,92.0,,1.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,1.0,1.0,28.0,29.0,,,,6.0,,,,,,,,,,,9.008e-05,,,,0.0,,-0.2685,1.0,,,,,0.02,1.49,0.12,0.0,3.69,90.0,,,,,,,,,10.0,,,6.3,1.0,1.0,,,1.0,,,,11.0,,8.0,31.0,39.0,,,0,,45.0,,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,False,1.0,,1.0,15.0,15.0,30.0,,,,3.0,,,,,,3.0,7.0,3.0,,,0.0904757,,,3.0,0.0,,,,,1.0,2.0,,0.75,4.93,1.53,0.18,2.95,90.0,,,,,,,,,8.0,,,6.5,,,,,3.0,1.0,1.0,,3.0,,18.0,15.0,33.0,,,0,2.0,50.0,,1.0,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,3.0,19.0,20.0,39.0,2.0,,,6.0,,,,1.0,,,4.0,5.0,,,0.121441,,,,0.0,,,,,2.0,,,0.79,5.9,2.09,0.2,2.76,90.0,,,,,,,,,7.0,,,7.3,,,,,1.0,1.0,4.0,,4.0,,19.0,22.0,41.0,,,0,1.0,56.0,,4.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1065588,514254.0,Diego Gómez,diego-gomez,M,True,,,,3.0,3.0,6.0,2.0,1.0,,2.0,1.0,,,,,,3.0,3.0,,,0.0315789,0.0282,0.0397,2.0,0.0,,,,,1.0,1.0,,0.3,1.52,0.72,0.07,0.95,21.0,1.0,,,,,,,,4.0,,,6.5,,,,,,,,,1.0,,4.0,4.0,8.0,,,1,2.0,15.0,1.0,1.0,,1.0
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1198075,513433.0,Brajan Gruda,gruda-brajan,M,True,,,,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,2.0,,,0.00206981,0.3092,,,0.0,,,,,,,,0.14,0.86,0.28,0.08,0.47,8.0,,,,,,,,,1.0,,,6.5,,,1.0,,,,,,,1.0,2.0,,2.0,,,1,1.0,5.0,1.0,,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1199043,535301.0,Carlos Baleba,carlos-baleba,M,False,,,3.0,7.0,11.0,18.0,,,,6.0,,,,1.0,,,3.0,3.0,,,0.0090004,0.0159,,2.0,0.0,,,,,3.0,1.0,,0.52,3.67,1.02,0.27,2.07,69.0,,,,,,,,,4.0,,,6.8,,,1.0,,1.0,,,,4.0,,8.0,12.0,20.0,,,1,1.0,34.0,2.0,2.0,,
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,,,,9.0,2.0,11.0,,,,3.0,,,,,,1.0,2.0,3.0,,,0.0163984,0.085,,,0.0,,,,,1.0,,,0.43,3.16,0.94,0.35,2.44,69.0,,,,,,,,,13.0,,,6.4,,,1.0,,,3.0,1.0,,1.0,,12.0,3.0,15.0,,,1,,31.0,5.0,1.0,2.0,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,791,15157.0,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,6.0,4.0,10.0,3.0,,,1.0,,2.0,,1.0,,1.0,8.0,,,,0.101452,1.5592,0.6874,3.0,0.0,,,,,,,,,,,,,90.0,1.0,,,,,1.0,,,8.0,,,4.9,,,1.0,,,,,,,,8.0,5.0,13.0,,,2,,22.0,3.0,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,1.0,14.0,78.0,92.0,3.0,1.0,,6.0,,,,,,,4.0,4.0,,,0.00451396,,,1.0,0.0,,,,,,,1.0,,,,,,90.0,,,,,,,,,10.0,,,6.6,,,,,6.0,,,,5.0,,20.0,81.0,101.0,,,0,2.0,112.0,,1.0,,1.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,True,,,,6.0,6.0,12.0,1.0,1.0,,2.0,,,,,,,2.0,1.0,,,0.00451568,,,1.0,0.0,,,,,,,,,,,,,23.0,,,,,,,,,2.0,,,6.6,,,,,1.0,,,,,,7.0,6.0,13.0,,,0,,19.0,1.0,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,891829,219249.0,Matt O'Riley,matt-oriley,M,False,1.0,,,16.0,14.0,30.0,5.0,1.0,,2.0,,1.0,,,,1.0,6.0,2.0,,,0.0254777,0.4161,0.6781,,0.0,,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,,9.0,,,6.4,,,2.0,,2.0,,2.0,,1.0,1.0,17.0,15.0,32.0,,,3,1.0,51.0,4.0,,,1.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,False,2.0,,,20.0,6.0,26.0,1.0,,,4.0,,,,1.0,,3.0,8.0,2.0,,,0.0927894,0.1498,,1.0,0.0,,,,1.0,,3.0,,,,,,,90.0,,,,,,,,,11.0,,,6.4,,,1.0,,,3.0,3.0,,,,21.0,7.0,28.0,,,1,1.0,46.0,2.0,,1.0,1.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,959628,467779.0,Mats Wieffer,mats-wieffer,D,False,,,,15.0,10.0,25.0,4.0,2.0,,3.0,,,,,,1.0,6.0,10.0,,,0.0203405,,,1.0,0.0,,,,,1.0,,,,,,,,85.0,,,,,,,,,11.0,,,6.6,,,,,2.0,1.0,1.0,,2.0,1.0,17.0,13.0,30.0,,,0,7.0,65.0,2.0,,1.0,3.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,2.0,20.0,52.0,72.0,7.0,7.0,,3.0,,,1.0,1.0,,,8.0,7.0,,,0.0107176,0.0128,,,0.0,,,,1.0,,,,,,,,,90.0,,,,,,,,,15.0,,,6.2,,,,,6.0,,,,9.0,1.0,33.0,54.0,87.0,,,1,,96.0,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,,4.0,1.0,21.0,22.0,,,,14.0,,,,,,,,,,,0.00257276,,,,0.0,,-0.7903,,,,1.0,,,,,,,90.0,,,,,,,,,12.0,,,6.1,,1.0,,,,,,,15.0,,11.0,23.0,34.0,,,0,,44.0,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,False,,,1.0,9.0,19.0,28.0,,,,2.0,,,,1.0,,1.0,5.0,3.0,,,0.0203152,,,3.0,0.0,,,,,,,,,,,,,67.0,,,,,,,,,4.0,,,6.0,,,,,4.0,,1.0,,2.0,1.0,11.0,19.0,30.0,,,0,1.0,44.0,,2.0,,1.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1036269,509416.0,Yasin Ayari,yasin-ayari,M,False,,,,9.0,13.0,22.0,2.0,,,2.0,,,2.0,2.0,,,6.0,5.0,,,0.0186943,0.1519,0.1747,2.0,0.0,,,,,1.0,,,,,,,,67.0,2.0,,,,,,,,10.0,,,6.3,,,,,,,1.0,,2.0,,12.0,15.0,27.0,,,4,3.0,43.0,3.0,2.0,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1065588,514254.0,Diego Gómez,diego-gomez,M,True,,,,8.0,5.0,13.0,1.0,,,1.0,,,,1.0,,,4.0,,,,0.00641417,,,,0.0,,,,,1.0,,,,,,,,23.0,,,,,,,,,5.0,,,6.5,,,,,3.0,2.0,1.0,,1.0,,10.0,5.0,15.0,,,0,,23.0,,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,True,,,2.0,8.0,21.0,29.0,,,,2.0,,,,,,,,1.0,,,0.0106058,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,,5.0,,,6.6,,,,,,,,,3.0,,13.0,21.0,34.0,,,0,1.0,36.0,,,,1.0
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1198075,513433.0,Brajan Gruda,gruda-brajan,M,True,,,,,1.0,1.0,,,,1.0,,,,,,1.0,2.0,2.0,,,1.889e-05,0.0605,,,0.0,,,,,,,,,,,,,13.0,,,,,,,,,4.0,,,6.5,,,1.0,,,2.0,,,,,1.0,1.0,2.0,,,1,,8.0,1.0,1.0,1.0,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1199043,535301.0,Carlos Baleba,carlos-baleba,M,False,,,1.0,5.0,8.0,13.0,3.0,4.0,,2.0,,,,1.0,,,5.0,4.0,,,0.00422003,,,1.0,0.0,,,,,,1.0,,,,,,,45.0,,,,,,,,,5.0,,,6.4,,,,,,,,,1.0,,9.0,8.0,17.0,,,0,,21.0,1.0,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,,,1.0,12.0,4.0,16.0,1.0,,,4.0,1.0,,1.0,1.0,,2.0,6.0,6.0,,,0.546493,0.0828,,2.0,0.0,,,,,2.0,4.0,,,,,,,90.0,,,,,,,,,16.0,,,6.8,,,,,,5.0,2.0,,3.0,2.0,22.0,5.0,27.0,,,1,1.0,46.0,,,5.0,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,791,15157.0,James Milner,james-milner,M,True,,,,4.0,2.0,6.0,3.0,1.0,,1.0,,,,,,,3.0,2.0,,,0.00692883,0.7884,0.8002,,0.0,1.0,,,,,,,,,,,,30.0,1.0,,,,,,,,1.0,,,7.1,,,,,,,,,1.0,,5.0,2.0,7.0,,,1,1.0,10.0,,,,1.0
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,3.0,3.0,6.0,,,,2.0,,,,,,,1.0,,,,0.168408,,,1.0,0.0,,,,,,1.0,,,,,,,61.0,,,,,,,,,5.0,,,6.4,,,,,,,,,1.0,,6.0,4.0,10.0,,,0,,12.0,1.0,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,2.0,8.0,29.0,37.0,,1.0,,3.0,,,1.0,1.0,,,1.0,1.0,,,0.00595716,0.089,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,5.0,,,5.9,,,1.0,,2.0,,,,5.0,,12.0,30.0,42.0,,,2,,51.0,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,219572,111478.0,Joël Veltman,joel-veltman,D,False,,,,5.0,7.0,12.0,,,,,,,,1.0,,,2.0,7.0,,,0.00160629,,,1.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,,10.0,,,6.6,,,,,,,,,3.0,,11.0,8.0,19.0,,,0,3.0,40.0,2.0,4.0,,1.0
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,788784,204120.0,Olivier Boscagli,olivier-boscagli,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,825844,231416.0,Ferdi Kadıoğlu,ferdi-kadioglu,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,891829,219249.0,Matt O'Riley,matt-oriley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,936849,451340.0,Kaoru Mitoma,kaoru-mitoma,M,False,,,,11.0,7.0,18.0,2.0,,,2.0,1.0,,1.0,3.0,,1.0,11.0,3.0,,,0.0371426,0.0788,0.1688,6.0,1.0,,,,,2.0,3.0,,,,,,,90.0,1.0,,,,,,,,10.0,,,6.8,,,,,1.0,1.0,1.0,,,1.0,16.0,8.0,24.0,,,2,2.0,41.0,2.0,,1.0,2.0
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,946695,463067.0,Georginio Rutter,georginio-rutter,M,True,,,,5.0,,5.0,,,,,,,,,,1.0,2.0,1.0,,,0.0635792,0.0696,0.066,,0.0,,,,,,1.0,,,,,,,29.0,1.0,,,,,,,,2.0,,,6.7,,,,,,1.0,,,,,5.0,,5.0,,,1,,11.0,,1.0,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,962012,469142.0,Jan Paul van Hecke,jan-paul-van-hecke,D,False,,,2.0,6.0,28.0,34.0,3.0,,,5.0,,1.0,,1.0,,,5.0,1.0,,,0.00198854,0.2873,0.689,1.0,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,,,6.0,,,6.8,,,,,3.0,,,,5.0,,10.0,30.0,40.0,,,1,1.0,48.0,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,994363,489639.0,Bart Verbruggen,bart-verbruggen,G,False,,1.0,6.0,2.0,21.0,23.0,,,,10.0,,,,,,,,,,,0.00083786,,,,0.0,,0.0956,1.0,,,,,,,,,,90.0,,,,,,,,,17.0,,,6.6,2.0,2.0,,,,,,1.0,22.0,,16.0,24.0,40.0,,,0,,48.0,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,997152,465730.0,Maxim De Cuyper,maxim-de-cuyper,D,False,2.0,,,8.0,27.0,35.0,3.0,1.0,,8.0,,,,1.0,,,5.0,6.0,,1.0,0.361913,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,,18.0,,,7.6,,,,,1.0,2.0,3.0,,4.0,,18.0,30.0,48.0,,,0,1.0,72.0,1.0,3.0,1.0,1.0
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1036269,509416.0,Yasin Ayari,yasin-ayari,M,True,1.0,,,5.0,2.0,7.0,,,,1.0,,,,,,2.0,4.0,2.0,,,0.01363,,,1.0,0.0,,,,,1.0,2.0,,,,,,,29.0,,,,,,,,,5.0,,,6.6,,,,,,1.0,3.0,,,,5.0,2.0,7.0,,,0,1.0,17.0,,1.0,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1050692,,Diego Coppola,diego-coppola,D,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1065588,514254.0,Diego Gómez,diego-gomez,M,False,,,1.0,2.0,5.0,7.0,2.0,1.0,,3.0,,,,2.0,,,6.0,5.0,,,0.00085974,,,2.0,0.0,,,,,,,,,,,,,61.0,,,,,,,,,5.0,,,6.5,,,,,,,1.0,,2.0,,5.0,6.0,11.0,,,0,3.0,19.0,,1.0,,3.0
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1142315,532529.0,Jack Hinshelwood,jack-hinshelwood,M,False,,,,5.0,12.0,17.0,1.0,2.0,,4.0,,,,,,,3.0,5.0,,,0.00223693,,,2.0,0.0,,,,,,,,,,,,,61.0,,,,,,,,,4.0,,,6.7,,,,,2.0,,,,,,5.0,15.0,20.0,,,0,2.0,26.0,1.0,1.0,,2.0
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1198075,513433.0,Brajan Gruda,gruda-brajan,M,True,,,,2.0,3.0,5.0,,,,2.0,,,1.0,1.0,,2.0,5.0,2.0,,,0.00127668,0.7847,1.1692,1.0,0.0,1.0,,,,,1.0,,,,,,,29.0,2.0,,,,,,,,3.0,,,7.8,,,,,,3.0,,,,,2.0,3.0,5.0,,,3,,17.0,,,2.0,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1199043,535301.0,Carlos Baleba,carlos-baleba,M,False,,,3.0,3.0,11.0,14.0,,1.0,,3.0,,,,1.0,,1.0,2.0,1.0,,,0.00357642,,,,0.0,,,,,,,,,,,,,60.0,,,,,,,,,7.0,,,6.5,,,,,,,,,4.0,,6.0,12.0,18.0,,,0,,25.0,2.0,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,1400106,592031.0,Yankuba Minteh,yankuba-minteh,M,False,,,,7.0,2.0,9.0,,2.0,,7.0,,,,3.0,,2.0,8.0,11.0,,,0.0307189,0.1997,0.1786,1.0,0.0,,,,,1.0,1.0,,,,,,,89.0,1.0,,,,,,,,16.0,,,7.0,,,1.0,,1.0,6.0,,,2.0,,15.0,4.0,19.0,,,2,3.0,38.0,1.0,2.0,4.0,3.0
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,791,15157.0,James Milner,james-milner,M,False,1.0,,2.0,9.0,14.0,23.0,,,,2.0,,,,1.0,,,4.0,3.0,,,0.0181945,,,2.0,0.0,,,,,1.0,,,,,,,,66.0,,1.0,,,,,,,10.0,,,6.6,,,,,,1.0,2.0,,6.0,,13.0,17.0,30.0,,,0,2.0,45.0,1.0,1.0,,2.0
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,31867,49262.0,Jason Steele,jason-steele,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,33902,50175.0,Danny Welbeck,danny-welbeck,F,False,,,,7.0,8.0,15.0,2.0,1.0,,2.0,,,,,,,3.0,4.0,,,0.0153308,0.0946,,,0.0,,,,,,,,,,,,,67.0,,,,,,,,,4.0,,,6.7,,,1.0,,,1.0,,,,,8.0,9.0,17.0,,,1,2.0,23.0,1.0,1.0,,1.0
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,115365,83299.0,Lewis Dunk,lewis-dunk,D,False,,,1.0,11.0,21.0,32.0,1.0,1.0,,2.0,,,,,,,2.0,1.0,,,0.00696318,,,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,,4.0,,,6.3,,,,,9.0,,,,3.0,,15.0,21.0,36.0,,,0,,50.0,,,,
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,219572,111478.0,Joël Veltman,joel-veltman,D,False,,,3.0,12.0,13.0,25.0,2.0,1.0,,7.0,,,,,,,2.0,8.0,,,0.00884951,,,,0.0,,,,,2.0,1.0,1.0,,,,,,90.0,,,,,,,,,14.0,,,7.3,,,,,4.0,,1.0,,6.0,,18.0,15.0,33.0,,,0,4.0,62.0,1.0,3.0,,2.0
